# Generate Mapping Tables Script: Version 4 11:03 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:03 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
refseq_dna|NM_013292|NM_013292	hgnc_symbol|MYLPF|MYLPF
refseq_dna|NM_002046|NM_002046	hgnc_symbol|GAPDH|GAPDH
refseq_dna|NM_005276|NM_005276	hgnc_symbol|GPD1|GPD1
refseq_dna|NM_001482|NM_001482	hgnc_symbol|GATM|GATM
refseq_dna|NM_002063|NM_002063	hgnc_symbol|GLRA2|GLRA2
refseq_dna|NM_019884|NM_019884	hgnc_symbol|GSK3A|GSK3A
refseq_dna|NM_003918|NM_003918	hgnc_symbol|GYG2|GYG2
refseq_dna|NM_002101|NM_002101	hgnc_symbol|GYPC|GYPC
refseq_dna|NM_002510|NM_002510	hgnc_symbol|GPNMB|GPNMB
refseq_dna|NM_005512|NM_005512	hgnc_symbol|CNGB1|CNGB1
refseq_dna|NM_005814|NM_005814	hgnc_symbol|GPA33|GPA33
refseq_dna|NM_000173|NM_000173	hgnc_symbol|GP1BA|GP1BA
refseq_dna|NM_006708|NM_006708	hgnc_symbol|GLO1|GLO1
refseq_dna|NM_002081|NM_002081	hgnc_symbol|GPC1|GPC1
refseq_dna|NM_000516|NM_000516	hgnc_symbol|GNAS|GNAS
refseq_dna|NM_015044|NM_015044	hgnc_symbol|GGA2|GGA2
refseq_dna|NM_005895|NM_005895	hgnc_symbol|GOLGA3|GOLGA3
refseq_dna|NM_005113|NM_005113	hgnc_symbol|GOLGA5|GOLGA5
refseq_dna|NM_016548|NM_016548	hgnc_symbol|GOLM1|GOLM1
refseq_dna|NM_002087|NM_002087	hgnc_symbol|GRN|GRN
refseq_dna|NM_004131|NM_004131	hgnc_symbol|GZMB|GZMB
refseq_dna|NM_014668|NM_014668	hgnc_symbol|GREB1|GREB1
refseq_dna|NM_000820|NM_000820	hgnc_symbol|GAS6|GAS6
refseq_dna|NM_002045|NM_002045	hgnc_symbol|GAP43|GAP43
refseq_dna|NM_016204|NM_016204	hgnc_symbol|GDF2|GDF2
refseq_dna|NM_005259|NM_005259	hgnc_symbol|MSTN|MSTN
refseq_dna|NM_004188|NM_004188	hgnc_symbol|GFI1B|GFI1B
refseq_dna|NM_002086|NM_002086	hgnc_symbol|GRB2|GRB2
refseq_dna|NM_005310|NM_005310	hgnc_symbol|GRB7|GRB7
refseq_dna|NM_021643|NM_021643	hgnc_symbol|TRIB2|TRIB2
refseq_dna|NM_019096|NM_019096	hgnc_symbol|GTPBP2|GTPBP2
refseq_dna|NM_016103|NM_016103
refseq_dna|NM_002067|NM_002067	hgnc_symbol|GNA11|GNA11
refseq_dna|NM_006572|NM_006572	hgnc_symbol|GNA13|GNA13
refseq_dna|NM_020988|NM_020988	hgnc_symbol|GNAO1|GNAO1
refseq_dna|NM_002069|NM_002069	hgnc_symbol|GNAI1|GNAI1
refseq_dna|NM_002070|NM_002070	hgnc_symbol|GNAI2|GNAI2
refseq_dna|NM_006496|NM_006496	hgnc_symbol|GNAI3|GNAI3
refseq_dna|NM_006578|NM_006578	hgnc_symbol|GNB5|GNB5
refseq_dna|NM_002074|NM_002074	hgnc_symbol|GNB1|GNB1
refseq_dna|NM_053004|NM_053004	hgnc_symbol|GNB1L|GNB1L
refseq_dna|NM_005273|NM_005273	hgnc_symbol|GNB2|GNB2
refseq_dna|NM_002075|NM_002075	hgnc_symbol|GNB3|GNB3
refseq_dna|NM_005274|NM_005274	hgnc_symbol|GNG5|GNG5
refseq_dna|NM_005145|NM_005145	hgnc_symbol|GNG7|GNG7
refseq_dna|NM_021955|NM_021955	hgnc_symbol|GNGT1|GNGT1
refseq_dna|NM_016541|NM_016541	hgnc_symbol|GNG13|GNG13
refseq_dna|NM_021629|NM_021629	hgnc_symbol|GNB4|GNB4
refseq_dna|NM_002053|NM_002053	hgnc_symbol|GBP1|GBP1
refseq_dna|NM_000858|NM_000858	hgnc_symbol|GUK1|GUK1
refseq_dna|NM_014052|NM_014052
refseq_dna|NM_000186|NM_000186	hgnc_symbol|CFH|CFH
refseq_dna|NM_002106|NM_002106	hgnc_symbol|H2AFZ|H2AFZ
refseq_dna|NM_053005|NM_053005	hgnc_symbol|MOB2|MOB2
refseq_dna|NM_021212|NM_021212	hgnc_symbol|CREBZF|CREBZF
refseq_dna|NM_001540|NM_001540	hgnc_symbol|HSPB1|HSPB1
refseq_dna|NM_002156|NM_002156	hgnc_symbol|HSPD1|HSPD1
refseq_dna|NM_021979|NM_021979	hgnc_symbol|HSPA2|HSPA2
refseq_dna|NM_005347|NM_005347	hgnc_symbol|HSPA5|HSPA5
refseq_dna|NM_002155|NM_002155	hgnc_symbol|HSPA6|HSPA6
refseq_dna|NM_006597|NM_006597	hgnc_symbol|HSPA8|HSPA8
refseq_dna|NM_005348|NM_005348	hgnc_symbol|HSP90AA1|HSP90AA1
refseq_dna|NM_007355|NM_007355	hgnc_symbol|HSP90AB1|HSP90AB1
refseq_dna|NM_014278|NM_014278	hgnc_symbol|HSPA4L|HSPA4L
refseq_dna|NM_016292|NM_016292	hgnc_symbol|TRAP1|TRAP1
refseq_dna|NM_014877|NM_014877	hgnc_symbol|HELZ|HELZ
refseq_dna|NM_016185|NM_016185	hgnc_symbol|HN1|HN1
refseq_dna|NM_020524|NM_020524	hgnc_symbol|HCFC1R1|HCFC1R1
refseq_dna|NM_014320|NM_014320	hgnc_symbol|HEBP2|HEBP2
refseq_dna|NM_002133|NM_002133	hgnc_symbol|HMOX1|HMOX1
refseq_dna|NM_014413|NM_014413	hgnc_symbol|EIF2AK1|EIF2AK1
refseq_dna|NM_000519|NM_000519	hgnc_symbol|HBD|HBD
refseq_dna|NM_005114|NM_005114	hgnc_symbol|HS3ST1|HS3ST1
refseq_dna|NM_006043|NM_006043	hgnc_symbol|HS3ST2|HS3ST2
refseq_dna|NM_006042|NM_006042	hgnc_symbol|HS3ST3A1|HS3ST3A1
refseq_dna|NM_006041|NM_006041	hgnc_symbol|HS3ST3B1|HS3ST3B1
refseq_dna|NM_005529|NM_005529	hgnc_symbol|HSPG2|HSPG2
refseq_dna|NM_006848|NM_006848	hgnc_symbol|CCDC85B|CCDC85B
refseq_dna|NM_022097|NM_022097
refseq_dna|NM_020232|NM_020232	hgnc_symbol|PSMG2|PSMG2
refseq_dna|NM_018487|NM_018487	hgnc_symbol|TMEM176A|TMEM176A
refseq_dna|NM_004494|NM_004494	hgnc_symbol|HDGF|HDGF
refseq_dna|NM_004499|NM_004499	hgnc_symbol|HNRNPAB|HNRNPAB
refseq_dna|NM_002136|NM_002136	hgnc_symbol|HNRNPA1|HNRNPA1
refseq_dna|NM_004500|NM_004500	hgnc_symbol|HNRNPC|HNRNPC
refseq_dna|NM_031372|NM_031372	hgnc_symbol|HNRPDL|HNRPDL
refseq_dna|NM_004966|NM_004966	hgnc_symbol|HNRNPF|HNRNPF
refseq_dna|NM_019597|NM_019597	hgnc_symbol|HNRNPH2|HNRNPH2
refseq_dna|NM_012207|NM_012207	hgnc_symbol|HNRNPH3|HNRNPH3
refseq_dna|NM_000189|NM_000189	hgnc_symbol|HK2|HK2
refseq_dna|NM_000520|NM_000520	hgnc_symbol|HEXA|HEXA
refseq_dna|NM_000521|NM_000521	hgnc_symbol|HEXB|HEXB
refseq_dna|NM_001528|NM_001528	hgnc_symbol|HGFAC|HGFAC
refseq_dna|NM_005336|NM_005336	hgnc_symbol|HDLBP|HDLBP
refseq_dna|NM_002128|NM_002128	hgnc_symbol|HMGB1|HMGB1
refseq_dna|NM_005342|NM_005342	hgnc_symbol|HMGB3|HMGB3
refseq_dna|NM_005517|NM_005517	hgnc_symbol|HMGN2|HMGN2
refseq_dna|NM_004965|NM_004965	hgnc_symbol|HMGN1|HMGN1
refseq_dna|NM_006895|NM_006895	hgnc_symbol|HNMT|HNMT
refseq_dna|NM_022304|NM_022304	hgnc_symbol|HRH2|HRH2
refseq_dna|NM_002152|NM_002152	hgnc_symbol|HRC|HRC
refseq_dna|NM_002109|NM_002109	hgnc_symbol|HARS|HARS
refseq_dna|NM_005323|NM_005323	hgnc_symbol|HIST1H1T|HIST1H1T
refseq_dna|NM_024827|NM_024827	hgnc_symbol|HDAC11|HDAC11
refseq_dna|NM_001527|NM_001527	hgnc_symbol|HDAC2|HDAC2
refseq_dna|NM_003883|NM_003883	hgnc_symbol|HDAC3|HDAC3
refseq_dna|NM_006044|NM_006044	hgnc_symbol|HDAC6|HDAC6
refseq_dna|NM_014707|NM_014707	hgnc_symbol|HDAC9|HDAC9
refseq_dna|NM_004639|NM_004639	hgnc_symbol|BAG6|BAG6
refseq_dna|NM_002127|NM_002127	hgnc_symbol|HLA-G|HLA-G
refseq_dna|NM_001535|NM_001535	hgnc_symbol|PRMT2|PRMT2
refseq_dna|NM_001536|NM_001536	hgnc_symbol|PRMT1|PRMT1
refseq_dna|NM_005522|NM_005522	hgnc_symbol|HOXA1|HOXA1
refseq_dna|NM_024016|NM_024016	hgnc_symbol|HOXB8|HOXB8
refseq_dna|NM_022658|NM_022658	hgnc_symbol|HOXC8|HOXC8
refseq_dna|NM_000523|NM_000523	hgnc_symbol|HOXD13|HOXD13
refseq_dna|NM_005515|NM_005515	hgnc_symbol|MNX1|MNX1
refseq_dna|NM_004839|NM_004839	hgnc_symbol|HOMER2|HOMER2
refseq_dna|NM_018054|NM_018054	hgnc_symbol|ARHGAP17|ARHGAP17
refseq_dna|NM_019059|NM_019059
refseq_dna|NM_013312|NM_013312	hgnc_symbol|HOOK2|HOOK2
refseq_dna|NM_005334|NM_005334	hgnc_symbol|HCFC1|HCFC1
refseq_dna|NM_016287|NM_016287	hgnc_symbol|HP1BP3|HP1BP3
refseq_dna|NM_016355|NM_016355
refseq_dna|NM_020386|NM_020386	hgnc_symbol|HRASLS|HRASLS
refseq_dna|NM_006118|NM_006118	hgnc_symbol|HAX1|HAX1
refseq_dna|NM_014019|NM_014019	hgnc_symbol|COA3|COA3
refseq_dna|NM_014153|NM_014153	hgnc_symbol|ZC3H7A|ZC3H7A
refseq_dna|NM_014155|NM_014155	hgnc_symbol|ZBTB44|ZBTB44
refseq_dna|NM_014162|NM_014162	hgnc_symbol|LINC00652|LINC00652
refseq_dna|NM_014167|NM_014167	hgnc_symbol|CCDC59|CCDC59
refseq_dna|NM_014170|NM_014170	hgnc_symbol|GTPBP8|GTPBP8
refseq_dna|NM_014173|NM_014173	hgnc_symbol|BABAM1|BABAM1
refseq_dna|NM_014187|NM_014187	hgnc_symbol|TMEM208|TMEM208
refseq_dna|NM_016487|NM_016487	hgnc_symbol|C6orf203|C6orf203
refseq_dna|NM_014065|NM_014065	hgnc_symbol|ASTE1|ASTE1
refseq_dna|NM_006734|NM_006734	hgnc_symbol|HIVEP2|HIVEP2
refseq_dna|NM_002111|NM_002111	hgnc_symbol|HTT|HTT
refseq_dna|NM_016400|NM_016400	hgnc_symbol|HYPK|HYPK
refseq_dna|NM_001523|NM_001523	hgnc_symbol|HAS1|HAS1
refseq_dna|NM_012484|NM_012484	hgnc_symbol|HMMR|HMMR
refseq_dna|NM_000182|NM_000182	hgnc_symbol|HADHA|HADHA
refseq_dna|NM_000183|NM_000183	hgnc_symbol|HADHB|HADHB
refseq_dna|NM_000196|NM_000196	hgnc_symbol|HSD11B2|HSD11B2
refseq_dna|NM_016142|NM_016142	hgnc_symbol|HSD17B12|HSD17B12
hgnc_symbol|HCN1|HCN1
refseq_dna|NM_001194|NM_001194	hgnc_symbol|HCN2|HCN2
refseq_dna|NM_005477|NM_005477	hgnc_symbol|HCN4|HCN4
refseq_dna|NM_001525|NM_001525	hgnc_symbol|HCRTR1|HCRTR1



refseq_dna|NM_018489|NM_018489	hgnc_symbol|ASCL1|ASCL1

refseq_dna|NM_015699|NM_015699	hgnc_symbol|AHDC1|AHDC1
refseq_dna|NM_015383|NM_015383	hgnc_symbol|NBPF14|NBPF14
refseq_dna|NM_021156|NM_021156	hgnc_symbol|TMX4|TMX4
refseq_dna|NM_032263|NM_032263
hgnc_symbol|FBXL17|FBXL17
refseq_dna|NM_017559|NM_017559
refseq_dna|NM_017539|NM_017539
refseq_dna|NM_018704|NM_018704
refseq_dna|NM_018705|NM_018705
refseq_dna|NM_020224|NM_020224
refseq_dna|NM_018423|NM_018423
refseq_dna|NM_017976|NM_017976
refseq_dna|NM_017994|NM_017994	hgnc_symbol|TMEM248|TMEM248
refseq_dna|NM_017998|NM_017998	hgnc_symbol|C9orf40|C9orf40
refseq_dna|NM_018006|NM_018006	hgnc_symbol|TRMU|TRMU
refseq_dna|NM_018012|NM_018012	hgnc_symbol|KIF26B|KIF26B
refseq_dna|NM_018023|NM_018023	hgnc_symbol|YEATS2|YEATS2
refseq_dna|NM_018023|NM_018023	hgnc_symbol|YEATS2|YEATS2
refseq_dna|NM_018037|NM_018037	hgnc_symbol|RALGPS2|RALGPS2
refseq_dna|NM_018045|NM_018045	hgnc_symbol|BSDC1|BSDC1
refseq_dna|NM_018053|NM_018053	hgnc_symbol|XKR8|XKR8
refseq_dna|NM_018060|NM_018060	hgnc_symbol|IARS2|IARS2
refseq_dna|NM_019057|NM_019057	hgnc_symbol|FAM193B|FAM193B
refseq_dna|NM_019070|NM_019070	hgnc_symbol|DDX49|DDX49
refseq_dna|NM_018140|NM_018140	hgnc_symbol|CEP72|CEP72
refseq_dna|NM_018189|NM_018189	hgnc_symbol|DPPA4|DPPA4
refseq_dna|NM_018219|NM_018219	hgnc_symbol|CCDC87|CCDC87
refseq_dna|NM_018254|NM_018254	hgnc_symbol|RCOR3|RCOR3
refseq_dna|NM_018265|NM_018265	hgnc_symbol|C1orf106|C1orf106
refseq_dna|NM_018281|NM_018281	hgnc_symbol|ECHDC2|ECHDC2
refseq_dna|NM_018283|NM_018283	hgnc_symbol|NUDT15|NUDT15
refseq_dna|NM_018289|NM_018289	hgnc_symbol|VPS53|VPS53
refseq_dna|NM_019044|NM_019044	hgnc_symbol|CCDC93|CCDC93
refseq_dna|NM_018296|NM_018296	hgnc_symbol|LRRC36|LRRC36
refseq_dna|NM_018302|NM_018302	hgnc_symbol|C4orf19|C4orf19
hgnc_symbol|CPPED1|CPPED1
refseq_dna|NM_018356|NM_018356	hgnc_symbol|C5orf22|C5orf22
refseq_dna|NM_018364|NM_018364	hgnc_symbol|RSBN1|RSBN1
refseq_dna|NM_018368|NM_018368	hgnc_symbol|LMBRD1|LMBRD1
refseq_dna|NM_018370|NM_018370	hgnc_symbol|DRAM1|DRAM1
refseq_dna|NM_018374|NM_018374	hgnc_symbol|TMEM106B|TMEM106B
refseq_dna|NM_018376|NM_018376	hgnc_symbol|NIPSNAP3B|NIPSNAP3B
refseq_dna|NM_018379|NM_018379	hgnc_symbol|FAM63A|FAM63A
refseq_dna|NM_018395|NM_018395
refseq_dna|NM_024603|NM_024603	hgnc_symbol|BEND5|BEND5
refseq_dna|NM_024972|NM_024972
refseq_dna|NM_025093|NM_025093
refseq_dna|NM_024679|NM_024679
refseq_dna|NM_025187|NM_025187	hgnc_symbol|C16orf70|C16orf70
refseq_dna|NM_024977|NM_024977
refseq_dna|NM_024552|NM_024552	hgnc_symbol|CERS4|CERS4
refseq_dna|NM_024980|NM_024980	hgnc_symbol|GPR157|GPR157
hgnc_symbol|C8orf60|C8orf60
refseq_dna|NM_024989|NM_024989	hgnc_symbol|PGAP1|PGAP1
refseq_dna|NM_023007|NM_023007	hgnc_symbol|JMJD4|JMJD4
refseq_dna|NM_024811|NM_024811	hgnc_symbol|CPSF7|CPSF7
refseq_dna|NM_024992|NM_024992
refseq_dna|NM_024926|NM_024926	hgnc_symbol|TTC26|TTC26
refseq_dna|NM_032169|NM_032169	hgnc_symbol|ACAD11|ACAD11
refseq_dna|XM_291344|XM_291344	hgnc_symbol|MAP7D3|MAP7D3
refseq_dna|NM_024917|NM_024917	hgnc_symbol|TRMT2B|TRMT2B
refseq_dna|NM_024852|NM_024852	hgnc_symbol|EIF2C3|EIF2C3
refseq_dna|NM_022831|NM_022831	hgnc_symbol|AIDA|AIDA
refseq_dna|NM_024856|NM_024856
hgnc_symbol|ARMC5|ARMC5
refseq_dna|NM_024834|NM_024834	hgnc_symbol|MCMBP|MCMBP
refseq_dna|NM_024813|NM_024813	hgnc_symbol|RPAP2|RPAP2
refseq_dna|NM_024598|NM_024598	hgnc_symbol|USB1|USB1
refseq_dna|NM_024914|NM_024914
refseq_dna|NM_024877|NM_024877	hgnc_symbol|CNTD2|CNTD2
refseq_dna|NM_024751|NM_024751	hgnc_symbol|GSTCD|GSTCD
refseq_dna|NM_025005|NM_025005	hgnc_symbol|HEXA-AS1|HEXA-AS1
hgnc_symbol|TMC5|TMC5
refseq_dna|NM_025009|NM_025009	hgnc_symbol|CEP135|CEP135
refseq_dna|NM_024705|NM_024705	hgnc_symbol|DHRS12|DHRS12
refseq_dna|NM_023079|NM_023079	hgnc_symbol|UBE2Z|UBE2Z
refseq_dna|NM_024729|NM_024729	hgnc_symbol|MYH14|MYH14
refseq_dna|NM_024759|NM_024759	hgnc_symbol|NIPAL2|NIPAL2
refseq_dna|NM_024760|NM_024760	hgnc_symbol|TLE6|TLE6
refseq_dna|NM_024869|NM_024869	hgnc_symbol|FAM110D|FAM110D
refseq_dna|NM_025024|NM_025024
refseq_dna|NM_022777|NM_022777	hgnc_symbol|RABL5|RABL5
refseq_dna|NM_024709|NM_024709	hgnc_symbol|C1orf115|C1orf115
refseq_dna|NM_022460|NM_022460
refseq_dna|NM_025069|NM_025069	hgnc_symbol|ZNF703|ZNF703
refseq_dna|NM_017615|NM_017615	hgnc_symbol|NSMCE4A|NSMCE4A
refseq_dna|NM_019021|NM_019021	hgnc_symbol|C11orf71|C11orf71
refseq_dna|NM_018992|NM_018992	hgnc_symbol|KCTD5|KCTD5
refseq_dna|NM_017656|NM_017656	hgnc_symbol|ZNF562|ZNF562
refseq_dna|NM_017687|NM_017687	hgnc_symbol|NHLRC2|NHLRC2
refseq_dna|NM_019000|NM_019000	hgnc_symbol|FAM134B|FAM134B
refseq_dna|NM_017712|NM_017712
refseq_dna|NM_019008|NM_019008	hgnc_symbol|SMCR7L|SMCR7L
refseq_dna|NM_017722|NM_017722	hgnc_symbol|TRMT1|TRMT1
hgnc_symbol|THUMPD1|THUMPD1
refseq_dna|NM_017756|NM_017756
refseq_dna|NM_018986|NM_018986	hgnc_symbol|SH3TC1|SH3TC1
refseq_dna|NM_017805|NM_017805	hgnc_symbol|RASIP1|RASIP1
refseq_dna|NM_017860|NM_017860	hgnc_symbol|C1orf56|C1orf56
refseq_dna|NM_017886|NM_017886	hgnc_symbol|ULK4|ULK4
refseq_dna|NM_017887|NM_017887	hgnc_symbol|C1orf123|C1orf123
refseq_dna|NM_017899|NM_017899	hgnc_symbol|TESC|TESC
refseq_dna|NM_017915|NM_017915	hgnc_symbol|PARPBP|PARPBP
refseq_dna|NM_017937|NM_017937
refseq_dna|NM_025149|NM_025149	hgnc_symbol|ACSF2|ACSF2
refseq_dna|NM_025030|NM_025030	hgnc_symbol|CCDC30|CCDC30
refseq_dna|NM_024524|NM_024524
refseq_dna|NM_024569|NM_024569	hgnc_symbol|MPZL1|MPZL1
refseq_dna|NM_024788|NM_024788	hgnc_symbol|C7orf63|C7orf63
refseq_dna|NM_024576|NM_024576
refseq_dna|NM_024556|NM_024556	hgnc_symbol|FAM118B|FAM118B
refseq_dna|NM_024627|NM_024627	hgnc_symbol|C22orf29|C22orf29
refseq_dna|NM_024826|NM_024826	hgnc_symbol|MAP9|MAP9
refseq_dna|NM_024805|NM_024805	hgnc_symbol|RBFA|RBFA
refseq_dna|NM_024738|NM_024738	hgnc_symbol|C12orf49|C12orf49

hgnc_symbol|PALB2|PALB2
refseq_dna|NM_022448|NM_022448	hgnc_symbol|ARHGEF28|ARHGEF28
refseq_dna|NM_022065|NM_022065	hgnc_symbol|THADA|THADA
refseq_dna|NM_024622|NM_024622	hgnc_symbol|FASTKD1|FASTKD1
refseq_dna|NM_023015|NM_023015	hgnc_symbol|INTS3|INTS3
refseq_dna|NM_024774|NM_024774	hgnc_symbol|QSER1|QSER1
refseq_dna|NM_022461|NM_022461	hgnc_symbol|AZI2|AZI2
refseq_dna|NM_024560|NM_024560	hgnc_symbol|ACSS3|ACSS3
refseq_dna|NM_022489|NM_022489
refseq_dna|NM_024612|NM_024612	hgnc_symbol|DHX40|DHX40
refseq_dna|NM_024085|NM_024085	hgnc_symbol|ATG9A|ATG9A
refseq_dna|NM_025094|NM_025094
refseq_dna|NM_024656|NM_024656	hgnc_symbol|GLT25D1|GLT25D1
refseq_dna|NM_022830|NM_022830	hgnc_symbol|TUT1|TUT1
refseq_dna|NM_022485|NM_022485	hgnc_symbol|MTMR14|MTMR14
refseq_dna|NM_025045|NM_025045	hgnc_symbol|BAIAP2L2|BAIAP2L2
refseq_dna|NM_024730|NM_024730	hgnc_symbol|RERGL|RERGL
refseq_dna|NM_022074|NM_022074	hgnc_symbol|FAM111A|FAM111A
refseq_dna|NM_024676|NM_024676	hgnc_symbol|SH3D21|SH3D21
hgnc_symbol|SETD3|SETD3
refseq_dna|NM_024582|NM_024582
hgnc_symbol|OGT|OGT
refseq_dna|NM_024652|NM_024652	hgnc_symbol|LRRK1|LRRK1
refseq_dna|NM_024895|NM_024895	hgnc_symbol|PDZD7|PDZD7
refseq_dna|NM_024691|NM_024691
refseq_dna|NM_024955|NM_024955	hgnc_symbol|FOXRED2|FOXRED2
refseq_dna|NM_025075|NM_025075	hgnc_symbol|THOC7|THOC7
refseq_dna|NM_024590|NM_024590	hgnc_symbol|ARSJ|ARSJ

hgnc_symbol|N4BP2L2|N4BP2L2


refseq_dna|NM_017548|NM_017548	hgnc_symbol|CDV3|CDV3
refseq_dna|NM_032499|NM_032499	hgnc_symbol|C15orf41|C15orf41
refseq_dna|NM_016399|NM_016399	hgnc_symbol|TRIAP1|TRIAP1

refseq_dna|NM_024006|NM_024006
refseq_dna|NM_015910|NM_015910
refseq_dna|NM_015912|NM_015912

refseq_dna|NM_016454|NM_016454
refseq_dna|NM_016484|NM_016484
refseq_dna|NM_016494|NM_016494
refseq_dna|NM_016627|NM_016627
refseq_dna|NM_016627|NM_016627
refseq_dna|NM_030575|NM_030575	hgnc_symbol|GLTPD1|GLTPD1
refseq_dna|NM_024321|NM_024321	hgnc_symbol|RBM42|RBM42
refseq_dna|NM_030572|NM_030572	hgnc_symbol|C12orf39|C12orf39
refseq_dna|NM_024320|NM_024320	hgnc_symbol|PRR15L|PRR15L
refseq_dna|NM_024323|NM_024323	hgnc_symbol|C19orf57|C19orf57
refseq_dna|NM_032889|NM_032889	hgnc_symbol|MFSD5|MFSD5
refseq_dna|NM_025112|NM_025112	hgnc_symbol|ZXDC|ZXDC
refseq_dna|NM_032371|NM_032371	hgnc_symbol|FAM195A|FAM195A
refseq_dna|NM_032769|NM_032769	hgnc_symbol|RAB7B|RAB7B
refseq_dna|NM_052862|NM_052862	hgnc_symbol|RCSD1|RCSD1
refseq_dna|NM_023931|NM_023931	hgnc_symbol|ZNF747|ZNF747
refseq_dna|NM_024098|NM_024098	hgnc_symbol|CCDC86|CCDC86
refseq_dna|NM_024050|NM_024050	hgnc_symbol|DDA1|DDA1
refseq_dna|NM_024076|NM_024076
refseq_dna|NM_024108|NM_024108	hgnc_symbol|TRAPPC6A|TRAPPC6A

refseq_dna|NM_024104|NM_024104	hgnc_symbol|SMIM7|SMIM7
refseq_dna|NM_145064|NM_145064	hgnc_symbol|STAC3|STAC3
refseq_dna|NM_032511|NM_032511	hgnc_symbol|FAXC|FAXC
refseq_dna|NM_023942|NM_023942	hgnc_symbol|LRRC61|LRRC61
refseq_dna|NM_024051|NM_024051	hgnc_symbol|GGCT|GGCT
refseq_dna|NM_024084|NM_024084	hgnc_symbol|TMEM223|TMEM223
refseq_dna|NM_144580|NM_144580	hgnc_symbol|C1orf85|C1orf85
refseq_dna|NM_024029|NM_024029	hgnc_symbol|YIPF2|YIPF2
refseq_dna|NM_024294|NM_024294
refseq_dna|NM_024033|NM_024033	hgnc_symbol|C7orf49|C7orf49
refseq_dna|NM_016127|NM_016127	hgnc_symbol|TMEM66|TMEM66
refseq_dna|NM_025204|NM_025204	hgnc_symbol|TRABD|TRABD
refseq_dna|NM_018565|NM_018565	hgnc_symbol|SERINC2|SERINC2
hgnc_symbol|DHRS4-AS1|DHRS4-AS1
refseq_dna|NM_018507|NM_018507


refseq_dna|NM_018612|NM_018612
refseq_dna|NM_018512|NM_018512	hgnc_symbol|ITSN2|ITSN2
refseq_dna|NM_018520|NM_018520
refseq_dna|NM_018540|NM_018540
refseq_dna|NM_018546|NM_018546
refseq_dna|NM_013341|NM_013341	hgnc_symbol|OLA1|OLA1
refseq_dna|NM_022462|NM_022462	hgnc_symbol|HIF3A|HIF3A
refseq_dna|NM_001530|NM_001530	hgnc_symbol|HIF1A|HIF1A
refseq_dna|NM_000203|NM_000203	hgnc_symbol|IDUA|IDUA
refseq_dna|NM_031943|NM_031943	hgnc_symbol|EIF3FP2|EIF3FP2
refseq_dna|NM_007268|NM_007268	hgnc_symbol|VSIG4|VSIG4
hgnc_symbol|IGHD|IGHD
hgnc_symbol|IGHM|IGHM
refseq_dna|NM_002180|NM_002180	hgnc_symbol|IGHMBP2|IGHMBP2
refseq_dna|NM_005849|NM_005849	hgnc_symbol|IGSF6|IGSF6
refseq_dna|NM_052868|NM_052868	hgnc_symbol|IGSF8|IGSF8
refseq_dna|NM_002192|NM_002192	hgnc_symbol|INHBA|INHBA
refseq_dna|NM_002165|NM_002165	hgnc_symbol|ID1|ID1
refseq_dna|NM_002166|NM_002166	hgnc_symbol|ID2|ID2
refseq_dna|NM_002167|NM_002167	hgnc_symbol|ID3|ID3
refseq_dna|NM_001546|NM_001546	hgnc_symbol|ID4|ID4
refseq_dna|NM_003639|NM_003639	hgnc_symbol|IKBKG|IKBKG
refseq_dna|NM_006839|NM_006839	hgnc_symbol|IMMT|IMMT
refseq_dna|NM_014216|NM_014216	hgnc_symbol|ITPK1|ITPK1
refseq_dna|NM_002222|NM_002222	hgnc_symbol|ITPR1|ITPR1
refseq_dna|NM_002223|NM_002223	hgnc_symbol|ITPR2|ITPR2
refseq_dna|NM_002224|NM_002224	hgnc_symbol|ITPR3|ITPR3
refseq_dna|NM_001566|NM_001566	hgnc_symbol|INPP4A|INPP4A
refseq_dna|NM_007179|NM_007179	hgnc_symbol|INSL6|INSL6
refseq_dna|NM_000612|NM_000612	hgnc_symbol|IGF2|IGF2
refseq_dna|NM_000876|NM_000876	hgnc_symbol|IGF2R|IGF2R
refseq_dna|NM_000596|NM_000596	hgnc_symbol|IGFBP1|IGFBP1
refseq_dna|NM_000597|NM_000597	hgnc_symbol|IGFBP2|IGFBP2
refseq_dna|NM_000598|NM_000598	hgnc_symbol|IGFBP3|IGFBP3
refseq_dna|NM_001552|NM_001552	hgnc_symbol|IGFBP4|IGFBP4
refseq_dna|NM_000599|NM_000599	hgnc_symbol|IGFBP5|IGFBP5
refseq_dna|NM_002178|NM_002178	hgnc_symbol|IGFBP6|IGFBP6
refseq_dna|NM_001553|NM_001553	hgnc_symbol|IGFBP7|IGFBP7
refseq_dna|NM_004867|NM_004867	hgnc_symbol|ITM2A|ITM2A
refseq_dna|NM_021999|NM_021999	hgnc_symbol|ITM2B|ITM2B
refseq_dna|NM_007364|NM_007364
refseq_dna|NM_012278|NM_012278	hgnc_symbol|ITGB1BP2|ITGB1BP2
