Rank	Parametric p-value	FDR	Geom mean of intensities in class 1 (3.75 Gy)	Geom mean of intensities in class 2 (Control)	Fold-change	Unique id	Description	Gene symbol
1278	0.0004727	0.0072874	103.7333846	175.3964866	0.5914222	A_24_P41079	Homo sapiens hypothetical protein LOC440295 (LOC440295), mRNA [NM_198181]	LOC440295
1279	0.0004731	0.0072874	532.3935261	941.2075391	0.5656494	A_23_P339079	Homo sapiens zinc finger protein 573 (ZNF573), mRNA [NM_152360]	ZNF573
1280	0.0004734	0.0072874	159.7103702	247.2525436	0.6459403	A_23_P15603	Homo sapiens mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae) (MRM1), mRNA [NM_024864]	MRM1
1281	0.0004759	0.0073202	20.6319244	41.6006326	0.4959522	A_24_P930049	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (15%) [THC2630983]	THC2630983
1282	0.0004772	0.0073344	29.0434095	70.5864964	0.4114584	A_32_P525524	Homo sapiens KIAA1754-like (KIAA1754L), transcript variant 1, mRNA [NM_178495]	KIAA1754L
1283	0.0004787	0.0073518	664.4623923	358.5262775	1.8533157	A_23_P259344	Homo sapiens cat eye syndrome chromosome region, candidate 6 (CECR6), mRNA [NM_031890]	CECR6
1284	0.0004794	0.0073568	176.7006308	306.9644195	0.5756388	A_23_P35456	Homo sapiens SH3 and PX domains 2A (SH3PXD2A), mRNA [NM_014631]	SH3PXD2A
1285	0.0004798	0.0073572	40.492232	23.7955796	1.7016703	A_23_P17103	Homo sapiens testis specific, 10 (TSGA10), mRNA [NM_025244]	TSGA10
1286	0.0004819	0.0073836	1484.648286	2816.440387	0.5271364	A_24_P595223	Homo sapiens cDNA FLJ25887 fis, clone CBR02996. [AK098753]	C22orf35
1287	0.0004831	0.0073963	305.7949794	211.3848356	1.4466269	A_24_P678418	Homo sapiens FLJ45244 protein (FLJ45244), mRNA [NM_207443]	FLJ45244
1288	0.0004845	0.0074119	139.2309904	85.1254351	1.635598	A_24_P573224	Homo sapiens cDNA: FLJ21735 fis, clone COLF3350. [AK025388]	AK025388
1289	0.0004915	0.007512	1341.392308	820.6947673	1.6344594	A_23_P349083	Homo sapiens FCH domain only 2 (FCHO2), mRNA [NM_138782]	FCHO2
1290	0.0004918	0.007512	32.5307575	47.8225145	0.6802394	A_32_P164513	Homo sapiens kelch domain containing 1 (KLHDC1), mRNA [NM_172193]	KLHDC1
1291	0.0004939	0.0075324	33.5288322	60.1657304	0.5572746	A_32_P63013	Homo sapiens full length insert cDNA clone YY74A12. [AF086052]	AF086052
1292	0.0004939	0.0075324	277.5481822	172.5203974	1.6087847	A_24_P934528	Homo sapiens mRNA for butyrophilin, subfamily 2, member A1 isoform 2 precursor variant protein. [AB209777]	BTN2A1
1293	0.0004955	0.0075509	338.5664318	614.1570591	0.5512701	A_23_P99927	Homo sapiens protein tyrosine phosphatase-like A domain containing 1 (PTPLAD1), mRNA [NM_016395]	PTPLAD1
1294	0.0004962	0.0075557	10.8078693	23.965573	0.4509748	A_24_P175612	Homo sapiens sideroflexin 2 (SFXN2), mRNA [NM_178858]	SFXN2
1295	0.0004976	0.0075712	401.4050766	646.8170925	0.6205851	A_23_P384499	Homo sapiens raptor (KIAA1303), mRNA [NM_020761]	KIAA1303
1296	0.0005022	0.0076325	15.1376958	32.9912892	0.4588392	A_24_P15630	Homo sapiens chromosome 12 open reading frame 42 (C12orf42), mRNA [NM_198521]	C12orf42
1297	0.0005024	0.0076325	101.3102754	169.8938489	0.5963151	A_23_P71300	Homo sapiens coiled-coil domain containing 25 (CCDC25), mRNA [NM_018246]	CCDC25
1298	0.0005046	0.00766	60.2553543	104.9943058	0.5738916	A_23_P113056	Unknown	A_23_P113056
1299	0.0005053	0.0076647	16.4367637	36.12607	0.4549834	A_32_P33304	Homo sapiens cDNA FLJ44903 fis, clone BRAMY3005184, highly similar to Mus musculus ankyrin 3, epithelial (Ank3). [AK126851]	ANK3
1300	0.0005104	0.0077361	664.2203361	979.0316289	0.6784462	A_23_P329152	Homo sapiens interleukin enhancer binding factor 3, 90kDa (ILF3), transcript variant 1, mRNA [NM_012218]	ILF3
1301	0.0005123	0.0077589	81.0729282	146.3132652	0.5541051	A_24_P918147	Homo sapiens cDNA FLJ13329 fis, clone OVARC1001795. [AK023391]	AK023391
1302	0.0005128	0.0077605	164.7798139	324.7515029	0.5074028	A_23_P402899	Homo sapiens schlafen family member 5 (SLFN5), mRNA [NM_144975]	SLFN5
1303	0.0005154	0.0077939	4110.833508	1986.249303	2.0696463	A_23_P152002	Homo sapiens BCL2-related protein A1 (BCL2A1), mRNA [NM_004049]	BCL2A1
1304	0.0005177	0.0078152	129.6173241	205.5521091	0.6305813	A_23_P209987	Homo sapiens polymerase (RNA) I polypeptide B, 128kDa (POLR1B), mRNA [NM_019014]	POLR1B
1305	0.0005179	0.0078152	259.9035816	544.1545247	0.4776283	A_23_P146187	Homo sapiens RRS1 ribosome biogenesis regulator homolog (S. cerevisiae) (RRS1), mRNA [NM_015169]	RRS1
1306	0.000518	0.0078152	36.0368877	50.4094089	0.7148842	A_23_P39050	Zinc finger protein ZFP-36 (Fragment). [Source:Uniprot/SWISSPROT;Acc:P16415] [ENST00000341191]	HSZFP36
1307	0.0005195	0.0078319	255.2273904	390.1201075	0.6542277	A_23_P16078	Homo sapiens platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa (PAFAH1B3), mRNA [NM_002573]	PAFAH1B3
1308	0.0005233	0.0078831	71.4858312	102.097138	0.7001747	A_24_P67681	PREDICTED: Homo sapiens similar to high-mobility group box 3 (LOC441795), mRNA [XM_497547]	LOC441795
1309	0.000525	0.0079027	221.3407832	319.5730752	0.692614	A_23_P212196	Homo sapiens 8-oxoguanine DNA glycosylase (OGG1), nuclear gene encoding mitochondrial protein, transcript variant 2d, mRNA [NM_016828]	OGG1
1310	0.0005265	0.0079192	770.2354603	499.6243052	1.5416293	A_24_P314179	Homo sapiens v-ets erythroblastosis virus E26 oncogene homolog 2 (avian) (ETS2), mRNA [NM_005239]	ETS2
1311	0.0005285	0.0079432	169.3907813	362.1584187	0.4677256	A_24_P738130	Q9DC07_MOUSE (Q9DC07) Adult male lung cDNA, RIKEN full-length enriched library, clone:1200007O21 product:LIM AND SH3 PROTEIN (LASP Homolog), full insert sequence (Nebulette), partial (11%) [THC2523793]	THC2523793
1312	0.0005301	0.0079612	15.6773316	26.4972861	0.591658	A_32_P125803	Homo sapiens cDNA clone IMAGE:4825606. [BC034812]	BC034812
1313	0.000531	0.0079686	11.6296567	26.4799588	0.4391871	A_24_P398016	Homo sapiens spermatid perinuclear RNA binding protein (STRBP), mRNA [NM_018387]	STRBP
1314	0.0005401	0.0080944	477.0721504	723.9015177	0.6590291	A_23_P320658	Homo sapiens BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast) (BUB3), transcript variant 1, mRNA [NM_004725]	BUB3
1315	0.0005402	0.0080944	15.4760952	32.6644212	0.4737906	A_23_P34946	Homo sapiens chromosome 1 open reading frame 107 (C1orf107), mRNA [NM_014388]	C1orf107
1316	0.0005426	0.0081193	77.4227982	49.5155579	1.5636055	A_32_P160896	Homo sapiens ferritin mitochondrial (FTMT), mRNA [NM_177478]	FTMT
1317	0.0005427	0.0081193	727.6188608	1127.32313	0.6454395	A_23_P33613	Homo sapiens XTP3-transactivated protein A (XTP3TPA), mRNA [NM_024096]	XTP3TPA
1318	0.0005431	0.0081193	363.1094631	583.7427235	0.6220368	A_23_P82474	Homo sapiens TWIST neighbor (TWISTNB), mRNA [NM_001002926]	TWISTNB
1319	0.0005452	0.0081383	2680.940341	5588.764238	0.4797018	A_23_P404494	Homo sapiens interleukin 7 receptor (IL7R), mRNA [NM_002185]	IL7R
1320	0.0005452	0.0081383	68.8063243	36.0510351	1.9085811	A_23_P154688	Homo sapiens solute carrier family 4, sodium bicarbonate transporter-like, member 11 (SLC4A11), mRNA [NM_032034]	SLC4A11
1321	0.0005475	0.0081665	65.9863533	41.3586636	1.5954663	A_23_P133474	Homo sapiens glutathione peroxidase 3 (plasma) (GPX3), mRNA [NM_002084]	GPX3
1322	0.0005482	0.0081708	48.7665731	30.3292009	1.6079083	A_23_P355439	Homo sapiens histone cluster 1, H2aa (HIST1H2AA), mRNA [NM_170745]	HIST1H2AA
1323	0.0005504	0.0081973	119.8018309	184.2785353	0.6501128	A_23_P36865	Homo sapiens centrosomal protein 290kDa (CEP290), mRNA [NM_025114]	CEP290
1324	0.0005515	0.0082075	236.3664116	418.0960366	0.56534	A_23_P138541	Homo sapiens aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II) (AKR1C3), mRNA [NM_003739]	AKR1C3
1325	0.0005524	0.0082145	92.670806	159.0295282	0.582727	A_32_P222060	Unknown	A_32_P222060
1326	0.0005528	0.0082145	472.4531556	716.5357149	0.6593574	A_32_P51084	Homo sapiens nucleoporin 205kDa (NUP205), mRNA [NM_015135]	NUP205
1327	0.0005543	0.0082298	255.0812305	353.1995464	0.7222015	A_23_P133332	Homo sapiens mitochondrial ribosomal protein S27 (MRPS27), nuclear gene encoding mitochondrial protein, mRNA [NM_015084]	MRPS27
1328	0.0005554	0.0082298	43.4771078	77.4111261	0.561639	A_32_P181271	Unknown	THC2669975
1329	0.0005555	0.0082298	598.9188765	911.4334614	0.6571175	A_23_P43800	Homo sapiens block of proliferation 1 (BOP1), mRNA [NM_015201]	BOP1
1330	0.0005555	0.0082298	26.3395884	46.5377784	0.5659829	A_24_P145107	Homo sapiens, clone IMAGE:3460539, mRNA, partial cds. [BC001335]	BC001335
1331	0.0005594	0.0082748	829.9687018	1189.162177	0.6979441	A_23_P160618	Homo sapiens SH2 domain protein 2A (SH2D2A), mRNA [NM_003975]	SH2D2A
1332	0.0005597	0.0082748	5079.256719	3148.828414	1.6130624	A_23_P361584	Homo sapiens transmembrane protein 154 (TMEM154), mRNA [NM_152680]	TMEM154
1333	0.0005598	0.0082748	2532.628457	1293.989497	1.9572249	A_23_P121716	Homo sapiens annexin A3 (ANXA3), mRNA [NM_005139]	ANXA3
1334	0.0005643	0.0083351	34.092382	49.7522932	0.6852424	A_24_P623631	Unknown	A_24_P623631
1335	0.0005657	0.0083495	188.576442	123.827859	1.5228919	A_24_P937536	Homo sapiens cDNA FLJ39940 fis, clone SPLEN2022522. [AK097259]	DOK3
1336	0.0005689	0.0083904	674.3727939	336.1062412	2.0064275	A_23_P214935	Homo sapiens vanin 3 (VNN3), transcript variant 2, mRNA [NM_078625]	VNN3
1337	0.0005716	0.0084239	26.7806113	54.3391381	0.492842	A_23_P48669	Homo sapiens cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase) (CDKN3), mRNA [NM_005192]	CDKN3
1338	0.0005736	0.0084471	159.6316839	227.7263911	0.7009802	A_23_P92543	Homo sapiens sec1 family domain containing 2 (SCFD2), mRNA [NM_152540]	SCFD2
1339	0.0005754	0.0084673	139.8824817	284.7374772	0.4912682	A_32_P170397	Homo sapiens cDNA FLJ33063 fis, clone TRACH2000047. [AK057625]	ENST00000309874
1340	0.0005776	0.0084914	35.1563553	66.7373918	0.5267865	A_32_P220183	Q53G33_HUMAN (Q53G33) Small nuclear ribonucleoprotein polypeptide C variant (Fragment), partial (19%) [THC2651178]	THC2651178
1341	0.0005779	0.0084914	16.7583786	36.7099783	0.4565075	A_23_P359174	Homo sapiens cDNA clone IMAGE:7262526, with apparent retained intron. [BC069659]	BC069659
1342	0.0005791	0.0085027	118.2680587	188.4927001	0.6274411	A_23_P14432	Unknown	A_23_P14432
1343	0.0005806	0.0085164	66.0019763	101.8290511	0.6481645	A_24_P224998	Q3SZ59_BOVIN (Q3SZ59) Ribosomal protein L36a, partial (94%) [THC2525241]	THC2525241
1344	0.0005809	0.0085164	95.3702095	216.7545674	0.4399917	A_32_P48054	Cannabinoid receptor 2 (CB2) (CB-2) (CX5). [Source:Uniprot/SWISSPROT;Acc:P34972] [ENST00000374472]	CNR2
1345	0.0005814	0.0085174	2886.414724	1812.502793	1.5925022	A_23_P404871	Homo sapiens endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 (ERGIC1), transcript variant 1, mRNA [NM_001031711]	ERGIC1
1346	0.0005823	0.0085242	4523.444702	2867.988714	1.5772184	A_24_P585004	Unknown	THC2570492
1347	0.0005837	0.008535	49.2784695	71.1009392	0.6930776	A_24_P81149	Homo sapiens cDNA FLJ38332 fis, clone FCBBF3025528. [AK095651]	ENY2
1348	0.0005839	0.008535	276.6680497	456.6418058	0.6058754	A_23_P152807	Homo sapiens radical S-adenosyl methionine domain containing 1 (RSAD1), mRNA [NM_018346]	RSAD1
1349	0.0005844	0.008536	289.6896033	374.7766017	0.7729661	A_23_P57347	Homo sapiens pericentrin (kendrin) (PCNT), mRNA [NM_006031]	PCNT
1350	0.0005874	0.0085729	149.5335503	222.1384089	0.6731549	A_24_P930707	BX098637 BX098637 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGp998F16386 ; IMAGE:200847, mRNA sequence [BX098637]	THC2653001
1351	0.0005878	0.0085729	181.7044699	309.0206811	0.588001	A_32_P163089	Homo sapiens hypothetical protein (LOC387882), mRNA [NM_207376]	LOC387882
1352	0.0005883	0.0085739	2796.05616	5967.110418	0.4685779	A_24_P20630	Homo sapiens lymphoid enhancer-binding factor 1 (LEF1), mRNA [NM_016269]	LEF1
1353	0.0005891	0.0085792	48.6656435	30.8092816	1.5795774	A_23_P95990	Homo sapiens cDNA FLJ13892 fis, clone THYRO1001656, moderately similar to Homo sapiens Leman coiled-coil protein (LCCP) mRNA. [AK023954]	AK023954
1354	0.0005897	0.0085816	263.5898548	172.8205959	1.5252225	A_23_P367899	Homo sapiens erythropoietin receptor (EPOR), mRNA [NM_000121]	EPOR
1355	0.0005903	0.0085839	99.6796785	212.494943	0.469092	A_23_P128281	Homo sapiens killer cell lectin-like receptor subfamily C, member 3 (KLRC3), transcript variant 2, mRNA [NM_007333]	KLRC3
1356	0.000591	0.0085839	34.7291665	21.9381211	1.5830511	A_24_P143599	Homo sapiens ATPase, Class VI, type 11A (ATP11A), transcript variant 2, mRNA [NM_032189]	ATP11A
1357	0.0005912	0.0085839	514.1720754	899.1136668	0.5718655	A_24_P916496	Homo sapiens protein kinase C, alpha (PRKCA), mRNA [NM_002737]	PRKCA
1358	0.0005916	0.0085839	720.0473988	1454.926659	0.4949029	A_23_P399001	Homo sapiens CXXC finger 5 (CXXC5), mRNA [NM_016463]	CXXC5
1359	0.0005932	0.0085957	177.4503787	268.5622856	0.660742	A_23_P106575	Homo sapiens glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2) (GOT2), nuclear gene encoding mitochondrial protein, mRNA [NM_002080]	GOT2
1360	0.0005938	0.0085957	2068.29637	1288.330631	1.6054081	A_23_P157117	Homo sapiens cAMP responsive element binding protein 5 (CREB5), transcript variant 1, mRNA [NM_182898]	CREB5
1361	0.0005939	0.0085957	441.2585005	692.6242485	0.6370821	A_24_P156993	Homo sapiens bridging integrator 1 (BIN1), transcript variant 4, mRNA [NM_139346]	BIN1
1362	0.0005944	0.0085957	2935.875469	2005.709797	1.4637589	A_23_P56898	Homo sapiens kynureninase (L-kynurenine hydrolase) (KYNU), transcript variant 1, mRNA [NM_003937]	KYNU
1363	0.0005946	0.0085957	293.7901818	587.7622712	0.4998453	A_23_P253622	Homo sapiens KIAA1641 (KIAA1641), mRNA [NM_020970]	KIAA1641
1364	0.000598	0.0086386	478.110426	287.6315149	1.6622324	A_24_P229531	Homo sapiens oligonucleotide/oligosaccharide-binding fold containing 2A (OBFC2A), mRNA [NM_001031716]	OBFC2A
1365	0.0006009	0.0086652	365.425383	229.9144912	1.5893969	A_32_P224094	Human zinc finger protein (ZNF143) mRNA, complete cds. [U09850]	ZNF143
1366	0.0006011	0.0086652	535.9615443	895.6863424	0.5983808	A_32_P164573	RR12_SPIMX (P42344) Chloroplast 30S ribosomal protein S12, partial (11%) [THC2611661]	THC2611661
1367	0.0006013	0.0086652	181.8734991	127.4415909	1.4271126	A_23_P102192	Homo sapiens mitogen-activated protein kinase kinase kinase kinase 4 (MAP4K4), transcript variant 2, mRNA [NM_145686]	MAP4K4
1368	0.0006016	0.0086652	24.3239596	17.01936	1.4291936	A_23_P389588	Homo sapiens transcription factor 7-like 2 (T-cell specific, HMG-box) (TCF7L2), mRNA [NM_030756]	TCF7L2
1369	0.0006034	0.0086798	434.021221	288.1743231	1.5061065	A_23_P150281	Homo sapiens tumor protein p53 inducible protein 11 (TP53I11), mRNA [NM_001076787]	TP53I11
1370	0.0006035	0.0086798	409.9106325	767.7816596	0.5338896	A_24_P315405	Unknown	A_24_P315405
1371	0.0006076	0.0087324	172.7894807	114.0170756	1.5154702	A_23_P206656	AB042328 membrane-type 6 matrix metalloproteinase {Homo sapiens} (exp=-1; wgp=0; cg=0), partial (37%) [THC2479944]	THC2479944
1372	0.0006085	0.008739	1034.67457	1632.631745	0.6337464	A_23_P51231	Homo sapiens runt-related transcription factor 3 (RUNX3), transcript variant 1, mRNA [NM_001031680]	RUNX3
1373	0.0006094	0.0087455	202.3897956	347.5290799	0.5823679	A_23_P210323	Homo sapiens mRNA for KIAA0582 protein, partial cds. [AB011154]	CEP68
1374	0.000611	0.0087621	123.5769326	216.522351	0.5707352	A_23_P83931	Homo sapiens neuroepithelial cell transforming gene 1 (NET1), transcript variant 1, mRNA [NM_001047160]	NET1
1375	0.0006143	0.008803	56.8924219	38.4579305	1.4793417	A_23_P133263	Homo sapiens 3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble) (HMGCS1), mRNA [NM_002130]	HMGCS1
1376	0.0006172	0.0088382	55.9178509	94.9436709	0.5889582	A_23_P157365	Homo sapiens family with sequence similarity 3, member C (FAM3C), transcript variant 1, mRNA [NM_014888]	FAM3C
1377	0.0006183	0.0088475	734.5907679	1185.68067	0.6195519	A_23_P137143	Homo sapiens dyskeratosis congenita 1, dyskerin (DKC1), mRNA [NM_001363]	DKC1
1378	0.0006231	0.0088989	238.9596373	352.2734923	0.6783356	A_24_P126181	Homo sapiens TR4 orphan receptor associated protein TRA16 (TRA16), mRNA [NM_176880]	TRA16
1379	0.0006231	0.0088989	2837.168623	1758.335489	1.6135536	A_24_P172481	Homo sapiens tripartite motif-containing 22 (TRIM22), mRNA [NM_006074]	TRIM22
1380	0.0006235	0.0088989	78.8284651	52.9533141	1.4886408	A_24_P456367	Homo sapiens cDNA FLJ11552 fis, clone HEMBA1003021. [AK021614]	AK021614
1381	0.0006237	0.0088989	105.2823249	62.7632887	1.6774507	A_23_P44569	Homo sapiens ATP-binding cassette, sub-family C (CFTR/MRP), member 2 (ABCC2), mRNA [NM_000392]	ABCC2
1382	0.0006251	0.0089124	8826.375426	6100.058091	1.446933	A_23_P33256	Homo sapiens glycoprotein IX (platelet) (GP9), mRNA [NM_000174]	GP9
1383	0.0006302	0.0089786	83.2721984	130.6026143	0.6375998	A_23_P46819	Homo sapiens beta-transducin repeat containing (BTRC), transcript variant 1, mRNA [NM_033637]	BTRC
1384	0.000633	0.0090112	11448.33573	7485.515588	1.5293984	A_24_P183128	Homo sapiens placenta-specific 8 (PLAC8), mRNA [NM_016619]	PLAC8
1385	0.0006334	0.0090112	492.8077321	243.8739327	2.0207479	A_23_P426305	Homo sapiens amine oxidase, copper containing 3 (vascular adhesion protein 1) (AOC3), mRNA [NM_003734]	AOC3
1386	0.0006366	0.0090502	24.312064	38.5760319	0.6302376	A_23_P104138	Homo sapiens cDNA clone IMAGE:3344302. [BC007286]	MGC15634
1387	0.0006397	0.0090877	173.5775929	271.5244918	0.6392705	A_23_P160934	Homo sapiens acidic (leucine-rich) nuclear phosphoprotein 32 family, member E (ANP32E), mRNA [NM_030920]	ANP32E
1388	0.0006413	0.0090979	279.7098294	421.4859862	0.6636278	A_23_P366468	PREDICTED: Homo sapiens similar to Putative Brix domain containing protein 1P (LOC729608), mRNA [XM_001130778]	LOC729608
1389	0.0006414	0.0090979	161.9678206	330.134545	0.4906115	A_23_P105423	full-length cDNA clone CS0DL006YN19 of B cells (Ramos cell line) Cot 25-normalized of Homo sapiens (human). [CR600998]	ENST00000316577
1390	0.0006418	0.0090979	36.1389501	72.7568271	0.4967087	A_23_P102117	Homo sapiens wingless-type MMTV integration site family, member 10A (WNT10A), mRNA [NM_025216]	WNT10A
1391	0.0006446	0.009131	223.7819919	132.6605481	1.6868767	A_24_P288685	Homo sapiens interleukin 13 receptor, alpha 1 (IL13RA1), mRNA [NM_001560]	IL13RA1
1392	0.000647	0.0091575	98.3689342	147.7398594	0.6658253	A_23_P54626	Homo sapiens cirrhosis, autosomal recessive 1A (cirhin) (CIRH1A), mRNA [NM_032830]	CIRH1A
1393	0.0006474	0.0091575	271.4598447	155.1043478	1.7501756	A_23_P56213	Homo sapiens GRAM domain containing 1A (GRAMD1A), mRNA [NM_020895]	GRAMD1A
1394	0.0006491	0.0091712	85.5477437	51.1558575	1.6722962	A_24_P206604	Homo sapiens 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 (PFKFB3), mRNA [NM_004566]	PFKFB3
1395	0.0006493	0.0091712	54.8466236	35.6661208	1.5377793	A_23_P27239	Homo sapiens olfactory receptor, family 1, subfamily D, member 2 (OR1D2), mRNA [NM_002548]	OR1D2
1396	0.0006498	0.0091717	811.4064781	1177.795763	0.6889195	A_23_P411246	Homo sapiens transmembrane channel-like 8 (TMC8), mRNA [NM_152468]	TMC8
1397	0.0006511	0.0091834	19.9556767	34.8700684	0.5722867	A_23_P67424	Homo sapiens gonadotropin inducible transcription repressor 1 (GIOT-1), mRNA [NM_153257]	ZNF461
1398	0.0006521	0.009191	63.3437891	32.5657309	1.9451057	A_24_P921446	Homo sapiens epithelial membrane protein 1, mRNA (cDNA clone IMAGE:4691099), partial cds. [BC017854]	EMP1
1399	0.0006529	0.0091957	265.7401389	484.4879191	0.5484969	A_24_P274795	Homo sapiens cell division cycle associated 7-like (CDCA7L), mRNA [NM_018719]	CDCA7L
1400	0.0006554	0.0092233	444.8939176	296.8991978	1.4984679	A_24_P335656	Homo sapiens secreted and transmembrane 1 (SECTM1), mRNA [NM_003004]	SECTM1
1401	0.0006558	0.0092233	772.2266574	523.1958534	1.4759801	A_24_P765784	Homo sapiens cDNA FLJ33108 fis, clone TRACH2000974, weakly similar to Transcription factor TFII-I. [AK057670]	GTF2I
1402	0.0006564	0.0092252	58.0634169	80.6936	0.7195542	A_23_P255637	Unknown	A_23_P255637
1403	0.0006594	0.0092607	109.1817707	213.0724094	0.5124163	A_24_P277155	Homo sapiens helicase-like transcription factor (HLTF), transcript variant 1, mRNA [NM_003071]	HLTF
1404	0.0006607	0.0092724	82.2580918	131.0828983	0.6275273	A_24_P73962	AGENCOURT_14375911 NIH_MGC_181 Homo sapiens cDNA clone IMAGE:30407414 5, mRNA sequence [CD518214]	CD518214
1405	0.000663	0.009298	156.0524064	94.3659784	1.6536935	A_32_P123788	Homo sapiens leukocyte receptor cluster (LRC) member 4 (LENG4), mRNA [NM_024298]	LENG4
1406	0.0006648	0.0093156	1493.637167	2205.458527	0.6772456	A_24_P47467	Homo sapiens transmembrane protein 109 (TMEM109), mRNA [NM_024092]	TMEM109
1407	0.0006652	0.0093156	112.1458932	155.474034	0.7213159	A_23_P128967	Homo sapiens aldehyde dehydrogenase 6 family, member A1 (ALDH6A1), nuclear gene encoding mitochondrial protein, mRNA [NM_005589]	ALDH6A1
1408	0.0006671	0.0093304	200.2557377	335.2895378	0.5972621	A_23_P66872	Homo sapiens gem (nuclear organelle) associated protein 4 (GEMIN4), mRNA [NM_015721]	GEMIN4
1409	0.0006672	0.0093304	39.0024779	70.6214899	0.5522749	A_23_P74449	Homo sapiens glyoxalase domain containing 1 (GLOXD1), mRNA [NM_032756]	GLOXD1
1410	0.0006688	0.0093461	38.6819326	25.9406659	1.4911696	A_24_P7021	PREDICTED: Homo sapiens similar to Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (LOC644998), mRNA [XR_016847]	LOC644998
1411	0.0006699	0.0093549	37.1676976	64.7941278	0.5736276	A_24_P216968	Nuclear ubiquitous casein and cyclin-dependent kinases substrate (P1). [Source:Uniprot/SWISSPROT;Acc:Q9H1E3] [ENST00000367142]	NUCKS1
1412	0.0006721	0.0093716	957.9500929	532.1690044	1.8000862	A_23_P39251	Homo sapiens lipid storage droplet protein 5 (LSDP5), mRNA [NM_001013706]	LSDP5
1413	0.0006721	0.0093716	1107.818973	1736.519909	0.6379535	A_23_P412321	Homo sapiens chemokine (C-C motif) receptor 5 (CCR5), mRNA [NM_000579]	CCR5
1414	0.0006729	0.0093716	84.3390971	56.3094489	1.4977788	A_23_P76350	Homo sapiens guanine nucleotide binding protein (G protein), beta polypeptide 3 (GNB3), mRNA [NM_002075]	GNB3
1415	0.000673	0.0093716	1448.64879	947.9945293	1.5281194	A_32_P224666	Homo sapiens capping protein (actin filament) muscle Z-line, alpha 2 (CAPZA2), mRNA [NM_006136]	CAPZA2
1416	0.0006752	0.0093956	30.2466848	61.0491245	0.4954483	A_23_P74349	Homo sapiens NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae) (NUF2), transcript variant 1, mRNA [NM_145697]	NUF2
1417	0.0006783	0.0094321	13970.4724	9545.714202	1.4635335	A_23_P8185	Homo sapiens dynein, light chain, Tctex-type 1 (DYNLT1), mRNA [NM_006519]	DYNLT1
1418	0.0006804	0.0094535	14.5740702	37.6488055	0.3871058	A_23_P86610	Homo sapiens zinc finger protein 365 (ZNF365), transcript variant A, mRNA [NM_014951]	ZNF365
1419	0.0006808	0.0094535	17.2685299	39.1343773	0.4412624	A_23_P54968	Homo sapiens ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 (ST6GALNAC1), mRNA [NM_018414]	ST6GALNAC1
1420	0.0006833	0.0094815	34.8628153	51.4447884	0.6776744	A_23_P256855	Homo sapiens exportin 5 (XPO5), mRNA [NM_020750]	XPO5
1421	0.0006857	0.0095081	1051.634786	699.108701	1.5042507	A_23_P80778	Homo sapiens disrupted in renal carcinoma 2 (DIRC2), mRNA [NM_032839]	DIRC2
1422	0.0006892	0.0095499	221.9426503	351.3438857	0.6316964	A_23_P40049	Homo sapiens carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase (CAD), mRNA [NM_004341]	CAD
1423	0.0006899	0.0095504	3500.758451	2244.466007	1.5597289	A_23_P88381	Homo sapiens numb homolog (Drosophila) (NUMB), transcript variant 1, mRNA [NM_001005743]	NUMB
1424	0.0006902	0.0095504	794.6097592	568.7887137	1.397021	A_23_P256342	Homo sapiens sorting nexin 13 (SNX13), mRNA [NM_015132]	SNX13
1425	0.0006908	0.0095519	679.292141	1035.318403	0.6561191	A_32_P132276	1ZQ9_A Chain A, Crystal Structure Of Human Dimethyladenosine Transferase. {Homo sapiens} (exp=-1; wgp=-1; cg=-1), partial (14%) [THC2548755]	THC2548755
1426	0.0006916	0.0095563	364.4383397	655.8232646	0.555696	A_24_P214598	Homo sapiens protein phosphatase 1K (PP2C domain containing) (PPM1K), mRNA [NM_152542]	PPM1K
1427	0.0006924	0.0095607	83.9242392	155.1366623	0.5409697	A_24_P411121	Homo sapiens tumor necrosis factor receptor superfamily, member 18 (TNFRSF18), transcript variant 2, mRNA [NM_148901]	TNFRSF18
1428	0.000693	0.0095622	73.3348423	36.5359849	2.0071949	A_32_P711043	Homo sapiens cDNA FLJ40144 fis, clone TESTI2013012. [AK097463]	AK097463
1429	0.0006944	0.0095748	91.3729375	135.2050041	0.6758103	A_32_P224040	Unknown	A_32_P224040
