FDR	Chr	Start	End	Ensembl Id	Gene Biotype	External gene Id	Strand	Start position	End Position	Relative peak position	Distance to TSR	Shortest distance	BL41 CHiP	Blue1 ChIP	CA46 ChIP
2.02815E-05	chr5	10627985	10628285	ENSG00000250106	processed_transcript	RP11-215G15.3	-	10627372	10628337	inside	352	52	15	12	4
2.02872E-05	chr15	77363235	77363535	ENSG00000140391	protein_coding	TSPAN3	-	77336359	77363570	inside	335	35	19	2	5
2.02942E-05	chr7	140372869	140373169	ENSG00000133597	protein_coding	ADCK2	+	140372953	140396061	overlapStart	-84	84	23	4	1
2.02986E-05	chr12	56223423	56223723	ENSG00000182796	processed_transcript	AC_023055.2	+	56223529	56230030	overlapStart	-106	106	22	5	5
2.03272E-05	chr20	8000114	8000414	ENSG00000125827	protein_coding	TMX4	-	7957995	8000476	inside	362	62	13	14	3
2.03314E-05	chr8	2836824	2837124	ENSG00000249694	lincRNA	AC_104021.1	-	2447078	2480453	upstream	-356371	356371	17	8	3
2.03439E-05	chr12	7000278	7000578	ENSG00000111671	processed_transcript	U47924.8	-	6981819	6998522	upstream	-1756	1756	18	6	1
2.03556E-05	chr7	134001578	134001878	ENSG00000205060	protein_coding	SLC35B4	-	133974084	134001803	overlapStart	225	75	45	5	3
2.03685E-05	chr13	95201439	95201739	ENSG00000088451	protein_coding	TGDS	-	95226308	95248511	downstream	47072	24569	4	8	17
2.03746E-05	chr5	173164107	173164407	ENSG00000145919	protein_coding	BOD1	-	173034517	173043663	upstream	-120444	120444	10	7	6
2.03746E-05	chr10	49514350	49514650	ENSG00000107643	protein_coding	MAPK8	+	49514698	49647403	upstream	-348	48	23	3	4
2.04018E-05	chr17	40336087	40336387	ENSG00000161610	protein_coding	HCRT	-	40336078	40337470	inside	1383	9	25	2	7
2.04021E-05	chr6	33359121	33359421	ENSG00000237649	protein_coding	KIFC1	+	33359313	33377701	overlapStart	-192	108	27	11	2
2.04041E-05	chr3	63898141	63898441	ENSG00000163635	protein_coding	ATXN7	+	63850233	63989138	inside	47908	47908	27	6	2
2.04311E-05	chr10	105127563	105127863	ENSG00000148835	protein_coding	TAF5	+	105127724	105148822	overlapStart	-161	139	32	9	6
2.0445E-05	chr18	61034176	61034476	ENSG00000119537	protein_coding	KDSR	-	60994971	61034743	inside	567	267	9	4	7
2.04674E-05	chr16	1392522	1392822	ENSG00000007516	protein_coding	BAIAP3	+	1383654	1399440	inside	8868	6618	35	11	6
2.04674E-05	chr10	74092136	74092436	ENSG00000148719	protein_coding	DNAJB12	-	74092588	74114988	downstream	22852	152	11	8	4
2.04825E-05	chr3	125094164	125094464	ENSG00000163848	protein_coding	ZNF148	-	124944405	125094198	overlapStart	34	34	15	6	6
2.05155E-05	chr15	38856922	38857222	ENSG00000172575	protein_coding	RASGRP1	-	38780308	38857007	overlapStart	85	85	26	7	3
2.05879E-05	chr6	30028822	30029122	ENSG00000204623	processed_transcript	NCRNA00171	-	29968788	30029417	inside	595	295	27	10	3
2.06251E-05	chr18	74840286	74840586	ENSG00000197971	protein_coding	MBP	-	74690783	74845639	inside	5353	5053	20	23	14
2.06261E-05	chr6	6588795	6589095	ENSG00000112799	protein_coding	LY86	+	6588341	6655216	inside	454	454	19	5	6
2.06447E-05	chr1	6550543	6550843	ENSG00000215788	protein_coding	TNFRSF25	-	6521211	6526255	upstream	-24288	24288	19	7	4
2.06511E-05	chr1	173398649	173398949	ENSG00000203739	processed_transcript	RP11-296O14.3	-	173386932	173430501	inside	31852	11717	62	7	8
2.06879E-05	chr8	71314761	71315061	ENSG00000140396	protein_coding	NCOA2	-	71015826	71316020	inside	1259	959	19	1	7
2.06992E-05	chr13	21872200	21872500	ENSG00000244054	processed_transcript	RP11-101P17.7	+	21872278	21878694	overlapStart	-78	78	12	9	3
2.0716E-05	chr15	31618272	31618572	ENSG00000169926	protein_coding	KLF13	+	31619058	31670102	upstream	-786	486	12	3	2
2.0716E-05	chr17	79789991	79790291	ENSG00000225663	protein_coding	FAM195B	-	79780293	79791167	inside	1176	876	1	15	14
2.0716E-05	chr3	128303376	128303676	ENSG00000198685	protein_coding	C3orf27	-	128290843	128294929	upstream	-8447	8447	22	1	10
2.07232E-05	chr17	2907686	2907986	ENSG00000182880	protein_coding	OR1D5	-	2965963	2966955	downstream	59269	57977	9	14	2
2.07232E-05	chr13	45694502	45694802	ENSG00000188342	protein_coding	GTF2F2	+	45694650	45858237	overlapStart	-148	148	19	9	12
2.07459E-05	chr4	71705441	71705741	ENSG00000132463	protein_coding	GRSF1	-	71681499	71705662	overlapStart	221	79	14	13	9
2.07522E-05	chr1	61522755	61523055	ENSG00000248141	lincRNA	AC_096947.1	+	61590158	61597315	upstream	-67403	67103	0	2	4
2.07528E-05	chr1	182992973	182993273	ENSG00000135862	protein_coding	LAMC1	+	182992597	183114727	inside	376	376	28	0	3
2.07719E-05	chr16	85394234	85394534	ENSG00000251607	lincRNA	AC_092275.1	-	85319914	85337002	upstream	-57232	57232	30	6	6
2.07719E-05	chr16	30075517	30075817	ENSG00000149925	protein_coding	ALDOA	+	30064444	30081741	inside	11073	5924	22	9	7
2.07719E-05	chr1	26632991	26633291	ENSG00000169442	protein_coding	CD52	+	26644448	26647014	upstream	-11457	11157	12	2	5
2.07742E-05	chr5	140018970	140019270	ENSG00000113119	protein_coding	TMCO6	+	140019012	140024993	overlapStart	-42	42	26	11	4
2.07914E-05	chr1	23811299	23811599	ENSG00000088280	protein_coding	ASAP3	-	23755055	23811061	upstream	-238	238	10	2	14
2.08013E-05	chr4	2010916	2011216	ENSG00000216105	miRNA	hsa-mir-943	-	1988111	1988204	upstream	-22712	22712	42	6	7
2.08013E-05	chr6	41700799	41701099	ENSG00000112561	protein_coding	TFEB	-	41651716	41703997	inside	3198	2898	11	11	8
2.08013E-05	chr11	64073754	64074054	ENSG00000173153	protein_coding	ESRRA	+	64073044	64084215	inside	710	710	21	5	8
2.09062E-05	chr12	27090756	27091056	ENSG00000064102	protein_coding	C12orf11	-	27058118	27091254	inside	498	198	31	7	3
2.09225E-05	chr1	2516840	2517140	ENSG00000157870	protein_coding	C1orf93	+	2517930	2522908	upstream	-1090	790	10	7	3
2.09251E-05	chr3	38035758	38036058	ENSG00000136059	protein_coding	VILL	+	38029550	38048679	inside	6208	6208	55	0	16
2.09723E-05	chr10	134145522	134145822	ENSG00000148814	protein_coding	LRRC27	+	134145614	134195010	overlapStart	-92	92	20	10	5
2.0974E-05	chr3	143690103	143690403	ENSG00000181744	protein_coding	C3orf58	+	143690640	143767561	upstream	-537	237	32	9	3
2.09797E-05	chr17	3614284	3614584	ENSG00000244779	lincRNA	AC_087742.1	+	3624404	4195024	upstream	-10120	9820	9	7	7
2.09954E-05	chr8	66754266	66754566	ENSG00000205268	protein_coding	PDE7A	-	66629905	66753755	upstream	-511	511	32	5	3
2.10295E-05	chr9	130627518	130627818	ENSG00000106991	protein_coding	ENG	-	130577291	130617035	upstream	-10483	10483	13	2	8
2.10414E-05	chr9	140162409	140162709	ENSG00000198113	protein_coding	C9orf167	+	140172201	140177093	upstream	-9792	9492	21	5	3
2.1066E-05	chr10	101491917	101492217	ENSG00000014919	protein_coding	COX15	-	101471601	101491866	upstream	-51	51	31	8	2
2.10709E-05	chr8	23386975	23387275	ENSG00000147454	protein_coding	SLC25A37	+	23386363	23430063	inside	612	612	32	8	5
2.10972E-05	chr20	31331162	31331462	ENSG00000149600	protein_coding	COMMD7	-	31290493	31331814	inside	652	352	9	0	2
2.11545E-05	chr21	32931908	32932208	ENSG00000156299	protein_coding	TIAM1	-	32361860	32932290	inside	382	82	4	8	3
2.12112E-05	chr8	56755155	56755455	ENSG00000242517	rRNA_pseudogene	AC_018607.2	-	56755033	56755341	overlapStart	186	114	22	21	2
2.12596E-05	chr20	34207431	34207731	ENSG00000061656	protein_coding	SPAG4	+	34203814	34208971	inside	3617	1240	20	6	6
2.1274E-05	chr8	146228104	146228404	ENSG00000196922	protein_coding	ZNF252	-	146201799	146228281	overlapStart	177	123	42	8	5
2.12754E-05	chr16	9056203	9056503	ENSG00000187555	protein_coding	USP7	-	8985951	9057341	inside	1138	838	22	20	7
2.12754E-05	chr16	1429446	1429746	ENSG00000249315	protein_coding	UNKL	-	1413206	1429687	overlapStart	241	59	16	3	0
2.12804E-05	chr13	30945903	30946203	ENSG00000238121	processed_transcript	RP11-374F3.4	-	30914407	30951282	inside	5379	5079	41	12	12
2.12804E-05	chr22	22006326	22006626	ENSG00000100023	protein_coding	PPIL2	+	22006559	22052565	overlapStart	-233	67	29	8	7
2.14063E-05	chr11	118757462	118757762	ENSG00000245869	lincRNA	AP_004609.4	-	118756837	118758451	inside	989	625	17	4	9
2.1442E-05	chr1	228593902	228594202	ENSG00000154370	protein_coding	TRIM11	-	228581373	228594541	inside	639	339	19	4	3
2.14583E-05	chr6	31620415	31620715	ENSG00000204463	protein_coding	BAT3	-	31606805	31620482	overlapStart	67	67	15	13	4
2.14844E-05	chr4	1210736	1211036	ENSG00000246629	lincRNA	AC_092535.3	+	1203908	1212363	inside	6828	1327	36	1	4
2.14984E-05	chr6	6008933	6009233	ENSG00000124785	protein_coding	NRN1	-	5998232	6007200	upstream	-1733	1733	37	4	2
2.14992E-05	chr9	35102931	35103231	ENSG00000165283	protein_coding	STOML2	-	35099888	35103154	overlapStart	223	77	35	4	7
2.15086E-05	chr4	113066551	113066851	ENSG00000174749	protein_coding	C4orf32	+	113066553	113110237	overlapStart	-2	2	39	5	1
2.1532E-05	chr5	43313583	43313883	ENSG00000112972	protein_coding	HMGCS1	-	43289497	43313614	overlapStart	31	31	43	4	3
2.15766E-05	chr12	860287	860587	ENSG00000060237	protein_coding	WNK1	+	862089	1020618	upstream	-1802	1502	28	10	3
2.16006E-05	chr3	100789140	100789440	ENSG00000154175	protein_coding	ABI3BP	-	100468000	100712359	upstream	-76781	76781	16	7	9
2.16191E-05	chr15	75871493	75871793	ENSG00000169410	protein_coding	PTPN9	-	75759462	75871630	overlapStart	137	137	19	7	3
2.1624E-05	chr20	60792221	60792521	ENSG00000101180	protein_coding	HRH3	-	60790026	60795323	inside	3102	2195	22	6	5
2.1624E-05	chr11	14665452	14665752	ENSG00000152270	protein_coding	PDE3B	+	14665269	14893605	inside	183	183	28	0	7
2.16858E-05	chr9	95480625	95480925	ENSG00000213669	pseudogene	RP11-476B13.2	-	95439225	95439689	upstream	-40936	40936	8	8	2
2.17642E-05	chr2	234257869	234258169	ENSG00000077044	protein_coding	DGKD	+	234263153	234380750	upstream	-5284	4984	26	6	6
2.17793E-05	chr10	27443223	27443523	ENSG00000120539	protein_coding	MASTL	+	27443753	27475848	upstream	-530	230	22	9	4
2.17894E-05	chr19	4638913	4639213	ENSG00000185361	protein_coding	TNFAIP8L1	+	4639530	4653952	upstream	-617	317	28	15	8
2.18348E-05	chr16	70517374	70517674	ENSG00000157353	protein_coding	FUK	+	70488498	70514177	downstream	28876	3197	46	16	11
2.18478E-05	chr3	128952502	128952802	ENSG00000241673	pseudogene	RPS27P12	-	128936936	128937193	upstream	-15309	15309	8	1	9
2.19729E-05	chr20	44992493	44992793	ENSG00000080189	protein_coding	SLC35C2	-	44978167	44993043	inside	550	250	22	7	9
2.19911E-05	chr2	25143281	25143581	ENSG00000138031	protein_coding	ADCY3	-	25042038	25142708	upstream	-573	573	22	6	4
2.20396E-05	chr17	79650762	79651062	ENSG00000214087	protein_coding	ARL16	-	79648250	79650954	overlapStart	192	108	33	4	6
2.20442E-05	chr6	134273128	134273428	ENSG00000028839	protein_coding	TBPL1	+	134273308	134308637	overlapStart	-180	120	7	2	5
2.20573E-05	chr5	72815423	72815723	ENSG00000145741	protein_coding	BTF3	+	72794233	72801460	downstream	21190	13963	18	1	10
2.20623E-05	chr3	33481664	33481964	ENSG00000153560	protein_coding	UBP1	-	33429828	33482863	inside	1199	899	30	7	10
2.20623E-05	chr6	111136582	111136882	ENSG00000155111	protein_coding	CDC2L6	-	110931181	111137161	inside	579	279	20	4	6
2.20642E-05	chr1	155057267	155057567	ENSG00000143590	protein_coding	EFNA3	+	155036300	155060014	inside	20967	2447	27	8	11
2.20696E-05	chr9	140353535	140353835	ENSG00000165802	protein_coding	NELF	-	140342022	140353786	overlapStart	251	49	19	6	3
2.20717E-05	chr19	33182973	33183273	ENSG00000213965	protein_coding	NUDT19	+	33182867	33204701	inside	106	106	44	5	2
2.21246E-05	chr17	16120375	16120675	ENSG00000108474	protein_coding	PIGL	+	16120509	16229573	overlapStart	-134	134	15	15	11
2.21311E-05	chr4	144325724	144326024	ENSG00000243175	processed_transcript	RP11-58H15.1	+	144345906	144347166	upstream	-20182	19882	29	1	13
2.21854E-05	chr17	8059735	8060035	ENSG00000179094	protein_coding	PER1	-	8043809	8059678	upstream	-57	57	27	14	7
2.21904E-05	chr16	50315857	50316157	ENSG00000121281	protein_coding	ADCY7	+	50300478	50352046	inside	15379	15379	6	13	2
2.223E-05	chr10	88428535	88428835	ENSG00000122367	protein_coding	LDB3	+	88428370	88495822	inside	165	165	38	0	1
2.22516E-05	chr7	134042970	134043270	ENSG00000229177	processed_transcript	AC_008154.5	-	134030823	134035543	upstream	-7427	7427	13	8	6
2.22822E-05	chr16	68504314	68504614	ENSG00000199263	misc_RNA	Y_RNA	-	68508456	68508567	downstream	4253	3842	37	6	7
2.23241E-05	chr2	54198220	54198520	ENSG00000068878	protein_coding	PSME4	-	54091204	54197977	upstream	-243	243	31	7	3
2.23241E-05	chr20	17662708	17663008	ENSG00000125844	protein_coding	RRBP1	-	17594323	17662940	overlapStart	232	68	11	7	3
2.23709E-05	chr10	105677553	105677853	ENSG00000107960	protein_coding	OBFC1	-	105642300	105677963	inside	410	110	15	6	5
2.24939E-05	chr7	99517068	99517368	ENSG00000146833	protein_coding	TRIM4	-	99474581	99517223	overlapStart	155	145	38	3	9
2.25221E-05	chr22	38005724	38006024	ENSG00000248512	protein_coding	AL035496.1	+	38004868	38013070	inside	856	856	23	9	9
2.26147E-05	chrX	11381185	11381485	ENSG00000232392	pseudogene	AC_002366.3	-	11352353	11354021	upstream	-27164	27164	13	10	3
2.26643E-05	chr19	49946802	49947102	ENSG00000104888	protein_coding	SLC17A7	-	49932656	49944808	upstream	-1994	1994	21	13	2
2.27323E-05	chr19	58816568	58816868	ENSG00000142396	processed_transcript	AC_020915.4	+	58816715	58827023	overlapStart	-147	147	26	9	4
2.2733E-05	chr4	154388285	154388585	ENSG00000121210	protein_coding	KIAA0922	+	154387498	154557863	inside	787	787	35	11	7
2.27589E-05	chr11	111250055	111250355	ENSG00000110777	protein_coding	POU2AF1 (BOB1)	-	111222980	111250157	overlapStart	102	102	28	7	7
2.28485E-05	chr3	12705431	12705731	ENSG00000132155	protein_coding	RAF1	-	12625100	12705725	overlapStart	294	6	29	2	3
2.28542E-05	chr1	20959744	20960044	ENSG00000158828	protein_coding	PINK1	+	20959948	20978004	overlapStart	-204	96	18	3	9
2.28775E-05	chr2	135809932	135810232	ENSG00000115839	protein_coding	RAB3GAP1	+	135809835	135933964	inside	97	97	10	2	5
2.28791E-05	chr1	26185742	26186042	ENSG00000127423	protein_coding	C1orf135	-	26160497	26185903	overlapStart	161	139	14	4	6
2.29087E-05	chr11	65430323	65430623	ENSG00000173039	protein_coding	RELA	-	65421070	65430443	overlapStart	120	120	27	10	4
2.29977E-05	chr19	47759660	47759960	ENSG00000105321	protein_coding	CCDC9	+	47759731	47775208	overlapStart	-71	71	22	13	6
2.30084E-05	chr10	70982485	70982785	ENSG00000156510	protein_coding	HKDC1	+	70980059	71027315	inside	2426	2426	28	5	7
2.30084E-05	chr6	26021888	26022188	ENSG00000196176	protein_coding	HIST1H4A	+	26021907	26022278	overlapStart	-19	19	12	6	4
2.30463E-05	chr6	2952976	2953276	ENSG00000124570	protein_coding	SERPINB6	-	2948393	2972399	inside	19423	4583	40	1	1
2.30551E-05	chr22	46041469	46041769	ENSG00000251985	snRNA	U6	-	46020411	46020512	upstream	-20957	20957	27	3	7
2.31195E-05	chr16	17460993	17461293	ENSG00000103489	protein_coding	XYLT1	-	17201254	17564738	inside	103745	103445	12	7	9
2.31391E-05	chr1	144534076	144534376	ENSG00000201699	snRNA	U1	+	144534038	144534199	overlapEnd	38	38	106	5	13
2.31391E-05	chr16	81842615	81842915	ENSG00000197943	protein_coding	PLCG2	+	81812907	81991898	inside	29708	29708	31	7	2
2.32727E-05	chr1	1840432	1840732	ENSG00000169885	protein_coding	CALML6	+	1846266	1848735	upstream	-5834	5534	23	12	1
2.32767E-05	chr18	9102588	9102888	ENSG00000178127	protein_coding	NDUFV2	+	9102628	9134343	overlapStart	-40	40	28	1	6
2.32828E-05	chr18	3012461	3012761	ENSG00000101577	protein_coding	LPIN2	-	2916992	3013313	inside	852	552	25	5	4
2.32871E-05	chr6	161591436	161591736	ENSG00000240900	processed_transcript	C6orf59	-	161581137	161583014	upstream	-8422	8422	7	10	7
2.32885E-05	chr7	107220490	107220790	ENSG00000075790	protein_coding	BCAP29	+	107220422	107271165	inside	68	68	41	1	7
2.32932E-05	chr3	53915768	53916068	ENSG00000113812	protein_coding	ACTR8	-	53901093	53916229	inside	461	161	18	5	5
2.32993E-05	chr6	53213359	53213659	ENSG00000012660	protein_coding	ELOVL5	-	53132196	53213947	inside	588	288	38	7	3
2.33171E-05	chr19	12949744	12950044	ENSG00000105613	protein_coding	MAST1	+	12949348	12985765	inside	396	396	12	10	10
2.33816E-05	chr6	159125267	159125567	ENSG00000219249	pseudogene	AMZ2P2	-	159146801	159147312	downstream	22045	21234	19	5	3
2.33816E-05	chr21	46237816	46238116	ENSG00000184900	protein_coding	SUMO3	-	46191374	46238694	inside	878	578	19	5	3
2.34112E-05	chr8	11309928	11310228	ENSG00000154319	protein_coding	FAM167A	-	11278972	11324276	inside	14348	14048	23	2	7
2.34605E-05	chr2	106810452	106810752	ENSG00000115652	protein_coding	UXS1	-	106709759	106810795	inside	343	43	26	8	2
2.34739E-05	chr11	111944901	111945201	ENSG00000150776	protein_coding	C11orf57	+	111944968	111955874	overlapStart	-67	67	28	17	11
2.3502E-05	chr19	16228539	16228839	ENSG00000167461	protein_coding	RAB8A	+	16222490	16244443	inside	6049	6049	23	7	5
2.352E-05	chr11	63975254	63975554	ENSG00000149781	protein_coding	FERMT3	+	63974152	63991363	inside	1102	1102	36	7	8
2.35332E-05	chr21	48055320	48055620	ENSG00000160310	protein_coding	PRMT2	+	48055079	48085036	inside	241	241	10	6	6
2.35898E-05	chr9	117160216	117160516	ENSG00000235119	processed_transcript	RP11-9M16.2	-	117159004	117160783	inside	567	267	10	7	6
2.36262E-05	chr12	88429108	88429408	ENSG00000133641	protein_coding	C12orf29	+	88429268	88443936	overlapStart	-160	140	20	7	7
2.36597E-05	chrX	48334336	48334636	ENSG00000068438	protein_coding	FTSJ1	+	48334541	48344752	overlapStart	-205	95	20	9	4
2.36991E-05	chr5	81147664	81147964	ENSG00000249483	processed_transcript	CTD-2249K22.1	+	81147420	81148020	inside	244	56	19	12	8
2.37574E-05	chr11	122567369	122567669	ENSG00000239079	snoRNA	snoU13	-	122596916	122597019	downstream	29650	29247	29	8	4
2.38011E-05	chr17	33288231	33288531	ENSG00000132141	protein_coding	CCT6B	-	33254940	33288506	overlapStart	275	25	18	3	8
2.38011E-05	chr17	73178614	73178914	ENSG00000188612	protein_coding	SUMO2	-	73163825	73179098	inside	484	184	21	4	2
2.38361E-05	chr16	69345221	69345521	ENSG00000132612	protein_coding	VPS4A	+	69345279	69358951	overlapStart	-58	58	32	5	1
2.3837E-05	chr15	64455149	64455449	ENSG00000166794	protein_coding	PPIB	-	64448011	64455404	overlapStart	255	45	44	5	2
2.3845E-05	chr18	57026223	57026523	ENSG00000074695	protein_coding	LMAN1	-	56995055	57026503	overlapStart	280	20	14	4	6
2.3845E-05	chr11	67434887	67435187	ENSG00000132746	protein_coding	ALDH3B2	-	67429634	67442102	inside	7215	5253	12	4	9
2.3909E-05	chr5	76325979	76326279	ENSG00000164252	protein_coding	AGGF1	+	76325076	76361059	inside	903	903	34	9	1
2.39107E-05	chr8	145068784	145069084	ENSG00000178719	protein_coding	GRINA	+	145064226	145067583	downstream	4558	1201	82	6	7
2.39415E-05	chr12	62653868	62654168	ENSG00000135655	protein_coding	USP15	+	62654187	62799898	upstream	-319	19	20	2	2
2.39415E-05	chrX	154255319	154255619	ENSG00000185010	protein_coding	F8	-	154064063	154255215	upstream	-104	104	16	2	4
2.39566E-05	chr11	60222970	60223270	ENSG00000156738	protein_coding	MS4A1 (CD20)	+	60223282	60238225	upstream	-312	12	21	10	8
2.39848E-05	chr1	160677290	160677590	ENSG00000117091	protein_coding	CD48	-	160648536	160681641	inside	4351	4051	26	11	5
2.40457E-05	chr7	43965960	43966260	ENSG00000106608	protein_coding	URGCP	-	43915493	43966010	overlapStart	50	50	5	13	7
2.40609E-05	chr10	88720309	88720609	ENSG00000173267	protein_coding	SNCG	+	88718375	88723017	inside	1934	1934	8	5	3
2.41193E-05	chr13	20356819	20357119	ENSG00000121390	protein_coding	PSPC1	-	20248896	20357142	inside	323	23	18	4	7
2.41904E-05	chr12	122459714	122460014	ENSG00000110987	protein_coding	BCL7A	+	122459861	122499950	overlapStart	-147	147	24	5	3
2.42081E-05	chr12	46385609	46385909	ENSG00000139218	protein_coding	SFRS2IP	-	46315192	46384363	upstream	-1246	1246	42	3	5
2.42325E-05	chr22	23207807	23208107	ENSG00000211672	IG_V_gene	IGLV4-3	+	23213686	23214214	upstream	-5879	5579	19	7	3
2.42562E-05	chr20	61847489	61847789	ENSG00000149658	protein_coding	YTHDF1	-	61826781	61847586	overlapStart	97	97	26	6	3
2.42916E-05	chr11	61584247	61584547	ENSG00000134824	protein_coding	FADS2	+	61583749	61634825	inside	498	498	32	0	6
2.42916E-05	chr5	1315903	1316203	ENSG00000164362	protein_coding	TERT	-	1253262	1295162	upstream	-20741	20741	17	9	5
2.43286E-05	chr11	72524012	72524312	ENSG00000168010	protein_coding	ATG16L2	+	72525451	72540678	upstream	-1439	1139	16	11	6
2.44359E-05	chr19	2270773	2271073	ENSG00000104904	protein_coding	OAZ1	+	2269598	2273107	inside	1175	1175	13	9	3
2.44466E-05	chr12	121124384	121124684	ENSG00000110917	protein_coding	MLEC	+	121124949	121139667	upstream	-565	265	22	2	9
2.44556E-05	chr7	144532973	144533273	ENSG00000196511	protein_coding	TPK1	-	144149034	144533146	overlapStart	173	127	44	4	8
2.44603E-05	chr9	137822323	137822623	ENSG00000236403	processed_transcript	RP11-447M12.2	+	137828997	137835041	upstream	-6674	6374	28	15	6
2.44603E-05	chr19	48833426	48833726	ENSG00000142227	protein_coding	EMP3	+	48828629	48833811	inside	4797	85	26	17	7
2.44957E-05	chr21	34588212	34588512	ENSG00000159110	protein_coding	IFNAR2	+	34602206	34656082	upstream	-13994	13694	34	23	7
2.45638E-05	chr11	111288509	111288809	ENSG00000248450	lincRNA	AP_002451.1	-	111255463	111305769	inside	17260	16960	27	8	9
2.45853E-05	chr2	242295944	242296244	ENSG00000006607	protein_coding	FARP2	+	242295658	242434256	inside	286	286	4	2	4
2.46188E-05	chr19	48825166	48825466	ENSG00000248146	processed_transcript	CTC-241F20.2	-	48807338	48825151	upstream	-15	15	37	5	6
2.46626E-05	chr1	167586895	167587195	ENSG00000241666	processed_transcript	RP3-455J7.4	+	167596622	167599911	upstream	-9727	9427	19	6	3
2.47366E-05	chr8	145133534	145133834	ENSG00000178896	protein_coding	EXOSC4	+	145133522	145135548	inside	12	12	47	10	4
2.4792E-05	chr19	4328569	4328869	ENSG00000178078	protein_coding	STAP2	-	4324041	4338847	inside	10278	4528	27	0	6
2.48039E-05	chr22	31459978	31460278	ENSG00000183963	protein_coding	SMTN	+	31460091	31500610	overlapStart	-113	113	4	2	20
2.48154E-05	chr10	97055037	97055337	ENSG00000107438	protein_coding	PDLIM1	-	96997329	97050781	upstream	-4256	4256	18	5	5
2.48154E-05	chr19	4363157	4363457	ENSG00000008382	protein_coding	MPND	+	4343556	4360074	downstream	19601	3083	16	9	7
2.4819E-05	chr7	75244370	75244670	ENSG00000127957	protein_coding	PMS2L3	-	75137069	75157478	upstream	-86892	86892	25	6	10
2.4819E-05	chr18	71707993	71708293	ENSG00000141665	protein_coding	FBXO15	-	71740588	71815100	downstream	107107	32295	23	1	5
2.49275E-05	chr8	11659912	11660212	ENSG00000079459	protein_coding	FDFT1	+	11660164	11696818	overlapStart	-252	48	33	5	3
2.49404E-05	chr13	42535034	42535334	ENSG00000102763	protein_coding	KIAA0564	-	42140961	42535256	overlapStart	222	78	36	6	7
2.49548E-05	chr16	30388854	30389154	ENSG00000180209	protein_coding	MYLPF	+	30386112	30389312	inside	2742	158	9	7	6
2.49905E-05	chr7	98990614	98990914	ENSG00000106245	protein_coding	BUD31	+	99006264	99017239	upstream	-15650	15350	38	0	6
2.49905E-05	chr11	925566	925866	ENSG00000183020	protein_coding	AP2A2	+	925841	1012240	overlapStart	-275	25	23	13	3
2.50028E-05	chr5	14664417	14664717	ENSG00000154124	protein_coding	FAM105B	+	14664773	14699820	upstream	-356	56	26	6	4
2.50134E-05	chr16	81772412	81772712	ENSG00000197943	protein_coding	PLCG2	+	81812907	81991898	upstream	-40495	40195	23	18	4
2.50324E-05	chr7	23571374	23571674	ENSG00000164548	protein_coding	TRA2A	-	23544399	23571660	overlapStart	286	14	29	3	9
2.50324E-05	chr10	101380606	101380906	ENSG00000155287	protein_coding	SLC25A28	-	101370282	101380535	upstream	-71	71	36	8	5
2.52977E-05	chr5	35925067	35925367	ENSG00000152611	protein_coding	CAPSL	-	35904397	35938881	inside	13814	13514	22	6	8
2.53242E-05	chr22	45659622	45659922	ENSG00000213752	pseudogene	CTA-268H5.9	+	45671480	45671966	upstream	-11858	11558	31	4	7
2.53553E-05	chr22	36413717	36414017	ENSG00000100320	protein_coding	RBM9	-	36134783	36424473	inside	10756	10456	11	7	10
2.53857E-05	chr6	110012337	110012637	ENSG00000155085	protein_coding	AKD1	-	109814064	110012420	overlapStart	83	83	13	4	5
2.54057E-05	chr16	1020651	1020951	ENSG00000103227	protein_coding	LMF1	-	903638	1020984	inside	333	33	12	7	5
2.5424E-05	chr16	837731	838031	ENSG00000127586	protein_coding	CHTF18	+	838046	848074	upstream	-315	15	16	7	4
2.547E-05	chr1	245133229	245133529	ENSG00000203666	protein_coding	EFCAB2	+	245133171	245288530	inside	58	58	21	3	8
2.55408E-05	chr8	141656729	141657029	ENSG00000123908	protein_coding	EIF2C2	-	141541265	141645645	upstream	-11084	11084	16	13	9
2.55751E-05	chr13	34392119	34392419	ENSG00000133119	protein_coding	RFC3	+	34392186	34540695	overlapStart	-67	67	25	9	8
2.55751E-05	chr15	26327372	26327672	ENSG00000212604	snoRNA	SNORA48	-	26254087	26254221	upstream	-73151	73151	18	0	8
2.56112E-05	chr2	65357117	65357417	ENSG00000138069	protein_coding	RAB1A	-	65297835	65357240	overlapStart	123	123	17	8	2
2.5647E-05	chr3	150320782	150321082	ENSG00000120742	protein_coding	SERP1	-	150259781	150321015	overlapStart	233	67	22	4	7
2.56697E-05	chr15	44580454	44580754	ENSG00000166734	protein_coding	CASC4	+	44580929	44707956	upstream	-475	175	17	2	5
2.567E-05	chr17	76374608	76374908	ENSG00000087157	protein_coding	PGS1	+	76374735	76420635	overlapStart	-127	127	28	3	6
2.567E-05	chr17	17585871	17586171	ENSG00000108557	protein_coding	RAI1	+	17584787	17714767	inside	1084	1084	12	7	5
2.56706E-05	chr3	113933091	113933391	ENSG00000241490	processed_transcript	RP11-553L6.2	+	113933160	113955051	overlapStart	-69	69	8	7	5
2.56934E-05	chr1	90286329	90286629	ENSG00000171492	protein_coding	LRRC8D	+	90286604	90401982	overlapStart	-275	25	18	2	8
