AffyID	Gene Title	Gene Symbol	Alignments	Length
216574_s_at	ribulose-5-phosphate-3-epimerase /// similar to Ribulose-phosphate 3-epimerase (Ribulose-5-phosphate-3-epimerase) (HUSSY-17) /// rcRPE	hCG_2024410 /// LOC649755 /// RPE	chr10:104996319-104996430 (+)	111
212749_s_at	ring finger and CHY zinc finger domain containing 1	RCHY1	chr4:76624381-76658619 (-)	34238
208632_at	ring finger protein 10	RNF10	chr12:119456531-119499773 (+)	43242
202636_at	ring finger protein 103	RNF103	chr2:86684033-86704447 (-)	20414
201779_s_at	ring finger protein 13	RNF13	chr3:151013704-151161838 (+)	148134
209510_at	ring finger protein 139	RNF139	chr8:125556294-125569320 (+)	13026
201823_s_at	ring finger protein 14	RNF14	chr5:141326620-141347776 (+)	21156
219104_at	ring finger protein 141	RNF141	chr11:10492865-10519310 (-)	26445
221430_s_at	ring finger protein 146	RNF146	chr6:127649451-127650531 (+)	1080
220483_s_at	ring finger protein 19A	RNF19A	chr8:101341371-101369157 (-)	27786
213038_at	ring finger protein 19B	RNF19B	chr1:33174636-33202873 (-)	28237
36564_at	ring finger protein 19B	RNF19B	chr1:33174638-33184755 (-)	10117
218528_s_at	ring finger protein 38	RNF38	chr9:36326400-36365987 (-)	39587
218286_s_at	ring finger protein 7	RNF7	chr3:142939848-142947232 (+)	7384
203160_s_at	ring finger protein 8	RNF8	chr6:37429711-37470694 (+)	40983
218117_at	ring-box 1	RBX1	chr22:39677343-39698612 (+)	21269
202129_s_at	RIO kinase 3 (yeast)	RIOK3	chr18:19287248-19317099 (+)	29851
202683_s_at	RNA (guanine-7-) methyltransferase	RNMT	chr18:13716703-13754554 (+)	37851
202684_s_at	RNA (guanine-7-) methyltransferase	RNMT	chr18:13721473-13750163 (+)	28690
212170_at	RNA binding motif protein 12	RBM12	chr20:33700261-33716247 (-)	15986
212030_at	RNA binding motif protein 25	RBM25	chr14:72594992-72658595 (+)	63603
212591_at	RNA binding motif protein 34	RBM34	chr1:233361581-233426052 (-)	64471
219121_s_at	RNA binding motif protein 35A	RBM35A	chr8:95727619-95787902 (+)	60283
207941_s_at	RNA binding motif protein 39	RBM39	chrX:43773388-43775981 (+)	2593
213718_at	RNA binding motif protein 4	RBM4	chr11:66162753-66165236 (+)	2483
205740_s_at	RNA binding motif protein 42	RBM42	chr19:40811818-40820426 (+)	8608
201394_s_at	RNA binding motif protein 5	RBM5	chr3:50102810-50130951 (+)	28141
201395_at	RNA binding motif protein 5	RBM5	chr3:50101371-50131394 (+)	30023
201967_at	RNA binding motif protein 6	RBM6	chr3:49952595-50089685 (+)	137090
218379_at	RNA binding motif protein 7	RBM7	chr11:113776582-113784843 (+)	8261
213901_x_at	RNA binding motif protein 9	RBM9	chr22:34507592-34754280 (-)	246688
203748_x_at	RNA binding motif, single stranded interacting protein 1	RBMS1	chr2:160839296-161058177 (-)	218881
207266_x_at	RNA binding motif, single stranded interacting protein 1	RBMS1	chr12:64913887-64915277 (-)	1390
209868_s_at	RNA binding motif, single stranded interacting protein 1	RBMS1	chr12:64914045-64915277 (-)	1232
218035_s_at	RNA-binding protein	FLJ20273	chr4:40120497-40212725 (-)	92228
207223_s_at	ROD1 regulator of differentiation 1 (S. pombe)	ROD1	chr9:114025886-114100012 (-)	74126
214697_s_at	ROD1 regulator of differentiation 1 (S. pombe)	ROD1	chr9:114024299-114135679 (-)	111380
213194_at	roundabout, axon guidance receptor, homolog 1 (Drosophila)	ROBO1	chr3:78729078-79721751 (-)	992673
222204_s_at	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	RRN3	chr16:15061393-15062311 (-)	918
216908_x_at	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene	LOC730092	chr16:29013059-29018035 (+)	4976
212301_at	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	RTF1	chr15:39496593-39562471 (+)	65878
210251_s_at	RUN and FYVE domain containing 3	RUFY3	chr4:71789734-71874384 (+)	84650
213437_at	RUN and FYVE domain containing 3	RUFY3	chr4:71873492-71892340 (+)	18848
219598_s_at	RWD domain containing 1 /// hypothetical protein LOC727789	LOC727789 /// RWDD1	chr6:117000731-117021119 (+)	20388
216976_s_at	RYK receptor-like tyrosine kinase	RYK	chr3:135359458-135452288 (-)	92830
200872_at	S100 calcium binding protein A10	S100A10	chr1:150222017-150232920 (-)	10903
202598_at	S100 calcium binding protein A13	S100A13	chr1:151857907-151865634 (-)	7727
203186_s_at	S100 calcium binding protein A4	S100A4	chr1:151782721-151784906 (-)	2185
217728_at	S100 calcium binding protein A6	S100A6	chr1:151773699-151775127 (-)	1428
202917_s_at	S100 calcium binding protein A8	S100A8	chr1:151629132-151630173 (-)	1041
201825_s_at	saccharopine dehydrogenase (putative)	SCCPDH	chr1:244953979-244998062 (+)	44083
200848_at	S-adenosylhomocysteine hydrolase-like 1	AHCYL1	chr1:110328918-110367874 (+)	38956
200849_s_at	S-adenosylhomocysteine hydrolase-like 1	AHCYL1	chr1:110328918-110367874 (+)	38956
200850_s_at	S-adenosylhomocysteine hydrolase-like 1	AHCYL1	chr1:110329240-110366519 (+)	37279
217828_at	SAFB-like, transcription modulator	SLTM	chr15:56958542-56973626 (-)	15084
218276_s_at	salvador homolog 1 (Drosophila)	SAV1	chr14:50170109-50204650 (-)	34541
217965_s_at	SAP30 binding protein	SAP30BP	chr17:71175038-71214431 (+)	39393
201543_s_at	SAR1 gene homolog A (S. cerevisiae)	SAR1A	chr10:71582189-71600259 (-)	18070
210790_s_at	SAR1 gene homolog A (S. cerevisiae)	SAR1A	chr10:71581876-71600257 (-)	18381
205120_s_at	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	SGCB	chr4:52584620-52594565 (-)	9945
204688_at	sarcoglycan, epsilon	SGCE	chr7:94052477-94123414 (-)	70937
204964_s_at	sarcospan (Kras oncogene-associated gene)	SSPN	chr12:26239872-26275303 (+)	35431
201646_at	scavenger receptor class B, member 2	SCARB2	chr4:77299419-77354035 (-)	54616
201647_s_at	scavenger receptor class B, member 2	SCARB2	chr4:77301263-77353973 (-)	52710
216274_s_at	SEC11 homolog A (S. cerevisiae)	SEC11A	chr15:83014166-83035883 (-)	21717
207707_s_at	SEC13 homolog (S. cerevisiae)	SEC13	chr3:10317616-10335857 (-)	18241
202082_s_at	SEC14-like 1 (S. cerevisiae)	SEC14L1	chr17:72648616-72724778 (+)	76162
202084_s_at	SEC14-like 1 (S. cerevisiae)	SEC14L1	chr17:72648616-72724774 (+)	76158
215696_s_at	SEC16 homolog A (S. cerevisiae)	SEC16A	chr9:138454379-138480737 (-)	26358
201583_s_at	Sec23 homolog B (S. cerevisiae)	SEC23B	chr20:18436525-18489425 (+)	52900
216392_s_at	SEC23 interacting protein	SEC23IP	chr10:121642214-121681789 (+)	39575
203484_at	Sec61 gamma subunit	SEC61G	chr7:54787444-54794426 (-)	6982
201914_s_at	SEC63 homolog (S. cerevisiae)	SEC63	chr1:97783843-97785381 (+)	1538
201462_at	secernin 1	SCRN1	chr7:29926414-29995840 (-)	69426
200665_s_at	secreted protein, acidic, cysteine-rich (osteonectin)	SPARC	chr5:151022190-151046662 (-)	24472
218143_s_at	secretory carrier membrane protein 2	SCAMP2	chr15:72924249-72952679 (-)	28430
202061_s_at	sel-1 suppressor of lin-12-like (C. elegans)	SEL1L	chr14:81007645-81069934 (-)	62289
202062_s_at	sel-1 suppressor of lin-12-like (C. elegans)	SEL1L	chr14:81012987-81020460 (-)	7473
214433_s_at	selenium binding protein 1	SELENBP1	chr1:149603420-149611815 (-)	8395
208940_at	selenophosphate synthetase 1	SEPHS1	chr2:200232392-200235666 (+)	3274
217811_at	selenoprotein T	SELT	chr3:151803796-151828474 (+)	24678
205405_at	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	SEMA5A	chr5:9091858-9599158 (-)	507300
213169_at	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	SEMA5A	chr5:9088141-9090509 (-)	2368
200015_s_at	septin 2	39693	chr2:241903457-241942112 (+)	38655
209000_s_at	septin 8	39699	chr5:132121734-132127467 (-)	5733
201471_s_at	sequestosome 1	SQSTM1	chr5:179180490-179196861 (+)	16371
201858_s_at	serglycin	SRGN	chr10:70517888-70534032 (+)	16144
218217_at	serine carboxypeptidase 1	SCPEP1	chr17:52410487-52439123 (+)	28636
208671_at	serine incorporator 1	SERINC1	chr6:122806450-122834635 (-)	28185
211769_x_at	serine incorporator 3	SERINC3	chr20:42562241-42584076 (-)	21835
221472_at	serine incorporator 3	SERINC3	chr20:42559495-42584140 (-)	24645
221473_x_at	serine incorporator 3	SERINC3	chr20:42562125-42584090 (-)	21965
202278_s_at	serine palmitoyltransferase, long chain base subunit 1	SPTLC1	chr9:93834387-93917473 (-)	83086
203127_s_at	serine palmitoyltransferase, long chain base subunit 2	SPTLC2	chr14:77048114-77152764 (-)	104650
210715_s_at	serine peptidase inhibitor, Kunitz type, 2	SPINT2	chr19:43447133-43474928 (+)	27795
202693_s_at	serine/threonine kinase 17a	STK17A	chr7:43589247-43633503 (+)	44256
205214_at	serine/threonine kinase 17b	STK17B	chr2:196710171-196744518 (-)	34347
205411_at	serine/threonine kinase 4	STK4	chr20:43028590-43137657 (+)	109067
211085_s_at	serine/threonine kinase 4	STK4	chr20:43043940-43057211 (+)	13271
200870_at	serine/threonine kinase receptor associated protein	STRAP	chr12:15926762-15947675 (+)	20913
212268_at	serpin peptidase inhibitor, clade B (ovalbumin), member 1	SERPINB1	chr6:2778255-2787192 (-)	8937
211474_s_at	serpin peptidase inhibitor, clade B (ovalbumin), member 6	SERPINB6	chr1:46517004-46519523 (+)	2519
202283_at	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1	SERPINF1	chr17:1619986-1627607 (+)	7621
200986_at	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)	SERPING1	chr11:57121733-57138895 (+)	17162
209669_s_at	SERPINE1 mRNA binding protein 1	SERBP1	chrX:67919991-67921719 (+)	1728
202656_s_at	SERTA domain containing 2	SERTAD2	chr2:64712259-64734550 (-)	22291
202401_s_at	serum response factor (c-fos serum response element-binding transcription factor)	SRF	chr6:43247014-43257221 (+)	10207
200802_at	seryl-tRNA synthetase	SARS	chr1:109558062-109582259 (+)	24197
218346_s_at	sestrin 1	SESN1	chr6:109414339-109521970 (-)	107631
212922_s_at	SET and MYND domain containing 2	SMYD2	chr1:212570997-212578738 (+)	7741
200631_s_at	SET translocation (myeloid leukemia-associated)	SET	chr3:157187896-157189525 (+)	1629
213047_x_at	SET translocation (myeloid leukemia-associated)	SET	chr12:106189823-106190965 (+)	1142
40189_at	SET translocation (myeloid leukemia-associated)	SET	chr9:130491517-130498488 (+)	6971
209339_at	seven in absentia homolog 2 (Drosophila)	SIAH2	chr3:151941874-151963854 (-)	21980
203181_x_at	SFRS protein kinase 2	SRPK2	chr7:104544056-104696698 (-)	152642
214931_s_at	SFRS protein kinase 2	SRPK2	chr7:104545520-104816577 (-)	271057
214838_at	SFT2 domain containing 2	SFT2D2	chr1:166461869-166479002 (+)	17133
201311_s_at	SH3 domain binding glutamic acid-rich protein like	SH3BGRL	chrX:80344150-80440702 (+)	96552
201810_s_at	SH3-domain binding protein 5 (BTK-associated)	SH3BP5	chr3:15271363-15349070 (-)	77707
209091_s_at	SH3-domain GRB2-like endophilin B1	SH3GLB1	chr1:86943165-86981539 (+)	38374
214853_s_at	SHC (Src homology 2 domain containing) transforming protein 1	SHC1	chr1:153201313-153213530 (-)	12217
63009_at	SHQ1 homolog (S. cerevisiae)	SHQ1	chr3:72881411-72881958 (-)	547
201239_s_at	signal peptidase complex subunit 2 homolog (S. cerevisiae) /// signal peptidase complex subunit 2 homolog pseudogene	LOC653566 /// SPCS2	chr11:74337949-74366434 (+)	28485
218817_at	signal peptidase complex subunit 3 homolog (S. cerevisiae)	SPCS3	chr4:177478108-177487346 (+)	9238
217600_at	Signal peptide, CUB domain, EGF-like 3	SCUBE3	chr6:35325682-35327010 (-)	1328
205335_s_at	signal recognition particle 19kDa	SRP19	chr5:112224891-112231502 (+)	6611
208095_s_at	signal recognition particle 72kDa	SRP72	chr4:57044131-57052491 (+)	8360
201273_s_at	signal recognition particle 9kDa	SRP9	chr1:224032161-224044784 (+)	12623
218140_x_at	signal recognition particle receptor, B subunit	SRPRB	chr3:135021605-135022201 (+)	596
200889_s_at	signal sequence receptor, alpha (translocon-associated protein alpha)	SSR1	chr6:7232801-7258439 (-)	25638
201894_s_at	signal sequence receptor, alpha (translocon-associated protein alpha)	SSR1	chr12:90063834-90100585 (-)	36751
201004_at	signal sequence receptor, delta (translocon-associated protein delta)	SSR4	chrX:152713287-152717147 (+)	3860
217790_s_at	signal sequence receptor, gamma (translocon-associated protein gamma)	SSR3	chr3:157741238-157755629 (-)	14391
208991_at	signal transducer and activator of transcription 3 (acute-phase response factor)	STAT3	chr17:37720395-37794049 (-)	73654
203010_at	signal transducer and activator of transcription 5A	STAT5A	chr17:37693090-37717465 (+)	24375
216342_x_at	similar to 40S ribosomal protein S4, X isoform	LOC390183 /// LOC442162	chr20:4558072-4558353 (-)	281
217092_x_at	similar to 60S ribosomal protein L7	LOC646912	chr12:19133362-19134092 (+)	730
217256_x_at	similar to large subunit ribosomal protein L36a /// hCG1789827	hCG_1789827 /// LOC641903 /// LOC643505 /// LOC646175 /// LOC649299 /// LOC732102	chrX:140060328-140061024 (+)	696
215963_x_at	similar to ribosomal protein L3 isoform a	LOC642741	chr6:31356072-31357275 (+)	1203
208740_at	Sin3A-associated protein, 18kDa	SAP18	chr13:20612680-20621219 (+)	8539
208741_at	Sin3A-associated protein, 18kDa	SAP18	chr13:20612680-20621219 (+)	8539
208742_s_at	Sin3A-associated protein, 18kDa	SAP18	chr13:20612717-20619541 (+)	6824
202591_s_at	single-stranded DNA binding protein 1	SSBP1	chr7:141084644-141096726 (+)	12082
201138_s_at	Sjogren syndrome antigen B (autoantigen La)	SSB	chr2:170363602-170376815 (+)	13213
201139_s_at	Sjogren syndrome antigen B (autoantigen La)	SSB	chr2:170363669-170376815 (+)	13146
221752_at	Slingshot homolog 1 (Drosophila)	SSH1	chr12:107700330-107723083 (-)	22753
209897_s_at	slit homolog 2 (Drosophila)	SLIT2	chr4:19863980-20229841 (+)	365861
210993_s_at	SMAD family member 1	SMAD1	chr4:146623406-146698556 (+)	75150
203076_s_at	SMAD family member 2	SMAD2	chr18:43622069-43677160 (-)	55091
218284_at	SMAD family member 3	SMAD3	chr15:65272547-65274561 (+)	2014
205188_s_at	SMAD family member 5	SMAD5	chr5:135517199-135541117 (+)	23918
202542_s_at	small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)	SCYE1	chr4:107465590-107488367 (+)	22777
202690_s_at	small nuclear ribonucleoprotein D1 polypeptide 16kDa	SNRPD1	chr18:17446266-17463193 (+)	16927
200826_at	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa	SNRPD2	chr19:50882558-50887016 (-)	4458
202567_at	small nuclear ribonucleoprotein D3 polypeptide 18kDa	SNRPD3	chr22:23281971-23298104 (+)	16133
202505_at	small nuclear ribonucleoprotein polypeptide B	SNRPB2	chr20:16658719-16669862 (+)	11143
203316_s_at	small nuclear ribonucleoprotein polypeptide E	SNRPE	chr1:202097365-202105850 (+)	8485
206042_x_at	small nuclear ribonucleoprotein polypeptide N /// SNRPN upstream reading frame	SNRPN /// SNURF	chr15:22751227-22764322 (+)	13095
209679_s_at	small trans-membrane and glycosylated protein	LOC57228	chr12:49925404-49926161 (-)	757
208761_s_at	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	SUMO1	chr1:158553734-158554548 (+)	814
211069_s_at	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	SUMO1	chr1:158553684-158554887 (+)	1203
208739_x_at	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae)	SUMO2	chr17:45668190-45668912 (+)	722
218393_s_at	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	SMU1	chr1:155295525-155297220 (-)	1695
208078_s_at	SNF1-like kinase	SNF1LK	chr10:31648166-31856314 (+)	208148
218391_at	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	SNF8	chr17:44362750-44377151 (-)	14401
215424_s_at	SNW domain containing 1	SNW1	chr14:77253932-77287465 (-)	33533
207864_at	sodium channel, voltage-gated, type VII, alpha	SCN7A	chr2:166970134-167051724 (-)	81590
202800_at	solute carrier family 1 (glial high affinity glutamate transporter), member 3	SLC1A3	chr5:36642511-36724191 (+)	81680
220740_s_at	solute carrier family 12 (potassium/chloride transporters), member 6	SLC12A6	chr15:32312957-32398222 (-)	85265
204404_at	solute carrier family 12 (sodium/potassium/chloride transporters), member 2	SLC12A2	chr5:127447381-127550514 (+)	103133
220736_at	solute carrier family 19, member 3	SLC19A3	chr2:228260230-228290943 (-)	30713
202498_s_at	solute carrier family 2 (facilitated glucose transporter), member 3	SLC2A3	chr12:7963092-7980138 (-)	17046
222088_s_at	solute carrier family 2 (facilitated glucose transporter), member 3 /// solute carrier family 2 (facilitated glucose transporter), member 14	SLC2A14 /// SLC2A3	chr12:7856374-7857106 (-)	732
203339_at	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	SLC25A12	chr2:172349125-172459000 (-)	109875
200657_at	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	SLC25A5	chr7:32477567-32479135 (+)	1568
200030_s_at	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	SLC25A3	chr12:97511605-97519616 (+)	8011
201919_at	Solute carrier family 25, member 36	SLC25A36	chr3:142143350-142181473 (+)	38123
218136_s_at	solute carrier family 25, member 37	SLC25A37	chr8:23480508-23485040 (+)	4532
217961_at	solute carrier family 25, member 38	SLC25A38	chr3:39399842-39413722 (+)	13880
205097_at	solute carrier family 26 (sulfate transporter), member 2	SLC26A2	chr5:149320663-149342786 (+)	22123
205799_s_at	solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1	SLC3A1	chr2:44356135-44401464 (+)	45329
202614_at	solute carrier family 30 (zinc transporter), member 9	SLC30A9	chr4:41687305-41784295 (+)	96990
203164_at	solute carrier family 33 (acetyl-CoA transporter), member 1	SLC33A1	chr3:157027002-157054912 (-)	27910
203165_s_at	solute carrier family 33 (acetyl-CoA transporter), member 1	SLC33A1	chr3:157028064-157054861 (-)	26797
209326_at	solute carrier family 35 (UDP-galactose transporter), member A2	SLC35A2	chrX:48645832-48654179 (-)	8347
206770_s_at	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3	SLC35A3	chr1:100208127-100261594 (+)	53467
218237_s_at	solute carrier family 38, member 1	SLC38A1	chr12:44867850-44949056 (-)	81206
218041_x_at	solute carrier family 38, member 2	SLC38A2	chr12:45038400-45040667 (-)	2267
220924_s_at	solute carrier family 38, member 2	SLC38A2	chr12:45038530-45052821 (-)	14291
202089_s_at	solute carrier family 39 (zinc transporter), member 6	SLC39A6	chr18:31943196-31963203 (-)	20007
209267_s_at	solute carrier family 39 (zinc transporter), member 8	SLC39A8	chr4:103401843-103485319 (-)	83476
216504_s_at	solute carrier family 39 (zinc transporter), member 8	SLC39A8	chr4:103401845-103403111 (+)	1266
219869_s_at	solute carrier family 39 (zinc transporter), member 8	SLC39A8	chr4:103403179-103485596 (-)	82417
203908_at	solute carrier family 4, sodium bicarbonate cotransporter, member 4	SLC4A4	chr4:72423680-72656663 (+)	232983
210739_x_at	solute carrier family 4, sodium bicarbonate cotransporter, member 4	SLC4A4	chr4:72321113-72653607 (+)	332494
211494_s_at	solute carrier family 4, sodium bicarbonate cotransporter, member 4	SLC4A4	chr4:72271907-72653039 (+)	381132
213113_s_at	solute carrier family 43, member 3	SLC43A3	chr11:56931002-56951133 (-)	20131
213167_s_at	solute carrier family 5 (inositol transporters), member 3	SLC5A3	chr21:34367739-34398764 (+)	31025
205921_s_at	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	SLC6A6	chr3:14419124-14502145 (+)	83021
212290_at	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	SLC7A1	chr13:28981551-28985871 (-)	4320
208118_x_at	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5 pseudogene 1 /// SLC7A5 pseudogene /// hypothetical protein LOC440345 /// PI-3-kinase-related kinase SMG-1 pseudogene /// PI-3-kinase-related kinase SMG-1 - like locus /// simi	IMAA /// LOC440345 /// LOC440354 /// LOC595101 /// LOC641298 /// LOC728423 /// LOC729513 /// LOC730099 /// SLC7A5P1	chr16:22370441-22393859 (+)	23418
203909_at	solute carrier family 9 (sodium/hydrogen exchanger), member 6	SLC9A6	chrX:134895292-134956958 (+)	61666
201085_s_at	SON DNA binding protein	SON	chr21:33844818-33871845 (+)	27027
201086_x_at	SON DNA binding protein	SON	chr21:33845065-33871654 (+)	26589
214988_s_at	SON DNA binding protein	SON	chr21:33845531-33871718 (+)	26187
217644_s_at	son of sevenless homolog 2 (Drosophila)	SOS2	chr14:49696159-49725295 (-)	29136
208921_s_at	sorcin	SRI	chr7:87673541-87687280 (-)	13739
212807_s_at	sortilin 1	SORT1	chr1:109656597-109742074 (-)	85477
202359_s_at	sorting nexin 19	SNX19	chr11:130250984-130291572 (-)	40588
202113_s_at	sorting nexin 2	SNX2	chr5:122138701-122193261 (+)	54560
205329_s_at	sorting nexin 4	SNX4	chr3:126649165-126721706 (-)	72541
217789_at	sorting nexin 6	SNX6	chr14:34100368-34169066 (-)	68698
205573_s_at	sorting nexin 7	SNX7	chr1:98899980-98998642 (+)	98662
202864_s_at	SP100 nuclear antigen	SP100	chr2:230989224-231043476 (+)	54252
210985_s_at	SP100 nuclear antigen	SP100	chr2:230989224-231089484 (+)	100260
208012_x_at	SP110 nuclear body protein	SP110	chr2:230749544-230781020 (-)	31476
209762_x_at	SP110 nuclear body protein	SP110	chr2:230749435-230792910 (-)	43475
200795_at	SPARC-like 1 (mast9, hevin)	SPARCL1	chr4:88613513-88669406 (-)	55893
217827_s_at	spastic paraplegia 21 (autosomal recessive, Mast syndrome)	SPG21	chr15:63042416-63069207 (-)	26791
212480_at	SPECC1-like	SPECC1L	chr22:23047416-23143219 (+)	95803
204640_s_at	speckle-type POZ protein	SPOP	chr17:45032378-45110384 (-)	78006
208927_at	speckle-type POZ protein	SPOP	chr17:45031551-45110471 (-)	78920
209447_at	spectrin repeat containing, nuclear envelope 1	SYNE1	chr6:152484607-152502990 (-)	18383
200671_s_at	spectrin, beta, non-erythrocytic 1	SPTBN1	chr2:54607010-54749650 (+)	142640
200672_x_at	spectrin, beta, non-erythrocytic 1	SPTBN1	chr2:54607010-54749366 (+)	142356
212071_s_at	spectrin, beta, non-erythrocytic 1	SPTBN1	chr2:54743220-54750508 (+)	7288
213914_s_at	Spectrin, beta, non-erythrocytic 1	SPTBN1	chr2:54739844-54746702 (-)	6858
215918_s_at	spectrin, beta, non-erythrocytic 1	SPTBN1	chr2:54739809-54740912 (+)	1103
206748_s_at	sperm associated antigen 9	SPAG9	chr17:46421899-46511982 (-)	90083
212468_at	sperm associated antigen 9	SPAG9	chr17:46397044-46479270 (-)	82226
220299_at	spermatogenesis associated 6	SPATA6	chr1:48536864-48710432 (-)	173568
210592_s_at	spermidine/spermine N1-acetyltransferase 1	SAT1	chrX:23711384-23714044 (+)	2660
200718_s_at	S-phase kinase-associated protein 1A (p19A)	SKP1A	chr5:133519982-133540588 (-)	20606
207974_s_at	S-phase kinase-associated protein 1A (p19A)	SKP1A	chr5:133521288-133540513 (-)	19225
212322_at	sphingosine-1-phosphate lyase 1	SGPL1	chr10:72245731-72310952 (+)	65221
208313_s_at	splicing factor 1	SF1	chr11:64288653-64302811 (-)	14158
201070_x_at	splicing factor 3b, subunit 1, 155kDa	SF3B1	chr2:197964694-198008011 (-)	43317
201071_x_at	splicing factor 3b, subunit 1, 155kDa	SF3B1	chr2:197964944-198007968 (-)	43024
211185_s_at	splicing factor 3b, subunit 1, 155kDa	SF3B1	chr9:96260497-96262286 (-)	1789
214305_s_at	splicing factor 3b, subunit 1, 155kDa	SF3B1	chr2:197978108-197981454 (-)	3346
200619_at	splicing factor 3b, subunit 2, 145kDa	SF3B2	chr11:65576453-65592945 (+)	16492
214016_s_at	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)	SFPQ	chr1:35414567-35428744 (-)	14177
200892_s_at	splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)	SFRS10	chr3:187117810-187138485 (-)	20675
210180_s_at	splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)	SFRS10	chr3:187132241-187138495 (-)	6254
200685_at	splicing factor, arginine/serine-rich 11	SFRS11	chr1:70443952-70491318 (+)	47366
212179_at	splicing factor, arginine/serine-rich 18	SFRS18	chr6:99953254-99958108 (-)	4854
200754_x_at	splicing factor, arginine/serine-rich 2	SFRS2	chr17:72241799-72244992 (-)	3193
214882_s_at	splicing factor, arginine/serine-rich 2	SFRS2	chr17:72241793-72244993 (-)	3200
214789_x_at	splicing factor, arginine/serine-rich 2B	SFRS2B	chr11:94440068-94441931 (+)	1863
202899_s_at	splicing factor, arginine/serine-rich 3	SFRS3	chr11:18643172-18643706 (+)	534
208673_s_at	splicing factor, arginine/serine-rich 3	SFRS3	chr11:18643075-18644602 (+)	1527
201696_at	splicing factor, arginine/serine-rich 4	SFRS4	chr1:29346977-29380899 (-)	33922
210077_s_at	splicing factor, arginine/serine-rich 5	SFRS5	chr14:69303651-69305867 (+)	2216
212266_s_at	splicing factor, arginine/serine-rich 5	SFRS5	chr14:69303574-69308220 (+)	4646
206108_s_at	splicing factor, arginine/serine-rich 6	SFRS6	chr20:41519981-41523388 (+)	3407
208804_s_at	splicing factor, arginine/serine-rich 6	SFRS6	chr20:41519946-41525659 (+)	5713
213649_at	splicing factor, arginine/serine-rich 7, 35kDa	SFRS7	chr2:38825541-38832008 (-)	6467
214141_x_at	splicing factor, arginine/serine-rich 7, 35kDa	SFRS7	chr2:38825539-38832005 (-)	6466
202773_s_at	splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila)	SFRS8	chr12:130761589-130850236 (+)	88647
202774_s_at	splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila)	SFRS8	chr12:130761589-130850236 (+)	88647
201698_s_at	splicing factor, arginine/serine-rich 9	SFRS9	chr12:119383853-119391847 (-)	7994
202276_at	split hand/foot malformation (ectrodactyly) type 1	SHFM1	chr7:96156016-96177139 (-)	21123
209437_s_at	spondin 1, extracellular matrix protein	SPON1	chr11:13941003-14244437 (+)	303434
213993_at	spondin 1, extracellular matrix protein	SPON1	chr11:14244993-14246232 (+)	1239
204011_at	sprouty homolog 2 (Drosophila)	SPRY2	chr13:79808114-79813087 (-)	4973
221489_s_at	sprouty homolog 4 (Drosophila)	SPRY4	chr11:64964455-64968295 (+)	3840
209127_s_at	squamous cell carcinoma antigen recognized by T cells 3	SART3	chr12:107440122-107479070 (-)	38948
204361_s_at	src kinase associated phosphoprotein 2	SKAP2	chr7:26675636-26870589 (-)	194953
204362_at	src kinase associated phosphoprotein 2	SKAP2	chr7:26674825-26870736 (-)	195911
203761_at	Src-like-adaptor	SLA	chr8:134118155-134141628 (-)	23473
201417_at	SRY (sex determining region Y)-box 4	SOX4	chr6:21700978-21706829 (+)	5851
202936_s_at	SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)	SOX9	chr17:67628755-67634156 (+)	5401
