# Generate Mapping Tables Script: Version 4 11:03 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:03 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
refseq_dna|NM_000148|NM_000148	hgnc_symbol|FUT1|FUT1
refseq_dna|NM_032348|NM_032348	hgnc_symbol|MGC3047|MGC3047
refseq_dna|NM_005426|NM_005426	hgnc_symbol|TP53BP2|TP53BP2
refseq_dna|NM_000176|NM_000176	hgnc_symbol|NR3C1|NR3C1
refseq_dna|NM_005301|NM_005301	hgnc_symbol|GPR35|GPR35
refseq_dna|NM_017787|NM_017787	hgnc_symbol|C10orf26|C10orf26
refseq_dna|NM_004521|NM_004521	hgnc_symbol|KIF5B|KIF5B
refseq_dna|NM_007021|NM_007021	hgnc_symbol|C10orf10|C10orf10
entrezgene|AY358828|84631	hgnc_symbol|SLITRK2|SLITRK2
refseq_dna|NM_198531|NM_198531	hgnc_symbol|ATP9B|ATP9B
refseq_dna|NM_006676|NM_006676	hgnc_symbol|USP20|USP20
refseq_dna|NM_017644|NM_017644	hgnc_symbol|DRE1|DRE1
refseq_dna|NM_000466|NM_000466	hgnc_symbol|PEX1|PEX1
refseq_dna|NM_152455|NM_152455	hgnc_symbol|FLJ35867|FLJ35867
refseq_dna|NM_014473|NM_014473	hgnc_symbol|HSA9761|HSA9761
refseq_dna|NM_033386|NM_033386	hgnc_symbol|MICAL-L1|MICAL-L1
refseq_dna|NM_004504|NM_004504	hgnc_symbol|HRB|HRB
refseq_dna|NM_001007561|NM_001007561	hgnc_symbol|FKSG27|FKSG27
refseq_dna|NM_018170|NM_018170	hgnc_symbol|P15RS|P15RS
entrezgene|AK023765|23276	hgnc_symbol|KLHL18|KLHL18
refseq_dna|NM_019084|NM_019084	hgnc_symbol|CCNJ|CCNJ
refseq_dna|NM_014184|NM_014184	hgnc_symbol|HSPC163|HSPC163
refseq_dna|NM_153334|NM_153334	hgnc_symbol|SCARF2|SCARF2
refseq_dna|NM_017679|NM_017679	hgnc_symbol|BCAS3|BCAS3
refseq_dna|NM_014665|NM_014665	hgnc_symbol|LRRC14|LRRC14
refseq_dna|NM_015245|NM_015245	hgnc_symbol|ANKS1|ANKS1
refseq_dna|NM_080764|NM_080764	hgnc_symbol|SUHW2|SUHW2
refseq_dna|NM_016930|NM_016930	hgnc_symbol|STX18|STX18
refseq_dna|NM_018445|NM_018445	hgnc_symbol|SELS|SELS
refseq_dna|NM_173475|NM_173475	hgnc_symbol|MGC48972|MGC48972
refseq_dna|NM_012255|NM_012255	hgnc_symbol|XRN2|XRN2
refseq_dna|NM_012255|NM_012255	hgnc_symbol|XRN2|XRN2
refseq_dna|NM_012255|NM_012255	hgnc_symbol|XRN2|XRN2
refseq_dna|NM_032701|NM_032701	hgnc_symbol|SUV420H2|SUV420H2
refseq_dna|NM_005065|NM_005065	hgnc_symbol|SEL1L|SEL1L
refseq_dna|NM_001792|NM_001792	hgnc_symbol|CDH2|CDH2
refseq_dna|NM_152624|NM_152624	hgnc_symbol|DCP2|DCP2
refseq_dna|NM_152624|NM_152624	hgnc_symbol|DCP2|DCP2
refseq_dna|NM_032831|NM_032831	hgnc_symbol|C7orf19|C7orf19
entrezgene|AK092776|132001	hgnc_symbol|MGC16471|MGC16471
refseq_dna|NM_138962|NM_138962	hgnc_symbol|MSI2|MSI2
refseq_dna|NM_170721|NM_170721	hgnc_symbol|MSI2|MSI2
refseq_dna|NM_018126|NM_018126	hgnc_symbol|TMEM33|TMEM33
refseq_dna|NM_014745|NM_014745	hgnc_symbol|FAM38A|FAM38A
refseq_dna|NM_016315|NM_016315	hgnc_symbol|GULP1|GULP1
refseq_dna|NM_138363|NM_138363	hgnc_symbol|LOC90799|LOC90799
refseq_dna|NM_022822|NM_022822	hgnc_symbol|KLC2|KLC2
refseq_dna|NM_013276|NM_013276	hgnc_symbol|CARKL|CARKL
refseq_dna|NM_014066|NM_014066	hgnc_symbol|COMMD5|COMMD5
refseq_dna|NM_031905|NM_031905	hgnc_symbol|SVH|SVH
refseq_dna|NM_000921|NM_000921	hgnc_symbol|PDE3A|PDE3A
refseq_dna|NM_006617|NM_006617	hgnc_symbol|NES|NES
entrezgene|AB023173|23200	hgnc_symbol|ATP11B|ATP11B
refseq_dna|NM_013409|NM_013409	hgnc_symbol|FST|FST
refseq_dna|NM_001363|NM_001363	hgnc_symbol|DKC1|DKC1
refseq_dna|NM_001024|NM_001024	hgnc_symbol|RPS21|RPS21
refseq_dna|NM_002285|NM_002285	hgnc_symbol|LAF4|LAF4
refseq_dna|NM_007240|NM_007240	hgnc_symbol|DUSP12|DUSP12
refseq_dna|NM_015694|NM_015694	hgnc_symbol|KIAA1285|KIAA1285
refseq_dna|NM_017799|NM_017799	hgnc_symbol|C14orf101|C14orf101
refseq_dna|NM_016217|NM_016217	hgnc_symbol|HECA|HECA
refseq_dna|NM_004259|NM_004259	hgnc_symbol|RECQL5|RECQL5
refseq_dna|NM_000411|NM_000411	hgnc_symbol|HLCS|HLCS
refseq_dna|NM_005504|NM_005504	hgnc_symbol|BCAT1|BCAT1
refseq_dna|NM_004539|NM_004539	hgnc_symbol|NARS|NARS
refseq_dna|NM_005229|NM_005229	hgnc_symbol|ELK1|ELK1
refseq_dna|NM_004565|NM_004565	hgnc_symbol|PEX14|PEX14
refseq_dna|NM_007002|NM_007002	hgnc_symbol|ADRM1|ADRM1
refseq_dna|NM_013281|NM_013281	hgnc_symbol|FLRT3|FLRT3
refseq_dna|NM_058243|NM_058243	hgnc_symbol|BRD4|BRD4
refseq_dna|NM_014299|NM_014299	hgnc_symbol|BRD4|BRD4
refseq_dna|NM_015089|NM_015089	hgnc_symbol|PARC|PARC
refseq_dna|NM_015590|NM_015590	hgnc_symbol|GPATC4|GPATC4
refseq_dna|NM_004218|NM_004218	hgnc_symbol|RAB11B|RAB11B
refseq_dna|NM_018071|NM_018071	hgnc_symbol|FLJ10357|FLJ10357
refseq_dna|NM_003056|NM_003056	hgnc_symbol|SLC19A1|SLC19A1
refseq_dna|NM_138778|NM_138778	hgnc_symbol|C9orf112|C9orf112
refseq_dna|NM_152449|NM_152449	hgnc_symbol|FLJ33008|FLJ33008
refseq_dna|NM_032792|NM_032792	hgnc_symbol|ZNF499|ZNF499
refseq_dna|NM_014814|NM_014814	hgnc_symbol|p44S10|p44S10
refseq_dna|NM_014767|NM_014767	hgnc_symbol|SPOCK2|SPOCK2
refseq_dna|NM_004926|NM_004926	hgnc_symbol|ZFP36L1|ZFP36L1
refseq_dna|NM_004926|NM_004926	hgnc_symbol|ZFP36L1|ZFP36L1
refseq_dna|NM_003213|NM_003213	hgnc_symbol|TEAD4|TEAD4
refseq_dna|NM_002268|NM_002268	hgnc_symbol|KPNA4|KPNA4
refseq_dna|NM_015534|NM_015534	hgnc_symbol|ZZZ3|ZZZ3
refseq_dna|NM_022779|NM_022779	hgnc_symbol|DDX31|DDX31
refseq_dna|NM_005585|NM_005585	hgnc_symbol|SMAD6|SMAD6
refseq_dna|NM_182314|NM_182314	hgnc_symbol|COVA1|COVA1
refseq_dna|NM_003257|NM_003257	hgnc_symbol|TJP1|TJP1
refseq_dna|NM_032740|NM_032740	hgnc_symbol|MGC5391|MGC5391
refseq_dna|NM_006874|NM_006874	hgnc_symbol|ELF2|ELF2
refseq_dna|NM_030665|NM_030665	hgnc_symbol|RAI1|RAI1
refseq_dna|NM_015497|NM_015497	hgnc_symbol|DKFZP564G2022|DKFZP564G2022
refseq_dna|NM_005851|NM_005851	hgnc_symbol|DOC-1R|DOC-1R
refseq_dna|NM_030912|NM_030912	hgnc_symbol|TRIM8|TRIM8
refseq_dna|NM_021190|NM_021190	hgnc_symbol|PTBP2|PTBP2
refseq_dna|NM_006196|NM_006196	hgnc_symbol|PCBP1|PCBP1
refseq_dna|NM_015723|NM_015723	hgnc_symbol|IPLA2(GAMMA)|IPLA2(GAMMA)
refseq_dna|NM_032779|NM_032779	hgnc_symbol|FLJ14397|FLJ14397
entrezgene|AF055899|10999	hgnc_symbol|SLC27A4|SLC27A4
refseq_dna|NM_022486|NM_022486	hgnc_symbol|SUSD1|SUSD1
refseq_dna|NM_020410|NM_020410	hgnc_symbol|ATP13A1|ATP13A1
refseq_dna|NM_018181|NM_018181	hgnc_symbol|ZNF532|ZNF532
entrezgene|AB046849|55205	hgnc_symbol|ZNF532|ZNF532
refseq_dna|NM_000553|NM_000553	hgnc_symbol|WRN|WRN
refseq_dna|NM_001375|NM_001375	hgnc_symbol|DNASE2|DNASE2
refseq_dna|NM_007024|NM_007024	hgnc_symbol|PL6|PL6
refseq_dna|NM_177453|NM_177453	hgnc_symbol|PAQR3|PAQR3
entrezgene|BC071555|3572	hgnc_symbol|IL6ST|IL6ST
refseq_dna|NM_002184|NM_002184	hgnc_symbol|IL6ST|IL6ST
refseq_dna|NM_014693|NM_014693	hgnc_symbol|ECE2|ECE2
refseq_dna|NM_032331|NM_032331	hgnc_symbol|MGC2408|MGC2408
refseq_dna|NM_022036|NM_022036	hgnc_symbol|GPRC5C|GPRC5C
entrezgene|AK055693|253461	hgnc_symbol|FLJ35036|FLJ35036
entrezgene|AK025985|253461	hgnc_symbol|FLJ35036|FLJ35036
refseq_dna|NM_015466|NM_015466	hgnc_symbol|PTPN23|PTPN23
refseq_dna|NM_030751|NM_030751	hgnc_symbol|TCF8|TCF8
refseq_dna|NM_017802|NM_017802	hgnc_symbol|FLJ20397|FLJ20397
refseq_dna|NM_002952|NM_002952	hgnc_symbol|RPS2|RPS2
refseq_dna|NM_017702|NM_017702	hgnc_symbol|FLJ20186|FLJ20186
refseq_dna|NM_003201|NM_003201	hgnc_symbol|TFAM|TFAM
refseq_dna|NM_003659|NM_003659	hgnc_symbol|AGPS|AGPS
refseq_dna|NM_014363|NM_014363	hgnc_symbol|SACS|SACS
refseq_dna|NM_014597|NM_014597	hgnc_symbol|ERBP|ERBP
refseq_dna|NM_006212|NM_006212	hgnc_symbol|PFKFB2|PFKFB2
refseq_dna|NM_001745|NM_001745	hgnc_symbol|CAMLG|CAMLG
refseq_dna|NM_020674|NM_020674	hgnc_symbol|CYP20A1|CYP20A1
refseq_dna|NM_015889|NM_015889	hgnc_symbol|PCQAP|PCQAP
refseq_dna|NM_001020|NM_001020	hgnc_symbol|RPS16|RPS16
refseq_dna|NM_005016|NM_005016	hgnc_symbol|PCBP2|PCBP2
refseq_dna|NM_016463|NM_016463	hgnc_symbol|CXXC5|CXXC5
refseq_dna|NM_003036|NM_003036	hgnc_symbol|SKI|SKI
refseq_dna|NM_181521|NM_181521	hgnc_symbol|CKLFSF4|CKLFSF4
refseq_dna|NM_004424|NM_004424	hgnc_symbol|E4F1|E4F1
refseq_dna|NM_003489|NM_003489	hgnc_symbol|NRIP1|NRIP1
embl|BX640641|BX640641	hgnc_symbol|C6orf107|C6orf107
entrezgene|AK091923|125058	hgnc_symbol|TBC1D16|TBC1D16
refseq_dna|NM_018651|NM_018651	hgnc_symbol|ZNF167|ZNF167
refseq_dna|NM_002198|NM_002198	hgnc_symbol|IRF1|IRF1
refseq_dna|NM_018177|NM_018177	hgnc_symbol|N4BP2|N4BP2
refseq_dna|NM_138558|NM_138558	hgnc_symbol|PPP1R8|PPP1R8
refseq_dna|NM_138558|NM_138558	hgnc_symbol|PPP1R8|PPP1R8
refseq_dna|NM_144996|NM_144996	hgnc_symbol|ARL2L1|ARL2L1
refseq_dna|NM_003680|NM_003680	hgnc_symbol|YARS|YARS
refseq_dna|NM_002073|NM_002073	hgnc_symbol|GNAZ|GNAZ
refseq_dna|NM_017684|NM_017684	hgnc_symbol|VPS13C|VPS13C
entrezgene|AK001243|54832	hgnc_symbol|VPS13C|VPS13C
refseq_dna|NM_194449|NM_194449	hgnc_symbol|PLEKHE1|PLEKHE1
refseq_dna|NM_018999|NM_018999	hgnc_symbol|KIAA1128|KIAA1128
refseq_dna|NM_014044|NM_014044	hgnc_symbol|UNC50|UNC50
refseq_dna|NM_000837|NM_000837	hgnc_symbol|GRINA|GRINA
refseq_dna|NM_018348|NM_018348	hgnc_symbol|FLJ11171|FLJ11171
refseq_dna|NM_181430|NM_181430	hgnc_symbol|FOXK2|FOXK2
refseq_dna|NM_015271|NM_015271	hgnc_symbol|TRIM2|TRIM2
refseq_dna|NM_019104|NM_019104	hgnc_symbol|F25965|F25965
refseq_dna|NM_003824|NM_003824	hgnc_symbol|FADD|FADD
entrezgene|AK023303|11316	hgnc_symbol|COPE|COPE
refseq_dna|NM_007263|NM_007263	hgnc_symbol|COPE|COPE
refseq_dna|NM_007218|NM_007218	hgnc_symbol|RNF139|RNF139
refseq_dna|NM_004225|NM_004225	hgnc_symbol|MFHAS1|MFHAS1
refseq_dna|NM_001901|NM_001901	hgnc_symbol|CTGF|CTGF
entrezgene|AB002313|23654	hgnc_symbol|PLXNB2|PLXNB2
refseq_dna|NM_015571|NM_015571	hgnc_symbol|SENP6|SENP6
refseq_dna|NM_020345|NM_020345	hgnc_symbol|NKIRAS1|NKIRAS1
refseq_dna|NM_018143|NM_018143	hgnc_symbol|KLHL11|KLHL11
refseq_dna|NM_018569|NM_018569	hgnc_symbol|C4orf16|C4orf16
embl|THC2163556|THC2163556	hgnc_symbol|THC2163556|THC2163556
refseq_dna|NM_152544|NM_152544	hgnc_symbol|FLJ35725|FLJ35725
refseq_dna|NM_052965|NM_052965	hgnc_symbol|C1orf19|C1orf19
refseq_dna|NM_006515|NM_006515	hgnc_symbol|SETMAR|SETMAR
refseq_dna|NM_007242|NM_007242	hgnc_symbol|DDX19|DDX19
embl|AB082523|AB082523	hgnc_symbol|TTC21B|TTC21B
refseq_dna|NM_012140|NM_012140	hgnc_symbol|SLC25A10|SLC25A10
refseq_dna|NM_012341|NM_012341	hgnc_symbol|GTPBP4|GTPBP4
refseq_dna|NM_005147|NM_005147	hgnc_symbol|DNAJA3|DNAJA3
refseq_dna|NM_004582|NM_004582	hgnc_symbol|RABGGTB|RABGGTB
refseq_dna|NM_024102|NM_024102	hgnc_symbol|MEP50|MEP50
refseq_dna|NM_017789|NM_017789	hgnc_symbol|SEMA4C|SEMA4C
refseq_dna|NM_031417|NM_031417	hgnc_symbol|MARK4|MARK4
refseq_dna|NM_016040|NM_016040	hgnc_symbol|TMED5|TMED5
refseq_dna|NM_006901|NM_006901	hgnc_symbol|MYO9A|MYO9A
refseq_dna|NM_005188|NM_005188	hgnc_symbol|CBL|CBL
refseq_dna|NM_003204|NM_003204	hgnc_symbol|NFE2L1|NFE2L1
refseq_dna|NM_007096|NM_007096	hgnc_symbol|CLTA|CLTA
entrezgene|AK128205|56905	hgnc_symbol|DKFZP434H132|DKFZP434H132
refseq_dna|NM_003804|NM_003804	hgnc_symbol|RIPK1|RIPK1
refseq_dna|NM_006623|NM_006623	hgnc_symbol|PHGDH|PHGDH
refseq_dna|NM_015833|NM_015833	hgnc_symbol|ADARB1|ADARB1
refseq_dna|NM_006313|NM_006313	hgnc_symbol|USP15|USP15
refseq_dna|NM_022452|NM_022452	hgnc_symbol|FBS1|FBS1
refseq_dna|NM_030979|NM_030979	hgnc_symbol|PABPC3|PABPC3
refseq_dna|NM_025204|NM_025204	hgnc_symbol|PP2447|PP2447
refseq_dna|NM_002923|NM_002923	hgnc_symbol|RGS2|RGS2
refseq_dna|NM_182491|NM_182491	hgnc_symbol|LOC90637|LOC90637
refseq_dna|NM_025069|NM_025069	hgnc_symbol|FLJ14299|FLJ14299
entrezgene|AK056503|57223	hgnc_symbol|KIAA1387|KIAA1387
refseq_dna|NM_002194|NM_002194	hgnc_symbol|INPP1|INPP1
refseq_dna|NM_181503|NM_181503	hgnc_symbol|EXOSC8|EXOSC8
refseq_dna|NM_181503|NM_181503	hgnc_symbol|EXOSC8|EXOSC8
refseq_dna|NM_012265|NM_012265	hgnc_symbol|C22orf3|C22orf3
refseq_dna|NM_032520|NM_032520	hgnc_symbol|GNPTG|GNPTG
refseq_dna|NM_016074|NM_016074	hgnc_symbol|CGI-143|CGI-143
refseq_dna|NM_014296|NM_014296	hgnc_symbol|CAPN7|CAPN7
refseq_dna|NM_002911|NM_002911	hgnc_symbol|RENT1|RENT1
refseq_dna|NM_014062|NM_014062	hgnc_symbol|NOB1P|NOB1P
refseq_dna|NM_018656|NM_018656	hgnc_symbol|SLC35E3|SLC35E3
refseq_dna|NM_003713|NM_003713	hgnc_symbol|PPAP2B|PPAP2B
refseq_dna|NM_017983|NM_017983	hgnc_symbol|WIPI49|WIPI49
refseq_dna|NM_014284|NM_014284	hgnc_symbol|NCDN|NCDN
refseq_dna|NM_020684|NM_020684	hgnc_symbol|RHBDL7|RHBDL7
refseq_dna|NM_006420|NM_006420	hgnc_symbol|ARFGEF2|ARFGEF2
refseq_dna|NM_021638|NM_021638	hgnc_symbol|AFAP|AFAP
refseq_dna|NM_015428|NM_015428	hgnc_symbol|ZNF473|ZNF473
refseq_dna|NM_201380|NM_201380	hgnc_symbol|PLEC1|PLEC1
refseq_dna|NM_032988|NM_032988	hgnc_symbol|TBL2|TBL2
refseq_dna|NM_005384|NM_005384	hgnc_symbol|NFIL3|NFIL3
refseq_dna|NM_021934|NM_021934	hgnc_symbol|FLJ11773|FLJ11773
refseq_dna|NM_018403|NM_018403	hgnc_symbol|DCP1A|DCP1A
refseq_dna|NM_003683|NM_003683	hgnc_symbol|D21S2056E|D21S2056E
entrezgene|AK024437|23162	hgnc_symbol|MAPK8IP3|MAPK8IP3
refseq_dna|NM_019037|NM_019037	hgnc_symbol|EXOSC4|EXOSC4
refseq_dna|NM_012236|NM_012236	hgnc_symbol|SCMH1|SCMH1
refseq_dna|NM_002227|NM_002227	hgnc_symbol|JAK1|JAK1
refseq_dna|NM_006387|NM_006387	hgnc_symbol|CHERP|CHERP
refseq_dna|NM_020158|NM_020158	hgnc_symbol|EXOSC5|EXOSC5
refseq_dna|NM_021939|NM_021939	hgnc_symbol|FKBP10|FKBP10
refseq_dna|NM_023011|NM_023011	hgnc_symbol|UPF3A|UPF3A
refseq_dna|NM_023011|NM_023011	hgnc_symbol|UPF3A|UPF3A
refseq_dna|NM_153607|NM_153607	hgnc_symbol|LOC153222|LOC153222
refseq_dna|NM_015076|NM_015076	hgnc_symbol|CDC2L6|CDC2L6
refseq_dna|NM_001004|NM_001004	hgnc_symbol|RPLP2|RPLP2
refseq_dna|NM_017556|NM_017556	hgnc_symbol|FBLP-1|FBLP-1
refseq_dna|NM_144563|NM_144563	hgnc_symbol|RPIA|RPIA
entrezgene|AJ404330|23232	hgnc_symbol|TBC1D12|TBC1D12
refseq_dna|NM_014106|NM_014106	hgnc_symbol|FLJ20582|FLJ20582
refseq_dna|NM_014660|NM_014660	hgnc_symbol|PHF14|PHF14
refseq_dna|NM_015092|NM_015092	hgnc_symbol|SMG1|SMG1
refseq_dna|NM_015092|NM_015092	hgnc_symbol|SMG1|SMG1
refseq_dna|NM_006291|NM_006291	hgnc_symbol|TNFAIP2|TNFAIP2
refseq_dna|NM_004600|NM_004600	hgnc_symbol|SSA2|SSA2
entrezgene|AF173389|8411	hgnc_symbol|AF173389|AF173389
refseq_dna|NM_003566|NM_003566	hgnc_symbol|EEA1|EEA1
refseq_dna|NM_175047|NM_175047	hgnc_symbol|PILRB|PILRB
refseq_dna|NM_022089|NM_022089	hgnc_symbol|ATP13A2|ATP13A2
refseq_dna|NM_015208|NM_015208	hgnc_symbol|ANKRD12|ANKRD12
refseq_dna|NM_032429|NM_032429	hgnc_symbol|LZTS2|LZTS2
refseq_dna|NM_025238|NM_025238	hgnc_symbol|BTBD1|BTBD1
refseq_dna|NM_025215|NM_025215	hgnc_symbol|PUS1|PUS1
refseq_dna|NM_018717|NM_018717	hgnc_symbol|MAML3|MAML3
refseq_dna|NM_005035|NM_005035	hgnc_symbol|POLRMT|POLRMT
refseq_dna|NM_021960|NM_021960	hgnc_symbol|MCL1|MCL1
refseq_dna|NM_172345|NM_172345	hgnc_symbol|SPAG9|SPAG9
entrezgene|BC007524|9043	hgnc_symbol|SPAG9|SPAG9
refseq_dna|NM_014631|NM_014631	hgnc_symbol|SH3MD1|SH3MD1
refseq_dna|NM_178867|NM_178867	hgnc_symbol|SFXN4|SFXN4
refseq_dna|NM_018128|NM_018128	hgnc_symbol|FLJ10534|FLJ10534
refseq_dna|NM_004524|NM_004524	hgnc_symbol|LLGL2|LLGL2
refseq_dna|NM_030964|NM_030964	hgnc_symbol|SPRY4|SPRY4
refseq_dna|NM_016442|NM_016442	hgnc_symbol|ARTS-1|ARTS-1
refseq_dna|NM_017955|NM_017955	hgnc_symbol|CDCA4|CDCA4
refseq_dna|NM_014425|NM_014425	hgnc_symbol|INVS|INVS
refseq_dna|NM_012318|NM_012318	hgnc_symbol|LETM1|LETM1
refseq_dna|NM_003720|NM_003720	hgnc_symbol|DSCR2|DSCR2
refseq_dna|NM_022482|NM_022482	hgnc_symbol|ZNF336|ZNF336
refseq_dna|NM_145685|NM_145685	hgnc_symbol|BRF1|BRF1
refseq_dna|NM_003131|NM_003131	hgnc_symbol|SRF|SRF
refseq_dna|NM_003516|NM_003516	hgnc_symbol|HIST2H2AA|HIST2H2AA
refseq_dna|NM_001261|NM_001261	hgnc_symbol|CDK9|CDK9
refseq_dna|NM_032166|NM_032166	hgnc_symbol|TREX1|TREX1
refseq_dna|NM_033627|NM_033627	hgnc_symbol|TREX1|TREX1
refseq_dna|NM_031922|NM_031922	hgnc_symbol|REPS1|REPS1
refseq_dna|NM_138425|NM_138425	hgnc_symbol|GRCC10|GRCC10
refseq_dna|NM_007371|NM_007371	hgnc_symbol|BRD3|BRD3
refseq_dna|NM_024894|NM_024894	hgnc_symbol|FLJ14075|FLJ14075
refseq_dna|NM_007171|NM_007171	hgnc_symbol|POMT1|POMT1
refseq_dna|NM_016955|NM_016955	hgnc_symbol|SLA/LP|SLA/LP
refseq_dna|NM_005934|NM_005934	hgnc_symbol|MLLT1|MLLT1
refseq_dna|NM_002037|NM_002037	hgnc_symbol|FYN|FYN
refseq_dna|NM_004731|NM_004731	hgnc_symbol|SLC16A7|SLC16A7
refseq_dna|NM_003214|NM_003214	hgnc_symbol|TEAD3|TEAD3
refseq_dna|NM_144775|NM_144775	hgnc_symbol|SMCR8|SMCR8
refseq_dna|NM_005707|NM_005707	hgnc_symbol|PDCD7|PDCD7
refseq_dna|NM_025176|NM_025176	hgnc_symbol|KIAA0980|KIAA0980
refseq_dna|NM_002386|NM_002386	hgnc_symbol|MC1R|MC1R
refseq_dna|NM_006086|NM_006086	hgnc_symbol|TUBB3|TUBB3
refseq_dna|NM_001723|NM_001723	hgnc_symbol|DST|DST
refseq_dna|NM_005871|NM_005871	hgnc_symbol|SMNDC1|SMNDC1
refseq_dna|NM_178326|NM_178326	hgnc_symbol|APG4B|APG4B
refseq_dna|NM_000418|NM_000418	hgnc_symbol|IL4R|IL4R
refseq_dna|NM_021132|NM_021132	hgnc_symbol|PPP3CB|PPP3CB
refseq_dna|NM_020313|NM_020313	hgnc_symbol|CIAPIN1|CIAPIN1
refseq_dna|NM_144683|NM_144683	hgnc_symbol|MGC23280|MGC23280
refseq_dna|NM_005845|NM_005845	hgnc_symbol|ABCC4|ABCC4
refseq_dna|NM_018235|NM_018235	hgnc_symbol|CNDP2|CNDP2
refseq_dna|NM_138361|NM_138361	hgnc_symbol|LRSAM1|LRSAM1
refseq_dna|NM_178815|NM_178815	hgnc_symbol|ARL8|ARL8
refseq_dna|NM_003618|NM_003618	hgnc_symbol|MAP4K3|MAP4K3
refseq_dna|NM_016227|NM_016227	hgnc_symbol|C1orf9|C1orf9
refseq_dna|NM_022082|NM_022082	hgnc_symbol|C20orf59|C20orf59
refseq_dna|NM_130837|NM_130837	hgnc_symbol|OPA1|OPA1
refseq_dna|NM_004815|NM_004815	hgnc_symbol|PARG1|PARG1
refseq_dna|NM_181877|NM_181877	hgnc_symbol|ZSCAN2|ZSCAN2
refseq_dna|NM_017894|NM_017894	hgnc_symbol|ZSCAN2|ZSCAN2
refseq_dna|NM_018149|NM_018149	hgnc_symbol|FLJ10587|FLJ10587
refseq_dna|NM_006451|NM_006451	hgnc_symbol|PAIP1|PAIP1
refseq_dna|NM_006451|NM_006451	hgnc_symbol|PAIP1|PAIP1
refseq_dna|NM_052950|NM_052950	hgnc_symbol|WDFY2|WDFY2
refseq_dna|NM_014388|NM_014388	hgnc_symbol|MGC29875|MGC29875
refseq_dna|NM_138773|NM_138773	hgnc_symbol|LOC91137|LOC91137
refseq_dna|NM_182551|NM_182551	hgnc_symbol|LYCAT|LYCAT
refseq_dna|NM_006041|NM_006041	hgnc_symbol|HS3ST3B1|HS3ST3B1
refseq_dna|NM_022041|NM_022041	hgnc_symbol|GAN|GAN
refseq_dna|NM_005081|NM_005081	hgnc_symbol|ZNF142|ZNF142
entrezgene|AK021529|80028	hgnc_symbol|FBXL18|FBXL18
refseq_dna|NM_024963|NM_024963	hgnc_symbol|FBXL18|FBXL18
entrezgene|AB020679|22879	hgnc_symbol|HSRG1|HSRG1
refseq_dna|NM_003922|NM_003922	hgnc_symbol|HERC1|HERC1
embl|AK125808|AK125808	hgnc_symbol|LOC91316|LOC91316
entrezgene|AF231919|9875	hgnc_symbol|C21orf108|C21orf108
entrezgene|AF196185|56288	hgnc_symbol|PARD3|PARD3
refseq_dna|NM_006391|NM_006391	hgnc_symbol|IPO7|IPO7
refseq_dna|NM_005882|NM_005882	hgnc_symbol|MAEA|MAEA
refseq_dna|NM_005257|NM_005257	hgnc_symbol|GATA6|GATA6
entrezgene|X95701|2627	hgnc_symbol|GATA6|GATA6
refseq_dna|NM_014303|NM_014303	hgnc_symbol|PES1|PES1
refseq_dna|NM_199417|NM_199417	hgnc_symbol|DKFZP564J0123|DKFZP564J0123
refseq_dna|NM_002912|NM_002912	hgnc_symbol|REV3L|REV3L
refseq_dna|NM_144599|NM_144599	hgnc_symbol|NIPA1|NIPA1
refseq_dna|NM_014030|NM_014030	hgnc_symbol|GIT1|GIT1
refseq_dna|NM_003271|NM_003271	hgnc_symbol|TM4SF7|TM4SF7
refseq_dna|NM_022827|NM_022827	hgnc_symbol|SSP411|SSP411
refseq_dna|NM_002568|NM_002568	hgnc_symbol|PABPC1|PABPC1
refseq_dna|NM_018364|NM_018364	hgnc_symbol|RSBN1|RSBN1
refseq_dna|NM_002691|NM_002691	hgnc_symbol|POLD1|POLD1
refseq_dna|NM_153813|NM_153813	hgnc_symbol|ZFPM1|ZFPM1
entrezgene|AK001563|55206	hgnc_symbol|SBNO1|SBNO1
refseq_dna|NM_021933|NM_021933	hgnc_symbol|FLJ12438|FLJ12438
refseq_dna|NM_022044|NM_022044	hgnc_symbol|SDF2L1|SDF2L1
refseq_dna|NM_015140|NM_015140	hgnc_symbol|KIAA0153|KIAA0153
refseq_dna|NM_030627|NM_030627	hgnc_symbol|CPEB4|CPEB4
refseq_dna|NM_005138|NM_005138	hgnc_symbol|SCO2|SCO2
refseq_dna|NM_007190|NM_007190	hgnc_symbol|SEC23IP|SEC23IP
refseq_dna|NM_018223|NM_018223	hgnc_symbol|CHFR|CHFR
refseq_dna|NM_021021|NM_021021	hgnc_symbol|SNTB1|SNTB1
refseq_dna|NM_019042|NM_019042	hgnc_symbol|FLJ20485|FLJ20485
refseq_dna|NM_138797|NM_138797	hgnc_symbol|LOC129138|LOC129138
refseq_dna|NM_001498|NM_001498	hgnc_symbol|GCLC|GCLC
entrezgene|M90656|2729	hgnc_symbol|GCLC|GCLC
