# Generate Mapping Tables Script: Version 4 11:03 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:03 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
refseq_dna|NM_002345|NM_002345	hgnc_symbol|LUM|LUM
entrezgene|AL562950|8907	hgnc_symbol|AP1M1|AP1M1
refseq_dna|NM_005242|NM_005242	hgnc_symbol|F2RL1|F2RL1
refseq_dna|NM_015658|NM_015658	hgnc_symbol|NOC2L|NOC2L
embl|AL133519|AL133519	hgnc_symbol|ACTR5|ACTR5
entrezgene|AB051495|55605	hgnc_symbol|KIF21A|KIF21A
embl|AA554827|AA554827	hgnc_symbol|TRIM50A|TRIM50A
entrezgene|AA976536|84154	hgnc_symbol|BXDC1|BXDC1
refseq_dna|NM_016640|NM_016640	hgnc_symbol|MRPS30|MRPS30
refseq_dna|NM_001916|NM_001916	hgnc_symbol|CYC1|CYC1
refseq_dna|NM_000593|NM_000593	hgnc_symbol|TAP1|TAP1
embl|BC005884|BC005884	hgnc_symbol|BID|BID
entrezgene|BG492359|387103	hgnc_symbol|C6orf173|C6orf173
entrezgene|AI672084|79184	hgnc_symbol|CXorf53|CXorf53
entrezgene|AL080089|516	hgnc_symbol|ATP5G1|ATP5G1
embl|M87338|M87338	hgnc_symbol|RFC2|RFC2
entrezgene|AI934557|54852	hgnc_symbol|PAQR5|PAQR5
entrezgene|J02923|3936	hgnc_symbol|LCP1|LCP1
entrezgene|AI380704|388962	hgnc_symbol|BOLA3|BOLA3
entrezgene|AI265933|133383	hgnc_symbol|MGC33648|MGC33648
embl|AI923458|AI923458	hgnc_symbol|ABHD11|ABHD11
refseq_dna|NM_021204|NM_021204	hgnc_symbol|MASA|MASA
entrezgene|BC001875|4241	hgnc_symbol|MFI2|MFI2
entrezgene|BC002700|3855	hgnc_symbol|KRT7|KRT7
refseq_dna|NM_020145|NM_020145	hgnc_symbol|SH3GLB2|SH3GLB2
entrezgene|AF222711|1488	hgnc_symbol|CTBP2|CTBP2
embl|AL136792|AL136792	hgnc_symbol|IQCE|IQCE
refseq_dna|NM_006225|NM_006225	hgnc_symbol|PLCD1|PLCD1
entrezgene|AW051379|790955	hgnc_symbol|MGC2477|MGC2477
refseq_dna|NM_024762|NM_024762	hgnc_symbol|ZNF552|ZNF552
refseq_dna|NM_003362|NM_003362	hgnc_symbol|UNG|UNG
entrezgene|AI857915|56931	hgnc_symbol|DUS3L|DUS3L
entrezgene|AK024913|8030	hgnc_symbol|CCDC6|CCDC6
entrezgene|AF334161|84524	hgnc_symbol|ZC3H8|ZC3H8
entrezgene|BC005264|6119	hgnc_symbol|RPA3|RPA3
refseq_dna|NM_021199|NM_021199	hgnc_symbol|SQRDL|SQRDL
entrezgene|AF151034|51239	hgnc_symbol|ANKRD39|ANKRD39
entrezgene|AI493303|131474	hgnc_symbol|CHCHD4|CHCHD4
refseq_dna|NM_013976|NM_013976	hgnc_symbol|GCDH|GCDH
entrezgene|AI809864|79896	hgnc_symbol|THNSL1|THNSL1
refseq_dna|NM_014317|NM_014317	hgnc_symbol|TPRT|TPRT
refseq_dna|NM_014721|NM_014721	hgnc_symbol|PHACTR2|PHACTR2
entrezgene|AL518627|3156	hgnc_symbol|HMGCR|HMGCR
refseq_dna|NM_030631|NM_030631	hgnc_symbol|SLC25A21|SLC25A21
entrezgene|BG112612|8893	hgnc_symbol|EIF2B5|EIF2B5
entrezgene|AF212233|90701	hgnc_symbol|SEC11L3|SEC11L3
refseq_dna|NM_002541|NM_002541	hgnc_symbol|OGDH|OGDH
refseq_dna|NM_005530|NM_005530	hgnc_symbol|IDH3A|IDH3A
entrezgene|BE326738|125228	hgnc_symbol|C18orf19|C18orf19
entrezgene|J03620|1738	hgnc_symbol|DLD|DLD
entrezgene|AL050217|115817	hgnc_symbol|DHRS1|DHRS1
embl|AL022237|AL022237	hgnc_symbol|MT|MT
embl|AL121900|AL121900	hgnc_symbol|SEC23B|SEC23B
entrezgene|BU682208|199857	hgnc_symbol|ALG14|ALG14
entrezgene|BE856637|727764	hgnc_symbol|MGC27019|MGC27019
entrezgene|U43522|2185	hgnc_symbol|PTK2B|PTK2B
entrezgene|U25804|837	hgnc_symbol|CASP4|CASP4
embl|AF320070|AF320070	hgnc_symbol|EHD4|EHD4
entrezgene|U20537|839	hgnc_symbol|CASP6|CASP6
entrezgene|AI967971|87178	hgnc_symbol|PNPT1|PNPT1
entrezgene|AL577446|11112	hgnc_symbol|HIBADH|HIBADH
refseq_dna|NM_021823|NM_021823	hgnc_symbol|PPCDC|PPCDC
refseq_dna|NM_001269|NM_001269	hgnc_symbol|RCC1|RCC1
entrezgene|AK000780|85476	hgnc_symbol|GFM1|GFM1
entrezgene|AI199355|10024	hgnc_symbol|TROAP|TROAP
refseq_dna|NM_004105|NM_004105	hgnc_symbol|EFEMP1|EFEMP1
refseq_dna|NM_001814|NM_001814	hgnc_symbol|CTSC|CTSC
entrezgene|AW194729|54957	hgnc_symbol|TXNL4B|TXNL4B
entrezgene|BE669553|65124	hgnc_symbol|C2orf26|C2orf26
embl|BC030754|BC030754
entrezgene|AB040903|55920	hgnc_symbol|RCC2|RCC2
entrezgene|AU157109|57698	hgnc_symbol|KIAA1598|KIAA1598
refseq_dna|NM_022121|NM_022121	hgnc_symbol|PERP|PERP
refseq_dna|NM_016172|NM_016172	hgnc_symbol|UBADC1|UBADC1
entrezgene|AK001710|117178	hgnc_symbol|SSX2IP|SSX2IP
refseq_dna|NM_025231|NM_025231	hgnc_symbol|ZNF435|ZNF435
entrezgene|AA994178|80179	hgnc_symbol|MYOHD1|MYOHD1
refseq_dna|NM_003618|NM_003618	hgnc_symbol|MAP4K3|MAP4K3
entrezgene|AF311312|6674	hgnc_symbol|SPAG1|SPAG1
entrezgene|BF344406|219927	hgnc_symbol|MRPL21|MRPL21
refseq_dna|NM_002818|NM_002818	hgnc_symbol|PSME2|PSME2
refseq_dna|NM_002634|NM_002634	hgnc_symbol|PHB|PHB
embl|BC011923|BC011923	hgnc_symbol|PRR8|PRR8
entrezgene|AW051349|1021	hgnc_symbol|CDK6|CDK6
refseq_dna|NM_023928|NM_023928	hgnc_symbol|AACS|AACS
entrezgene|BF038366|27346	hgnc_symbol|MAC30|MAC30
refseq_dna|NM_024693|NM_024693	hgnc_symbol|ECHDC3|ECHDC3
entrezgene|AL565621|23406	hgnc_symbol|COTL1|COTL1
entrezgene|BF112019|9317	hgnc_symbol|PTER|PTER
entrezgene|BC010850|54919	hgnc_symbol|FLJ20397|FLJ20397
refseq_dna|NM_017767|NM_017767	hgnc_symbol|SLC39A4|SLC39A4
refseq_dna|NM_006187|NM_006187	hgnc_symbol|OAS3|OAS3
refseq_dna|NM_023009|NM_023009	hgnc_symbol|MARCKSL1|MARCKSL1
embl|AI197932|AI197932
entrezgene|BC000948|55161	hgnc_symbol|TMEM33|TMEM33
refseq_dna|NM_022476|NM_022476	hgnc_symbol|FTS|FTS
refseq_dna|NM_017714|NM_017714	hgnc_symbol|TASP1|TASP1
entrezgene|BC001134|64400	hgnc_symbol|FTS|FTS
refseq_dna|NM_017786|NM_017786	hgnc_symbol|FLJ20366|FLJ20366
entrezgene|BC002746|1632	hgnc_symbol|DCI|DCI
entrezgene|AB049064|84667	hgnc_symbol|HES7|HES7
refseq_dna|NM_004862|NM_004862	hgnc_symbol|LITAF|LITAF
refseq_dna|NM_001047|NM_001047	hgnc_symbol|SRD5A1|SRD5A1
entrezgene|AI674731|256586	hgnc_symbol|LYSMD2|LYSMD2
entrezgene|BF984830|10743	hgnc_symbol|RAI1|RAI1
entrezgene|BF973374|389362	hgnc_symbol|LOC389362|LOC389362
entrezgene|AA037766|388610	hgnc_symbol|LOC388610|LOC388610
refseq_dna|NM_021067|NM_021067	hgnc_symbol|PSF1|PSF1
entrezgene|BC001917|4191	hgnc_symbol|MDH2|MDH2
entrezgene|BE245080|55161
refseq_dna|NM_012458|NM_012458	hgnc_symbol|TIMM13|TIMM13
embl|BE671038|BE671038	hgnc_symbol|LRRC16|LRRC16
refseq_dna|NM_004749|NM_004749	hgnc_symbol|TBRG4|TBRG4
entrezgene|AL136770|9069	hgnc_symbol|CLDN12|CLDN12
refseq_dna|NM_025233|NM_025233	hgnc_symbol|COASY|COASY
embl|R54683|R54683	hgnc_symbol|MCM6|MCM6
entrezgene|D79994|23189	hgnc_symbol|ANKRD15|ANKRD15
entrezgene|AI363836|2271	hgnc_symbol|FH|FH
entrezgene|BC005882|79720	hgnc_symbol|VPS37B|VPS37B
refseq_dna|NM_018283|NM_018283	hgnc_symbol|NUDT15|NUDT15
refseq_dna|NM_016017|NM_016017	hgnc_symbol|UCHL5|UCHL5
entrezgene|AF279372|3705	hgnc_symbol|ITPK1|ITPK1
entrezgene|AK025432|23078	hgnc_symbol|KIAA0564|KIAA0564
refseq_dna|NM_016096|NM_016096	hgnc_symbol|ZNF706|ZNF706
embl|AW451259|AW451259	hgnc_symbol|TNFRSF10A|TNFRSF10A
refseq_dna|NM_017528|NM_017528	hgnc_symbol|WBSCR22|WBSCR22
embl|AF070673|AF070673	hgnc_symbol|SNN|SNN
entrezgene|AF161419|54556	hgnc_symbol|ING3|ING3
entrezgene|M57731|2920	hgnc_symbol|CXCL2|CXCL2
entrezgene|AW235671|83591	hgnc_symbol|DKFZP564I0422|DKFZP564I0422
entrezgene|AL535380|694	hgnc_symbol|BTG1|BTG1
refseq_dna|NM_024613|NM_024613	hgnc_symbol|PLEKHF2|PLEKHF2
refseq_dna|NM_017735|NM_017735	hgnc_symbol|FLJ20272|FLJ20272
entrezgene|BC005147|2280	hgnc_symbol|FKBP1A|FKBP1A
entrezgene|BC006146|84306	hgnc_symbol|MGC13096|MGC13096
embl|AA731688|AA731688	hgnc_symbol|RALBP1|RALBP1
entrezgene|AI191897|494143	hgnc_symbol|LOC494143|LOC494143
embl|AK024577|AK024577	hgnc_symbol|KBTBD2|KBTBD2
entrezgene|AB032261|6319	hgnc_symbol|SCD|SCD
refseq_dna|NM_005402|NM_005402	hgnc_symbol|RALA|RALA
embl|AA832073|AA832073	hgnc_symbol|DKFZp586I1420|DKFZp586I1420
refseq_dna|NM_001038|NM_001038	hgnc_symbol|SCNN1A|SCNN1A
entrezgene|AL561296|1870	hgnc_symbol|E2F2|E2F2
entrezgene|AA130132|51274	hgnc_symbol|KLF3|KLF3
entrezgene|BC000729|8165	hgnc_symbol|AKAP1|AKAP1
refseq_dna|NM_002573|NM_002573	hgnc_symbol|PAFAH1B3|PAFAH1B3
embl|AJ010395|AJ010395	hgnc_symbol|DKC1|DKC1
entrezgene|AI356412|4067	hgnc_symbol|LYN|LYN
entrezgene|AB032987|57462	hgnc_symbol|KIAA1161|KIAA1161
entrezgene|AF312735|51251	hgnc_symbol|NT5C3|NT5C3
entrezgene|BC003163|29015	hgnc_symbol|SLC43A3|SLC43A3
entrezgene|BC003586|83787	hgnc_symbol|SVH|SVH
entrezgene|AF153330|10560	hgnc_symbol|SLC19A2|SLC19A2
refseq_dna|NM_006230|NM_006230	hgnc_symbol|POLD2|POLD2
embl|BE222078|BE222078
entrezgene|AI469403|23513	hgnc_symbol|SCRIB|SCRIB
refseq_dna|NM_015871|NM_015871	hgnc_symbol|ZNF593|ZNF593
refseq_dna|NM_006796|NM_006796	hgnc_symbol|AFG3L2|AFG3L2
embl|BG164358|BG164358	hgnc_symbol|DDX21 /// ZNF596|DDX21 /// ZNF596
refseq_dna|NM_017694|NM_017694	hgnc_symbol|FLJ20160|FLJ20160
embl|BF115851|BF115851
entrezgene|BC001149|10813	hgnc_symbol|UTP14A|UTP14A
refseq_dna|NM_018988|NM_018988	hgnc_symbol|GFOD1|GFOD1
refseq_dna|NM_017617|NM_017617	hgnc_symbol|NOTCH1|NOTCH1
entrezgene|AL581473|7123	hgnc_symbol|EXOSC7|EXOSC7
refseq_dna|NM_004704|NM_004704	hgnc_symbol|RNU3IP2|RNU3IP2
refseq_dna|NM_016183|NM_016183	hgnc_symbol|C1orf33|C1orf33
entrezgene|BE542684|1964	hgnc_symbol|EIF1AX|EIF1AX
entrezgene|AA044140|4793	hgnc_symbol|NFKBIB|NFKBIB
refseq_dna|NM_005505|NM_005505	hgnc_symbol|SCARB1|SCARB1
entrezgene|AA160604|26094	hgnc_symbol|WDR21A|WDR21A
entrezgene|BC000915|9124	hgnc_symbol|PDLIM1|PDLIM1
entrezgene|AK026922|151195	hgnc_symbol|FLJ40432|FLJ40432
entrezgene|AF022375|7422	hgnc_symbol|VEGF|VEGF
entrezgene|AA525163|23517	hgnc_symbol|SKIV2L2|SKIV2L2
refseq_dna|NM_013447|NM_013447	hgnc_symbol|EMR2|EMR2
entrezgene|AB032979|51605	hgnc_symbol|CGI-09|CGI-09
embl|AL031588|AL031588	hgnc_symbol|CELSR1|CELSR1
entrezgene|BC016789|219970	hgnc_symbol|GLYATL2|GLYATL2
entrezgene|AW068936|23250	hgnc_symbol|ATP11A|ATP11A
entrezgene|BF540829|51631	hgnc_symbol|HSPC268|HSPC268
refseq_dna|AC_006153|AC_006153	hgnc_symbol|LOC85865|LOC85865
refseq_dna|NM_002828|NM_002828	hgnc_symbol|PTPN2|PTPN2
entrezgene|AI342543|137835	hgnc_symbol|TMEM71|TMEM71
entrezgene|U37689|5437	hgnc_symbol|POLR2H|POLR2H
refseq_dna|NM_021158|NM_021158	hgnc_symbol|TRIB3|TRIB3
entrezgene|M60278|1839	hgnc_symbol|HBEGF|HBEGF
embl|AW071458|AW071458
entrezgene|AI824012|8204	hgnc_symbol|NRIP1|NRIP1
entrezgene|AW135279|151195	hgnc_symbol|FLJ40432|FLJ40432
entrezgene|AA824363|138241	hgnc_symbol|C9orf85|C9orf85
entrezgene|AI860341|30	hgnc_symbol|ACAA1|ACAA1
refseq_dna|NM_003707|NM_003707	hgnc_symbol|RUVBL1|RUVBL1
entrezgene|AB040120|64116	hgnc_symbol|SLC39A8|SLC39A8
entrezgene|AI769794|84910	hgnc_symbol|FLJ14681|FLJ14681
refseq_dna|NM_018456|NM_018456	hgnc_symbol|EAF2|EAF2
entrezgene|AI765051|55157	hgnc_symbol|DARS2|DARS2
embl|BG534511|BG534511	hgnc_symbol|KIAA0220|KIAA0220
embl|BE739287|BE739287
refseq_dna|NM_002467|NM_002467	hgnc_symbol|MYC|MYC
entrezgene|AI871620|56952	hgnc_symbol|PRTFDC1|PRTFDC1
entrezgene|BC000627|6774	hgnc_symbol|STAT3|STAT3
refseq_dna|NM_003761|NM_003761	hgnc_symbol|VAMP8|VAMP8
entrezgene|AF243433|84650	hgnc_symbol|EBPL|EBPL
refseq_dna|NM_000883|NM_000883	hgnc_symbol|IMPDH1|IMPDH1
entrezgene|M27093|1629	hgnc_symbol|DBT|DBT
refseq_dna|NM_004741|NM_004741	hgnc_symbol|NOLC1|NOLC1
entrezgene|AI610112|166815	hgnc_symbol|TIGD2|TIGD2
entrezgene|AA523733|55610	hgnc_symbol|FLJ20097|FLJ20097
entrezgene|AJ000008|5288	hgnc_symbol|PIK3C2G|PIK3C2G
entrezgene|BF476250|5738	hgnc_symbol|PTGFRN|PTGFRN
refseq_dna|NM_002829|NM_002829	hgnc_symbol|PTPN3|PTPN3
refseq_dna|NM_016310|NM_016310	hgnc_symbol|POLR3K|POLR3K
entrezgene|U14658|5395	hgnc_symbol|PMS2 /// PMS2CL|PMS2 /// PMS2CL
embl|BF507437|BF507437	hgnc_symbol|KIAA1961|KIAA1961
entrezgene|AF499009|84105	hgnc_symbol|PCBD2|PCBD2
refseq_dna|NM_018096|NM_018096	hgnc_symbol|NLE1|NLE1
entrezgene|AA533284|55615	hgnc_symbol|PRR5|PRR5
refseq_dna|NM_024571|NM_024571	hgnc_symbol|C16orf33|C16orf33
entrezgene|AK000253|55616	hgnc_symbol|DDEFL1|DDEFL1
refseq_dna|NM_002346|NM_002346	hgnc_symbol|LY6E|LY6E
embl|D17218|D17218	hgnc_symbol|CLN6|CLN6
refseq_dna|NM_014883|NM_014883	hgnc_symbol|FAM13A1|FAM13A1
refseq_dna|NM_015983|NM_015983	hgnc_symbol|UBE2D4|UBE2D4
entrezgene|BE464077|56647	hgnc_symbol|BCCIP|BCCIP
entrezgene|AF080255|8458	hgnc_symbol|TTF2|TTF2
refseq_dna|NM_018490|NM_018490	hgnc_symbol|LGR4|LGR4
entrezgene|M29277|4162	hgnc_symbol|MCAM|MCAM
entrezgene|BC006399|84816	hgnc_symbol|RTN4IP1|RTN4IP1
entrezgene|AL573201|23052	hgnc_symbol|KIAA0830|KIAA0830
embl|AA707320|AA707320	hgnc_symbol|AMMECR1|AMMECR1
entrezgene|AA191708|146223	hgnc_symbol|CKLFSF4|CKLFSF4
refseq_dna|NM_002894|NM_002894	hgnc_symbol|RBBP8|RBBP8
entrezgene|BC000966|27229	hgnc_symbol|76P|76P
entrezgene|AI990523|23294	hgnc_symbol|ANKS1|ANKS1
entrezgene|AI038059|1734	hgnc_symbol|DIO2|DIO2
refseq_dna|NM_024096|NM_024096	hgnc_symbol|XTP3TPA|XTP3TPA
entrezgene|AA134926|54961	hgnc_symbol|SSH3|SSH3
entrezgene|AK026883|80045	hgnc_symbol|GPR157|GPR157
entrezgene|AF087573|1676	hgnc_symbol|DFFA|DFFA
entrezgene|AA135522|23171	hgnc_symbol|GPD1L|GPD1L
refseq_dna|NM_020158|NM_020158	hgnc_symbol|EXOSC5|EXOSC5
entrezgene|AL513611|204	hgnc_symbol|AK2|AK2
entrezgene|U87954|5036	hgnc_symbol|PA2G4|PA2G4
entrezgene|AF051782|1729	hgnc_symbol|DIAPH1|DIAPH1
entrezgene|BG491842|23246	hgnc_symbol|BOP1|BOP1
entrezgene|AI809005|84451	hgnc_symbol|KIAA1804|KIAA1804
embl|AW162846|AW162846	hgnc_symbol|CAMK2N1|CAMK2N1
entrezgene|BC004490|2353	hgnc_symbol|FOS|FOS
entrezgene|BC003582|5435	hgnc_symbol|POLR2F|POLR2F
entrezgene|AV722693|2120	hgnc_symbol|ETV6|ETV6
entrezgene|AA191576|4869	hgnc_symbol|NPM1|NPM1
entrezgene|AW250904|89958	hgnc_symbol|C9orf140|C9orf140
refseq_dna|NM_012322|NM_012322	hgnc_symbol|LSM5|LSM5
refseq_dna|NM_018288|NM_018288	hgnc_symbol|PHF10|PHF10
entrezgene|BC005352|25816	hgnc_symbol|TNFAIP8|TNFAIP8
entrezgene|AI653608|10128	hgnc_symbol|LRPPRC|LRPPRC
entrezgene|AF227192|11022	hgnc_symbol|TDRKH|TDRKH
embl|AA150501|AA150501	hgnc_symbol|EMP1|EMP1
entrezgene|AV712602|201562	hgnc_symbol|PTPLB|PTPLB
entrezgene|AA702016|441024	hgnc_symbol|MTHFD2L|MTHFD2L
refseq_dna|NM_002646|NM_002646	hgnc_symbol|PIK3C2B|PIK3C2B
refseq_dna|NM_022098|NM_022098	hgnc_symbol|LOC63929|LOC63929
entrezgene|AF188204|51657	hgnc_symbol|STYXL1|STYXL1
entrezgene|AB045118|23401	hgnc_symbol|FRAT2|FRAT2
entrezgene|BF512139|55276	hgnc_symbol|PGM2|PGM2
refseq_dna|NM_024959|NM_024959	hgnc_symbol|SLC24A6|SLC24A6
refseq_dna|NM_000466|NM_000466	hgnc_symbol|PEX1|PEX1
embl|AW450675|AW450675
entrezgene|AI937446|285958	hgnc_symbol|LOC285958|LOC285958
entrezgene|AW242125|159195	hgnc_symbol|USP54|USP54
embl|AI201116|AI201116	hgnc_symbol|PPARD|PPARD
refseq_dna|NM_014038|NM_014038	hgnc_symbol|BZW2|BZW2
entrezgene|AI916274|1741	hgnc_symbol|DLG3|DLG3
entrezgene|D13891|3398	hgnc_symbol|ID2 /// ID2B|ID2 /// ID2B
entrezgene|BE465894|145482	hgnc_symbol|ZADH1|ZADH1
embl|BC009278|BC009278	hgnc_symbol|LOC440450|LOC440450
embl|AU153583|AU153583	hgnc_symbol|ATP5G3|ATP5G3
embl|AI885871|AI885871	hgnc_symbol|FLJ32549|FLJ32549
embl|BU617042|BU617042
refseq_dna|NM_002031|NM_002031	hgnc_symbol|FRK|FRK
refseq_dna|NM_017512|NM_017512	hgnc_symbol|ENOSF1|ENOSF1
entrezgene|AK001829|440498
refseq_dna|NM_014353|NM_014353	hgnc_symbol|RAB26|RAB26
entrezgene|AL136726|51805	hgnc_symbol|COQ3|COQ3
entrezgene|BC001173|8662	hgnc_symbol|EIF3S9|EIF3S9
entrezgene|BF345244|283989	hgnc_symbol|TSEN54|TSEN54
entrezgene|AJ002077|6809	hgnc_symbol|STX3A|STX3A
entrezgene|BC017347|645676	hgnc_symbol|ASH1L|ASH1L
refseq_dna|NM_006169|NM_006169	hgnc_symbol|NNMT|NNMT
entrezgene|BE300521|3638	hgnc_symbol|INSIG1|INSIG1
refseq_dna|NM_006443|NM_006443	hgnc_symbol|C6orf108|C6orf108
entrezgene|AA625133|79890	hgnc_symbol|RIN3|RIN3
entrezgene|AA469071|55612	hgnc_symbol|C20orf42|C20orf42
entrezgene|AI620827|162966	hgnc_symbol|ZNF600|ZNF600
entrezgene|BC000006|481	hgnc_symbol|ATP1B1|ATP1B1
entrezgene|U90339|132	hgnc_symbol|ADK|ADK
embl|BE622627|BE622627	hgnc_symbol|PIK3R3|PIK3R3
embl|AI769269|AI769269
refseq_dna|NM_025146|NM_025146	hgnc_symbol|MAK3|MAK3
refseq_dna|NM_030804|NM_030804	hgnc_symbol|C2orf31|C2orf31
embl|BC002556|BC002556	hgnc_symbol|RAB3IP|RAB3IP
entrezgene|AW962511|79703	hgnc_symbol|FLJ22531|FLJ22531
entrezgene|BC014677|132320	hgnc_symbol|FLJ30655|FLJ30655
embl|AA330389|AA330389	hgnc_symbol|CA8|CA8
entrezgene|T79953|9674	hgnc_symbol|KIAA0040|KIAA0040
embl|AK001164|AK001164
refseq_dna|NM_017780|NM_017780	hgnc_symbol|CHD7|CHD7
refseq_dna|NM_006303|NM_006303	hgnc_symbol|JTV1|JTV1
entrezgene|BF337790|5814	hgnc_symbol|PURB|PURB
embl|BC011742|BC011742	hgnc_symbol|SBF2|SBF2
refseq_dna|NM_016542|NM_016542	hgnc_symbol|MASK|MASK
entrezgene|U08032|6818	hgnc_symbol|SULT1A3 /// SULT1A4|SULT1A3 /// SULT1A4
entrezgene|M68874|5321	hgnc_symbol|PLA2G4A|PLA2G4A
entrezgene|BG255416|57291	hgnc_symbol|KIAA0114|KIAA0114
entrezgene|AW001274|81622	hgnc_symbol|UNC93B1|UNC93B1
refseq_dna|NM_006993|NM_006993	hgnc_symbol|NPM3|NPM3
entrezgene|CA307621|192111	hgnc_symbol|MGC5352|MGC5352
embl|AL162742|AL162742	hgnc_symbol|GSTO2|GSTO2
entrezgene|BE967532|4281	hgnc_symbol|MID1|MID1
refseq_dna|NM_024658|NM_024658	hgnc_symbol|IPO4|IPO4
entrezgene|BC000306|3033	hgnc_symbol|HADHSC|HADHSC
refseq_dna|NM_018214|NM_018214	hgnc_symbol|LRRC1|LRRC1
refseq_dna|NM_001540|NM_001540	hgnc_symbol|HSPB1|HSPB1
embl|AI446414|AI446414	hgnc_symbol|KITLG|KITLG
entrezgene|AI860150|2355	hgnc_symbol|FOSL2|FOSL2
embl|H16725|H16725
entrezgene|AL525412|26292	hgnc_symbol|MYCBP|MYCBP
refseq_dna|NM_147174|NM_147174	hgnc_symbol|HS6ST2|HS6ST2
entrezgene|U52144|3418	hgnc_symbol|IDH2|IDH2
entrezgene|AK022815|64795	hgnc_symbol|FLJ13910|FLJ13910
refseq_dna|NM_001393|NM_001393	hgnc_symbol|ECM2|ECM2
entrezgene|W46388|6648	hgnc_symbol|SOD2|SOD2
embl|BE878463|BE878463	hgnc_symbol|EGFR|EGFR
refseq_dna|NM_006378|NM_006378	hgnc_symbol|SEMA4D|SEMA4D
refseq_dna|NM_018235|NM_018235	hgnc_symbol|CNDP2|CNDP2
entrezgene|AB050049|64087	hgnc_symbol|MCCC2|MCCC2
entrezgene|AI620209|29952
entrezgene|AA100793|4008	hgnc_symbol|LMO7|LMO7
refseq_dna|NM_006824|NM_006824	hgnc_symbol|EBNA1BP2|EBNA1BP2
refseq_dna|NM_000687|NM_000687	hgnc_symbol|AHCY|AHCY
refseq_dna|NM_018697|NM_018697	hgnc_symbol|LANCL2|LANCL2
refseq_dna|NM_018077|NM_018077	hgnc_symbol|RBM28|RBM28
refseq_dna|NM_000666|NM_000666	hgnc_symbol|ACY1|ACY1
entrezgene|AI740938|221786	hgnc_symbol|ZNF655|ZNF655
refseq_dna|NM_002800|NM_002800	hgnc_symbol|PSMB9|PSMB9
entrezgene|AI363061|80790	hgnc_symbol|CMIP|CMIP
entrezgene|L04636|708	hgnc_symbol|C1QBP|C1QBP
entrezgene|AL133001|55959	hgnc_symbol|SULF2|SULF2
embl|AI357639|AI357639
embl|H78106|H78106
refseq_dna|NM_020247|NM_020247	hgnc_symbol|CABC1|CABC1
embl|AL551971|AL551971	hgnc_symbol|HRMT1L3|HRMT1L3
entrezgene|AA020920|374618	hgnc_symbol|TEX9|TEX9
refseq_dna|NM_016071|NM_016071	hgnc_symbol|MRPS33|MRPS33
entrezgene|AK001822|92714	hgnc_symbol|ARRDC1|ARRDC1
entrezgene|AI825926|5359	hgnc_symbol|PLSCR1|PLSCR1
refseq_dna|NM_153218|NM_153218	hgnc_symbol|FLJ38725|FLJ38725
refseq_dna|NM_000226|NM_000226	hgnc_symbol|KRT9|KRT9
entrezgene|AA728758|317762	hgnc_symbol|C14orf65|C14orf65
refseq_dna|NM_022750|NM_022750	hgnc_symbol|PARP12|PARP12
embl|AA169515|AA169515
refseq_dna|NM_002653|NM_002653	hgnc_symbol|PITX1|PITX1
refseq_dna|NM_023112|NM_023112	hgnc_symbol|OTUB2|OTUB2
entrezgene|BF056778|11019	hgnc_symbol|LIAS|LIAS
entrezgene|AW341440|64432	hgnc_symbol|MRPS25|MRPS25
refseq_dna|NM_007026|NM_007026	hgnc_symbol|DUSP14|DUSP14
refseq_dna|NM_004390|NM_004390	hgnc_symbol|CTSH|CTSH
embl|AL035689|AL035689	hgnc_symbol|NCOA7|NCOA7
refseq_dna|NM_020184|NM_020184	hgnc_symbol|CNNM4|CNNM4
entrezgene|BC004558|6242	hgnc_symbol|RTKN|RTKN
entrezgene|AK023744|58513	hgnc_symbol|EPS15L1|EPS15L1
embl|BG035985|BG035985	hgnc_symbol|HMGCS1|HMGCS1
refseq_dna|NM_005380|NM_005380	hgnc_symbol|NBL1|NBL1
refseq_dna|NM_001673|NM_001673	hgnc_symbol|ASNS|ASNS
refseq_dna|NM_005213|NM_005213	hgnc_symbol|CSTA|CSTA
refseq_dna|NM_001690|NM_001690	hgnc_symbol|ATP6V1A|ATP6V1A
embl|AA805622|AA805622
entrezgene|AA632295|85439	hgnc_symbol|STN2|STN2
refseq_dna|NM_005729|NM_005729	hgnc_symbol|PPIF|PPIF
entrezgene|AI936566|4173	hgnc_symbol|MCM4|MCM4
refseq_dna|NM_002253|NM_002253	hgnc_symbol|KDR|KDR
entrezgene|AA780381|5606	hgnc_symbol|MAP2K3|MAP2K3
embl|BF224444|BF224444
refseq_dna|NM_000210|NM_000210	hgnc_symbol|ITGA6|ITGA6
refseq_dna|NM_005627|NM_005627	hgnc_symbol|SGK|SGK
entrezgene|BF513121|3696
refseq_dna|NM_000392|NM_000392	hgnc_symbol|ABCC2|ABCC2
entrezgene|AI657069|64147	hgnc_symbol|KIF9|KIF9
entrezgene|AA001450|204962	hgnc_symbol|SLC44A5|SLC44A5
