ProbeName	p-value	FCAbsolute	regulation	[Control](raw)	[DMH](raw)	[Control](normalized)	[DMH](normalized)	GenbankAccession	GenomicCoordinates	GeneSymbol	Description	UniGeneID	EntrezGeneID	EnsemblID	TIGRID
A_52_P413623	0.026012221	2.5127628	up	76.00431	374.50204	0.92935723	2.2586317	NM_001004143	chr11:60966417-60966358	Usp22	Mus musculus ubiquitin specific peptidase 22 (Usp22), mRNA [NM_001004143]	Mm.30602	216825	ENSMUST00000041683	TC1597100
A_52_P515769	0.000463134	2.7692509	up	51.787548	292.6606	0.4625244	1.9320202	NM_017378	chr18:38426927-38426868	Pcdh12	Mus musculus protocadherin 12 (Pcdh12), mRNA [NM_017378]	Mm.12862	53601	ENSMUST00000025311	TC1597776
A_51_P133992	0.04537971	2.412613	down	7021.6587	5364.5586	7.3998265	6.12923	NM_001099917	chr10:80857614-80857673	2210404O07Rik	Mus musculus RIKEN cDNA 2210404O07 gene (2210404O07Rik), mRNA [NM_001099917]	Mm.253147	72273	ENSMUST00000118206	TC1648876
A_51_P335710	0.000217977	5.3019376	up	32.253323	342.83215	-0.24609073	2.160429	NM_018743	chr8:24292298-24291416	Agpat6	Mus musculus 1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta) (Agpat6), mRNA [NM_018743]	Mm.200898	102247	ENSMUST00000033949	TC1631713
A_51_P164286	3.52E-05	2.6128948	up	66.160736	358.9128	0.8388154	2.2244644	NM_021389	chrX:156409797-156409856	Sh3kbp1	Mus musculus SH3-domain kinase binding protein 1 (Sh3kbp1), transcript variant 2, mRNA [NM_021389]	Mm.286495	58194	ENSMUST00000073094	TC1649984
A_51_P323180	0.003451137	3.6536016	up	48.438152	343.23264	0.29326233	2.1625817	NM_172777	chr5:105509005-105508946	Gbp9	Mus musculus guanylate-binding protein 9 (Gbp9), mRNA [NM_172777]	Mm.425261	236573	ENSMUST00000031238	TC1585558
A_52_P550932	0.044798207	2.287309	up	183.0163	802.5087	2.1725187	3.36617	NM_008197	chr15:78859930-78859989	H1f0	Mus musculus H1 histone family, member 0 (H1f0), mRNA [NM_008197]	Mm.24350	14958		TC1633848
A_51_P322906	0.036300126	2.1555703	down	272.96475	241.38647	2.7619712	1.6539017	NM_008010	chr5:34078899-34078958	Fgfr3	Mus musculus fibroblast growth factor receptor 3 (Fgfr3), transcript variant 1, mRNA [NM_008010]	Mm.6904	14184	ENSMUST00000114411	TC1634819
A_51_P454008	0.010965054	3.9588013	up	58.359844	425.01147	0.48624244	2.471306	NM_008489	chr2:158154142-158157684	Lbp	Mus musculus lipopolysaccharide binding protein (Lbp), mRNA [NM_008489]	Mm.218846	16803	ENSMUST00000016168	TC1575413
A_52_P512955	0.016636128	1.8645195	up	37.988964	146.11855	0.024936834	0.9237407	NM_028390	chr9:22142382-22138566	Anln	Mus musculus anillin, actin binding protein (Anln), mRNA [NM_028390]	Mm.282751	68743	ENSMUST00000040912	TC1617199
A_52_P115191	0.013054568	2.7410336	up	176.1007	970.3413	2.2062967	3.6610167		chr17:39982047-39982408
A_51_P376445	0.000873528	3.8866196	up	52.828396	414.32455	0.47581768	2.4343336	NM_008818		Rhox5	Mus musculus reproductive homeobox 5 (Rhox5), mRNA [NM_008818]	Mm.423066	18617		TC1576985
A_51_P450033	0.000798281	1.6812413	up	253.9814	886.8046	2.7801917	3.5297184	NM_007659	chr10:68807832-68805423	Cdk1	Mus musculus cyclin-dependent kinase 1 (Cdk1), mRNA [NM_007659]	Mm.281367	12534	ENSMUST00000152448	TC1677866
A_51_P209597	0.008758199	2.277105	down	28.603765	25.05477	-0.43464103	-1.6218419	AK143987	chr5:90977420-90977479		afamin Gene [Source:MGI Symbol;Acc:MGI:2429409] [ENSMUST00000128740]	Mm.348786		ENSMUST00000128740	TC1674123
A_51_P253808	0.000161314	5.862488	up	223.34106	2700.376	2.5861208	5.137634	NM_001081117	chr7:142886071-142886012	Mki67	Mus musculus antigen identified by monoclonal antibody Ki 67 (Mki67), mRNA [NM_001081117]	Mm.4078	17345	ENSMUST00000033310	TC1572202
A_51_P173678	0.01846229	1.7609829	down	22.425516	25.511057	-0.77333707	-1.589718	NM_029415	chr5:104035129-104035070	Slc10a6	Mus musculus solute carrier family 10 (sodium/bile acid cotransporter family), member 6 (Slc10a6), mRNA [NM_029415]	Mm.7446	75750	ENSMUST00000031263	TC1584106
A_51_P440144	0.001358541	4.589981	down	3961.6536	1784.4491	6.724317	4.525829	BI100969			BI100969 602886295F1 NCI_CGAP_Kid14 Mus musculus cDNA clone IMAGE:5041727 5, mRNA sequence [BI100969]	Mm.41044
A_51_P511800	0.006952936	1.9108305	up	179.30684	690.0822	2.2340991	3.168299	NM_025909	chr4:102994426-102997635	Oma1	Mus musculus OMA1 homolog, zinc metallopeptidase (S. cerevisiae) (Oma1), mRNA [NM_025909]	Mm.30021	67013	ENSMUST00000035780	TC1578955
A_52_P916092	0.006845827	1.5632423	down	41.284573	54.926437	0.15822792	-0.4863135	AK082362	chr17:65096544-65096603		Mus musculus 0 day neonate cerebellum cDNA, RIKEN full-length enriched library, clone:C230040I21 product:unclassifiable, full insert sequence. [AK082362]				TC1622808
A_52_P334191	4.75E-05	14.032333	up	154.64548	4340.506	2.0120342	5.822717	NM_018754	chr4:133157259-133157200	Sfn	Mus musculus stratifin (Sfn), mRNA [NM_018754]	Mm.44482	55948	ENSMUST00000057311	TC1608089
A_51_P433467	0.000480089	2.3223224	up	428.04492	2027.1644	3.5096118	4.72518	NM_007965	chr12:109926513-109926572	Evl	Mus musculus Ena-vasodilator stimulated phosphoprotein (Evl), transcript variant 2, mRNA [NM_007965]	Mm.238841	14026	ENSMUST00000077735	TC1589894
A_52_P65050	0.004496328	2.0179098	up	44.310375	185.66211	0.25849724	1.2713588	NM_007900	chr3:27028978-27026710	Ect2	Mus musculus ect2 oncogene (Ect2), transcript variant 1, mRNA [NM_007900]	Mm.261453	13605	ENSMUST00000108296	TC1575723
A_52_P94150	0.000212666	3.3827825	up	292.40848	2051.5078	2.9833176	4.741528	NR_033590	chr8:29193752-29193693	Gm8096	Mus musculus predicted gene 8096 (Gm8096), non-coding RNA [NR_033590]		666422		TC1707118
A_52_P284243	0.000511362	6.117939	up	14.382279	188.18248	-1.3668281	1.2462176	NM_080285	chr6:18330479-18328388	Cttnbp2	Mus musculus cortactin binding protein 2 (Cttnbp2), mRNA [NM_080285]	Mm.478873	30785	ENSMUST00000149570	NP_1083059
A_52_P425734	7.61E-05	4.2887263	down	2506.7302	1188.3564	6.054445	3.9538956	NM_145146	chr5:90982490-90982549	Afm	Mus musculus afamin (Afm), mRNA [NM_145146]	Mm.348786	280662	ENSMUST00000113179	TC1579673
A_51_P520849	0.010936921	2.524671	down	336.1519	265.3087	3.1251123	1.7890168	NM_009144	chr3:83577864-83577923	Sfrp2	Mus musculus secreted frizzled-related protein 2 (Sfrp2), mRNA [NM_009144]	Mm.19155	20319	ENSMUST00000029625	TC1575182
A_52_P257502	0.004893657	16.12226	up	49.36648	1282.913	0.043684166	4.054666	NM_010517	chr11:98913334-98913393	Igfbp4	Mus musculus insulin-like growth factor binding protein 4 (Igfbp4), mRNA [NM_010517]	Mm.233799	16010	ENSMUST00000017637	TC1779683
A_52_P653367	0.00042847	4.2349796	down	16787.4	7971.5586	8.778892	6.6965365		chr18:61354190-61354131	Slc26a2	solute carrier family 26 (sulfate transporter), member 2 Gene [Source:MGI Symbol;Acc:MGI:892977] [ENSMUST00000146409]		13521	ENSMUST00000146409	TC1673420
A_51_P513568	0.000149577	1.9478797	up	47.75615	192.47939	0.3626162	1.3245207	NM_029075	chr10:12660547-12660488	Stx11	Mus musculus syntaxin 11 (Stx11), transcript variant 1, mRNA [NM_029075]	Mm.248648	74732	ENSMUST00000042861	TC1583457
A_51_P176396	0.049157977	1.5262108	down	53.97084	74.03208	0.542558	-0.067396164	AB041551	chr6:29719520-29719579	Ahcyl2	Mus musculus brain cDNA, clone MNCb-5555. [AB041551]		74340		TC1584122
A_52_P273891	0.022819616	1.5670103	down	69.87206	90.66607	0.88640815	0.23839347	NM_018881	chr1:164805589-164805530	Fmo2	Mus musculus flavin containing monooxygenase 2 (Fmo2), mRNA [NM_018881]	Mm.10929	55990	ENSMUST00000045902	TC1582614
A_51_P131408	0.000537965	5.919942	up	248.29193	2894.9958	2.6733768	5.23896	NM_013749	chr17:23812805-23812746	Tnfrsf12a	Mus musculus tumor necrosis factor receptor superfamily, member 12a (Tnfrsf12a), transcript variant 1, mRNA [NM_013749]	Mm.28518	27279	ENSMUST00000024698	TC1622487
A_51_P361650	0.000393053	2.7648153	down	32733.83	24611.674	9.790564	8.32338	NM_009117	chr7:53996639-53996167	Saa1	Mus musculus serum amyloid A 1 (Saa1), mRNA [NM_009117]	Mm.148800	20208	ENSMUST00000128088	TC1582999
A_52_P625640	0.004254553	2.6989164	down	32.765408	25.02365	-0.19691515	-1.6292955	NM_053167	chr12:71345780-71345721	Trim9	Mus musculus tripartite motif-containing 9 (Trim9), transcript variant 1, mRNA [NM_053167]	Mm.184012	94090	ENSMUST00000110522	TC1602589
A_51_P503896	0.014420818	1.8392496	up	162.22998	594.4111	2.0755985	2.9547157	BC006727	chr11:120501238-120501179	Pycr1	pyrroline-5-carboxylate reductase 1 Gene [Source:MGI Symbol;Acc:MGI:2384795] [ENSMUST00000026133]	Mm.127731	209027	ENSMUST00000026133	TC1581089
A_52_P544878	0.001785782	3.177875	down	269.73465	175.92737	2.8578975	1.1898351	AK033698	chr18:65329334-65329393		Mus musculus adult male cecum cDNA, RIKEN full-length enriched library, clone:9130225F20 product:unclassifiable, full insert sequence. [AK033698]	Mm.98668			TC1634149
A_52_P318673	0.00026879	3.505388	down	85945.93	51036.99	11.183183	9.373609	NM_009117	chr7:53996129-53996070	Saa1	Mus musculus serum amyloid A 1 (Saa1), mRNA [NM_009117]	Mm.148800	20208	ENSMUST00000128088	TC1582999
A_51_P469568	0.000173396	2.710397	up	10.641847	59.341846	-1.8119745	-0.3734703	NM_020504	chr5:135390769-135390710	Cldn13	Mus musculus claudin 13 (Cldn13), mRNA [NM_020504]	Mm.86652	57255	ENSMUST00000008987	TC1583763
A_51_P227004	0.06905143	1.7806844	up	1199.9863	4316.338	4.979162	5.811594	NM_016904	chr3:89219469-89219410	Cks1b	Mus musculus CDC28 protein kinase 1b (Cks1b), mRNA [NM_016904]	Mm.3049	54124	ENSMUST00000029679	TC1574185
A_51_P352296	0.001661181	1.8197306	down	678.0173	759.27435	4.1722026	3.3084776	NM_013834	chr8:24558112-24558171	Sfrp1	Mus musculus secreted frizzled-related protein 1 (Sfrp1), mRNA [NM_013834]	Mm.281691	20377	ENSMUST00000033952	TC1576903
A_52_P622874	0.043678634	1.7963809	down	74.39329	84.56494	0.98365766	0.13856442	AK088506	chr19:45836891-45836832	E330018D03Rik	Mus musculus 2 days neonate thymus thymic cells cDNA, RIKEN full-length enriched library, clone:E430019C04 product:unclassifiable, full insert sequence. [AK088506]	Mm.435821	320319		TC1583862
A_51_P187679	0.000173101	4.9147053	down	74.71484	31.313215	1.0023642	-1.2947408	NM_028946	chr3:135060709-135060768	Nhedc1	Mus musculus Na+/H+ exchanger domain containing 1 (Nhedc1), mRNA [NM_028946]	Mm.85000	74446	ENSMUST00000078568	TC1585701
A_51_P246677	0.000979503	2.5230143	up	125.92416	643.888	1.7336248	3.0687733	NM_020002	chr14:56244160-56244219	Rec8	Mus musculus REC8 homolog (yeast) (Rec8), mRNA [NM_020002]	Mm.23149	56739	ENSMUST00000002395	TC1585287
A_52_P35801	0.001205256	3.9187658	up	773.7248	6193.9097	4.365954	6.3363533	NM_010807	chr4:129192745-129192804	Marcksl1	Mus musculus MARCKS-like 1 (Marcksl1), mRNA [NM_010807]	Mm.424974	17357	ENSMUST00000062356	TC1573228
A_51_P408609	0.036507767	1.5905547	up	80.938774	257.46622	1.0761223	1.7456523	NM_011989	chr2:29672404-29672464	Slc27a4	Mus musculus solute carrier family 27 (fatty acid transporter), member 4 (Slc27a4), mRNA [NM_011989]	Mm.330113	26569	ENSMUST00000080065	TC1576419
A_52_P608020	0.004750786	1.883884	up	1158.2778	4510.6157	4.964067	5.877777	NM_010655	chr11:106852123-106852064	Kpna2	Mus musculus karyopherin (importin) alpha 2 (Kpna2), mRNA [NM_010655]	Mm.12508	16647	ENSMUST00000018506	TC1573886
A_51_P317427	0.02484199	1.7371578	up	348.8486	1249.3713	3.2268112	4.02354	NM_177420	chr19:15980029-15979970	Psat1	Mus musculus phosphoserine aminotransferase 1 (Psat1), mRNA [NM_177420]	Mm.289936	107272	ENSMUST00000025542	TC1573903
A_52_P363951	0.008689475	1.5216218	up	259.82956	808.9959	2.7917259	3.3973358	NM_011580	chr2:117951775-117951834	Thbs1	Mus musculus thrombospondin 1 (Thbs1), mRNA [NM_011580]	Mm.4159	21825	ENSMUST00000039559	TC1573966
A_52_P231075	0.012757605	3.2301702	up	24.736513	150.46248	-0.7220002	0.96961004	NM_030707	chr3:87056481-87056422	Fcrls	Mus musculus Fc receptor-like S, scavenger receptor (Fcrls), mRNA [NM_030707]	Mm.45173	80891	ENSMUST00000090986	TC1580757
A_51_P247542	2.46E-06	3.307348	down	1882.9707	1178.985	5.6690135	3.9433386	NM_172799	chr11:96026679-96026738	Ttll6	Mus musculus tubulin tyrosine ligase-like family, member 6 (Ttll6), mRNA [NM_172799]	Mm.249912	237930	ENSMUST00000035282	TC1660225
A_51_P235816	0.02423349	1.6295062	down	1277.515	1616.732	5.0997553	4.3953204	AF024519	chrX:137074327-137074267	Tsc22d3	Mus musculus glucocorticoid-induced leucine zipper GILZ protein mRNA, complete cds. [AF024519]	Mm.22216	14605
A_51_P172292	0.03455685	2.0874476	down	104.85447	108.34107	1.5003687	0.43862867	NM_018746	chr14:31709897-31709956	Itih4	Mus musculus inter alpha-trypsin inhibitor, heavy chain 4 (Itih4), transcript variant 1, mRNA [NM_018746]	Mm.34819	16427	ENSMUST00000078490	NP_358746
A_52_P190807	0.002982163	3.3655083	up	20.398796	137.21526	-0.9163727	0.8344517	AK032690	chr4:12092700-12092641	Fam92a	Mus musculus 10 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:6530443I23 product:hypothetical protein, full insert sequence. [AK032690]	Mm.25340	68099		TC1603919
A_51_P496253	0.000996273	5.969101	down	1330.6792	437.03787	5.0833635	2.5058498	NM_010484	chr11:76845560-76845619	Slc6a4	Mus musculus solute carrier family 6 (neurotransmitter transporter, serotonin), member 4 (Slc6a4), mRNA [NM_010484]	Mm.300318	15567	ENSMUST00000108402	TC1581807
A_52_P247974	0.000162421	5.47108	up	11.056254	125.92724	-1.74236	0.7094657		chr9:7936558-7934750
A_51_P137184	5.37E-05	2.8656745	down	100.33841	72.01659	1.4276528	-0.091221966	NM_029608	chr2:172299505-172299564	1700029J11Rik	Mus musculus RIKEN cDNA 1700029J11 gene (1700029J11Rik), mRNA [NM_029608]	Mm.46148	76426	ENSMUST00000029007	TC1585964
A_51_P472003	0.000272645	2.2095194	up	179.28938	812.12305	2.2605093	3.4042418	NM_177667	chr4:106312448-106312507	Ttc22	Mus musculus tetratricopeptide repeat domain 22 (Ttc22), mRNA [NM_177667]	Mm.41945	230576	ENSMUST00000047922	TC1585326
A_51_P473383	4.18E-06	3.9938593	up	23.494635	192.69379	-0.6677923	1.3299912	NM_011858	chr7:104055032-104055091	Odz4	Mus musculus odd Oz/ten-m homolog 4 (Drosophila) (Odz4), mRNA [NM_011858]	Mm.254610	23966	ENSMUST00000084996	TC1719541
A_52_P69955	0.04183762	1.5205189	up	309.84885	943.0778	3.015653	3.6202166	NM_021344	chr5:118511615-118511674	Tesc	Mus musculus tescalcin (Tesc), mRNA [NM_021344]	Mm.273285	57816	ENSMUST00000031304	TC1633822
A_51_P262766	0.015302896	1.8399132	up	802.6135	2946.8086	4.3822904	5.261928	S78355	chr7:152116232-152116173	Ccnd1	Cyl-1=cyclin D1 [mice, BALB/c, brain, mRNA, 3737 nt]. [S78355]		12443
A_51_P245412	0.00560748	2.9650438	up	31.243109	181.96472	-0.32744884	1.2406045	NM_008915	chr14:70634977-70624827	Ppp3cc	Mus musculus protein phosphatase 3, catalytic subunit, gamma isoform (Ppp3cc), mRNA [NM_008915]	Mm.439683	19057	ENSMUST00000022685	TC1581788
A_51_P231793	0.002874957	3.8392553	up	46.05309	343.47095	0.22271521	2.1635418	NM_134068	chr13:30788125-30797524	Dusp22	Mus musculus dual specificity phosphatase 22 (Dusp22), transcript variant 2, mRNA [NM_134068]	Mm.289646	105352	ENSMUST00000095914	TC1581445
A_51_P380178	0.04654314	2.492801	up	1794.145	8154.502	5.4155426	6.73331	NM_008321	chr4:135700075-135700249	Id3	Mus musculus inhibitor of DNA binding 3 (Id3), mRNA [NM_008321]	Mm.110	15903	ENSMUST00000008016	TC1662250
A_51_P279038	7.55E-05	3.745807	down	1355.0006	746.0577	5.1873307	3.2820542	NM_008904	chr5:51848987-51848928	Ppargc1a	Mus musculus peroxisome proliferative activated receptor, gamma, coactivator 1 alpha (Ppargc1a), transcript variant 1, mRNA [NM_008904]	Mm.259072	19017	ENSMUST00000132734	TC1650072
A_51_P225224	0.01186533	2.2182333	up	2072.417	9065.777	5.7368493	6.8862605	NM_019564	chr7:138129081-138129140	Htra1	Mus musculus HtrA serine peptidase 1 (Htra1), mRNA [NM_019564]	Mm.30156	56213	ENSMUST00000006367	TC1575172
A_52_P410685	0.000543578	5.224462	up	490.34082	5070.925	3.6618786	6.047161	NM_033073	chr15:101253718-101253777	Krt7	Mus musculus keratin 7 (Krt7), mRNA [NM_033073]	Mm.289377	110310	ENSMUST00000068904	TC1576676
A_51_P406115	0.001695761	2.5712132	up	80.924614	431.38782	1.120869	2.4833183	AF011379	chr9:70625964-70626022	Adam10	Mus musculus kuzbanian (mkuz) mRNA, complete cds. [AF011379]	Mm.3037	11487
A_52_P306305	8.65E-05	3.1658814	down	3026.5254	1988.1859	6.3544946	4.6918874	NM_001035533	chr4:57905932-57905991	Akap2	Mus musculus A kinase (PRKA) anchor protein 2 (Akap2), transcript variant 1, mRNA [NM_001035533]	Mm.440076	11641	ENSMUST00000071723	TC1596156
A_51_P478303	0.001351345	2.727002	down	12809.05	9477.89	8.394773	6.947457	NM_010006	chr15:82286799-82286858	Cyp2d9	Mus musculus cytochrome P450, family 2, subfamily d, polypeptide 9 (Cyp2d9), mRNA [NM_010006]	Mm.226708	13105	ENSMUST00000089129	NP_057205
A_51_P433450	0.000172992	5.956751	up	238.96387	2862.9014	2.6467025	5.221228	NM_010663	chr11:100117643-100117584	Krt17	Mus musculus keratin 17 (Krt17), mRNA [NM_010663]	Mm.14046	16667	ENSMUST00000107407	TC1579293
A_52_P279391	0.03412942	2.4447958	down	65.55312	53.335785	0.7584842	-0.5312298	AK030352	chr5:76664637-76664578	Clock	Mus musculus adult male pituitary gland cDNA, RIKEN full-length enriched library, clone:5330400M04 product:circadian locomoter output cycles kaput, full insert sequence. [AK030352]	Mm.3552	12753		TC1611403
A_52_P306065	0.013097839	1.5080546	up	140.95428	431.3296	1.8983136	2.4910023	AK020957	chr10:83833757-83833698	Nuak1	NUAK family, SNF1-like kinase, 1 Gene [Source:MGI Symbol;Acc:MGI:1925226] [ENSMUST00000020220]	Mm.25874	77976	ENSMUST00000020220	TC1776778
A_52_P674524	0.012611912	2.387527	down	44.803417	39.997005	0.2713747	-0.9841423	NM_010244	chr4:147243744-147243803	Fv1	Mus musculus Friend virus susceptibility 1 (Fv1), mRNA [NM_010244]	Mm.422607	14349	ENSMUST00000094481	TC1586817
A_51_P102096	0.002234895	1.7498485	up	1334.1709	4776.36	5.1507125	5.9579425	NM_010849	chr15:61821516-61821576	Myc	Mus musculus myelocytomatosis oncogene (Myc), transcript variant 1, mRNA [NM_010849]	Mm.2444	17869	ENSMUST00000022971	TC1574039
A_52_P184257	0.021309707	2.5617502	up	86.13491	441.39453	1.1666741	2.523804	NM_027399	chr5:5740426-5740367	Steap1	Mus musculus six transmembrane epithelial antigen of the prostate 1 (Steap1), mRNA [NM_027399]	Mm.85429	70358	ENSMUST00000015796	TC1585426
A_51_P305453	0.000222065	2.9280043	down	16168.401	11375.366	8.758006	7.2080884		chr15:082446506-082446447
A_52_P223704	8.25E-05	1.9994805	up	152.58916	627.5994	2.0324075	3.0320327	NM_010173	chr4:115669683-115669624	Faah	Mus musculus fatty acid amide hydrolase (Faah), mRNA [NM_010173]	Mm.256025	14073	ENSMUST00000049095	TC1574604
A_51_P164203	0.008869845	1.7438877	up	373.17184	1321.2849	3.2987976	4.1011047	NM_019731	chr17:26228811-26228752	Nme4	Mus musculus non-metastatic cells 4, protein expressed in (Nme4), nuclear gene encoding mitochondrial protein, mRNA [NM_019731]	Mm.41787	56520	ENSMUST00000025007	TC1578885
A_51_P511112	0.025985112	2.369803	up	115.12507	527.3356	1.524938	2.769705	NM_008197	chr15:78859936-78859994	H1f0	Mus musculus H1 histone family, member 0 (H1f0), mRNA [NM_008197]	Mm.24350	14958		TC1633848
A_51_P486810	0.00055256	2.704988	up	13001.98	72841.51	8.456839	9.892461	NM_030677	chr12:77893461-77893402	Gpx2	Mus musculus glutathione peroxidase 2 (Gpx2), mRNA [NM_030677]	Mm.57225	14776	ENSMUST00000082431	TC1582888
A_51_P220317	0.001927767	2.3583891	up	41.173134	202.818	0.1542751	1.3920768	NM_146040	chr12:119116400-119116459	Cdca7l	Mus musculus cell division cycle associated 7 like (Cdca7l), mRNA [NM_146040]	Mm.281149	217946	ENSMUST00000021592	TC1738792
A_51_P502599	2.38E-07	6.162145	down	17024.537	5717.572	8.844266	6.2208333	NM_010004	chr19:39841881-39841822	Cyp2c40	Mus musculus cytochrome P450, family 2, subfamily c, polypeptide 40 (Cyp2c40), mRNA [NM_010004]	Mm.353875	13099	ENSMUST00000099472	TC1576434
A_52_P363718	0.011239293	1.7372198	up	325.6719	1182.25	3.1330643	3.9298446	NM_009838	chr5:130297754-130297813	Cct6a	Mus musculus chaperonin containing Tcp1, subunit 6a (zeta) (Cct6a), mRNA [NM_009838]	Mm.360232	12466	ENSMUST00000031402	TC1573732
A_52_P465886	0.002208151	2.3554146	up	522.4628	2480.503	3.7772484	5.0132294	NM_026240	chr18:56657022-56662255	Gramd3	Mus musculus GRAM domain containing 3 (Gramd3), mRNA [NM_026240]	Mm.24356	107022	ENSMUST00000116636	TC1593190
A_52_P31381	0.000323156	9.91018	down	24694.164	5091.0474	9.358558	6.0496464	NM_021353	chr12:32158340-32158399	Slc26a3	Mus musculus solute carrier family 26, member 3 (Slc26a3), mRNA [NM_021353]	Mm.283281	13487	ENSMUST00000001254	TC1591497
A_51_P243750	0.003681759	2.444357	up	98.85754	498.0568	1.4094596	2.6989145	NM_012025	chr15:99451576-99451517	Racgap1	Mus musculus Rac GTPase-activating protein 1 (Racgap1), mRNA [NM_012025]	Mm.273804	26934		TC1573455
A_51_P120066	8.66E-06	3.0457852	down	1457.308	991.34406	5.3000426	3.6932285	NR_033222	chr12:70300722-70300781	9330151L19Rik	Mus musculus RIKEN cDNA 9330151L19 gene (9330151L19Rik), non-coding RNA [NR_033222]	Mm.256223	414085
A_51_P240801	0.000192129	2.5406585	up	1038.2335	5466.1187	4.809058	6.1542606	NM_028261	chr18:35893751-35893692	Tmem173	Mus musculus transmembrane protein 173 (Tmem173), nuclear gene encoding mitochondrial protein, mRNA [NM_028261]	Mm.45995	72512	ENSMUST00000115728	TC1575050
A_51_P475654	0.00450786	2.5646877	down	108.32235	84.3765	1.4925975	0.13381433	AK027918	chr6:119026749-119026690		Mus musculus adult male spleen cDNA, RIKEN full-length enriched library, clone:0910002G13 product:unclassifiable, full insert sequence. [AK027918]	Mm.434066			TC1615383
A_51_P111488	0.012711875	2.0200229	up	226.46315	905.58795	2.5480723	3.562444	NM_027469	chr8:108240340-108240281	Gfod2	Mus musculus glucose-fructose oxidoreductase domain containing 2 (Gfod2), mRNA [NM_027469]	Mm.40954	70575	ENSMUST00000013294	TC1580869
A_52_P379337	0.017523969	1.6785187	up	1019.8364	3444.4973	4.738505	5.4856935	NM_194054	chr11:29641510-29641717	Rtn4	Mus musculus reticulon 4 (Rtn4), transcript variant 1, mRNA [NM_194054]	Mm.192580	68585	ENSMUST00000102843	NP_1296783
A_52_P556462	0.001053182	3.0716362	up	11.384781	72.47053	-1.7061597	-0.087152325	NM_001033244	chr6:113541170-113541229	Fancd2	Mus musculus Fanconi anemia, complementation group D2 (Fancd2), mRNA [NM_001033244]	Mm.160061	211651	ENSMUST00000036340	TC1579484
A_51_P432794	0.007943123	1.6698198	up	106.6166	364.08865	1.4999771	2.2396696	NM_146174	chr6:42573955-42573896	Fam115c	Mus musculus family with sequence similarity 115, member C (Fam115c), mRNA [NM_146174]	Mm.279659	232748	ENSMUST00000031879	TC1642167
A_52_P601891	0.008909105	2.3544374	up	13.073918	62.004593	-1.5436133	-0.30823103	XM_001478931	chr7:135019981-135020040	LOC100047822	PREDICTED: Mus musculus hypothetical protein LOC100047822 (LOC100047822), mRNA [XM_001478931]	Mm.207872	100047822		TC1603266
A_52_P229044	0.019128693	2.5964332	up	50.250195	249.31958	0.32081366	1.6973448	NM_011394	chr8:23679094-23679153	Slc20a2	Mus musculus solute carrier family 20, member 2 (Slc20a2), mRNA [NM_011394]	Mm.323901	20516	ENSMUST00000067786	TC1574850
A_51_P135092	0.000212397	4.466687	up	40.54023	374.29825	0.12383207	2.2830372	NM_134471	chr4:116832834-116832775	Kif2c	Mus musculus kinesin family member 2C (Kif2c), mRNA [NM_134471]	Mm.247651	73804	ENSMUST00000106436	TC1574955
A_52_P48976	0.001378544	1.7738802	up	17.3934	63.977802	-1.0876751	-0.2607665	AK033890	chr6:113432262-113432203	Il17rc	Mus musculus adult male diencephalon cDNA, RIKEN full-length enriched library, clone:9330110N14 product:unclassifiable, full insert sequence. [AK033890]	Mm.213397	171095
A_52_P303891	1.35E-05	5.4394426	down	2822.7664	1076.8441	6.2533836	3.8099248	NM_011584	chr14:19037312-19037253	Nr1d2	Mus musculus nuclear receptor subfamily 1, group D, member 2 (Nr1d2), mRNA [NM_011584]	Mm.26587	353187	ENSMUST00000090543	TC1602755
A_52_P444801	0.003282758	3.3094049	up	50.12045	335.28336	0.40053463	2.1271064	NM_203319	chr5:125895341-125895282	Dhx37	Mus musculus DEAH (Asp-Glu-Ala-His) box polypeptide 37 (Dhx37), mRNA [NM_203319]	Mm.296385	208144	ENSMUST00000031443	TC1583400
A_51_P372826	0.005756244	1.5557898	up	1598.2748	5058.3945	5.4061775	6.0438247	NM_145533	chr2:131350711-131350770	Smox	Mus musculus spermine oxidase (Smox), transcript variant 2, mRNA [NM_145533]	Mm.136586	228608	ENSMUST00000110184	NP_918352
A_51_P329928	0.004788359	4.4914412	up	430.55167	3646.3984	3.403632	5.5708103	NM_013750	chr1:137665642-137665701	Phlda3	Mus musculus pleckstrin homology-like domain, family A, member 3 (Phlda3), mRNA [NM_013750]	Mm.34346	27280	ENSMUST00000038945	TC1576711
A_52_P67088	0.019433742	3.7427514	up	85.977165	578.14764	1.0107899	2.914889	NM_019731	chr17:26230662-26230603	Nme4	Mus musculus non-metastatic cells 4, protein expressed in (Nme4), nuclear gene encoding mitochondrial protein, mRNA [NM_019731]	Mm.41787	56520	ENSMUST00000025007	TC1578885
A_51_P428555	1.12E-05	3.547574	down	40729.812	23660.104	10.09395	8.2671175	NM_007409	chr3:137952851-137953504	Adh1	Mus musculus alcohol dehydrogenase 1 (class I) (Adh1), mRNA [NM_007409]	Mm.2409	11522	ENSMUST00000004232	TC1573340
