ID	Gene Symbol	Gene Title	logFC	t	P.Value	adj.P.Val	B	Pathway	go biological process term	go molecular function term	go cellular component term
244377_at	SLC1A4	Solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	-1.122313944	-5.953940372	0.002047022	0.023908295	-1.331201218	---	transport /// dicarboxylic acid transport /// L-alanine transport /// L-cystine transport /// proline transport /// L-serine transport /// threonine transport /// synaptic transmission, glutamatergic /// cognition	chloride channel activity /// L-alanine transmembrane transporter activity /// L-cystine transmembrane transporter activity /// L-proline transmembrane transporter activity /// L-serine transmembrane transporter activity /// L-threonine transmembrane tran	intermediate filament /// integral to plasma membrane /// membrane /// integral to membrane /// integral to membrane /// melanosome
204435_at	NUPL1	nucleoporin like 1	-1.122298656	-18.12711415	0.0000111	0.002356436	4.410222162	---	transport /// protein transport /// mRNA transport /// intracellular protein transport across a membrane	---	nucleus /// nuclear pore /// membrane /// nuclear membrane
201266_at	TXNRD1	thioredoxin reductase 1	-1.12186212	-9.557911441	0.000236752	0.008535368	1.133872184	---	transport /// response to oxidative stress /// signal transduction /// cell proliferation /// hydrogen peroxide catabolic process /// cell redox homeostasis /// oxidation reduction	thioredoxin-disulfide reductase activity /// thioredoxin-disulfide reductase activity /// thioredoxin-disulfide reductase activity /// selenium binding /// electron carrier activity /// protein disulfide oxidoreductase activity /// oxidoreductase activity	nucleus /// cytoplasm /// cytosol /// cytosol
240042_at	FIBCD1	fibrinogen C domain containing 1	-1.121311231	-3.158277296	0.025850722	0.114243407	-4.228542504	---	signal transduction	receptor binding	membrane /// integral to membrane
204542_at	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	-1.121009393	-3.347570897	0.021017264	0.100781526	-3.996152483	---	protein amino acid glycosylation	sialyltransferase activity /// transferase activity /// transferase activity, transferring glycosyl groups	Golgi membrane /// Golgi apparatus /// membrane /// integral to membrane /// integral to Golgi membrane
205160_at	PEX11A	Peroxisomal biogenesis factor 11A	-1.120453947	-10.47797437	0.000153647	0.00705356	1.618633627	---	peroxisome organization and biogenesis /// peroxisome organization and biogenesis /// signal transduction /// peroxisome fission	---	peroxisome /// peroxisome /// peroxisomal membrane /// integral to peroxisomal membrane /// membrane /// integral to membrane
220370_s_at	USP36	ubiquitin specific peptidase 36	-1.119523726	-9.205915866	0.000282189	0.009252366	0.935775038	---	ubiquitin-dependent protein catabolic process	ubiquitin thiolesterase activity /// peptidase activity /// cysteine-type peptidase activity /// hydrolase activity	nucleus
227177_at	CORO2A	Coronin, actin binding protein, 2A	-1.117409969	-7.295688602	0.000824938	0.014999358	-0.286345921	---	glutamine biosynthetic process /// nitrogen compound metabolic process /// intracellular signaling cascade	actin binding /// glutamate-ammonia ligase activity /// protein binding	---
225399_at	TSEN15	tRNA splicing endonuclease 15 homolog (S. cerevisiae)	-1.117232178	-6.157280917	0.00176559	0.022097261	-1.160891079	---	mRNA processing /// tRNA processing	protein binding	nucleus
218251_at	MID1IP1	MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish))	-1.115511435	-9.833223526	0.000207216	0.008068814	1.283765111	---	negative regulation of microtubule depolymerization /// negative regulation of microtubule depolymerization	protein binding /// protein binding	nucleus /// cytoplasm /// microtubule /// microtubule cytoskeleton
230406_at	---	---	-1.11517483	-9.223982501	0.000279616	0.009209666	0.946125132	---	---	---	---
208161_s_at	ABCC3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	-1.114794331	-6.558956721	0.001333194	0.018858352	-0.837627215	---	transport /// transport	nucleotide binding /// transporter activity /// ATP binding /// ATP binding /// organic anion transmembrane transporter activity /// ATPase activity /// nucleoside-triphosphatase activity /// ATPase activity, coupled to transmembrane movement of substance	membrane fraction /// integral to plasma membrane /// membrane /// integral to membrane
232422_at	A2LD1	AIG2-like domain 1	-1.114479015	-6.808101636	0.001127934	0.017401899	-0.645422774	---	---	---	---
212428_at	KIAA0368	KIAA0368	-1.113140071	-11.52070551	0.000098	0.005758301	2.11696593	---	ER-associated protein catabolic process	binding	proteasome complex /// nucleus /// nucleus /// endosome /// early endosome /// late endosome /// endoplasmic reticulum /// endoplasmic reticulum /// ER-Golgi intermediate compartment /// trans-Golgi network /// centrosome /// centrosome /// cytosol /// cy
202289_s_at	TACC2	transforming, acidic coiled-coil containing protein 2	-1.111943125	-18.85933394	0.00000918	0.002172833	4.599193712	---	---	protein binding /// nuclear hormone receptor binding	nucleus /// cytoplasm /// centrosome
213706_at	GPD1	glycerol-3-phosphate dehydrogenase 1 (soluble)	-1.111694481	-26.8689589	0.00000164	0.001199985	6.158203814	---	carbohydrate metabolic process /// glycerol-3-phosphate metabolic process /// gluconeogenesis /// metabolic process /// glycerol-3-phosphate catabolic process /// oxidation reduction	catalytic activity /// glycerol-3-phosphate dehydrogenase (NAD+) activity /// glycerol-3-phosphate dehydrogenase (NAD+) activity /// glycerol-3-phosphate dehydrogenase (NAD+) activity /// glycerol-3-phosphate dehydrogenase activity /// binding /// oxidore	soluble fraction /// cytoplasm /// cytosol /// cytosol /// glycerol-3-phosphate dehydrogenase complex
244689_at	PPARA	peroxisome proliferator-activated receptor alpha	-1.111283569	-4.207878675	0.008803654	0.058212272	-3.007963425	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Nuclear_Receptors>Nuclear_Receptors</a>	response to hypoxia /// transcription /// regulation of transcription, DNA-dependent /// transcription from RNA polymerase II promoter /// lipid metabolic process /// fatty acid metabolic process /// epidermis development /// fatty acid transport /// regu	DNA binding /// DNA binding /// transcription factor activity /// steroid hormone receptor activity /// receptor activity /// ligand-dependent nuclear receptor activity /// ligand-dependent nuclear receptor activity /// protein binding /// protein binding	nucleus /// nucleus
205434_s_at	AAK1	AP2 associated kinase 1	-1.110255227	-7.360265754	0.000792523	0.014709846	-0.240397396	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Fatty_Acid_Synthesis>Fatty_Acid_Synthesis</a>	protein amino acid phosphorylation	nucleotide binding /// protein kinase activity /// protein serine/threonine kinase activity /// ATP binding /// kinase activity /// transferase activity	membrane
244074_at	LOC100129104	similar to hydroxyproline-rich glycoprotein VSP-3	-1.110140966	-7.602627058	0.000683635	0.013857501	-0.071137452	---	---	---	---
232366_at	KIAA0232	KIAA0232	-1.110093861	-2.903220933	0.034476499	0.133647204	-4.549443778	---	---	nucleotide binding /// ATP binding	---
212527_at	FAM152B	family with sequence similarity 152, member B	-1.109789806	-8.635437841	0.000380108	0.010538013	0.598242607	---	---	---	---
223940_x_at	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	-1.109665374	-7.187035715	0.000883108	0.015593438	-0.364483826	---	---	---	---
228399_at	OSR1	odd-skipped related 1 (Drosophila)	-1.109395338	-10.02219182	0.000189477	0.007699942	1.384198435	---	metanephros development /// heart development /// gonad development /// intermediate mesoderm development	nucleic acid binding /// zinc ion binding /// metal ion binding	intracellular /// nucleus /// nucleus
216305_s_at	C2orf3	chromosome 2 open reading frame 3	-1.10895841	-6.037062158	0.001926001	0.023147528	-1.261021659	---	transcription /// regulation of transcription, DNA-dependent /// regulation of transcription	DNA binding /// transcription factor activity	nucleus
214356_s_at	KIAA0368	KIAA0368	-1.108329977	-17.37083987	0.0000137	0.002545714	4.204222437	---	ER-associated protein catabolic process	binding	proteasome complex /// nucleus /// nucleus /// endosome /// early endosome /// late endosome /// endoplasmic reticulum /// endoplasmic reticulum /// ER-Golgi intermediate compartment /// trans-Golgi network /// centrosome /// centrosome /// cytosol /// cy
213861_s_at	FAM119B	family with sequence similarity 119, member B	-1.108148979	-6.858908246	0.001090812	0.01714616	-0.606972805	---	---	---	intracellular /// membrane /// integral to membrane
214753_at	N4BP2L2	NEDD4 binding protein 2-like 2	-1.107964693	-2.73134024	0.042100793	0.147863386	-4.770197097	---	---	---	---
235595_at	ARHGEF2	Rho/rac guanine nucleotide exchange factor (GEF) 2	-1.107554265	-5.10545989	0.003973621	0.035603935	-2.095000193	---	cell morphogenesis /// cell morphogenesis /// intracellular protein transport /// actin filament organization /// actin filament organization /// negative regulation of microtubule depolymerization /// negative regulation of microtubule depolymerization /	guanyl-nucleotide exchange factor activity /// guanyl-nucleotide exchange factor activity /// Rho guanyl-nucleotide exchange factor activity /// Rho guanyl-nucleotide exchange factor activity /// microtubule binding /// microtubule binding /// zinc ion bi	intracellular /// cytoplasm /// microtubule /// microtubule /// microtubule cytoskeleton
207463_x_at	PRSS3	protease, serine, 3	-1.107246747	-3.249650598	0.023375906	0.107308168	-4.115724905	---	proteolysis /// proteolysis /// proteolysis /// proteolysis /// digestion /// digestion /// zymogen activation /// endothelial cell migration	catalytic activity /// serine-type endopeptidase activity /// calcium ion binding /// calcium ion binding /// protein binding /// peptidase activity /// hydrolase activity /// metal ion binding	extracellular region /// extracellular space
205262_at	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2	-1.106302868	-6.9665466	0.001016846	0.016624679	-0.526324941	---	two-component signal transduction system (phosphorelay) /// regulation of transcription, DNA-dependent /// transport /// ion transport /// potassium ion transport /// potassium ion transport /// muscle contraction /// signal transduction /// sensory perce	two-component sensor activity /// signal transducer activity /// ion channel activity /// voltage-gated ion channel activity /// voltage-gated potassium channel activity /// delayed rectifier potassium channel activity /// potassium channel activity /// p	voltage-gated potassium channel complex /// membrane /// integral to membrane
229882_at	RPS15A	ribosomal protein S15a	-1.105310422	-7.814697269	0.000602695	0.013027128	0.072973157	---	translation /// translation /// translation /// translational elongation /// positive regulation of cell proliferation /// response to virus /// positive regulation of cell cycle	RNA binding /// structural constituent of ribosome /// structural constituent of ribosome /// structural constituent of ribosome /// protein binding	intracellular /// cytoplasm /// cytosol /// ribosome /// cytosolic small ribosomal subunit /// ribonucleoprotein complex
206261_at	ZNF239	zinc finger protein 239	-1.105168399	-9.057806319	0.00030438	0.009515469	0.850159255	---	transcription /// regulation of transcription, DNA-dependent	nucleic acid binding /// DNA binding /// DNA binding /// RNA binding /// zinc ion binding /// metal ion binding	intracellular /// nucleus
228968_at	ZNF449	zinc finger protein 449	-1.105007078	-4.061546615	0.0101278	0.063503787	-3.168040567	---	transcription /// regulation of transcription, DNA-dependent	nucleic acid binding /// DNA binding /// transcription factor activity /// zinc ion binding /// metal ion binding	intracellular /// nucleus
1557078_at	SLFN5	schlafen family member 5	-1.10411184	-2.628236709	0.047563202	0.156978484	-4.904105153	---	cell differentiation	nucleotide binding /// ATP binding	---
214035_x_at	LOC399491	LOC399491 protein	-1.103172057	-8.824069442	0.000343796	0.010019843	0.712202288	---	neuropeptide signaling pathway	---	membrane /// integral to membrane
206109_at	FUT1	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)	-1.101811306	-7.043611161	0.000967533	0.016331088	-0.469251665	---	carbohydrate metabolic process /// carbohydrate metabolic process /// protein amino acid glycosylation /// L-fucose catabolic process	galactoside 2-alpha-L-fucosyltransferase activity /// galactoside 2-alpha-L-fucosyltransferase activity /// fucosyltransferase activity /// transferase activity /// transferase activity, transferring glycosyl groups	membrane fraction /// Golgi apparatus /// Golgi apparatus /// integral to plasma membrane /// membrane /// integral to membrane
238867_at	TMEM182	transmembrane protein 182	-1.101685707	-11.58077517	0.0000956	0.005735511	2.144186763	---	---	---	membrane /// integral to membrane
235048_at	FAM169A	family with sequence similarity 169, member A	-1.101009811	-6.178545551	0.001738887	0.021859931	-1.143345835	---	---	---	---
226419_s_at	FLJ44342	hypothetical LOC645460	-1.099896823	-6.335708087	0.001555678	0.020555573	-1.015191054	---	---	---	---
202061_s_at	SEL1L	sel-1 suppressor of lin-12-like (C. elegans)	-1.098380169	-21.92828805	0.00000442	0.001538289	5.294292483	---	Notch signaling pathway	binding	endoplasmic reticulum /// endoplasmic reticulum membrane /// membrane /// integral to membrane /// integral to membrane
209180_at	RABGGTB	Rab geranylgeranyltransferase, beta subunit	-1.097652277	-9.397537971	0.000256277	0.008850716	1.044537161	---	protein modification process /// visual perception	catalytic activity /// prenyltransferase activity /// Rab-protein geranylgeranyltransferase activity /// protein binding /// zinc ion binding /// transferase activity /// metal ion binding	---
226663_at	ANKRD10	ankyrin repeat domain 10	-1.09741761	-2.765494183	0.040447566	0.144986663	-4.726072183	---	---	---	---
221501_x_at	LOC100132540 /// LOC100132620 /// LOC339047 /// NPIP	similar to LOC339047 protein /// similar to LOC339047 protein /// hypothetical protein LOC339047 /// nuclear pore complex interacting protein	-1.096769881	-8.341395886	0.000446284	0.011380521	0.415720631	---	transport /// neuropeptide signaling pathway /// protein transport /// mRNA transport /// intracellular protein transport across a membrane	---	nucleus /// nuclear pore /// membrane /// integral to membrane /// nuclear membrane
1552546_a_at	LETM2	leucine zipper-EF-hand containing transmembrane protein 2	-1.096430648	-4.935502191	0.004582978	0.038841282	-2.259116763	---	---	---	mitochondrion /// membrane /// integral to membrane /// mitochondrial membrane
235274_at	---	---	-1.096084884	-4.394336694	0.007396907	0.052164587	-2.808682603	---	---	---	---
1556033_at	---	---	-1.094480352	-16.17223494	0.0000193	0.002857401	3.853013406	---	---	---	---
242663_at	LOC148189	Hypothetical protein LOC148189	-1.094467861	-2.874355713	0.035641511	0.136308067	-4.58628075	---	---	---	---
203071_at	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	-1.093928465	-5.310138005	0.003361592	0.032186328	-1.90247474	---	cell-cell signaling /// multicellular organismal development /// axon guidance	receptor activity	extracellular region /// endoplasmic reticulum /// endoplasmic reticulum /// membrane
204351_at	S100P	S100 calcium binding protein P	-1.09133461	-15.94687402	0.0000207	0.002947444	3.783319903	---	endothelial cell migration	magnesium ion binding /// calcium ion binding /// calcium ion binding /// protein binding /// protein binding /// calcium-dependent protein binding	nucleus /// nucleus /// cytoplasm /// cytoplasm
213252_at	SH3PXD2A	SH3 and PX domains 2A	-1.091102893	-5.409953067	0.003103679	0.030689069	-1.810558943	---	cell communication /// metabolic process	protein binding /// phosphoinositide binding	cytoplasm /// cell projection
229332_at	HPDL	4-hydroxyphenylpyruvate dioxygenase-like	-1.090878851	-3.110001061	0.027277048	0.11772795	-4.288619422	---	aromatic amino acid family metabolic process	4-hydroxyphenylpyruvate dioxygenase activity	---
235653_s_at	THAP6	THAP domain containing 6	-1.090299768	-4.659003223	0.005824919	0.044961903	-2.534657187	---	---	nucleic acid binding /// DNA binding /// zinc ion binding /// metal ion binding	microtubule cytoskeleton
204032_at	BCAR3	breast cancer anti-estrogen resistance 3	-1.088228658	-6.954005305	0.001025151	0.016686583	-0.535665254	---	signal transduction /// small GTPase mediated signal transduction /// response to drug	guanyl-nucleotide exchange factor activity /// protein binding /// protein binding	intracellular
211031_s_at	CLIP2	CAP-GLY domain containing linker protein 2	-1.087303712	-5.159670426	0.003799618	0.034663894	-2.043470976	---	---	---	cytoplasm /// cytoskeleton /// microtubule /// microtubule associated complex
213320_at	PRMT3	protein arginine methyltransferase 3	-1.086366752	-7.736944746	0.000630972	0.013332241	0.020559666	---	metabolic process	methyltransferase activity /// zinc ion binding /// protein-arginine N-methyltransferase activity /// transferase activity /// metal ion binding	intracellular /// cytoplasm /// cytoplasm
223506_at	ZC3H8	zinc finger CCCH-type containing 8	-1.086124081	-8.423820861	0.000426436	0.011098046	0.467498922	---	---	nucleic acid binding /// zinc ion binding /// metal ion binding	nucleus
226019_at	OMA1	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	-1.084838549	-7.304783591	0.000820279	0.014987001	-0.279852536	---	proteolysis	metalloendopeptidase activity /// peptidase activity /// metallopeptidase activity /// zinc ion binding /// hydrolase activity /// metal ion binding	mitochondrion /// membrane /// integral to membrane /// mitochondrial membrane
1557353_at	---	---	-1.084390585	-8.722230167	0.000362859	0.010315033	0.650974241	---	---	---	---
205266_at	LIF	leukemia inhibitory factor (cholinergic differentiation factor)	-1.082951882	-6.221275385	0.00168666	0.021446509	-1.10823905	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:TGF_Beta_Signaling_Pathway>TGF_Beta_Signaling_Pathway</a>	immune response /// multicellular organismal development /// positive regulation of cell proliferation /// positive regulation of cell proliferation /// organ regeneration /// positive regulation of peptidyl-serine phosphorylation /// positive regulation	cytokine activity /// cytokine activity /// leukemia inhibitory factor receptor binding /// leukemia inhibitory factor receptor binding /// growth factor activity /// growth factor activity	extracellular region /// extracellular space
1555963_x_at	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	-1.082426867	-13.78703686	0.0000416	0.004042385	3.048020686	---	protein amino acid glycosylation	galactosyltransferase activity /// transferase activity /// transferase activity, transferring glycosyl groups	Golgi membrane /// Golgi apparatus /// membrane /// integral to membrane
225102_at	MGLL	monoglyceride lipase	-1.081822997	-5.409072034	0.003105851	0.030689069	-1.811364697	---	lipid metabolic process /// inflammatory response	catalytic activity /// carboxylesterase activity /// lysophospholipase activity /// hydrolase activity /// acylglycerol lipase activity	---
210845_s_at	PLAUR	plasminogen activator, urokinase receptor	-1.081251402	-2.635679157	0.047143722	0.156217737	-4.894405715	---	cell motion /// chemotaxis /// signal transduction /// blood coagulation /// blood coagulation /// attachment of GPI anchor to protein /// regulation of proteolysis	receptor activity /// receptor activity /// receptor activity /// protein binding /// kinase activity /// enzyme binding /// U-plasminogen activator receptor activity	extracellular region /// plasma membrane /// plasma membrane /// plasma membrane /// cell surface /// membrane /// integral to membrane /// extrinsic to membrane /// anchored to membrane
236653_at	LOC148189	Hypothetical protein LOC148189	-1.080865089	-4.589306294	0.006197522	0.046625178	-2.605827804	---	---	---	---
205112_at	PLCE1	phospholipase C, epsilon 1	-1.080665121	-4.925118863	0.004623628	0.039000498	-2.269270988	---	activation of MAPK activity /// regulation of cell growth /// lipid metabolic process /// phospholipid metabolic process /// diacylglycerol biosynthetic process /// regulation of smooth muscle contraction /// cytoskeleton organization and biogenesis /// s	phosphoinositide phospholipase C activity /// phosphoinositide phospholipase C activity /// phospholipase C activity /// phospholipase C activity /// signal transducer activity /// receptor signaling protein activity /// guanyl-nucleotide exchange factor	Golgi membrane /// intracellular /// membrane fraction /// cytoplasm /// Golgi apparatus /// cytosol /// plasma membrane /// plasma membrane /// membrane
224165_s_at	IQCH	IQ motif containing H	-1.080044354	-3.228842917	0.023914972	0.108853911	-4.141311925	---	---	---	---
215920_s_at	LOC440350 /// LOC729602 /// LOC729978 /// PDXDC2	similar to nuclear pore complex interacting protein /// similar to nuclear pore complex interacting protein /// NPIP-like protein 2 /// pyridoxal-dependent decarboxylase domain containing 2	-1.079947854	-4.834276202	0.004997868	0.040928857	-2.358746001	---	carboxylic acid metabolic process	catalytic activity /// lyase activity /// carboxy-lyase activity /// pyridoxal phosphate binding	extracellular region /// nucleus
213750_at	RSL1D1	ribosomal L1 domain containing 1	-1.079790446	-7.586509843	0.000690299	0.013884636	-0.082240027	---	translation	structural constituent of ribosome /// protein binding	intracellular /// nucleus /// ribosome
1558381_a_at	---	---	-1.07854961	-5.879967254	0.002162338	0.024717024	-1.394319652	---	---	---	---
240824_at	---	---	-1.077923185	-3.172209401	0.025454903	0.113247253	-4.211264767	---	---	---	---
212119_at	RHOQ	ras homolog gene family, member Q	-1.077172909	-6.480063198	0.001407222	0.019401179	-0.899787399	---	small GTPase mediated signal transduction /// regulation of cell shape	nucleotide binding /// GTPase activity /// protein binding /// protein binding /// GTP binding	intracellular /// cytoplasm /// plasma membrane /// plasma membrane /// membrane
202087_s_at	CTSL1	cathepsin L1	-1.076860416	-18.19773842	0.0000109	0.002337164	4.428885499	---	proteolysis	cysteine-type endopeptidase activity /// protein binding /// peptidase activity /// cysteine-type peptidase activity /// hydrolase activity	extracellular region /// lysosome /// lysosome
1556814_a_at	---	---	-1.076586134	-2.737256306	0.041809134	0.147232198	-4.762545183	---	---	---	---
228098_s_at	MYLIP	myosin regulatory light chain interacting protein	-1.076471225	-8.945421093	0.000322618	0.009781876	0.784268029	---	cell motion /// nervous system development /// protein ubiquitination	ubiquitin-protein ligase activity /// binding /// protein binding /// protein binding /// cytoskeletal protein binding /// cytoskeletal protein binding /// zinc ion binding /// ligase activity /// metal ion binding	intracellular /// cytoplasm /// cytoskeleton /// extrinsic to membrane
218345_at	TMEM176A	transmembrane protein 176A	-1.076425879	-9.65681044	0.000225596	0.008383654	1.188214599	---	---	---	membrane /// integral to membrane
225400_at	TSEN15	tRNA splicing endonuclease 15 homolog (S. cerevisiae)	-1.07626472	-5.148241355	0.003835546	0.034860373	-2.054302231	---	mRNA processing /// tRNA processing	protein binding	nucleus
1552575_a_at	C6orf141	chromosome 6 open reading frame 141	-1.076162273	-6.580155238	0.001314096	0.018689606	-0.821032864	---	---	---	---
212339_at	EPB41L1	erythrocyte membrane protein band 4.1-like 1	-1.075210712	-2.75859547	0.040775602	0.145379285	-4.734975049	---	cortical actin cytoskeleton organization and biogenesis	actin binding /// structural molecule activity /// binding /// cytoskeletal protein binding	cytoplasm /// cytoskeleton /// extrinsic to membrane
212155_at	RNF187	ring finger protein 187	-1.074618678	-13.82707541	0.000041	0.004042385	3.062869207	---	---	protein binding /// zinc ion binding	---
203164_at	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1	-1.074281933	-8.186339073	0.00048669	0.011772167	0.316983349	---	transport /// transport	acetyl-CoA transporter activity	membrane fraction /// endoplasmic reticulum /// endoplasmic reticulum membrane /// endoplasmic reticulum membrane /// integral to plasma membrane /// membrane /// integral to membrane
227172_at	TMEM116	transmembrane protein 116	-1.073276659	-12.78468393	0.0000597	0.004643294	2.659215529	---	---	---	membrane /// integral to membrane
202812_at	GAA	glucosidase, alpha; acid	-1.071989583	-4.061470627	0.010128545	0.063503787	-3.168124542	---	maltose metabolic process /// diaphragm contraction /// carbohydrate metabolic process /// glycogen catabolic process /// sucrose metabolic process /// glucose metabolic process /// lysosome organization and biogenesis /// muscle development /// metabolic	hydrolase activity, hydrolyzing O-glycosyl compounds /// alpha-glucosidase activity /// alpha-glucosidase activity /// sugar binding /// hydrolase activity /// hydrolase activity, acting on glycosyl bonds	lysosome /// lysosome
214682_at	LOC399491	LOC399491 protein	-1.071563662	-3.987539991	0.010884515	0.066457808	-3.250244463	---	neuropeptide signaling pathway	---	membrane /// integral to membrane
226771_at	ATP8B2	ATPase, class I, type 8B, member 2	-1.070284805	-3.148236322	0.026140306	0.1149685	-4.241011433	---	transport /// metabolic process /// phospholipid transport	nucleotide binding /// magnesium ion binding /// catalytic activity /// phospholipid-translocating ATPase activity /// ATP binding /// ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism /// hydrolase activity /// ATPase	membrane /// integral to membrane /// integral to membrane
239384_at	FLJ44342	hypothetical LOC645460	-1.070253361	-3.060029896	0.028847685	0.121423963	-4.351139847	---	---	---	---
217185_s_at	LOC442240 /// ZNF259	similar to zinc finger protein 259 /// zinc finger protein 259	-1.070165284	-18.35472185	0.0000105	0.002290001	4.470030809	---	signal transduction /// cell proliferation	protein binding /// zinc ion binding /// metal ion binding	nucleus /// nucleus /// nucleolus /// cytoplasm /// cytoplasm
227174_at	WDR72	WD repeat domain 72	-1.06996406	-4.528243635	0.006546977	0.048268471	-2.668760392	---	---	---	---
214581_x_at	TNFRSF21	tumor necrosis factor receptor superfamily, member 21	-1.069819034	-7.287311525	0.000829258	0.015033204	-0.292333173	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Apoptosis>Apoptosis</a>	apoptosis /// signal transduction	receptor activity /// protein binding	membrane /// integral to membrane
212019_at	RSL1D1	ribosomal L1 domain containing 1	-1.069550566	-3.505979546	0.017752291	0.090611545	-3.805712691	---	translation	structural constituent of ribosome /// protein binding	intracellular /// nucleus /// ribosome
217492_s_at	PTEN /// PTENP1	phosphatase and tensin homolog /// phosphatase and tensin homolog pseudogene 1	-1.069453947	-10.16128578	0.000177573	0.007475293	1.456891754	---	regulation of cyclin-dependent protein kinase activity /// angiogenesis /// protein amino acid dephosphorylation /// protein amino acid dephosphorylation /// protein amino acid dephosphorylation /// lipid metabolic process /// induction of apoptosis /// i	phosphatidylinositol-3-phosphatase activity /// phosphoprotein phosphatase activity /// protein serine/threonine phosphatase activity /// protein tyrosine phosphatase activity /// protein tyrosine phosphatase activity /// platelet-derived growth factor re	cytoplasm /// cytoplasm /// cytoplasm /// cytosol
242553_at	ABCC3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	-1.069394928	-3.324087776	0.021557249	0.102070169	-4.024700913	---	transport /// transport	nucleotide binding /// transporter activity /// ATP binding /// ATP binding /// organic anion transmembrane transporter activity /// ATPase activity /// nucleoside-triphosphatase activity /// ATPase activity, coupled to transmembrane movement of substance	membrane fraction /// integral to plasma membrane /// membrane /// integral to membrane
241933_at	QRSL1	Glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	-1.069330046	-5.922070132	0.002095791	0.024267358	-1.358317738	---	translation	ligase activity /// carbon-nitrogen ligase activity, with glutamine as amido-N-donor	---
227223_at	RBM39	RNA binding motif protein 39	-1.069297918	-3.235065928	0.023752289	0.108390008	-4.133653062	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:mRNA_processing_Reactome>mRNA_processing_Reactome</a>	transcription /// regulation of transcription, DNA-dependent /// RNA processing /// mRNA processing /// RNA splicing	nucleotide binding /// nucleic acid binding /// RNA binding	nucleus /// nucleoplasm /// nuclear speck
224873_s_at	MRPS25	mitochondrial ribosomal protein S25	-1.069263929	-5.385171675	0.003165473	0.031142005	-1.833260492	---	translation	structural constituent of ribosome	mitochondrion /// mitochondrial small ribosomal subunit /// ribosome /// ribonucleoprotein complex
227737_at	SRPRB	Signal recognition particle receptor, B subunit	-1.068011696	-7.03468969	0.000973094	0.016351073	-0.47583065	---	---	nucleotide binding /// receptor activity /// protein binding /// GTP binding	endoplasmic reticulum /// endoplasmic reticulum membrane /// membrane /// integral to membrane /// ribonucleoprotein complex
219707_at	CPNE7	copine VII	-1.06747318	-3.408944412	0.019677188	0.096722153	-3.921924663	---	lipid metabolic process	transporter activity	---
214449_s_at	RHOQ	ras homolog gene family, member Q	-1.067183891	-6.280996668	0.001616741	0.020947469	-1.059503223	---	small GTPase mediated signal transduction /// regulation of cell shape	nucleotide binding /// GTPase activity /// protein binding /// protein binding /// GTP binding	intracellular /// cytoplasm /// plasma membrane /// plasma membrane /// membrane
219247_s_at	ZDHHC14	zinc finger, DHHC-type containing 14	-1.066644425	-3.747318703	0.013830795	0.077161038	-3.522878922	---	---	zinc ion binding /// acyltransferase activity /// transferase activity /// metal ion binding	membrane /// integral to membrane
227103_s_at	ECE2	endothelin converting enzyme 2	-1.066510103	-6.605964052	0.00129128	0.018492273	-0.800890756	---	proteolysis /// cell-cell signaling /// brain development /// heart development /// metabolic process /// cardioblast differentiation /// peptide hormone processing /// peptide hormone processing	catalytic activity /// metalloendopeptidase activity /// metalloendopeptidase activity /// methyltransferase activity /// peptidase activity /// metallopeptidase activity /// zinc ion binding /// zinc ion binding /// zinc ion binding /// transferase activ	Golgi membrane /// Golgi apparatus /// membrane /// integral to membrane /// cytoplasmic vesicle membrane /// cytoplasmic vesicle membrane
1562020_s_at	NT5DC4	5-nucleotidase domain containing 4	-1.066298189	-2.759994956	0.040708817	0.14535771	-4.733168588	---	---	---	---
224952_at	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	-1.066267765	-5.807980374	0.002281991	0.025389289	-1.456351818	---	---	binding	---
