Probe Set ID	Unigene(Avadis)	Gene Title	Gene Symbol	Fold change	p-value
1570169_at	Hs.546470	CUB and Sushi multiple domains 2	CSMD2	-2.6371589	0.03530903
220030_at	Hs.24979	serine/threonine/tyrosine kinase 1	STYK1	-2.65687	0.036271
1556021_at	Hs.439363	hypothetical protein LOC144874	LOC144874	-2.6693869	0.016576767
233620_at	Hs.24598	Rho guanine nucleotide exchange factor (GEF) 12	ARHGEF12	-2.6697738	0.039075997
230032_at	Hs.60772	O-sialoglycoprotein endopeptidase-like 1	OSGEPL1	-2.6704702	0.03558807
205980_s_at	Hs.102336	Rho GTPase activating protein 8	ARHGAP8	-2.6741853	0.023253402
218501_at	Hs.476402	Rho guanine nucleotide exchange factor (GEF) 3	ARHGEF3	-2.6904566	0.019813646
225016_at	Hs.293274	adenomatosis polyposis coli down-regulated 1	APCDD1	-2.692139	0.021663297
219534_x_at	Hs.106070	cyclin-dependent kinase inhibitor 1C (p57, Kip2)	CDKN1C	-2.703487	0.03268724
206977_at	Hs.37045	parathyroid hormone	PTH	-2.7037938	0.016267201
225139_at	Hs.341716	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	NFATC3	-2.712919	0.021711782
223433_at	Hs.83313	chromosome 7 open reading frame 36	C7orf36	-2.7181177	0.04940317
224495_at	Hs.513933	hypothetical protein MGC10744 /// hypothetical protein MGC10744	MGC10744	-2.7215242	0.02117422
1554173_at	Hs.313343	triggering receptor expressed on myeloid cells 5	TREM5	-2.7234826	0.012805049
223283_s_at	Hs.284217	serologically defined colon cancer antigen 33	SDCCAG33	-2.730814	0.03383498
208121_s_at	Hs.160871	protein tyrosine phosphatase, receptor type, O /// protein tyrosine phosphatase, receptor type, O	PTPRO	-2.734816	0.017951678
232611_at	Hs.524660	hypothetical protein LOC92497	LOC92497	-2.7423801	0.04711369
226559_at	Hs.529857	immediate early response 5-like	IER5L	-2.7452483	0.027259385
215700_x_at	Hs.6132	copine VI (neuronal)	CPNE6	-2.7489328	0.001134156
1554769_at	Hs.513509	hypothetical protein FLJ32130	FLJ32130	-2.7514977	0.003502593
226490_at	Hs.486596	NHS-like 1	NHSL1	-2.7565708	0.045431312
218133_s_at	Hs.145284	NIF3 NGG1 interacting factor 3-like 1 (S. pombe)	NIF3L1	-2.7940495	0.010131324
221864_at	Hs.460617	hypothetical protein MGC13024	MGC13024	-2.799747	0.002960679
204039_at	Hs.76171	CCAAT/enhancer binding protein (C/EBP), alpha	CEBPA	-2.8110921	0.04375054
218631_at	Hs.23918	arginine vasopressin-induced 1	AVPI1	-2.811727	0.00413055
58780_s_at	Hs.35125	hypothetical protein FLJ10357	FLJ10357	-2.8122065	0.036384754
224873_s_at	Hs.128201	mitochondrial ribosomal protein S25	MRPS25	-2.8144572	0.04060606
228291_s_at	Hs.187635	chromosome 20 open reading frame 19	C20orf19	-2.814889	0.014343808
208543_at	Hs.247694	olfactory receptor, family 10, subfamily H, member 2	OR10H2	-2.826087	0.029900383
214198_s_at	Hs.517357	DiGeorge syndrome critical region gene 2	DGCR2	-2.8331146	0.028832389
232884_s_at	Hs.381239	hypothetical protein DKFZp434J1015	DKFZp434J1015	-2.8542545	0.012129246
223553_s_at	Hs.153343	docking protein 3	DOK3	-2.8560312	0.007799794
36030_at	Hs.15243	HOM-TES-103 tumor antigen-like	HOM-TES-103	-2.8647773	0.02213519
210176_at	Hs.111805	toll-like receptor 1	TLR1	-2.8661662	0.034484763
1562167_a_at	Hs.526624	defensin, beta 122	DEFB122	-2.8772037	0.010263583
220255_at	Hs.302003	Fanconi anemia, complementation group E	FANCE	-2.888758	0.012118805
201280_s_at	Hs.481980	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	DAB2	-2.895135	0.020282874
230252_at	Hs.155538	G protein-coupled receptor 92	GPR92	-2.907281	0.019004025
227002_at	Hs.143878	chromosome 9 open reading frame 59	C9orf59	-2.911877	0.002435393
57082_at	Hs.184482	LDL receptor adaptor protein	ARH	-2.923056	0.004993209
227948_at	Hs.117835	FYVE, RhoGEF and PH domain containing 4	FGD4	-2.9388492	0.003127721
207446_at	Hs.366986	toll-like receptor 6	TLR6	-2.9416343	0.01913438
1558501_at	Hs.494751	dynamin 3	DNM3	-2.9420948	0.017250529
236329_at	Hs.436550	hypothetical protein FLJ33996	FLJ33996	-2.9556484	0.032709226
205258_at	Hs.1735	inhibin, beta B (activin AB beta polypeptide)	INHBB	-2.9600506	0.029829144
205795_at	Hs.368307	neurexin 3	NRXN3	-2.9720862	0.009624262
209357_at	Hs.82071	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	CITED2	-2.9783988	0.006010815
212399_s_at	Hs.373959	vestigial like 4 (Drosophila)	VGLL4	-2.981385	0.010282202
1556715_at	Hs.77498	Phosphoribosyl pyrophosphate synthetase-associated protein 1	PRPSAP1	-2.984478	0.040467683
243778_at	Hs.127026	Hypothetical protein FLJ37118	FLJ37118	-2.9908686	0.023354352
229824_at	Hs.546252	Chromosome 9 open reading frame 47	C9orf47	-2.9934456	0.003001947
229337_at	Hs.524085	ubiquitin specific protease 2	USP2	-3.0222042	0.019193897
204674_at	Hs.124922	lymphoid-restricted membrane protein	LRMP	-3.0261583	0.039046377
219183_s_at	Hs.170944	pleckstrin homology, Sec7 and coiled-coil domains 4	PSCD4	-3.042155	0.000646752
227088_at	Hs.370661	Phosphodiesterase 5A, cGMP-specific	PDE5A	-3.0844207	0.005628287
230209_at	Hs.440049	Hypothetical protein MGC11349	MGC11349	-3.0962338	0.047651015
205542_at	Hs.61635	six transmembrane epithelial antigen of the prostate	STEAP	-3.1038086	0.006072259
206683_at	Hs.55481	zinc finger protein 165	ZNF165	-3.1099076	0.006322008
238532_at	Hs.162868	D4, zinc and double PHD fingers, family 3	DPF3	-3.1133654	0.005162175
235629_at	Hs.203717	Fibronectin 1	FN1	-3.1206975	0.040857118
1554171_at	Hs.522684	zinc finger protein 261	ZNF261	-3.1273687	0.03604488
1552553_a_at	Hs.546417	caspase recruitment domain family, member 12	CARD12	-3.1641867	0.012385169
214639_s_at	Hs.67397	homeo box A1	HOXA1	-3.1735785	0.008691758
228403_at	Hs.522085	GAAI470	UNQ470	-3.1975963	0.024727838
229990_at	Hs.450972	Transforming growth factor beta 1 induced transcript 4	TGFB1I4	-3.2033505	0.028016476
207606_s_at	Hs.499264	Rho GTPase activating protein 12	ARHGAP12	-3.2455664	0.034541074
219378_at	Hs.512914	NMDA receptor regulated 1-like	NARG1L	-3.2962368	0.012100676
222749_at	Hs.404089	suppressor of fused homolog (Drosophila)	SUFU	-3.3055525	0.019206133
241988_x_at	Hs.335205	Slingshot homolog 2 (Drosophila)	SSH2	-3.320555	0.023520272
219932_at	Hs.49765	solute carrier family 27 (fatty acid transporter), member 6	SLC27A6	-3.323589	0.048199523
219369_s_at	Hs.278815	OTU domain, ubiquitin aldehyde binding 2	OTUB2	-3.3262246	0.002164597
206500_s_at	Hs.437941	chromosome 14 open reading frame 106	C14orf106	-3.373897	0.04702795
1556209_at	Hs.85201	C-type lectin domain family 2, member B	CLEC2B	-3.4014375	0.04008447
232693_s_at	Hs.435535	zinc finger protein 395 /// F-box protein 16	ZNF395 /// FBXO16	-3.4413016	0.025647309
218149_s_at	Hs.435535	zinc finger protein 395	ZNF395	-3.5103207	0.029845651
229116_at	Hs.546344	Connector enhancer of kinase suppressor of Ras 2	CNKSR2	-3.528943	0.01684334
209262_s_at	Hs.466148	nuclear receptor subfamily 2, group F, member 6	NR2F6	-3.559709	0.003902316
223855_s_at	Hs.248122	G protein-coupled receptor 24	GPR24	-3.5659614	0.039201044
221360_s_at	Hs.248115	growth hormone secretagogue receptor	GHSR	-3.5780785	0.02657276
206014_at	Hs.259831	actin-like 6B	ACTL6B	-3.636227	0.017323783
204011_at	Hs.18676	sprouty homolog 2 (Drosophila)	SPRY2	-3.7152522	0.037551522
211093_at	Hs.93173	phosphodiesterase 6C, cGMP-specific, cone, alpha prime	PDE6C	-3.735665	0.006825915
209864_at	Hs.140720	frequently rearranged in advanced T-cell lymphomas 2	FRAT2	-3.808451	0.005853643
1560615_a_at	Hs.287792	Deleted in a mouse model of primary ciliary dyskinesia	DPCD	-3.8471277	0.02774047
235385_at	Hs.136900	Membrane-associated RING-CH protein I	MARCH-I	-3.8640156	0.019313438
1554588_a_at	Hs.447659	hypothetical protein FLJ30990	FLJ30990	-3.9219491	0.03362982
1569560_at	Hs.474206	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)	HIRA	-3.947761	0.008413101
1554722_at	Hs.47288	transient receptor potential cation channel, subfamily M, member 3	TRPM3	-4.0668926	0.030949693
205366_s_at	Hs.98428	homeo box B6	HOXB6	-4.096949	0.039234802
225803_at	Hs.403933	F-box protein 32	FBXO32	-4.1330996	0.047779232
228504_at	Hs.182889	Sodium channel, voltage-gated, type VII, alpha	SCN7A	-4.187445	0.04036146
235916_at	Hs.135978	yippee-like 4 (Drosophila)	YPEL4	-4.2462564	0.00127005
224536_s_at		protocadherin gamma subfamily C, 5	PCDHGC5	-4.410362	0.04315173
218816_at	Hs.485581	leucine rich repeat containing 1	LRRC1	-4.579881	0.042498615
215659_at	Hs.306777	Gasdermin-like	GSDML	-4.6124277	0.041524466
243967_at	Hs.444414	Lymphoid nuclear protein related to AF4	LAF4	-4.6190214	0.009105541
1556942_at	Hs.372492	KIAA1126 protein	KIAA1126	-4.662888	0.031371433
241441_at	Hs.180758	Chondroitin sulfate GalNAcT-2	GALNACT-2	-4.6838202	0.048411302
1553640_at	Hs.353115	chromosome 8 open reading frame 21	C8orf21	-4.891771	0.010901557
218589_at	Hs.123464	purinergic receptor P2Y, G-protein coupled, 5	P2RY5	-5.2160335	0.031973574
202286_s_at	Hs.23582	tumor-associated calcium signal transducer 2	TACSTD2	-5.3230896	0.028113287
217103_at	Hs.213289	Low density lipoprotein receptor (familial hypercholesterolemia)	LDLR	-5.366546	0.049864963
1554355_a_at	Hs.10056	cytosolic sialic acid 9-O-acetylesterase homolog	CSE-C	-5.5079556	0.047096428
225167_at	Hs.439488	FERM domain containing 4A	FRMD4A	-5.529541	0.00535682
1553392_at	Hs.152670	hypothetical protein FLJ25818	FLJ25818	-5.6473765	0.028497187
1554619_at	Hs.64004	similar to metallo-beta-lactamase superfamily protein	LOC153364	-5.8221292	0.003793306
204689_at	Hs.118651	hematopoietically expressed homeobox	HHEX	-5.8576484	0.001650168
237670_at	Hs.370699	hypothetical protein LOC284801	LOC284801	-6.271032	0.038557924
237282_s_at	Hs.184993	A kinase (PRKA) anchor protein 14	AKAP14	-8.631102	0.01864673
