Order	Parametric p-value	FDR	Geom mean of intensities in class 1 (1.25 Gy)	Geom mean of intensities in class 2 (Control)	Fold-change	Unique id	Description	Gene symbol
459	0.0003386	0.0145355	2039.03801	1413.57152	1.4424725	A_24_P337058	Homo sapiens cyclin L1 (CCNL1), mRNA [NM_020307]	CCNL1
460	0.000341	0.0145963	1356.202441	939.2737073	1.4438842	A_23_P209995	Homo sapiens interleukin 1 receptor antagonist (IL1RN), transcript variant 1, mRNA [NM_173842]	IL1RN
461	0.0003415	0.0145963	403.7403799	665.3544434	0.606805	A_23_P105442	Homo sapiens GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein (GRASP), mRNA [NM_181711]	GRASP
462	0.0003472	0.0148079	19.8183439	39.8547791	0.4972639	A_32_P118348	full-length cDNA clone CS0DF032YA11 of Fetal brain of Homo sapiens (human). [CR622072]	CR622072
463	0.0003563	0.0151631	4365.135762	2657.289276	1.6427025	A_23_P55649	Homo sapiens formyl peptide receptor-like 1 (FPRL1), transcript variant 1, mRNA [NM_001462]	FPRL1
464	0.0003583	0.0152154	4050.133909	2946.887142	1.374377	A_23_P31097	Homo sapiens osteopetrosis associated transmembrane protein 1 (OSTM1), mRNA [NM_014028]	OSTM1
465	0.0003605	0.0152759	585.034389	401.0081422	1.458909	A_24_P335221	Homo sapiens reticulon 3 (RTN3), transcript variant 4, mRNA [NM_201430]	RTN3
466	0.0003644	0.015408	108.4001716	66.8695736	1.6210687	A_24_P937325	Homo sapiens mRNA; cDNA DKFZp434K1572 (from clone DKFZp434K1572). [AL713762]	AL713762
467	0.0003733	0.0157505	19.400608	33.6062396	0.5772918	A_32_P58668	Unknown	THC2505214
468	0.0003742	0.0157548	83.4321143	132.8841941	0.6278558	A_32_P486443	Homo sapiens mRNA for KIAA0557 protein, partial cds. [AB011129]	ZNF500
469	0.0003774	0.0158258	61.9217226	86.1969047	0.7183752	A_23_P326987	Homo sapiens pp13759 mRNA, complete cds. [AF318337]	AF318337
470	0.0003782	0.0158258	4888.747336	3524.9689	1.3868909	A_23_P433753	Homo sapiens protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1) (PRKAR1A), transcript variant 3, mRNA [NM_212472]	PRKAR1A
471	0.0003786	0.0158258	1388.884316	924.5716511	1.5021922	A_24_P239578	Homo sapiens Src-like-adaptor (SLA), transcript variant 1, mRNA [NM_001045556]	SLA
472	0.0003791	0.0158258	815.8983776	584.0672062	1.3969255	A_24_P236008	Homo sapiens mRNA for KIAA1360 protein, partial cds. [AB037781]	SCYL2
473	0.0003849	0.016034	146.4017759	247.5258259	0.5914606	A_32_P194563	Unknown	THC2651751
474	0.0003917	0.0162828	160.6466434	230.2777064	0.6976213	A_23_P252335	Homo sapiens chromosome 21 open reading frame 45 (C21orf45), mRNA [NM_018944]	C21orf45
475	0.0003927	0.0162889	86.3596248	57.0872967	1.5127643	A_23_P339557	Homo sapiens male sterility domain containing 2 (MLSTD2), mRNA [NM_032228]	MLSTD2
476	0.0003935	0.0162889	61.3918137	94.786605	0.6476845	A_24_P65271	Homo sapiens chromosome 16 open reading frame 58 (C16orf58), mRNA [NM_022744]	C16orf58
477	0.0003964	0.016365	238.544231	171.4042579	1.3917054	A_24_P48318	Homo sapiens coiled-coil domain containing 49 (CCDC49), mRNA [NM_017748]	CCDC49
478	0.000397	0.016365	1261.874402	1824.936448	0.6914621	A_32_P123629	Q96KD8_HUMAN (Q96KD8) Squamous cell carcinoma-related protein-1, partial (38%) [THC2783730]	THC2783730
479	0.0004035	0.0165367	81.437036	122.8740216	0.6627685	A_24_P358116	Homo sapiens HSPC090 mRNA, partial cds. [AF161353]	AF161353
480	0.0004054	0.0165367	705.3816812	451.0103094	1.5640035	A_23_P123666	Homo sapiens TBC1 domain family, member 2 (TBC1D2), mRNA [NM_018421]	TBC1D2
481	0.0004056	0.0165367	38.6321464	64.9414372	0.5948767	A_23_P138693	Homo sapiens N-myristoyltransferase 2 (NMT2), mRNA [NM_004808]	NMT2
482	0.0004057	0.0165367	6802.082646	4873.205994	1.3958127	A_23_P354074	Homo sapiens lysosomal trafficking regulator (LYST), transcript variant 1, mRNA [NM_000081]	LYST
483	0.0004058	0.0165367	827.8466975	594.5630088	1.3923616	A_23_P147404	Unknown	A_23_P147404
484	0.0004062	0.0165367	65.0174523	33.1858925	1.9591895	A_23_P256473	Homo sapiens sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C (SEMA3C), mRNA [NM_006379]	SEMA3C
485	0.0004085	0.0165627	510.690069	355.3805802	1.437023	A_23_P90172	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 15A (PPP1R15A), mRNA [NM_014330]	PPP1R15A
486	0.0004091	0.0165627	796.9059522	601.6972241	1.3244302	A_23_P424080	Homo sapiens Yip1 domain family, member 4 (YIPF4), mRNA [NM_032312]	YIPF4
487	0.0004101	0.0165627	78.1279299	113.7626405	0.6867626	A_24_P238046	Homo sapiens cDNA FLJ13314 fis, clone OVARC1001506, highly similar to POLYCYSTIN PRECURSOR. [AK023376]	AK023376
488	0.0004102	0.0165627	1145.998413	784.220553	1.4613216	A_24_P211351	CSL-type zinc finger-containing protein 1. [Source:Uniprot/SWISSPROT;Acc:Q9H4G8] [ENST00000370395]	ENST00000370395
489	0.0004118	0.0165933	335.0315881	253.6510047	1.3208368	A_24_P845072	Homo sapiens family with sequence similarity 91, member A1 (FAM91A1), mRNA [NM_144963]	FAM91A1
490	0.0004136	0.0166318	168.7571692	265.8303723	0.6348303	A_23_P78742	Homo sapiens fms-related tyrosine kinase 3 ligand (FLT3LG), mRNA [NM_001459]	FLT3LG
491	0.0004179	0.0167705	183.1051292	130.9076828	1.3987348	A_23_P348121	Homo sapiens FOS-like antigen 2 (FOSL2), mRNA [NM_005253]	FOSL2
492	0.0004195	0.0168005	76.3003511	112.2510808	0.6797293	A_24_P267293	Homo sapiens sterile alpha and TIR motif containing 1 (SARM1), mRNA [NM_015077]	SARM1
493	0.0004257	0.0170142	20.971049	37.1918539	0.5638614	A_23_P324523	Homo sapiens IQ motif containing K (IQCK), mRNA [NM_153208]	IQCK
494	0.0004269	0.0170276	16.0826817	41.706388	0.3856167	A_24_P290751	Homo sapiens deltex homolog 1 (Drosophila) (DTX1), mRNA [NM_004416]	DTX1
495	0.0004284	0.0170529	72.4381314	41.1732434	1.7593497	A_24_P286114	Homo sapiens solute carrier family 1 (glial high affinity glutamate transporter), member 3 (SLC1A3), mRNA [NM_004172]	SLC1A3
496	0.0004385	0.0174085	628.3099387	383.5186934	1.6382772	A_23_P166408	Homo sapiens oncostatin M (OSM), mRNA [NM_020530]	OSM
497	0.0004391	0.0174085	212.7725933	423.5248495	0.5023851	A_23_P159237	Homo sapiens G protein-coupled receptor 20 (GPR20), mRNA [NM_005293]	GPR20
498	0.0004408	0.0174408	223.1748659	153.5562661	1.4533752	A_24_P270814	Homo sapiens v-crk sarcoma virus CT10 oncogene homolog (avian) (CRK), transcript variant II, mRNA [NM_016823]	CRK
499	0.0004422	0.0174611	143.9794088	100.0271313	1.4394036	A_23_P75516	Homo sapiens protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1 (PPFIA1), transcript variant 2, mRNA [NM_003626]	PPFIA1
500	0.0004436	0.0174814	35.5947323	53.4817658	0.6655489	A_23_P102017	Homo sapiens KIAA1189 (KIAA1189), transcript variant 2, mRNA [NM_020711]	KIAA1189
501	0.0004495	0.0176785	158.5050623	103.5123233	1.5312676	A_23_P3169	Homo sapiens guanosine monophosphate reductase 2 (GMPR2), transcript variant 2, mRNA [NM_001002000]	GMPR2
502	0.0004507	0.0176904	129.6362118	87.3840963	1.4835218	A_23_P83556	Homo sapiens v-crk sarcoma virus CT10 oncogene homolog (avian) (CRK), transcript variant II, mRNA [NM_016823]	CRK
503	0.0004517	0.0176944	647.1796307	907.3250248	0.7132831	A_23_P60579	Homo sapiens mannose phosphate isomerase (MPI), mRNA [NM_002435]	MPI
504	0.0004565	0.017847	1789.643655	1219.973013	1.4669535	A_23_P429689	Homo sapiens family with sequence similarity 44, member A (FAM44A), mRNA [NM_148894]	FAM44A
505	0.0004588	0.0178777	2705.259745	1667.904255	1.6219515	A_23_P31177	Homo sapiens transmembrane protein 140 (TMEM140), mRNA [NM_018295]	TMEM140
506	0.0004591	0.0178777	3042.700645	4547.653822	0.6690704	A_23_P165927	Homo sapiens stathmin-like 3 (STMN3), mRNA [NM_015894]	STMN3
507	0.0004629	0.0179871	945.9520137	650.6197019	1.4539246	A_23_P120931	Homo sapiens apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3C (APOBEC3C), mRNA [NM_014508]	APOBEC3C
508	0.0004652	0.0179871	1330.611836	900.7680663	1.4771969	A_23_P71433	Homo sapiens ubiquitin-conjugating enzyme E2W (putative) (UBE2W), transcript variant 1, mRNA [NM_001001481]	UBE2W
509	0.0004665	0.0179871	29.8934303	57.8600805	0.5166503	A_23_P163697	Homo sapiens synaptotagmin XVII (SYT17), mRNA [NM_016524]	SYT17
510	0.0004672	0.0179871	316.7010997	233.468865	1.3565025	A_24_P157415	Homo sapiens ATPase, Class VI, type 11B (ATP11B), mRNA [NM_014616]	ATP11B
511	0.0004679	0.0179871	871.5118531	538.9580524	1.617031	A_24_P300952	Homo sapiens amyloid beta (A4) precursor-like protein 2 (APLP2), mRNA [NM_001642]	APLP2
512	0.000468	0.0179871	80.7028449	115.7894334	0.6969794	A_23_P209066	Q569K0_HUMAN (Q569K0) ZNF599 protein, partial (84%) [THC2616195]	THC2616195
513	0.0004683	0.0179871	18.1162651	45.792142	0.3956195	A_32_P88958	Homo sapiens InaD-like (Drosophila) (INADL), mRNA [NM_176877]	INADL
514	0.0004724	0.0181093	3314.321523	2221.804232	1.4917253	A_23_P137196	Homo sapiens interleukin 13 receptor, alpha 1 (IL13RA1), mRNA [NM_001560]	IL13RA1
515	0.0004746	0.0181583	3030.084616	1882.5857	1.6095334	A_23_P126623	Homo sapiens phosphogluconate dehydrogenase (PGD), mRNA [NM_002631]	PGD
516	0.0004783	0.0182644	89.8277721	123.190214	0.7291794	A_23_P47790	Homo sapiens methyltransferase like 1 (METTL1), transcript variant 1, mRNA [NM_005371]	METTL1
517	0.0004823	0.0183574	612.0066558	850.012439	0.7199973	A_32_P49334	Homo sapiens, clone IMAGE:5164782, mRNA. [BC036909]	LOC284889
518	0.0004826	0.0183574	451.1808828	254.7201571	1.7712806	A_23_P122863	Homo sapiens growth factor receptor-bound protein 10 (GRB10), transcript variant 4, mRNA [NM_001001555]	GRB10
519	0.0004973	0.0188802	3224.975245	2264.342336	1.4242437	A_24_P380234	Homo sapiens family with sequence similarity 53, member C (FAM53C), mRNA [NM_016605]	FAM53C
520	0.0004988	0.0189007	1357.204001	947.9945293	1.4316581	A_32_P224666	Homo sapiens capping protein (actin filament) muscle Z-line, alpha 2 (CAPZA2), mRNA [NM_006136]	CAPZA2
521	0.0005059	0.0191329	1245.738667	782.3496703	1.5923042	A_23_P39931	Homo sapiens dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive) (DYSF), mRNA [NM_003494]	DYSF
522	0.0005109	0.019285	184.5637417	111.6858775	1.6525253	A_24_P359067	Homo sapiens cDNA FLJ34517 fis, clone HLUNG2006781. [AK091836]	AK091836
523	0.0005124	0.0193046	2028.962356	1309.928206	1.5489111	A_24_P88690	Homo sapiens solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 (SLC11A1), mRNA [NM_000578]	SLC11A1
524	0.0005141	0.0193317	74.1901075	127.377928	0.5824408	A_24_P936171	Homo sapiens agmatine ureohydrolase (agmatinase) (AGMAT), mRNA [NM_024758]	AGMAT
525	0.0005199	0.0195092	1713.871981	2695.877669	0.635738	A_23_P98173	Homo sapiens protein tyrosine phosphatase, receptor type, C-associated protein (PTPRCAP), mRNA [NM_005608]	PTPRCAP
526	0.0005208	0.0195092	70.2084096	40.9598604	1.7140783	A_23_P144872	Homo sapiens GM2 ganglioside activator (GM2A), mRNA [NM_000405]	GM2A
527	0.0005245	0.0196105	78.5331456	122.5672332	0.6407352	A_24_P222176	Homo sapiens mRNA for FLJ00278 protein. [AK090401]	LOC283701
528	0.0005286	0.0197114	166.8556344	261.7784419	0.6373926	A_32_P75094	Homo sapiens apoptosis-inducing factor, mitochondrion-associated, 2 (AIFM2), mRNA [NM_032797]	AIFM2
529	0.0005296	0.0197114	1367.203187	2191.954952	0.6237369	A_23_P310421	Homo sapiens carbohydrate (chondroitin 4) sulfotransferase 12 (CHST12), mRNA [NM_018641]	CHST12
530	0.0005302	0.0197114	157.0096842	241.6124667	0.649841	A_32_P7502	Homo sapiens CD96 molecule (CD96), transcript variant 1, mRNA [NM_198196]	CD96
531	0.000532	0.0197411	11858.86284	15520.44339	0.7640802	A_23_P8452	Homo sapiens LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase (LFNG), transcript variant 1, mRNA [NM_001040167]	LFNG
532	0.0005344	0.0197929	17560.62592	12709.66386	1.3816751	A_23_P43255	Homo sapiens family with sequence similarity 49, member B (FAM49B), mRNA [NM_016623]	FAM49B
533	0.0005447	0.0200856	519.3507325	813.3362053	0.6385437	A_23_P165333	Homo sapiens bridging integrator 1 (BIN1), transcript variant 4, mRNA [NM_139346]	BIN1
534	0.0005458	0.0200856	511.453966	779.4168975	0.6562008	A_23_P68087	Homo sapiens 5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase (ATIC), mRNA [NM_004044]	ATIC
535	0.0005465	0.0200856	607.0529641	434.767659	1.3962698	A_23_P103405	Homo sapiens cDNA FLJ13024 fis, clone NT2RP3000865. [AK023086]	CNIH3
536	0.0005471	0.0200856	7.3593404	15.3845432	0.4783594	A_23_P31921	Homo sapiens argininosuccinate synthetase 1 (ASS1), transcript variant 1, mRNA [NM_000050]	ASS1
537	0.0005474	0.0200856	9880.506727	6618.939896	1.4927627	A_32_P30898	AA593970 nn01c05.s1 NCI_CGAP_Co9 Homo sapiens cDNA clone IMAGE:1076456 3, mRNA sequence [AA593970]	AA593970
538	0.0005486	0.0200922	581.8846317	400.7692355	1.4519194	A_24_P282597	Homo sapiens CD46 molecule, complement regulatory protein (CD46), transcript variant a, mRNA [NM_002389]	CD46
539	0.0005519	0.0201674	38.8541406	53.0889933	0.7318681	A_23_P435944	Homo sapiens mRNA for KIAA1508 protein, partial cds. [AB040941]	ZNF530
540	0.0005527	0.0201674	1119.950305	1634.512846	0.6851891	A_23_P316741	Homo sapiens tetraspanin 4 (TSPAN4), transcript variant 1, mRNA [NM_001025237]	TSPAN4
541	0.0005538	0.0201702	819.6259369	1260.584084	0.6501954	A_23_P58604	Homo sapiens hypothetical LOC51149 (LOC51149), transcript variant 3, mRNA [NM_001018062]	LOC51149
542	0.0005552	0.0201839	26.6308573	17.4548133	1.5257028	A_23_P167711	Homo sapiens microfibrillar-associated protein 3 (MFAP3), mRNA [NM_005927]	MFAP3
543	0.0005586	0.0202701	511.5704418	721.8648329	0.708679	A_23_P384056	Homo sapiens coiled-coil domain containing 14 (CCDC14), mRNA [NM_022757]	CCDC14
544	0.0005667	0.0204699	30.5484846	21.5009111	1.4207995	A_23_P145786	Homo sapiens MLX interacting protein-like (MLXIPL), transcript variant 1, mRNA [NM_032951]	MLXIPL
545	0.0005671	0.0204699	1624.29173	1086.260116	1.4953064	A_24_P356592	Homo sapiens protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1) (PRKAR1A), transcript variant 3, mRNA [NM_212472]	PRKAR1A
546	0.0005678	0.0204699	4284.153433	2738.450525	1.5644443	A_23_P39665	Homo sapiens solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 (SLC11A1), mRNA [NM_000578]	SLC11A1
547	0.0005691	0.0204699	71.6243051	106.7392709	0.6710211	A_23_P110802	Homo sapiens centromere protein H (CENPH), mRNA [NM_022909]	CENPH
548	0.0005693	0.0204699	1266.088156	888.2096033	1.4254385	A_32_P109637	AV739766 AV739766 CB Homo sapiens cDNA clone CBDAGB02 5, mRNA sequence [AV739766]	THC2554861
549	0.0005725	0.0205474	322.2998621	221.2829132	1.4565059	A_23_P501985	Homo sapiens colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) (CSF2RA), transcript variant 6, mRNA [NM_172249]	CSF2RA
550	0.0005753	0.0206104	24.4925465	11.3231447	2.1630516	A_23_P502750	Homo sapiens Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse) (MDM2), transcript variant MDM2, mRNA [NM_002392]	MDM2
551	0.0005801	0.0207319	721.9090794	1071.983202	0.6734332	A_23_P83277	Homo sapiens interleukin 11 receptor, alpha (IL11RA), transcript variant 1, mRNA [NM_004512]	IL11RA
552	0.0005811	0.0207319	3898.52862	1986.249303	1.962759	A_23_P152002	Homo sapiens BCL2-related protein A1 (BCL2A1), mRNA [NM_004049]	BCL2A1
553	0.0005822	0.0207319	125.3571684	189.7420738	0.6606714	A_23_P92012	Homo sapiens tRNA splicing endonuclease 2 homolog (S. cerevisiae) (TSEN2), mRNA [NM_025265]	TSEN2
554	0.0005829	0.0207319	35.6568381	18.0175602	1.9790048	A_24_P13715	Homo sapiens F-box protein 22 (FBXO22), transcript variant 1, mRNA [NM_147188]	FBXO22
555	0.0005855	0.0207868	456.4019931	630.005547	0.7244412	A_23_P428992	full-length cDNA clone CS0DC008YD20 of Neuroblastoma Cot 25-normalized of Homo sapiens (human). [CR606044]	ENST00000382579
556	0.0005868	0.02079	1785.452857	3122.86897	0.5717348	A_23_P156218	Homo sapiens granzyme K (granzyme 3; tryptase II) (GZMK), mRNA [NM_002104]	GZMK
557	0.0005877	0.02079	216.5995671	128.8177669	1.6814417	A_23_P382654	Homo sapiens activating signal cointegrator 1 complex subunit 3 (ASCC3), transcript variant 2, mRNA [NM_022091]	ASCC3
558	0.0005891	0.0208022	182.5000777	266.2095856	0.6855504	A_24_P88721	Homo sapiens RAB, member of RAS oncogene family-like 2A (RABL2A), transcript variant 1, mRNA [NM_013412]	RABL2A
559	0.000594	0.0209377	140.3111105	249.5694304	0.5622127	A_23_P368996	Homo sapiens leucine rich repeat containing 56 (LRRC56), mRNA [NM_198075]	LRRC56
560	0.0005975	0.0210164	1107.959168	801.1866125	1.3828978	A_24_P348989	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1 (LILRA1), mRNA [NM_006863]	LILRA1
561	0.0005998	0.0210164	330.290332	528.6489699	0.6247819	A_23_P91095	Homo sapiens CD28 molecule (CD28), mRNA [NM_006139]	CD28
562	0.0006005	0.0210164	381.3867919	268.9996846	1.4177964	A_23_P26878	Homo sapiens nudE nuclear distribution gene E homolog like 1 (A. nidulans) (NDEL1), transcript variant 1, mRNA [NM_001025579]	NDEL1
563	0.0006005	0.0210164	3584.529821	2294.910351	1.5619476	A_23_P24948	Homo sapiens potassium voltage-gated channel, Isk-related family, member 3 (KCNE3), mRNA [NM_005472]	KCNE3
564	0.0006034	0.0210805	317.147017	227.6739815	1.3929875	A_24_P54879	Homo sapiens scavenger receptor class B, member 2 (SCARB2), mRNA [NM_005506]	SCARB2
565	0.0006065	0.0211129	78.0037755	109.4497147	0.7126905	A_23_P170491	Homo sapiens TRAF interacting protein (TRAIP), mRNA [NM_005879]	TRAIP
566	0.000607	0.0211129	177.2288556	244.7007197	0.7242678	A_23_P351556	full-length cDNA clone CS0DF004YO04 of Fetal brain of Homo sapiens (human). [CR594281]	METTL3
567	0.00061	0.0211129	34.4810052	15.2908499	2.2550091	A_23_P107531	Homo sapiens lipoxygenase homology domains 1, mRNA (cDNA clone IMAGE:5744804), complete cds. [BC047720]	LOXHD1
568	0.0006102	0.0211129	141.8268412	222.1384089	0.6384616	A_24_P930707	BX098637 BX098637 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGp998F16386 ; IMAGE:200847, mRNA sequence [BX098637]	THC2653001
569	0.0006105	0.0211129	235.0899188	398.3746247	0.5901227	A_32_P30434	Unknown	THC2663361
570	0.0006117	0.0211129	1784.557207	1241.292879	1.4376601	A_24_P137897	Homo sapiens interferon-related developmental regulator 1 (IFRD1), transcript variant 2, mRNA [NM_001007245]	IFRD1
571	0.000612	0.0211129	1017.931206	651.1372024	1.5633129	A_24_P123616	Homo sapiens heat shock 70kDa protein 1A (HSPA1A), mRNA [NM_005345]	HSPA1A
572	0.0006129	0.0211129	2097.601747	1532.403524	1.3688312	A_23_P30776	Homo sapiens histone cluster 1, H2be (HIST1H2BE), mRNA [NM_003523]	HIST1H2BE
573	0.0006148	0.0211158	1186.310167	744.2895744	1.5938826	A_24_P13682	Homo sapiens transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila) (TLE3), mRNA [NM_005078]	TLE3
574	0.0006152	0.0211158	1598.667572	1136.709096	1.4063999	A_23_P30069	Homo sapiens cDNA FLJ13681 fis, clone PLACE2000014, weakly similar to HYPOTHETICAL HELICASE C28H8.3 IN CHROMOSOME III. [AK023743]	FLJ31033
575	0.0006162	0.0211158	130.9806976	209.8061978	0.6242937	A_32_P159989	Protein CXorf42. [Source:Uniprot/SWISSPROT;Acc:Q8N9T2] [ENST00000371386]	ENST00000371386
576	0.0006175	0.0211236	487.9404503	734.0088991	0.6647609	A_23_P58132	Homo sapiens ras homolog gene family, member H (RHOH), mRNA [NM_004310]	RHOH
577	0.0006239	0.0213056	985.9951518	1540.925146	0.6398722	A_32_P232559	Homo sapiens clone CDABP0095 mRNA sequence. [AY007155]	LOC439949
578	0.0006284	0.0213968	579.3820657	353.5618563	1.6387007	A_24_P389994	Homo sapiens NAD kinase (NADK), mRNA [NM_023018]	NADK
579	0.0006288	0.0213968	176.977103	267.3904672	0.6618677	A_32_P172114	BE044472 ho46b03.x1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:3040397 3, mRNA sequence [BE044472]	BE044472
580	0.00063	0.0213968	157.1580401	250.646723	0.6270102	A_23_P165676	Homo sapiens family with sequence similarity 128, member B, mRNA (cDNA clone MGC:21027 IMAGE:4415420), complete cds. [BC017694]	FAM128B
581	0.0006315	0.0213968	74.9052723	109.0219178	0.6870662	A_24_P376139	Homo sapiens cDNA FLJ25069 fis, clone CBL05145. [AK057798]	AK057798
582	0.000632	0.0213968	336.6630802	207.7206744	1.620749	A_23_P30972	Homo sapiens activating signal cointegrator 1 complex subunit 3 (ASCC3), transcript variant 2, mRNA [NM_022091]	ASCC3
583	0.000635	0.0214615	1227.202686	2012.356137	0.6098337	A_32_P356316	Homo sapiens major histocompatibility complex, class II, DO alpha (HLA-DOA), mRNA [NM_002119]	HLA-DOA
584	0.0006437	0.0217183	38.1525989	81.0243602	0.4708781	A_32_P64016	Homo sapiens RUN domain containing 2C (RUNDC2C) on chromosome 16 [NR_002939]	RUNDC2C
585	0.0006456	0.0217451	1362.973966	2008.233883	0.6786928	A_24_P261734	Homo sapiens solute carrier family 38, member 1 (SLC38A1), transcript variant 1, mRNA [NM_030674]	SLC38A1
586	0.0006482	0.0217913	3404.701258	2170.905522	1.5683323	A_24_P66027	Homo sapiens apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B (APOBEC3B), mRNA [NM_004900]	APOBEC3B
587	0.0006499	0.0217913	53.2773483	30.1614844	1.7664034	A_32_P85330	Homo sapiens chromosome 15 open reading frame 37 (C15orf37), mRNA [NM_175898]	C15orf37
588	0.0006512	0.0217913	184.4493888	316.6531561	0.5824966	A_32_P54616	Homo sapiens KIAA1407 (KIAA1407), mRNA [NM_020817]	KIAA1407
589	0.0006519	0.0217913	182.3228844	130.3307924	1.3989241	A_23_P258641	Homo sapiens protein phosphatase 1, catalytic subunit, beta isoform (PPP1CB), transcript variant 1, mRNA [NM_002709]	PPP1CB
590	0.0006525	0.0217913	58.0250063	89.7826996	0.6462827	A_24_P3804	Homo sapiens chromosome 6 open reading frame 26 (C6orf26), mRNA [NM_001039651]	C6orf26
591	0.0006561	0.0218272	221.45997	161.1951843	1.3738622	A_32_P62342	Homo sapiens glycosyltransferase 8 domain containing 3, mRNA (cDNA clone MGC:33359 IMAGE:5266607), complete cds. [BC030023]	GLT8D3
592	0.0006561	0.0218272	33.9601238	53.2193841	0.6381157	A_24_P911489	Homo sapiens DDHD domain containing 1 (DDHD1), mRNA [NM_030637]	DDHD1
593	0.0006569	0.0218272	1393.08097	917.7073392	1.5180013	A_24_P76831	Homo sapiens solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 (SLC11A1), mRNA [NM_000578]	SLC11A1
594	0.0006621	0.0219261	60.9486822	92.6542459	0.6578078	A_32_P122891	Homo sapiens cDNA FLJ34844 fis, clone NT2NE2011154, highly similar to Homo sapiens mRNA for TIP49. [AK092163]	AK092163
595	0.0006621	0.0219261	35.5275697	59.103594	0.6011068	A_32_P94618	Unknown	THC2754061
596	0.0006654	0.0219984	120.1142028	165.4041705	0.7261861	A_24_P260346	Homo sapiens alcohol dehydrogenase 5 (class III), chi polypeptide (ADH5), mRNA [NM_000671]	ADH5
597	0.0006676	0.0220001	713.8083425	476.3759012	1.498414	A_23_P153320	Homo sapiens intercellular adhesion molecule 1 (CD54), human rhinovirus receptor (ICAM1), mRNA [NM_000201]	ICAM1
598	0.0006682	0.0220001	1699.557696	1144.02876	1.48559	A_23_P218549	Homo sapiens egf-like module containing, mucin-like, hormone receptor-like 3 (EMR3), transcript variant 1, mRNA [NM_032571]	EMR3
599	0.0006688	0.0220001	669.1321439	482.1025485	1.3879457	A_23_P28375	Homo sapiens germ cell-less homolog 1 (Drosophila) (GMCL1), mRNA [NM_178439]	GMCL1
600	0.0006739	0.0221309	1262.527661	926.4541187	1.3627525	A_24_P103886	Homo sapiens isopentenyl-diphosphate delta isomerase 1 (IDI1), mRNA [NM_004508]	IDI1
601	0.0006757	0.0221531	705.9204699	454.9944317	1.5514925	A_24_P81900	Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 3 (SLC2A3), mRNA [NM_006931]	SLC2A3
602	0.0006771	0.0221621	3241.078632	4379.459985	0.7400635	A_24_P101402	Homo sapiens nucleolar protein 5A (56kDa with KKE/D repeat) (NOL5A), mRNA [NM_006392]	NOL5A
603	0.0006819	0.0222476	336.3298457	462.859719	0.7266345	A_32_P26721	Unknown	A_32_P26721
604	0.0006822	0.0222476	84.8850632	123.7965126	0.6856822	A_24_P592421	Homo sapiens mRNA; cDNA DKFZp586A0423 (from clone DKFZp586A0423) [AL050185]	NHEJ1
605	0.0006831	0.0222476	310.8021461	224.2769682	1.3857961	A_24_P261083	Homo sapiens oxidative stress induced growth inhibitor family member 2 (OSGIN2), mRNA [NM_004337]	OSGIN2
606	0.0006864	0.0222879	346.6885924	493.1530678	0.703004	A_23_P9465	Homo sapiens folylpolyglutamate synthase (FPGS), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_004957]	FPGS
607	0.0006866	0.0222879	372.3044216	262.7442633	1.416984	A_23_P107206	Homo sapiens signal transducer and activator of transcription 3 (acute-phase response factor) (STAT3), transcript variant 3, mRNA [NM_213662]	STAT3
608	0.0006936	0.0224444	378.8013068	568.1831073	0.6666888	A_24_P203630	Ankyrin repeat domain-containing protein 36B. [Source:Uniprot/SWISSPROT;Acc:Q8N2N9] [ENST00000377003]	ENST00000377003
609	0.0006937	0.0224444	83.4241882	47.9941409	1.7382161	A_24_P941339	Homo sapiens potassium voltage-gated channel, Isk-related family, member 1 (KCNE1), mRNA [NM_000219]	KCNE1
610	0.0006962	0.0224884	397.7278746	550.9634331	0.7218771	A_23_P163143	Homo sapiens acylphosphatase 1, erythrocyte (common) type (ACYP1), transcript variant 2, mRNA [NM_203488]	ACYP1
