Agilent Human Microarray Probe Name	Probe Chromosomal Coordinates (hg19)	Gene Symbol	28 genes overlap with 185 genes associated with cardiovascular disease as identified by IPA	10 genes around loci associated with lipid metabolism as identified by GWAS (ref1 and ref2)	8 genes around loci associated with lipid metabolism and coronary heart disease as identified by GWAS (ref3 and ref4)	41 Lipid associated genes that show sex-biased expression in both human and mouse liver	33 Lipid associated genes that show sex-biased expression in both human and rat liver	21 common lipid associated genes that show sex-biased expression in human, mouse and rat liver	Gene Accession	Gene Name	GO Annotation	Sex-bias	Composite array score	Male/Female normalized ratio	Male/Female Fold-change	p-value	Microarray Signal Intensity1 (female)	Miccroarray Signal Intensity2 (male)
A_24_P4272	chr9:123943762-123943821	RAB14	0	0	0	0	0	0	NM_016322	RAB14, member RAS oncogene family	molecular function|GDP binding|IDA|GO:0019003|GOA|16034420//molecular function|GTP binding|IDA|GO:0005525|GOA|16034420//molecular function|GTPase activity|IDA|GO:0003924|GOA|16034420//molecular function|GTPase activity|NAS|GO:0003924|GOA|15004230//molecular function|glycoprotein binding|IEA|GO:0001948|GOA|na//molecular function|nucleotide binding|IEA|GO:0000166|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|ARRAY(0x2e84774)//biological process|Golgi to endosome transport|TAS|GO:0006895|GOA|15004230//biological process|apical protein localization|IEA|GO:0045176|GOA|na//biological process|body fluid secretion|IEA|GO:0007589|GOA|na//biological process|intracellular transport|NAS|GO:0046907|GOA|15004230//biological process|neurotransmitter secretion|NAS|GO:0007269|GOA|na//biological process|protein transport|IEA|GO:0015031|GOA|na//biological process|regulation of protein localization|IEA|GO:0032880|GOA|na//biological process|small GTPase mediated signal transduction|NAS|GO:0007264|GOA|na//biological process|vesicle-mediated transport|NAS|GO:0016192|GOA|15004230//cellular component|Golgi stack|ISS|GO:0005795|GOA|na//cellular component|apical plasma membrane|IEA|GO:0016324|GOA|na//cellular component|cytosol|ISS|GO:0005829|GOA|na//cellular component|early endosome|ISS|GO:0005769|GOA|na//cellular component|intracellular|IDA|GO:0005622|GOA|11256614//cellular component|lamellar body|IEA|GO:0042599|GOA|na//cellular component|late endosome|ISS|GO:0005770|GOA|na//cellular component|lysosome|ISS|GO:0005764|GOA|na//cellular component|membrane fraction|ISS|GO:0005624|GOA|na//cellular component|nuclear membrane-endoplasmic reticulum network|ISS|GO:0042175|GOA|na//cellular component|perinuclear region of cytoplasm|ISS|GO:0048471|GOA|na//cellular component|plasma membrane|ISS|GO:0005886|GOA|na//cellular component|rough endoplasmic reticulum|ISS|GO:0005791|GOA|na//cellular component|trans-Golgi network transport vesicle|ISS|GO:0030140|GOA|na	F	14	0.8436	-1.1854	5.8964E-10	2679.9861	2254.5554
A_23_P108200	chr19:18308370-18308429	RAB3A	0	0	0	1	0	0	NM_002866	RAB3A, member RAS oncogene family	molecular function|GTP binding|IEA|GO:0005525|GOA|na//molecular function|GTPase activity|IMP|GO:0003924|GOA|10859313//molecular function|nucleotide binding|IEA|GO:0000166|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|10859313//molecular function|protein binding|ISS|GO:0005515|GOA|na//biological process|axonogenesis|IEA|GO:0007409|GOA|na//biological process|lung development|IEA|GO:0030324|GOA|na//biological process|maintenance of presynaptic active zone structure|IEA|GO:0048790|GOA|na//biological process|mitochondrion organization|IEA|GO:0007005|GOA|na//biological process|neuromuscular synaptic transmission|IEA|GO:0007274|GOA|na//biological process|neurotransmitter secretion|TAS|GO:0007269|GOA|9194562//biological process|post-embryonic development|IEA|GO:0009791|GOA|na//biological process|protein transport|IEA|GO:0015031|GOA|na//biological process|regulation of synaptic vesicle fusion to presynaptic membrane|IEA|GO:0031630|GOA|na//biological process|respiratory system process|IEA|GO:0003016|GOA|na//biological process|response to electrical stimulus|IEA|GO:0051602|GOA|na//biological process|sensory perception of touch|IEA|GO:0050975|GOA|na//biological process|small GTPase mediated signal transduction|IEA|GO:0007264|GOA|na//biological process|synaptic vesicle exocytosis|IEA|GO:0016079|GOA|na//biological process|synaptic vesicle maturation|IEA|GO:0016188|GOA|na//cellular component|clathrin sculpted acetylcholine transport vesicle membrane|EXP|GO:0060201|GOA|8071310//cellular component|insoluble fraction|IEA|GO:0005626|GOA|na//cellular component|plasma membrane|IEA|GO:0005886|GOA|na//cellular component|soluble fraction|IEA|GO:0005625|GOA|na//cellular component|synaptic vesicle|IEA|GO:0008021|GOA|na//cellular component|synaptosome|IEA|GO:0019717|GOA|na	F	14	0.7296	-1.3706	1.9531E-08	24.3041	17.5135
A_32_P18668	chr1:52385268-52385327	RAB3B	0	0	0	1	0	0	NM_002867	RAB3B, member RAS oncogene family	molecular function|GTP binding|IEA|GO:0005525|GOA|na//molecular function|GTPase activity|TAS|GO:0003924|GOA|2501306//molecular function|nucleotide binding|IEA|GO:0000166|GOA|na//molecular function|protein binding|IEA|GO:0005515|GOA|na//biological process|peptidyl-cysteine methylation|IEA|GO:0018125|GOA|na//biological process|protein transport|IEA|GO:0015031|GOA|na//biological process|regulation of exocytosis|IEA|GO:0017157|GOA|na//biological process|small GTPase mediated signal transduction|IEA|GO:0007264|GOA|na//cellular component|cytosol|IEA|GO:0005829|GOA|na//cellular component|plasma membrane|IEA|GO:0005886|GOA|na//cellular component|synaptic vesicle|IEA|GO:0008021|GOA|na	F	14	0.5667	-1.7647	0.0036	12.1101	6.5471
A_23_P126939	chr1:205739455-205739514	RAB7L1	0	0	0	0	0	0	NM_003929	RAB7, member RAS oncogene family-like 1	molecular function|GTP binding|IEA|GO:0005525|GOA|na//molecular function|GTPase activity|TAS|GO:0003924|GOA|9284931//molecular function|nucleotide binding|IEA|GO:0000166|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|15231747//biological process|protein transport|IEA|GO:0015031|GOA|na//biological process|small GTPase mediated signal transduction|IEA|GO:0007264|GOA|na//cellular component|plasma membrane|IEA|GO:0005886|GOA|na	F	14	0.821	-1.218	2.4541E-09	422.1025	342.3538
A_32_P20120	chr16:18819468-18819526	SMG1	0	0	0	0	0	0	NM_015092	SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)	molecular function|ATP binding|IEA|GO:0005524|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|nucleotide binding|IEA|GO:0000166|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|ARRAY(0x1bf1ab0)//molecular function|protein kinase activity|TAS|GO:0004672|GOA|14636577//molecular function|protein serine/threonine kinase activity|IDA|GO:0004674|GOA|ARRAY(0xfa9f44)//molecular function|protein serine/threonine kinase activity|NAS|GO:0004674|GOA|11331269//molecular function|transferase activity|IEA|GO:0016740|GOA|na//biological process|DNA repair|IEA|GO:0006281|GOA|na//biological process|mRNA export from nucleus|TAS|GO:0006406|GOA|16488880//biological process|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|IDA|GO:0000184|GOA|11544179//biological process|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|NAS|GO:0000184|GOA|11331269//biological process|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|TAS|GO:0000184|GOA|16488880//biological process|peptidyl-serine phosphorylation|IDA|GO:0018105|GOA|ARRAY(0x2ec23ac)//biological process|peptidyl-serine phosphorylation|TAS|GO:0018105|GOA|14636577//biological process|phosphoinositide phosphorylation|IDA|GO:0046854|GOA|11331269//biological process|protein amino acid autophosphorylation|IDA|GO:0046777|GOA|ARRAY(0x2ec7dac)//biological process|response to stress|IDA|GO:0006950|GOA|15175154//cellular component|cytoplasm|IC|GO:0005737|GOA|11331269//cellular component|cytoplasm|IDA|GO:0005737|GOA|ARRAY(0x176872c)//cellular component|nucleus|IDA|GO:0005634|GOA|ARRAY(0x1b9996c)	F	16	0.7385	-1.3542	2.4935E-08	226.8822	165.5396
A_32_P109653	chr4:90645327-90645386	SNCA	1	0	0	0	1	0	NM_007308	Synuclein, alpha (non A4 component of amyloid precursor)	molecular function|Hsp70 protein binding|IPI|GO:0030544|GOA|18975920//molecular function|alpha-tubulin binding|IPI|GO:0043014|GOA|11698390//molecular function|arachidonic acid binding|IEA|GO:0050544|GOA|na//molecular function|calcium ion binding|IDA|GO:0005509|GOA|ARRAY(0x4a7c304)//molecular function|caspase inhibitor activity|IDA|GO:0043027|GOA|10818098//molecular function|dynein binding|IPI|GO:0045502|GOA|16176937//molecular function|fatty acid binding|IDA|GO:0005504|GOA|16687662//molecular function|ferrous iron binding|IDA|GO:0008198|GOA|11850416//molecular function|histone binding|IDA|GO:0042393|GOA|16959795//molecular function|identical protein binding|IEA|GO:0042802|GOA|na//molecular function|kinesin binding|IPI|GO:0019894|GOA|16176937//molecular function|magnesium ion binding|IDA|GO:0000287|GOA|11850416//molecular function|phospholipase D inhibitor activity|IDA|GO:0060961|GOA|19146388//molecular function|phospholipase binding|IPI|GO:0043274|GOA|15641770//molecular function|protein binding|IPI|GO:0005515|GOA|ARRAY(0x1c9ec20)//molecular function|tau protein binding|IDA|GO:0048156|GOA|17408955//molecular function|zinc ion binding|IDA|GO:0008270|GOA|11850416//biological process|adult locomotory behavior|IEA|GO:0008344|GOA|na//biological process|anti-apoptosis|IMP|GO:0006916|GOA|10818098//biological process|calcium ion homeostasis|IDA|GO:0055074|GOA|12239163//biological process|cellular response to oxidative stress|IEA|GO:0034599|GOA|na//biological process|dopamine biosynthetic process|IEA|GO:0042416|GOA|na//biological process|fatty acid metabolic process|IEA|GO:0006631|GOA|na//biological process|long-term synaptic potentiation|IEA|GO:0060291|GOA|na//biological process|microglial cell activation|IEA|GO:0001774|GOA|na//biological process|mitochondrial ATP synthesis coupled electron transport|IEA|GO:0042775|GOA|na//biological process|mitochondrial membrane organization|IEA|GO:0007006|GOA|na//biological process|negative regulation of caspase activity|IMP|GO:0043154|GOA|10818098//biological process|negative regulation of dopamine uptake|IDA|GO:0051585|GOA|12958153//biological process|negative regulation of exocytosis|IMP|GO:0045920|GOA|12239163//biological process|negative regulation of histone acetylation|IDA|GO:0035067|GOA|16959795//biological process|negative regulation of monooxygenase activity|IDA|GO:0032769|GOA|11943812//biological process|negative regulation of neuron apoptosis|IEA|GO:0043524|GOA|na//biological process|negative regulation of norepinephrine uptake|IDA|GO:0051622|GOA|17156375//biological process|negative regulation of platelet-derived growth factor receptor signaling pathway|IDA|GO:0010642|GOA|12239163//biological process|negative regulation of serotonin uptake|IDA|GO:0051612|GOA|16882008//biological process|negative regulation of thrombin receptor signaling pathway|IDA|GO:0070495|GOA|12239163//biological process|negative regulation of transporter activity|IDA|GO:0032410|GOA|16882008//biological process|neutral lipid metabolic process|IEA|GO:0006638|GOA|na//biological process|phospholipid metabolic process|IEA|GO:0006644|GOA|na//biological process|positive regulation of endocytosis|IDA|GO:0045807|GOA|18980610//biological process|positive regulation of inositol phosphate biosynthetic process|IDA|GO:0060732|GOA|15641770//biological process|positive regulation of neurotransmitter secretion|IEA|GO:0001956|GOA|na//biological process|positive regulation of receptor recycling|IDA|GO:0001921|GOA|18980610//biological process|positive regulation of release of sequestered calcium ion into cytosol|IDA|GO:0051281|GOA|15641770//biological process|receptor internalization|IDA|GO:0031623|GOA|18980610//biological process|regulation of acyl-CoA biosynthetic process|IEA|GO:0050812|GOA|na//biological process|regulation of dopamine secretion|IEA|GO:0014059|GOA|na//biological process|regulation of excitatory postsynaptic membrane potential|IEA|GO:0060079|GOA|na//biological process|regulation of glutamate secretion|IEA|GO:0014048|GOA|na//biological process|regulation of locomotion|IEA|GO:0040012|GOA|na//biological process|regulation of long-term neuronal synaptic plasticity|IEA|GO:0048169|GOA|na//biological process|regulation of macrophage activation|IEA|GO:0043030|GOA|na//biological process|regulation of phospholipase activity|IDA|GO:0010517|GOA|15641770//biological process|response to cytokine stimulus|IEP|GO:0034097|GOA|19157893//biological process|response to drug|IEA|GO:0042493|GOA|na//biological process|response to interferon-gamma|IDA|GO:0034341|GOA|19157893//biological process|response to interleukin-1|IDA|GO:0070555|GOA|12406186//biological process|response to iron(II) ion|IDA|GO:0010040|GOA|11850416//biological process|response to lipopolysaccharide|IDA|GO:0032496|GOA|12406186//biological process|response to magnesium ion|IDA|GO:0032026|GOA|11850416//biological process|synaptic transmission, dopaminergic|IEA|GO:0001963|GOA|na//biological process|synaptic vesicle endocytosis|ISS|GO:0048488|GOA|na//cellular component|actin cytoskeleton|IDA|GO:0015629|GOA|17408955//cellular component|axon|IDA|GO:0030424|GOA|12958153//cellular component|cell cortex|IDA|GO:0005938|GOA|19157893//cellular component|cytoplasm|IDA|GO:0005737|GOA|ARRAY(0x48aa0ac)//cellular component|cytosol|IDA|GO:0005829|GOA|8248242//cellular component|fibril|IDA|GO:0043205|GOA|18346205//cellular component|growth cone|IDA|GO:0030426|GOA|12958153//cellular component|nucleus|IDA|GO:0005634|GOA|ARRAY(0x17f80dc)//cellular component|plasma membrane|IDA|GO:0005886|GOA|ARRAY(0x4b6e4a4)//cellular component|platelet alpha granule membrane|IDA|GO:0031092|GOA|12239163//cellular component|synaptosome|IEA|GO:0019717|GOA|na	F	14	0.7384	-1.3542	0.000011005	50.5598	37.3175
A_23_P87049	chr11:121500247-121500306	SORL1	0	0	0	1	1	1	NM_003105	Sortilin-related receptor, L(DLR class) A repeats-containing	molecular function|low-density lipoprotein binding|IPI|GO:0030169|GOA|17326667//molecular function|transmembrane receptor activity|TAS|GO:0004888|GOA|9157966//biological process|cholesterol metabolic process|IEA|GO:0008203|GOA|na//biological process|lipid transport|IEA|GO:0006869|GOA|na//biological process|receptor-mediated endocytosis|TAS|GO:0006898|GOA|9157966//biological process|steroid metabolic process|IEA|GO:0008202|GOA|na//cellular component|integral to plasma membrane|TAS|GO:0005887|GOA|9157966//cellular component|low-density lipoprotein particle|IEA|GO:0034362|GOA|na//cellular component|membrane|IEA|GO:0016020|GOA|na	F	14	0.8437	-1.1853	0.000039064	27723.7207	23366.1973
A_24_P68050	chr16:28991820-28991879	SPNS1	0	0	0	0	0	0	AK095677	Spinster homolog 1 (Drosophila)	molecular function|protein binding|IPI|GO:0005515|GOA|12815463//biological process|lipid transport|IEA|GO:0006869|GOA|na//biological process|transmembrane transport|IEA|GO:0055085|GOA|na//cellular component|integral to membrane|IEA|GO:0016021|GOA|na//cellular component|membrane|IEA|GO:0016020|GOA|na//cellular component|mitochondrial inner membrane|IEA|GO:0005743|GOA|na//cellular component|mitochondrion|IEA|GO:0005739|GOA|na	F	14	0.7858	-1.2727	0.000002314	31.9628	25.1736
A_24_P150486	chr14:77973992-77974051	SPTLC2	0	0	0	0	0	0	NM_004863	Serine palmitoyltransferase, long chain base subunit 2	molecular function|acyltransferase activity|IEA|GO:0008415|GOA|na//molecular function|pyridoxal phosphate binding|IEA|GO:0030170|GOA|na//molecular function|serine C-palmitoyltransferase activity|IDA|GO:0004758|GOA|19416851//molecular function|transferase activity, transferring nitrogenous groups|IEA|GO:0016769|GOA|na//biological process|biosynthetic process|IEA|GO:0009058|GOA|na//biological process|sphingolipid biosynthetic process|TAS|GO:0030148|GOA|19416851//cellular component|endoplasmic reticulum|IEA|GO:0005783|GOA|na//cellular component|endoplasmic reticulum membrane|IEA|GO:0005789|GOA|na//cellular component|integral to membrane|IEA|GO:0016021|GOA|na//cellular component|membrane|IEA|GO:0016020|GOA|na//cellular component|serine C-palmitoyltransferase complex|IDA|GO:0017059|GOA|19416851	F	15	0.8546	-1.1701	1.6711E-06	424.3684	362.2791
A_23_P146284	chr8:126034443-126034502	SQLE	0	0	0	0	1	0	NM_003129	Squalene epoxidase	molecular function|FAD binding|IEA|GO:0050660|GOA|na//molecular function|oxidoreductase activity|IEA|GO:0016491|GOA|na//molecular function|squalene monooxygenase activity|EXP|GO:0004506|GOA|10666321//molecular function|squalene monooxygenase activity|NAS|GO:0004506|GOA|9286711//biological process|cellular aromatic compound metabolic process|IEA|GO:0006725|GOA|na//biological process|cholesterol metabolic process|IEA|GO:0008203|GOA|na//biological process|oxidation reduction|IEA|GO:0055114|GOA|na//biological process|response to organic substance|IEA|GO:0010033|GOA|na//biological process|sterol biosynthetic process|NAS|GO:0016126|GOA|9286711//cellular component|endoplasmic reticulum|IEA|GO:0005783|GOA|na//cellular component|endoplasmic reticulum membrane|EXP|GO:0005789|GOA|10666321//cellular component|integral to membrane|IEA|GO:0016021|GOA|na//cellular component|membrane|IEA|GO:0016020|GOA|na//cellular component|microsome|NAS|GO:0005792|GOA|na	F	14	0.7462	-1.3402	0.0008	5339.0962	4060.2861
A_24_P331560	chrX:7271727-7271786	STS	0	0	0	1	1	1	NM_000351	Steroid sulfatase (microsomal), isozyme S	molecular function|hydrolase activity|IEA|GO:0016787|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|steryl-sulfatase activity|IEA|GO:0004773|GOA|na//molecular function|sulfuric ester hydrolase activity|IDA|GO:0008484|GOA|15962010//biological process|epidermis development|TAS|GO:0008544|GOA|9252398//biological process|female pregnancy|IEA|GO:0007565|GOA|na//biological process|learning or memory|IEA|GO:0007611|GOA|na//biological process|metabolic process|IEA|GO:0008152|GOA|na//biological process|positive regulation of cell proliferation|IEA|GO:0008284|GOA|na//biological process|response to estrogen stimulus|IEA|GO:0043627|GOA|na//biological process|response to organic cyclic substance|IEA|GO:0014070|GOA|na//biological process|response to pH|IEA|GO:0009268|GOA|na//biological process|response to peptide hormone stimulus|IEA|GO:0043434|GOA|na//biological process|skin development|IEA|GO:0043588|GOA|na//biological process|steroid catabolic process|TAS|GO:0006706|GOA|6957717//cellular component|Golgi apparatus|TAS|GO:0005794|GOA|2668275//cellular component|endoplasmic reticulum|IEA|GO:0005783|GOA|na//cellular component|endoplasmic reticulum membrane|IEA|GO:0005789|GOA|na//cellular component|endosome|TAS|GO:0005768|GOA|2668275//cellular component|integral to membrane|IEA|GO:0016021|GOA|na//cellular component|integral to membrane of membrane fraction|IEA|GO:0000299|GOA|na//cellular component|lysosome|TAS|GO:0005764|GOA|2668275//cellular component|membrane fraction|TAS|GO:0005624|GOA|2668275//cellular component|microsome|TAS|GO:0005792|GOA|6957717//cellular component|nuclear envelope|IEA|GO:0005635|GOA|na//cellular component|plasma membrane|TAS|GO:0005886|GOA|2668275	F	16	0.6523	-1.5331	0	394.6025	256.6819
A_23_P203601	chr11:73711351-73711410	UCP3	0	0	0	0	0	0	NM_003356	Uncoupling protein 3 (mitochondrial, proton carrier)	molecular function|binding|IEA|GO:0005488|GOA|na//molecular function|oxidative phosphorylation uncoupler activity|IEA|GO:0017077|GOA|na//molecular function|transporter activity|TAS|GO:0005215|GOA|9196039//biological process|fatty acid metabolic process|IEA|GO:0006631|GOA|na//biological process|lipid metabolic process|TAS|GO:0006629|GOA|10935638//biological process|mitochondrial transport|IEA|GO:0006839|GOA|na//biological process|proton transport|TAS|GO:0015992|GOA|9196039//biological process|respiratory gaseous exchange|TAS|GO:0007585|GOA|9180264//biological process|response to hypoxia|IEA|GO:0001666|GOA|na//biological process|response to superoxide|IEA|GO:0000303|GOA|na//biological process|transmembrane transport|IEA|GO:0055085|GOA|na//cellular component|integral to membrane|IEA|GO:0016021|GOA|na//cellular component|membrane|IEA|GO:0016020|GOA|na//cellular component|mitochondrial inner membrane|IEA|GO:0005743|GOA|na//cellular component|mitochondrion|IEA|GO:0005739|GOA|na	M	14	1.1949	1.1949	7.4222E-08	68.7858	82.2542
A_23_P58407	chr4:69512758-69512817	UGT2B15	0	0	0	1	0	0	NM_001076	UDP glucuronosyltransferase 2 family, polypeptide B15	molecular function|glucuronosyltransferase activity|IEA|GO:0015020|GOA|na//biological process|metabolic process|IEA|GO:0008152|GOA|na//biological process|steroid metabolic process|TAS|GO:0008202|GOA|7835232//biological process|xenobiotic metabolic process|TAS|GO:0006805|GOA|7835232//cellular component|endoplasmic reticulum|IEA|GO:0005783|GOA|na//cellular component|endoplasmic reticulum membrane|IEA|GO:0005789|GOA|na//cellular component|integral to membrane|IEA|GO:0016021|GOA|na//cellular component|membrane|IEA|GO:0016020|GOA|na//cellular component|microsome|IEA|GO:0005792|GOA|na	M	14	1.282	1.282	5.9222E-09	58841.4102	75415.3281
A_24_P17691	chr4:69403394-69403453	UGT2B17	0	0	0	1	0	0	NM_001077	UDP glucuronosyltransferase 2 family, polypeptide B17	molecular function|glucuronosyltransferase activity|IEA|GO:0015020|GOA|na//biological process|metabolic process|IEA|GO:0008152|GOA|na//biological process|steroid metabolic process|TAS|GO:0008202|GOA|8798464//cellular component|endoplasmic reticulum|IEA|GO:0005783|GOA|na//cellular component|endoplasmic reticulum membrane|IEA|GO:0005789|GOA|na//cellular component|integral to membrane|IEA|GO:0016021|GOA|na//cellular component|membrane|IEA|GO:0016020|GOA|na//cellular component|membrane fraction|TAS|GO:0005624|GOA|8798464//cellular component|microsome|IEA|GO:0005792|GOA|na	M	15	1.1845	1.1845	1.9349E-11	42041.9375	49863.6836
