Curated Gene Symbol	FeatureNumber	GeneName	+9hr Wnt	siMLLT10 +9hr Wnt	siDOT1L +9hr Wnt	siBRG1 +9hr Wnt	siP300 +9hr Wnt	Description
	11655	AF131782	0.868	-1.425	-1.658	-1.021	-1.356	Homo sapiens clone 24941 mRNA sequence. [AF131782]
AFAP1-AS1	28744	MGC10981	0.867	-1.305	-0.585	-1.929	-2.113	Homo sapiens hypothetical protein MGC10981, mRNA (cDNA clone MGC:10981 IMAGE:3636109), complete cds. [BC004397]
CSRNP1	25145	AXUD1	0.865	-0.486	0.003	-0.482	-0.298	AXIN1 up-regulated 1 (AXUD1), mRNA [NM_033027]
ADORA2A	38674	ADORA2A	0.865	-0.089	0.148	-0.139	0.166	adenosine A2a receptor (ADORA2A), mRNA [NM_000675]
IL6	20756	IL6	0.864	-0.685	-0.885	-2.401	-1.229	interleukin 6 (interferon, beta 2) (IL6), mRNA [NM_000600]
IL6	42277	IL6	0.862	-1.287	-0.881	-1.429	-1.375	interleukin 6 (interferon, beta 2) (IL6), mRNA [NM_000600]
A4GALT	15152	A4GALT	0.861	-0.199	0.119	-0.172	-0.528	alpha 1,4-galactosyltransferase (globotriaosylceramide synthase) (A4GALT), mRNA [NM_017436]
DPYD	20814	DPYD	0.861	-0.884	-2.424	-2.645	-1.158	dihydropyrimidine dehydrogenase (DPYD), mRNA [NM_000110]
FSCN1	40466	FSCN1	0.86	0.122	-0.012	-0.894	-0.462	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus) (FSCN1), mRNA [NM_003088]
C4BPA	7847	C4BPA	0.86	-1.315	-1.081	-2.905	-1.642	complement component 4 binding protein, alpha (C4BPA), mRNA [NM_000715]
WNT10A	23402	WNT10A	0.859	-0.459	-0.845	-1.067	-0.788	wingless-type MMTV integration site family, member 10A (WNT10A), mRNA [NM_025216]
PTPRC	2091	PTPRC	0.858	-1.094	-0.891	-0.584	-2.469	protein tyrosine phosphatase, receptor type, C (PTPRC), transcript variant 1, mRNA [NM_002838]
IL6	39120	IL6	0.858	-1.143	-0.692	-2.007	-1.583	interleukin 6 (interferon, beta 2) (IL6), mRNA [NM_000600]
IKZF1	3913	IKZF1	0.858	-1.506	-1.519	-2.205	-1.107	Homo sapiens PRO0758 mRNA, complete cds. [AF116605]
CASP4	16100	CASP4	0.857	-0.805	-0.906	-1.836	-1.016	caspase 4, apoptosis-related cysteine peptidase (CASP4), transcript variant gamma, mRNA [NM_033306]
TGFB1	4743	TGFB1	0.857	-0.62	-0.284	-1.187	-0.757	transforming growth factor, beta 1 (TGFB1), mRNA [NM_000660]
CCND1	40691	CCND1	0.856	0.496	1.007	-0.447	0.071	cyclin D1 (CCND1), mRNA [NM_053056]
S100A3	36276	S100A3	0.855	-1.581	-1.845	-1.477	-1.349	S100 calcium binding protein A3 (S100A3), mRNA [NM_002960]
SLC2A3	24694	SLC2A3	0.854	-0.865	-0.223	-0.465	-0.89	solute carrier family 2 (facilitated glucose transporter), member 3 (SLC2A3), mRNA [NM_006931]
SRGAP1	17203	SRGAP1	0.853	-1.521	-0.886	-0.138	-2.759	Homo sapiens SLIT-ROBO Rho GTPase activating protein 1, mRNA (cDNA clone IMAGE:4153945), with apparent retained intron. [BC029919]
HMOX1	4189	HMOX1	0.853	-0.786	-0.394	0.58	-0.772	heme oxygenase (decycling) 1 (HMOX1), mRNA [NM_002133]
FAM208B	4887	C10orf18	0.852	-0.535	-0.445	-0.445	-0.696	chromosome 10 open reading frame 18 (C10orf18), mRNA [NM_017782]
C19orf66	26526	FLJ11286	0.851	-0.276	-0.61	-0.744	-0.424	hypothetical protein FLJ11286 (FLJ11286), mRNA [NM_018381]
	22462	BM547196	0.851	-0.33	-0.359	-1.141	-0.187	BM547196 AGENCOURT_6499364 NIH_MGC_124 Homo sapiens cDNA clone IMAGE:5730270 5, mRNA sequence [BM547196]
MUC19	5780	MUC19	0.851	-1.39	-1.408	-1.878	-0.095	Homo sapiens cDNA FLJ35746 fis, clone TESTI2004399, moderately similar to APOMUCIN. [AK093065]
	33567	THC2674306	0.85	-0.377	-1.011	-0.575	-0.109	Q9F8M7_CARHY (Q9F8M7) DTDP-glucose 4,6-dehydratase (Fragment), partial (11%) [THC2674306]
LCK	14057	LCK	0.849	-0.725	-1.159	-1.641	-1.104	lymphocyte-specific protein tyrosine kinase (LCK), transcript variant 2, mRNA [NM_005356]
IFI44L	17302	IFI44L	0.849	0.577	0.606	-0.664	0.412	interferon-induced protein 44-like (IFI44L), mRNA [NM_006820]
LIPG	5533	LIPG	0.849	-0.81	0.21	--	-1.102	lipase, endothelial (LIPG), mRNA [NM_006033]
HMOX1	40823	HMOX1	0.849	-0.719	-0.389	0.515	-0.752	heme oxygenase (decycling) 1 (HMOX1), mRNA [NM_002133]
	38667	THC2652817	0.848	-0.207	-0.117	-0.988	-0.154	Unknown
	5166	THC2719547	0.847	0.534	1.097	1.337	-0.803	Q9N083_MACFA (Q9N083) Unnamed portein product, partial (38%) [THC2719547]
HMOX1	43478	HMOX1	0.844	-0.715	-0.338	0.556	-0.691	heme oxygenase (decycling) 1 (HMOX1), mRNA [NM_002133]
JUNB	35372	JUNB	0.844	-0.472	-0.325	-0.005	-0.693	jun B proto-oncogene (JUNB), mRNA [NM_002229]
	10312	THC2732364	0.843	-0.78	-0.561	-1.199	-0.818	RRF_DESVH (Q72DQ9) Ribosome recycling factor (Ribosome-releasing factor) (RRF), partial (10%) [THC2732364]
POU5F1	32319	POU5F1	0.842	-0.812	-0.776	-1.505	-1.435	POU class 5 homeobox 1 (POU5F1), transcript variant 1, mRNA [NM_002701]
MICAL3	30620	MICAL3	0.842	0.877	-0.226	-0.859	-0.923	Homo sapiens microtubule associated monoxygenase, calponin and LIM domain containing 3, mRNA (cDNA clone IMAGE:5540180). [BC064400]
C19orf66	24918	FLJ11286	0.842	0.567	0.165	-1.226	0.505	hypothetical protein FLJ11286 (FLJ11286), mRNA [NM_018381]
ATP1A2	27210	ATP1A2	0.842	-0.54	-0.841	0.021	-0.641	ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide (ATP1A2), mRNA [NM_000702]
	15331	UNQ9165	0.842	-0.333	-0.871	-1.393	-1.294	Homo sapiens clone DNA170192 AALS9165 (UNQ9165) mRNA, complete cds. [AY358211]
ITGB3	36758	ITGB3	0.841	-1.335	0.617	-0.659	-0.326	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61) (ITGB3), mRNA [NM_000212]
HMOX1	9749	HMOX1	0.841	-0.788	-0.391	0.523	-0.765	heme oxygenase (decycling) 1 (HMOX1), mRNA [NM_002133]
MSX2P1	7655	MSX2P1	0.84	-0.244	-0.37	-0.015	-0.749	msh homeobox 2 pseudogene 1 (MSX2P1) on chromosome 17 [NR_002307]
ICAM1	29454	ICAM1	0.84	-1.414	-0.571	-1.352	-1.575	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor (ICAM1), mRNA [NM_000201]
HMX1	24272	HMX1	0.84	-0.342	-0.268	-0.364	-0.125	H6 family homeobox 1 (HMX1), mRNA [NM_018942]
TCF7	17023	TCF7	0.839	-0.131	0.071	-1.055	-0.183	transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 1, mRNA [NM_003202]
SERPINB9	35276	SERPINB9	0.838	-1.143	-1.011	-2.757	-0.787	serpin peptidase inhibitor, clade B (ovalbumin), member 9 (SERPINB9), mRNA [NM_004155]
TCF7	10246	TCF7	0.837	-0.052	0.156	-0.956	-0.203	transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 1, mRNA [NM_003202]
MEG3	30252	MEG3	0.837	-0.772	-0.882	-1.183	-1.04	maternally expressed 3 (MEG3) on chromosome 14 [NR_002766]
SLC2A2	31136	SLC2A2	0.837	-0.844	-1.817	-3.115	-1.259	solute carrier family 2 (facilitated glucose transporter), member 2 (SLC2A2), mRNA [NM_000340]
PROM1	1705	PROM1	0.834	-0.591	-0.781	-0.784	-0.799	prominin 1 (PROM1), mRNA [NM_006017]
PHEX	39579	PHEX	0.834	-1.38	-0.499	--	--	phosphate regulating endopeptidase homolog, X-linked (hypophosphatemia, vitamin D resistant rickets) (PHEX), mRNA [NM_000444]
TNS4	11529	TNS4	0.834	-0.381	-0.904	-0.613	-0.851	tensin 4 (TNS4), mRNA [NM_032865]
HMOX1	42685	HMOX1	0.834	-0.755	-0.4	0.533	-0.739	heme oxygenase (decycling) 1 (HMOX1), mRNA [NM_002133]
HMOX1	16256	HMOX1	0.833	-0.778	-0.391	0.583	-0.737	heme oxygenase (decycling) 1 (HMOX1), mRNA [NM_002133]
DHX58	28018	DHX58	0.832	-0.283	-0.62	-0.307	-0.246	DEXH (Asp-Glu-X-His) box polypeptide 58 (DHX58), mRNA [NM_024119]
ALOX5AP	32860	ALOX5AP	0.832	-0.632	-0.943	-1.512	-1.235	arachidonate 5-lipoxygenase-activating protein (ALOX5AP), mRNA [NM_001629]
C19orf21	18225	C19orf21	0.831	-0.791	-1.428	-2.318	-1.664	chromosome 19 open reading frame 21 (C19orf21), mRNA [NM_173481]
LRRC15	21226	LRRC15	0.831	-0.304	0.066	-0.37	-0.684	leucine rich repeat containing 15 (LRRC15), mRNA [NM_130830]
HSPA8	44068	HSPA8	0.83	-0.062	-0.124	-0.537	-0.075	heat shock 70kDa protein 8 (HSPA8), transcript variant 1, mRNA [NM_006597]
	34709	THC2697409	0.828	1.333	0.422	--	0.382	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (15%) [THC2697409]
FOSB	22351	FOSB	0.827	-0.607	-0.399	-0.592	-0.602	FBJ murine osteosarcoma viral oncogene homolog B (FOSB), transcript variant 1, mRNA [NM_006732]
TGFB1	13900	TGFB1	0.827	-0.522	-0.181	-1.211	-0.799	transforming growth factor, beta 1 (TGFB1), mRNA [NM_000660]
ZNF215	38241	ZNF215	0.826	-0.728	-0.546	-0.687	--	zinc finger protein 215 (ZNF215), mRNA [NM_013250]
AQP10	21077	AQP10	0.826	-0.185	-0.545	-0.685	-0.764	aquaporin 10 (AQP10), mRNA [NM_080429]
	24798	AL832142	0.826	-0.036	0.536	0.832	-0.698	Homo sapiens mRNA; cDNA DKFZp686A22111 (from clone DKFZp686A22111). [AL832142]
NT5E	13853	NT5E	0.825	-0.653	-0.702	-1.548	-1.431	5-nucleotidase, ecto (CD73) (NT5E), mRNA [NM_002526]
HMOX1	20842	HMOX1	0.825	-0.725	-0.368	0.565	-0.746	heme oxygenase (decycling) 1 (HMOX1), mRNA [NM_002133]
TCF7	30104	TCF7	0.824	-0.048	0.149	-1.027	-0.243	transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 1, mRNA [NM_003202]
DNAJA4	17259	DNAJA4	0.824	-0.72	-0.359	-2.499	-1.173	DnaJ (Hsp40) homolog, subfamily A, member 4 (DNAJA4), mRNA [NM_018602]
BOK	100	BOK	0.823	0.011	-0.117	-1.002	-0.313	BCL2-related ovarian killer (BOK), mRNA [NM_032515]
	33991	A_32_P71016	0.822	-1.87	-0.532	-0.51	-0.444	Unknown
HMOX1	29347	HMOX1	0.822	-0.744	-0.357	0.581	-0.753	heme oxygenase (decycling) 1 (HMOX1), mRNA [NM_002133]
CRIP2	19976	CRIP2	0.822	-0.317	-0.219	-1.636	-0.846	cysteine-rich protein 2 (CRIP2), mRNA [NM_001312]
	10534	THC2647658	0.822	--		--	-0.755	Unknown
P4HTM	41195	PH-4	0.821	-1.676	-1.019	-1.601	-1.795	Homo sapiens hypoxia-inducible factor prolyl 4-hydroxylase, mRNA (cDNA clone IMAGE:5017414), partial cds. [BC018731]
GDPD5	27854	GDPD5	0.82	-0.237	-0.347	-1.208	-0.63	glycerophosphodiester phosphodiesterase domain containing 5 (GDPD5), mRNA [NM_030792]
	37393	THC2750781	0.82	-1.726	-1.826	-1.574	-1.595	Unknown
	33533	AW964144	0.819	-0.315	-0.268	-0.457	-0.631	EST376217 MAGE resequences, MAGH Homo sapiens cDNA, mRNA sequence [AW964144]
TCF7	27807	TCF7	0.819	-0.12	0.067	-0.962	-0.176	transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 1, mRNA [NM_003202]
AKT1	8267	AKT1	0.819	-0.299	-0.231	-0.444	0.003	v-akt murine thymoma viral oncogene homolog 1 (AKT1), transcript variant 1, mRNA [NM_005163]
ARRB1	9874	ARRB1	0.818	0.008	0.156	-0.744	-0.14	arrestin, beta 1 (ARRB1), transcript variant 1, mRNA [NM_004041]
TGFB1	31086	TGFB1	0.818	-0.628	-0.256	-1.117	-0.834	transforming growth factor, beta 1 (TGFB1), mRNA [NM_000660]
HMOX1	6877	HMOX1	0.816	-0.759	-0.381	0.523	-0.732	heme oxygenase (decycling) 1 (HMOX1), mRNA [NM_002133]
TNFSF10	11250	TNFSF10	0.814	-2.078	-1.075	-1.911	-1.106	tumor necrosis factor (ligand) superfamily, member 10 (TNFSF10), mRNA [NM_003810]
DBNL	14604	DBNL	0.814	0.036	0.146	-0.905	-0.197	drebrin-like (DBNL), transcript variant 1, mRNA [NM_014063]
HMOX1	36362	HMOX1	0.813	-0.698	-0.365	0.58	-0.726	heme oxygenase (decycling) 1 (HMOX1), mRNA [NM_002133]
TFF3	26535	TFF3	0.813	0.026	-1.018	--	-1.713	trefoil factor 3 (intestinal) (TFF3), mRNA [NM_003226]
NT5E	34760	NT5E	0.813	-0.834	0.406	0.878	1.183	5-nucleotidase, ecto (CD73) (NT5E), mRNA [NM_002526]
TCF7	34803	TCF7	0.813	0.007	0.18	-0.865	-0.131	transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 1, mRNA [NM_003202]
SH2B3	14654	SH2B3	0.811	0.127	-0.176	-1.093	0.464	SH2B adaptor protein 3 (SH2B3), mRNA [NM_005475]
	37510	A_32_P222872	0.811	-0.47	-0.418	-0.443	-0.306	Unknown
	11886	ENST00000314121	0.811	0.753	0.155	-1.798	-0.735	Zinc finger protein 541. [Source:Uniprot/SWISSPROT;Acc:Q9H0D2] [ENST00000314121]
SF3B4	29945	SF3B4	0.81	--		--	0.062	splicing factor 3b, subunit 4, 49kDa (SF3B4), mRNA [NM_005850]
	14833	LOC494150	0.808	-0.405	-0.365	--	-0.653	Homo sapiens prohibitin pseudogene, mRNA (cDNA clone MGC:20874 IMAGE:4547239), complete cds. [BC014228]
ZNF558	15977	ZNF558	0.808	-1.378	-0.984	-1.545	-2.739	zinc finger protein 558 (ZNF558), mRNA [NM_144693]
	19393	AA132288	0.807	-0.192	0.142	-0.665	-0.576	AA132288 zo27h09.r1 Stratagene colon (#937204) Homo sapiens cDNA clone IMAGE:588161 5, mRNA sequence [AA132288]
CXCL2	27837	CXCL2	0.805	-0.479	-0.929	-0.775	-0.964	chemokine (C-X-C motif) ligand 2 (CXCL2), mRNA [NM_002089]
MYCL1	11309	MYCL1	0.804	-0.571	-0.449	-0.668	--	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian) (MYCL1), transcript variant 3, mRNA [NM_005376]
	37570	A_32_P147500	0.803	-0.292	-0.477	-0.799	-0.138	Unknown
SRRT	19188	ARS2	0.803	-0.702	-0.676	-0.81	-0.626	arsenate resistance protein 2 (ARS2), transcript variant 2, mRNA [NM_182800]
	32410	THC2692434	0.802	-0.175	-1.502	-1.643	-2.298	BC018029 6-pyruvoyltetrahydropterin synthase {Homo sapiens} (exp=-1; wgp=0; cg=0), partial (25%) [THC2692434]
HSPA8	14499	HSPA8	0.802	-0.041	-0.119	-0.594	-0.101	heat shock 70kDa protein 8 (HSPA8), transcript variant 1, mRNA [NM_006597]
RNF151	16746	RNF151	0.802	-0.054	-0.291	--	--	ring finger protein 151 (RNF151), mRNA [NM_174903]
GSTA5	7353	GSTA5	0.802	-1.054	-2.553	--	-1.757	glutathione S-transferase A5 (GSTA5), mRNA [NM_153699]
	14671	AK001903	0.801	-1.975	-0.168	0.339	-2.672	Homo sapiens cDNA FLJ11041 fis, clone PLACE1004405. [AK001903]
KLK11	10089	KLK11	0.799	-0.491	-1.035	-0.251	-1.968	kallikrein-related peptidase 11 (KLK11), transcript variant 2, mRNA [NM_144947]
TENM2	38940	ODZ2	0.799	-0.677	-0.897	-0.239	-1.472	odz, odd Oz/ten-m homolog 2 (Drosophila) (ODZ2), mRNA [NM_001122679]
TNFSF10	39624	TNFSF10	0.799	-1.151	-1.293	-1.87	-1.538	tumor necrosis factor (ligand) superfamily, member 10 (TNFSF10), mRNA [NM_003810]
	9696	A_23_P16496	0.799	-0.759	-0.907	-0.451	-0.654	Unknown
EPHA2	64	EPHA2	0.797	-0.473	-0.106	-0.767	-0.165	EPH receptor A2 (EPHA2), mRNA [NM_004431]
	33426	THC2779319	0.797	0.467	0.41	0.083	-0.192	Unknown
	37331	CR627135	0.796	-0.33	-0.862	-1.539	-1.865	Homo sapiens mRNA; cDNA DKFZp779J0122 (from clone DKFZp779J0122). [CR627135]
EPPK1	19665	EPPK1	0.796	-0.512	-0.189	-0.663	-0.842	epiplakin 1 (EPPK1), mRNA [NM_031308]
	4277	LOC654433	0.795	-0.764	-0.764	-3.671	-1.075	Homo sapiens cDNA FLJ44467 fis, clone UTERU2025891. [AK126431]
CES1	20043	CES1	0.795	-0.281	-0.566	-0.791	-0.818	carboxylesterase 1 (monocyte/macrophage serine esterase 1) (CES1), transcript variant 3, mRNA [NM_001266]
	3209	THC2622086	0.795	-0.327	-0.625	-0.958	-1.622	HSA277441 xylosyltransferase I {Homo sapiens} (exp=-1; wgp=0; cg=0), partial (8%) [THC2622086]
PTGFR	31269	PTGFR	0.794	-0.027	-0.012	-0.722	-0.984	prostaglandin F receptor (FP) (PTGFR), transcript variant 2, mRNA [NM_001039585]
SPINK1	25530	SPINK1	0.794	-1.065	-1.292	-1.142	-1.074	serine peptidase inhibitor, Kazal type 1 (SPINK1), mRNA [NM_003122]
BIK	6129	BIK	0.794	-0.505	-0.35	-0.173	-0.986	BCL2-interacting killer (apoptosis-inducing) (BIK), mRNA [NM_001197]
EEF1A2	19605	EEF1A2	0.793	-0.471	-0.195	-2.528	-0.672	eukaryotic translation elongation factor 1 alpha 2 (EEF1A2), mRNA [NM_001958]
GMPPB	35288	GMPPB	0.792	0.215	-0.055	-0.62	0.079	GDP-mannose pyrophosphorylase B (GMPPB), transcript variant 2, mRNA [NM_021971]
	26391	THC2651036	0.791	-0.395	-0.565	-0.003	-1.147	Unknown
TGFB1	37198	TGFB1	0.791	-0.666	-0.334	-1.424	-0.761	transforming growth factor, beta 1 (TGFB1), mRNA [NM_000660]
ESPN	9832	ESPN	0.79	-0.847	-0.787	-0.894	-0.638	espin (ESPN), mRNA [NM_031475]
	29000	LOC100128385	0.79	-0.47	-0.841	-1.751	-1.396	Homo sapiens cDNA FLJ43973 fis, clone TESTI4017984. [AK125961]
TGFB1	39974	TGFB1	0.789	-0.746	-0.311	-1.181	-0.797	transforming growth factor, beta 1 (TGFB1), mRNA [NM_000660]
ICAM1	15872	ICAM1	0.788	-0.583	-0.696	-1.235	-0.794	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor (ICAM1), mRNA [NM_000201]
SERPINB8	27372	SERPINB8	0.787	-1.131	-0.522	-1.147	-0.794	serpin peptidase inhibitor, clade B (ovalbumin), member 8 (SERPINB8), transcript variant 2, mRNA [NM_198833]
DTX3L	44606	DTX3L	0.787	-0.417	-0.342	-0.201	-0.288	deltex 3-like (Drosophila) (DTX3L), mRNA [NM_138287]
	40861	THC2647739	0.787	-0.232	0.249	0.232	-0.407	HUMITGA4A integrin alpha 4 subunit {Homo sapiens} (exp=-1; wgp=0; cg=0), partial (90%) [THC2647739]
	17635	BC014265	0.787	-0.686	-0.121	-0.933	0.558	Homo sapiens cDNA clone IMAGE:4639114, partial cds. [BC014265]
	8326	THC2697442	0.785	0.125	0.684	0.685	0.054	Unknown
COL6A2	10114	COL6A2	0.785	-0.425	-0.122	-0.971	-0.659	collagen, type VI, alpha 2 (COL6A2), transcript variant 2C2a, mRNA [NM_058175]
	19035	A_32_P182458	0.785	0.154	-0.783	0.097	-2.432	Unknown
TMBIM1	12146	TMBIM1	0.784	-0.062	-0.091	0.024	-1.001	transmembrane BAX inhibitor motif containing 1 (TMBIM1), mRNA [NM_022152]
	41214	THC2529323	0.783	-0.361	0.022	--	--	Unknown
SPN	8862	SPN	0.781	--		--	--	sialophorin (leukosialin, CD43) (SPN), transcript variant 1, mRNA [NM_001030288]
ASAP1-IT1	28068	DDEF1IT1	0.781	-0.104	-0.237	-0.284	-2.007	DDEF1 intronic transcript 1 (DDEF1IT1) on chromosome 8 [NR_002765]
	28712	A_32_P83973	0.78	-0.605	0.013	-0.864	-1.132	Unknown
	112	FLJ22536	0.779	-0.506	-0.735	-1.749	-1.501	Homo sapiens cDNA FLJ12803 fis, clone NT2RP2002172. [AK022865]
ZNF595	3303	ZNF595	0.778	-2.185	-0.585	-1.485	-1.379	zinc finger protein 595 (ZNF595), mRNA [NM_182524]
ACRBP	3843	ACRBP	0.777	-0.661	-0.715	-3.128	-1.381	acrosin binding protein (ACRBP), mRNA [NM_032489]
ZBTB7B	30325	ZBTB7B	0.776	-0.966	-0.627	-0.517	-0.673	zinc finger and BTB domain containing 7B (ZBTB7B), mRNA [NM_015872]
	13634	AK130644	0.776	-1.231	-0.988	-0.63	-1.061	Homo sapiens cDNA FLJ27134 fis, clone SPL08315. [AK130644]
PRAP1	22639	PRAP1	0.775	-0.315	-0.494	-1.14	-0.348	proline-rich acidic protein 1 (PRAP1), mRNA [NM_145202]
	37483	AK094603	0.775	0.503	-0.096	-0.569	0.202	Homo sapiens cDNA FLJ37284 fis, clone BRAMY2013590. [AK094603]
LAPTM5	16527	LAPTM5	0.775	-1.214	-1.365	-2.43	-1.135	lysosomal associated multispanning membrane protein 5 (LAPTM5), mRNA [NM_006762]
PPP2R2C	239	PPP2R2C	0.774	-0.078	0.113	0.114	-0.41	protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform (PPP2R2C), transcript variant 1, mRNA [NM_020416]
MAPKBP1	18918	MAPKBP1	0.773	-0.088	-0.318	-0.675	-0.435	mitogen-activated protein kinase binding protein 1 (MAPKBP1), mRNA [NM_014994]
CORO1A	11040	CORO1A	0.773	-0.129	-0.321	-0.586	-0.411	coronin, actin binding protein, 1A (CORO1A), mRNA [NM_007074]
SERPINE1	14003	SERPINE1	0.772	-1.21	-1.064	-1.38	-1.258	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 (SERPINE1), mRNA [NM_000602]
ZNF37BP	8704	ZNF37B	0.771	-0.431	-0.18	-0.408	-0.661	Homo sapiens cDNA: FLJ23327 fis, clone HEP12630, highly similar to HSZNF37 Homo sapiens ZNF37A mRNA for zinc finger protein. [AK026980]
PTPRE	27706	PTPRE	0.769	-0.387	0.069	-0.206	-0.138	protein tyrosine phosphatase, receptor type, E (PTPRE), transcript variant 1, mRNA [NM_006504]
	37128	S61396	0.769	1.006	-0.757	0.159	-0.096	PAH=phenylalanine hydroxylase {exon 9/10, mutant L333F} [human, lymphocytes, mRNA Partial Mutant, 79 nt]. [S61396]
KDM5D	26197	JARID1D	0.769	-0.893	-0.938	-2.012	-1.375	jumonji, AT rich interactive domain 1D (JARID1D), mRNA [NM_004653]
NPAS1	37354	NPAS1	0.768	-0.058	-0.071	-1.356	-0.326	neuronal PAS domain protein 1 (NPAS1), mRNA [NM_002517]
HSPA8	33079	HSPA8	0.767	0.009	-0.051	-0.443	-0.025	heat shock 70kDa protein 8 (HSPA8), transcript variant 1, mRNA [NM_006597]
	16897	AV661884	0.767	-0.522	-0.784	-0.881	-0.75	AV661884 GLC Homo sapiens cDNA clone GLCGYF05 3, mRNA sequence [AV661884]
	705	A_23_P121234	0.766	-0.711	-1.003	-3.358	-1.262	Unknown
IL1B	38038	IL1B	0.766	-2.565	-0.912	-1.59	-2.588	interleukin 1, beta (IL1B), mRNA [NM_000576]
SLFN12	1839	SLFN12	0.766	-0.519	-0.764	--	-0.716	schlafen family member 12 (SLFN12), mRNA [NM_018042]
	44683	BG207267	0.766	-1.129		--	--	RST26737 Athersys RAGE Library Homo sapiens cDNA, mRNA sequence [BG207267]
ACSM3	27342	ACSM3	0.765	-0.204	-0.606	-1.138	-0.162	acyl-CoA synthetase medium-chain family member 3 (ACSM3), transcript variant 2, mRNA [NM_202000]
VWF	20565	VWF	0.765	-0.499	-0.909	-1.017	-1.165	von Willebrand factor (VWF), mRNA [NM_000552]
FOXA2	8195	FOXA2	0.764	-0.776	-1.098	-2.076	-1.182	forkhead box A2 (FOXA2), transcript variant 1, mRNA [NM_021784]
APOBEC3D	33179	APOBEC3D	0.764	-0.392	-0.286	-1.536	-0.952	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D (putative) (APOBEC3D), mRNA [NM_152426]
TBL3	2263	TBL3	0.763	0.097	0.112	-0.941	-0.041	transducin (beta)-like 3 (TBL3), mRNA [NM_006453]
GABRB1	2527	GABRB1	0.763	-0.686	-0.14	-0.997	-0.63	gamma-aminobutyric acid (GABA) A receptor, beta 1 (GABRB1), mRNA [NM_000812]
ZSCAN10	3504	ZSCAN10	0.763	0.056	-0.152	-1.394	-0.148	zinc finger and SCAN domain containing 10 (ZSCAN10), mRNA [NM_032805]
LRRN3	30872	LRRN3	0.763	-1.629	-1.365	-2.216	-1.994	leucine rich repeat neuronal 3 (LRRN3), transcript variant 3, mRNA [NM_018334]
RASL10A	25999	RASL10A	0.763	-0.552	0.032	0.245	-1.008	RAS-like, family 10, member A (RASL10A), transcript variant 2, mRNA [NM_001007279]
CYB5R2	3381	CYB5R2	0.763	-0.282	0.114	-1.055	-0.776	cytochrome b5 reductase 2 (CYB5R2), mRNA [NM_016229]
	44691	THC2638839	0.763	-0.46	1.604	2.43	1.398	Unknown
KCNN3	13108	KCNN3	0.763	0.034	-0.764	--	-0.452	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 (KCNN3), transcript variant 1, mRNA [NM_002249]
CCL2	22473	CCL2	0.762	-0.346	-1.129	-2.453	-0.867	chemokine (C-C motif) ligand 2 (CCL2), mRNA [NM_002982]
OLIG2	9403	OLIG2	0.761	-0.054	0.103	-0.488	0.258	oligodendrocyte lineage transcription factor 2 (OLIG2), mRNA [NM_005806]
TCF7	35566	TCF7	0.761	-0.081	0.105	-1.045	-0.17	transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 1, mRNA [NM_003202]
HPDL	28072	HPDL	0.76	-0.589	-0.803	-1.367	-0.857	4-hydroxyphenylpyruvate dioxygenase-like (HPDL), mRNA [NM_032756]
NOS2	22729	NOS2A	0.759	0.111	0.348	0.753	-0.044	nitric oxide synthase 2A (inducible, hepatocytes) (NOS2A), mRNA [NM_000625]
POU2AF1	14546	POU2AF1	0.759	-1.401	-1.65	-1.127	-1.568	POU class 2 associating factor 1 (POU2AF1), mRNA [NM_006235]
PTRF	14194	PTRF	0.758	0.713	0.235	0.069	0.33	polymerase I and transcript release factor (PTRF), mRNA [NM_012232]
UGT2B15	34060	UGT2B15	0.758	-0.9	-0.658	-0.624	-0.744	UDP glucuronosyltransferase 2 family, polypeptide B15 (UGT2B15), mRNA [NM_001076]
TCF7	25694	TCF7	0.758	-0.039	0.174	-0.978	-0.185	transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 1, mRNA [NM_003202]
ITGB2	32110	ITGB2	0.757	-0.537	-2.438	-1.82	-0.303	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit) (ITGB2), mRNA [NM_000211]
LPAR6	39382	P2RY5	0.755	-2.136	-0.993	-1.137	-2.197	purinergic receptor P2Y, G-protein coupled, 5 (P2RY5), mRNA [NM_005767]
