ID	Gene Symbol	Gene Title	logFC	t	P.Value	adj.P.Val	B	Pathway	go biological process term	go molecular function term	go cellular component term
220040_x_at	KIAA1166	KIAA1166	1.115129611	2.589894372	0.04979053	0.159787404	-4.954151579	---	---	---	---
203890_s_at	DAPK3	death-associated protein kinase 3	1.114775023	6.109349538	0.001827578	0.022491021	-1.200621076	---	protein amino acid phosphorylation /// protein amino acid phosphorylation /// apoptosis /// induction of apoptosis /// induction of apoptosis /// induction of apoptosis /// protein kinase cascade /// protein kinase cascade /// chromatin modification	nucleotide binding /// protein kinase activity /// protein serine/threonine kinase activity /// protein serine/threonine kinase activity /// protein binding /// protein binding /// ATP binding /// ATP binding /// kinase activity /// transferase activity	nucleus /// nucleus /// nucleus /// cytoplasm
1569311_at	---	---	1.11471413	2.99812055	0.030936578	0.1261672	-4.429056344	---	---	---	---
221902_at	GPR153	G protein-coupled receptor 153	1.114124023	3.963410506	0.01114522	0.067512743	-3.277228362	---	signal transduction /// G-protein coupled receptor protein signaling pathway	rhodopsin-like receptor activity /// signal transducer activity /// receptor activity /// G-protein coupled receptor activity	plasma membrane /// membrane /// integral to membrane
224175_s_at	TRIM34 /// TRIM6 /// TRIM6-TRIM34	tripartite motif-containing 34 /// tripartite motif-containing 6 /// TRIM6-TRIM34	1.113100075	3.029747943	0.029848926	0.12377827	-4.389188722	---	---	protein binding /// zinc ion binding /// metal ion binding	intracellular
214877_at	CDKAL1	CDK5 regulatory subunit associated protein 1-like 1	1.112966793	2.896212774	0.034755387	0.134267591	-4.558378221	---	metabolic process	catalytic activity /// iron ion binding /// metal ion binding /// iron-sulfur cluster binding /// 4 iron, 4 sulfur cluster binding	membrane /// integral to membrane
1554251_at	HP1BP3	heterochromatin protein 1, binding protein 3	1.112914701	5.913250268	0.002109529	0.024356916	-1.36584263	---	nucleosome assembly	DNA binding	nucleosome /// nucleus /// chromosome
209132_s_at	COMMD4	COMM domain containing 4	1.112773548	7.382406413	0.000781759	0.014621562	-0.224727097	---	---	protein binding	cytoplasm
223075_s_at	C9orf58	chromosome 9 open reading frame 58	1.111612348	4.619983768	0.006030192	0.045834331	-2.574415269	---	---	calcium ion binding	focal adhesion /// actin cytoskeleton
202162_s_at	CNOT8	CCR4-NOT transcription complex, subunit 8	1.111477101	8.605016894	0.000386385	0.010612111	0.579638632	---	transcription /// regulation of transcription, DNA-dependent /// regulation of transcription, DNA-dependent /// negative regulation of cell proliferation	nucleic acid binding /// transcription factor activity /// transcription factor activity	intracellular /// nucleus /// nucleus /// nucleus /// cytoplasm
208621_s_at	EZR	ezrin	1.108117164	3.731928116	0.014048921	0.077928972	-3.540649163	---	cytoskeletal anchoring at plasma membrane /// leukocyte adhesion /// regulation of cell shape /// membrane to membrane docking /// actin filament bundle formation	structural molecule activity /// binding /// protein binding /// cytoskeletal protein binding /// protein self-association /// cell adhesion molecule binding /// actin filament binding	ruffle /// cytoplasm /// cytosol /// cytoskeleton /// actin filament /// microvillus /// microvillus /// actin cytoskeleton /// membrane /// apical plasma membrane /// extrinsic to membrane /// extrinsic to membrane /// filopodium /// cortical cytoskeleto
218875_s_at	FBXO5	F-box protein 5	1.108021151	6.662025824	0.001243317	0.018147496	-0.757368206	---	cell cycle /// mitosis /// regulation of mitotic cell cycle /// cell division /// negative regulation of ubiquitin-protein ligase activity during mitotic cell cycle /// positive regulation of ubiquitin-protein ligase activity during mitotic cell cycle	protein binding /// zinc ion binding /// metal ion binding	nucleus /// nucleus /// nucleoplasm /// cytoplasm /// cytoplasm /// spindle /// cytosol
202482_x_at	RANBP1	RAN binding protein 1	1.107922455	6.299408767	0.00159588	0.020830555	-1.044555183	---	signal transduction /// intracellular transport	GDP-dissociation inhibitor activity /// GTPase activator activity /// protein binding /// Ran GTPase binding	nucleus /// cytoplasm
222867_s_at	MED31	mediator complex subunit 31	1.107342241	38.29444751	0.000000292	0.000786578	7.414856936	---	transcription /// regulation of transcription, DNA-dependent /// regulation of transcription	protein binding /// protein binding /// RNA polymerase II transcription mediator activity	mediator complex /// nucleus
222640_at	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	1.106811898	4.70186166	0.005608783	0.044033562	-2.491239431	---	DNA methylation /// DNA methylation /// DNA methylation	DNA binding /// DNA binding /// DNA (cytosine-5-)-methyltransferase activity /// DNA (cytosine-5-)-methyltransferase activity /// DNA (cytosine-5-)-methyltransferase activity /// protein binding /// methyltransferase activity /// zinc ion binding /// tran	euchromatin /// nucleus /// nucleus /// nucleus /// cytoplasm /// cytoplasm /// nuclear matrix
209576_at	GNAI1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	1.105652912	3.797297286	0.013148854	0.074885055	-3.465424311	---	signal transduction /// G-protein coupled receptor protein signaling pathway	nucleotide binding /// GTPase activity /// signal transducer activity /// protein binding /// GTP binding /// guanyl nucleotide binding	heterotrimeric G-protein complex /// plasma membrane /// plasma membrane
201668_x_at	MARCKS	myristoylated alanine-rich protein kinase C substrate	1.105594625	13.79751996	0.0000414	0.004042385	3.051913246	---	---	actin binding /// calmodulin binding /// calmodulin binding /// actin filament binding	cytoplasm /// centrosome /// cytoskeleton /// cell cortex /// actin cytoskeleton /// membrane /// germinal vesicle
215501_s_at	DUSP10	dual specificity phosphatase 10	1.104911544	3.173445606	0.025420114	0.113151891	-4.20973301	---	protein amino acid dephosphorylation /// protein amino acid dephosphorylation /// response to stress /// JNK cascade /// dephosphorylation	phosphoprotein phosphatase activity /// phosphoprotein phosphatase activity /// protein tyrosine phosphatase activity /// protein tyrosine/serine/threonine phosphatase activity /// hydrolase activity /// phosphatase activity /// MAP kinase tyrosine/serine	nucleus /// nucleus /// cytoplasm /// cytoplasm
218192_at	IHPK2	inositol hexaphosphate kinase 2	1.104640088	11.75003667	0.0000893	0.005501184	2.220070888	---	negative regulation of cell growth /// positive regulation of apoptosis /// phosphoinositide phosphorylation	inositol or phosphatidylinositol kinase activity /// inositol trisphosphate 3-kinase activity /// kinase activity /// transferase activity	nucleus /// nucleus
214177_s_at	PBXIP1	pre-B-cell leukemia homeobox interacting protein 1	1.10263719	8.82653295	0.00034335	0.010019843	0.713674867	---	multicellular organismal development /// negative regulation of transcription /// cell differentiation	DNA binding /// transcription corepressor activity	nucleus /// nucleus /// cytoplasm /// cytosol /// cytoskeleton /// microtubule
228628_at	SRGAP2P1	SLIT-ROBO Rho GTPase activating protein 2 pseudogene 1	1.102385418	9.870249548	0.000203589	0.007967701	1.30359819	---	---	---	---
208892_s_at	DUSP6	dual specificity phosphatase 6	1.10194983	5.981527617	0.002005886	0.023705691	-1.30782252	---	inactivation of MAPK activity /// protein amino acid dephosphorylation /// protein amino acid dephosphorylation /// dephosphorylation	phosphoprotein phosphatase activity /// protein serine/threonine phosphatase activity /// protein tyrosine phosphatase activity /// protein tyrosine phosphatase activity /// protein tyrosine phosphatase activity /// protein tyrosine/serine/threonine phosp	soluble fraction /// nucleoplasm /// cytoplasm /// cytoplasm
217755_at	HN1	hematological and neurological expressed 1	1.100263284	13.18360113	0.0000515	0.004481418	2.817997656	---	---	---	nucleus
217793_at	RAB11B	RAB11B, member RAS oncogene family	1.099841905	3.11397834	0.02715624	0.117395991	-4.283657843	---	regulation of transcription, DNA-dependent /// transport /// small GTPase mediated signal transduction /// protein transport	nucleotide binding /// GTPase activity /// ATP binding /// GTP binding /// transcription factor binding	intracellular /// plasma membrane /// membrane /// cytoplasmic membrane-bounded vesicle
202193_at	LIMK2	LIM domain kinase 2	1.098606464	7.071365192	0.000950473	0.016198753	-0.448831782	---	protein amino acid phosphorylation /// phosphorylation /// regulation of phosphorylation	nucleotide binding /// protein kinase activity /// protein serine/threonine kinase activity /// protein serine/threonine kinase activity /// protein binding /// ATP binding /// zinc ion binding /// kinase activity /// transferase activity /// metal ion bi	nucleus /// nucleus /// cytoplasm /// cytoplasm
230267_at	---	---	1.097131296	5.007470137	0.004312454	0.037361376	-2.189143299	---	---	---	---
212621_at	TMEM194A	transmembrane protein 194A	1.096868346	9.109812787	0.000296358	0.00943904	0.880378571	---	---	---	membrane /// integral to membrane /// integral to membrane
201930_at	MCM6	minichromosome maintenance complex component 6	1.096189752	5.115271247	0.003941447	0.035416003	-2.085645089	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Cell_cycle_KEGG>Cell_cycle_KEGG</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:DNA_replication_Reactome>DNA_replication_	DNA replication /// DNA replication /// DNA replication /// DNA unwinding during replication /// DNA replication initiation /// transcription /// regulation of transcription, DNA-dependent /// cell cycle	nucleotide binding /// DNA binding /// DNA helicase activity /// single-stranded DNA binding /// protein binding /// protein binding /// ATP binding /// ATP binding /// identical protein binding	nucleus /// nucleus /// nucleoplasm
232004_at	HNRNPR	heterogeneous nuclear ribonucleoprotein R	1.0961234	6.994310101	0.000998744	0.016510047	-0.505699962	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:mRNA_processing_Reactome>mRNA_processing_Reactome</a>	nuclear mRNA splicing, via spliceosome /// mRNA processing /// mRNA processing /// RNA splicing	nucleotide binding /// nucleic acid binding /// RNA binding /// RNA binding /// protein binding	nucleus /// nucleus /// spliceosome /// ribonucleoprotein complex /// heterogeneous nuclear ribonucleoprotein complex
204790_at	SMAD7	SMAD family member 7	1.095562962	5.247649593	0.003535888	0.033256768	-1.960670584	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:TGF_Beta_Signaling_Pathway>TGF_Beta_Signaling_Pathway</a>	transcription /// regulation of transcription, DNA-dependent /// response to stress /// transforming growth factor beta receptor signaling pathway /// transforming growth factor beta receptor signaling pathway /// BMP signaling pathway	transcription factor activity /// protein binding /// protein binding /// transforming growth factor beta receptor, inhibitory cytoplasmic mediator activity	intracellular /// nucleus /// transcription factor complex /// cytoplasm /// cytosol
218248_at	FAM111A	family with sequence similarity 111, member A	1.095458119	7.012118243	0.000987334	0.016455531	-0.492508415	---	---	catalytic activity	---
227759_at	PCSK9	proprotein convertase subtilisin/kexin type 9	1.094396148	2.811059328	0.038353218	0.141213175	-4.667399054	---	kidney development /// kidney development /// liver development /// liver development /// proteolysis /// lipid metabolic process /// triacylglycerol metabolic process /// phospholipid metabolic process /// induction of apoptosis /// steroid metabolic pro	serine-type endopeptidase activity /// calcium ion binding /// peptidase activity /// hydrolase activity /// identical protein binding /// low-density lipoprotein receptor binding /// low-density lipoprotein receptor binding	extracellular region /// extracellular space /// extracellular space /// rough endoplasmic reticulum
227692_at	GNAI1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	1.094001255	3.848817765	0.012486047	0.072656953	-3.406600026	---	signal transduction /// G-protein coupled receptor protein signaling pathway	nucleotide binding /// GTPase activity /// signal transducer activity /// protein binding /// GTP binding /// guanyl nucleotide binding	heterotrimeric G-protein complex /// plasma membrane /// plasma membrane
221666_s_at	PYCARD	PYD and CARD domain containing	1.093514386	12.70674882	0.0000615	0.004670784	2.627539969	---	proteolysis /// apoptosis /// induction of apoptosis /// caspase activation /// cell cycle /// signal transduction /// tumor necrosis factor-mediated signaling pathway /// regulation of apoptosis /// positive regulation of caspase activity /// negative re	protein binding /// protein binding /// caspase activator activity /// Pyrin domain binding /// protein homodimerization activity	intracellular /// cytoplasm /// cytoplasm /// cytoplasm /// IkappaB kinase complex
213970_at	RABL3	RAB, member of RAS oncogene family-like 3	1.093258905	5.208825862	0.003649527	0.033877521	-1.997083578	---	small GTPase mediated signal transduction	nucleotide binding /// GTP binding	intracellular
202607_at	NDST1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	1.093022745	4.301201564	0.008064041	0.055269254	-2.907570315	---	inflammatory response /// heparan sulfate proteoglycan biosynthetic process	catalytic activity /// sulfotransferase activity /// [heparan sulfate]-glucosamine N-sulfotransferase activity /// transferase activity /// hydrolase activity	Golgi membrane /// Golgi apparatus /// membrane /// integral to membrane
239515_at	---	---	1.092937856	3.703982237	0.014455172	0.079402702	-3.573009123	---	---	---	---
203209_at	RFC5	replication factor C (activator 1) 5, 36.5kDa	1.092908286	6.951026548	0.001027135	0.016686583	-0.537885893	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:DNA_replication_Reactome>DNA_replication_Reactome</a>	DNA replication /// DNA replication /// DNA replication /// DNA repair /// nucleotide-excision repair, DNA gap filling	nucleotide binding /// DNA binding /// DNA clamp loader activity /// protein binding /// ATP binding /// nucleoside-triphosphatase activity /// enzyme binding	nucleus /// nucleoplasm /// DNA replication factor C complex /// DNA replication factor C complex
219534_x_at	CDKN1C	cyclin-dependent kinase inhibitor 1C (p57, Kip2)	1.092029973	2.915063434	0.0340109	0.132554901	-4.534359716	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:G1_to_S_cell_cycle_Reactome>G1_to_S_cell_cycle_Reactome</a>	regulation of cyclin-dependent protein kinase activity /// G1 phase of mitotic cell cycle /// negative regulation of transcription from RNA polymerase II promoter /// cell cycle /// cell cycle arrest /// cell cycle arrest /// negative regulation of cell p	protein kinase inhibitor activity /// cyclin-dependent protein kinase inhibitor activity /// cyclin-dependent protein kinase inhibitor activity /// protein binding /// protein binding /// kinase activity /// nutrient reservoir activity	nucleus /// nucleus /// cytoplasm
242277_at	---	---	1.091815368	4.35542004	0.007667552	0.053481924	-2.84984541	---	---	---	---
226723_at	CCDC23	coiled-coil domain containing 23	1.091588502	3.731588298	0.014053781	0.077943176	-3.541041933	---	---	---	---
241950_at	---	---	1.091325773	3.068670567	0.028568963	0.120892489	-4.340305255	---	---	---	---
219711_at	ZNF586	zinc finger protein 586	1.091048741	8.688120571	0.000369525	0.0103933	0.630311454	---	transcription /// regulation of transcription, DNA-dependent	nucleic acid binding /// DNA binding /// zinc ion binding /// metal ion binding	intracellular /// nucleus
1554663_a_at	NUMA1	nuclear mitotic apparatus protein 1	1.090610883	2.867629267	0.035919271	0.136897435	-4.594879075	---	mitotic anaphase /// nuclear organization and biogenesis /// meiotic cell cycle	structural molecule activity /// protein binding /// microtubule binding	spindle pole /// spindle pole /// nucleus /// nucleus /// spindle /// spindle microtubule /// spindle microtubule /// nuclear matrix /// dendrite /// cell soma
213147_at	HOXA10	homeobox A10	1.09013649	8.056473409	0.000523922	0.012128938	0.232917725	---	transcription /// regulation of transcription, DNA-dependent /// multicellular organismal development /// multicellular organismal development /// spermatogenesis /// regulation of transcription	DNA binding /// transcription factor activity /// sequence-specific DNA binding	nucleus
231697_s_at	---	---	1.090024035	5.388462846	0.003157183	0.031078494	-1.830241049	---	---	---	---
216299_s_at	XRCC3	X-ray repair complementing defective repair in Chinese hamster cells 3	1.089393087	4.702797462	0.00560417	0.044023241	-2.490294347	---	DNA metabolic process /// DNA repair /// DNA repair /// DNA recombination /// DNA recombination /// response to DNA damage stimulus /// response to DNA damage stimulus	nucleotide binding /// DNA binding /// ATP binding /// DNA-dependent ATPase activity	nucleus
231832_at	GALNT4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4)	1.089299612	8.5604095	0.000395813	0.010723324	0.552243866	---	carbohydrate metabolic process	polypeptide N-acetylgalactosaminyltransferase activity /// polypeptide N-acetylgalactosaminyltransferase activity /// calcium ion binding /// sugar binding /// transferase activity /// transferase activity, transferring glycosyl groups /// manganese ion b	Golgi membrane /// Golgi apparatus /// Golgi apparatus /// Golgi apparatus /// membrane /// integral to membrane /// perinuclear region of cytoplasm
236192_at	---	---	1.087791258	4.384484679	0.007464357	0.052507679	-2.819081927	---	---	---	---
229676_at	PAPD1	PAP associated domain containing 1	1.087415937	2.844881701	0.03687666	0.138653623	-4.623996192	---	transcription /// mRNA processing	RNA binding /// polynucleotide adenylyltransferase activity /// transferase activity	mitochondrion
226687_at	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	1.087229556	4.915262609	0.004662606	0.039212167	-2.278923522	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:mRNA_processing_Reactome>mRNA_processing_Reactome</a>	mRNA processing /// RNA splicing /// type I hypersensitivity /// homoiothermy /// response to freezing	protein binding /// protein binding /// ice binding	nucleus /// nuclear speck
204531_s_at	BRCA1	breast cancer 1, early onset	1.087221066	5.192564332	0.003698396	0.034079945	-2.012394119	---	cell cycle checkpoint /// double-strand break repair via homologous recombination /// DNA repair /// postreplication repair /// regulation of transcription from RNA polymerase II promoter /// regulation of transcription from RNA polymerase III promoter //	DNA binding /// DNA binding /// transcription coactivator activity /// RNA binding /// ubiquitin-protein ligase activity /// ubiquitin-protein ligase activity /// protein binding /// protein binding /// zinc ion binding /// zinc ion binding /// tubulin bi	ubiquitin ligase complex /// intracellular /// nucleus /// nucleus /// nucleoplasm /// gamma-tubulin ring complex /// BRCA1-BARD1 complex /// protein complex
226455_at	CREB3L4	cAMP responsive element binding protein 3-like 4	1.087161331	7.86579988	0.00058493	0.012864666	0.107159695	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:G1_to_S_cell_cycle_Reactome>G1_to_S_cell_cycle_Reactome</a>	transcription /// regulation of transcription, DNA-dependent /// response to unfolded protein /// regulation of transcription	DNA binding /// transcription factor activity /// sequence-specific DNA binding /// protein dimerization activity	nucleus /// endoplasmic reticulum /// endoplasmic reticulum membrane /// membrane /// integral to membrane
219703_at	MNS1	meiosis-specific nuclear structural 1	1.085277967	5.327741187	0.003314328	0.031929849	-1.886171973	---	meiosis	---	nucleus
221908_at	RNFT2	ring finger protein, transmembrane 2	1.085084526	3.39545246	0.01996323	0.097520006	-3.938194554	---	---	protein binding /// zinc ion binding /// metal ion binding	membrane /// integral to membrane
207011_s_at	PTK7	PTK7 protein tyrosine kinase 7	1.084315725	4.301248071	0.00806369	0.055269254	-2.907520612	---	protein amino acid phosphorylation /// cell adhesion /// signal transduction	protein kinase activity /// protein tyrosine kinase activity /// transmembrane receptor protein tyrosine kinase activity /// receptor activity /// vascular endothelial growth factor receptor activity /// protein binding /// ATP binding /// kinase activity	integral to plasma membrane /// membrane /// integral to membrane
228727_at	ANXA11	annexin A11	1.083939052	6.23134636	0.001674623	0.021417474	-1.099993619	---	immune response	calcium ion binding /// protein binding /// phospholipid binding /// calcium-dependent phospholipid binding	nucleus /// nucleus /// nuclear envelope /// nucleoplasm /// cytoplasm /// cytoplasm /// melanosome
209507_at	RPA3	replication protein A3, 14kDa	1.082900323	6.071917258	0.001877782	0.022907277	-1.231825286	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:DNA_replication_Reactome>DNA_replication_Reactome</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:G1_to_S_cell_cycle_React	nucleotide-excision repair, DNA damage removal /// DNA replication /// DNA replication /// DNA replication /// nucleotide-excision repair, DNA gap filling	single-stranded DNA binding	nucleus /// nucleoplasm /// DNA replication factor A complex
211998_at	H3F3A /// H3F3B	H3 histone, family 3A /// H3 histone, family 3B (H3.3B)	1.082887433	2.694365493	0.043975539	0.151342301	-4.818100956	---	nucleosome assembly	DNA binding	nucleosome /// Barr body /// nucleus /// chromosome
209608_s_at	ACAT2	acetyl-Coenzyme A acetyltransferase 2	1.082505824	9.334988111	0.00026441	0.008970349	1.009279592	---	lipid metabolic process /// metabolic process	catalytic activity /// acetyl-CoA C-acetyltransferase activity /// protein binding /// acyltransferase activity /// transferase activity	cytoplasm /// cytoplasm
220911_s_at	KIAA1305	KIAA1305	1.080477458	5.896705912	0.002135587	0.02447728	-1.379982031	---	DNA integration	nucleic acid binding /// DNA binding	membrane /// integral to membrane
214176_s_at	PBXIP1	Pre-B-cell leukemia homeobox interacting protein 1	1.079897254	3.420080271	0.019444611	0.096041964	-3.908516391	---	multicellular organismal development /// negative regulation of transcription /// cell differentiation	transcription corepressor activity	nucleus /// nucleus /// cytoplasm /// cytosol /// cytoskeleton /// microtubule
1438_at	EPHB3	EPH receptor B3	1.079298156	14.9046763	0.0000286	0.00341019	3.444505779	---	protein amino acid phosphorylation /// signal transduction /// transmembrane receptor protein tyrosine kinase signaling pathway /// axon guidance	nucleotide binding /// protein kinase activity /// protein tyrosine kinase activity /// transmembrane receptor protein tyrosine kinase activity /// transmembrane receptor protein tyrosine kinase activity /// receptor activity /// ephrin receptor activity	integral to plasma membrane /// membrane /// integral to membrane
216228_s_at	WDHD1	WD repeat and HMG-box DNA binding protein 1	1.078008824	3.521022788	0.017473554	0.089743167	-3.787823439	---	regulation of transcription, DNA-dependent	DNA binding /// DNA binding	nucleus /// nucleoplasm /// cytoplasm
209980_s_at	SHMT1	serine hydroxymethyltransferase 1 (soluble)	1.077729681	6.203250605	0.001708462	0.021629881	-1.123023969	---	glycine metabolic process /// L-serine metabolic process /// L-serine catabolic process /// one-carbon compound metabolic process /// purine base biosynthetic process /// folic acid metabolic process /// protein tetramerization	catalytic activity /// glycine hydroxymethyltransferase activity /// glycine hydroxymethyltransferase activity /// glycine hydroxymethyltransferase activity /// methyltransferase activity /// transferase activity /// pyridoxal phosphate binding /// pyrido	cytoplasm /// cytosol /// cytosol
208791_at	CLU	clusterin	1.077282224	6.887142479	0.00107081	0.017031864	-0.585712184	---	lipid metabolic process /// apoptosis /// anti-apoptosis /// immune response /// complement activation /// complement activation, classical pathway /// response to oxidative stress /// cell death /// positive regulation of cell proliferation /// endocrine	protein binding	extracellular region /// extracellular space /// aggresome /// perinuclear region of cytoplasm
219856_at	C1orf116	chromosome 1 open reading frame 116	1.076699472	6.128880575	0.001802014	0.022348029	-1.184401346	---	---	receptor activity	cytoplasm
203346_s_at	MTF2	metal response element binding transcription factor 2	1.07580229	7.420526762	0.000763631	0.014505089	-0.19784601	---	---	nucleic acid binding /// DNA binding /// protein binding /// zinc ion binding /// metal ion binding	nucleus
1555618_s_at	SAE1	SUMO1 activating enzyme subunit 1	1.075633116	8.079665516	0.00051703	0.012110855	0.248023673	---	protein modification process /// metabolic process /// protein ubiquitination	catalytic activity /// ubiquitin activating enzyme activity /// binding /// protein binding /// protein C-terminus binding /// protein C-terminus binding /// enzyme activator activity /// small protein activating enzyme activity /// ligase activity /// AT	nucleus /// nucleus
220223_at	ATAD5	ATPase family, AAA domain containing 5	1.07429902	3.812362865	0.012950935	0.074191199	-3.448180638	---	response to DNA damage stimulus	nucleotide binding /// ATP binding /// nucleoside-triphosphatase activity	nucleus
228535_at	RAD1	RAD1 homolog (S. pombe)	1.074246256	9.310813854	0.000267636	0.009016603	0.995590043	---	cell cycle checkpoint /// DNA damage checkpoint /// DNA replication /// DNA repair /// DNA repair /// response to DNA damage stimulus /// response to DNA damage stimulus /// meiotic prophase I	damaged DNA binding /// damaged DNA binding /// damaged DNA binding /// nuclease activity /// exonuclease activity /// protein binding /// 3-5 exonuclease activity /// 3-5 exonuclease activity /// 3-5 exonuclease activity /// exodeoxyribonuclease II	nucleus /// nucleus /// nucleus
36888_at	KIAA0841	KIAA0841	1.074124113	3.515014963	0.01758427	0.090042951	-3.794963769	---	---	---	---
231862_at	CBX5	chromobox homolog 5 (HP1 alpha homolog, Drosophila)	1.073666242	3.501655545	0.017833348	0.090824389	-3.810861078	---	chromatin assembly or disassembly /// negative regulation of transcription	chromatin binding /// protein binding /// protein binding	chromosome, centromeric region /// kinetochore /// chromatin /// nucleus /// nuclear envelope /// nuclear heterochromatin /// nuclear heterochromatin /// chromocenter
208723_at	USP11	ubiquitin specific peptidase 11	1.073632402	6.086820974	0.0018576	0.022720241	-1.219382617	---	ubiquitin-dependent protein catabolic process	cysteine-type endopeptidase activity /// ubiquitin thiolesterase activity /// ubiquitin-specific protease activity /// peptidase activity /// cysteine-type peptidase activity /// hydrolase activity	nucleus
227164_at	SFRS1	splicing factor, arginine/serine-rich 1	1.073575878	7.55668156	0.000702838	0.013962826	-0.102844579	---	nuclear mRNA splicing, via spliceosome /// mRNA splice site selection /// mRNA processing /// mRNA processing /// RNA splicing	nucleotide binding /// nucleic acid binding /// RNA binding /// protein binding	nucleus /// spliceosome /// cytoplasm /// nuclear speck
212841_s_at	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	1.072227775	5.74660793	0.002390209	0.026148793	-1.509717754	---	cell communication /// DNA integration	DNA binding /// integrase activity	intracellular /// nucleus
229549_at	---	---	1.071779131	3.291788577	0.022325902	0.104325034	-4.064098708	---	---	---	---
229126_at	TMEM19	transmembrane protein 19	1.071518356	6.495622611	0.001392244	0.019284754	-0.887477724	---	---	---	membrane /// integral to membrane
1553218_a_at	ZNF512	zinc finger protein 512	1.0713376	4.690238449	0.00566646	0.044286833	-2.502988347	---	transcription /// regulation of transcription, DNA-dependent	DNA binding /// zinc ion binding /// metal ion binding	intracellular /// nucleus
226579_at	---	---	1.070631782	17.64100045	0.0000127	0.002469843	4.279126032	---	---	---	---
203256_at	CDH3	cadherin 3, type 1, P-cadherin (placental)	1.07062119	5.296979832	0.003397438	0.032372125	-1.914686968	---	cell adhesion /// cell adhesion /// homophilic cell adhesion /// visual perception /// response to stimulus	calcium ion binding /// protein binding	plasma membrane /// membrane /// integral to membrane
1553048_a_at	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase, type II, beta	1.070592084	2.732823064	0.042027479	0.147697071	-4.768278855	---	cell surface receptor linked signal transduction /// phosphatidylinositol metabolic process	nucleotide binding /// receptor signaling protein activity /// ATP binding /// kinase activity /// phosphatidylinositol phosphate kinase activity /// 1-phosphatidylinositol-4-phosphate 5-kinase activity /// 1-phosphatidylinositol-5-phosphate 4-kinase acti	endoplasmic reticulum /// endoplasmic reticulum membrane /// plasma membrane /// membrane
238015_at	C4orf46	chromosome 4 open reading frame 46	1.070345122	9.928451429	0.000198039	0.007859428	1.334621278	---	---	---	---
201655_s_at	HSPG2	heparan sulfate proteoglycan 2	1.069862555	4.460564452	0.006961453	0.050124829	-2.739149327	---	cell adhesion	protein binding	extracellular region /// proteinaceous extracellular matrix /// basement membrane /// extracellular matrix
201283_s_at	TRAK1	trafficking protein, kinesin binding 1	1.06834844	3.874706617	0.012167563	0.07150738	-3.377195463	---	regulation of transcription from RNA polymerase II promoter /// protein amino acid O-linked glycosylation /// proteolysis /// protein targeting	serine-type endopeptidase activity /// protein binding /// protein binding /// serine-type peptidase activity /// hydrolase activity /// kinesin-associated mitochondrial adaptor activity	nucleus /// nucleus /// cytoplasm /// mitochondrion
232398_at	CCDC150	coiled-coil domain containing 150	1.06805797	2.987208533	0.031322113	0.126966755	-4.442841378	---	---	---	---
220060_s_at	C12orf48	chromosome 12 open reading frame 48	1.067863497	7.515188764	0.000720734	0.014155765	-0.131630232	---	---	DNA binding	nucleus /// cytoplasm
201885_s_at	CYB5R3	cytochrome b5 reductase 3	1.066237118	8.587953283	0.000389959	0.01067568	0.569175548	---	steroid biosynthetic process /// cholesterol biosynthetic process /// blood circulation /// lipid biosynthetic process /// sterol biosynthetic process /// oxidation reduction	cytochrome-b5 reductase activity /// cytochrome-b5 reductase activity /// electron carrier activity /// oxidoreductase activity	cytoplasm /// cytoplasm /// mitochondrion /// mitochondrial outer membrane /// endoplasmic reticulum /// endoplasmic reticulum membrane /// hemoglobin complex /// membrane /// membrane
226058_at	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	1.066136256	4.727174054	0.005485535	0.043444846	-2.465719968	---	protein amino acid glycosylation	galactosyltransferase activity /// transferase activity /// transferase activity, transferring glycosyl groups	Golgi apparatus /// membrane /// integral to membrane
