Gene Symbol	Quies-Cycl	Quies-Diff	Cycl-Diff	Log2Fold Quies-Cycl	Log2Fold Quies-Diff	Log2Fold Cycl-Diff	Gene.Title
TNFAIP8L1	0	-1	0	-0.993194387	-1.12038654	-0.127192153	tumor necrosis factor, alpha-induced protein 8-like 1
C9orf150	0	1	1	0.232388492	1.606001888	1.373613396	chromosome 9 open reading frame 150
C6orf136	0	-1	0	-2.326561717	-2.988088664	-0.661526947	chromosome 6 open reading frame 136
C6orf136	0	-1	0	-1.237565618	-1.564806744	-0.327241126	chromosome 6 open reading frame 136
	-1	-1	0	-2.843669867	-3.286451295	-0.442781428	Transcribed locus, strongly similar to XP_001174013.1  cortactin isoform 1 [Pan troglodytes]
	0	1	0	0.550125094	1.61079037	1.060665276
LOC284262	0	1	0	0.780455387	1.472038072	0.691582685	hypothetical protein LOC284262
SMURF2	0	1	0	0.784046051	1.265523255	0.481477204	SMAD specific E3 ubiquitin protein ligase 2
	0	-1	0	-0.350508552	-1.268043179	-0.917534627	CDNA: FLJ22539 fis, clone HRC13227
	0	1	1	0.737776146	1.966383432	1.228607286	CDNA FLJ11723 fis, clone HEMBA1005314
	0	1	1	0.6495905	2.435572995	1.785982495	CDNA FLJ11723 fis, clone HEMBA1005314
	0	1	0	0.919468478	1.584023441	0.664554962
CMBL	0	1	1	0.512573075	2.146143827	1.633570753	carboxymethylenebutenolidase homolog (Pseudomonas)
	0	1	0	0.436998936	1.097960846	0.66096191
CDON	0	1	1	0.158183848	1.768101489	1.609917642	Cdon homolog (mouse)
AKAP12	0	1	0	0.423164176	1.054058835	0.63089466	A kinase (PRKA) anchor protein (gravin) 12
	0	-1	-1	0.040583381	-1.229512884	-1.270096265	Transcribed locus
	0	1	0	0.649727199	1.149826469	0.50009927	MRNA; cDNA DKFZp686I18116 (from clone DKFZp686I18116)
LNX2	0	1	0	0.484517648	1.037280376	0.552762728	ligand of numb-protein X 2
	0	1	0	0.78351862	1.031244046	0.247725426
ALDH16A1	0	-1	0	-1.199645574	-1.791051465	-0.591405891	aldehyde dehydrogenase 16 family, member A1
	0	1	0	0.845202026	1.833334839	0.988132814	CDNA FLJ30478 fis, clone BRAWH1000167
LOC493869	0	1	0	0.619049371	1.531097699	0.912048328	similar to RIKEN cDNA 2310016C16
PRLR	0	1	0	0.88947023	1.395152838	0.505682608	Prolactin receptor
	1	0	0	1.093714958	0.826303925	-0.267411033	CDNA FLJ39389 fis, clone PLACE6003621
KCNE3	0	1	1	0.202224577	1.225447042	1.023222465	potassium voltage-gated channel, Isk-related family, member 3
SYNPO2	1	1	1	1.333840378	2.9318976	1.598057221	synaptopodin 2
C17orf56	0	-1	0	-1.182947826	-1.514932866	-0.331985039	chromosome 17 open reading frame 56
LRSAM1	0	-1	0	-0.886522548	-1.392497775	-0.505975227	leucine rich repeat and sterile alpha motif containing 1
TCEAL7	0	1	0	1.189904119	1.953627588	0.763723469	transcription elongation factor A (SII)-like 7
KATNAL1	0	1	0	0.351702412	1.06082031	0.709117898	katanin p60 subunit A-like 1
FLJ41603	0	-1	0	-0.597555851	-1.118850262	-0.521294411	FLJ41603 protein
PCSK9	0	-1	0	-0.914716726	-1.407655118	-0.492938391	proprotein convertase subtilisin/kexin type 9
	0	1	0	0.887273725	1.018471007	0.131197282	Transcribed locus
TLCD1	0	-1	0	-0.736319983	-1.203010686	-0.466690703	TLC domain containing 1
CCDC21	-1	0	0	-1.296709546	-0.990634419	0.306075127	coiled-coil domain containing 21
MBD5	0	1	1	0.576452211	1.592034997	1.015582786	methyl-CpG binding domain protein 5
C4orf32	0	-1	0	-0.749357338	-1.389140411	-0.639783073	chromosome 4 open reading frame 32
FAM125A	0	-1	0	-1.723936931	-2.639804596	-0.915867664	family with sequence similarity 125, member A
LOC729436	0	1	0	0.9593498	1.074497206	0.115147406	Hypothetical protein LOC729436
LOC154761	0	-1	0	-0.430356456	-1.407689142	-0.977332686	hypothetical protein LOC154761
KLHL13	0	1	0	0.184724687	1.293971954	1.109247267	kelch-like 13 (Drosophila)
RAP2B	-1	-1	0	-1.290137165	-1.539421188	-0.249284023	RAP2B, member of RAS oncogene family
CBLB	0	1	0	0.768191619	1.595453714	0.827262095	Cas-Br-M (murine) ecotropic retroviral transforming sequence b
EIF2C4	0	1	0	0.728975817	1.16750157	0.438525753	eukaryotic translation initiation factor 2C, 4
ZNF718	1	1	0	2.318892757	1.866202197	-0.45269056	Zinc finger protein 718
	0	-1	0	-0.529067815	-1.191379195	-0.66231138	Transcribed locus, weakly similar to XP_001113311.1  hypothetical protein [Macaca mulatta]
NRK	0	1	0	0.541993443	1.123471714	0.58147827	Nik related kinase
TOR2A	0	-1	0	-0.597992905	-1.06711032	-0.469117415	torsin family 2, member A
IL17RD	1	1	0	1.001334013	1.208407514	0.207073501	interleukin 17 receptor D
S100A16	0	-1	0	-0.997593278	-1.501332388	-0.50373911	S100 calcium binding protein A16
PTEN	0	1	0	0.713377088	1.058409907	0.345032819	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)
C6orf204	0	1	0	0.609646867	1.14062075	0.530973883	chromosome 6 open reading frame 204
FAM92A1	0	1	0	0.497203799	1.287946275	0.790742476	family with sequence similarity 92, member A1
PTRH1	0	-1	0	-0.83499905	-1.27039733	-0.435398279	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)
	0	1	0	0.605671833	1.519103261	0.913431428	CDNA FLJ35319 fis, clone PROST2011577
C1orf88	0	1	0	0.317930777	1.012132296	0.694201519	chromosome 1 open reading frame 88
TGFB2	0	1	0	0.754480921	1.691668804	0.937187883	transforming growth factor, beta 2
	1	1	0	1.193105509	1.114981899	-0.07812361	MRNA; cDNA DKFZp686P1116 (from clone DKFZp686P1116)
LOC493869	0	1	0	0.385344425	1.360464406	0.97511998	Similar to RIKEN cDNA 2310016C16
	-1	-1	0	-2.067172026	-2.143644034	-0.076472009	Transcribed locus
PSMB4	-1	-1	0	-1.050567542	-1.341917439	-0.291349897	Proteasome (prosome, macropain) subunit, beta type, 4
TKT	0	-1	0	-1.065747486	-1.328815575	-0.263068088	transketolase (Wernicke-Korsakoff syndrome)
	0	1	0	0.51688696	1.848051841	1.331164881	Transcribed locus
PIF1	-1	-1	0	-1.813662441	-2.52784338	-0.714180939	PIF1 5-to-3 DNA helicase homolog (S. cerevisiae)
ALS2CR4	0	1	0	0.633047669	1.331884774	0.698837106	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 4
RP11-413M3.2	0	-1	0	-0.677278847	-1.885819543	-1.208540696	similar to CG12379-PA
ZC3HAV1L	0	1	0	0.492969804	1.125442732	0.632472929	zinc finger CCCH-type, antiviral 1-like
TLE1	0	-1	0	-0.800697038	-1.025474641	-0.224777603	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)
DEPDC7	0	1	1	0.06730017	2.023703078	1.956402907	DEP domain containing 7
GALNT6	0	-1	0	-0.865181525	-1.750397553	-0.885216028	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)
CCDC64	0	-1	0	-0.179492882	-1.124996037	-0.945503155	coiled-coil domain containing 64
	0	1	0	0.7267626	1.039745141	0.312982541	CDNA FLJ34034 fis, clone FCBBF2004671
E2F2	-1	-1	0	-1.356563862	-2.047379652	-0.69081579	E2F transcription factor 2
CPNE8	0	1	0	0.493626019	2.159977148	1.666351128	copine VIII
SNRPN	1	1	0	1.141382133	1.957005357	0.815623224	Small nuclear ribonucleoprotein polypeptide N
GGTA1 /// LOC731515	0	1	0	0.868703291	1.349483854	0.480780563	glycoprotein, alpha-galactosyltransferase 1 /// similar to glycoprotein galactosyltransferase alpha 1, 3
C10orf33	0	1	0	0.587403876	1.57283222	0.985428345	chromosome 10 open reading frame 33
	0	1	1	0.956710068	2.441694643	1.484984575	CDNA clone IMAGE:5259272
CYP4V2	0	1	0	0.733653013	1.471223575	0.737570562	cytochrome P450, family 4, subfamily V, polypeptide 2
PRKG1	0	1	0	1.133117702	2.087231486	0.954113784	protein kinase, cGMP-dependent, type I
PARD3B	0	1	0	0.48897237	1.488299893	0.999327522	par-3 partitioning defective 3 homolog B (C. elegans)
ACVR2A	0	1	0	1.012149942	1.081800827	0.069650885	activin A receptor, type IIA
MAP9	0	1	0	1.054337801	1.350960746	0.296622945	microtubule-associated protein 9
	-1	-1	0	-1.376138991	-1.947110254	-0.570971263
	0	-1	0	-0.944779369	-1.070872073	-0.126092704	Transcribed locus, strongly similar to NP_694589.1  protein LOC150291 [Homo sapiens]
PLEKHA7	0	-1	-1	-0.555924418	-2.345602639	-1.789678221	pleckstrin homology domain containing, family A member 7
SOAT1	0	1	1	0.131361834	1.258397886	1.127036052	sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1
CRIM1	0	1	0	0.920761122	2.036597732	1.115836609	Cysteine rich transmembrane BMP regulator 1 (chordin-like)
	0	1	0	0.792442426	1.388060752	0.595618326	CDNA: FLJ22648 fis, clone HSI07329
APLP2	1	0	0	1.022831039	0.914194671	-0.108636368	Amyloid beta (A4) precursor-like protein 2
RTN4R	0	-1	0	-0.681033824	-1.18992884	-0.508895016	reticulon 4 receptor
MGC24039	0	1	1	0.916222905	2.758327012	1.842104106	hypothetical protein MGC24039
C14orf80	0	-1	0	-0.795650879	-1.271589979	-0.475939101	chromosome 14 open reading frame 80
	1	1	0	1.315590271	2.301892219	0.986301948	Transcribed locus
	0	1	0	0.643873176	1.093548963	0.449675787	Full-length cDNA clone CS0DD001YA12 of Neuroblastoma Cot 50-normalized of Homo sapiens (human)
	0	-1	0	-0.536900279	-1.137539872	-0.600639593	Transcribed locus
FAM76A	0	-1	0	-1.034607183	-1.237919931	-0.203312748	Family with sequence similarity 76, member A
PCDH7	0	1	1	0.796250534	1.803634014	1.00738348	protocadherin 7
SAMD5	0	1	0	0.843846805	1.305993362	0.462146557	sterile alpha motif domain containing 5
CYYR1	0	1	1	0.741762483	3.169771946	2.428009463	cysteine/tyrosine-rich 1
PRMT2	0	-1	0	-1.020323484	-1.668197772	-0.647874287	protein arginine methyltransferase 2
PUSL1	0	-1	0	-1.03596665	-1.47243366	-0.43646701	pseudouridylate synthase-like 1
	1	1	0	1.372971712	2.543486591	1.170514879	CDNA clone IMAGE:5276765
	0	1	0	0.288526884	1.679301036	1.390774153	Full length insert cDNA clone YQ54B06
SGTB	0	1	0	0.651694641	1.070319138	0.418624497	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta
	0	1	0	1.404251063	3.962175603	2.55792454	Transcribed locus
SLC6A6	0	1	1	-0.019637265	1.635037899	1.654675164	solute carrier family 6 (neurotransmitter transporter, taurine), member 6
LFNG	0	0	1	-0.122555791	2.487196184	2.609751975	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
ADRBK2	0	1	1	0.793412736	2.009234846	1.21582211	adrenergic, beta, receptor kinase 2
HNMT	0	1	0	0.804541302	1.2416665	0.437125198	histamine N-methyltransferase
ST6GAL2	0	1	1	1.636632842	3.820445517	2.183812675	ST6 beta-galactosamide alpha-2,6-sialyltranferase 2
GNG7	0	1	0	0.602206065	1.01689665	0.414690584	guanine nucleotide binding protein (G protein), gamma 7
TOB1	-1	-1	0	-1.899022238	-1.526890011	0.372132226	transducer of ERBB2, 1
CDT1	-1	-1	0	-1.220336363	-1.236689811	-0.016353447	Chromatin licensing and DNA replication factor 1
SH3RF2	0	-1	0	-1.329754333	-1.49955089	-0.169796557	SH3 domain containing ring finger 2
C21orf86	0	1	0	0.903669721	1.089327204	0.185657483	Chromosome 21 open reading frame 86
NHS	0	1	0	0.585467188	1.325454158	0.73998697	Nance-Horan syndrome (congenital cataracts and dental anomalies)
GPR177	0	1	0	0.256878315	1.168664897	0.911786583	G protein-coupled receptor 177
	0	1	0	0.5837422	1.049854675	0.466112475	CDNA clone IMAGE:5262734
	1	1	0	1.165420785	1.65573349	0.490312705	CDNA FLJ42233 fis, clone THYMU3000420
ANKRD23 /// ANKRD39	0	-1	0	-0.772958606	-1.140119951	-0.367161345	ankyrin repeat domain 39 /// ankyrin repeat domain 23
ANKRD16	-1	0	0	-1.176812953	-0.941470153	0.235342799	ankyrin repeat domain 16
ARL9	0	1	0	0.280245669	1.330348978	1.050103309	ADP-ribosylation factor-like 9
SRGAP2P1	0	-1	0	-1.113207296	-1.638002392	-0.524795096	SLIT-ROBO Rho GTPase activating protein 2 pseudogene 1
	0	1	1	0.752166792	2.382200091	1.630033298	CDNA clone IMAGE:5259272
	0	-1	0	-0.899040337	-1.127820243	-0.228779906	Transcribed locus
CCDC125	0	-1	0	-0.511654345	-1.186462099	-0.674807754	coiled-coil domain containing 125
CNTN4	1	1	0	1.57867588	1.900770347	0.322094466	contactin 4
WNT3	0	1	1	0.278813913	1.76002594	1.481212027	wingless-type MMTV integration site family, member 3
PRRG3	0	1	1	0.638057553	1.863294153	1.2252366	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)
ZNF225	0	1	0	0.757236303	1.414127859	0.656891557	Zinc finger protein 225
ANKRD38	1	1	0	2.195122747	2.419943495	0.224820748	ankyrin repeat domain 38
	0	1	1	0.458975952	2.00451203	1.545536078	Transcribed locus
	0	1	0	0.802455229	1.634154807	0.831699577	CDNA clone IMAGE:5274141
TTC18	0	1	0	0.993928626	1.485593752	0.491665126	tetratricopeptide repeat domain 18
ANKH	0	1	1	0.185481819	1.264597893	1.079116074	ankylosis, progressive homolog (mouse)
TBCD	0	-1	0	-1.061627549	-1.563025421	-0.501397872	tubulin folding cofactor D
ASCL2	0	0	1	-0.682061057	0.962334141	1.644395198	achaete-scute complex homolog 2 (Drosophila)
CREB5	1	1	0	1.836912383	2.887395033	1.05048265	cAMP responsive element binding protein 5
SFXN4	0	-1	0	-0.61473169	-1.355144166	-0.740412476	sideroflexin 4
	0	1	1	0.38873464	1.647505705	1.258771064	Transcribed locus
	0	1	0	0.724388642	1.027109173	0.302720532	CDNA FLJ34311 fis, clone FEBRA2008255
	0	1	0	0.418929261	1.076461618	0.657532358	CDNA FLJ35002 fis, clone OCBBF2011914
HPDL	-1	-1	0	-1.350901548	-2.202198542	-0.851296994	4-hydroxyphenylpyruvate dioxygenase-like
	0	-1	0	-1.099517817	-2.335912976	-1.236395159	Transcribed locus
ADAMTS5	0	1	1	1.296170497	3.958528852	2.662358355	ADAM metallopeptidase with thrombospondin type 1 motif, 5 (aggrecanase-2)
SUHW2	0	1	0	0.727928862	1.120402476	0.392473614	suppressor of hairy wing homolog 2 (Drosophila)
OVOL1	-1	-1	0	-1.101702394	-1.703480717	-0.601778322	ovo-like 1(Drosophila)
FAM91A2	0	1	0	0.743770378	1.086969632	0.343199254	family with sequence similarity 91, member A2
DDAH1	0	-1	0	-0.921485597	-1.145550409	-0.224064812	Dimethylarginine dimethylaminohydrolase 1
PPM1J	0	-1	0	-0.768680749	-1.201658841	-0.432978092	protein phosphatase 1J (PP2C domain containing)
ANKDD1A	0	1	0	0.61330134	1.431992238	0.818690899	ankyrin repeat and death domain containing 1A
FAM46B	0	-1	0	-0.95917861	-1.919500881	-0.960322271	family with sequence similarity 46, member B
ZNF680	0	1	0	0.79128435	1.086303613	0.295019263	zinc finger protein 680
LOC653602	0	0	-1	0.235453853	-1.795417747	-2.0308716	hypothetical LOC653602
MOBKL2B	0	1	1	0.543934897	2.129865267	1.585930369	MOB1, Mps One Binder kinase activator-like 2B (yeast)
JPH2	0	1	0	0.554980999	1.033249748	0.478268749	junctophilin 2
CKAP2L	-1	-1	0	-1.102644558	-1.050258234	0.052386325	cytoskeleton associated protein 2-like
GRAMD2	0	1	1	0.311305045	1.879782958	1.568477913	GRAM domain containing 2
FLJ12993	1	1	0	1.517609788	1.808548913	0.290939125	Hypothetical LOC441027
	0	1	1	0.312083957	1.443406102	1.131322145	Transcribed locus
C21orf45	-1	-1	0	-1.122895088	-1.441695577	-0.318800489	Chromosome 21 open reading frame 45
PAPD1	-1	-1	0	-1.798625387	-1.952578728	-0.153953341	PAP associated domain containing 1
	0	1	0	0.888362771	1.296018997	0.407656226	Full length insert cDNA clone ZD53C10
	0	1	0	0.75515811	1.3134663	0.558308191	CDNA FLJ45384 fis, clone BRHIP3021987
	-1	-1	0	-1.854914434	-1.82952387	0.025390564	Transcribed locus, strongly similar to XP_001145575.1  hypothetical protein [Pan troglodytes]
NPAL3	0	-1	0	-0.848812942	-1.132256588	-0.283443645	NIPA-like domain containing 3
	0	1	1	-0.126971296	1.806495797	1.933467093	Transcribed locus
	0	-1	0	-0.537842215	-1.312002774	-0.774160559	Transcribed locus
	0	1	0	0.697146019	1.604226471	0.907080451	Transcribed locus
FVT1	0	1	0	0.400214298	1.318070109	0.917855811	follicular lymphoma variant translocation 1
	0	1	0	0.879351134	1.073131031	0.193779898	Transcribed locus
ALS2CL	0	-1	0	-0.998749055	-1.255280205	-0.256531151	ALS2 C-terminal like
BNC2	0	1	0	0.372956935	1.200790629	0.827833694	basonuclin 2
	0	1	0	0.705266469	1.078159787	0.372893318	Full length insert cDNA clone ZE12A08
C15orf42	-1	-1	0	-1.34645362	-1.4007486	-0.05429498	chromosome 15 open reading frame 42
NSUN4	-1	0	0	-1.036192557	-0.99992802	0.036264538	NOL1/NOP2/Sun domain family, member 4
C10orf47	0	1	0	0.344008709	1.320981744	0.976973035	chromosome 10 open reading frame 47
PAK1	0	1	0	0.377366002	1.366590377	0.989224375	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)
ETV5	0	1	0	1.798303448	2.956961252	1.158657804	Ets variant gene 5 (ets-related molecule)
C1orf133	0	1	0	0.49246681	1.335388305	0.842921495	chromosome 1 open reading frame 133
	1	1	0	1.132828163	1.118275164	-0.014552999	Transcribed locus, strongly similar to XP_001106227.1  similar to WW domain-containing adapter with a coiled-coil region isoform 1 [Macaca mulatta]
LYPLAL1	0	1	0	0.673487023	1.049720698	0.376233675	lysophospholipase-like 1
	0	1	0	0.709158538	1.162094803	0.452936265
ICHTHYIN	0	-1	0	-1.496929517	-2.668404499	-1.171474983	ichthyin protein
DOCK5	0	1	1	0.015705198	1.55563038	1.539925182	dedicator of cytokinesis 5
ARSI	-1	0	0	-1.503642918	-0.70908041	0.794562508	arylsulfatase family, member I
	0	1	0	0.627599237	1.103822393	0.476223155	Transcribed locus
VPS26B	0	-1	0	-0.918555462	-1.276967495	-0.358412033	vacuolar protein sorting 26 homolog B (S. pombe)
KIAA1833	0	-1	0	-0.965230689	-1.225012935	-0.259782245	hypothetical protein KIAA1833
GPR161	0	1	0	0.418179713	1.023323864	0.605144151	G protein-coupled receptor 161
RFX3	0	1	0	0.612893693	1.042484686	0.429590994	regulatory factor X, 3 (influences HLA class II expression)
LOC441108	0	1	0	0.403938867	1.098448209	0.694509342	hypothetical gene supported by AK128882
	0	0	1	-0.23301077	0.971062365	1.204073135	Transcribed locus
GALNTL1	0	0	1	-0.444534451	0.608554545	1.053088996	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 1
EPHB1	0	1	0	0.341866033	1.370327056	1.028461023	EPH receptor B1
LOC388135	0	-1	-1	-0.190737235	-1.835793037	-1.645055802	similar to RIKEN cDNA 6030419C18 gene
PIWIL4	0	1	1	0.31779514	1.876805989	1.559010849	piwi-like 4 (Drosophila)
DKK3	0	1	0	0.420951983	1.320983883	0.9000319	dickkopf homolog 3 (Xenopus laevis)
C9orf100	-1	-1	0	-1.291528292	-1.001584061	0.289944232	chromosome 9 open reading frame 100
C9orf100	-1	-1	0	-1.102717186	-1.354878021	-0.252160835	chromosome 9 open reading frame 100
FLJ23861	0	1	0	0.930398098	1.343913828	0.41351573	hypothetical protein FLJ23861
C22orf27	-1	-1	0	-1.189515043	-1.363098315	-0.173583272	chromosome 22 open reading frame 27
ZNF471	0	1	0	0.917762755	1.112577475	0.19481472	Zinc finger protein 471
LOC729887	0	-1	0	-0.461242362	-1.074961743	-0.613719381	hypothetical protein LOC729887
GJC1	0	-1	0	-0.33340362	-1.012023439	-0.678619818	Gap junction protein, chi 1, 31.9kDa
CIRH1A	-1	-1	0	-1.544181458	-1.675965323	-0.131783865	cirrhosis, autosomal recessive 1A (cirhin)
EDEM1	-1	-1	0	-2.045373861	-2.381997223	-0.336623363	ER degradation enhancer, mannosidase alpha-like 1
SERTAD4	0	1	0	0.472629199	1.619174412	1.146545212	SERTA domain containing 4
BNC2	0	1	0	0.544293405	1.424871669	0.880578264	basonuclin 2
	0	0	1	-0.534411733	0.650769055	1.185180788
	0	1	0	1.16096794	1.361345071	0.200377131	Transcribed locus
SLC16A6	0	-1	0	-1.254294512	-3.029813096	-1.775518584	solute carrier family 16, member 6 (monocarboxylic acid transporter 7)
SPATA17	0	1	0	0.694264165	1.50723677	0.812972605	spermatogenesis associated 17
	0	1	0	0.779642602	1.281807762	0.502165161	CDNA FLJ12033 fis, clone HEMBB1001899
KRTDAP	0	-1	-1	-0.72390498	-3.5438044	-2.81989942	keratinocyte differentiation-associated protein
CYSLTR1	0	1	0	0.747775456	1.294531301	0.546755846	cysteinyl leukotriene receptor 1
C8orf42	0	1	1	0.72209415	2.043745176	1.321651026	Chromosome 8 open reading frame 42
	0	1	0	0.492387843	1.611845429	1.119457585	Full length insert cDNA clone ZE12B03
	0	-1	0	-0.897464338	-1.311763231	-0.414298893	Transcribed locus
FREM2	0	1	0	1.477063721	3.228432245	1.751368524	FRAS1 related extracellular matrix protein 2
ANKRD9	0	-1	0	-0.860151145	-1.521038144	-0.660886999	ankyrin repeat domain 9
	0	1	0	0.712931164	1.041280731	0.328349568
SLC47A2	0	0	1	-0.892453399	0.373016509	1.265469907	solute carrier family 47, member 2
	0	-1	0	-0.574561001	-1.024060459	-0.449499459
	0	-1	-1	-0.511671735	-3.055746652	-2.544074917	CDNA FLJ34446 fis, clone HLUNG2002050
	0	1	1	0.939571405	2.476722322	1.537150917	Transcribed locus
ANKRD35	0	-1	-1	-0.172155035	-2.094257477	-1.922102442	ankyrin repeat domain 35
	0	1	0	1.008519555	1.381207001	0.372687446	Transcribed locus
FLJ20309	-1	-1	0	-2.54140979	-2.71709134	-0.17568155	Hypothetical protein FLJ20309
TTLL11	0	-1	0	-0.81490952	-1.367025808	-0.552116289	tubulin tyrosine ligase-like family, member 11
GPR155	0	1	1	1.21471529	2.79785003	1.58313474	G protein-coupled receptor 155
TXLNA	-1	-1	0	-3.328210573	-3.595052089	-0.266841516	Taxilin alpha
KLRG2	0	-1	-1	-0.192186348	-1.657925456	-1.465739108	killer cell lectin-like receptor subfamily G, member 2
	-1	0	0	-2.499870179	-2.127440337	0.372429842	Transcribed locus
SLC25A37	-1	-1	0	-2.960019489	-2.989667867	-0.029648377	Solute carrier family 25, member 37
DOT1L	0	-1	0	-0.765610514	-1.168612609	-0.403002095	DOT1-like, histone H3 methyltransferase (S. cerevisiae)
	0	1	1	0.84558662	2.093850779	1.248264159	MRNA; cDNA DKFZp686F1745 (from clone DKFZp686F1745)
	0	-1	-1	-0.05154727	-1.485989015	-1.434441745	Full length insert cDNA clone ZD76G03
DKFZp451M2119	0	-1	0	-0.123482982	-1.007993517	-0.884510535	hypothetical protein DKFZp451M2119
	-1	-1	0	-2.159437258	-2.435495163	-0.276057905	Transcribed locus
	1	0	0	1.276113207	0.589908319	-0.686204888
	1	1	0	4.498950339	4.17169534	-0.327254999
MIF4GD	-1	-1	0	-1.399381457	-2.056056008	-0.656674552	MIF4G domain containing
COL12A1	0	1	1	-0.101128746	2.320907416	2.422036162	collagen, type XII, alpha 1
FBXO6	0	-1	0	-1.423677277	-2.301974531	-0.878297254	F-box protein 6
KIAA1217	0	1	0	0.481934352	1.350919787	0.868985436	KIAA1217
BRI3BP	0	-1	0	-1.02596691	-1.393314861	-0.367347951	BRI3 binding protein
KRT80	0	-1	-1	-0.111963152	-1.209611177	-1.097648025	keratin 80
C14orf132	0	-1	0	-0.205229426	-1.27363995	-1.068410524	chromosome 14 open reading frame 132
ODZ2	0	1	0	0.209663708	2.354245074	2.144581365	odz, odd Oz/ten-m homolog 2 (Drosophila)
EXOSC6	0	1	1	0.053610728	1.334207905	1.280597178	exosome component 6
EPS15L1	0	-1	0	-0.727257255	-1.403392218	-0.676134963	epidermal growth factor receptor pathway substrate 15-like 1
HES2	0	-1	0	-1.483622314	-2.845692672	-1.362070358	hairy and enhancer of split 2 (Drosophila)
LOC731450	0	-1	0	-0.836227814	-1.219219242	-0.382991428	hypothetical protein LOC731450
C1orf69	0	-1	0	-0.605014119	-1.413085629	-0.80807151	chromosome 1 open reading frame 69
SCEL	0	-1	-1	-0.339791	-2.250722899	-1.910931899	sciellin
DST	0	1	0	0.983861446	1.848007256	0.86414581	dystonin
GRHL3	0	-1	0	-1.400713436	-3.34470734	-1.943993904	grainyhead-like 3 (Drosophila)
BTBD12	-1	-1	0	-1.142470928	-1.223979192	-0.081508264	BTB (POZ) domain containing 12
NPAL1	0	-1	0	-0.366718777	-1.024241148	-0.657522371	NIPA-like domain containing 1
SLITRK6	0	1	0	1.189468035	2.254277121	1.064809086	SLIT and NTRK-like family, member 6
	1	1	0	1.080872444	1.521931016	0.441058572	MRNA; cDNA DKFZp434K0722 (from clone DKFZp434K0722)
SFRS3	-1	-1	0	-1.057333989	-1.017008321	0.040325668	Splicing factor, arginine/serine-rich 3
	0	1	0	1.210154882	1.842857729	0.632702847	CDNA FLJ12174 fis, clone MAMMA1000707
SLITRK6	0	1	0	0.986020715	1.862385526	0.876364811	SLIT and NTRK-like family, member 6
DPP3	0	-1	0	-0.509117738	-1.073583318	-0.564465581	dipeptidyl-peptidase 3
PLD1	0	-1	-1	-0.398999613	-1.876931148	-1.477931534	phospholipase D1, phosphatidylcholine-specific
EMX2OS	0	1	0	0.467395158	1.049749944	0.582354786	empty spiracles homeobox 2 opposite strand
CARD14	0	-1	0	-0.414201365	-1.072126691	-0.657925327	caspase recruitment domain family, member 14
	0	-1	0	-1.016502182	-1.277624462	-0.261122281	CDNA FLJ13690 fis, clone PLACE2000097
UCN2	0	0	1	-0.749765824	1.00449177	1.754257594	urocortin 2
FLJ23577	0	1	0	0.908584717	1.334550563	0.425965846	KPL2 protein
TNS1	0	1	1	0.703418313	2.079200156	1.375781844	Tensin 1
	0	1	1	0.469023607	1.627304727	1.15828112	Homo sapiens, clone IMAGE:4095671, mRNA
	0	1	0	0.808092944	1.389668548	0.581575603	Clone 24425 mRNA sequence
DOCK8	0	1	1	0.799656182	2.264116832	1.46446065	dedicator of cytokinesis 8
NADSYN1	0	-1	0	-1.421744138	-1.742547992	-0.320803854	NAD synthetase 1
	0	1	1	0.358739701	1.824561922	1.465822221	CDNA FLJ11476 fis, clone HEMBA1001745
BCL2L12	-1	-1	0	-1.236925544	-1.574228064	-0.33730252	BCL2-like 12 (proline rich)
	0	1	0	0.490530277	1.219156615	0.728626339	CDNA FLJ10263 fis, clone HEMBB1000991
RP3-402G11.5	0	-1	0	-2.498579261	-3.622514698	-1.123935437	selenoprotein O
CPSF2	0	-1	0	-0.269968782	-1.03103144	-0.761062657	cleavage and polyadenylation specific factor 2, 100kDa
ANKHD1 /// MASK-BP3	-1	-1	0	-1.200516192	-1.617516207	-0.417000014	ankyrin repeat and KH domain containing 1 /// MASK-4E-BP3 alternate reading frame gene
	0	-1	0	-0.220209859	-1.294525601	-1.074315743	MRNA full length insert cDNA clone EUROIMAGE 51148
	0	1	0	0.908611615	1.162478919	0.253867303	CDNA FLJ12106 fis, clone HEMBB1002702
MPND	0	-1	0	-1.564359269	-2.538781298	-0.97442203	MPN domain containing
MYBBP1A	0	-1	0	-0.377596157	-1.182192477	-0.80459632	MYB binding protein (P160) 1a
