Rank	ProbeID	M	A	t	P.Value	Fold_Change	Representative_Public_ID	Gene_Title	Gene_Symbol	Entrez_gene	Chromosome location	Ensembl	Genome.Version
394	1428313_at	-0.285331796	4.817624582	-2.721436119	0.022937851	-1.21869051	AK014904	zinc finger, SWIM domain containing 3	Zswim3	67538	chr2 H3	ENSMUSG00000045822	Feb. 2006 (NCBI Build 36)
395	1450666_s_at	-0.328659199	8.129698194	-2.721289037	0.022943452	-1.255845683	NM_016843	ataxin 10	Atxn10	54138	chr15 E2		Feb. 2006 (NCBI Build 36)
396	1452298_a_at	-1.15183679	7.104830963	-2.720517711	0.022972845	-2.221966075	AW546331	myosin Vb	Myo5b	17919	chr18 E2|18 48.0 cM	ENSMUSG00000025885	Feb. 2006 (NCBI Build 36)
397	1450928_at	0.537999623	8.514859404	2.717786066	0.023077247	1.4519579	BB121406	inhibitor of DNA binding 4	Id4	15904	chr13 B|13 31.0 cM		Feb. 2006 (NCBI Build 36)
398	1451806_at	-0.292115442	2.830488466	-2.717541575	0.023086614	-1.224434366	BC003867	formin binding protein 1	Fnbp1	14269	chr2 B	ENSMUSG00000075415	Feb. 2006 (NCBI Build 36)
399	1460240_a_at	-0.291047448	10.17355331	-2.716676477	0.023119791	-1.223528281	NM_016884	heterogeneous nuclear ribonucleoprotein C	Hnrpc	15381	chr14 C1|14 20.0 cM	ENSMUSG00000060373	Feb. 2006 (NCBI Build 36)
400	1442248_at	0.506356696	4.736089853	2.716449132	0.023128518	1.420458513	BG066763	Triple functional domain (PTPRF interacting)	Trio	223435	chr15 B1		Feb. 2006 (NCBI Build 36)
401	1439064_at	-0.358453422	2.971694259	-2.713347064	0.023247925	-1.282050794	AV233866	cDNA sequence BC030046	BC030046	277154	chr14 C3		Feb. 2006 (NCBI Build 36)
402	1422271_at	-0.308465417	2.823755647	-2.712932792	0.023263919	-1.238389734	NM_008919	pancreatic polypeptide receptor 1	Ppyr1	19065	chr14 B|14 10.5 cM	ENSMUSG00000048337	Feb. 2006 (NCBI Build 36)
403	1438210_at	0.340769253	2.097742738	2.710680855	0.023351052	1.266431682	BB126999	G protein-coupled receptor 149	Gpr149	229357	chr3 E1		Feb. 2006 (NCBI Build 36)
404	1415693_at	-0.303165956	6.266606413	-2.709429508	0.023399613	-1.233849094	AW545361	Der1-like domain family, member 1	Derl1	67819	chr15 D2	ENSMUSG00000022365	Feb. 2006 (NCBI Build 36)
405	1418411_at	-0.325740468	3.634383681	-2.707778838	0.023463825	-1.253307538	NM_015821	F-box and leucine-rich repeat protein 8	Fbxl8	50788	chr8 D1	ENSMUSG00000033313	Feb. 2006 (NCBI Build 36)
406	1429546_at	-0.341582945	2.937647262	-2.707367167	0.023479867	-1.267146162	BB525750	RIKEN cDNA 4930423K06 gene	4930423K06Rik	74640	chr15 F1		Feb. 2006 (NCBI Build 36)
407	1448106_at	-0.257124313	9.051730605	-2.706084507	0.023529921	-1.195094178	NM_026267	NECAP endocytosis associated 1	Necap1	67602	chr6 F2	ENSMUSG00000030327	Feb. 2006 (NCBI Build 36)
408	1443554_at	0.328433173	2.940253577	2.704484017	0.023592529	1.255648946	BM204832	Single-stranded DNA binding protein 3	Ssbp3	72475	chr4 C7		Feb. 2006 (NCBI Build 36)
409	1441134_at	-0.389617267	2.642773806	-2.704308025	0.023599424	-1.310045815	BG063009	RIKEN cDNA 6820424L24 gene	6820424L24Rik	100515	chr5 B3	ENSMUSG00000046572	Feb. 2006 (NCBI Build 36)
410	1419466_at	-0.405491805	3.431091315	-2.701586866	0.023706287	-1.32454036	BC019952	naked cuticle 2 homolog (Drosophila)	Nkd2	72293	chr13 C1	ENSMUSG00000021567	Feb. 2006 (NCBI Build 36)
411	1459266_at	0.326182972	2.571429338	2.700282817	0.023757672	1.253692012	AV352957						Feb. 2006 (NCBI Build 36)
412	1420580_at	0.710903902	5.08476948	2.699828409	0.023775604	1.63682933	NM_026249	RIKEN cDNA 4930429B21 gene	4930429B21Rik	67576	chr3 A3	ENSMUSG00000049507	Feb. 2006 (NCBI Build 36)
413	1460645_at	-0.259892461	8.247021464	-2.699322596	0.02379558	-1.197389447	NM_025844	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1	Chordc1	66917	chr9 A3	ENSMUSG00000001774	Feb. 2006 (NCBI Build 36)
414	1417926_at	-0.328915359	2.962753801	-2.697572021	0.023864848	-1.256068687	NM_133762	non-SMC condensin II complex, subunit G2	Ncapg2	76044	chr12 F2		Feb. 2006 (NCBI Build 36)
415	1435731_x_at	0.471118794	3.12757548	2.695663872	0.023940582	1.386184022	AV139803	Peroxiredoxin 4	Prdx4	53381	chrX F3|X 67.7 cM		Feb. 2006 (NCBI Build 36)
416	1427321_s_at	0.323205452	3.410653627	2.695530258	0.023945894	1.251107236	AK004908	coxsackievirus and adenovirus receptor	Cxadr	13052	chr16 C	ENSMUSG00000022865	Feb. 2006 (NCBI Build 36)
417	1424214_at	-0.47348511	6.155869505	-2.695400953	0.023951036	-1.388459513	BC006604	RIKEN cDNA 9130213B05 gene	9130213B05Rik	231440	chr5 E2	ENSMUSG00000034981	Feb. 2006 (NCBI Build 36)
418	1439556_at	0.417195702	3.367569366	2.694027223	0.024005733	1.335329429	BM201198	neural cell adhesion molecule 1	Ncam1	17967	chr9 A5.3|9 28.0 cM		Feb. 2006 (NCBI Build 36)
419	1425231_a_at	0.301379848	8.170744604	2.693175722	0.0240397	1.23232249	BC006587	zinc finger protein 46	Zfp46	22704	chr4 D3|4 65.9 cM	ENSMUSG00000051351	Feb. 2006 (NCBI Build 36)
420	1449044_at	-0.252019003	8.381994433	-2.692963797	0.024048162	-1.190872535	NM_025380	eukaryotic translation elongation factor 1 epsilon 1	Eef1e1	66143	chr13 A5	ENSMUSG00000001707	Feb. 2006 (NCBI Build 36)
421	1453188_at	0.401049459	3.93598263	2.692695883	0.024058863	1.320468109	AI553459	RIKEN cDNA 6230424C14 gene	6230424C14Rik	67786			Feb. 2006 (NCBI Build 36)
422	1440038_at	0.303988995	2.217485294	2.690974262	0.024127743	1.234553189	BB519063	RIKEN cDNA B430007K19 gene	B430007K19Rik	320708			Feb. 2006 (NCBI Build 36)
423	1429917_at	0.227506246	2.800798088	2.690366979	0.024152087	1.17080941	AV229058	RIKEN cDNA 9030625N01 gene	9030625N01Rik	74542	chr19 A		Feb. 2006 (NCBI Build 36)
424	1454567_at	-0.246874904	2.724314204	-2.687430147	0.024270166	-1.1866339	AK016653	RIKEN cDNA 4933404K13 gene	4933404K13Rik	71018			Feb. 2006 (NCBI Build 36)
425	1447604_at	0.235234513	3.169716452	2.684844464	0.024374608	1.177098061	AI605402	cDNA sequence BC053393	BC053393	407814	chr11 B1.1	ENSMUSG00000046974	Feb. 2006 (NCBI Build 36)
426	1441954_s_at	-0.469712137	2.381957095	-2.683070067	0.024446542	-1.384833123	AV265150	H1 histone family, member N, testis-specific	H1fnt	70069	chr15 F1		Feb. 2006 (NCBI Build 36)
427	1432352_at	0.681388619	2.919221236	2.679113675	0.024607705	1.603682585	AK014201	RIKEN cDNA 5730405I09 gene	5730405I09Rik	67974	chr18 A1		Feb. 2006 (NCBI Build 36)
428	1454388_at	0.753612955	3.575461891	2.678025179	0.024652233	1.686009838	AW146388	RIKEN cDNA 2900046F13 gene	2900046F13Rik	73028			Feb. 2006 (NCBI Build 36)
429	1426599_a_at	0.622958119	8.627823618	2.677408654	0.024677489	1.540029641	BM209618	solute carrier family 2 (facilitated glucose transporter), member 1	Slc2a1	20525	chr4 D2.1|4 52.0 cM	ENSMUSG00000028645	Feb. 2006 (NCBI Build 36)
430	1448824_at	-0.287788138	4.359954008	-2.677139615	0.024688518	-1.220767228	NM_019586	ubiquitin-conjugating enzyme E2, J1	Ube2j1	56228	chr4 A5	ENSMUSG00000028277	Feb. 2006 (NCBI Build 36)
431	1458555_at	0.461202929	2.893796414	2.676851338	0.024700342	1.376689233	AU022229						Feb. 2006 (NCBI Build 36)
432	1416779_at	0.511370547	3.065794453	2.675638342	0.024750156	1.425403673	BE197945	serum deprivation response	Sdpr	20324	chr1 C1.1	ENSMUSG00000045954	Feb. 2006 (NCBI Build 36)
433	1423840_at	-0.30178741	8.126972856	-2.674493918	0.024797246	-1.23267067	BC026206	coiled-coil domain containing 56	Ccdc56	52469	chr11 D|11 60.0 cM	ENSMUSG00000017188	Feb. 2006 (NCBI Build 36)
434	1442115_at	0.24311205	2.430844388	2.674371871	0.024802273	1.183542941	BM220702	RIKEN cDNA 9430028L06 gene	9430028L06Rik	225617	chr18 E1	ENSMUSG00000041482	Feb. 2006 (NCBI Build 36)
435	1452350_at	0.3396004	2.978816601	2.674105224	0.02481326	1.265406052	BM219644	bromodomain containing 8	Brd8	78656	chr18 B1		Feb. 2006 (NCBI Build 36)
436	1449379_at	0.26342527	5.214018196	2.673605167	0.024833878	1.200325155	NM_010612	kinase insert domain protein receptor	Kdr	16542	chr5 C3.3|5 42.0 cM	ENSMUSG00000062960	Feb. 2006 (NCBI Build 36)
437	1422396_s_at	-0.226319137	2.032381981	-2.672998271	0.024858924	-1.169846416	NM_008554	achaete-scute complex homolog-like 2 (Drosophila)	Ascl2	17173	chr7 F5|7 69.3 cM	ENSMUSG00000009248	Feb. 2006 (NCBI Build 36)
438	1422508_at	-0.279724557	10.41292609	-2.672468413	0.024880812	-1.21396309	NM_007508	ATPase, H+ transporting, lysosomal V1 subunit A	Atp6v1a	11964	chr16 B4		Feb. 2006 (NCBI Build 36)
439	1460261_at	0.331215347	3.503940031	2.671904889	0.024904112	1.258072747	AI646416	discs, large homolog 4 (Drosophila)	Dlgh4	13385	chr11 B4	ENSMUSG00000020886	Feb. 2006 (NCBI Build 36)
440	1454141_at	0.333807682	2.980168215	2.671748937	0.024910564	1.260335372	AK017568	RIKEN cDNA 5730416O20 gene	5730416O20Rik	70557			Feb. 2006 (NCBI Build 36)
441	1440008_at	-0.290755408	2.831352344	-2.671646329	0.02491481	-1.223280631	AI414041	RIKEN cDNA 2310043L19 gene	2310043L19Rik	75589			Feb. 2006 (NCBI Build 36)
442	1434158_at	-0.322899347	5.377543523	-2.671115324	0.024936794	-1.250841809	AI747296	GDP-mannose 4, 6-dehydratase	Gmds	218138	chr13 A3.2	ENSMUSG00000038372	Feb. 2006 (NCBI Build 36)
443	1419621_at	-0.380026607	3.837844114	-2.670262591	0.02497214	-1.301365856	NM_020033	ankyrin repeat domain 2 (stretch responsive muscle)	Ankrd2	56642	chr19 D1	ENSMUSG00000025172	Feb. 2006 (NCBI Build 36)
444	1440762_at	-0.293737994	2.613640394	-2.669959025	0.024984735	-1.225812222	AI606043	synapsin II	Syn2	20965	chr6 F|6 50.3 cM		Feb. 2006 (NCBI Build 36)
445	1433700_at	-0.278411738	7.569561511	-2.66925716	0.02501388	-1.212858914	BB477807	RIKEN cDNA 4933433P14 gene	4933433P14Rik	66787	chr12 E	ENSMUSG00000044715	Feb. 2006 (NCBI Build 36)
446	1443372_at	-0.234398775	2.699393412	-2.669107591	0.025020095	-1.176416378	BB417900	12 days embryo spinal cord cDNA, RIKEN full-length enriched library, clone:C530005L06 product:unclassifiable, full insert sequence					Feb. 2006 (NCBI Build 36)
447	1454669_at	0.347732302	7.383420907	2.666514363	0.025128103	1.272558785	BG075225	transmembrane protein 11	Tmem11	216821	chr11 B2	ENSMUSG00000043284	Feb. 2006 (NCBI Build 36)
448	1418790_at	-0.800863157	6.538257159	-2.66620488	0.025141025	-1.74214313	NM_080433	Fez family zinc finger 2	Fezf2	54713	chr14 A1	ENSMUSG00000021743	Feb. 2006 (NCBI Build 36)
449	1444355_at	0.321269452	2.756583152	2.666023909	0.025148583	1.24942946	AW125445	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	Atp8a1	11980	chr5 C3.1		Feb. 2006 (NCBI Build 36)
450	1432418_a_at	-0.429709011	7.523638052	-2.666015463	0.025148936	-1.34696187	AK018487	creatine kinase, mitochondrial 1, ubiquitous	Ckmt1	12716	chr2 F1-F3|2 67.6 cM	ENSMUSG00000000308	Feb. 2006 (NCBI Build 36)
451	1417856_at	-0.500446548	3.852394544	-2.664478635	0.02521322	-1.414651362	NM_009046	avian reticuloendotheliosis viral (v-rel) oncogene related B	Relb	19698	chr7 A3|7 4.0 cM	ENSMUSG00000002983	Feb. 2006 (NCBI Build 36)
452	1420136_a_at	0.702834472	3.574758674	2.663468699	0.025255555	1.627699605	AI427540	Predicted gene, EG623356	EG623356	623356	chr1 A5		Feb. 2006 (NCBI Build 36)
453	1425555_at	0.283362533	2.158728279	2.661853358	0.025323416	1.217028146	BG070845	Cdc2-related kinase, arginine/serine-rich	Crkrs	69131	chr11 D|11 56.0 cM	ENSMUSG00000003119	Feb. 2006 (NCBI Build 36)
454	1427540_at	0.318973898	2.632251789	2.660952429	0.025361344	1.247443002	BC013559	ZW10 interactor	Zwint	52696	chr10 B5.3|10 38.0 cM		Feb. 2006 (NCBI Build 36)
455	1418455_at	-0.569830434	4.956827106	-2.660721307	0.025371083	-1.484349098	NM_019877	coatomer protein complex, subunit zeta 2	Copz2	56358	chr11 D	ENSMUSG00000018672	Feb. 2006 (NCBI Build 36)
456	1445820_at	-0.243361026	2.208219632	-2.66066017	0.02537366	-1.183747211	BG068015						Feb. 2006 (NCBI Build 36)
457	1416718_at	0.23560709	7.864334701	2.660183866	0.025393744	1.177402087	NM_007529	brevican	Bcan	12032	chr3 F1|3 42.7 cM	ENSMUSG00000004892	Feb. 2006 (NCBI Build 36)
458	1431684_at	0.27504694	3.428964306	2.658643023	0.025458828	1.210033458	AK016622	RIKEN cDNA 4933402J24 gene	4933402J24Rik	74438	chr4 A1	ENSMUSG00000041216	Feb. 2006 (NCBI Build 36)
459	1455297_at	-0.382173196	5.744709073	-2.658519796	0.02546404	-1.303303602	BG070258	spindlin family, member 2	Spin2	278240	chrX F3	ENSMUSG00000046550	Feb. 2006 (NCBI Build 36)
460	1441721_at	-0.282235106	3.251936064	-2.657663472	0.02550029	-1.216077443	AW121215						Feb. 2006 (NCBI Build 36)
461	1437170_x_at	-0.236166824	2.69729092	-2.65759933	0.025503008	-1.177858981	AV013697	PDZ and LIM domain 1 (elfin) /// similar to PDZ and LIM domain protein 1 (Elfin) (LIM domain protein CLP-36) (C-terminal LIM domain protein 1)	Pdlim1 /// LOC545743	54132 /// 545743	chr19 D1 /// chr5 B1		Feb. 2006 (NCBI Build 36)
462	1443931_at	0.389562111	3.683332901	2.656806557	0.025536617	1.309995731	AW548399	Zinc finger protein 617	Zfp617	170938	chr8 B3.3		Feb. 2006 (NCBI Build 36)
463	1431943_at	-0.404287356	2.944127582	-2.656798034	0.025536979	-1.323435016	AK008708	RIKEN cDNA 2210011K15 gene	2210011K15Rik	72365			Feb. 2006 (NCBI Build 36)
464	1458369_at	-0.266715062	4.112608035	-2.656169149	0.025563673	-1.203065393	AV381718	RIKEN cDNA 2310050B05 gene	2310050B05Rik	69678			Feb. 2006 (NCBI Build 36)
465	1421545_a_at	0.374343776	5.435014084	2.655711818	0.025583102	1.296249808	NM_022027	synaptic nuclear envelope 1	Syne1	64009	chr10 A1	ENSMUSG00000019769	Feb. 2006 (NCBI Build 36)
466	1427285_s_at	0.602682357	4.980447355	2.650515839	0.025804898	1.518537312	AW012617	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	Malat1	72289	chr19 A		Feb. 2006 (NCBI Build 36)
467	1427558_s_at	0.285710278	3.459540282	2.650340954	0.025812397	1.219010267	AJ429133	asparagine-linked glycosylation 12 homolog (yeast, alpha-1,6-mannosyltransferase)	Alg12	223774	chr15 E3	ENSMUSG00000035845	Feb. 2006 (NCBI Build 36)
468	1445293_at	-0.3049622	2.816755183	-2.650021693	0.025826092	-1.235386268	BG069021	RIKEN cDNA 2610002D18 gene	2610002D18Rik	69885	chr4 D3		Feb. 2006 (NCBI Build 36)
469	1442565_at	0.441403394	3.481892391	2.649656397	0.025841771	1.357924618	BB174272	protocadherin 10	Pcdh10	18526	chr3 C		Feb. 2006 (NCBI Build 36)
470	1441360_at	0.531305514	3.027421796	2.648488612	0.025891956	1.445236418	AW546661	Ribosomal protein S6 kinase polypeptide 3	Rps6ka3	110651	chrX F4|X 65.7 cM		Feb. 2006 (NCBI Build 36)
471	1423547_at	-0.510289758	5.177177047	-2.648305336	0.025899842	-1.424336238	AW208566	lysozyme	Lyzs	17105	chr10 D2|10 66.0 cM	ENSMUSG00000069516	Feb. 2006 (NCBI Build 36)
472	1447154_at	0.226317946	2.633486118	2.645723544	0.026011177	1.16984545	BB128798	Calcium channel, voltage-dependent, beta 4 subunit	Cacnb4	12298	chr2 C1.1|2 31.5 cM		Feb. 2006 (NCBI Build 36)
473	1445440_at	0.340209918	2.842100758	2.644852645	0.026048841	1.26594078	BB016206	RIKEN cDNA A430106J12 gene	A430106J12Rik	108686	chr11 A3.3		Feb. 2006 (NCBI Build 36)
474	1425016_at	-0.269532446	4.782176189	-2.644838461	0.026049455	-1.205417108	AV221401	Eph receptor B2	Ephb2	13844	chr4 D-E|4 65.7 cM	ENSMUSG00000028664	Feb. 2006 (NCBI Build 36)
475	1441353_at	0.256419424	2.263216904	2.644500545	0.026064084	1.194510407	BB093903	RIKEN cDNA 5330421F07 gene	5330421F07Rik	78286	chr7 B4		Feb. 2006 (NCBI Build 36)
476	1418950_at	1.470467075	4.079617311	2.643586385	0.026103702	2.771115944	NM_010077	dopamine receptor 2	Drd2	13489	chr9 A5.3|9 28.0 cM	ENSMUSG00000032259	Feb. 2006 (NCBI Build 36)
477	1452818_at	-0.311012041	2.730708691	-2.643193403	0.026120752	-1.240577652	BB283807	transcription termination factor, RNA polymerase II	Ttf2	74044	chr3 F2.2	ENSMUSG00000033222	Feb. 2006 (NCBI Build 36)
478	1446952_at	-0.341881363	2.664595042	-2.64309385	0.026125073	-1.267408295	BG068105	DNA segment, Chr 11, ERATO Doi 506, expressed	D11Ertd506e	52634	chr11 19.5 cM		Feb. 2006 (NCBI Build 36)
479	1418956_at	-0.466100146	2.818627529	-2.641600032	0.026189995	-1.381370334	NM_032004	testis-specific serine kinase 6	Tssk6	83984	chr8 C1	ENSMUSG00000047654	Feb. 2006 (NCBI Build 36)
480	1417312_at	-0.526302263	7.823200517	-2.641154046	0.026209409	-1.440233034	AK004853	dickkopf homolog 3 (Xenopus laevis)	Dkk3	50781	chr7 F1	ENSMUSG00000030772	Feb. 2006 (NCBI Build 36)
481	1444552_at	0.428761544	4.44399735	2.640726684	0.026228026	1.346077564	BB730792	CDNA sequence BC032203	BC032203	210982	chr17 C		Feb. 2006 (NCBI Build 36)
482	1456772_at	0.37582861	4.405127301	2.639382634	0.026286664	1.297584607	AI844633	neutrophil cytosolic factor 1	Ncf1	17969	chr5 G2|5 74.0 cM	ENSMUSG00000015950	Feb. 2006 (NCBI Build 36)
483	1448753_at	-0.233714586	8.914960253	-2.6373972	0.026373524	-1.175858602	BI661964	signal recognition particle 9	Srp9	27058	chr1 H5	ENSMUSG00000026511	Feb. 2006 (NCBI Build 36)
484	1429082_at	-0.227952698	5.421812366	-2.637284596	0.026378459	-1.171171781	BM227962	DNA segment, Chr 5, ERATO Doi 585, expressed	D5Ertd585e	71782	chr5 F|5 56.0 cM	ENSMUSG00000029501	Feb. 2006 (NCBI Build 36)
485	1439039_at	-0.234682938	2.548581937	-2.634562292	0.026498048	-1.176648116	BE981239	transmembrane protein 104	Tmem104	320534	chr11 E2	ENSMUSG00000045980	Feb. 2006 (NCBI Build 36)
486	1447706_at	0.500734071	2.361175661	2.632507789	0.026588662	1.414933325	BB535847						Feb. 2006 (NCBI Build 36)
487	1417945_at	-0.223037158	2.366547925	-2.632007523	0.026610773	-1.167188163	NM_013633	POU domain, class 5, transcription factor 1	Pou5f1	18999	chr17 B1|17 19.23 cM	ENSMUSG00000024406	Feb. 2006 (NCBI Build 36)
488	1436103_at	-0.414326258	6.997624891	-2.631402573	0.026637536	-1.332676169	AV235634	RAB3A interacting protein	Rab3ip	216363	chr10 D2	ENSMUSG00000064181	Feb. 2006 (NCBI Build 36)
489	1425746_at	-0.245153555	2.825760073	-2.631009846	0.026654925	-1.185218914	BC021771	RIKEN cDNA D730039F16 gene	D730039F16Rik	77996	chr2 B	ENSMUSG00000026870	Feb. 2006 (NCBI Build 36)
490	1419572_a_at	0.295409968	5.128600528	2.629066112	0.026741155	1.227233668	NM_008992	ATP-binding cassette, sub-family D (ALD), member 4	Abcd4	19300	chr12 D1|12 39.0 cM	ENSMUSG00000021240	Feb. 2006 (NCBI Build 36)
491	1440085_at	0.277732181	2.5326389	2.627668855	0.026803315	1.212287752	AV246296	ectodysplasin A2 isoform receptor	Eda2r	245527	chrX C3		Feb. 2006 (NCBI Build 36)
492	1436663_at	-0.355866012	4.5064984	-2.625044638	0.026920451	-1.279753554	BB521470					ENSMUSG00000024970	Feb. 2006 (NCBI Build 36)
493	1458069_at	0.365514594	2.484532449	2.624666107	0.026937389	1.288341085	BM240056	TBC1 domain family, member 5	Tbc1d5	72238	chr17 C		Feb. 2006 (NCBI Build 36)
494	1446324_at	0.410864239	3.487999934	2.62409221	0.026963091	1.329481995	BB451211	Calcium channel, voltage-dependent, alpha2/delta subunit 1	Cacna2d1	12293	chr5 A2|5 4.0 cM		Feb. 2006 (NCBI Build 36)
495	1456444_at	0.425520496	8.563767707	2.624024686	0.026966116	1.343056964	BB126849	F-box protein 41	Fbxo41	330369	chr6 C3|6 35.5 cM	ENSMUSG00000047013	Feb. 2006 (NCBI Build 36)
496	1434071_a_at	-0.32007063	4.96735991	-2.62315243	0.027005231	-1.248391665	AV288264	pelota homolog (Drosophila)	Pelo	105083	chr13 D2.2	ENSMUSG00000042275	Feb. 2006 (NCBI Build 36)
497	1459619_at	0.732117807	3.589161642	2.622319138	0.027042652	1.661075682	BB254042	erythrocyte protein band 4.1-like 2	Epb4.1l2	13822	chr10 A4|10 18.0 cM	ENSMUSG00000019978	Feb. 2006 (NCBI Build 36)
498	1446677_at	0.355942104	2.740372792	2.6218949	0.027061723	1.279821053	BB396783	RIKEN cDNA A830029E22 gene	A830029E22Rik	320566	chr3 E3		Feb. 2006 (NCBI Build 36)
499	1455098_a_at	-0.334688442	7.285166461	-2.620717012	0.027114744	-1.261105036	BB251864	vitronectin	Vtn	22370	chr11 B5|11 45.09 cM	ENSMUSG00000017344	Feb. 2006 (NCBI Build 36)
500	1417967_at	-0.21827473	5.906971092	-2.617887387	0.027242544	-1.163341553	NM_028152	MMS19 (MET18 S. cerevisiae)-like	Mms19l	72199	chr19 C3	ENSMUSG00000025159	Feb. 2006 (NCBI Build 36)
