Ensembl ID	Fold Change	Gene Name	Gene Symbol
ENSG00000106333	0.812136697	Procollagen C-endopeptidase enhancer 1 (Procollagen COOH-terminal proteinase enhancer 1) (Procollagen C-proteinase enhancer 1) (PCPE-1) (Type I procollagen COOH-terminal proteinase enhancer) [Source:UniProtKB/Swiss-Prot;Acc:Q15113]	PCOLCE
ENSG00000126773	0.812106501	Pecanex-like protein C14orf135 (Hepatitis C virus F protein-binding protein 2)(HCV F protein-binding protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q63HM2]	C14orf135
ENSG00000113732	0.812034407	Vacuolar ATP synthase subunit e 1 (EC 3.6.3.14) (V-ATPase subunit e 1) (Vacuolar proton pump subunit e 1) (V-ATPase 9.2 kDa membrane accessory protein) (V-ATPase M9.2 subunit) [Source:UniProtKB/Swiss-Prot;Acc:O15342]	ATP6V0E
ENSG00000111832	0.812030051	RWD domain-containing protein 1 (DRG family-regulatory protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q9H446]	RWDD1
ENSG00000165240	0.811956146	Copper-transporting ATPase 1 (EC 3.6.3.4) (Copper pump 1) (Menkes disease-associated protein) [Source:UniProtKB/Swiss-Prot;Acc:Q04656]	ATP7A
ENSG00000166831	0.811929473	RNA-binding protein with multiple splicing 2 [Source:UniProtKB/Swiss-Prot;Acc:Q6ZRY4]	RBPMS2
ENSG00000204924	0.811900679		ENSG00000204924
ENSG00000203667	0.811774507	Protein FAM36A [Source:UniProtKB/Swiss-Prot;Acc:Q5RI15]	FAM36A
ENSG00000167264	0.811668124	tRNA-dihydrouridine synthase 2-like (EC 1.-.-.-) (hDUS2) (Up-regulated in lung cancer) (URLC8) [Source:UniProtKB/Swiss-Prot;Acc:Q9NX74]	DUS2L
ENSG00000102931	0.811657661	ADP-ribosylation factor-like protein 2-binding protein (ARF-like 2-binding protein) (Binder of ARF2 protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y2Y0]	ARL2BP
ENSG00000088325	0.811439751	Targeting protein for Xklp2 (Restricted expression proliferation-associated protein 100) (p100) (Differentially expressed in cancerous and non-cancerous lung cells 2) (DIL-2) (Protein fls353) [Source:UniProtKB/Swiss-Prot;Acc:Q9ULW0]	TPX2
ENSG00000168334	0.811167446	Xin actin-binding repeat-containing protein 1 (Cardiomyopathy-associated protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q702N8]	CMYA1
ENSG00000182329	0.811139276	Uncharacterized protein KIAA2012 [Source:UniProtKB/Swiss-Prot;Acc:Q0VF49]	KIAA2012
ENSG00000169764	0.811007052	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase) [Source:UniProtKB/Swiss-Prot;Acc:Q16851]	UGP2
ENSG00000101361	0.810836023	Nucleolar protein 5A (Nucleolar protein Nop56) [Source:UniProtKB/Swiss-Prot;Acc:O00567]	NOL5A
ENSG00000174944	0.810628708	P2Y purinoceptor 14 (P2Y14) (UDP-glucose receptor) (G-protein coupled receptor 105) [Source:UniProtKB/Swiss-Prot;Acc:Q15391]	P2RY14
ENSG00000117395	0.810498061	Probable rRNA-processing protein EBP2 (EBNA1-binding protein 2) (Nucleolar protein p40) [Source:UniProtKB/Swiss-Prot;Acc:Q99848]	EBNA1BP2
ENSG00000139697	0.810432854	Protein strawberry notch homolog 1 (Monocyte protein 3) (MOP-3) [Source:UniProtKB/Swiss-Prot;Acc:A3KN83]	SBNO1
ENSG00000172465	0.810425594	transcription elongation factor A (SII)-like 1  [Source:RefSeq_peptide;Acc:NP_001006641]	TCEAL1
ENSG00000078304	0.810125024	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform (PP2A, B subunit, B gamma isoform) (PP2A, B subunit, B56 gamma isoform) (PP2A, B subunit, PR61 gamma isoform) [Source:UniProtKB/Swiss-Prot;Acc:Q13362]	PPP2R5C
ENSG00000198709	0.809821238		ENSG00000198709
ENSG00000120093	0.809564624	Homeobox protein Hox-B3 (Hox-2G) (Hox-2.7) [Source:UniProtKB/Swiss-Prot;Acc:P14651]	HOXB3
ENSG00000167186	0.809387271	Ubiquinone biosynthesis protein COQ7 homolog (Coenzyme Q biosynthesis protein 7 homolog) (Timing protein clk-1 homolog) [Source:UniProtKB/Swiss-Prot;Acc:Q99807]	COQ7
ENSG00000131095	0.809325207	Glial fibrillary acidic protein (GFAP) [Source:UniProtKB/Swiss-Prot;Acc:P14136]	GFAP
ENSG00000154611	0.809305568	Proteasome subunit alpha type-7-like (EC 3.4.25.1) [Source:UniProtKB/Swiss-Prot;Acc:Q8TAA3]	PSMA8
ENSG00000159753	0.809271734	Leucine-rich repeat-containing protein 16C (RGD, leucine-rich repeat, tropomodulin and proline-rich containing protein) [Source:UniProtKB/Swiss-Prot;Acc:Q6F5E8]	RLTPR
ENSG00000061492	0.809111093	Protein Wnt-8a Precursor  (Wnt-8d) [Source:UniProtKB/Swiss-Prot;Acc:Q9H1J5]	WNT8A
ENSG00000186150	0.809053694	Ubiquitin-like protein 4B [Source:UniProtKB/Swiss-Prot;Acc:Q8N7F7]	UBL4B
ENSG00000130508	0.808932003	Peroxidasin homolog Precursor  (EC 1.11.1.7) (Vascular peroxidase 1) (Melanoma-associated antigen MG50) (p53-responsive gene 2 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q92626]	PXDN
ENSG00000161835	0.808810656	General receptor for phosphoinositides 1-associated scaffold protein (GRP1-associated scaffold protein) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z6J2]	GRASP
ENSG00000130164	0.80878646	Low-density lipoprotein receptor Precursor  (LDL receptor) [Source:UniProtKB/Swiss-Prot;Acc:P01130]	LDLR
ENSG00000104081	0.808638083	Bcl-2-modifying factor [Source:UniProtKB/Swiss-Prot;Acc:Q96LC9]	BMF
ENSG00000152217	0.808460237	SET-binding protein (SEB) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y6X0]	SETBP1
ENSG00000088205	0.808307599	ATP-dependent RNA helicase DDX18 (EC 3.6.1.-) (DEAD box protein 18) (Myc-regulated DEAD box protein) (MrDb) [Source:UniProtKB/Swiss-Prot;Acc:Q9NVP1]	DDX18
ENSG00000198121	0.808262188	Lysophosphatidic acid receptor 1 (LPA receptor 1) (LPA-1) (Lysophosphatidic acid receptor Edg-2) [Source:UniProtKB/Swiss-Prot;Acc:Q92633]	EDG2
ENSG00000165621	0.808163108	2-oxoglutarate receptor 1 (Alpha-ketoglutarate receptor 1) (G-protein coupled receptor 80) (G-protein coupled receptor 99) (P2Y purinoceptor 15) (P2Y-like nucleotide receptor) [Source:UniProtKB/Swiss-Prot;Acc:Q96P68]	OXGR1
ENSG00000165966	0.80815625	PDZ domain-containing RING finger protein 4 (Ligand of Numb protein X 4) (SEMACAP3-like protein) [Source:UniProtKB/Swiss-Prot;Acc:Q6ZMN7]	PDZRN4
ENSG00000103671	0.808051916	Activating signal cointegrator 1 (ASC-1) (Thyroid receptor-interacting protein 4) (TRIP-4) [Source:UniProtKB/Swiss-Prot;Acc:Q15650]	TRIP4
ENSG00000211701	0.808018561	T-cell receptor gamma V gene segment [Source:IMGT/GENE-DB;Acc:TRGV1]	ENSG00000211701
ENSG00000204246	0.807905516	Olfactory receptor 13C3 [Source:UniProtKB/Swiss-Prot;Acc:Q8NGS6]	OR13C3
ENSG00000206303	0.807770594		ENSG00000206303
ENSG00000165646	0.807767649	Synaptic vesicular amine transporter (Vesicular amine transporter 2)(VAT2)(Monoamine transporter)(Solute carrier family 18 member 2) [Source:UniProtKB/Swiss-Prot;Acc:Q05940]	SLC18A2
ENSG00000161654	0.807764826	Protein LSM12 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q3MHD2]	LSM12
ENSG00000151881	0.807764748	Transmembrane protein C5orf28 [Source:UniProtKB/Swiss-Prot;Acc:Q0VDI3]	C5orf28
ENSG00000182952	0.807653663	High mobility group nucleosome-binding domain-containing protein 4 (Non-histone chromosomal protein HMG-17-like 3) (Non-histone chromosomal protein) [Source:UniProtKB/Swiss-Prot;Acc:O00479]	HMGN4
ENSG00000206026	0.807639438	Putative uncharacterized protein C18orf62 [Source:UniProtKB/Swiss-Prot;Acc:Q3B7S5]	C18orf62
ENSG00000021300	0.807629243	Pleckstrin homology domain-containing family B member 1 (Pleckstrin homology domain retinal protein 1) (PH domain-containing protein in retina 1) (PHRET1) [Source:UniProtKB/Swiss-Prot;Acc:Q9UF11]	PLEKHB1
ENSG00000140718	0.80751909	Protein fto (Fat mass and obesity-associated protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9C0B1]	FTO
ENSG00000130731	0.807444969	CP013_HUMAN Isoform 3 of Q96S19 - Homo sapiens (Human) [Source:UniprotKB/SpliceVariant;Acc:Q96S19-3]	C16orf13
ENSG00000165660	0.807172628	UPF0411 protein KIAA0157 [Source:UniProtKB/Swiss-Prot;Acc:Q15018]	KIAA0157
ENSG00000129625	0.807085781	Receptor expression-enhancing protein 5 (Polyposis locus protein 1) (TB2 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q00765]	REEP5
ENSG00000172261	0.806944833		ENSG00000172261
ENSG00000184571	0.806828706	Piwi-like protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q7Z3Z3]	PIWIL3
ENSG00000132075	0.806788333	CTG26 alternate open reading frame (Fragment). [Source:Uniprot/SPTREMBL;Acc:O15421]	ENSG00000132075
ENSG00000169474	0.806454094	Cornifin-A (Small proline-rich protein IA) (SPR-IA) (SPRK) (19 kDa pancornulin) [Source:UniProtKB/Swiss-Prot;Acc:P35321]	SPRR1A
ENSG00000056277	0.80641257	Zinc finger protein 280C (Suppressor of hairy wing homolog 3) [Source:UniProtKB/Swiss-Prot;Acc:Q8ND82]	ZNF280C
ENSG00000177770	0.806392468	Uncharacterized protein ENSP00000383736 Fragment  [Source:UniProtKB/TrEMBL;Acc:A8MV35]	ENSP00000383736
ENSG00000100075	0.806385211	Tricarboxylate transport protein, mitochondrial Precursor  (Citrate transport protein) (CTP) (Tricarboxylate carrier protein) (Solute carrier family 25 member 1) [Source:UniProtKB/Swiss-Prot;Acc:P53007]	SLC25A1
ENSG00000185641	0.806344277		ENSG00000185641
ENSG00000130764	0.806334681	Leucine-rich repeat-containing protein 47 [Source:UniProtKB/Swiss-Prot;Acc:Q8N1G4]	LRRC47
ENSG00000112459	0.806242582	Olfactory receptor 14J1 (Olfactory receptor 5U1) (Olfactory receptor OR6-25) (Hs6M1-28) [Source:UniProtKB/Swiss-Prot;Acc:Q9UGF5]	OR14J1
ENSG00000164253	0.806060031	WD repeat-containing protein 41 [Source:UniProtKB/Swiss-Prot;Acc:Q9HAD4]	WDR41
ENSG00000089022	0.805971337	MAP kinase-activated protein kinase 5 (EC 2.7.11.1) (MAPK-activated protein kinase 5) (MAPKAP kinase 5) (p38-regulated/activated protein kinase) [Source:UniProtKB/Swiss-Prot;Acc:Q8IW41]	MAPKAPK5
ENSG00000175898	0.805880518	Sphingosine 1-phosphate receptor 2 (S1P receptor 2) (S1P2) (Sphingosine 1-phosphate receptor Edg-5) (S1P receptor Edg-5) (Endothelial differentiation G-protein coupled receptor 5) [Source:UniProtKB/Swiss-Prot;Acc:O95136]	S1PR2
ENSG00000182357	0.805753995	MGC27345 protein. [Source:Uniprot/SPTREMBL;Acc:Q8TAC0]	MGC27345
ENSG00000122643	0.805667701	Cytosolic 5-nucleotidase 3 (EC 3.1.3.5) (Cytosolic 5-nucleotidase III) (cN-III) (Pyrimidine 5-nucleotidase 1) (P5N-1) (P5N-1) (PN-I) (Uridine 5-monophosphate hydrolase 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9H0P0]	NT5C3
ENSG00000197910	0.80554933	Protein FAM25 [Source:UniProtKB/Swiss-Prot;Acc:Q5VTM1]	FAM25
ENSG00000133020	0.805534366	Myosin-8 (Myosin heavy chain 8) (Myosin heavy chain, skeletal muscle, perinatal) (MyHC-perinatal) [Source:UniProtKB/Swiss-Prot;Acc:P13535]	MYH8
ENSG00000095539	0.805474436	Semaphorin-4G Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9NTN9]	SEMA4G
ENSG00000175395	0.805388096	Zinc finger protein 25 (Zinc finger protein KOX19) [Source:UniProtKB/Swiss-Prot;Acc:P17030]	ZNF25
ENSG00000152266	0.805373256	Parathyroid hormone Precursor  (PTH) (Parathyrin) (Parathormone) [Source:UniProtKB/Swiss-Prot;Acc:P01270]	PTH
ENSG00000185909	0.805358778	Kelch domain-containing protein 8B [Source:UniProtKB/Swiss-Prot;Acc:Q8IXV7]	KLHDC8B
ENSG00000182281	0.805193957		ENSG00000182281
ENSG00000105738	0.804660223	Signal-induced proliferation-associated 1-like protein 3 (SPA-1-like protein 3) [Source:UniProtKB/Swiss-Prot;Acc:O60292]	SIPA1L3
ENSG00000131398	0.804654266	Potassium voltage-gated channel subfamily C member 3 (Voltage-gated potassium channel subunit Kv3.3) (KSHIIID) [Source:UniProtKB/Swiss-Prot;Acc:Q14003]	KCNC3
ENSG00000003249	0.804615548	Dysbindin domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9H9R9]	DBNDD1
ENSG00000119599	0.804498365	WD repeat-containing protein 21A [Source:UniProtKB/Swiss-Prot;Acc:Q8WV16]	WDR21A
ENSG00000186871	0.804359524	DNA excision repair protein ERCC-6-like (EC 3.6.1.-) (ATP-dependent helicase ERCC6-like) (PLK1-interacting checkpoint helicase) (Tumor antigen BJ-HCC-15) [Source:UniProtKB/Swiss-Prot;Acc:Q2NKX8]	ERCC6L
ENSG00000053108	0.804315129	Follistatin-related protein 4 Precursor  (Follistatin-like 4) [Source:UniProtKB/Swiss-Prot;Acc:Q6MZW2]	FSTL4
ENSG00000165650	0.804297318	PDZ domain-containing protein 8 (Sarcoma antigen NY-SAR-84/NY-SAR-104) [Source:UniProtKB/Swiss-Prot;Acc:Q8NEN9]	PDZD8
ENSG00000083635	0.803864832	Nuclear fragile X mental retardation-interacting protein 1 (Nuclear FMRP-interacting protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9UHK0]	NUFIP1
ENSG00000163071	0.803628716	Spermatogenesis-associated protein 18 [Source:UniProtKB/Swiss-Prot;Acc:Q8TC71]	SPATA18
ENSG00000178279	0.803479635	Nuclear transition protein 2 (TP-2) (TP2) [Source:UniProtKB/Swiss-Prot;Acc:Q05952]	TNP2
ENSG00000180065	0.803384734		ENSG00000180065
ENSG00000144006	0.803353393	Uncharacterized protein ENSP00000295246 Fragment  [Source:UniProtKB/TrEMBL;Acc:A6NFG3]	ENSP00000295246
ENSG00000165583	0.803328399	Protein SSX5 [Source:UniProtKB/Swiss-Prot;Acc:O60225]	SSX5
ENSG00000083896	0.803227977	YTH domain-containing protein 1 (Putative splicing factor YT521) [Source:UniProtKB/Swiss-Prot;Acc:Q96MU7]	YTHDC1
ENSG00000121335	0.80321865	proline-rich protein BstNI subfamily 4	PRB4
ENSG00000138185	0.803138172	Ectonucleoside triphosphate diphosphohydrolase 1 (EC 3.6.1.5) (NTPDase 1) (Ecto-ATP diphosphohydrolase) (ATPDase) (Lymphoid cell activation antigen) (Ecto-apyrase) (CD39 antigen) [Source:UniProtKB/Swiss-Prot;Acc:P49961]	ENTPD1
ENSG00000163072	0.803126776	Nostrin (eNOS trafficking inducer) (Nitric oxide synthase trafficker) (Nitric oxide synthase traffic inducer) (BM247 homolog) [Source:UniProtKB/Swiss-Prot;Acc:Q8IVI9]	NOSTRIN
ENSG00000103197	0.803116053	Tuberin (Tuberous sclerosis 2 protein) [Source:UniProtKB/Swiss-Prot;Acc:P49815]	TSC2
ENSG00000198810	0.802973731		ENSG00000198810
ENSG00000180758	0.802959561	Probable G-protein coupled receptor 157  [Source:UniProtKB/Swiss-Prot;Acc:Q5UAW9]	GPR157
ENSG00000137193	0.802887535	Proto-oncogene serine/threonine-protein kinase Pim-1 (EC 2.7.11.1) [Source:UniProtKB/Swiss-Prot;Acc:P11309]	PIM1
ENSG00000035141	0.802791933	Protein FAM136A [Source:UniProtKB/Swiss-Prot;Acc:Q96C01]	FAM136A
ENSG00000178772	0.802777889	Carboxypeptidase N subunit 2 Precursor (Carboxypeptidase N polypeptide 2)(Carboxypeptidase N 83 kDa chain)(Carboxypeptidase N regulatory subunit)(Carboxypeptidase N large subunit) [Source:UniProtKB/Swiss-Prot;Acc:P22792]	CPN2
ENSG00000175086	0.80277515		ENSG00000175086
ENSG00000144674	0.802657939	Golgin subfamily A member 4 (Trans-Golgi p230) (256 kDa golgin) (Golgin-245) (Protein 72.1) [Source:UniProtKB/Swiss-Prot;Acc:Q13439]	GOLGA4
ENSG00000007952	0.802568181	NADPH oxidase 1 (NOX-1) (NOH-1) (NADH/NADPH mitogenic oxidase subunit P65-MOX) (Mitogenic oxidase 1) (MOX1) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y5S8]	NOX1
ENSG00000204164	0.802558915	BMS1P5 protein [Source:UniProtKB/TrEMBL;Acc:Q6P095]	BMS1P5
ENSG00000131548	0.802531344	Putative transcript Y 6 protein (Testis-specific Y-linked 6) [Source:UniProtKB/Swiss-Prot;Acc:Q9BXH5]	TTTY6
ENSG00000181877	0.802467195	cDNA FLJ34460 fis, clone HLUNG2002942 [Source:UniProtKB/TrEMBL;Acc:Q8NAZ9]	FLJ34460
ENSG00000165059	0.802333502	cAMP-dependent protein kinase catalytic subunit gamma (EC 2.7.11.11) (PKA C-gamma) [Source:UniProtKB/Swiss-Prot;Acc:P22612]	PRKACG
ENSG00000111875	0.802190263	Histone chaperone ASF1A (Anti-silencing function protein 1 homolog A) (hAsf1) (hAsf1a) (CCG1-interacting factor A) (CIA) (hCIA) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y294]	ASF1A
ENSG00000121579	0.802077733	N-acetyltransferase 13 (EC 2.3.1.-) (hNAT5) (hSAN) [Source:UniProtKB/Swiss-Prot;Acc:Q9GZZ1]	NAT13
ENSG00000119820	0.801927721	Protein YIPF4 (YIP1 family member 4) [Source:UniProtKB/Swiss-Prot;Acc:Q9BSR8]	YIPF4
ENSG00000120509	0.801859659	PDZ domain-containing protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q5EBL8]	PDZD11
ENSG00000167771	0.801705134	REST corepressor 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8IZ40]	RCOR2
ENSG00000148655	0.801689129	Leucine-rich repeat-containing protein C10orf11 [Source:UniProtKB/Swiss-Prot;Acc:Q9H2I8]	C10orf11
ENSG00000165171	0.801515518	Williams-Beuren syndrome chromosomal region 27 protein [Source:UniProtKB/Swiss-Prot;Acc:Q8N6F8]	WBSCR27
ENSG00000104714	0.801312135	Glutamate-rich protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q86X53]	ERICH1
ENSG00000160058	0.801224279	BSD domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9NW68]	BSDC1
ENSG00000174514	0.801202485	Major facilitator superfamily domain-containing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8N468]	MFSD4
ENSG00000152147	0.801059157	Gem-associated protein 6 (Gemin-6) (SIP2) [Source:UniProtKB/Swiss-Prot;Acc:Q8WXD5]	GEMIN6
ENSG00000143870	0.800644494	Protein disulfide-isomerase A6 Precursor (EC 5.3.4.1)(Protein disulfide isomerase P5)(Thioredoxin domain-containing protein 7) [Source:UniProtKB/Swiss-Prot;Acc:Q15084]	PDIA6
ENSG00000184827	0.800490186		ENSG00000184827
ENSG00000172543	0.800395101	Cathepsin W Precursor (EC 3.4.22.-)(Lymphopain) [Source:UniProtKB/Swiss-Prot;Acc:P56202]	CTSW
ENSG00000135387	0.800209625	Caprin-1 (Cytoplasmic activation- and proliferation-associated protein 1) (GPI-anchored membrane protein 1) (GPI-anchored protein p137) (GPI-p137) (p137GPI) [Source:UniProtKB/Swiss-Prot;Acc:Q14444]	CAPRIN1
ENSG00000090661	0.800098687	LAG1 longevity assurance homolog 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9HA82]	LASS4
ENSG00000101752	0.799775983	E3 ubiquitin-protein ligase MIB1 (EC 6.3.2.-) (Mind bomb homolog 1) (DAPK-interacting protein 1) (DIP-1) (Zinc finger ZZ type with ankyrin repeat domain protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q86YT6]	MIB1
ENSG00000124102	0.799613346	Elafin (Elastase-specific inhibitor) (ESI) (Skin-derived antileukoproteinase) (SKALP) (Peptidase inhibitor 3) (WAP four-disulfide core domain protein 14) [Source:UniProtKB/Swiss-Prot;Acc:P19957]	PI3
ENSG00000130037	0.799348462	Potassium voltage-gated channel subfamily A member 5 (Voltage-gated potassium channel subunit Kv1.5)(HK2)(HPCN1) [Source:UniProtKB/Swiss-Prot;Acc:P22460]	KCNA5
ENSG00000122687	0.799343408	Putative ribosomal RNA methyltransferase 2 (EC 2.1.1.-) (rRNA (uridine-2-O-)-methyltransferase) [Source:UniProtKB/Swiss-Prot;Acc:Q9UI43]	FTSJ2
ENSG00000131966	0.799234965	Actin-related protein 10 (hARP11) [Source:UniProtKB/Swiss-Prot;Acc:Q9NZ32]	ACTR10
ENSG00000118308	0.799036157	Lymphoid-restricted membrane protein (Protein Jaw1)[Processed lymphoid-restricted membrane protein] [Source:UniProtKB/Swiss-Prot;Acc:Q12912]	LRMP
ENSG00000163683	0.798911204	Uncharacterized protein C4orf34 [Source:UniProtKB/Swiss-Prot;Acc:Q96QK8]	C4orf34
ENSG00000140470	0.798891029	ADAMTS-17 Precursor  (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 17) (ADAM-TS 17) (ADAM-TS17) [Source:UniProtKB/Swiss-Prot;Acc:Q8TE56]	ADAMTS17
ENSG00000148660	0.798815561	Calcium/calmodulin-dependent protein kinase type II gamma chain (EC 2.7.11.17) (CaM-kinase II gamma chain) (CaM kinase II subunit gamma) (CaMK-II subunit gamma) [Source:UniProtKB/Swiss-Prot;Acc:Q13555]	CAMK2G
ENSG00000141371	0.798709376	Uncharacterized protein C17orf64 [Source:UniProtKB/Swiss-Prot;Acc:Q86WR6]	C17orf64
ENSG00000180819	0.798355022		ENSG00000180819
ENSG00000205155	0.798305595	Gamma-secretase subunit PEN-2 (Presenilin enhancer protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q9NZ42]	PSENEN
ENSG00000162367	0.798141951	T-cell acute lymphocytic leukemia protein 1 (TAL-1) (Stem cell protein) (T-cell leukemia/lymphoma protein 5) [Source:UniProtKB/Swiss-Prot;Acc:P17542]	TAL1
ENSG00000174092	0.798021521		ENSG00000174092
ENSG00000172850	0.797869237	U6 snRNA-associated Sm-like protein LSm2 (snRNP core Sm-like protein Sm-x5) (Small nuclear ribonuclear protein D homolog) (Protein G7b) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y333]	LSM2
ENSG00000179168	0.797673747	Gametogenetin [Source:UniProtKB/Swiss-Prot;Acc:Q86UU5]	GGN
ENSG00000173699	0.797636512	Spermatogenesis-associated protein 3 (Testis spermatocyte apoptosis-related protein 1) (Testis and spermatogenesis cell-related protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q8NHX4]	SPATA3
ENSG00000121594	0.797471617	T-lymphocyte activation antigen CD80 Precursor  (Activation B7-1 antigen) (CTLA-4 counter-receptor B7.1) (B7) (BB1) (CD80 antigen) [Source:UniProtKB/Swiss-Prot;Acc:P33681]	CD80
ENSG00000108389	0.797298758	Myotubularin-related protein 4 (EC 3.1.3.48) (FYVE domain-containing dual specificity protein phosphatase 2) (FYVE-DSP2) (Zinc finger FYVE domain-containing protein 11) [Source:UniProtKB/Swiss-Prot;Acc:Q9NYA4]	MTMR4
ENSG00000165030	0.797294649	Nuclear factor interleukin-3-regulated protein (E4 promoter binding-protein 4) (Interleukin-3 promoter transcriptional activator) (Transcriptional activator NF-IL3A) [Source:UniProtKB/Swiss-Prot;Acc:Q16649]	NFIL3
ENSG00000140459	0.796923306	Cytochrome P450 11A1, mitochondrial Precursor  (EC 1.14.15.6) (CYPXIA1) (Cholesterol side-chain cleavage enzyme) (P450(scc)) (Cholesterol desmolase) [Source:UniProtKB/Swiss-Prot;Acc:P05108]	CYP11A1
ENSG00000109101	0.796886357	Forkhead box protein N1 (Winged-helix transcription factor nude) [Source:UniProtKB/Swiss-Prot;Acc:O15353]	FOXN1
ENSG00000137831	0.796469313	Uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:UniProtKB/Swiss-Prot;Acc:Q9BZF9]	UACA
ENSG00000197789	0.796460347	CDNA FLJ36000 fis, clone TESTI2015180. [Source:Uniprot/SPTREMBL;Acc:Q8NA00]	FLJ36000
ENSG00000023228	0.796252619	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial Precursor  (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-75kD) (CI-75kD) [Source:UniProtKB/Swiss-Prot;Acc:P28331]	NDUFS1
ENSG00000149443	0.796047317	Putative uncharacterized protein C20orf78 [Source:UniProtKB/Swiss-Prot;Acc:Q9BR46]	C20orf78
ENSG00000047849	0.795997843	Microtubule-associated protein 4 (MAP-4) [Source:UniProtKB/Swiss-Prot;Acc:P27816]	MAP4
ENSG00000135521	0.79592927	Protein LTV1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q96GA3]	LTV1
ENSG00000176402	0.795742816	Gap junction gamma-3 protein (Gap junction epsilon-1 protein) (Connexin-31.3) (Cx31.3) [Source:UniProtKB/Swiss-Prot;Acc:Q8NFK1]	GJC3
ENSG00000177106	0.795683941	Epidermal growth factor receptor kinase substrate 8-like protein 2 (Epidermal growth factor receptor pathway substrate 8-related protein 2)(EPS8-like protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q9H6S3]	EPS8L2
ENSG00000138785	0.795670681	Integrator complex subunit 12 (Int12) (PHD finger protein 22) [Source:UniProtKB/Swiss-Prot;Acc:Q96CB8]	INTS12
ENSG00000145348	0.795346618	TBC domain-containing protein kinase-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q8TEA7]	MGC16169
ENSG00000148702	0.795343266	Hyaluronan-binding protein 2 (EC 3.4.21.-) (Plasma hyaluronan-binding protein) (Hepatocyte growth factor activator-like protein) (Factor VII-activating protease) [Source:UniProtKB/Swiss-Prot;Acc:Q14520]	HABP2
ENSG00000006606	0.795100163	C-C motif chemokine 26 (Small-inducible cytokine A26) (Eotaxin-3) (Macrophage inflammatory protein 4-alpha) (MIP-4-alpha) (Thymic stroma chemokine-1) (TSC-1) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y258]	CCL26
ENSG00000183837	0.795050618	Paraneoplastic antigen Ma3 [Source:UniProtKB/Swiss-Prot;Acc:Q9UL41]	PNMA3
ENSG00000179087	0.79476652	Maltase-glucoamylase, intestinal[Maltase][Glucoamylase] (EC 3.2.1.20) (EC 3.2.1.3) (Alpha-glucosidase) (Glucan 1,4-alpha-glucosidase) [Source:UniProtKB/Swiss-Prot;Acc:O43451]	MGAM
ENSG00000179709	0.794755973	NACHT, LRR and PYD domains-containing protein 8 (Nucleotide-binding oligomerization domain protein 16) (PYRIN and NACHT-containing protein 4) [Source:UniProtKB/Swiss-Prot;Acc:Q86W28]	NLRP8
ENSG00000197583	0.794676198	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NHA3]	ENSG00000197583
ENSG00000171533	0.794652164	Microtubule-associated protein 6 (MAP-6) (Stable tubule-only polypeptide) (STOP) [Source:UniProtKB/Swiss-Prot;Acc:Q96JE9]	MAP6
ENSG00000075568	0.79456081	Transmembrane protein 131 (Protein RW1) [Source:UniProtKB/Swiss-Prot;Acc:Q92545]	TMEM131
