gene_assignment	Gene Symbol	RefSeq	p-value(Dose)	p-value(Scan Date)	alt-splicing(Dose)	step-up(altsplice-dose)	Mean(0)	LSMean(0)	Mean(10)	LSMean(10)	p-value(0 vs. 10)	Ratio(0 vs. 10)	Fold-Change(0 vs. 10)	Fold-Change(0 vs. 10) (Description)
NM_172316 // MEIS2 // Meis homeobox 2 // 15q14 // 4212 /// NM_170677 // MEIS2 //	MEIS2	NM_172316	0.146479	0.172788	0.000306363	0.01588764	9.28342	9.25466	9.06082	9.01624	0.142992	1.1797	1.1797	0 up vs 10
NM_013236 // ATXN10 // ataxin 10 // 22q13.31 // 25814 /// ENST00000252934 // ATX	ATXN10	NM_013236	0.00848322	0.490413	0.000312066	0.01613493	11.1348	11.1519	10.8654	10.8687	0.00888938	1.21693	1.21693	0 up vs 10
NM_005933 // MLL // myeloid/lymphoid or mixed-lineage leukemia (trithorax homolo	MLL	NM_005933	0.182095	0.645928	0.000314009	0.01617748	9.38912	9.35588	9.22377	9.2378	0.35577	1.08528	1.08528	0 up vs 10
NM_003922 // HERC1 // hect (homologous to the E6-AP (UBE3A) carboxyl terminus) d	HERC1	NM_003922	0.509901	0.506969	0.000315213	0.01617748	9.02744	9.04657	8.91392	8.93521	0.54151	1.08024	1.08024	0 up vs 10
NM_003099 // SNX1 // sorting nexin 1 // 15q22.31 // 6642 /// NM_152826 // SNX1 /	SNX1	NM_003099	0.380068	0.244467	0.000316211	0.01617748	10.1335	10.1981	9.96066	9.97846	0.297375	1.16444	1.16444	0 up vs 10
NR_003105 // ZWILCH // Zwilch, kinetochore associated, homolog (Drosophila) // 1	ZWILCH	NR_003105	0.0573545	0.000188084	0.000316636	0.01617748	8.80539	8.59482	8.34745	8.10751	0.0566939	1.40183	1.40183	0 up vs 10
NM_016213 // TRIP4 // thyroid hormone receptor interactor 4 // 15q22.31 // 9325	TRIP4	NM_016213	0.311361	0.487969	0.000318765	0.01623821	9.36028	9.35651	9.25748	9.23674	0.268896	1.08656	1.08656	0 up vs 10
NM_018393 // TCP11L1 // t-complex 11 (mouse)-like 1 // 11p13 // 55346 /// ENST00	TCP11L1	NM_018393	0.70946	0.806072	0.000324468	0.01648011	9.82951	9.84563	9.8801	9.87574	0.833906	0.979343	-1.02109	0 down vs 10
NM_173467 // MCAT // malonyl CoA:ACP acyltransferase (mitochondrial) // 22q13.31	MCAT	NM_173467	0.576931	0.121495	0.000326917	0.01652754	9.73392	9.75912	9.77383	9.7903	0.679903	0.97862	-1.02185	0 down vs 10
NM_004498 // ONECUT1 // one cut homeobox 1 // 15q21.1-q21.2 // 3175 /// ENST0000	ONECUT1	NM_004498	0.1647	0.82272	0.000327316	0.01652754	7.60463	7.59951	7.78113	7.79576	0.14731	0.872818	-1.14571	0 down vs 10
NM_001037144 // CNTROB // centrobin, centrosomal BRCA2 interacting protein // 17	CNTROB	NM_001037144	0.0944294	0.0165107	0.000330147	0.01662189	9.04497	8.97155	8.83093	8.78536	0.159659	1.13775	1.13775	0 up vs 10
NM_014974 // DIP2C // DIP2 disco-interacting protein 2 homolog C (Drosophila) //	DIP2C	NM_014974	0.228	0.0543885	0.000332493	0.01669134	9.02673	9.04484	8.94473	8.97617	0.333737	1.04875	1.04875	0 up vs 10
NM_013396 // USP25 // ubiquitin specific peptidase 25 // 21q11.2 // 29761 /// EN	USP25	NM_013396	0.133761	0.912456	0.000338007	0.01691896	9.49574	9.51216	9.16791	9.14354	0.114578	1.29112	1.29112	0 up vs 10
NM_015604 // WDR21A // WD repeat domain 21A // 14q24.3 // 26094 /// NM_181340 //	WDR21A	NM_015604	0.278474	0.296566	0.000341594	0.01704565	8.39791	8.44236	8.1969	8.22073	0.261145	1.16605	1.16605	0 up vs 10
NM_018279 // TMEM19 // transmembrane protein 19 // 12q21.1 // 55266 /// ENST0000	TMEM19	NM_018279	0.0208075	0.231944	0.000342512	0.01704565	10.282	10.2533	10.0344	10.023	0.036622	1.17307	1.17307	0 up vs 10
NM_012179 // FBXO7 // F-box protein 7 // 22q12-q13 // 25793 /// NM_001033024 //	FBXO7	NM_012179	0.0964994	0.082485	0.000347193	0.01722895	11.1586	11.1933	11.0131	11.0326	0.0853127	1.11782	1.11782	0 up vs 10
NM_014742 // TM9SF4 // transmembrane 9 superfamily protein member 4 // 20q11.21	TM9SF4	NM_014742	0.392383	0.0301202	0.000348308	0.01723476	10.4311	10.4891	10.3426	10.3741	0.299755	1.08297	1.08297	0 up vs 10
NM_019007 // ARMCX6 // armadillo repeat containing, X-linked 6 // Xq21.33-q22.3	ARMCX6	NM_019007	0.157987	0.348558	0.000355977	0.01753605	10.0325	10.0414	9.93338	9.94703	0.200389	1.06759	1.06759	0 up vs 10
NM_001081491 // NXF1 // nuclear RNA export factor 1 // 11q12-q13 // 10482 /// NM	NXF1	NM_001081491	0.948266	0.109936	0.000356428	0.01753605	10.7468	10.7279	10.751	10.731	0.963678	0.997871	-1.00213	0 down vs 10
NM_014683 // ULK2 // unc-51-like kinase 2 (C. elegans) // 17p11.2 // 9706 /// EN	ULK2	NM_014683	0.207535	0.0239903	0.00035803	0.01756483	8.4804	8.56323	8.30187	8.34501	0.152042	1.16329	1.16329	0 up vs 10
NM_002788 // PSMA3 // proteasome (prosome, macropain) subunit, alpha type, 3 //	PSMA3	NM_002788	0.048084	0.164403	0.000362947	0.01775561	10.9068	10.8921	10.6743	10.6345	0.0407367	1.19544	1.19544	0 up vs 10
NM_004641 // MLLT10 // myeloid/lymphoid or mixed-lineage leukemia (trithorax hom	MLLT10	NM_004641	0.0720571	0.289718	0.000369252	0.01801303	8.90376	8.87729	8.63055	8.60369	0.0865365	1.20882	1.20882	0 up vs 10
NM_014315 // KLHDC2 // kelch domain containing 2 // 14q22.1 // 23588 /// ENST000	KLHDC2	NM_014315	0.416474	0.328397	0.000379046	0.01843872	10.2104	10.2626	10.053	10.0683	0.34743	1.14419	1.14419	0 up vs 10
NM_178863 // KCTD13 // potassium channel tetramerisation domain containing 13 //	KCTD13	NM_178863	0.0873073	0.289778	0.000382596	0.01854628	7.92613	7.93218	8.03073	8.04637	0.0797724	0.923899	-1.08237	0 down vs 10
NM_004175 // SNRPD3 // small nuclear ribonucleoprotein D3 polypeptide 18kDa // 2	SNRPD3	NM_004175	0.337337	0.115286	0.000383405	0.01854628	10.502	10.4818	10.563	10.546	0.341427	0.956462	-1.04552	0 down vs 10
NM_022739 // SMURF2 // SMAD specific E3 ubiquitin protein ligase 2 // 17q22-q23	SMURF2	NM_022739	0.0055272	0.00191229	0.000386539	0.01864565	11.4286	11.3444	11.0433	10.965	0.00831149	1.30082	1.30082	0 up vs 10
NM_002336 // LRP6 // low density lipoprotein receptor-related protein 6 // 12p11	LRP6	NM_002336	0.134008	0.0790495	0.000387971	0.01866259	9.54545	9.59253	9.33397	9.37679	0.147678	1.1613	1.1613	0 up vs 10
NM_016072 // GOLT1B // golgi transport 1 homolog B (S. cerevisiae) // 12p12.1 //	GOLT1B	NM_016072	0.176615	0.832684	0.00039232	0.01880503	11.2161	11.2207	10.9478	10.9291	0.16725	1.22403	1.22403	0 up vs 10
NM_139215 // TAF15 // TAF15 RNA polymerase II, TATA box binding protein (TBP)-as	TAF15	NM_139215	0.121104	0.490421	0.00039311	0.01880503	9.54633	9.56183	9.33799	9.35343	0.140927	1.15541	1.15541	0 up vs 10
NM_014730 // KIAA0152 // KIAA0152 // 12q24.31 // 9761 /// ENST00000228506 // KIA	KIAA0152	NM_014730	0.175525	0.702518	0.000395	0.01884325	11.1916	11.1958	11.0679	11.052	0.141341	1.10485	1.10485	0 up vs 10
NM_017660 // GATAD2A // GATA zinc finger domain containing 2A // 19p13.11 // 548	GATAD2A	NM_017660	0.0593232	0.00614421	0.000400786	0.01906659	10.4308	10.4021	10.3442	10.3223	0.0936472	1.05687	1.05687	0 up vs 10
NM_004295 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618 ///	TRAF4	NM_004295	0.0224657	0.172852	0.000402898	0.01907527	9.037	9.05175	9.42331	9.48209	0.017928	0.742089	-1.34755	0 down vs 10
NM_001079872 // CUL4B // cullin 4B // Xq23 // 8450 /// NM_003588 // CUL4B // cul	CUL4B	NM_001079872	0.0298027	0.416811	0.000404653	0.01907527	9.76731	9.80758	9.41684	9.41748	0.0241876	1.31048	1.31048	0 up vs 10
NM_015409 // EP400 // E1A binding protein p400 // 12q24.33 // 57634 /// NR_00297	EP400	NM_015409	0.449337	0.948288	0.000404654	0.01907527	8.63872	8.63075	8.58737	8.59687	0.634534	1.02376	1.02376	0 up vs 10
NM_173602 // DIP2B // DIP2 disco-interacting protein 2 homolog B (Drosophila) //	DIP2B	NM_173602	0.281476	0.759943	0.000405565	0.01907527	8.96653	8.95979	8.8874	8.90183	0.449186	1.04099	1.04099	0 up vs 10
NR_023356 // MTMR2 // myotubularin related protein 2 // 11q22 // 8898 /// NR_023	MTMR2	NR_023356	0.188278	0.2882	0.000406804	0.01907527	10.4579	10.4397	10.2742	10.2409	0.18061	1.14768	1.14768	0 up vs 10
NM_003971 // SPAG9 // sperm associated antigen 9 // 17q21.33 // 9043 /// ENST000	SPAG9	NM_003971	0.136843	0.121677	0.000407596	0.01907527	9.92027	9.89466	9.73522	9.69238	0.126622	1.15052	1.15052	0 up vs 10
NM_001260 // CDK8 // cyclin-dependent kinase 8 // 13q12 // 1024 /// ENST00000381	CDK8	NM_001260	0.119014	0.665442	0.000413077	0.01927953	9.34135	9.35031	9.10251	9.07164	0.0905829	1.21307	1.21307	0 up vs 10
NM_002605 // PDE8A // phosphodiesterase 8A // 15q25.3 // 5151 /// NM_173454 // P	PDE8A	NM_002605	0.20391	0.0849395	0.000420006	0.0194824	9.30353	9.25598	9.11556	9.06922	0.231456	1.13821	1.13821	0 up vs 10
BC050464 // C16orf62 // chromosome 16 open reading frame 62 // 16p12.3 // 57020	C16orf62	BC050464	0.732118	0.263265	0.000420633	0.0194824	10.1069	10.1457	10.0585	10.0775	0.650371	1.04837	1.04837	0 up vs 10
NM_015382 // HECTD1 // HECT domain containing 1 // 14q12 // 25831 /// ENST000003	HECTD1	NM_015382	0.108912	0.0327156	0.000420808	0.0194824	10.7981	10.7505	10.6264	10.5879	0.146703	1.11931	1.11931	0 up vs 10
NM_015423 // AASDHPPT // aminoadipate-semialdehyde dehydrogenase-phosphopantethe	AASDHPPT	NM_015423	0.0375972	0.839497	0.000427389	0.01973417	9.89316	9.8982	9.65014	9.65245	0.0452776	1.18572	1.18572	0 up vs 10
NM_018195 // C11orf57 // chromosome 11 open reading frame 57 // 11q23.1 // 55216	C11orf57	NM_018195	0.0558845	0.0433828	0.000432867	0.01993381	8.51174	8.54995	8.29454	8.33854	0.0749222	1.15782	1.15782	0 up vs 10
NM_002540 // ODF2 // outer dense fiber of sperm tails 2 // 9q34.11 // 4957 /// N	ODF2	NM_002540	0.19098	0.0100644	0.000437916	0.02010029	9.18136	9.12162	9.06726	9.03441	0.334782	1.06232	1.06232	0 up vs 10
NM_018448 // CAND1 // cullin-associated and neddylation-dissociated 1 // 12q14 /	CAND1	NM_018448	0.0447368	0.873875	0.00043881	0.02010029	10.5597	10.5625	10.3556	10.3476	0.0460233	1.1606	1.1606	0 up vs 10
NM_020937 // FANCM // Fanconi anemia, complementation group M // 14q21.3 // 5769	FANCM	NM_020937	0.0908859	9.65847E-05	0.000447722	0.02045426	7.39972	7.18612	7.08384	6.90667	0.148813	1.21373	1.21373	0 up vs 10
NM_139317 // BIRC7 // baculoviral IAP repeat-containing 7 // 20q13.3 // 79444 //	BIRC7	NM_139317	0.210452	0.377173	0.000449624	0.02048696	7.2302	7.23687	7.39784	7.432	0.173034	0.873496	-1.14482	0 down vs 10
NM_002439 // MSH3 // mutS homolog 3 (E. coli) // 5q11-q12 // 4437 /// ENST000002	MSH3	NM_002439	0.253955	0.134464	0.0004549	0.02062068	8.58075	8.55206	8.47264	8.44975	0.305119	1.07349	1.07349	0 up vs 10
NM_004728 // DDX21 // DEAD (Asp-Glu-Ala-Asp) box polypeptide 21 // 10q21 // 9188	DDX21	NM_004728	0.0792137	0.441284	0.000454947	0.02062068	10.1893	10.1776	9.97758	9.95882	0.0860068	1.16374	1.16374	0 up vs 10
NM_015476 // C18orf10 // chromosome 18 open reading frame 10 // 18q12.2 // 25941	C18orf10	NM_015476	0.157622	0.0556928	0.000458134	0.02071077	10.8817	10.9429	10.6842	10.7225	0.139335	1.16507	1.16507	0 up vs 10
NM_020774 // MIB1 // mindbomb homolog 1 (Drosophila) // 18q11.2 // 57534 /// ENS	MIB1	NM_020774	0.20645	0.0648877	0.000466702	0.02104302	9.70345	9.73365	9.58175	9.61797	0.253374	1.08349	1.08349	0 up vs 10
NM_024758 // AGMAT // agmatine ureohydrolase (agmatinase) // 1p36.21 // 79814 //	AGMAT	NM_024758	0.399429	0.622142	0.000473617	0.0212992	7.22583	7.21375	7.3237	7.31583	0.40701	0.931688	-1.07332	0 down vs 10
NM_005788 // PRMT3 // protein arginine methyltransferase 3 // 11p15.1 // 10196 /	PRMT3	NM_005788	0.0663581	0.707967	0.000478484	0.02146218	8.29586	8.3094	7.9735	7.98105	0.0758702	1.25558	1.25558	0 up vs 10
NM_006185 // NUMA1 // nuclear mitotic apparatus protein 1 // 11q13 // 4926 /// E	NUMA1	NM_006185	0.14052	0.0112375	0.000485104	0.02170275	9.76252	9.74529	9.71426	9.69795	0.169262	1.03336	1.03336	0 up vs 10
NM_002878 // RAD51L3 // RAD51-like 3 (S. cerevisiae) // 17q11 // 5892 /// NM_133	RAD51L3	NM_002878	0.612518	0.0785143	0.000493775	0.02203359	8.69186	8.66534	8.65669	8.63617	0.691232	1.02043	1.02043	0 up vs 10
BC002378 // KIAA0652 // KIAA0652 // 11p11.2 // 9776 /// AK289641 // KIAA0652 //	KIAA0652	BC002378	0.799056	0.978759	0.000495343	0.02204659	10.3606	10.3676	10.3207	10.3153	0.753098	1.03695	1.03695	0 up vs 10
NM_020680 // SCYL1 // SCY1-like 1 (S. cerevisiae) // 11q13 // 57410 /// NM_00104	SCYL1	NM_020680	0.597878	0.123043	0.000500615	0.02222396	10.4468	10.4776	10.4853	10.4968	0.802624	0.986766	-1.01341	0 down vs 10
NM_001008697 // TFIP11 // tuftelin interacting protein 11 // 22q12.1 // 24144 //	TFIP11	NM_001008697	0.774519	0.105707	0.000504413	0.02233515	8.75806	8.75199	8.77036	8.74994	0.963943	1.00142	1.00142	0 up vs 10
NM_018183 // SBNO1 // strawberry notch homolog 1 (Drosophila) // 12q24.31 // 552	SBNO1	NM_018183	0.0477287	0.203058	0.000508364	0.02245253	9.9638	9.93909	9.69812	9.66654	0.0539564	1.20794	1.20794	0 up vs 10
NM_020806 // GPHN // gephyrin // 14q23.3 // 10243 /// NM_001024218 // GPHN // ge	GPHN	NM_020806	0.688124	0.173877	0.000512121	0.02250687	7.30108	7.26306	7.25471	7.23433	0.814063	1.02011	1.02011	0 up vs 10
NM_014939 // KIAA1012 // KIAA1012 // 18q12.1 // 22878 /// ENST00000283351 // KIA	KIAA1012	NM_014939	0.354907	0.759883	0.000512201	0.02250687	8.98542	8.98419	8.79888	8.77881	0.337833	1.15299	1.15299	0 up vs 10
NM_003165 // STXBP1 // syntaxin binding protein 1 // 9q34.1 // 6812 /// NM_00103	STXBP1	NM_003165	0.537745	0.363461	0.00051403	0.02252991	9.79474	9.81273	9.7319	9.74711	0.543983	1.04653	1.04653	0 up vs 10
NM_024953 // C12orf30 // chromosome 12 open reading frame 30 // 12q24.13 // 8001	C12orf30	NM_024953	0.131789	0.219612	0.00051657	0.02258392	8.32885	8.29842	8.09826	8.0638	0.146304	1.17659	1.17659	0 up vs 10
NM_177438 // DICER1 // dicer 1, ribonuclease type III // 14q32.13 // 23405 /// N	DICER1	NM_177438	0.170254	0.677539	0.000519721	0.02262683	9.22467	9.21788	9.06569	9.08868	0.282874	1.09369	1.09369	0 up vs 10
NM_032142 // CEP192 // centrosomal protein 192kDa // 18p11.21 // 55125 /// ENST0	CEP192	NM_032142	0.0415346	0.00629112	0.000520172	0.02262683	8.40021	8.28795	8.00049	7.90201	0.0588383	1.30671	1.30671	0 up vs 10
NM_001560 // IL13RA1 // interleukin 13 receptor, alpha 1 // Xq24 // 3597 /// ENS	IL13RA1	NM_001560	0.0878038	0.921105	0.00052698	0.02286537	10.1832	10.1952	9.88705	9.86941	0.0782536	1.25338	1.25338	0 up vs 10
NM_018139 // C14orf104 // chromosome 14 open reading frame 104 // 14q22.1 // 551	C14orf104	NM_018139	0.153864	0.279233	0.000535171	0.02314937	7.42669	7.48429	7.07972	7.11283	0.150464	1.29367	1.29367	0 up vs 10
NM_015144 // ZCCHC14 // zinc finger, CCHC domain containing 14 // 16q24.2 // 231	ZCCHC14	NM_015144	0.41807	0.473411	0.000536295	0.02314937	8.50424	8.53964	8.30012	8.32836	0.428997	1.15771	1.15771	0 up vs 10
NM_020428 // SLC44A2 // solute carrier family 44, member 2 // 19p13.1 // 57153 /	SLC44A2	NM_020428	0.699093	0.027979	0.000537547	0.02314937	11.38	11.4735	11.3049	11.3854	0.669302	1.06298	1.06298	0 up vs 10
NM_018117 // BRWD2 // bromodomain and WD repeat domain containing 2 // 10q26 //	BRWD2	NM_018117	0.179222	0.972551	0.000540483	0.02321264	9.90136	9.90853	9.74402	9.7382	0.171261	1.12532	1.12532	0 up vs 10
NM_020964 // KIAA1632 // KIAA1632 // 18q12.3-q21.1 // 57724 /// ENST00000282041	KIAA1632	NM_020964	0.0451717	0.0259547	0.000541787	0.02321264	10.5117	10.4578	10.2571	10.2079	0.0598474	1.18919	1.18919	0 up vs 10
NM_015358 // MORC3 // MORC family CW-type zinc finger 3 // 21q22.13 // 23515 ///	MORC3	NM_015358	0.122946	0.411877	0.000544892	0.02321264	9.34783	9.33131	9.04765	9.01051	0.1205	1.24902	1.24902	0 up vs 10
NM_014661 // FAM53B // family with sequence similarity 53, member B // 10q26.13	FAM53B	NM_014661	0.562539	0.482244	0.000545301	0.02321264	7.6893	7.69652	7.64863	7.65895	0.613265	1.02638	1.02638	0 up vs 10
NM_139172 // TMEM190 // transmembrane protein 190 // 19q13.42 // 147744 /// ENST	TMEM190	NM_139172	0.153372	0.0507829	0.000545737	0.02321264	7.15814	7.19483	7.36654	7.4363	0.122697	0.845882	-1.1822	0 down vs 10
NM_078476 // BTN2A1 // butyrophilin, subfamily 2, member A1 // 6p22.1 // 11120 /	BTN2A1	NM_078476	0.277453	0.0220495	0.00055383	0.02349899	8.8321	8.75156	8.98045	8.93569	0.209135	0.880181	-1.13613	0 down vs 10
NM_014977 // ACIN1 // apoptotic chromatin condensation inducer 1 // 14q11.2 // 2	ACIN1	NM_014977	0.532295	0.0824707	0.00055905	0.02366234	9.29239	9.27109	9.25816	9.24305	0.627929	1.01963	1.01963	0 up vs 10
NM_001006634 // ARHGAP17 // Rho GTPase activating protein 17 // 16p12.1 // 55114	ARHGAP17	NM_001006634	0.0235446	0.482249	0.000566398	0.02386925	8.89744	8.90551	8.69489	8.70611	0.0324404	1.14822	1.14822	0 up vs 10
NM_198489 // CCDC84 // coiled-coil domain containing 84 // 11q23.3 // 338657 ///	CCDC84	NM_198489	0.0269564	0.0876823	0.000566703	0.02386925	8.71314	8.703	8.59815	8.57878	0.0248812	1.08992	1.08992	0 up vs 10
NM_177402 // SYT2 // synaptotagmin II // 1q32.1 // 127833 /// ENST00000367267 //	SYT2	NM_177402	0.357897	0.896988	0.000569247	0.02391807	7.10921	7.10216	7.24675	7.24712	0.360817	0.904407	-1.1057	0 down vs 10
NM_012121 // CDC42EP4 // CDC42 effector protein (Rho GTPase binding) 4 // 17q24-	CDC42EP4	NM_012121	0.822205	0.149018	0.000577077	0.02418821	8.87964	8.83933	8.90688	8.88152	0.743138	0.971178	-1.02968	0 down vs 10
NM_024519 // FAM65A // family with sequence similarity 65, member A // 16q22.1 /	FAM65A	NM_024519	0.0224524	0.117515	0.000582265	0.0243067	9.51213	9.5197	9.39799	9.41581	0.0425746	1.07466	1.07466	0 up vs 10
NM_007018 // CEP110 // centrosomal protein 110kDa // 9q33-q34 // 11064 /// ENST0	CEP110	NM_007018	0.0926623	0.00995585	0.000584619	0.0243067	6.80613	6.63105	6.35243	6.25013	0.170693	1.30217	1.30217	0 up vs 10
NM_032514 // MAP1LC3A // microtubule-associated protein 1 light chain 3 alpha //	MAP1LC3A	NM_032514	0.0834973	0.0129427	0.000584649	0.0243067	7.16925	7.20051	7.38726	7.47837	0.0441322	0.824811	-1.2124	0 down vs 10
NM_004075 // CRY1 // cryptochrome 1 (photolyase-like) // 12q23-q24.1 // 1407 ///	CRY1	NM_004075	0.0915982	0.152355	0.000585534	0.0243067	8.41693	8.39919	8.18476	8.13454	0.0730264	1.20134	1.20134	0 up vs 10
NM_139281 // WDR36 // WD repeat domain 36 // 5q22.1 // 134430 /// ENST0000032365	WDR36	NM_139281	0.924696	0.115672	0.000588287	0.02436242	9.54095	9.50358	9.55474	9.50481	0.99364	0.999146	-1.00085	0 down vs 10
NM_014999 // RAB21 // RAB21, member RAS oncogene family // 12q21.1 // 23011 ///	RAB21	NM_014999	0.0632024	0.556833	0.000590586	0.02439911	11.2442	11.2478	10.9429	10.9085	0.0510862	1.26513	1.26513	0 up vs 10
NM_024516 // C16orf53 // chromosome 16 open reading frame 53 // 16p11.2 // 79447	C16orf53	NM_024516	0.448088	0.000959249	0.000604555	0.02491661	9.66358	9.56378	9.58616	9.51994	0.681931	1.03085	1.03085	0 up vs 10
NM_005436 // CCDC6 // coiled-coil domain containing 6 // 10q21 // 8030 /// ENST0	CCDC6	NM_005436	0.102816	0.436947	0.000610384	0.02509696	10.4968	10.5178	10.297	10.3076	0.105265	1.15688	1.15688	0 up vs 10
NM_016312 // WBP11 // WW domain binding protein 11 // 12p12.3 // 51729 /// ENST0	WBP11	NM_016312	0.0153935	0.142135	0.000626731	0.02570788	9.09216	9.07389	8.70928	8.65452	0.0131482	1.33734	1.33734	0 up vs 10
NM_024077 // SECISBP2 // SECIS binding protein 2 // 9q22.2 // 79048 /// ENST0000	SECISBP2	NM_024077	0.170547	0.953597	0.000634685	0.02597245	9.08169	9.08059	8.80278	8.79992	0.191245	1.21476	1.21476	0 up vs 10
NM_194356 // STX2 // syntaxin 2 // 12q24.33 // 2054 /// NM_001980 // STX2 // syn	STX2	NM_194356	0.00965451	0.00173305	0.000637193	0.02601344	10.4553	10.3967	10.2575	10.2221	0.0235117	1.12862	1.12862	0 up vs 10
NM_014856 // DENND4B // DENN/MADD domain containing 4B // 1q21 // 9909 /// ENST0	DENND4B	NM_014856	0.869724	0.358595	0.000640573	0.02604811	8.41276	8.38639	8.43349	8.41786	0.814562	0.978423	-1.02205	0 down vs 10
BC032333 // KIAA1704 // KIAA1704 // 13q13-q14 // 55425 /// BC039586 // KIAA1704	KIAA1704	BC032333	0.032509	0.894872	0.000641059	0.02604811	8.49893	8.50504	8.26239	8.26079	0.0362804	1.18447	1.18447	0 up vs 10
NM_015171 // XPO6 // exportin 6 // 16p11.2 // 23214 /// ENST00000304658 // XPO6	XPO6	NM_015171	0.0585979	0.0107856	0.000646388	0.02618328	11.7677	11.7435	11.6685	11.6409	0.0639081	1.07373	1.07373	0 up vs 10
NM_000933 // PLCB4 // phospholipase C, beta 4 // 20p12 // 5332 /// NM_182797 //	PLCB4	NM_000933	0.485623	0.059818	0.000647418	0.02618328	9.07351	9.28745	8.68018	8.87785	0.49338	1.32832	1.32832	0 up vs 10
NM_005227 // EFNA4 // ephrin-A4 // 1q21-q22 // 1945 /// NM_182689 // EFNA4 // ep	EFNA4	NM_005227	0.0523088	0.0143165	0.000650787	0.02625804	7.15292	7.2207	7.38707	7.43144	0.0904438	0.86409	-1.15729	0 down vs 10
NM_015036 // ENDOD1 // endonuclease domain containing 1 // 11q21 // 23052 /// EN	ENDOD1	NM_015036	0.0903221	0.0185219	0.000664962	0.02673225	10.0808	10.0324	9.91935	9.88147	0.128992	1.11026	1.11026	0 up vs 10
NM_001042537 // SLC9A6 // solute carrier family 9 (sodium/hydrogen exchanger), m	SLC9A6	NM_001042537	0.0798429	0.844945	0.000665636	0.02673225	10.1661	10.1833	9.9267	9.91815	0.0693585	1.20175	1.20175	0 up vs 10
NM_018026 // PACS1 // phosphofurin acidic cluster sorting protein 1 // 11q13.1 /	PACS1	NM_018026	0.308717	0.260947	0.000676412	0.02710199	9.54687	9.55584	9.42916	9.46646	0.459721	1.06391	1.06391	0 up vs 10
NM_057169 // GIT2 // G protein-coupled receptor kinase interactor 2 // 12q24.1 /	GIT2	NM_057169	0.19025	0.916528	0.000682753	0.02729274	9.76124	9.75077	9.61628	9.62285	0.268748	1.09272	1.09272	0 up vs 10
NM_005854 // RAMP2 // receptor (G protein-coupled) activity modifying protein 2	RAMP2	NM_005854	0.193628	0.362584	0.000688614	0.02741764	5.93153	5.90298	6.07639	6.06999	0.161098	0.890686	-1.12273	0 down vs 10
NM_002751 // MAPK11 // mitogen-activated protein kinase 11 // 22q13.33 // 5600 /	MAPK11	NM_002751	0.118725	0.10279	0.000689053	0.02741764	7.49917	7.51758	7.6795	7.72823	0.0900182	0.864149	-1.15721	0 down vs 10
NM_001109662 // C12orf51 // chromosome 12 open reading frame 51 // 12q24.13 // 2	C12orf51	NM_001109662	0.0744685	0.531793	0.000694947	0.0275886	8.08968	8.10018	7.82479	7.84448	0.09958	1.19392	1.19392	0 up vs 10
NM_021818 // SAV1 // salvador homolog 1 (Drosophila) // 14q13-q23 // 60485 /// E	SAV1	NM_021818	0.377643	0.985703	0.000699595	0.02770942	9.91126	9.92748	9.70115	9.68345	0.336092	1.1843	1.1843	0 up vs 10
NM_006421 // ARFGEF1 // ADP-ribosylation factor guanine nucleotide-exchange fact	ARFGEF1	NM_006421	0.287037	0.801277	0.000708949	0.02801565	9.48601	9.49041	9.31394	9.32348	0.32766	1.12266	1.12266	0 up vs 10
NM_006380 // APPBP2 // amyloid beta precursor protein (cytoplasmic tail) binding	APPBP2	NM_006380	0.150066	0.0782093	0.000718491	0.0283279	10.7057	10.7529	10.5332	10.563	0.136934	1.14064	1.14064	0 up vs 10
NM_020123 // TM9SF3 // transmembrane 9 superfamily member 3 // 10q24.1 // 56889	TM9SF3	NM_020123	0.169026	0.55667	0.000727534	0.0286191	12.3008	12.2968	12.1253	12.104	0.155826	1.14303	1.14303	0 up vs 10
NM_001007559 // SS18 // synovial sarcoma translocation, chromosome 18 // 18q11.2	SS18	NM_001007559	0.0465219	0.118039	0.000730731	0.02865961	10.426	10.3862	10.1577	10.1264	0.064489	1.19738	1.19738	0 up vs 10
NM_057159 // LPAR1 // lysophosphatidic acid receptor 1 // 9q31.3 // 1902 /// NM_	LPAR1	NM_057159	0.551299	0.041858	0.000731883	0.02865961	10.967	10.8476	10.8033	10.701	0.614043	1.10692	1.10692	0 up vs 10
NM_016355 // DDX47 // DEAD (Asp-Glu-Ala-Asp) box polypeptide 47 // 12p13.1 // 51	DDX47	NM_016355	0.0360139	0.970066	0.000738929	0.02887006	10.4695	10.4696	10.3264	10.3255	0.0441104	1.10506	1.10506	0 up vs 10
NM_183004 // EIF5 // eukaryotic translation initiation factor 5 // 14q32.32 // 1	EIF5	NM_183004	0.0149128	0.481157	0.000743818	0.02894455	10.9061	10.8994	10.6886	10.6765	0.017615	1.16702	1.16702	0 up vs 10
NM_022752 // ZNF574 // zinc finger protein 574 // 19q13.2 // 64763 /// ENST00000	ZNF574	NM_022752	0.468226	0.0881454	0.000744733	0.02894455	8.32391	8.28642	8.26474	8.24941	0.665726	1.02598	1.02598	0 up vs 10
