Curated Gene Symbol	InsermSymbole	Symbole	Nom	RefSeq
SLC5A11	KST1___________-1A-1a	KST1	sodium/myo-inositol cotransporter 2	NM_052944
SLC1A3	SLC1A3_________-1A-1a	SLC1A3	solute carrier family 1 (glial high affinity glutamate transporter), member 3	NM_004172
SLC1A4	SLC1A4_________-1A-1a	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	NM_003038
SLC40A1	SLC11A3________-1A-1a	SLC11A3	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 3	NM_014585
SLC12A6	SLC12A6________-1A-1a	SLC12A6	solute carrier family 12 (potassium/chloride transporters), member 6	NM_005135
SLC12A7	SLC12A7________-1A-1a	SLC12A7	solute carrier family 12 (potassium/chloride transporters), member 7	NM_006598
SLC12A5	SLC12A5________-1A-1a	SLC12A5	solute carrier family 12, (potassium-chloride transporter) member 5	NM_020708
SLC16A1	SLC16A1________-1A-1a	SLC16A1	solute carrier family 16 (monocarboxylic acid transporters), member 1	NM_003051
SLC16A7	SLC16A7________-1A-1a	SLC16A7	solute carrier family 16 (monocarboxylic acid transporters), member 7	NM_004731
SLC2A1	SLC2A1_________-1A-1a	SLC2A1	solute carrier family 2 (facilitated glucose transporter), member 1	NM_006516
SLC2A2	SLC2A2_________-1A-1a	SLC2A2	solute carrier family 2 (facilitated glucose transporter), member 2	NM_000340
SLC2A3	SLC2A3_________-1A-1a	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3	NM_006931
SLC2A4	SLC2A4_________-1A-1a	SLC2A4	solute carrier family 2 (facilitated glucose transporter), member 4	NM_001042
SLC22A6	SLC22A6________-1A-1a	SLC22A6	solute carrier family 22 (organic anion transporter), member 6	NM_004790
SLC22A7	SLC22A7________-1A-1a	SLC22A7	solute carrier family 22 (organic anion transporter), member 7	NM_006672
SLC22A5	SLC22A5________-1A-1a	SLC22A5	solute carrier family 22 (organic cation transporter), member 5	NM_003060
SLC25A12	SLC25A12_______-1A-1a	SLC25A12	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	NM_003705
SLC25A5	SLC25A5________-1A-1a	SLC25A5	solute carrier family 25 (mitochondrial carrier; adenine nucleotide tra	NM_001152
SLC25A4	SLC25A4________-1A-1a	SLC25A4	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4	NM_001151
SLC25A11	SLC25A11_______-1A-1a	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	NM_003562
SLC25A3	SLC25A3________-1A-1a	SLC25A3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	NM_002635
SLC26A1	SLC26A1________-1A-1a	SLC26A1	solute carrier family 26 (sulfate transporter), member 1	NM_022042
SLC27A5	SLC27A5________-1A-1a	SLC27A5	solute carrier family 27 (fatty acid transporter), member 5	NM_012254
SLC28A1	SLC28A1________-1A-1a	SLC28A1	solute carrier family 28 (sodium-coupled nucleoside transporter), member 1	NM_004213
SLC35E1	SLC35E1________-1A-1a	SLC35E1	solute carrier family 35, member E1	NM_024881
SLC38A3	SLC38A3________-1A-1a	SLC38A3	solute carrier family 38, member 3	NM_006841
SLC4A1AP	SLC4A1AP_______-1A-1a	SLC4A1AP	solute carrier family 4 (anion exchanger), member 1, adaptor protein	NM_018158
SLC4A2	SLC4A2_________-1A-1a	SLC4A2	solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)	NM_003040
SLC4A3	SLC4A3_________-1A-1a	SLC4A3	solute carrier family 4, anion exchanger, member 3	NM_005070
SLC4A7	SLC4A7_________-1A-1a	SLC4A7	solute carrier family 4, sodium bicarbonate cotransporter, member 7	NM_003615
SLC5A5	SLC5A5_________-1A-1a	SLC5A5	solute carrier family 5 (sodium iodide symporter), member 5	NM_000453
SLC6A8	SLC6A8_________-1A-1a	SLC6A8	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	NM_005629
SLC6A7	SLC6A7_________-1A-1a	SLC6A7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7	NM_014228
SLC6A6	SLC6A6_________-1A-1a	SLC6A6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	NM_003043
SLC7A1	SLC7A1_________-1A-1a	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	NM_003045
SLC8A1	SLC8A1_________-1A-1a	SLC8A1	solute carrier family 8 (sodium/calcium exchanger), member 1	NM_021097
SLC8A2	SLC8A2_________-1A-1a	SLC8A2	solute carrier family 8 (sodium-calcium exchanger), member 2
SLC9A3R1	SLC9A3R1_______-1A-1a	SLC9A3R1	solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulatory factor 1	NM_004252
SLC9A3R2	SLC9A3R2_______-1A-1a	SLC9A3R2	solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulatory factor 2	NM_004785
SLC9A5	SLC9A5_________-1A-1a	SLC9A5	solute carrier family 9 (sodium/hydrogen exchanger), isoform 5	NM_004594
SLC9A6	SLC9A6_________-1A-1a	SLC9A6	solute carrier family 9 (sodium/hydrogen exchanger), isoform 6	NM_006359
SLC9A7	SLC9A7_________-1A-1a	SLC9A7	solute carrier family 9 (sodium/hydrogen exchanger), isoform 7	NM_032591
SST	SST____________-1A-1a	SST	somatostatin	NM_001048
SSTR1	SSTR1__________-1A-1a	SSTR1	somatostatin receptor 1	NM_001049
SSTR5	SSTR5__________-1A-1a	SSTR5	somatostatin receptor 5	NM_001053
SON	SON____________-1A-1a	SON	SON DNA binding protein	NM_003103
SORBS1	SORBS1_________-1A-1a	SORBS1	sorbin and SH3 domain containing 1	NM_006434
SRI	SRI____________-1A-1a	SRI	sorcin	NM_003130
SNX11	SNX11__________-1A-1a	SNX11	sorting nexin 11	NM_013323
SNX13	SNX13__________-1A-1a	SNX13	sorting nexin 13	NM_015132
SNX15	SNX15__________-1A-1a	SNX15	sorting nexin 15	NM_013306
ARHGAP33	SNX26__________-1A-1a	SNX26	sorting nexin 26	NM_052948
SNX5	SNX5___________-1A-1a	SNX5	sorting nexin 5	NM_014426
SNX9	SNX9___________-1A-1a	SNX9	sorting nexin 9	NM_016224
SP140	SP140__________-1A-1a	SP140	SP140 nuclear body protein	NM_007237
SP3	SP3____________-1A-1a	SP3	Sp3 transcription factor
SP4	SP4____________-1A-1a	SP4	Sp4 transcription factor	NM_003112
SPOCK1	SPOCK__________-1A-1a	SPOCK	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican)	NM_004598
SPOCK2	SPOCK2_________-1A-1a	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	NM_014767
SPARCL1	SPARCL1________-1A-1a	SPARCL1	SPARC-like 1 (mast9, hevin)	NM_004684
SPG7	SPG7___________-1A-1a	SPG7	spastic paraplegia 7, paraplegin (pure and complicated autosomal recessive)	NM_003119
CRISP3	SGP28__________-1A-1a	SGP28	specific granule protein (28 kDa)	NM_006061
SPTA1	SPTA1__________-1A-1a	SPTA1	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	NM_003126
SPTAN1	SPTAN1_________-1A-1a	SPTAN1	spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)	NM_003127
SPTBN1	SPTBN1_________-1A-1a	SPTBN1	spectrin, beta, non-erythrocytic 1	NM_003128
SPAG4	SPAG4__________-1A-1a	SPAG4	sperm associated antigen 4	NM_003116
SPAG7	SPAG7__________-1A-1a	SPAG7	sperm associated antigen 7	NM_004890
SAT1	SAT____________-1A-1a	SAT	spermidine/spermine N1-acetyltransferase	NM_002970
SMS	SMS____________-1A-1a	SMS	spermine synthase	NM_004595
SMPD1	SMPD1__________-1A-1a	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase)	NM_000543
SF3B1	SF3B1__________-1A-1a	SF3B1	splicing factor 3b, subunit 1, 155kDa	NM_012433
SF3B2	SF3B2__________-1A-1a	SF3B2	splicing factor 3b, subunit 2, 145kDa	NM_006842
SFPQ	SFPQ___________-1A-1a	SFPQ	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	NM_005066
SRSF11	SFRS11_________-1A-1a	SFRS11	splicing factor, arginine/serine-rich 11	NM_004768
SRSF3	SFRS3__________-1A-1a	SFRS3	splicing factor, arginine/serine-rich 3	NM_003017
SRSF7	SFRS7__________-1A-1a	SFRS7	splicing factor, arginine/serine-rich 7, 35kDa	NM_006276
SRSF9	SFRS9__________-1A-1a	SFRS9	splicing factor, arginine/serine-rich 9	NM_003769
SPON2	SPON2__________-1A-1a	SPON2	spondin 2, extracellular matrix protein	NM_012445
SPRY2	SPRY2__________-1A-1a	SPRY2	sprouty homolog 2 (Drosophila)	NM_005842
SQLE	SQLE___________-1A-1a	SQLE	squalene epoxidase	NM_003129
SART1	SART1__________-1A-1a	SART1	squamous cell carcinoma antigen recognised by T cells	NM_005146
DSE	SART2__________-1A-1a	SART2	squamous cell carcinoma antigen recognized by T cell	NM_013352
SOX8	SOX8___________-1A-1a	SOX8	SRY (sex determining region Y)-box 8	NM_014587
STAB2	STAB2__________-1A-1a	STAB2	stabilin 2	NM_017564
SNN	SNN____________-1A-1a	SNN	stannin	NM_003498
STC1	STC1___________-1A-1a	STC1	stanniocalcin 1	NM_003155
STC2	STC2___________-1A-1a	STC2	stanniocalcin 2	NM_003714
SOCS6	CIS4___________-1A-1a	CIS4	STAT induced STAT inhibitor-4	NM_004232
TAOK3	JIK____________-1A-1a	JIK	STE20-like kinase	NM_016281
SCD	SCD____________-1A-1a	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	NM_005063
CLEC11A	SCGF___________-1A-1a	SCGF	stem cell growth factor; lymphocyte secreted C-type lectin	NM_002975
SRD5A1	SRD5A1_________-1A-1a	SRD5A1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	NM_001047
SCP2	SCP2___________-1A-1a	SCP2	sterol carrier protein 2	NM_002979
STUB1	STUB1__________-1A-1a	STUB1	STIP1 homology and U-Box containing protein 1	NM_005861
SERP1	SERP1__________-1A-1a	SERP1	stress-associated endoplasmic reticulum protein 1; ribosome associated membrane protein 4	NM_014445
STIP1	STIP1__________-1A-1a	STIP1	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)	NM_006819
STRN	STRN___________-1A-1a	STRN	striatin, calmodulin binding protein	NM_003162
STRN3	STRN3__________-1A-1a	STRN3	striatin, calmodulin binding protein 3	NM_014574
NPTN	SDFR1__________-1A-1a	SDFR1	stromal cell derived factor receptor 1	NM_012428
SDF2	SDF2___________-1A-1a	SDF2	stromal cell-derived factor 2	NM_006923
SDHB	SDHB___________-1A-1a	SDHB	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	NM_003000
SUCLA2	SUCLA2_________-1A-1a	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit	NM_003850
SUCLG1	SUCLG1_________-1A-1a	SUCLG1	succinate-CoA ligase, GDP-forming, alpha subunit	NM_003849
SULT1B1	SULT1B1________-1A-1a	SULT1B1	sulfotransferase family, cytosolic, 1B, member 1	NM_014465
SULT2A1	SULT2A1________-1A-1a	SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA) -preferring, member 1	NM_003167
SULT1E1	STE____________-1A-1a	STE	sulfotransferase, estrogen-preferring	NM_005420
SOD2	SOD2___________-1A-1a	SOD2	superoxide dismutase 2, mitochondrial	NM_000636
SVIL	SVIL___________-1A-1a	SVIL	supervillin	NM_003174
SOCS1	SOCS1__________-1A-1a	SOCS1	suppressor of cytokine signaling 1	NM_003745
SUPT5H	SUPT5H_________-1A-1a	SUPT5H	suppressor of Ty 5 homolog (S. cerevisiae)	NM_003169
SURF1	SURF1__________-1A-1a	SURF1	surfeit 1	NM_003172
MED22	SURF5__________-1A-1a	SURF5	surfeit 5	NM_006752
SURF6	SURF6__________-1A-1a	SURF6	surfeit 6	NM_006753
SRPX2	SRPUL__________-1A-1a	SRPUL	sushi-repeat protein	NM_014467
SRPX	SRPX___________-1A-1a	SRPX	sushi-repeat-containing protein, X chromosome	NM_006307
SMARCB1	SMARCB1________-1A-1a	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	NM_003073
SMARCC1	SMARCC1________-1A-1a	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	NM_003074
SYNGR2	SYNGR2_________-1A-1a	SYNGR2	synaptogyrin 2	NM_004710
SYCP1	SYCP1__________-1A-1a	SYCP1	synaptonemal complex protein 1	NM_003176
SYPL1	SYPL___________-1A-1a	SYPL	synaptophysin-like protein	NM_006754
SNAP25	SNAP25_________-1A-1a	SNAP25	synaptosomal-associated protein, 25kDa	NM_003081
SDCBP	SDCBP__________-1A-1a	SDCBP	syndecan binding protein (syntenin)	NM_005625
STX1B	STX1B2_________-1A-1a	STX1B2	syntaxin 1B2	NM_052874
STX3	STX3A__________-1A-1a	STX3A	syntaxin 3A	NM_004177
STX6	STX6___________-1A-1a	STX6	syntaxin 6	NM_005819
SNTA1	SNTA1__________-1A-1a	SNTA1	syntrophin, alpha 1 (dystrophin-associated protein A1, 59kDa, acidic component)	NM_003098
SNTB1	SNTB1__________-1A-1a	SNTB1	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)	NM_021021
SNTB2	SNTB2__________-1A-1a	SNTB2	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)	NM_006750
SNTG1	SNTG1__________-1A-1a	SNTG1	syntrophin, gamma 1	NM_018967
SNCAIP	SNCAIP_________-1A-1a	SNCAIP	synuclein, alpha interacting protein (synphilin)	NM_005460
TRA@	TRA@___________-1A-1a	TRA@	T cell receptor alpha locus
TRBV16	TRBV16_________-1A-1a	TRBV16	T cell receptor beta variable 16
NA	TRBVOR9@_______-1A-1a	TRBVOR9@	T cell receptor beta variable orphans on chromosome 9	NG_001337
GPKOW	T54____________-1A-1a	T54	T54 protein	NM_015698
TAF12	TAF12__________-1A-1a	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	NM_005644
TAF6L	TAF6L__________-1A-1a	TAF6L	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	NM_006473
TAF7	TAF7___________-1A-1a	TAF7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	NM_005642
TAF9	TAF9___________-1A-1a	TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	NM_003187
TAZ	TAZ____________-1A-1a	TAZ	tafazzin (cardiomyopathy, dilated 3A (X-linked); endocardial fibroelastosis 2; Barth syndrome)	NM_000116
STIL	SIL____________-1A-1a	SIL	TAL1 (SCL) interrupting locus	NM_003035
TLN1	TLN1___________-1A-1a	TLN1	talin 1	NM_006289
TAPBPL	TAPBP-R________-1A-1a	TAPBP-R	TAP binding protein related	NM_018009
ABI3BP	TARSH__________-1A-1a	TARSH	target of Nesh-SH3	NM_015429
TAX1BP1	TAX1BP1________-1A-1a	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1	NM_006024
CSAG2	TRAG3__________-1A-1a	TRAG3	taxol resistance associated gene 3	NM_004909
CSAG2	TRAG3__________-2A-1a	TRAG3	taxol resistance associated gene 3	NM_004909
TBC1D5	TBC1D5_________-1A-1a	TBC1D5	TBC1 domain family, member 5	NM_014744
TBC1D8	TBC1D8_________-1A-1a	TBC1D8	TBC1 domain family, member 8 (with GRAM domain)	NM_007063
TBX5	TBX5___________-1A-1a	TBX5	T-box 5	NM_000192
TBX6	TBX6___________-1A-1a	TBX6	T-box 6	NM_004608
LRRC8B	TA-LRRP________-1A-1a	TA-LRRP	T-cell activation leucine repeat-rich protein
DYNLT1	TCTEL1_________-1A-1a	TCTEL1	t-complex-associated-testis-expressed 1-like 1	NM_006519
TGDS	TGDS___________-1A-1a	TGDS	TDP-glucose 4,6-dehydratase	NM_014305
TEK	TEK____________-1A-1a	TEK	TEK tyrosine kinase, endothelial (venous malformations, multiple cutaneous and mucosal)	NM_000459
TNC	TNC____________-1A-1a	TNC	tenascin C (hexabrachion)	NM_002160
TNMD	TNMD___________-1A-1a	TNMD	tenomodulin protein	NM_022144
THEG	THEG___________-1A-1a	THEG	testicular haploid expressed gene	NM_016585
TSPAN1	TSPAN-1________-1A-1a	TSPAN-1	tetraspan 1	NM_005727
TSPAN2	TSPAN-2________-1A-1a	TSPAN-2	tetraspan 2	NM_005725
TIAF1	TIAF1__________-1A-1a	TIAF1	TGFB1-induced anti-apoptotic factor 1	NM_004740
TXN	TXN____________-1A-1a	TXN	thioredoxin	NM_003329
TXN2	TXN2___________-1A-1a	TXN2	thioredoxin 2	NM_012473
TXNIP	TXNIP__________-1A-1a	TXNIP	thioredoxin interacting protein	NM_006472
TREX2	TREX2__________-1A-1a	TREX2	three prime repair exonuclease 2	NM_007205
TARS	TARS___________-1A-1a	TARS	threonyl-tRNA synthetase	NM_003191
THBD	THBD___________-1A-1a	THBD	thrombomodulin	NM_000361
THBS1	THBS1__________-1A-1a	THBS1	thrombospondin 1	NM_003246
THBS2	THBS2__________-1A-1a	THBS2	thrombospondin 2	NM_003247
THBS3	THBS3__________-1A-1a	THBS3	thrombospondin 3	NM_007112
THBS4	THBS4__________-1A-1a	THBS4	thrombospondin 4	NM_003248
TBXA2R	TBXA2R_________-1A-1a	TBXA2R	thromboxane A2 receptor	NM_001060
TK1	TK1____________-1A-1a	TK1	thymidine kinase 1, soluble	NM_003258
TK2	TK2____________-1A-1a	TK2	thymidine kinase 2, mitochondrial	NM_004614
TYMS	TYMS___________-1A-1a	TYMS	thymidylate synthetase	NM_001071
TMSB10	TMSB10_________-1A-1a	TMSB10	thymosin, beta 10	NM_021103
TMSB15A	TMSNB__________-1A-1a	TMSNB	thymosin, beta, identified in neuroblastoma cells	NM_021992
THRA	THRA___________-1A-1a	THRA	thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)	NM_003250
MED24	TRAP100________-1A-1a	TRAP100	thyroid hormone receptor-associated protein (100 kDa)	NM_014815
NKX2-1	TITF1__________-1A-1a	TITF1	thyroid transcription factor 1	NM_003317
TRH	TRH____________-1A-1a	TRH	thyrotropin-releasing hormone	NM_007117
TRHR	TRHR___________-1A-1a	TRHR	thyrotropin-releasing hormone receptor	NM_003301
TJP1	TJP1___________-1A-1a	TJP1	tight junction protein 1 (zona occludens 1)	NM_003257
TJP3	TJP3___________-1A-1a	TJP3	tight junction protein 3 (zona occludens 3)	NM_014428
TFPI	TFPI___________-1A-1a	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	NM_006287
TFPI2	TFPI2__________-1A-1a	TFPI2	tissue factor pathway inhibitor 2	NM_006528
TIMP1	TIMP1__________-1A-1a	TIMP1	tissue inhibitor of metalloproteinase 1 (erythroid potentiating activity, collagenase inhibitor)	NM_003254
TIMP2	TIMP2__________-1A-1a	TIMP2	tissue inhibitor of metalloproteinase 2	NM_003255
TIMP3	TIMP3__________-1A-1a	TIMP3	tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory)	NM_000362
TIMP4	TIMP4__________-1A-1a	TIMP4	tissue inhibitor of metalloproteinase 4	NM_003256
TTN	TTN____________-1A-1a	TTN	titin	NM_003319
TCAP	TCAP___________-1A-1a	TCAP	titin-cap (telethonin)	NM_003673
TRAF5	TRAF5__________-1A-1a	TRAF5	TNF receptor-associated factor 5	NM_004619
TTPA	TTPA___________-1A-1a	TTPA	tocopherol (alpha) transfer protein (ataxia (Friedreich-like) with vitamin E deficiency)	NM_000370
TLL2	TLL2___________-1A-1a	TLL2	tolloid-like 2	NM_012465
TLK1	TLK1___________-1A-1a	TLK1	tousled-like kinase 1	NM_012290
TANK	TANK___________-1A-1a	TANK	TRAF family member-associated NFKB activator	NM_004180
TCEB3B	TCEB3L_________-1A-1a	TCEB3L	transcription elongation factor (SIII) elongin A2	NM_016427
TCEB2	TCEB2__________-1A-1a	TCEB2	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	NM_007108
HNF1A	TCF1___________-1A-1a	TCF1	transcription factor 1, hepatic; LF-B1, hepatic nuclear factor (HNF1), albumin proximal factor	NM_000545
TCF12	TCF12__________-1A-1a	TCF12	transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	NM_003205
TCF21	TCF21__________-1A-1a	TCF21	transcription factor 21	NM_003206
TCF4	TCF4___________-1A-1a	TCF4	transcription factor 4	NM_003199
TCF7	TCF7___________-1A-1a	TCF7	transcription factor 7 (T-cell specific, HMG-box)	NM_003202
TFAM	TFAM___________-1A-1a	TFAM	transcription factor A, mitochondrial	NM_003201
TFDP2	TFDP2__________-1A-1a	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)	NM_006286
TCFL5	TCFL5__________-1A-1a	TCFL5	transcription factor-like 5 (basic helix-loop-helix)	NM_006602
TADA3	TADA3L_________-1A-1a	TADA3L	transcriptional adaptor 3-like	NM_006354
NAA15	TBDN100________-1A-1a	TBDN100	transcriptional coactivator tubedown-100	NM_025085
TRIM24	TIF1___________-1A-1a	TIF1	transcriptional intermediary factor 1	NM_003852
TLE2	TLE2___________-1A-1a	TLE2	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)	NM_003260
TLE3	TLE3___________-1A-1a	TLE3	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	NM_005078
TLE4	TLE4___________-1A-1a	TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)
TFRC	TFRC___________-1A-1a	TFRC	transferrin receptor (p90, CD71)	NM_003234
TGFB1	TGFB1__________-1A-1a	TGFB1	transforming growth factor, beta 1 (Camurati-Engelmann disease)	NM_000660
TGFB2	TGFB2__________-1A-1a	TGFB2	transforming growth factor, beta 2	NM_003238
TGFBR1	TGFBR1_________-1A-1a	TGFBR1	transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)	NM_004612
TGFBR2	TGFBR2_________-1A-1a	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	NM_003242
TGFBR3	TGFBR3_________-1A-1a	TGFBR3	transforming growth factor, beta receptor III (betaglycan, 300kDa)	NM_003243
TGFBI	TGFBI__________-1A-1a	TGFBI	transforming growth factor, beta-induced, 68kDa	NM_000358
TACC1	TACC1__________-1A-1a	TACC1	transforming, acidic coiled-coil containing protein 1	NM_006283
TACC2	TACC2__________-1A-1a	TACC2	transforming, acidic coiled-coil containing protein 2	NM_006997
TACC3	TACC3__________-1A-1a	TACC3	transforming, acidic coiled-coil containing protein 3	NM_006342
TAGLN	TAGLN__________-1A-1a	TAGLN	transgelin	NM_003186
TGM2	TGM2___________-1A-1a	TGM2	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)	NM_004613
TGM3	TGM3___________-1A-1a	TGM3	transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)	NM_003245
TGOLN2	TGOLN2_________-1A-1a	TGOLN2	trans-golgi network protein 2	NM_006464
TRPC1	TRPC1__________-1A-1a	TRPC1	transient receptor potential cation channel, subfamily C, member 1	NM_003304
TRPC3	TRPC3__________-1A-1a	TRPC3	transient receptor potential cation channel, subfamily C, member 3	NM_003305
TRPC4	TRPC4__________-1A-1a	TRPC4	transient receptor potential cation channel, subfamily C, member 4	NM_016179
TRPC5	TRPC5__________-1A-1a	TRPC5	transient receptor potential cation channel, subfamily C, member 5	NM_012471
TRPC6	TRPC6__________-1A-1a	TRPC6	transient receptor potential cation channel, subfamily C, member 6	NM_004621
TRPM2	TRPM2__________-1A-1a	TRPM2	transient receptor potential cation channel, subfamily M, member 2	NM_003307
TRPM3	TRPM3__________-1A-1a	TRPM3	transient receptor potential cation channel, subfamily M, member 3	NM_020952
TRPV4	TRPV4__________-1A-1a	TRPV4	transient receptor potential cation channel, subfamily V, member 4	NM_021625
TNP2	TNP2___________-1A-1a	TNP2	transition protein 2 (during histone to protamine replacement)	NM_005425
TKTL1	TKTL1__________-1A-1a	TKTL1	transketolase-like 1	NM_012253
EIF1B	GC20___________-1A-1a	GC20	translation factor sui1 homolog	NM_005875
TIMM10	TIMM10_________-1A-1a	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)	NM_012456
TIMM17A	TIMM17A________-1A-1a	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)	NM_006335
TIMM44	TIMM44_________-1A-1a	TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)	NM_006351
TPR	TPR____________-1A-1a	TPR	translocated promoter region (to activated MET oncogene)	NM_003292
SEC62	TLOC1__________-1A-1a	TLOC1	translocation protein 1	NM_003262
TM9SF1	TM9SF1_________-1A-1a	TM9SF1	transmembrane 9 superfamily member 1	NM_006405
PRRG3	TMG3___________-1A-1a	TMG3	transmembrane gamma-carboxyglutamic acid protein 3	NM_024082
CNPY2	TMEM4__________-1A-1a	TMEM4	transmembrane protein 4	NM_014255
TMEFF2	TMEFF2_________-1A-1a	TMEFF2	transmembrane protein with EGF-like and two follistatin-like domains 2	NM_016192
TAP1	TAP1___________-1A-1a	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	NM_000593
TAP2	TAP2___________-1A-1a	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	NM_018833
MAML3	TNRC3__________-1A-1a	TNRC3	trinucleotide repeat containing 3	NM_005878
TPI1	TPI1___________-1A-1a	TPI1	triosephosphate isomerase 1	NM_000365
TPI1	TPI1___________-2A-1a	TPI1	triosephosphate isomerase 1	NM_000365
TPI1	TPI1___________-2B-1a	TPI1	triosephosphate isomerase 1	NM_000365
TRIM10	TRIM10_________-1A-1a	TRIM10	tripartite motif-containing 10	NM_006778
TRIM14	TRIM14_________-1A-1a	TRIM14	tripartite motif-containing 14	NM_033220
TRIM36	TRIM36_________-1A-1a	TRIM36	tripartite motif-containing 36	NM_018700
TRIM51	TRIM51_________-1A-1a	TRIM51	tripartite motif-containing 51	NM_032681
TRIO	TRIO___________-1A-1a	TRIO	triple functional domain (PTPRF interacting)	NM_007118
TMOD1	TMOD___________-1A-1a	TMOD	tropomodulin	NM_003275
TMOD4	TMOD4__________-1A-1a	TMOD4	tropomodulin 4 (muscle)	NM_013353
TPM1	TPM1___________-1A-1a	TPM1	tropomyosin 1 (alpha)	NM_000366
TPM2	TPM2___________-1A-1a	TPM2	tropomyosin 2 (beta)	NM_003289
TPM3	TPM3___________-1A-1a	TPM3	tropomyosin 3	NM_152263
TNNC1	TNNC1__________-1A-1a	TNNC1	troponin C, slow	NM_003280
TNNC2	TNNC2__________-1A-1a	TNNC2	troponin C2, fast	NM_003279
TNNI3	TNNI3__________-1A-1a	TNNI3	troponin I, cardiac	NM_000363
TNNI2	TNNI2__________-1A-1a	TNNI2	troponin I, skeletal, fast	NM_003282
TNNI1	TNNI1__________-1A-1a	TNNI1	troponin I, skeletal, slow	NM_003281
TNNT1	TNNT1__________-1A-1a	TNNT1	troponin T1, skeletal, slow	NM_003283
TNNT1	TNNT1__________-2A-1a	TNNT1	troponin T1, skeletal, slow	NM_003283
TNNT2	TNNT2__________-1A-1a	TNNT2	troponin T2, cardiac	NM_000364
C5orf45	LOC51149_______-1A-1a	LOC51149	truncated calcium binding protein	NM_016175
WRB	WRB____________-1A-1a	WRB	tryptophan rich basic protein	NM_004627
WARS	WARS___________-1A-1a	WARS	tryptophanyl-tRNA synthetase	NM_004184
TULP4	TUSP___________-1A-1a	TUSP	tubby super-family protein	NM_020245
TSC1	TSC1___________-1A-1a	TSC1	tuberous sclerosis 1	NM_000368
