Gene ID	Gene Name	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value(%)
XM_866625	Bos taurus similar to Homo sapiens sel-1 suppressor of lin-12-like (C. elegans) (SEL1L)	3.864223936	56.4251164	14.60192715	1.611084044	0.697678075
XM_593870	Bos taurus similar to Homo sapiens suppressor of cytokine signaling 4 (SOCS4), transcript variant 2	3.86349041	35.36978571	9.154878608	1.857495762	0.697678075
BI540354	Bos taurus similar to Homo sapiens CTP synthase II (CTPS2), transcript variant 2	3.86257873	436.4611112	112.9973372	1.626124594	0.697678075
XM_866660	Bos taurus similar to Homo sapiens KIAA0556 protein (KIAA0556)	3.861421109	8.994691	2.32937324	2.278684531	0.697678075
AW428312	Bos taurus similar to Homo sapiens DIX domain containing 1 (DIXDC1), transcript variant 2	3.860199792	1706.347239	442.0359906	1.815841586	0.697678075
NM_001038061	Bos taurus similar to Homo sapiens receptor associated protein 80 (RAP80)	3.85360623	285.8143153	74.16801256	1.589290538	0.697678075
XM_867435	Bos taurus similar to Homo sapiens katanin p80 (WD repeat containing) subunit B 1 (KATNB1)	3.853467316	1325.607561	344.0038417	1.455845609	0.697678075
XM_590498	Bos taurus similar to Homo sapiens RIB43A domain with coiled-coils 1 (RIBC1), transcript variant 2	3.852242716	77.94505658	20.23368264	6.610688246	0.697678075
NM_001034558	Bos taurus similar to Homo sapiens dynactin 2 (p50) (DCTN2)	3.851461929	9116.781077	2367.096247	1.198830724	0.697678075
NM_174452	Bos taurus Rho-associated, coiled-coil containing protein kinase 2 (ROCK2)	3.848560733	74.44720219	19.34416717	2.15129435	0.697678075
XM_870940	Bos taurus similar to Homo sapiens immunoglobulin mu binding protein 2 (IGHMBP2)	3.847513458	348.005962	90.44957627	1.365205623	0.697678075
XM_871002	Bos taurus similar to Homo sapiens septin 12 transcript variant 2 (FLJ25410)	3.846275343	11.95445344	3.108059715	1.987013642	0.697678075
NM_001002882	Bos taurus sialyltransferase ST3Gal-III (SIAT6)	3.844778786	13862.62742	3605.572176	1.464630409	0.697678075
XM_868212	Bos taurus similar to Homo sapiens hypothetical protein DKFZp547C195 (DKFZp547C195)	3.84443552	413.6879307	107.606937	1.927608745	0.697678075
NM_001033610	Bos taurus keratin 8 (KRT8)	3.843290188	523.3115398	136.1623802	3.813056983	0.697678075
NM_001034296	Bos taurus similar to Homo sapiens neuroepithelial cell transforming gene 1 (NET1)	3.843282706	10510.86983	2734.867724	2.270860954	0.697678075
XM_589237	Bos taurus similar to Homo sapiens poly (ADP-ribose) polymerase family, member 11 (PARP11)	3.841365584	342.9170818	89.26957726	1.535891548	0.697678075
NM_001040543	Bos taurus similar to Homo sapiens small nuclear ribonucleoprotein polypeptide G (SNRPG)	3.838500497	50.33256491	13.11255918	1.681506817	0.697678075
XM_586712	Bos taurus similar to PREDICTED: Homo sapiens ubiquitin specific peptidase 22, transcript variant 1 (USP22)	3.83593033	24092.7854	6280.819339	1.340562205	0.697678075
AW656790	Bos taurus similar to Homo sapiens zinc finger, CCHC domain containing 10 (ZCCHC10)	3.834209077	887.7729809	231.5400551	1.779239217	0.697678075
CB449574	Bos taurus similar to Homo sapiens sestrin 2 (SESN2)	3.832858487	730.1316935	190.4927343	1.997967419	0.697678075
XM_592329	Bos taurus similar to PREDICTED: Homo sapiens similar to Doublecortin domain-containing protein 2 (LOC642926)	3.832465587	13.96676531	3.644328956	2.101511371	0.697678075
XM_865383	Bos taurus similar to Homo sapiens sno, strawberry notch homolog 1 (Drosophila) (SBNO1)	3.832244424	68.019431	17.7492413	2.309200147	0.697678075
NM_001037490	Bos taurus zinc finger protein 474 (ZNF474)	3.831296602	922.3253777	240.7345276	6.26229115	0.697678075
NM_001038557	Bos taurus similar to Homo sapiens coiled-coil domain containing 5 (spindle associated) (CCDC5)	3.827817618	49.60444429	12.9589362	1.88023586	0.697678075
XM_615740	Bos taurus similar to Homo sapiens TGFB-induced factor 2 (TALE family homeobox) (TGIF2)	3.827774196	25.21046433	6.586194232	1.809129248	0.697678075
XM_607493	Bos taurus similar to Homo sapiens dynein, axonemal, light intermediate polypeptide 1 (DNALI1)	3.827050787	7.547621494	1.972176988	1.918893748	0.697678075
XM_581033	Bos taurus similar to Homo sapiens BCL2-related ovarian killer (BOK)	3.824747776	3482.061264	910.4028469	1.788196512	0.697678075
NM_173921	Bos taurus interleukin 4 (IL4)	3.824521893	2.275074042	0.594864954	1.329124685	0.697678075
XM_617505	Bos taurus similar to Homo sapiens heparanase 2 (HPSE2)	3.822340151	8.217043342	2.149741524	2.273852465	0.697678075
CB422428	Unidentified transcripts on BTA5 position 60606327-60605271	3.822237803	42.5382723	11.12915378	1.594559708	0.697678075
NM_001038206	Bos taurus similar to Homo sapiens chromosome 13 open reading frame 1 (C13orf1)	3.821810182	974.2367388	254.914999	1.41804361	0.697678075
NM_174553	Bos taurus interferon (alpha, beta and omega) receptor 2 (IFNAR2)	3.819690661	634.523264	166.1190186	2.037136158	0.697678075
BE749650	Bos taurus similar to PREDICTED: Homo sapiens similar to CG4502-PA (LOC134111)	3.816230794	2578.39869	675.6401355	2.290281589	0.697678075
XM_604226	Bos taurus similar to Homo sapiens retinoic acid induced 14 (RAI14)	3.815792609	7461.305378	1955.374975	2.782469937	0.697678075
NM_001024522	Bos taurus zygin 1 isoform 1 (FEZ1)	3.812247599	284.8156411	74.71068805	1.932817726	0.697678075
NM_174245	Bos taurus ATPase, H+ transporting, lysosomal (vacuolar proton pump), member J (ATP6J)	3.809419923	14507.19475	3808.242475	1.323414629	0.697678075
XM_599229	Bos taurus similar to Homo sapiens mediator of RNA polymerase II transcription, subunit 12 homolog (S. cerevisiae) (MED12)	3.807968279	19.67020725	5.165538632	2.194993604	0.697678075
XM_865708	PREDICTED: Bos taurus similar to P-granule Associated Novel protein family member (pan-1) (LOC614269), partial mRNA.	3.806174809	23.12714592	6.076217484	2.995685178	0.697678075
XM_881226	Bos taurus similar to Homo sapiens glial cells missing homolog 1 (Drosophila) (GCM1)	3.802491298	4.717071704	1.240521367	1.587161293	0.697678075
XM_866774	Bos taurus similar to Homo sapiens chromosome 18 open reading frame 25 (C18orf25), transcript variant 1	3.79834847	175.4068959	46.17977978	1.675455753	0.697678075
XM_589821	Bos taurus similar to PREDICTED: Homo sapiens ataxin 3-like (ATXN3L)	3.796847485	139.3524177	36.70213731	1.950238611	0.697678075
XM_866848	Bos taurus similar to Homo sapiens spectrin, alpha, non-erythrocytic 1 (alpha-fodrin) (SPTAN1)	3.795059807	3841.643619	1012.274856	2.07396191	0.697678075
BE483611	Bos taurus similar to Homo sapiens hypothetical protein LOC285636 (LOC285636)	3.792742253	2981.391624	786.0780999	1.741342526	0.697678075
NM_001037477	Bos taurus similar to Homo sapiens protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform (PPP2R1A)	3.791907091	9077.372122	2393.880415	1.679815074	0.697678075
AW416424	Unidentified transcripts	3.790875177	3.18249364	0.839514226	1.461157871	0.697678075
XM_587322	Bos taurus similar to Homo sapiens GA binding protein transcription factor, alpha subunit 60kDa (GABPA)	3.790543588	247.0787061	65.18292175	1.470007094	0.697678075
XM_610486	Bos taurus similar to Homo sapiens keratin 73 (KRT73)	3.78993596	25.86858983	6.825600775	2.236649772	0.697678075
NM_176638	Bos taurus caspase 4, apoptosis-related cysteine protease (CASP4)	3.786757661	5.798284458	1.531200298	1.860260994	0.697678075
XM_869179	Bos taurus similar to Homo sapiens RAD51-like 1 (S. cerevisiae) (RAD51L1), transcript variant 2	3.783631319	312.6092813	82.62149638	2.218878367	0.697678075
NM_174247	Bos taurus beaded filament structural protein 1, filensin (BFSP1)	3.781572698	134.639879	35.60420221	2.873782396	0.697678075
XM_866436	Bos taurus similar to Homo sapiens KIAA0317 (KIAA0317)	3.780627402	1798.026912	475.5895572	1.567550696	0.697678075
XM_865160	Bos taurus similar to Homo sapiens phospholipase D family, member 3 (PLD3), transcript variant 2	3.780046806	1881.309024	497.6946372	1.984578127	0.697678075
XM_614537	Bos taurus similar to Homo sapiens copper metabolism (Murr1) domain containing 1 (COMMD1)	3.777569105	2650.406178	701.6168612	1.53267955	0.697678075
NM_001034495	Bos taurus similar to Homo sapiens ribosomal protein L35 (RPL35)	3.776058686	2086.657589	552.6020019	1.597455244	0.697678075
XM_611840	Bos taurus similar to Homo sapiens growth differentiation factor 11 (GDF11)	3.775140893	45.15603343	11.96141673	3.340992886	0.697678075
XM_867069	Bos taurus similar to Homo sapiens ribosomal protein L38 (RPL38), transcript variant 1	3.77442696	22695.43133	6012.947547	1.335430448	0.697678075
NM_001024521	Bos taurus ring finger and WD repeat domain 1 isoform 1 (TRAF7)	3.773030086	766.1124721	203.0496589	1.466711861	0.697678075
XM_870330	Bos taurus similar to Homo sapiens dihydrouridine synthase 1-like (S. cerevisiae) (DUS1L)	3.772997335	1762.742577	467.1995287	1.28000916	0.697678075
XM_864339	Bos taurus similar to Homo sapiens R3H domain containing 2 (R3HDM2)	3.770478704	2893.687599	767.4589423	1.690209788	0.697678075
CB534630	Unidentified transcripts on BTA26 position 8267267-8266858	3.768669942	359.64066	95.42906796	2.136504484	0.697678075
XM_593050	Bos taurus similar to Homo sapiens KIAA0323 (KIAA0323)	3.762046803	109.2296045	29.03462137	1.786456529	0.697678075
NM_001012668	Bos taurus hexokinase 1 (HK1)	3.761410662	4714.548166	1253.398948	2.198269355	0.697678075
XM_863888	Bos taurus similar to Homo sapiens discs, large homolog 2, chapsyn-110 (Drosophila) (DLG2)	3.761053285	191.2822582	50.85869402	2.504712491	0.697678075
BI359559	Bos taurus similar to PREDICTED: Homo sapiens synaptopodin 2, transcript variant 4 (SYNPO2)	3.758883914	294.3329949	78.3032947	2.383491919	0.697678075
XM_867368	Bos taurus similar to Homo sapiens nucleolar protein 12 (NOL12)	3.757811378	772.0409599	205.4496307	1.783611868	0.697678075
XM_879785	Bos taurus similar to Homo sapiens leucine-zipper-like transcription regulator 1 (LZTR1)	3.757395664	2407.610929	640.7658772	1.501331914	0.697678075
XM_870475	PREDICTED: Bos taurus similar to transcription initiation factor IIIB (LOC618148)	3.755662085	8.496178043	2.262231758	1.621363536	0.697678075
AW654872	Unidentified transcripts on BTA5 position 71090051-71090713	3.752467068	451.6034416	120.348409	1.356919609	0.697678075
NM_001014393	Bos taurus beta-3-glucuronyltransferase P (b3gat1)	3.748294816	39.87048766	10.63696684	2.045590757	0.697678075
XM_875643	Bos taurus similar to Homo sapiens interleukin 17 receptor C (IL17RC), transcript variant 1	3.747091351	342.4619901	91.39408623	1.237337283	0.697678075
CB421381	Unidentified transcripts on BTA4 position 37051615-37052555	3.746405405	898.5020033	239.8304257	1.660803939	0.697678075
XM_614871	Bos taurus similar to Homo sapiens vanin 2 (VNN2), transcript variant 1	3.74158002	13.3627572	3.571420931	1.551172844	0.697678075
XM_590827	Bos taurus similar to Homo sapiens immunoglobulin superfamily, member 11 (IGSF11), transcript variant 1	3.738918041	14.23993142	3.80857009	2.473789821	0.697678075
XM_598130	Bos taurus similar to Homo sapiens histone deacetylase 11 (HDAC11)	3.736787355	8414.131038	2251.70186	1.952498752	0.697678075
CB460830	Unidentified transcripts on BTA23 position 34333088-34332345	3.736334982	911.8446806	244.0478932	1.906726561	0.697678075
NM_001034395	Bos taurus similar to Homo sapiens heterogeneous nuclear ribonucleoprotein C (C1/C2) (HNRPC), transcript variant 2	3.734531006	2241.424115	600.1889157	1.296183268	0.697678075
CB446568	Unidentified transcripts	3.733370065	2429.845961	650.8451931	1.523770051	0.697678075
XM_605989	Bos taurus similar to Homo sapiens MCM10 minichromosome maintenance deficient 10 (S. cerevisiae) (MCM10), transcript variant 2	3.732880073	133.4757209	35.75676644	3.422070416	0.697678075
XM_867721	Bos taurus similar to Homo sapiens integrin, alpha 7 (ITGA7)	3.732141366	28085.84936	7525.39805	1.679572626	0.697678075
EE891873	Bos taurus similar to Homo sapiens T-cell activation GTPase activating protein (TAGAP), transcript variant 2	3.730818504	1235.908574	331.270088	1.935779726	0.697678075
XM_580765	Bos taurus similar to Homo sapiens protein phosphatase, EF-hand calcium binding domain 1 (PPEF1), transcript variant 1	3.726443156	314.0971612	84.28873006	2.032992114	0.697678075
CB167004	Bos taurus similar to Homo sapiens SUMO1/sentrin specific peptidase 7 (SENP7)	3.724770881	350.1206857	93.99791205	1.459670462	0.697678075
NM_001024561	Bos taurus DKFZp547P234 protein (C9orf91)	3.724216875	283.5778125	76.14428001	1.684421303	0.697678075
XM_581344	Bos taurus similar to Homo sapiens ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) (USP14), transcript variant 1	3.723452788	1395.187409	374.7025915	1.383857981	0.697678075
NM_174100	Bos taurus lactate dehydrogenase B (LDHB)	3.722720788	68560.50256	18416.77269	2.137851421	0.697678075
XM_583647	PREDICTED: Bos taurus similar to Aldehyde dehydrogenase 1A3 (Aldehyde dehydrogenase 6) (Retinaldehyde dehydrogenase 3) (RALDH-3) (LOC507093)	3.720670526	10.21179769	2.744612194	1.769291557	0.697678075
CB433942	Unidentified transcripts	3.720552063	9424.782689	2533.167801	2.418325474	0.697678075
XM_613125	Bos taurus similar to Homo sapiens phosphatase and tensin homolog (mutated in multiple advanced cancers 1) (PTEN)	3.716975564	645.9070981	173.7722207	1.542313894	0.697678075
XM_614054	Bos taurus similar to Homo sapiens serpin peptidase inhibitor, clade B (ovalbumin), member 5 (SERPINB5)	3.714228002	2.287736095	0.615938519	1.314339139	0.697678075
EE941929	Unidentified transcripts on BTA2 position 646865-647650	3.713299467	193.2768937	52.04990747	2.007646966	0.697678075
NM_001038140	Bos taurus similar to Homo sapiens myomesin (M-protein) 2, 165kDa (MYOM2)	3.712199612	15090.34494	4065.068292	3.294944898	0.697678075
CB439711	Bos taurus similar to Homo sapiens armadillo repeat containing, X-linked 5 (ARMCX5)	3.709425114	90.36915053	24.36203664	1.894278726	0.697678075
XM_600517	Bos taurus similar to PREDICTED: Homo sapiens KIAA1975 protein similar to MRIP2, transcript variant 1 (KIAA1975)	3.707081042	34.6197252	9.338809919	1.924239878	0.697678075
XM_866046	Bos taurus similar to Homo sapiens coiled-coil domain containing 96 (CCDC96)	3.705244512	9.058925347	2.444892723	2.358097715	0.697678075
NM_001014913	Bos taurus globin, beta, epsilon 2 (HBE2)	3.703549097	21.30976888	5.753877787	2.901941862	0.697678075
XM_864794	Bos taurus similar to Homo sapiens minichromosome maintenance deficient domain containing 1 (MCMDC1)	3.703273461	57.87560924	15.62822996	1.71316984	0.697678075
NM_001034231	Bos taurus similar to Homo sapiens inhibitor of DNA binding 2, dominant negative helix-loop-helix protein (ID2)	3.702851295	2734.576377	738.5055891	2.047676498	0.697678075
XM_592061	Bos taurus similar to Homo sapiens pecanex homolog (Drosophila) (PCNX)	3.699403384	553.1009509	149.5108517	1.581960462	0.697678075
CB441086	Unidentified transcripts on BTA7 position 16595475-16596300	3.696257178	1189.445944	321.7973985	1.214963344	0.697678075
XM_603833	Bos taurus similar to Homo sapiens solute carrier family 16, member 4 (monocarboxylic acid transporter 5) (SLC16A4)	3.695779749	6.930939709	1.875366007	1.965984176	0.697678075
XM_590678	Bos taurus similar to Homo sapiens vang-like 1 (van gogh, Drosophila) (VANGL1)	3.69402731	84.40214411	22.84827291	1.660781008	0.697678075
NM_001015564	Bos taurus similar to chromosome 6 open reading frame 11 (C6orf11)	3.692113965	892.2417409	241.6614843	1.316233278	0.697678075
BE237076	Bos taurus similar to Homo sapiens kinesin family member 1C (KIF1C)	3.689842398	36551.63111	9906.01418	1.256035777	0.697678075
NM_001015586	Bos taurus destrin (actin depolymerizing factor) (DSTN)	3.687517121	195.9299886	53.13330952	2.368034648	0.697678075
XM_869446	Bos taurus similar to Homo sapiens microtubule-actin crosslinking factor 1 (MACF1), transcript variant 2	3.687150812	2542.92615	689.6724	1.816335786	0.697678075
XM_878169	Bos taurus similar to Homo sapiens myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11 (MLLT11)	3.685406516	122.6104278	33.26917324	3.497200645	0.697678075
XM_607581	Bos taurus similar to Homo sapiens vesicle-associated membrane protein 1 (synaptobrevin 1) (VAMP1), transcript variant 3	3.684973512	824.117841	223.6428127	2.391198733	0.697678075
NM_001034565	Bos taurus similar to Homo sapiens TRM5 tRNA methyltransferase 5 homolog (S. cerevisiae) (TRMT5)	3.68496486	195.9132201	53.16555993	1.547633086	0.697678075
NM_001034757	Bos taurus similar to Homo sapiens family with sequence similarity 103, member A1 (FAM103A1)	3.681972607	446.2386953	121.19555	2.121950529	0.697678075
XM_867030	Bos taurus similar to Homo sapiens heterogeneous nuclear ribonucleoprotein A3 (HNRPA3)	3.681739927	520.3227461	141.3252311	1.379181006	0.697678075
AW655933	Bos taurus similar to Homo sapiens sorbin and SH3 domain containing 1 (SORBS1), transcript variant 2	3.681679632	836.9763954	227.335477	2.001865413	0.697678075
CB441250	Unidentified transcripts on BTA18 position 48877786-48879394	3.680757294	748.3699655	203.3195632	1.665245703	0.697678075
XM_612961	Bos taurus similar to Homo sapiens protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform (calcineurin A gamma) (PPP3CC)	3.680192401	658.9929107	179.0647985	1.61011336	0.697678075
CB225511	Unidentified transcripts on BTA22 position 31656107-31656764	3.679189753	1996.58301	542.6692138	2.920993002	0.697678075
XM_596775	PREDICTED: Bos taurus similar to Zinc finger protein Kr18 (HKr18) (LOC518581)	3.677813419	11.13822523	3.028491107	2.15401078	0.697678075
XM_588828	Bos taurus similar to Homo sapiens zinc finger, FYVE domain containing 20 (ZFYVE20)	3.675905761	1358.816807	369.6549627	1.165431437	0.697678075
NM_174228	Bos taurus a disintegrin and metalloproteinase domain 2 (fertilin beta) (ADAM2)	3.675505902	7.681123668	2.089813994	2.159457435	0.697678075
XM_866127	Bos taurus similar to Homo sapiens myotubularin related protein 3 (MTMR3), transcript variant 3	3.674223091	38.26826694	10.4153357	2.028812558	0.876990961
XM_589061	Bos taurus similar to Homo sapiens pescadillo homolog 1, containing BRCT domain (zebrafish) (PES1)	3.673942475	1217.520521	331.3934634	1.592625347	0.876990961
XM_583413	Bos taurus similar to PREDICTED: Homo sapiens chromosome 20 open reading frame 82 (C20orf82)	3.671038387	856.4666261	233.3036421	4.591644977	0.876990961
XM_591360	Bos taurus similar to Homo sapiens kinesin family member 21A (KIF21A)	3.670144093	299.4493544	81.5906261	1.422697391	0.876990961
NM_001038160	Bos taurus similar to Homo sapiens Bardet-Biedl syndrome 2 (BBS2)	3.670057498	1381.160392	376.3320855	1.998698283	0.876990961
XM_591253	Bos taurus similar to Homo sapiens tumor protein p53 inducible protein 13 (TP53I13)	3.670051918	5483.992808	1494.254831	1.718361925	0.876990961
NM_001017949	Bos taurus neurotrimin (HNT)	3.669848229	4.458161515	1.214808144	1.626844496	0.876990961
XM_874559	Bos taurus similar to Homo sapiens acyl-Coenzyme A oxidase 2, branched chain (ACOX2)	3.667341097	13247.52818	3612.297803	2.154197139	0.876990961
XM_867699	PREDICTED: Bos taurus similar to Pre-B lymphocyte protein 3 precursor (VpreB3 protein) (N27C7-2) (LOC615795)	3.666090441	18.04077365	4.92098434	2.043756469	0.876990961
XM_593096	Bos taurus similar to Homo sapiens heterogeneous nuclear ribonucleoprotein A0 (HNRPA0)	3.661134126	793.7928978	216.8161205	1.890661227	0.876990961
XM_587252	PREDICTED: Bos taurus similar to chemokine-like factor superfamily 5 (LOC510145)	3.661011124	55.52919815	15.16772178	2.847045724	0.876990961
XM_864772	Bos taurus similar to Homo sapiens dynein, cytoplasmic 1, intermediate chain 1 (DYNC1I1)	3.658902751	135.4633627	37.02294702	2.617859956	0.876990961
XM_581538	Bos taurus similar to Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 41 (DDX41)	3.6582001	484.0473845	132.3184548	1.237493643	0.876990961
XM_864194	Bos taurus similar to Homo sapiens lipocalin 9 (LCN9)	3.657749611	6.724429644	1.838406222	1.806974576	0.876990961
NM_001035383	Bos taurus similar to PREDICTED: Homo sapiens pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2, transcript variant 1 (PLEKHA2)	3.654967398	96.52676613	26.40974751	2.056090702	0.876990961
CB166894	Unidentified transcripts	3.653854195	2379.264283	651.165634	1.314644728	0.876990961
CB445102	Unidentified transcripts on BTA17 position 45210803-45210136	3.653160031	18.26161772	4.998855119	2.052925913	0.876990961
XM_580406	Bos taurus similar to Homo sapiens nucleoporin 188kDa (NUP188)	3.651957504	10.36471111	2.838124787	1.657113692	0.876990961
NM_173907	Bos taurus dopa decarboxylase (aromatic L-amino acid decarboxylase) (DDC)	3.649589151	258.1255937	70.7273019	1.821407262	0.876990961
XM_581556	PREDICTED: Bos taurus monoglyceride lipase (MGLL)	3.649559767	38.90630527	10.6605475	1.806426985	0.876990961
EE929582	Unidentified transcripts on BTA11 position 82179882-82178762	3.649218556	4.816593737	1.319897305	1.623120519	0.876990961
CB169813	Unidentified transcripts on BTA2 position 59522088-59521216	3.648361747	456.0169834	124.9922609	1.161857536	0.876990961
XM_879250	Bos taurus similar to Homo sapiens transmembrane protein with EGF-like and two follistatin-like domains 1 (TMEFF1)	3.645732703	26.36715478	7.232333503	1.889246389	0.876990961
XM_600680	PREDICTED: Bos taurus similar to type II keratin Kb20 (LOC522400)	3.643507542	17.89604102	4.911761762	2.586421893	0.876990961
XM_875700	PREDICTED: Bos taurus similar to Interferon regulatory factor 6 (IRF-6), transcript variant 2 (LOC614253)	3.64041077	197.9266466	54.36931685	2.126210127	0.876990961
XM_868291	Bos taurus similar to Homo sapiens potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1 (KCNN1)	3.637230586	39.24336107	10.78935199	2.714439984	0.876990961
EE893417	Bos taurus similar to Homo sapiens solute carrier family 30 (zinc transporter), member 3 (SLC30A3)	3.636259457	209.2217002	57.53761598	1.985454078	0.876990961
XM_612571	Bos taurus similar to Homo sapiens membrane-associated ring finger (C3HC4) 8 (MARCH8), transcript variant 1	3.635881575	4.124243017	1.134317203	1.448776454	0.876990961
XM_585815	Bos taurus similar to Homo sapiens annexin A6 (ANXA6), transcript variant 2	3.633645111	30.48496972	8.38963872	1.699685842	0.876990961
XM_614001	PREDICTED: Bos taurus similar to expressed sequence AW060714 (LOC540987)	3.632625925	25.25957811	6.953531311	2.250123023	0.876990961
BP107096	Bos taurus similar to Homo sapiens GATA binding protein 2 (GATA2)	3.632500802	456.1160376	125.5652958	2.046817234	0.876990961
EE909992	Bos taurus similar to Homo sapiens checkpoint suppressor 1 (CHES1)	3.631760057	38.37982918	10.56783174	2.129003658	0.876990961
XM_580934	Bos taurus similar to Homo sapiens glyoxylate reductase/hydroxypyruvate reductase (GRHPR)	3.629643251	3402.66612	937.4657191	1.291143987	0.876990961
XM_581414	Bos taurus similar to Homo sapiens ankyrin repeat and sterile alpha motif domain containing 4B (ANKS4B)	3.627501967	105.9359565	29.20355591	4.847187724	0.876990961
XM_865028	Bos taurus similar to PREDICTED: Homo sapiens kinesin family member 5C, transcript variant 1 (KIF5C)	3.627390974	282.6189266	77.91245239	4.785545398	0.876990961
XM_871891	Bos taurus similar to Homo sapiens methyl-CpG binding domain protein 1 (MBD1), transcript variant 2	3.627214393	817.1626423	225.2865571	1.388440397	0.876990961
XM_582572	Bos taurus similar to Homo sapiens olfactory receptor, family 2, subfamily AG, member 1 (OR2AG1)	3.626228672	9.522428325	2.625986717	1.975390519	0.876990961
XM_866167	Bos taurus similar to Homo sapiens estrogen-related receptor beta (ESRRB)	3.625149332	1118.049848	308.4148389	3.341135703	0.876990961
NM_001034729	Bos taurus similar to Homo sapiens interferon-related developmental regulator 1 (IFRD1), transcript variant 1	3.623603592	18783.43264	5183.633408	2.558178214	0.876990961
XM_864054	PREDICTED: Bos taurus similar to Squamous cell carcinoma antigen 1 (SCCA-1) (Protein T4-A) (LOC613366)	3.623506718	5.665240175	1.563468931	1.638875911	0.876990961
XM_876611	PREDICTED: Bos taurus similar to phosphatidate cytidylyltransferase 2, transcript variant 3 (LOC614834)	3.622265942	7.866949187	2.171830924	1.762429622	0.876990961
XM_588982	Bos taurus similar to Homo sapiens surfeit 6 (SURF6)	3.619051546	1063.650605	293.9031377	1.583227142	0.876990961
XM_867781	Bos taurus similar to PREDICTED: Homo sapiens similar to hypothetical protein FLJ25037 (LOC649589)	3.617670392	6.00672862	1.66038582	1.738957281	0.876990961
XM_617163	Bos taurus similar to Homo sapiens striatin, calmodulin binding protein (STRN)	3.6151709	46.77331048	12.93806345	2.178494188	0.876990961
XM_872108	Bos taurus similar to Homo sapiens regulator of G-protein signalling 3 (RGS3), transcript variant 3	3.614730498	4418.847399	1222.455561	1.696706188	0.876990961
XM_581896	PREDICTED: Bos taurus similar to GTP-binding protein Di-Ras2 (Distinct subgroup of the Ras family member 2) (LOC538667)	3.611728546	32.75890684	9.070146447	3.697344065	0.876990961
CB467654	Bos taurus similar to Homo sapiens KIAA1754 (KIAA1754)	3.607379896	1661.854249	460.6817958	2.147763166	0.876990961
CB462630	Unidentified transcripts	3.60597528	95.11859517	26.37804971	2.056717458	0.876990961
NM_205791	Bos taurus beta-galactosamide alpha-2,6-sialyltransferase (SIAT7B)	3.605175096	7224.077259	2003.8076	1.422603833	0.876990961
XM_614289	Bos taurus similar to Homo sapiens glucocorticoid induced transcript 1 (GLCCI1)	3.604219429	448.0691679	124.3179492	2.073567555	0.876990961
NM_001015624	Bos taurus HMT1 hnRNP methyltransferase-like 2 (HRMT1L2)	3.603045369	14868.4542	4126.635297	1.541987379	0.876990961
XM_869399	PREDICTED: Bos taurus similar to Calcium/calmodulin-dependent protein kinase type IV (CAM kinase-GR) (CaMK IV) (Calspermin) (LOC617194), partial mRNA.	3.601749867	46.68501087	12.9617582	2.49709457	0.876990961
CB458741	Bos taurus similar to Homo sapiens hypothetical protein FLJ10081 (FLJ10081)	3.600806803	1950.455087	541.6716847	1.53587084	0.876990961
XM_598492	Bos taurus similar to Homo sapiens olfactory receptor, family 6, subfamily Y, member 1 (OR6Y1)	3.599611287	12.57106543	3.492339707	2.312222682	0.876990961
XM_591765	Bos taurus similar to Homo sapiens transcription elongation factor A (SII)-like 4 (TCEAL4), transcript variant 1	3.599597389	342.4825935	95.14469437	1.929606224	0.876990961
XM_873148	Bos taurus similar to Homo sapiens deltex 3 homolog (Drosophila) (DTX3)	3.59693229	2858.793332	794.7865296	1.802483736	0.876990961
XM_868024	PREDICTED: Bos taurus similar to amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 3 (LOC523970)	3.595736176	45.17802341	12.56433209	2.376093269	0.876990961
NM_001037467	Bos taurus similar to Homo sapiens ribosomal protein S19 (RPS19)	3.591583313	9311.112964	2592.481408	1.521464804	0.876990961
XM_585048	Bos taurus similar to Homo sapiens coiled-coil domain containing 62 (CCDC62), transcript variant 1	3.587026587	156.8440092	43.7253545	1.817327052	0.876990961
XM_606509	PREDICTED: Bos taurus similar to Proprotein convertase subtilisin/kexin type 5 precursor (Proprotein convertase PC5) (Subtilisin/kexin-like protease PC5) (PC6) (Subtilisin-like  proprotein convertase 6) (SPC6) (LOC528098)	3.586979476	2.350131328	0.655183935	1.334711636	0.876990961
XM_591655	PREDICTED: Bos taurus similar to obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF (LOC513894)	3.585395901	46.34004957	12.92466741	2.338103358	0.876990961
BI541727	Bos taurus similar to Homo sapiens carbohydrate (chondroitin) synthase 1 (CHSY1)	3.583962631	81.16232944	22.64597536	1.592080661	0.876990961
XM_870333	PREDICTED: Bos taurus similar to T07H6.5 (LOC618001)	3.576915445	4.800637962	1.342116702	1.710539164	0.876990961
