Ensembl ID	Fold Change	Gene Name	Gene Symbol
ENSG00000099338	0.762027408	Uncharacterized protein C19orf15 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZRH7]	C19orf15
ENSG00000197222	0.76200727		ENSG00000197222
ENSG00000174514	0.76181642	Major facilitator superfamily domain-containing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8N468]	MFSD4
ENSG00000139697	0.761690098	Protein strawberry notch homolog 1 (Monocyte protein 3) (MOP-3) [Source:UniProtKB/Swiss-Prot;Acc:A3KN83]	SBNO1
ENSG00000172250	0.761683169	Serine hydrolase-like protein (EC 3.1.-.-) [Source:UniProtKB/Swiss-Prot;Acc:Q9NQF3]	SERHL
ENSG00000179362	0.761606638	Dresden prostate carcinoma protein 2 (D-PCa-2) [Source:UniProtKB/Swiss-Prot;Acc:Q86SG4]	C15orf21
ENSG00000168263	0.761551519	Potassium voltage-gated channel subfamily V member 2 (Voltage-gated potassium channel subunit Kv8.2) [Source:UniProtKB/Swiss-Prot;Acc:Q8TDN2]	KCNV2
ENSG00000006837	0.761548506	Cyclin-dependent kinase-like 3 (EC 2.7.11.22) (Serine/threonine protein kinase NKIAMRE) [Source:UniProtKB/Swiss-Prot;Acc:Q8IVW4]	CDKL3
ENSG00000127311	0.761509315	DNA helicase B (EC 3.6.1.-) (hDHB) [Source:UniProtKB/Swiss-Prot;Acc:Q8NG08]	HELB
ENSG00000179241	0.761418743	Low-density lipoprotein receptor class A domain-containing protein 3 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q86YD5]	LDLRAD3
ENSG00000179676	0.761310292	Uncharacterized protein C18orf20 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q7Z4B0]	C18orf20
ENSG00000053108	0.761303369	Follistatin-related protein 4 Precursor  (Follistatin-like 4) [Source:UniProtKB/Swiss-Prot;Acc:Q6MZW2]	FSTL4
ENSG00000182916	0.761249438	Transcription elongation factor A protein-like 7 (TCEA-like protein 7) (Transcription elongation factor S-II protein-like 7) [Source:UniProtKB/Swiss-Prot;Acc:Q9BRU2]	TCEAL7
ENSG00000108370	0.760866589	Regulator of G-protein signaling 9 (RGS9) [Source:UniProtKB/Swiss-Prot;Acc:O75916]	RGS9
ENSG00000129625	0.760857112	Receptor expression-enhancing protein 5 (Polyposis locus protein 1) (TB2 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q00765]	REEP5
ENSG00000196299	0.760626955	Uncharacterized protein C6orf12 (Protein HTEX4) [Source:UniProtKB/Swiss-Prot;Acc:Q2KJ03]	C6orf12
ENSG00000182645	0.760626091	UPF0628 protein C10orf96 [Source:UniProtKB/Swiss-Prot;Acc:P0C7W6]	C10orf96
ENSG00000146276	0.760605014	Gamma-aminobutyric acid receptor subunit rho-1 Precursor  (GABA(A) receptor subunit rho-1) [Source:UniProtKB/Swiss-Prot;Acc:P24046]	GABRR1
ENSG00000115977	0.760571923	AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1) [Source:UniProtKB/Swiss-Prot;Acc:Q2M2I8]	AAK1
ENSG00000169474	0.760434008	Cornifin-A (Small proline-rich protein IA) (SPR-IA) (SPRK) (19 kDa pancornulin) [Source:UniProtKB/Swiss-Prot;Acc:P35321]	SPRR1A
ENSG00000179031	0.76034088		ENSG00000179031
ENSG00000132274	0.760340254	Tripartite motif-containing protein 22 (RING finger protein 94) (50 kDa-stimulated trans-acting factor) (Staf-50) [Source:UniProtKB/Swiss-Prot;Acc:Q8IYM9]	TRIM22
ENSG00000102931	0.760269495	ADP-ribosylation factor-like protein 2-binding protein (ARF-like 2-binding protein) (Binder of ARF2 protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y2Y0]	ARL2BP
ENSG00000109101	0.760263999	Forkhead box protein N1 (Winged-helix transcription factor nude) [Source:UniProtKB/Swiss-Prot;Acc:O15353]	FOXN1
ENSG00000149634	0.760237287	Uncharacterized protein C20orf165 [Source:UniProtKB/Swiss-Prot;Acc:Q9BR10]	C20orf165
ENSG00000158639	0.760201554	G antigen family E member 1 (Prostate-associated gene 5 protein) (PAGE-5) (Cancer/testis antigen 16.1) (CT16.1) [Source:UniProtKB/Swiss-Prot;Acc:Q96GU1]	PAGE5
ENSG00000176828	0.759960187	CDNA FLJ36520 fis, clone TRACH2002100. [Source:Uniprot/SPTREMBL;Acc:Q8N9U2]	FLJ36520
ENSG00000197801	0.759924718	CDNA FLJ23720 fis, clone HEP13757. [Source:Uniprot/SPTREMBL;Acc:Q8TEB0]	FLJ23720
ENSG00000152147	0.759897922	Gem-associated protein 6 (Gemin-6) (SIP2) [Source:UniProtKB/Swiss-Prot;Acc:Q8WXD5]	GEMIN6
ENSG00000166268	0.759673121	Uncharacterized protein C12orf28 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q96LU7]	C12orf28
ENSG00000197953	0.759618281	Arylacetamide deacetylase-like 2 Precursor  (EC 3.1.1.-) [Source:UniProtKB/Swiss-Prot;Acc:Q6P093]	AADACL2
ENSG00000168768	0.759593676		ENSG00000168768
ENSG00000151131	0.759482576	Uncharacterized protein C12orf45 [Source:UniProtKB/Swiss-Prot;Acc:Q8N5I9]	C12orf45
ENSG00000100312	0.759339521	Acrosin Precursor  (EC 3.4.21.10)[Acrosin light chain][Acrosin heavy chain] [Source:UniProtKB/Swiss-Prot;Acc:P10323]	ACR
ENSG00000203576	0.759285328		ENSG00000203576
ENSG00000198684	0.759149721		ENSG00000198684
ENSG00000134460	0.759140588	Interleukin-2 receptor alpha chain Precursor  (IL-2 receptor alpha subunit) (IL-2-RA) (IL2-RA) (p55) (TAC antigen) (CD25 antigen) [Source:UniProtKB/Swiss-Prot;Acc:P01589]	IL2RA
ENSG00000206303	0.759119123		ENSG00000206303
ENSG00000163202	0.759023729	Late cornified envelope protein 3D (Late envelope protein 16) (Small proline-rich-like epidermal differentiation complex protein 6A) [Source:UniProtKB/Swiss-Prot;Acc:Q9BYE3]	LCE3D
ENSG00000162913	0.759009403	Uncharacterized protein C1orf145 [Source:UniProtKB/Swiss-Prot;Acc:Q96MR7]	C1orf145
ENSG00000179709	0.758974959	NACHT, LRR and PYD domains-containing protein 8 (Nucleotide-binding oligomerization domain protein 16) (PYRIN and NACHT-containing protein 4) [Source:UniProtKB/Swiss-Prot;Acc:Q86W28]	NLRP8
ENSG00000197498	0.75873472	Brix domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9H7B2]	BXDC1
ENSG00000144161	0.758674456	Zinc finger CCCH domain-containing protein 8 [Source:UniProtKB/Swiss-Prot;Acc:Q8N5P1]	ZC3H8
ENSG00000113196	0.758624956	Heart- and neural crest derivatives-expressed protein 1 (Extraembryonic tissues, heart, autonomic nervous system and neural crest derivatives-expressed protein 1) (eHAND) [Source:UniProtKB/Swiss-Prot;Acc:O96004]	HAND1
ENSG00000151881	0.758513647	Transmembrane protein C5orf28 [Source:UniProtKB/Swiss-Prot;Acc:Q0VDI3]	C5orf28
ENSG00000121766	0.758482421	Nucleolar protein of 40 kDa (pNO40) (Zinc finger CCHC domain-containing protein 17) (Putative S1 RNA-binding domain protein) (PS1D protein) (Pnn-interacting nucleolar protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9NP64]	ZCCHC17
ENSG00000179938	0.75845923		ENSG00000179938
ENSG00000122304	0.758268594	Protamine-2 (Sperm protamine-P2) (Sperm histone P2)[Basic nuclear protein HPI1][Basic nuclear protein HPI2][Basic nuclear protein HPS1] [Source:UniProtKB/Swiss-Prot;Acc:P04554]	PRM2
ENSG00000101444	0.758167388	Adenosylhomocysteinase (EC 3.3.1.1) (AdoHcyase) (S-adenosyl-L-homocysteine hydrolase) [Source:UniProtKB/Swiss-Prot;Acc:P23526]	AHCY
ENSG00000183610	0.758077624	Putative uncharacterized protein C8orf51. [Source:Uniprot/SWISSPROT;Acc:Q9BWJ2]	C8orf51
ENSG00000189241	0.757856997	Testis-specific Y-encoded-like protein 1 (TSPY-like protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9H0U9]	TSPYL1
ENSG00000203742	0.757635358		ENSG00000203742
ENSG00000103066	0.75704495	1-O-acylceramide synthase Precursor  (EC 2.3.1.-) (ACS) (Lysosomal phospholipase A2) (Lysophospholipase 3) (LPLA2) (LCAT-like lysophospholipase) (LLPL) [Source:UniProtKB/Swiss-Prot;Acc:Q8NCC3]	LYPLA3
ENSG00000116221	0.756964745	39S ribosomal protein L37, mitochondrial Precursor  (L37mt) (MRP-L37) [Source:UniProtKB/Swiss-Prot;Acc:Q9BZE1]	MRPL37
ENSG00000131473	0.756807101	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme) [Source:UniProtKB/Swiss-Prot;Acc:P53396]	ACLY
ENSG00000116962	0.75676778	Nidogen-1 Precursor  (Entactin) [Source:UniProtKB/Swiss-Prot;Acc:P14543]	NID1
ENSG00000154813	0.756672291	DPH3 homolog (CSL-type zinc finger-containing protein 2) (DelGEF-interacting protein 1) (DelGIP1) [Source:UniProtKB/Swiss-Prot;Acc:Q96FX2]	ZCSL2
ENSG00000181626	0.756483904	Ankyrin repeat domain-containing protein ENSP00000326572 [Source:UniProtKB/Swiss-Prot;Acc:A6NC57]	ANKRD62
ENSG00000104885	0.756442177	Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.43) (Histone H3-K79 methyltransferase) (H3-K79-HMTase) (DOT1-like protein) (Lysine N-methyltransferase 4) [Source:UniProtKB/Swiss-Prot;Acc:Q8TEK3]	DOT1L
ENSG00000105696	0.756432872	Transmembrane protein 59-like Precursor  (Brain-specific membrane-anchored protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9UK28]	TMEM59L
ENSG00000068745	0.756377185	Inositol hexakisphosphate kinase 2 (EC 2.7.4.21) (InsP6 kinase 2) (P(i)-uptake stimulator) (PiUS) [Source:UniProtKB/Swiss-Prot;Acc:Q9UHH9]	IHPK2
ENSG00000135968	0.756370163	GRIP and coiled-coil domain-containing protein 2 (Golgi coiled-coil protein GCC185) (Ran-binding protein 2-like 4) (RanBP2L4) (CTCL tumor antigen se1-1) (CLL-associated antigen KW-11) [Source:UniProtKB/Swiss-Prot;Acc:Q8IWJ2]	GCC2
ENSG00000085719	0.756336335	Copine-3 (Copine III) [Source:UniProtKB/Swiss-Prot;Acc:O75131]	CPNE3
ENSG00000129988	0.75620898	Lipopolysaccharide-binding protein Precursor  (LBP) [Source:UniProtKB/Swiss-Prot;Acc:P18428]	LBP
ENSG00000140470	0.756174758	ADAMTS-17 Precursor  (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 17) (ADAM-TS 17) (ADAM-TS17) [Source:UniProtKB/Swiss-Prot;Acc:Q8TE56]	ADAMTS17
ENSG00000143164	0.756046485	Nuclear receptor interaction protein (NRIP) (IQ motif and WD repeat-containing protein 1) (Androgen receptor complex-associated protein) (ARCAP) [Source:UniProtKB/Swiss-Prot;Acc:Q58WW2]	IQWD1
ENSG00000120217	0.755932419	Programmed cell death 1 ligand 1 Precursor  (Programmed death ligand 1) (PD-L1) (PDCD1 ligand 1) (B7 homolog 1) (B7-H1) (CD274 antigen) [Source:UniProtKB/Swiss-Prot;Acc:Q9NZQ7]	CD274
ENSG00000002919	0.755846505	Sorting nexin-11 [Source:UniProtKB/Swiss-Prot;Acc:Q9Y5W9]	SNX11
ENSG00000179087	0.755712548	Maltase-glucoamylase, intestinal[Maltase][Glucoamylase] (EC 3.2.1.20) (EC 3.2.1.3) (Alpha-glucosidase) (Glucan 1,4-alpha-glucosidase) [Source:UniProtKB/Swiss-Prot;Acc:O43451]	MGAM
ENSG00000182346	0.755703971	D-amino acid oxidase activator (Protein G72) [Source:UniProtKB/Swiss-Prot;Acc:P59103]	DAOA
ENSG00000145431	0.755483721	Platelet-derived growth factor C (PDGF-C) (Spinal cord-derived growth factor) (SCDGF) (Fallotein) (VEGF-E)[Platelet-derived growth factor C, latent form] [Source:UniProtKB/Swiss-Prot;Acc:Q9NRA1]	PDGFC
ENSG00000177512	0.755457354	CDNA FLJ31887 fis, clone NT2RP7003050. [Source:Uniprot/SPTREMBL;Acc:Q96MU4]	FLJ31887
ENSG00000116161	0.755412302	Calcyclin-binding protein (CacyBP) (hCacyBP) (Siah-interacting protein) (S100A6-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9HB71]	CACYBP
ENSG00000164385	0.755264913	Uncharacterized protein C6orf195 [Source:UniProtKB/Swiss-Prot;Acc:Q96MT4]	C6orf195
ENSG00000116017	0.755175236	AT-rich interactive domain-containing protein 3A (ARID domain-containing protein 3A) (Dead ringer-like protein 1) (B-cell regulator of IgH transcription) (Bright) [Source:UniProtKB/Swiss-Prot;Acc:Q99856]	ARID3A
ENSG00000099625	0.75494251	Protein Dos [Source:UniProtKB/Swiss-Prot;Acc:Q8N350]	C19orf26
ENSG00000198844	0.754924545	Rho guanine nucleotide exchange factor 15 (Vsm-RhoGEF) [Source:UniProtKB/Swiss-Prot;Acc:O94989]	ARHGEF15
ENSG00000154198	0.754887718	Putative cytochrome P450 family member 4Z2 [Source:UniProtKB/Swiss-Prot;Acc:Q8N1L4]	CYP4Z2P
ENSG00000107290	0.754880034	Probable helicase senataxin (EC 3.6.1.-) (SEN1 homolog) (Amyotrophic lateral sclerosis 4 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z333]	SETX
ENSG00000170606	0.754807912	Heat shock 70 kDa protein 4 (Heat shock 70-related protein APG-2) (HSP70RY) [Source:UniProtKB/Swiss-Prot;Acc:P34932]	HSPA4
ENSG00000163597	0.754803946	Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 16 protein [Source:UniProtKB/Swiss-Prot;Acc:Q6ZP36]	ALS2CR16
ENSG00000144848	0.754799581	Autophagy-related protein 3 (APG3-like) (hApg3) (Protein PC3-96) [Source:UniProtKB/Swiss-Prot;Acc:Q9NT62]	ATG3
ENSG00000176402	0.754773428	Gap junction gamma-3 protein (Gap junction epsilon-1 protein) (Connexin-31.3) (Cx31.3) [Source:UniProtKB/Swiss-Prot;Acc:Q8NFK1]	GJC3
ENSG00000165059	0.754751103	cAMP-dependent protein kinase catalytic subunit gamma (EC 2.7.11.11) (PKA C-gamma) [Source:UniProtKB/Swiss-Prot;Acc:P22612]	PRKACG
ENSG00000204347	0.754715756	BTB/POZ and BACK domain-containing protein LOC388419 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:A6NE02]	BTBD17
ENSG00000093072	0.754650694	Cat eye syndrome critical region protein 1 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9NZK5]	CECR1
ENSG00000117400	0.754618474	Thrombopoietin receptor Precursor  (TPO-R) (Myeloproliferative leukemia protein) (C-mpl) (CD110 antigen) [Source:UniProtKB/Swiss-Prot;Acc:P40238]	MPL
ENSG00000127928	0.754449275	Guanine nucleotide-binding protein G(T) subunit gamma-T1 Precursor  (Transducin gamma chain) [Source:UniProtKB/Swiss-Prot;Acc:P63211]	GNGT1
ENSG00000196465	0.7542714	Myosin light chain 6B (Smooth muscle and nonmuscle myosin light chain alkali 6B) (Myosin light chain 1 slow-twitch muscle A isoform) (MLC1sa) [Source:UniProtKB/Swiss-Prot;Acc:P14649]	MYL6B
ENSG00000198478	0.75412847	SH3 domain-binding glutamic acid-rich-like protein 2 (Fovea-associated SH3 domain-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9UJC5]	SH3BGRL2
ENSG00000100916	0.754104937	Breast cancer metastasis-suppressor 1-like protein (BRMS1-homolog protein p40) (BRMS1-like protein p40) [Source:UniProtKB/Swiss-Prot;Acc:Q5PSV4]	BRMS1L
ENSG00000105063	0.75408382	SAPS domain family member 1 (Protein phosphatase 6, regulatory subunit 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9UPN7]	SAPS1
ENSG00000138696	0.753974787	Bone morphogenetic protein receptor type-1B Precursor  (EC 2.7.11.30) (CDw293 antigen) [Source:UniProtKB/Swiss-Prot;Acc:O00238]	BMPR1B
ENSG00000103426	0.753807107	Coronin-7 (Crn7) (70 kDa WD repeat tumor rejection antigen homolog) [Source:UniProtKB/Swiss-Prot;Acc:P57737]	CORO7
ENSG00000041353	0.753797024	Ras-related protein Rab-27B (C25KG) [Source:UniProtKB/Swiss-Prot;Acc:O00194]	RAB27B
ENSG00000188230	0.753566872	similar to cDNA sequence BC021523 (LOC441956), mRNA [Source:RefSeq_dna;Acc:NM_001013729]	LOC441956
ENSG00000141096	0.75318646	Dipeptidase 3 Precursor  (EC 3.4.13.19) [Source:UniProtKB/Swiss-Prot;Acc:Q9H4B8]	DPEP3
ENSG00000111832	0.753084482	RWD domain-containing protein 1 (DRG family-regulatory protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q9H446]	RWDD1
ENSG00000188743	0.752759778		ENSG00000188743
ENSG00000175989	0.752700364	Uncharacterized protein C11orf69. [Source:Uniprot/SWISSPROT;Acc:Q8TAY4]	C11orf69
ENSG00000171163	0.752677858	Zinc finger protein 692 [Source:UniProtKB/Swiss-Prot;Acc:Q9BU19]	ZNF692
ENSG00000090924	0.752609806	Pleckstrin homology domain-containing family G member 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9H7P9]	PLEKHG2
ENSG00000189377	0.752397835	VEGF co-regulated chemokine 1 Precursor  (C-X-C motif chemokine 17) (Dendritic cell and monocyte chemokine-like protein) (DMC) [Source:UniProtKB/Swiss-Prot;Acc:Q6UXB2]	CXCL17
ENSG00000064886	0.752273456	Chitinase-3-like protein 2 Precursor  (Chondrocyte protein 39) (YKL-39) [Source:UniProtKB/Swiss-Prot;Acc:Q15782]	CHI3L2
ENSG00000138365	0.752190524		ENSG00000138365
ENSG00000183783	0.752108522	BTB/POZ domain-containing protein KCTD8 [Source:UniProtKB/Swiss-Prot;Acc:Q6ZWB6]	KCTD8
ENSG00000154874	0.751993243	Coiled-coil domain-containing protein 144B [Source:UniProtKB/Swiss-Prot;Acc:Q3MJ40]	CCDC144B
ENSG00000177275	0.751917052	Olfactory receptor 2AJ1 [Source:UniProtKB/Swiss-Prot;Acc:Q8NGZ0]	OR2AJ1
ENSG00000185650	0.751678026	Butyrate response factor 1 (Protein TIS11B) (EGF-response factor 1) (ERF-1) [Source:UniProtKB/Swiss-Prot;Acc:Q07352]	ZFP36L1
ENSG00000105229	0.751588934	E3 SUMO-protein ligase PIAS4 (Protein inhibitor of activated STAT protein 4) (Protein inhibitor of activated STAT protein gamma) (PIAS-gamma) (PIASy) [Source:UniProtKB/Swiss-Prot;Acc:Q8N2W9]	PIAS4
ENSG00000070985	0.751520687	Transient receptor potential cation channel subfamily M member 5 (Long transient receptor potential channel 5) (LTrpC5) (MLSN1- and TRP-related gene 1 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9NZQ8]	TRPM5
ENSG00000198925	0.751473606	Autophagy-related protein 9A (APG9-like 1) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z3C6]	ATG9A
ENSG00000163792	0.75119678	Transcription factor 23 [Source:UniProtKB/Swiss-Prot;Acc:Q7RTU1]	TCF23
ENSG00000188850	0.751007912		ENSG00000188850
ENSG00000198709	0.751000404		ENSG00000198709
ENSG00000179702	0.750900677		ENSG00000179702
ENSG00000112877	0.750895891	Centrosomal protein of 72 kDa (Cep72) [Source:UniProtKB/Swiss-Prot;Acc:Q9P209]	CEP72
ENSG00000203859	0.750583215	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2[3-beta-hydroxy-Delta(5)-steroid dehydrogenase] (EC 1.1.1.145) (3-beta-HSD II) (3-beta-hydroxy-5-ene steroid dehydrogenase) [Source:UniProtKB/Swiss-Prot;Acc:P26439]	HSD3B2
ENSG00000168004	0.75048522	HRAS-like suppressor 5 (H-rev107-like protein 5) [Source:UniProtKB/Swiss-Prot;Acc:Q96KN8]	HRASLS5
ENSG00000078304	0.750411868	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform (PP2A, B subunit, B gamma isoform) (PP2A, B subunit, B56 gamma isoform) (PP2A, B subunit, PR61 gamma isoform) [Source:UniProtKB/Swiss-Prot;Acc:Q13362]	PPP2R5C
ENSG00000168653	0.750343708	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (NADH-ubiquinone oxidoreductase 15 kDa subunit) (Complex I-15 kDa) (CI-15 kDa) [Source:UniProtKB/Swiss-Prot;Acc:O43920]	NDUFS5
ENSG00000105251	0.750313234	SH2 domain-containing adapter protein D [Source:UniProtKB/Swiss-Prot;Acc:Q96IW2]	SHD
ENSG00000115841	0.750301803	Protein FAM82A [Source:UniProtKB/Swiss-Prot;Acc:Q96LZ7]	FAM82A
ENSG00000122309	0.750260844		ENSG00000122309
ENSG00000140522	0.750256077	Retinaldehyde-binding protein 1 (Cellular retinaldehyde-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:P12271]	RLBP1
ENSG00000130508	0.750230245	Peroxidasin homolog Precursor  (EC 1.11.1.7) (Vascular peroxidase 1) (Melanoma-associated antigen MG50) (p53-responsive gene 2 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q92626]	PXDN
ENSG00000186815	0.750167738	Two pore calcium channel protein 1 (Voltage-dependent calcium channel protein TPC1) [Source:UniProtKB/Swiss-Prot;Acc:Q9ULQ1]	TPCN1
ENSG00000102837	0.750006073	Olfactomedin-4 Precursor  (OLM4) (G-CSF-stimulated clone 1 protein) (hGC-1) (hOLfD) (Antiapoptotic protein GW112) [Source:UniProtKB/Swiss-Prot;Acc:Q6UX06]	OLFM4
ENSG00000087008	0.749935603	Peroxisomal acyl-coenzyme A oxidase 3 (EC 1.3.3.6) (Pristanoyl-CoA oxidase) (Branched-chain acyl-CoA oxidase) (BRCACox) [Source:UniProtKB/Swiss-Prot;Acc:O15254]	ACOX3
ENSG00000060339	0.749914245	Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain) [Source:UniProtKB/Swiss-Prot;Acc:Q8IX12]	CCAR1
ENSG00000152413	0.749912646	Homer protein homolog 1 [Source:UniProtKB/Swiss-Prot;Acc:Q86YM7]	HOMER1
ENSG00000120279	0.749899261	Myc target protein 1 (Myc target in myeloid cells protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q8N699]	MYCT1
ENSG00000100341	0.749810812	Patatin-like phospholipase domain-containing protein 5 (EC 3.1.1.-) (GS2-like protein) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z6Z6]	PNPLA5
ENSG00000198104	0.749783613	Olfactory receptor 2T6 (OST703) [Source:UniProtKB/Swiss-Prot;Acc:Q8NHC8]	OR2T6
ENSG00000122643	0.749630429	Cytosolic 5-nucleotidase 3 (EC 3.1.3.5) (Cytosolic 5-nucleotidase III) (cN-III) (Pyrimidine 5-nucleotidase 1) (P5N-1) (P5N-1) (PN-I) (Uridine 5-monophosphate hydrolase 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9H0P0]	NT5C3
ENSG00000179038	0.749536687	Putative RRN3-like protein FLJ77916 [Source:UniProtKB/Swiss-Prot;Acc:Q2M238]	FLJ77916
ENSG00000128313	0.749529209	Apolipoprotein-L5 (Apolipoprotein L-V) (ApoL-V) [Source:UniProtKB/Swiss-Prot;Acc:Q9BWW9]	APOL5
ENSG00000171711	0.749512243	Beta-defensin 2 Precursor  (BD-2) (hBD-2) (Defensin, beta 2) (Skin-antimicrobial peptide 1) (SAP1) [Source:UniProtKB/Swiss-Prot;Acc:O15263]	DEFB4
ENSG00000198495	0.749367542		ENSG00000198495
ENSG00000182271	0.749347736	Transmembrane and immunoglobulin domain-containing protein 1 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q6UXZ0]	TMIGD1
ENSG00000168653	0.749243996	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (NADH-ubiquinone oxidoreductase 15 kDa subunit) (Complex I-15 kDa) (CI-15 kDa) [Source:UniProtKB/Swiss-Prot;Acc:O43920]	NDUFS5
ENSG00000170681	0.749159469	PTRF/SDPR family protein [Source:UniProtKB/Swiss-Prot;Acc:Q5BKX8]	MURC
ENSG00000109475	0.748993903	60S ribosomal protein L34 [Source:UniProtKB/Swiss-Prot;Acc:P49207]	RPL34
ENSG00000165684	0.74882227	snRNA-activating protein complex subunit 4 (SNAPc subunit 4) (snRNA-activating protein complex 190 kDa subunit) (SNAPc 190 kDa subunit) [Source:UniProtKB/Swiss-Prot;Acc:Q5SXM2]	SNAPC4
ENSG00000184022	0.748679327	Olfactory receptor 2T10 (Olfactory receptor OR1-64) [Source:UniProtKB/Swiss-Prot;Acc:Q8NGZ9]	OR2T10
ENSG00000111875	0.748370733	Histone chaperone ASF1A (Anti-silencing function protein 1 homolog A) (hAsf1) (hAsf1a) (CCG1-interacting factor A) (CIA) (hCIA) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y294]	ASF1A
ENSG00000143776	0.7483462	Serine/threonine-protein kinase MRCK alpha (EC 2.7.11.1) (Myotonic dystrophy kinase-related CDC42-binding kinase alpha) (Myotonic dystrophy protein kinase-like alpha) (MRCK alpha) [Source:UniProtKB/Swiss-Prot;Acc:Q5VT25]	CDC42BPA
ENSG00000149476	0.748298206	Dihydroxyacetone kinase (EC 2.7.1.29) (DHA kinase) (Glycerone kinase) [Source:UniProtKB/Swiss-Prot;Acc:Q3LXA3]	DAK
ENSG00000149443	0.74825381	Putative uncharacterized protein C20orf78 [Source:UniProtKB/Swiss-Prot;Acc:Q9BR46]	C20orf78
ENSG00000179988	0.748231483	L-seryl-tRNA(Sec) kinase (EC 2.7.1.-) (O-phosphoseryl-tRNA(Sec) kinase) [Source:UniProtKB/Swiss-Prot;Acc:Q8IV42]	PSTK
ENSG00000188452	0.748226434	Ceramide kinase-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q49MI3]	CERKL
ENSG00000211708	0.748113885	T-cell receptor beta V gene segment [Source:IMGT/GENE_DB;Acc:TRBV4-2]	TRBV4-2
ENSG00000023228	0.747997525	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial Precursor  (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-75kD) (CI-75kD) [Source:UniProtKB/Swiss-Prot;Acc:P28331]	NDUFS1
ENSG00000103671	0.747867477	Activating signal cointegrator 1 (ASC-1) (Thyroid receptor-interacting protein 4) (TRIP-4) [Source:UniProtKB/Swiss-Prot;Acc:Q15650]	TRIP4
ENSG00000152578	0.747423212	Glutamate receptor 4 Precursor  (GluR-4) (GluR4) (GluR-D) (Glutamate receptor ionotropic, AMPA 4) (AMPA-selective glutamate receptor 4) [Source:UniProtKB/Swiss-Prot;Acc:P48058]	GRIA4
ENSG00000154144	0.74713784	Transforming growth factor beta regulator 1 (Nuclear interactor of ARF and Mdm2) [Source:UniProtKB/Swiss-Prot;Acc:Q3YBR2]	TBRG1
ENSG00000180316	0.747083396	Patatin-like phospholipase domain-containing protein 1 (EC 3.1.1.-) [Source:UniProtKB/Swiss-Prot;Acc:Q8N8W4]	PNPLA1
ENSG00000110347	0.747057058	Macrophage metalloelastase Precursor  (EC 3.4.24.65) (HME) (Matrix metalloproteinase-12) (MMP-12) (Macrophage elastase) (ME) [Source:UniProtKB/Swiss-Prot;Acc:P39900]	MMP12
ENSG00000164500	0.747049783		ENSG00000164500
ENSG00000108278	0.746967109	Zinc finger HIT domain-containing protein 3 (Thyroid receptor-interacting protein 3) (TRIP-3) (Thyroid hormone receptor interactor 3) (HNF-4a coactivator) [Source:UniProtKB/Swiss-Prot;Acc:Q15649]	ZNHIT3
