hg18.refGene.name	chrom	strand	start	end	gene symbol	E3Diff	E6Diff	E9Diff	E12Diff	E24Diff	E48Diff	?with RNAPII peaks +/- 1Kb around TSS
NM_003010	chr17	+	11864859	11987776	MAP2K4	-0.4218	-0.4321	-0.1118	-0.0514	0.0592	-0.033	Yes
NM_005923	chr6	-	136919879	137155349	MAP3K5	-0.4772	-0.3885	-0.1478	0.1842	-0.0036	-0.3116	Yes
NM_015093	chr6	+	149680755	149774442	MAP3K7IP2	-0.1754	-0.7783	0.1033	0.047	0.3835	0.0322	Yes
NM_033141	chr14	-	70264606	70345641	MAP3K9	-0.4563	-0.5713	0.0068	0.0486	-0.1008	-0.676	Yes
NM_003618	chr2	-	39329925	39517723	MAP4K3	-0.4592	-0.4806	-0.1277	0.2223	0.1982	0.0418	Yes
NM_145686	chr2	+	101680919	101877584	MAP4K4	-0.5435	-0.3097	-0.0936	-0.0871	-0.0318	-0.42	Yes
NM_002753	chr4	-	87156655	87593307	MAPK10	-0.116	-0.5719	-0.1583	0.12	0.1914	0.0083	Yes
NM_001315	chr6	+	36103431	36186991	MAPK14	-0.3725	-0.5369	-0.073	-0.0499	0.1006	0.2971	Yes
NM_002356	chr6	+	114285219	114291345	MARCKS	-0.5403	-0.5442	-0.477	-0.5259	-0.7314	-1.4611	Yes
NM_004954	chr11	+	63362975	63435067	MARK2	-0.4454	-0.1769	-0.1765	-0.0305	-0.0553	-0.506	Yes
NM_001017967	chr16	+	70217570	70233369	MARVELD3	-0.405	-0.388	-0.2504	-0.347	-0.2793	-0.194	Yes
NM_002380	chr8	+	98950486	99118122	MATN2	-0.2586	-1.0566	-0.5747	-0.5528	-0.1736	-0.458	Yes
NM_020166	chr3	-	184215699	184300059	MCCC1	-0.2964	-1.0906	-0.295	-0.7977	-0.327	0.3125	Yes
NM_002395	chr6	-	83976828	84197498	ME1	-0.4271	-0.4373	-0.0723	-0.1026	0.2203	0.0397	Yes
NM_004992	chrX	-	152940457	153016382	MECP2	-0.4184	-0.5999	-0.018	-0.0787	0.1083	-0.1036	Yes
NM_004275	chr6	-	41981069	41996855	MED20	-0.3047	-0.4725	-0.1082	-0.3307	-0.0704	0.2736	Yes
NM_025205	chr4	+	17225370	17235258	MED28	-0.3311	-0.3987	-0.2113	-0.147	-0.0053	0.2879	Yes
NM_017592	chr19	+	44573802	44583043	MED29	-0.1464	-0.6264	-0.0276	-0.0904	-0.3134	0.1629	Yes
NM_001080497	chr9	-	122402911	122516433	MEGF9	-0.1312	-0.6643	-0.2703	-0.1922	0.0859	0.1478	Yes
NM_002399	chr15	-	34970523	35180792	MEIS2	-0.5676	-1.0049	-0.2661	-0.0853	-0.3108	-0.3657	Yes
NR_002211	chr17	+	15630888	15633744	MEIS3P1	-0.23	-0.4274	-0.535	0.0487	0.3802	-0.2024	Yes
NM_032246	chr15	-	80121182	80125416	MEX3B	-0.3545	-0.345	-0.2981	0.361	-0.073	-0.3856	Yes
NM_004225	chr8	-	8679408	8788541	MFHAS1	-0.6329	-0.5378	-0.0278	0.0921	0.3707	-0.2867	Yes
NM_012215	chr10	-	103534189	103568212	MGEA5	-0.2381	-0.5631	-0.0885	0.0945	0.0778	0.0275	Yes
NM_032867	chr11	+	12265022	12337267	MICALCL	0.0641	-0.4986	-0.4606	-0.0479	-0.1102	-0.1986	No
NM_012216	chrX	+	106955739	107061521	MID2	-0.5206	-0.1097	-0.3187	-0.5114	-0.5111	-0.5503	Yes
NM_138798	chr2	-	99152157	99163924	MITD1	-0.2645	-0.3025	-0.4642	-0.1189	0.5362	-0.0053	Yes
NM_199054	chr19	-	1988469	2002243	MKNK2	-0.5445	-0.1846	-0.1137	-0.4315	-0.6371	-0.6343	Yes
NM_013446	chr7	-	139799308	139825838	MKRN1	-0.4543	-0.7607	-0.3578	-0.459	-0.2693	0.0506	Yes
NM_006818	chr1	+	149298774	149307597	MLLT11	-0.0777	-0.7445	-0.0413	0.019	0.1943	0.4015	Yes
NM_022151	chr14	-	92718293	92721002	MOAP1	-0.3353	-0.5239	-0.4446	-0.2811	-0.2702	0.2208	Yes
NM_014940	chr16	+	75782336	75791044	MON1B	-0.3458	-0.2526	-0.2195	-0.1107	-0.0207	-0.1231	Yes
NM_006792	chr4	-	174773661	174774369	MORF4	-0.217	-0.5147	-0.2497	-0.1783	0.1514	0.4527	No
NM_206839	chr15	+	76952226	76977129	MORF4L1	-0.0537	-0.5592	-0.2183	-0.1345	0.0869	0.3183	Yes
NM_022746	chr1	+	219026661	219054363	MOSC1	-0.5279	-0.3123	-0.0654	0.1011	-0.1276	-0.0471	Yes
NM_019556	chrX	-	133849327	133876963	MOSPD1	-0.0783	-0.5536	-0.3857	0.013	0.2095	-0.1209	Yes
NM_022474	chr14	+	66777773	66872289	MPP5	-0.4393	-0.3237	-0.0422	-0.0369	-0.0704	0.0202	Yes
NM_005797	chr11	-	117629343	117640219	MPZL2	-0.1134	-0.6867	-0.6636	-0.8439	-0.4638	-0.6133	Yes
NM_203462	chr4	-	6760335	6762507	MRFAP1L1	-0.0545	-0.5864	-0.4645	-0.1203	-0.1193	0.0842	Yes
NM_014018	chr8	-	80993649	81105061	MRPS28	-0.2785	-0.4229	-0.11	-0.262	-0.0847	0.4452	Yes
NM_002449	chr5	+	174084180	174090508	MSX2	-0.2441	-0.249	-0.3374	-0.3485	-0.4694	-0.704	Yes
NM_014342	chr11	-	47595434	47620782	MTCH2	-0.4144	-0.4805	0.0048	-0.089	0.2124	0.3332	Yes
NM_001001924	chr8	-	17545583	17702706	MTUS1	-0.051	-0.6699	-0.3502	-0.1781	-0.3788	-0.3551	Yes
NM_058173	chr12	+	53534565	53538441	MUCL1	-0.2904	-0.5887	-0.0985	-0.1064	-0.4069	-0.3591	No
NM_000255	chr6	-	49506949	49538990	MUT	-0.3626	-0.358	-0.3726	-0.0206	0.0167	0.0074	Yes
NM_002462	chr21	+	41719847	41753010	MX1	-0.3394	-0.471	-0.2437	-0.011	-0.2689	0.2592	No
NM_001020820	chr19	+	59061422	59071501	MYADM	-0.4922	-0.3545	0.0356	-0.1161	-0.0326	-0.6521	Yes
NM_002468	chr3	+	38154972	38159514	MYD88	-0.2593	-0.2915	-0.2931	-0.2774	-0.4091	-0.5857	Yes
NM_005964	chr17	-	8318254	8474761	MYH10	-0.4662	-0.9397	-0.3272	-0.0464	0.116	0.0897	Yes
NM_013262	chr6	+	16237295	16256457	MYLIP	-0.4333	-0.7	-0.2529	-0.3129	-0.1062	-0.2465	Yes
NM_078471	chr17	-	24424653	24531533	MYO18A	-0.1999	-0.3958	-0.3781	-0.2161	-0.3238	-0.7924	Yes
NM_012223	chr2	+	191818351	191998360	MYO1B	-0.3725	-0.4677	-0.3791	-0.2277	-0.6001	-1.0272	Yes
NM_004998	chr15	-	57215854	57452363	MYO1E	-0.5507	-0.3546	-0.0536	-0.5412	-0.4541	-0.3692	Yes
NM_001080467	chr18	-	45603153	45975449	MYO5B	-0.1347	-0.3778	-0.3024	-0.1034	-0.2089	-0.4301	Yes
NM_018728	chr15	-	50271811	50375262	MYO5C	-0.2047	-0.5832	-0.0335	0.1351	0.3882	0.1419	Yes
NM_004999	chr6	+	76515628	76685974	MYO6	-0.1782	-0.6522	-0.5003	-0.392	-0.1247	-0.2434	Yes
NM_015111	chr5	+	177473161	177485713	N4BP3	-0.2125	-0.53	-0.9662	-0.5092	-1.0775	-1.4341	Yes
NM_000662	chr8	+	18111897	18125477	NAT1	-0.4588	-0.5087	-0.5024	-0.685	-0.2386	0.2981	Yes
NM_024771	chr11	+	63463017	63481022	NAT11	-0.4414	-0.5176	-0.0629	0.145	0.0473	0.189	Yes
NM_015678	chr13	+	34414455	35144873	NBEA	-0.3013	-0.9096	-0.8305	-0.3553	-0.4214	-1.2013	Yes
NM_031862	chr17	+	38576023	38719233	NBR1	-0.5936	-0.5044	-0.4474	-0.5537	-0.479	0.1215	Yes
NM_001004722	chr2	+	105727785	105877160	NCK2	-0.5956	-0.5343	-0.2179	-0.1098	-0.0745	-0.4122	Yes
NM_003743	chr2	+	24660849	24847074	NCOA1	0.0176	-0.6716	-0.1595	-0.0632	0.089	-0.0574	No
NM_006540	chr8	-	71186820	71478574	NCOA2	-0.4435	-0.318	-0.0564	-0.0551	-0.3669	-0.045	Yes
NM_006534	chr20	+	45564063	45719021	NCOA3	-0.6618	-0.8868	-0.3885	-0.2841	-0.2626	-0.3359	Yes
NM_014071	chr20	-	32766238	32877094	NCOA6	-0.3231	-0.5026	-0.093	0.0797	-0.1527	-0.1677	Yes
NM_138704	chr15	-	27347649	27349309	NDNL2	-0.5136	-0.3233	-0.0309	-0.4746	-0.0935	0.0959	Yes
NM_032013	chr20	-	34713582	34807895	NDRG3	-0.2748	-0.4215	-0.2307	-0.5324	-0.272	0.1654	Yes
NM_020465	chr16	+	57055049	57105024	NDRG4	-0.6403	-0.3519	-0.3538	-0.4708	-0.8837	-0.6866	No
NM_006403	chr6	-	11291517	11340901	NEDD9	-0.2671	-0.6333	-0.0926	-0.3677	-0.5907	-0.5505	Yes
NM_006159	chr12	-	43188324	43556514	NELL2	0.0746	-1.1744	-1.1276	-1.2838	-1.7193	-1.8421	No
NM_002499	chr15	+	71131927	71384598	NEO1	-0.3724	-0.6594	-0.0603	-0.1013	-0.035	-0.0126	Yes
NM_001047160	chr10	+	5444517	5490426	NET1	-0.0934	-0.5827	-0.2326	0.0556	0.0994	0.1536	Yes
NM_001005474	chr3	+	103029546	103062556	NFKBIZ	-0.5496	-0.4437	-0.488	-0.2948	-0.0946	-0.9889	Yes
NM_006165	chr11	-	129238879	129268114	NFRKB	-0.5178	-0.2517	-0.174	-0.1277	-0.2517	-0.2869	No
NM_206915	chrX	+	102517923	102519657	NGFRAP1	-0.3095	-0.5066	-0.1401	-0.2406	0.0391	0.0855	Yes
NM_015469	chr9	+	106549789	106562224	NIPSNAP3A	-0.2919	-0.9028	-0.3438	0.086	0.3205	0.4895	Yes
NM_006432	chr14	-	74016395	74029837	NPC2	-0.3152	-0.4043	-0.2237	-0.3326	-0.1309	0.3118	Yes
NM_001033047	chr4	+	107036053	107112277	NPNT	-0.1994	-0.6133	-0.3235	-0.3466	-0.1347	-0.5623	Yes
NM_012428	chr15	-	71639397	71712806	NPTN	-0.4304	-0.6972	-0.2235	-0.2581	-0.0861	0.0332	Yes
NM_005126	chr3	+	23961754	23997114	NR1D2	-0.2637	-0.5119	-0.2533	0.0697	0.0273	-0.5575	Yes
NM_003298	chr3	+	14964239	15065784	NR2C2	-0.5321	-0.5288	-0.2194	-0.1375	0.2577	-0.1093	Yes
NM_001018077	chr5	-	142637688	142795270	NR3C1	-0.5754	-0.6653	-0.4001	-0.4392	-0.323	-0.7432	No
NM_013392	chr2	+	27504976	27518628	NRBP1	-0.3007	-0.3765	-0.3968	-0.4791	-0.7381	-0.6684	Yes
NM_003873	chr10	-	33506424	33663839	NRP1	-0.3772	-0.5142	-0.2968	-0.2046	-0.133	-0.4658	Yes
NM_173474	chr16	-	15039215	15057334	NTAN1	-0.1392	-0.5504	-0.1961	-0.4254	0.0679	0.6353	Yes
NM_021229	chr12	-	94575713	94708667	NTN4	-0.561	-1.0679	-0.4598	-0.3565	-0.6866	-1.8289	No
NM_014840	chr12	-	104981254	105057941	NUAK1	-0.9016	-0.5675	-0.3693	-0.8492	-1.0106	-1.4656	Yes
NM_025152	chr14	+	31100341	31400180	NUBPL	0.1684	-0.7897	-0.2245	0.1343	-0.0289	0.2899	Yes
NM_019094	chr12	+	92295831	92321155	NUDT4	-0.3453	-0.5749	-0.1214	-0.2546	-0.0539	-0.2869	Yes
NM_031423	chr1	+	161558346	161592177	NUF2	-0.4737	-0.2742	-0.2504	0.4643	0.4948	0.4626	Yes
NM_001081491	chr11	-	62316173	62329540	NXF1	-0.2432	-0.3278	-0.2523	0.038	0.1336	-0.0484	Yes
NM_022463	chr17	-	649334	829760	NXN	-0.405	-0.5069	-0.1913	-0.3893	-0.1863	-0.2396	Yes
NM_006187	chr12	+	111860631	111895438	OAS3	-0.1316	-0.4363	-0.3418	-0.2557	-0.3312	-0.3094	Yes
NM_000274	chr10	-	126075861	126097509	OAT	-0.2365	-0.5688	-0.3069	-0.2526	-0.0509	0.4106	Yes
NM_000276	chrX	+	128501932	128554211	OCRL	-0.6377	-0.5137	0.037	0.0355	0.0079	0.2478	Yes
NM_181672	chrX	+	70669657	70712465	OGT	-0.4047	-0.2749	-0.1332	-0.0911	0.052	0.2492	Yes
NM_006812	chr12	+	56374152	56401607	OS9	-0.2292	-0.5062	-0.1196	-0.0704	-0.2199	-0.0259	Yes
NM_014835	chr20	+	60246974	60304664	OSBPL2	-0.4977	-0.8164	-0.1692	-0.2804	-0.2079	0.2106	Yes
NM_053001	chr8	+	100025806	100033500	OSR2	-0.6436	-0.4603	-0.4272	-0.6401	-0.3901	-0.2592	Yes
NM_007229	chr22	-	41596880	41672991	PACSIN2	-0.3612	-0.6428	0.1339	-0.1871	-0.1382	0.0544	No
NM_000430	chr17	+	2443672	2535659	PAFAH1B1	-0.4802	-0.4618	-0.0471	0.0933	0.3148	-0.0011	Yes
NM_002577	chr3	+	197951124	198043915	PAK2	-0.4328	-0.4206	-0.0593	0.097	-0.0347	-0.124	Yes
NM_016081	chr4	+	169654791	170086183	PALLD	-0.1968	-0.487	-0.1428	-0.0529	-0.0556	-0.2852	No
NM_000919	chr5	+	102229425	102393316	PAM	-0.3398	-0.4801	-0.1862	-0.2048	-0.1864	-0.1999	No
NM_175854	chr13	+	27646416	27767471	PAN3	-0.5746	-0.204	-0.4588	0.0243	0.5171	-0.4078	No
NM_005443	chr4	-	108754270	108860868	PAPSS1	-0.1993	-0.5819	-0.1885	-0.109	-0.014	0.3245	Yes
NM_133367	chr6	+	52334884	52380534	PAQR8	-0.5616	-0.2429	-0.013	-0.0971	0.0036	0.3819	Yes
NM_002582	chr16	-	14437059	14631625	PARN	-0.3674	-0.903	-0.0071	-0.0223	0.1532	0.1633	Yes
NM_006437	chr13	-	23893068	23984948	PARP4	-0.3857	-0.5689	-0.2561	-0.2565	0.0847	0.5203	Yes
NM_031458	chr3	-	123729451	123766213	PARP9	-0.2867	-0.2493	-0.4735	-0.6549	-0.5132	-0.6284	Yes
NM_007349	chr7	-	154366332	154425615	PAXIP1	-0.3527	-0.4467	-0.0465	0.074	0.1879	-0.0243	Yes
NM_032961	chr4	+	134289919	134332182	PCDH10	-0.6053	-0.2407	-0.25	-0.1676	-0.1548	0.3388	No
NM_018900	chr5	+	140146059	140372113	PCDHA1	-0.5232	-0.7214	-0.1471	-0.1167	0.124	-0.1048	No
NM_018899	chr5	+	140326295	140372115	PCDHAC2	-0.3008	-0.371	-0.1242	0.0184	0.1602	-0.2859	Yes
NM_018930	chr5	+	140552135	140555397	PCDHB10	-0.5714	-0.5023	-0.4981	-0.6492	-0.5178	0.0526	No
NM_018934	chr5	+	140583261	140586045	PCDHB14	-0.6334	-0.6673	-0.5605	-0.3076	-0.0072	0.4126	No
NM_018936	chr5	+	140454420	140457148	PCDHB2	-0.2508	-0.6021	-0.2044	-0.3758	-0.303	0.1888	Yes
NM_001104925	chr20	+	62357491	62378023	PCMTD2	-0.4145	-0.404	-0.2795	-0.4685	-0.2294	0.0254	Yes
NM_002594	chr20	+	17155630	17413222	PCSK2	-0.009	-0.5343	-0.3038	-0.2431	-0.6049	-0.6664	No
NM_021213	chr17	+	51183354	51209747	PCTP	-0.4765	-0.8523	-0.4982	-0.865	-0.8398	-0.1326	Yes
NM_033023	chr7	-	503424	526007	PDGFA	-0.5265	-0.1724	-0.1185	-0.007	0.0415	-0.2811	Yes
NM_000925	chr3	-	58388393	58394605	PDHB	-0.2334	-0.3681	-0.2484	-0.242	0.0959	0.5032	Yes
NM_020992	chr10	-	96987319	97040771	PDLIM1	-0.1734	-0.3414	-0.4337	-0.6153	-0.6677	-1.0834	Yes
NM_001011513	chr4	+	95592060	95808399	PDLIM5	-0.2874	-0.4449	-0.2133	-0.2264	-0.2715	-0.2932	Yes
NM_002613	chr16	+	2527970	2593190	PDPK1	-0.1624	-0.3687	-0.3015	-0.2025	0.0196	-0.0457	Yes
NM_020381	chr6	-	107580453	107887472	PDSS2	-0.2645	-0.624	0.0801	-0.2534	-0.219	0.5277	Yes
NM_006117	chr6	-	4060925	4080830	PECI	-0.6432	-0.9461	0.1007	-0.4725	0.069	1.1353	Yes
NM_002618	chr2	+	61098315	61132628	PEX13	-0.2874	-0.4604	-0.237	0.0511	0.0148	0.0832	Yes
NM_002633	chr1	+	63831534	63898505	PGM1	-0.2433	-1.2683	0.1393	-0.4002	-0.2316	-0.0981	Yes
NM_015599	chr6	-	83935346	83959654	PGM3	-0.1838	-0.2431	-0.4767	-0.274	-0.0091	-0.1522	Yes
NM_021965	chr9	+	70161634	70335797	PGM5	-0.2101	-0.398	-0.2297	-0.5142	-0.4936	-0.1102	No
NM_014721	chr6	+	143971009	144194015	PHACTR2	-0.4212	-0.5652	-0.3256	-0.2226	-0.0528	-0.7752	No
NM_001048183	chr1	+	28568679	28699468	PHACTR4	-0.4273	-0.4707	0.0126	-0.1921	-0.0083	0.1878	Yes
NM_002636	chr6	+	33486750	33492207	PHF1	-0.0889	-0.3011	-0.4145	-0.4568	-0.4542	-0.922	Yes
NM_001033561	chr17	-	24256396	24302634	PHF12	-0.5605	-0.5772	-0.0339	0.0111	-0.0319	-0.3822	Yes
NM_005392	chr9	+	95378729	95481690	PHF2	-0.2824	-0.5061	-0.2377	-0.1994	-0.1496	-0.2347	Yes
NM_194449	chr18	+	58533713	58798646	PHLPP	-0.858	-0.5207	0.1597	-0.2535	0.0914	0.1184	Yes
NM_006214	chr10	-	13359801	13382136	PHYH	-0.5809	-0.4834	-0.545	-0.5265	-0.2061	0.1816	Yes
NM_016166	chr15	+	66133625	66267458	PIAS1	-0.4305	-0.3588	-0.166	-0.0965	0.0684	-0.3538	Yes
NM_006099	chr1	+	144287344	144297903	PIAS3	-0.2673	-0.3187	-0.4076	-0.4223	-0.4282	-0.2885	Yes
NM_007166	chr11	-	85346132	85457756	PICALM	-0.3436	-0.6021	-0.1194	-0.1151	0.221	0.0428	Yes
NM_004855	chr15	+	53398424	53435138	PIGB	-0.288	-0.438	-0.1818	-0.239	0.1341	0.425	Yes
NM_173074	chr2	-	46661916	46697755	PIGF	-0.1001	-0.7261	-0.0634	-0.0158	0.5376	0.4031	Yes
NM_153682	chr21	-	37359533	37367328	PIGP	-0.1622	-0.3777	-0.3239	-0.4252	-0.2507	0.0858	Yes
NM_017837	chr1	+	26987072	26997474	PIGV	-0.393	-0.2928	-0.398	-0.5204	-0.2245	0.0239	Yes
NM_002646	chr1	-	202658380	202726097	PIK3C2B	-0.2794	-0.6853	-0.4824	-0.5063	-0.7519	-1.0477	No
NM_006219	chr3	-	139856920	139960875	PIK3CB	-0.4657	-0.5344	-0.1693	0.0894	0.5564	0.3893	No
NM_052880	chr22	-	30007579	30018520	PIK3IP1	-0.5162	-0.342	-0.2729	-0.0889	-0.678	-0.2763	Yes
NM_181523	chr5	+	67558217	67633405	PIK3R1	-0.4329	-0.5436	0.0164	0.7379	0.6802	0.3301	Yes
NM_001114172	chr1	-	46278398	46371295	PIK3R3	-1.1719	-0.9746	-0.6642	-0.4934	-0.7151	-0.1691	Yes
NM_014602	chr3	-	131880467	131948386	PIK3R4	-0.1177	-0.5188	-0.1539	0.0017	0.083	0.1733	Yes
NM_032409	chr1	+	20832534	20850591	PINK1	-0.1962	-0.2168	-0.4858	-0.6614	-0.7971	-0.5745	Yes
NM_003662	chrX	-	15312844	15421385	PIR	-0.8963	-1.2182	-0.3413	-0.6158	0.1903	0.9559	Yes
NM_022368	chrX	-	68297421	68302065	PJA1	-0.6137	-0.6287	0.0176	-0.2656	-0.4182	0.3701	No
NM_014819	chr5	-	108698308	108773574	PJA2	-0.6362	-0.4555	-0.075	-0.0515	-0.0642	0.0605	Yes
NM_001005337	chr1	+	199519202	199568740	PKP1	-0.3823	-0.1091	-0.3245	-0.1398	0.0045	0.8847	Yes
NM_001005476	chr2	+	159021721	159246186	PKP4	-0.4351	-0.688	-0.1209	-0.0698	0.1578	0.2992	Yes
NM_016619	chr4	-	84230234	84254935	PLAC8	-0.4216	-0.6148	-0.4174	-1.1071	-1.0427	-1.2818	No
NM_000445	chr8	-	145061308	145122901	PLEC1	-0.2604	-0.0402	-0.511	-0.1712	-0.523	-0.7569	Yes
NM_021623	chr8	+	38877909	38950587	PLEKHA2	-0.3881	-0.3622	-0.2744	-0.3689	-0.0968	0.1021	No
NM_019012	chr12	+	19173914	19420598	PLEKHA5	-0.3758	-0.243	-0.295	0.0066	-0.1414	-0.4361	Yes
NM_175058	chr11	-	16765787	16992539	PLEKHA7	-0.4554	-0.6545	-0.1535	-0.4999	-0.5203	-0.356	Yes
NM_024613	chr8	+	96215213	96238087	PLEKHF2	-0.6607	-1.0828	-0.6293	-0.6309	-0.7182	-0.4826	Yes
NM_006622	chr5	-	57785566	57791670	PLK2	-1.068	-0.5784	-0.3636	-0.5372	-0.3347	-0.9471	Yes
NM_002670	chr3	+	143824955	143915193	PLS1	-0.311	-0.5254	-0.1606	-0.1858	0.2146	0.2143	No
NM_032812	chr10	+	20145377	20609121	PLXDC2	-0.2505	-0.6306	-0.2777	-0.0691	0.0439	0.3817	Yes
NM_000304	chr17	-	15073821	15109369	PMP22	-0.6367	-0.9958	-0.5639	-0.978	-1.4777	-1.933	No
NM_006029	chr14	-	73248238	73250881	PNMA1	-0.3327	-0.5398	-0.105	-0.0529	0.1369	0.1382	Yes
NM_015723	chr7	-	107899306	107953874	PNPLA8	-0.2037	-0.5859	-0.6904	-0.6064	0.0379	-0.7153	Yes
NM_006813	chr6	+	89847147	89851598	PNRC1	-0.5033	-0.7006	-0.4975	-0.4659	-0.6013	-0.1537	Yes
NM_032305	chr1	-	144167592	144181744	POLR3GL	-0.388	-0.4621	-0.1546	-0.324	-0.0827	0.871	Yes
NM_006627	chr19	+	34789009	34800002	POP4	-0.2179	-0.1977	-0.5797	-0.4536	-0.4311	-0.6763	Yes
NM_003711	chr5	-	54756439	54866630	PPAP2A	-0.3757	-0.7798	-0.1984	-0.422	-0.0749	0.0203	Yes
NM_177414	chr1	-	56733020	56817845	PPAP2B	-0.7182	-0.6774	-0.3932	-0.6684	-0.254	-0.234	Yes
NM_203453	chr9	+	4652297	4655258	PPAPDC2	-0.1832	-0.8489	-0.1515	-0.4055	0.2045	0.3954	Yes
NM_005037	chr3	+	12304348	12450855	PPARG	-0.5298	-0.3714	-0.2724	-0.3705	-0.1394	-1.3565	No
NM_000943	chr5	-	122386976	122400324	PPIC	-0.2836	-0.5521	-0.2183	-0.3333	-0.2072	-0.3774	Yes
NM_002705	chr16	-	4872508	4927137	PPL	-0.3206	-1.0244	-0.8884	-0.9971	-0.8603	-1.1014	Yes
NM_018444	chr8	+	94998258	95007470	PPM2C	-0.3894	-0.9152	-0.6468	6.00E-04	-0.0322	-0.2123	Yes
NM_006663	chr19	-	50574732	50600152	PPP1R13L	-0.3879	-0.1797	-0.4429	-0.447	-0.5037	-0.712	Yes
NM_014330	chr19	+	54067460	54071131	PPP1R15A	-0.5417	-0.1314	-0.1622	-0.1878	-0.623	-0.6586	Yes
NM_032833	chr1	-	202639114	202647567	PPP1R15B	-0.0573	-0.6789	-0.3521	-0.0738	-0.1707	-0.0992	Yes
NM_006241	chr3	-	196722511	196751513	PPP1R2	-0.2989	-0.4037	-0.2458	0.0513	0.0013	-0.1299	Yes
NM_005398	chr10	-	93378178	93382838	PPP1R3C	-0.2775	-0.5117	-0.4369	-0.6306	-0.5212	-0.1193	Yes
NM_001003656	chr10	+	133597949	133620043	PPP2R2D	-0.4253	-0.4067	-0.0817	-0.2755	-0.0753	0.2132	No
NM_000944	chr4	-	102163609	102487651	PPP3CA	-0.3313	-0.5926	-0.0492	0.021	0.201	-0.0137	Yes
NM_021132	chr10	-	74866569	74925788	PPP3CB	-0.2892	-0.4227	-0.1636	-0.2309	0.0134	0.1358	Yes
NM_000310	chr1	-	40310968	40335729	PPT1	-0.2415	-0.5062	-0.1909	-0.3881	-0.2489	-0.0794	Yes
NM_012406	chr12	-	106650772	106679044	PRDM4	-0.4394	-0.4782	-0.0926	-0.2077	-0.0143	0.2367	Yes
NM_153026	chr12	-	41138407	41269839	PRICKLE1	-0.494	-0.2609	-0.1931	-0.3808	-0.3231	-0.3913	No
NM_005399	chr1	-	145093308	145110753	PRKAB2	-0.4545	-0.2839	-0.0884	-0.1358	-0.0063	0.0931	Yes
NM_212471	chr17	+	64019704	64040505	PRKAR1A	-0.2253	-0.453	-0.1894	-0.1254	-0.2403	0.0519	Yes
NM_002736	chr7	+	106472413	106589492	PRKAR2B	0.0422	-0.799	-0.2326	0.0854	0.3265	-0.0117	Yes
NM_006255	chr14	+	60858267	61087451	PRKCH	-0.0526	-0.561	-0.528	-0.5117	-0.4482	-0.399	Yes
NM_002740	chr3	+	171422913	171506464	PRKCI	-0.2975	-0.5101	-0.0955	0.2474	0.2125	-0.0419	Yes
NM_001535	chr21	+	46879954	46909291	PRMT2	-0.2263	-0.5036	-0.2602	-0.2682	-0.1169	0.0122	Yes
NM_001080122	chr20	+	4614796	4630234	PRNP	-0.4455	-0.3141	-0.1766	0.0003	-0.026	-0.5324	Yes
NM_002764	chrX	+	106758309	106780912	PRPS1	-0.1512	-0.5938	-0.2608	-0.1245	0.0051	-0.4771	Yes
NM_002766	chr17	-	71818462	71861825	PRPSAP1	-0.1778	-0.5755	-0.1821	-0.1614	-0.0748	0.0641	Yes
NM_175887	chr7	+	29569951	29573436	PRR15	-0.6554	-0.7119	-0.469	-0.5217	-0.4502	-0.4881	Yes
NM_002773	chr16	-	31050254	31054652	PRSS8	-0.1149	-0.2361	-0.7717	-0.8953	-1.12	-1.2882	Yes
NM_021222	chr1	+	149247596	149274813	PRUNE	-0.0867	-0.5276	-0.2488	-0.3324	-0.1679	0.2901	Yes
NM_005672	chr8	+	143758876	143761145	PSCA	-0.3209	-0.1704	-0.3588	-0.5876	-1.0373	-1.7157	Yes
NM_015310	chr8	-	18429092	18915476	PSD3	-0.3313	-0.6041	-0.639	-0.4246	-0.2103	-0.6022	Yes
NM_002805	chr17	+	59258541	59263119	PSMC5	-0.2395	-0.5625	-0.0619	-0.004	0.16	0.3556	Yes
NM_000958	chr5	+	40715788	40729594	PTGER4	-0.8538	-0.4005	-0.3761	-0.6659	-0.4399	-0.9988	Yes
NM_005975	chr20	-	61630219	61639151	PTK6	-0.3604	-0.435	-0.2334	-0.5143	-0.8159	-0.7695	Yes
NM_080391	chr1	-	32146379	32176575	PTP4A2	-0.2689	-0.5291	-0.0384	0.0547	0.1134	0.0073	Yes
NM_002829	chr9	-	111177794	111300414	PTPN3	-0.4859	-0.6007	-0.1932	0.1231	-0.1384	-0.323	Yes
NM_002830	chr2	+	120233676	120451507	PTPN4	-0.1433	-0.5581	-0.1659	-0.2325	0.1452	0.1543	Yes
NM_130440	chr1	+	43769133	43861930	PTPRF	-0.4022	-0.4361	-0.2236	-0.1634	-0.386	-0.406	Yes
NM_002843	chr11	+	47958685	48148970	PTPRJ	-0.3265	-0.4559	-0.1545	-0.2149	-0.0856	-0.5382	Yes
NM_012232	chr17	-	37807993	37828800	PTRF	-0.4282	-0.2337	-0.1895	-0.2835	-0.3741	-0.3801	Yes
NM_001020658	chr1	-	31176939	31311151	PUM1	-0.4441	-0.5294	-0.045	-0.0947	0.1724	0.2083	Yes
NM_030916	chr1	-	159307404	159326009	PVRL4	-0.5342	-0.4837	-0.3802	-0.5433	-0.8995	-1.0862	Yes
NM_012293	chr2	-	1614665	1727298	PXDN	-0.1201	-0.6842	-0.4472	-0.4922	-0.2919	-0.2737	Yes
