Location	Fold Change	ProbeSet ID	UniGene ID	Gene Symbol	Gene Name
Unknown	3.6	209020_at	Hs.75798	C20ORF111	chromosome 20 open reading frame 111
Unknown	3.5	224839_s_at	Hs.460693	GPT2	glutamic pyruvate transaminase (alanine aminotransferase) 2
Unknown	3.5	227856_at	Hs.23439	C4ORF32	chromosome 4 open reading frame 32
Unknown	3.4	231260_at	Hs.549564	BC036928	hypothetical protein BC036928
Unknown	3.4	229865_at	Hs.159430	FNDC3B	fibronectin type III domain containing 3B
Unknown	3.4	225922_at	Hs.709500	FNIP2 (includes	EGfolliculin interacting protein 2
Unknown	3.4	224916_at	Hs.379754	TMEM173	transmembrane protein 173
Unknown	3.3	224875_at	Hs.406549	C5ORF24	chromosome 5 open reading frame 24
Unknown	3.3	212959_s_at	Hs.46850	GNPTAB	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits
Unknown	3.3	220943_s_at	Hs.433466	C2ORF56	chromosome 2 open reading frame 56
Unknown	3.3	223491_at	Hs.591315	COMMD2	COMM domain containing 2
Unknown	3.2	218513_at	Hs.267446	C4ORF43	chromosome 4 open reading frame 43
Unknown	3.2	204866_at	Hs.371977	PHF16	PHD finger protein 16
Unknown	3.2	224929_at	Hs.379754	TMEM173	transmembrane protein 173
Unknown	3.2	202732_at	Hs.472831	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma
Unknown	3.2	235727_at	Hs.653206	KLHL28	kelch-like 28 (Drosophila)
Unknown	3.2	225623_at	Hs.22452	KIAA1737	KIAA1737
Unknown	3.2	235349_at	Hs.591566	FAM82A1	family with sequence similarity 82, member A1
Unknown	3.1	225308_s_at	Hs.61590	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
Unknown	3.1	227599_at	Hs.151443	C3ORF59	chromosome 3 open reading frame 59
Unknown	3.1	225121_at	Hs.477003	TBC1D23	TBC1 domain family, member 23
Unknown	3.1	218446_s_at	Hs.87295	FAM18B	family with sequence similarity 18, member B
Unknown	3	202181_at	Hs.440025	KIAA0247	KIAA0247
Unknown	3	235369_at	Hs.82098	C14ORF28	chromosome 14 open reading frame 28
Unknown	3	203642_s_at	Hs.470457	COBLL1	COBL-like 1
Unknown	3	219021_at	Hs.368554	RNF121	ring finger protein 121
Unknown	3	226901_at	Hs.90790	C17ORF58	chromosome 17 open reading frame 58
Unknown	3	227124_at	Hs.709608	LOC221710	hypothetical protein LOC221710
Unknown	3	225698_at	Hs.12082	C5ORF26	chromosome 5 open reading frame 26
Unknown	2.9	1553719_s_at	Hs.657353	ZNF548	zinc finger protein 548
Unknown	2.9	212792_at	Hs.408623	DPY19L1	dpy-19-like 1 (C. elegans)
Unknown	2.9	222693_at	Hs.159430	FNDC3B	fibronectin type III domain containing 3B
Unknown	2.9	218705_s_at	Hs.483200	SNX24	sorting nexin 24
Unknown	2.8	207000_s_at	Hs.655661	PPP3CC	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform
Unknown	2.8	237032_x_at		LOC283567	hypothetical protein LOC283567
Unknown	2.8	221156_x_at	Hs.285051	CCPG1	cell cycle progression 1
Unknown	2.8	232287_at	Hs.654449	PGBD3	piggyBac transposable element derived 3
Unknown	2.8	218776_s_at	Hs.511175	TMEM62	transmembrane protein 62
Unknown	2.8	223239_at	Hs.4104	C14ORF129	chromosome 14 open reading frame 129
Unknown	2.8	219826_at	Hs.710285	ZNF419	zinc finger protein 419
Unknown	2.8	201918_at	Hs.144130	SLC25A36	solute carrier family 25, member 36
Unknown	2.8	227395_at	Hs.504136	TBCEL	tubulin folding cofactor E-like
Unknown	2.7	209717_at	Hs.656836	EVI5	ecotropic viral integration site 5
Unknown	2.7	220241_at	Hs.317593	TMCO3	transmembrane and coiled-coil domains 3
Unknown	2.7	222642_s_at	Hs.31082	TMEM33	transmembrane protein 33
Unknown	2.7	209770_at	Hs.191510	BTN3A1	butyrophilin, subfamily 3, member A1
Unknown	2.7	221050_s_at	Hs.485449	GTPBP2	GTP binding protein 2
Unknown	2.7	204976_s_at	Hs.656243	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
Unknown	2.7	229175_at	Hs.514602	SMYD4	SET and MYND domain containing 4
Unknown	2.7	226227_x_at	Hs.356766	C20ORF199	chromosome 20 open reading frame 199
Unknown	2.7	213786_at	Hs.34576	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1
Unknown	2.7	221912_s_at	Hs.534482	CCDC28B (includes	coiled-coil domain containing 28B
Unknown	2.7	214773_x_at	Hs.209431	TIPRL	TIP41, TOR signaling pathway regulator-like (S. cerevisiae)
Unknown	2.6	53912_at	Hs.15827	SNX11	sorting nexin 11
Unknown	2.6	223375_at	Hs.485270	TBC1D22B	TBC1 domain family, member 22B
Unknown	2.6	225085_at	Hs.96513	USP40	ubiquitin specific peptidase 40
Unknown	2.6	225855_at	Hs.654802	EPB41L5	erythrocyte membrane protein band 4.1 like 5
Unknown	2.6	203502_at	Hs.198365	BPGM	2,3-bisphosphoglycerate mutase
Unknown	2.6	218562_s_at	Hs.189782	TMEM57	transmembrane protein 57
Unknown	2.6	203640_at	Hs.657347	MBNL2	muscleblind-like 2 (Drosophila)
Unknown	2.6	1553677_a_at	Hs.209431	TIPRL	TIP41, TOR signaling pathway regulator-like (S. cerevisiae)
Unknown	2.6	1557828_a_at	Hs.558531	C5ORF28	chromosome 5 open reading frame 28
Unknown	2.6	200867_at	Hs.144949	RNF114	ring finger protein 114
Unknown	2.6	226776_at	Hs.492555	ENY2	enhancer of yellow 2 homolog (Drosophila)
Unknown	2.5	214838_at	Hs.645435	SFT2D2	SFT2 domain containing 2
Unknown	2.5	228425_at	Hs.656660	LOC654433	hypothetical LOC654433
Unknown	2.5	214152_at	Hs.285051	CCPG1	cell cycle progression 1
Unknown	2.5	226810_at	Hs.648434	OGFRL1	opioid growth factor receptor-like 1
Unknown	2.5	212297_at	Hs.529609	ATP13A3 (includes	ATPase type 13A3
Unknown	2.5	225956_at	Hs.484195	C5ORF41	chromosome 5 open reading frame 41
Unknown	2.5	229983_at	Hs.58924	TIGD2 (includes	EGtigger transposable element derived 2
Unknown	2.5	218195_at	Hs.15929	C6ORF211	chromosome 6 open reading frame 211
Unknown	2.5	220952_s_at	Hs.188614	PLEKHA5	pleckstrin homology domain containing, family A member 5
Unknown	2.5	228054_at	Hs.478729	TMEM44	transmembrane protein 44
Unknown	2.5	217783_s_at	Hs.515890	YPEL5	yippee-like 5 (Drosophila)
Unknown	2.5	220985_s_at	Hs.696153	RNF170 (includes	Ering finger protein 170
Unknown	2.5	203024_s_at	Hs.355177	C5ORF15	chromosome 5 open reading frame 15
Unknown	2.5	213083_at	Hs.654897	SLC35D2	solute carrier family 35, member D2
Unknown	2.5	235125_x_at	Hs.632419	FAM73A	family with sequence similarity 73, member A
Unknown	2.5	1555874_x_at	Hs.380240	MGC21881	hypothetical locus MGC21881
Unknown	2.5	222574_s_at	Hs.29403	DHX40	DEAH (Asp-Glu-Ala-His) box polypeptide 40
Unknown	2.5	235143_at	Hs.659209	SLC10A7	solute carrier family 10 (sodium/bile acid cotransporter family), member 7
Unknown	2.5	219410_at	Hs.658956	TMEM45A	transmembrane protein 45A
Unknown	2.5	223178_s_at	Hs.520341	NT5DC1	5-nucleotidase domain containing 1
Unknown	2.4	218706_s_at	Hs.363558	GRAMD3	GRAM domain containing 3
Unknown	2.4	225455_at	Hs.435967	TADA1L	transcriptional adaptor 1 (HFI1 homolog, yeast)-like
Unknown	2.4	225320_at	Hs.591366	CCDC109A	coiled-coil domain containing 109A
Unknown	2.4	231995_at	Hs.178357	C9ORF82	chromosome 9 open reading frame 82
Unknown	2.4	228703_at	Hs.660541	P4HA3	prolyl 4-hydroxylase, alpha polypeptide III
Unknown	2.4	219479_at	Hs.408629	KDELC1	KDEL (Lys-Asp-Glu-Leu) containing 1
Unknown	2.4	230379_x_at	Hs.433466	C2ORF56	chromosome 2 open reading frame 56
Unknown	2.4	232591_s_at	Hs.108530	TMEM30A	transmembrane protein 30A
Unknown	2.4	210788_s_at	Hs.59719	DHRS7 (includes	EGdehydrogenase/reductase (SDR family) member 7
Unknown	2.4	224949_at	Hs.372050	YIPF5	Yip1 domain family, member 5
Unknown	2.4	215207_x_at	Hs.525826	NUS1 (includes EG	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)
Unknown	2.4	228026_at	Hs.709277		suppressor of IKK epsilon
Unknown	2.4	225378_at	Hs.343873	VPS37A	vacuolar protein sorting 37 homolog A (S. cerevisiae)
Unknown	2.4	222811_at	Hs.72782	FTSJD1	FtsJ methyltransferase domain containing 1
Unknown	2.4	223361_at	Hs.600861	C6ORF115	chromosome 6 open reading frame 115
Unknown	2.3	219335_at	Hs.522729	ARMCX5	armadillo repeat containing, X-linked 5
Unknown	2.3	225089_at	Hs.96513	USP40	ubiquitin specific peptidase 40
Unknown	2.3	225999_at	Hs.504670	RIMKLB	ribosomal modification protein rimK-like family member B
Unknown	2.3	220175_s_at	Hs.597638	CBWD5	COBW domain containing 5
Unknown	2.3	218637_at	Hs.515317	IMPACT	Impact homolog (mouse)
Unknown	2.3	211084_x_at	Hs.696257	PRKD3	protein kinase D3
Unknown	2.3	224850_at	Hs.435948	ATAD1	ATPase family, AAA domain containing 1
Unknown	2.3	219553_at	Hs.706952	NME7	non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)
Unknown	2.3	218379_at	Hs.533736	RBM7	RNA binding motif protein 7
Unknown	2.3	225222_at	Hs.124156	HIAT1 (includes	EGhippocampus abundant transcript 1
Unknown	2.3	225213_at	Hs.13854	PPTC7	PTC7 protein phosphatase homolog (S. cerevisiae)
Unknown	2.3	224669_at		SYS1 (includes EG:	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)
Unknown	2.3	213322_at	Hs.227457	C6ORF130	chromosome 6 open reading frame 130
Unknown	2.3	224692_at	Hs.304376	PPP1R15B	protein phosphatase 1, regulatory (inhibitor) subunit 15B
Unknown	2.3	212499_s_at	Hs.594338	FCF1 (includes EG:	FCF1 small subunit (SSU) processome component homolog (S. cerevisiae)
Unknown	2.3	225040_s_at	Hs.282260	RPE (includes EG:	6ribulose-5-phosphate-3-epimerase
Unknown	2.2	225621_at	Hs.40919	ALG2	asparagine-linked glycosylation 2, alpha-1,3-mannosyltransferase homolog (S. cerevisiae)
Unknown	2.2	225438_at	Hs.558577	NUDCD1	NudC domain containing 1
Unknown	2.2	221988_at	Hs.356467	C19ORF42	chromosome 19 open reading frame 42
Unknown	2.2	235241_at	Hs.649685	SLC38A9	solute carrier family 38, member 9
Unknown	2.2	212164_at	Hs.497443	TMEM183A	transmembrane protein 183A
Unknown	2.2	213118_at	Hs.620701	UHRF1BP1L	UHRF1 binding protein 1-like
Unknown	2.2	1555910_at	Hs.126906	PTCD2	pentatricopeptide repeat domain 2
Unknown	2.2	233124_s_at	Hs.486410	ECHDC1	enoyl Coenzyme A hydratase domain containing 1
Unknown	2.2	220486_x_at	Hs.496572	TMEM164	transmembrane protein 164
Unknown	2.2	227413_at	Hs.591733	UBLCP1	ubiquitin-like domain containing CTD phosphatase 1
Unknown	2.2	241933_at	Hs.406917	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
Unknown	2.2	203480_s_at	Hs.270851	OTUD4	OTU domain containing 4
Unknown	2.2	223113_at	Hs.406530	TMEM138	transmembrane protein 138
Unknown	2.2	57703_at	Hs.240770	SENP5 (includes	EGSUMO1/sentrin specific peptidase 5
Unknown	2.2	223192_at	Hs.403790	SLC25A28	solute carrier family 25, member 28
Unknown	2.2	218826_at	Hs.524014	SLC35F2	solute carrier family 35, member F2
Unknown	2.2	224826_at	Hs.636359		hypothetical protein KIAA1434
Unknown	2.2	228024_at	Hs.343873	VPS37A	vacuolar protein sorting 37 homolog A (S. cerevisiae)
Unknown	2.1	222825_at	Hs.30532	OTUD6B	OTU domain containing 6B
Unknown	2.1	200868_s_at	Hs.144949	RNF114	ring finger protein 114
Unknown	2.1	204656_at	Hs.521482	SHB	Src homology 2 domain containing adaptor protein B
Unknown	2.1	223058_at	Hs.446315	FAM107B	family with sequence similarity 107, member B
Unknown	2.1	221423_s_at	Hs.372050	YIPF5	Yip1 domain family, member 5
Unknown	2.1	222751_at	Hs.706966	HERPUD2	HERPUD family member 2
Unknown	2.1	226301_at	Hs.347144	C6ORF192	chromosome 6 open reading frame 192
Unknown	2.1	219774_at	Hs.107845	CCDC93	coiled-coil domain containing 93
Unknown	2.1	226496_at	Hs.654700	ZCCHC7	zinc finger, CCHC domain containing 7
Unknown	2.1	209479_at	Hs.412019	CCDC28A	coiled-coil domain containing 28A
Unknown	2.1	220235_s_at	Hs.25245	C1ORF103	chromosome 1 open reading frame 103
Unknown	2.1	238860_at	Hs.227457	C6ORF130	chromosome 6 open reading frame 130
Unknown	2.1	222700_at	Hs.714852	ATL2	atlastin GTPase 2
Unknown	2.1	225955_at	Hs.591142	METRNL	meteorin, glial cell differentiation regulator-like
Unknown	2.1	203695_s_at	Hs.520708	DFNA5	deafness, autosomal dominant 5
Unknown	2.1	228652_at	Hs.109540	ZNF776	zinc finger protein 776
Unknown	2.1	224831_at	Hs.127126	CPEB4	cytoplasmic polyadenylation element binding protein 4
Unknown	2.1	218647_s_at	Hs.301564	YRDC	yrdC domain containing (E. coli)
Unknown	2.1	224953_at	Hs.372050	YIPF5	Yip1 domain family, member 5
Unknown	2.1	218277_s_at	Hs.29403	DHX40	DEAH (Asp-Glu-Ala-His) box polypeptide 40
Unknown	2.1	225439_at	Hs.558577	NUDCD1	NudC domain containing 1
Unknown	2.1	210041_s_at	Hs.708038	PGM3	phosphoglucomutase 3
Unknown	2	213082_s_at	Hs.654897	SLC35D2	solute carrier family 35, member D2
Unknown	2	223349_s_at	Hs.293753	BOK	BCL2-related ovarian killer
	63.1	230499_at	Hs.664299
	25.1	229242_at	Hs.23349
	21.9	222877_at	Hs.660596
	15.3	235971_at	Hs.601963
	13.4	1566342_at	Hs.702118
	12.8	235299_at	Hs.593516
	12.6	242881_x_at	Hs.537370
	10.8	229024_at	Hs.435132
	10.3	236704_at	Hs.714845
	9.8	240460_at	Hs.134215
	9.3	227755_at	Hs.711835
	8.2	239587_at	Hs.201600
	8	1558783_at	Hs.677281
	7.5	242546_at	Hs.536395
	7.2	230336_at	Hs.469971
	6.1	236251_at	Hs.697073
	5.9	231882_at	Hs.536395
	5.8	235295_at	Hs.714353
	5.8	231894_at	Hs.656334
	5.6	242853_at	Hs.687749
	5.2	232615_at	Hs.663064
	5.2	227125_at	Hs.709795
	5.2	228827_at	Hs.547787
	5.2	213790_at	Hs.594351
	4.8	227565_at	Hs.633326
	4.7	228116_at	Hs.556122
	4.5	231111_at	Hs.659218
	3.9	227107_at	Hs.503584
	3.8	238879_at	Hs.592789
	3.7	232297_at	Hs.633187
	3.7	232484_at	Hs.30483
	3.6	226777_at	Hs.594351
	3.6	236277_at	Hs.655757
	3.6	235109_at	Hs.596026
	3.5	1558102_at	Hs.660989
	3.5	239010_at	Hs.536395
	3.3	235733_at	Hs.659021
	3.3	228603_at	Hs.595349
	3.2	217604_at	Hs.635110
	3.2	225412_at	Hs.656711
	3.2	1558103_a_at	Hs.660989
	3.1	227458_at	Hs.655937
	2.9	226520_at	Hs.658311
	2.9	227585_at	Hs.593514
	2.8	235759_at	Hs.302754
	2.8	225411_at	Hs.656711
	2.8	235459_at	Hs.551915
	2.7	214078_at	Hs.655757
	2.7	238739_at	Hs.30280
	2.7	234997_x_at	Hs.498418
	2.7	1558236_at
	2.6	226779_at	Hs.599179
	2.5	1560792_at	Hs.662003
	2.4	229537_at	Hs.654822
	2.4	217625_x_at	Hs.529860
	2.3	229355_at	Hs.595430
	2.3	209140_x_at	Hs.549053
	2.3	242300_at	Hs.48444
	2.3	214126_at	Hs.655589
	2.3	240277_at	Hs.606496
	2.2	236322_at	Hs.661081
	2.2	235801_at	Hs.426324
	2.2	238829_at	Hs.662429
	2.1	242879_x_at	Hs.668867
	2.1	226756_at	Hs.714959
