ID	Name	Symbol	Accession	UniGene	Gene	Ensembl	aveA	P400vsEGFP.M	P400vsEGFP.AdjP	P400vsEGFP.FDR	P400vsEGFP.B	Description	Coordinates	A	D	C	B
A_51_P257892	a disintegrin and metallopeptidase domain 25 (testase 2)	Adam25	NM_011781	Mm.425525	23793	ENSMUST00000096663	6.575	0.582	1	0.002	0.929	Mus musculus a disintegrin and metallopeptidase domain 25 (testase 2) (Adam25), mRNA [NM_011781]	chr8:39546437-39546496	0.454	-0.748	0.596	-0.53
A_52_P75668			AK050117	Mm.412040	NA		9.961	0.582	1	0.002	0.772	Mus musculus adult male liver tumor cDNA, RIKEN full-length enriched library, clone:C730016N02 product:unclassifiable, full insert sequence. [AK050117]	chr17:13262104-13262045	0.689	-0.701	0.463	-0.474
A_52_P102002	RIKEN cDNA 2810002G02 gene	2810002G02Rik	XM_485670	Mm.206666	70118	ENSMUST00000031289	9.546	0.582	1	0.002	0.592	PREDICTED: Mus musculus RIKEN cDNA 2810002G02 gene, transcript variant 1 (2810002G02Rik), mRNA [XM_485670]	chr5:111524540-111524481	0.714	-0.449	0.688	-0.476
A_51_P437289	cDNA sequence BC017612	BC017612	NM_133214	Mm.86572	170748	ENSMUST00000045620	8.617	0.582	1	0.003	0.265	Mus musculus cDNA sequence BC017612 (BC017612), mRNA [NM_133214]	chr9:15383670-15383729	0.808	-0.48	0.53	-0.511
A_52_P63680	N-acylsphingosine amidohydrolase (alkaline ceramidase) 3	Asah3	NM_175731	Mm.218784	171168	ENSMUST00000056113	6.753	0.581	1	0.001	2.055	Mus musculus N-acylsphingosine amidohydrolase (alkaline ceramidase) 3 (Asah3), mRNA [NM_175731]	chr17:55165621-55165562	0.59	-0.676	0.569	-0.488
A_51_P116609	testis expressed gene 12	Tex12	NM_025687	Mm.240195	66654		7.211	0.581	1	0.001	1.416	Mus musculus testis expressed gene 12 (Tex12), mRNA [NM_025687]	chr9:50535963-50535904	0.538	-0.497	0.734	-0.556
A_52_P595687	brain protein 44-like	Brp44l	NM_018819	Mm.288510	55951	ENSMUST00000046754	11.805	0.581	1	0.002	0.812	Mus musculus brain protein 44-like (Brp44l), mRNA [NM_018819]	chr17_random:606651-606710	0.569	-0.478	0.766	-0.51
A_51_P362423	metallothionein-like 5, testis-specific (tesmin)	Mtl5	NM_001039657	Mm.209941	17771	ENSMUST00000025840	7.358	0.58	1	0.001	1.843	Mus musculus metallothionein-like 5, testis-specific (tesmin) (Mtl5), transcript variant 1, mRNA [NM_001039657]	chr19:3302191-3302250	0.527	-0.67	0.634	-0.488
A_51_P301930	leucine rich repeat containing 17	Lrrc17	BC030317	Mm.319123	74511	ENSMUST00000035651	6.324	0.58	1	0.001	1.517	Mus musculus leucine rich repeat containing 17, mRNA (cDNA clone MGC:40896 IMAGE:5372009), complete cds. [BC030317]	chr5:20613762-20613821	0.723	-0.524	0.572	-0.5
A_51_P496023	peroxiredoxin 6	Prdx6	NM_007453	Mm.186185	11758	ENSMUST00000071718	14.006	0.58	1	0.002	1.154	Mus musculus peroxiredoxin 6 (Prdx6), mRNA [NM_007453]	chr1:161203624-161203565	0.431	-0.703	0.561	-0.626
A_51_P267754	intercellular adhesion molecule 2	Icam2	NM_010494	Mm.394	15896	ENSMUST00000001055	6.916	0.579	0.844	0.001	2.534	Mus musculus intercellular adhesion molecule 2 (Icam2), mRNA [NM_010494]	chr11:106486831-106486772	0.62	-0.523	0.547	-0.627
A_51_P230267	histocompatibility 2, Q region locus 10	H2-Q10	NM_010391	Mm.88795	15007	ENSMUST00000068291	7.342	0.579	1	0.001	2.044	Mus musculus histocompatibility 2, Q region locus 10 (H2-Q10), mRNA [NM_010391]	chr17:33574366-33574425	0.599	-0.661	0.58	-0.477
A_51_P203850	RIKEN cDNA 4930539H15 gene	4930539H15Rik	AK019727	Mm.351688	78188		6.93	0.579	1	0.001	1.496	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930539H15 product:unclassifiable, full insert sequence. [AK019727]	chr11:113793301-113793360	0.667	-0.572	0.441	-0.637
A_52_P241732	peroxisome biogenesis factor 16	Pex16	NM_145122	Mm.202782	18633	ENSMUST00000028650	10.325	0.579	1	0.001	1.379	Mus musculus peroxisome biogenesis factor 16 (Pex16), mRNA [NM_145122]	chr2:92229976-92230035	0.703	-0.533	0.622	-0.46
A_51_P121622	regulatory solute carrier protein, family 1, member 1	Rsc1a1	AK004273		69994		11.088	0.579	1	0.002	1.166	Mus musculus 18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110056G13 product:unclassifiable, full insert sequence. [AK004273]	chr4:141056199-141056140	0.523	-0.747	0.498	-0.548
A_51_P130427	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	Psmd3	NM_009439	Mm.12194	22123	ENSMUST00000017365	15.962	0.579	1	0.002	1.146	Mus musculus proteasome (prosome, macropain) 26S subunit, non-ATPase, 3 (Psmd3), mRNA [NM_009439]	chr11:98804908-98804967	0.468	-0.716	0.502	-0.629
A_52_P153302	RIKEN cDNA 1810054D07 gene	1810054D07Rik	NM_027238	Mm.5540	69863		9.603	0.579	1	0.002	1.13	Mus musculus RIKEN cDNA 1810054D07 gene (1810054D07Rik), mRNA [NM_027238]	chr4:82630807-82630748	0.472	-0.534	0.57	-0.742
A_52_P78659	required for meiotic nuclear division 5 homolog A (S. cerevisiae)	Rmnd5a	NM_024288	Mm.28474	68477	ENSMUST00000002292	7.833	0.579	1	0.002	0.63	Mus musculus required for meiotic nuclear division 5 homolog A (S. cerevisiae) (Rmnd5a), mRNA [NM_024288]	chr6:71409763-71409704	0.542	-0.775	0.535	-0.463
A_52_P290341	cDNA sequence BC032203	BC032203	XM_001001238	Mm.37642	210982	ENSMUST00000040624	8.808	0.579	1	0.002	0.442	PREDICTED: Mus musculus cDNA sequence BC032203 (BC032203), mRNA [XM_001001238]	chr17:44930981-44930922	0.496	-0.578	0.782	-0.462
A_51_P187954	transmembrane protein 132D	Tmem132d	NM_172885	Mm.348844	243274	ENSMUST00000044441	6.25	0.579	1	0.003	0.087	Mus musculus transmembrane protein 132D (Tmem132d), mRNA [NM_172885]	chr5:127015220-127015161	0.351	-0.698	0.67	-0.596
A_52_P851352			AK045003	Mm.29254	NA		6.89	0.579	1	0.003	0.048	Mus musculus 9.5 days embryo parthenogenote cDNA, RIKEN full-length enriched library, clone:B130018L24 product:unclassifiable, full insert sequence. [AK045003]	chr11:7163879-7163820	0.572	-0.645	0.736	-0.361
A_51_P282993	RIKEN cDNA 4930415F15 gene	4930415F15Rik	AK015144	Mm.159077	73862	ENSMUST00000020410	6.514	0.578	1	0.003	0.043	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930415F15 product:hypothetical protein, full insert sequence. [AK015144]	chr11:11467029-11467088	0.68	-0.746	0.473	-0.415
A_52_P297642	protein disulfide isomerase associated 5	Pdia5	NM_028295	Mm.71015	72599	ENSMUST00000023550	10.505	0.577	1	0.002	1.274	Mus musculus protein disulfide isomerase associated 5 (Pdia5), mRNA [NM_028295]	chr16:35082311-35082252	0.619	-0.464	0.708	-0.517
A_51_P422685	zinc finger, matrin type 4	Zmat4	NM_177086	Mm.121274	320158	ENSMUST00000042352	9.205	0.577	1	0.002	0.508	Mus musculus zinc finger, matrin type 4 (Zmat4), mRNA [NM_177086]	chr8:22847929-22847988	0.572	-0.382	0.686	-0.67
A_52_P246703	adenylate kinase 7	Ak7	AK019664	Mm.36006	78801	ENSMUST00000040876	8.946	0.577	1	0.003	0.116	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930502N02 product:hypothetical Adenylate kinase/Glutamic acid-rich region containing protein, full insert sequence. [AK019664]	chr12:103265927-103267764	0.567	-0.551	0.407	-0.785
A_51_P204740	CD34 antigen	Cd34	NM_133654	Mm.29798	12490	ENSMUST00000016638	9.09	0.576	1	0.001	2.203	Mus musculus CD34 antigen (Cd34), mRNA [NM_133654]	chr1:194515494-194515553	0.523	-0.645	0.623	-0.513
A_51_P477540	lysozyme-like 4	Lyzl4	NM_026915	Mm.33351	69032	ENSMUST00000077706	6.672	0.575	0.972	0.001	2.375	Mus musculus lysozyme-like 4 (Lyzl4), mRNA [NM_026915]	chr9:121280707-121280648	0.65	-0.512	0.552	-0.586
A_52_P157893	oocyte specific homeobox 2	Obox2	NM_145708	Mm.26391	246792	ENSMUST00000098804	6.112	0.575	1	0.001	1.523	Mus musculus oocyte specific homeobox 2 (Obox2), mRNA [NM_145708]	chr7:13578701-13578642	0.566	-0.698	0.574	-0.46
A_52_P632591	pleckstrin and Sec7 domain containing 4	Psd4	NM_177611	Mm.28319	215632	ENSMUST00000072815	7.37	0.573	1	0.002	1.06	Mus musculus pleckstrin and Sec7 domain containing 4 (Psd4), mRNA [NM_177611]	chr2:24414518-24414577	0.61	-0.533	0.71	-0.438
A_52_P224323	par-3 (partitioning defective 3) homolog (C. elegans)	Pard3	NM_001013581	Mm.299254	93742	ENSMUST00000079777	9.447	0.573	1	0.003	0.065	Mus musculus par-3 (partitioning defective 3) homolog (C. elegans) (Pard3), transcript variant 1, mRNA [NM_001013581]	chr8:126041072-126041131	0.642	-0.476	0.415	-0.758
A_51_P197745	slingshot homolog 1 (Drosophila)	Ssh1	AK173144	Mm.389682	231637	ENSMUST00000077689	11.607	0.571	0.925	0.001	2.43	Mus musculus mRNA for mKIAA1298 protein. [AK173144]	chr5:113163585-113163526	0.513	-0.575	0.641	-0.557
A_52_P605266	protein tyrosine phosphatase, receptor type, D	Ptprd	NM_001014288	Mm.184021	19266	ENSMUST00000084471	6.874	0.571	1	0.002	1.004	Mus musculus protein tyrosine phosphatase, receptor type, D (Ptprd), transcript variant a, mRNA [NM_001014288]	chr4:75350900-75350841	0.414	-0.696	0.595	-0.579
A_51_P159814	sphingomyelin phosphodiesterase 4	Smpd4	NM_029945	Mm.34659	77626	ENSMUST00000090159	11.858	0.571	1	0.002	0.515	Mus musculus RIKEN cDNA 4122402O22 gene (4122402O22Rik), mRNA [NM_029945]	chr16:17192895-17192954	0.573	-0.631	0.381	-0.699
A_51_P134030	2-5 oligoadenylate synthetase 1E	Oas1e	NM_145210	Mm.379383	231699		8.339	0.571	1	0.003	0.217	Mus musculus 2-5 oligoadenylate synthetase 1E (Oas1e), mRNA [NM_145210]	chr5:120020609-120020550	0.431	-0.467	0.748	-0.641
A_52_P157	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13 (human)	Als2cr13	NM_001003946	Mm.258250	72750	ENSMUST00000036540	8.836	0.57	1	0.003	0.036	Mus musculus amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13 (human) (Als2cr13), transcript variant 2, mRNA [NM_001003946]	chr1:60233064-60233123	0.665	-0.676	0.342	-0.595
A_51_P103509	cytochrome b-561 domain containing 2	Cyb561d2	NM_019720	Mm.24833	56368	ENSMUST00000041459	9.115	0.569	1	0.003	0.143	Mus musculus cytochrome b-561 domain containing 2 (Cyb561d2), mRNA [NM_019720]	chr9:107269243-107269184	0.775	-0.415	0.564	-0.522
A_51_P394754	SH3 domain containing ring finger 1	Sh3rf1	NM_021506	Mm.27949	59009	ENSMUST00000093488	7.479	0.569	1	0.003	0.032	Mus musculus SH3 domain containing ring finger 1 (Sh3rf1), transcript variant 1, mRNA [NM_021506]	chr8:59803256-59803315	0.465	-0.621	0.765	-0.425
A_52_P947137	Rho family GTPase 1	Rnd1	AK039992	Mm.274010	223881		6.351	0.568	1	0.002	1.235	Mus musculus 0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430040J04 product:similar to RHO-RELATED GTP-BINDING PROTEIN RHO6 (RND1) [Homo sapiens], full insert sequence. [AK039992]	chr15:98648767-98648708	0.482	-0.722	0.553	-0.517
A_52_P275069	hypothetical protein LOC627821	Av381130	AY226991	Mm.99441	627821	ENSMUST00000072947	8.006	0.568	1	0.002	0.743	Mus musculus epididymal protein (Av381130) mRNA, complete sequence [AY226991]	chr7:5833388-5837837	0.383	-0.653	0.642	-0.595
A_51_P503953	RIKEN cDNA 2310028H24 gene	2310028H24Rik	NM_027993	Mm.39215	71901		7.06	0.568	1	0.002	0.593	Mus musculus RIKEN cDNA 2310028H24 gene (2310028H24Rik), mRNA [NM_027993]	chr4:41657662-41657603	0.762	-0.468	0.537	-0.507
A_51_P156547	transcription factor 3	Tcf3	NM_009332	Mm.321330	21415	ENSMUST00000069536	11.864	0.567	1	0.002	0.704	Mus musculus transcription factor 3 (Tcf3), mRNA [NM_009332]	chr6:72645218-72645159	0.639	-0.435	0.707	-0.487
A_51_P179647			ENSMUST00000051906	Mm.116704	NA	ENSMUST00000051906	7.422	0.566	1	0.001	1.786	Mus musculus adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230333C21 product:hypothetical RNA-binding region RNP-1  (RNA recognition motif) containing protein, full insert sequence. [AK046007]	chrX:31383838-31383779	0.49	-0.665	0.599	-0.509
A_52_P58594	expressed sequence AI747699	AI747699	NM_001013770	Mm.329814	381236	ENSMUST00000058385	10.592	0.565	1	0.001	2.157	Mus musculus expressed sequence AI747699 (AI747699), mRNA [NM_001013770]	chr19:33256467-33256408	0.548	-0.627	0.484	-0.602
A_51_P148865	Max dimerization protein 4	Mxd4	NM_010753	Mm.259260	17122	ENSMUST00000042701	7.356	0.565	1	0.001	1.912	Mus musculus Max dimerization protein 4 (Mxd4), mRNA [NM_010753]	chr5:33240273-33240214	0.513	-0.531	0.677	-0.541
A_51_P166346	coiled-coil domain containing 70	Ccdc70	NM_026459	Mm.60688	67929	ENSMUST00000070649	6.108	0.565	1	0.002	0.35	Mus musculus coiled-coil domain containing 70 (Ccdc70), mRNA [NM_026459]	chr8:20756825-20756884	0.425	-0.753	0.502	-0.58
A_51_P399653	corticotropin releasing hormone receptor 2	Crhr2	NM_009953	Mm.236081	12922	ENSMUST00000003568	8.469	0.564	1	0.001	1.658	Mus musculus corticotropin releasing hormone receptor 2 (Crhr2), mRNA [NM_009953]	chr6:55053528-55053469	0.575	-0.675	0.467	-0.539
A_52_P618932	lipocalin 9	Lcn9	NM_029959	Mm.159974	77704	ENSMUST00000023978	5.982	0.564	1	0.002	0.784	Mus musculus lipocalin 9 (Lcn9), mRNA [NM_029959]	chr2:25831843-25832027	0.416	-0.582	0.713	-0.544
A_52_P449629	ankyrin repeat domain 13c	Ankrd13c	NM_001013806	Mm.265806	433667	ENSMUST00000040787	10.531	0.564	1	0.002	0.629	Mus musculus ankyrin repeat domain 13c (Ankrd13c), mRNA [NM_001013806]	chr3:157913962-157914021	0.372	-0.612	0.646	-0.626
A_51_P305770	elastin microfibril interfacer 2	Emilin2	NM_145158	Mm.23462	246707	ENSMUST00000024849	7.025	0.564	1	0.002	0.464	Mus musculus elastin microfibril interfacer 2 (Emilin2), mRNA [NM_145158]	chr17:69532201-69532142	0.614	-0.56	0.702	-0.381
A_51_P395164	peroxisome biogenesis factor 16	Pex16	NM_145122	Mm.202782	18633	ENSMUST00000028650	10.163	0.563	1	0.001	1.927	Mus musculus peroxisome biogenesis factor 16 (Pex16), mRNA [NM_145122]	chr2:92231755-92231814	0.587	-0.644	0.555	-0.467
A_51_P512969	cartilage intermediate layer protein 2	Cilp2	XM_146393	Mm.334584	68709		7.974	0.563	1	0.001	1.537	PREDICTED: Mus musculus cartilage intermediate layer protein 2 (Cilp2), mRNA [XM_146393]	chr8:68335311-68335252	0.45	-0.555	0.673	-0.576
A_51_P446192	RIKEN cDNA 2610101J03 gene	2610101J03Rik	AK132230	Mm.21228	66580	ENSMUST00000089354	12.771	0.563	1	0.002	1.121	Mus musculus adult male brain cDNA, RIKEN full-length enriched library, clone:3526405N02 product:Hypothetical lysine-rich region containing protein (Fragment), full insert sequence. [AK132230]	chr2:139895744-139895685	0.686	-0.508	0.616	-0.443
A_51_P352636	olfactory receptor 397	Olfr397	NM_146346	Mm.377443	258343	ENSMUST00000074250	7.009	0.562	1	0.001	1.837	Mus musculus olfactory receptor 397 (Olfr397), mRNA [NM_146346]	chr11:74046745-74046804	0.451	-0.629	0.582	-0.588
A_52_P373024	EF hand domain family A1	Efha1	NM_028643	Mm.26834	68514	ENSMUST00000022543	10.206	0.562	1	0.003	0.189	Mus musculus EF hand domain family A1 (Efha1), mRNA [NM_028643]	chr14:52800208-52795206	0.737	-0.623	0.414	-0.475
A_52_P615362	fibronectin leucine rich transmembrane protein 2	Flrt2	BC067058	Mm.341948	399558	ENSMUST00000057324	6.332	0.56	1	0.001	1.917	Mus musculus cDNA clone IMAGE:30546630, containing frame-shift errors [BC067058]	chr12:93260782-93260841	0.613	-0.548	0.616	-0.462
A_51_P464539	pleckstrin homology-like domain, family B, member 2	Phldb2	NM_153412	Mm.211477	208177	ENSMUST00000076333	7.086	0.56	1	0.001	1.438	Mus musculus pleckstrin homology-like domain, family B, member 2 (Phldb2), mRNA [NM_153412]	chr16:45535724-45535665	0.423	-0.613	0.576	-0.628
A_51_P380699	acyl-CoA synthetase long-chain family member 6	Acsl6	NM_144823	Mm.267478	216739	ENSMUST00000093106	7.699	0.56	1	0.002	1.145	Mus musculus acyl-CoA synthetase long-chain family member 6 (Acsl6), transcript variant 1, mRNA [NM_144823]	chr11:54317906-54317965	0.449	-0.526	0.562	-0.702
A_51_P219166	microfibrillar-associated protein 3-like	Mfap3l	NM_027756	Mm.23242	71306	ENSMUST00000034066	6.551	0.56	1	0.002	0.455	Mus musculus microfibrillar-associated protein 3-like (Mfap3l), mRNA [NM_027756]	chr8:59063572-59063631	0.468	-0.734	0.597	-0.442
A_52_P472319			BC019530	Mm.3085	NA		7.458	0.559	1	0.002	0.705	Mus musculus cDNA clone MGC:28614 IMAGE:4219417, complete cds. [BC019530]	chr6:115981029-115980970	0.387	-0.56	0.67	-0.619
A_51_P491051	DNA segment, Chr 14, ERATO Doi 231, expressed	D14Ertd231e	NM_153414	Mm.71332	210925	ENSMUST00000043914	12.384	0.558	0.843	0.001	2.535	Mus musculus DNA segment, Chr 14, ERATO Doi 231, expressed (D14Ertd231e), mRNA [NM_153414]	chr14:59899446-59899505	0.58	-0.505	0.566	-0.582
A_51_P259445	RIKEN cDNA 1810062G17 gene	1810062G17Rik	AK007933	Mm.55317	72282	ENSMUST00000029268	6.13	0.558	0.996	0.001	2.346	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810062G17 product:hypothetical protein, full insert sequence. [AK007933]	chr3:36290321-36292588	0.526	-0.622	0.572	-0.514
A_52_P42762	zona pellucida glycoprotein 3	Zp3	NM_011776	Mm.1381	22788	ENSMUST00000005073	9.346	0.558	1	0.001	1.581	Mus musculus zona pellucida glycoprotein 3 (Zp3), mRNA [NM_011776]	chr5:134959691-134959750	0.644	-0.477	0.49	-0.622
A_52_P346706	aldo-keto reductase family 1, member B3 (aldose reductase)	Akr1b3	NM_009658	Mm.451	11677	ENSMUST00000073230	13.997	0.558	1	0.002	0.482	Mus musculus aldo-keto reductase family 1, member B3 (aldose reductase) (Akr1b3), mRNA [NM_009658]	chr6:34240221-34237806	0.515	-0.588	0.721	-0.406
A_51_P316801	RIKEN cDNA D430033N04 gene	D430033N04Rik	AK144138	Mm.31382	217935		9.058	0.557	0.933	0.001	2.421	Mus musculus kidney CCL-142 RAG cDNA, RIKEN full-length enriched library, clone:G430034I10 product:Hypothetical G-protein beta WD-40 repeats containing protein, full insert sequence. [AK144138]	chr12:113938954-113938895	0.601	-0.569	0.559	-0.498
A_51_P181175	tripartite motif-containing 54	Trim54	NM_021447	Mm.143796	58522	ENSMUST00000013771	10.298	0.557	1	0.002	0.885	Mus musculus tripartite motif-containing 54 (Trim54), mRNA [NM_021447]	chr5:30170086-30170145	0.722	-0.527	0.452	-0.528
A_52_P490770	zinc finger protein 26	Zfp26	AK141740	Mm.107441	22688	ENSMUST00000098970	6.628	0.557	1	0.002	0.722	Mus musculus 9 days embryo whole body cDNA, RIKEN full-length enriched library, clone:D030049H14 product:zinc finger protein 26, full insert sequence. [AK141740]	chr9:20310799-20310740	0.401	-0.682	0.528	-0.618
A_52_P474528			NAP066348-1		NA		8.65	0.556	1	0.002	0.917		chrX:7904169-7913965	0.62	-0.538	0.661	-0.404
A_51_P442118	hypothetical protein LOC625424	LOC625424	NM_001039228	Mm.389677	625424		6.291	0.556	1	0.002	0.679	Mus musculus hypothetical protein LOC625424 (LOC625424), mRNA [NM_001039228]	chr5:111540490-111540431	0.503	-0.674	0.408	-0.639
A_52_P394385	RIKEN cDNA 1600012H06 gene	1600012H06Rik	NM_026451	Mm.390949	67912	ENSMUST00000052691	10.711	0.556	1	0.002	0.383	Mus musculus RIKEN cDNA 1600012H06 gene (1600012H06Rik), mRNA [NM_026451]	chr17:13225606-13225665	0.571	-0.713	0.383	-0.557
A_51_P473272	tetraspanin 6	Tspan6	NM_019656	Mm.46701	56496	ENSMUST00000087557	10.076	0.555	1	0.002	0.775	Mus musculus tetraspanin 6 (Tspan6), mRNA [NM_019656]	chrX:128611109-128611050	0.471	-0.458	0.715	-0.576
A_52_P642432	hypothetical protein LOC668236	LOC668236	XM_001000209	Mm.426141	668236		5.984	0.553	1	0.002	0.413	PREDICTED: Mus musculus hypothetical protein LOC668236 (LOC668236), mRNA [XM_001000209]	chrX:92293326-92293291	0.559	-0.685	0.371	-0.597
A_52_P560038	transmembrane protein 16B	Tmem16b	NM_153589	Mm.333398	243634	ENSMUST00000041000	6.282	0.552	1	0.001	1.437	Mus musculus transmembrane protein 16B (Tmem16b), mRNA [NM_153589]	chr6:126062586-126062645	0.466	-0.56	0.507	-0.673
A_52_P190286	similar to DEAD (Asp-Glu-Ala-Asp) box polypeptide 21a	LOC382448	XM_891546	Mm.425632	382448		8.574	0.552	1	0.001	1.357	PREDICTED: Mus musculus similar to DEAD (Asp-Glu-Ala-Asp) box polypeptide 21a (LOC382448), mRNA [XM_891546]	chr10:85349843-85349902	0.422	-0.587	0.642	-0.558
A_52_P103066	nuclear receptor coactivator 3	Ncoa3	BC086482	Mm.1011	17979	ENSMUST00000088095	12.892	0.552	1	0.002	1.061	Mus musculus nuclear receptor coactivator 3, mRNA (cDNA clone IMAGE:30104508), containing frame-shift errors. [BC086482]	chr2:165811472-165811531	0.581	-0.643	0.585	-0.399
A_51_P484880	BCL2-like 11 (apoptosis facilitator)	Bcl2l11	NM_207680	Mm.141083	12125	ENSMUST00000050696	8.229	0.551	1	0.002	1.201	Mus musculus BCL2-like 11 (apoptosis facilitator) (Bcl2l11), transcript variant 1, mRNA [NM_207680]	chr2:127888010-127899105	0.679	-0.438	0.538	-0.548
A_52_P987461	RIKEN cDNA C330011M18 gene	C330011M18Rik	NM_001002770	Mm.356327	442802	ENSMUST00000071067	6.524	0.55	1	0.001	1.533	Mus musculus RIKEN cDNA C330011M18 gene (C330011M18Rik), mRNA [NM_001002770]	chr8:82647841-82647782	0.446	-0.536	0.568	-0.651
A_52_P643812	similar to nuclear receptor binding factor 2	LOC627232	XM_891890	Mm.380601	627232	ENSMUST00000100598	9.576	0.55	1	0.002	0.586	PREDICTED: Mus musculus similar to nuclear receptor binding factor 2 (LOC627232), mRNA [XM_891890]	chr14:47893322-47893381	0.376	-0.56	0.597	-0.668
A_52_P880457	adenosine monophosphate deaminase 1 (isoform M)	Ampd1	NM_001033303	Mm.331272	229665	ENSMUST00000090715	6.609	0.55	1	0.003	0.328	Mus musculus adenosine monophosphate deaminase 1 (isoform M) (Ampd1), mRNA [NM_001033303]	chr3:102892834-102892893	0.384	-0.714	0.561	-0.542
A_51_P396385	methionine-tRNA synthetase 2 (mitochondrial)	Mars2	NM_175439	Mm.19223	212679	ENSMUST00000061334	8.961	0.55	1	0.003	0.082	Mus musculus methionine-tRNA synthetase 2 (mitochondrial) (Mars2), mRNA [NM_175439]	chr1:55486108-55486167	0.533	-0.501	0.412	-0.752
A_51_P314107	gasdermin 1	Gsdm1	NM_021347	Mm.86870	57911	ENSMUST00000017348	7.538	0.549	1	0.001	2.194	Mus musculus gasdermin 1 (Gsdm1), mRNA [NM_021347]	chr11:98785639-98785698	0.605	-0.506	0.58	-0.505
A_51_P118225	junction adhesion molecule 4	Jam4	NM_028078	Mm.119714	72058	ENSMUST00000081093	6.506	0.549	1	0.001	1.593	Mus musculus junction adhesion molecule 4 (Jam4), mRNA [NM_028078]	chr16:96784419-96784478	0.496	-0.601	0.465	-0.634
A_51_P334199	Eph receptor B3	Ephb3	NM_010143	Mm.6972	13845	ENSMUST00000006112	11.03	0.548	1	0.001	1.978	Mus musculus Eph receptor B3 (Ephb3), mRNA [NM_010143]	chr16:20872385-20872444	0.551	-0.465	0.616	-0.562
A_52_P552036	myosin, heavy polypeptide 2, skeletal muscle, adult	Myh2	NM_001039545	Mm.425679	17882	ENSMUST00000018641	6.222	0.548	1	0.001	1.878	Mus musculus myosin, heavy polypeptide 2, skeletal muscle, adult (Myh2), mRNA [NM_001039545]	chr11:67279016-67279075	0.552	-0.64	0.483	-0.517
A_52_P627761	ethylmalonic encephalopathy 1	Ethe1	NM_023154	Mm.29553	66071	ENSMUST00000077191	9.925	0.548	1	0.001	1.681	Mus musculus ethylmalonic encephalopathy 1 (Ethe1), mRNA [NM_023154]	chr7:21395936-21396389	0.638	-0.472	0.582	-0.498
A_51_P330044	cytochrome P450, family 2, subfamily j, polypeptide 9	Cyp2j9	NM_028979	Mm.12838	74519	ENSMUST00000055693	7.81	0.548	1	0.003	0.085	Mus musculus cytochrome P450, family 2, subfamily j, polypeptide 9 (Cyp2j9), mRNA [NM_028979]	chr4:95961256-95961197	0.458	-0.757	0.532	-0.447
A_51_P353543	melanoma antigen, family E, 2	Magee2	NM_053206	Mm.165776	272790	ENSMUST00000033575	6.626	0.547	1	0.001	1.35	Mus musculus melanoma antigen, family E, 2 (Magee2), mRNA [NM_053206]	chrX:100183148-100183089	0.438	-0.625	0.505	-0.619
A_51_P425334	RIKEN cDNA 1700001F09 gene	1700001F09Rik	NM_027940	Mm.335855	71826		6.333	0.547	1	0.003	0.218	Mus musculus RIKEN cDNA 1700001F09 gene (1700001F09Rik), mRNA [NM_027940]	chr14:39592067-39592008	0.566	-0.459	0.428	-0.733
A_51_P147024	expressed sequence AI836003	AI836003	NM_177716	Mm.54140	239650	ENSMUST00000031914	6.917	0.547	1	0.003	0.069	Mus musculus expressed sequence AI836003 (AI836003), mRNA [NM_177716]	chr15:98172226-98172284	0.609	-0.58	0.337	-0.66
A_52_P409535	zinc finger and BTB domain containing 7C	Zbtb7c	NM_145356	Mm.159332	207259	ENSMUST00000058997	11.444	0.546	1	0.002	0.693	Mus musculus zinc finger and BTB domain containing 7C (Zbtb7c), mRNA [NM_145356]	chr18:76542896-76542955	0.491	-0.582	0.692	-0.42
A_51_P345663	ribosome binding protein 1	Rrbp1	XM_622097	Mm.13705	81910	ENSMUST00000016072	12.782	0.546	1	0.003	0.195	PREDICTED: Mus musculus ribosome binding protein 1, transcript variant 1 (Rrbp1), mRNA [XM_622097]	chr2:143688700-143688641	0.369	-0.505	0.649	-0.662
A_51_P314669	pancreatic lipase-related protein 2	Pnliprp2	NM_011128	Mm.212333	18947	ENSMUST00000026081	6.309	0.544	0.988	0.001	2.356	Mus musculus pancreatic lipase-related protein 2 (Pnliprp2), mRNA [NM_011128]	chr19:58696288-58696347	0.598	-0.515	0.533	-0.531
A_51_P382152	protein C receptor, endothelial	Procr	NM_011171	Mm.3243	19124	ENSMUST00000094423	8.569	0.544	1	0.001	1.486	Mus musculus protein C receptor, endothelial (Procr), mRNA [NM_011171]	chr2:155496067-155496126	0.64	-0.586	0.485	-0.463
