FeatureID	Gene Symbol	Gene name	Gene Index U Cluster	RefSeq Acc	GenBank Acc	MGI	NSC	ESC	MAPC	K-means clustering	K-means clustering (similarity)
Z00025041-1	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	U009665	NM_022331.1	AB034991	MGI:1927406	3.7619	3.7115	4.1961	3	0.047292146
Z00056711-1	Prkcm	protein kinase C, mu	U033930	NM_008858.1	AK012561	MGI:99879	3.1051	3.1594	3.5897	3	0.070942792
Z00016219-1	Sec24A	SEC24 related gene family, member A (S. cerevisiae)	U032744	NM_175255.2	AK020516		3.4393	3.4489	3.9234	3	0.035712807
Z00049229-1	Rarres1	retinoic acid receptor responder (tazarotene induced) 1	U064905	XM_130987.4	AK187030		2.8249	2.832	3.308	3	0.034423745
Z00022714-1	Grcc3F	gene rich cluster, C3f gene	U007393	NM_145130.1	AK083687		3.5624	3.4825	3.9655	3	0.069290838
Z00011028-1	1600002H07Rik	RIKEN cDNA 1600002H07 gene	U037521	NM_028056.1	AK005395		3.8451	3.8572	4.3279	3	0.038444013
Z00034715-1	Tyro3	TYRO3 protein tyrosine kinase 3	U002324	NM_019392.1	AB000827	MGI:104294	3.3352	3.25	3.732	3	0.073898556
Z00056560-1	Rab3Ip	RAB3A interacting protein	U032247	NM_001003950.1	AK045783	MGI:105933	3.6164	3.5948	4.0763	3	0.034070536
Z00035158-1	Fcer1G	Fc receptor, IgE, high affinity I, gamma polypeptide	U161999	NM_010185.2	BC034163	MGI:95496	3.0708	3.1442	3.5514	3	0.088401486
Z00023482-1	Clic3	chloride intracellular channel 3	U001494	NM_027085.1	AK009020		2.2661	2.247	2.7275	3	0.033979599
Z00023616-1	Jundm2	Jun dimerization protein 2	U014212	NM_030887.2	AB034697	MGI:1932093	3.5897	3.4726	3.9531	3	0.099207245
Z00025497-1	Cidec	cell death-inducing DFFA-like effector c	U041045	NM_178373.2	AK080133	MGI:95585	2.7709	2.7845	3.2514	3	0.041030647
Z00006908-1	Tmprss2	transmembrane protease, serine 2	U037350	NM_015775.2	AF113596	MGI:1354381	2.1617	2.2371	2.6421	3	0.090116675
Z00019275-1	Rab11Fip5	RAB11 family interacting protein 5 (class I)	U078480	NM_001003955.2	AK078938	MGI:1098586	2.7966	2.8461	3.2767	3	0.069484883
Z00008123-1	1110020C13Rik	RIKEN cDNA 1110020C13 gene	U016718	NM_025385.2	AK002430		4.2194	4.3611	4.6992	3	0.144105038
Z00029860-1	E130006D01Rik	RIKEN cDNA E130006D01 gene	U026570	NM_207252.1	AK087393	MGI:2685527	3.0083	2.8969	3.3764	3	0.095412317
Z00026091-1	1700128F08Rik	RIKEN cDNA 1700128F08 gene	U010028	NM_029697.1	AK201658		1.2079	1.0371	1.5154	3	0.142760689
Z00018501-1	Cln6	ceroid-lipofuscinosis, neuronal 6	U010600	XM_134858.5	AK007958	MGI:2159324	2.5354	2.5051	2.9831	3	0.040747428
Z00038684-1	1110012M11Rik	RIKEN cDNA 1110012M11 gene	U141400	NM_028617.2	AK003644		3.7208	3.8196	4.1986	3	0.110328445
Z00035834-1	4732418C07Rik	RIKEN cDNA 4732418C07 gene	U042568	NM_172698.2	AK028618		2.0167	2.1855	2.4941	3	0.167265519
Z00013634-1	Spg20	spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)	U003243	NM_144895.1	AK031545	MGI:2139806	3.5691	3.6371	4.0465	3	0.085746247
Z00052149-1	Olfr943	olfactory receptor 943	U010322	NM_146326.1		MGI:3030777	3.9221	3.8893	4.3666	3	0.042568103
Z00005983-1	Surf4	surfeit gene 4	U022434	NM_011512.2	AK004691	MGI:98445	4.8922	4.8481	5.3244	3	0.049679022
Z00055500-1	Mapre2	microtubule-associated protein, RP/EB family, member 2	U018475	NM_153058.2	AK028823	MGI:106271	2.0333	2.1099	2.5086	3	0.093763965
Z00020912-1	B930052A04Rik	RIKEN cDNA B930052A04 gene	U030935	NM_177193.3	AK043849		3.7001	3.623	4.0977	3	0.072915922
Z00049951-1	2810051F02Rik	RIKEN cDNA 2810051F02 gene	U302595	NM_028330.1	AK028778		2.3109	2.3223	2.7852	3	0.043416373
Z00012665-1	1200009B18Rik	RIKEN cDNA 1200009B18 gene	U028050	NM_026168.1	AK004454		3.7856	3.844	4.2598	3	0.079846099
Z00040393-1	4930549C01Rik	RIKEN cDNA 4930549C01 gene	U004977	NM_026300.1	AK015053		2.8826	3.047	3.3565	3	0.165377625
Z00012338-1	Slc12A7	solute carrier family 12, member 7	U015004	NM_011390.1	AF087436	MGI:1342283	3.1427	3.2909	3.6159	3	0.152590796
Z00005486-1	D17Wsu104E	DNA segment, Chr 17, Wayne State University 104, expressed	U037941	NM_080837.2	AK004074	MGI:2156020	3.8316	3.6638	4.137	3	0.143266178
Z00006142-1	Txndc4	thioredoxin domain containing 4 (endoplasmic reticulum)	U025046	NM_029572.1	AK003217	MGI:1923549	3.3417	3.171	3.6439	3	0.145730511
Z00060182-1	Pramel1	preferentially expressed antigen in melanoma-like 1	U005063	NM_031377.1	AK209450		3.4552	3.4032	3.8746	3	0.058317764
Z00010597-1	Arhgap17	Rho GTPase activating protein 17	U029221	NM_144529.1	AB060553	MGI:1917747	3.4547	3.5681	3.9257	3	0.125598676
Z00058772-1	Olfr1466	olfactory receptor 1466	U107111	NM_146694.1		MGI:3031300	3.5774	3.5125	3.9835	3	0.067052774
Z00035295-1	Slc4A2	solute carrier family 4 (anion exchanger), member 2	U005362	NM_009207.1	AK178395	MGI:109351	2.9589	3.0392	3.4293	3	0.099385859
Z00034647-1	Ttc10	tetratricopeptide repeat domain 10	U015690	NM_009376.1	BC012250	MGI:98715	3.3612	3.5154	3.831	3	0.159140736
Z00049129-1	4930511H11Rik	RIKEN cDNA 4930511H11 gene	U000276	NM_030025.1	AK019675		3.2756	3.2955	3.7444	3	0.053383578
Z00054426-1	Mfsd1	major facilitator superfamily domain containing 1	U003308	NM_025813.1	AK004586		3.4462	3.5659	3.9147	3	0.131973902
Z00058020-1	Gtf2Ird2	GTF2I repeat domain containing 2	U006263	NM_053266.1	AK005932		3.8148	3.7641	4.2316	3	0.060514593
Z00051031-1	Lrrc38	leucine rich repeat containing 38	U005061	XM_144076.3	AK038658		3.2894	3.2534	3.7173	3	0.055019513
Z00010637-1	3010021M21Rik	RIKEN cDNA 3010021M21 gene	U010517	NM_180600.1	AK076148		3.6616	3.7541	4.1251	3	0.112933126
Z00024849-1	Grcc9	gene rich cluster, C9 gene	U007397	NM_013539.1	AF403037	MGI:1315199	3.4314	3.5449	3.8942	3	0.130050633
Z00057793-1	Lipg	lipase, endothelial	U038559	NM_010720.2	AF118768	MGI:1341803	3.217	3.2698	3.6798	3	0.082189034
Z00003532-1	B3Gnt5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	U043503	NM_054052.2	AB059620		2.7264	2.5648	3.0274	3	0.144629623
Z00026199-1	Mpl	myeloproliferative leukemia virus oncogene	U025448	NM_010823.1	AF360122	MGI:97076	3.2275	3.2455	3.6897	3	0.056515346
Z00020894-1	1500009M05Rik	RIKEN cDNA 1500009M05 gene	U024679	NM_025902.2	AK003486		3.4955	3.3438	3.8052	3	0.137677571
Z00054852-1	Gmip	Gem-interacting protein	U009408	NM_198101.1	AK019874		3.1975	3.3453	3.6585	3	0.158506001
Z00006257-1	D8Ertd812E	DNA segment, Chr 8, ERATO Doi 812, expressed	U009572	NM_198020.1	AK032945		3.9593	3.9722	4.419	3	0.054697477
Z00060300-1	Mgc6357	Mus musculus hypothetical protein MGC6357 (MGC6357), mRNA	U021925	NM_144791.1	AK079026		2.9859	3.0113	3.4454	3	0.06372063
Z00050742-1	1110020L19Rik	RIKEN cDNA 1110020L19 gene	U039454	NM_028633.2	AK003871		3.8121	3.6809	4.1403	3	0.123229458
Z00057407-1	Prkab1	protein kinase, AMP-activated, beta 1 non-catalytic subunit	U026640	NM_031869.1	AF108215		3.9826	4.1001	4.4414	3	0.135438629
Z00059448-1	Aaas	achalasia, adrenocortical insufficiency, alacrimia	U036695	NM_153416.1	AK034591	MGI:2443767	3.2776	3.4012	3.7354	3	0.140852546
Z00008268-1	4930403O06Rik	RIKEN cDNA 4930403O06 gene	U001055	NM_026881.2	AK004504	MGI:1921173	4.2842	4.1907	4.6464	3	0.097928997
Z00008575-1	Fgd6	FYVE, RhoGEF and PH domain containing 6	U011905	NM_053072.2	AK016940	MGI:1261419	2.4497	2.5677	2.9049	3	0.137843417
Z00006373-1	Mttp	microsomal triglyceride transfer protein	U024695	NM_008642.1	BC012686	MGI:106926	2.678	2.6222	3.0756	3	0.074555223
Z00039161-1	9830002I17Rik	RIKEN cDNA 9830002I17 gene	U033029	NM_029932.1	AK020683		2.1833	2.1611	2.6142	3	0.057486184
Z00000783-1	Bc022145	cDNA sequence BC022145	U013374	NM_144830.1	BC022145		2.3605	2.4806	2.8128	3	0.141146618
Z00056982-1	Bc016579	cDNA sequence, BC016579	U037071	NM_145389.1	AK078878		2.578	2.5388	2.9908	3	0.066264577
Z00000439-1	Armet	arginine-rich, mutated in early stage tumors	U031310	NM_029103.1	AK014338		4.1825	4.2391	4.6342	3	0.092096961
Z00060252-1	Cnn3	calponin 3, acidic	U003794	NM_028044.1	AK005460		5.1237	4.9746	5.4261	3	0.141875968
Z00023717-1	Abhd3	abhydrolase domain containing 3	U038207	NM_134130.1	AF429302	MGI:2147183	2.8931	2.9455	3.3438	3	0.08958165
Z00018288-1	Mfge8	milk fat globule-EGF factor 8 protein	U028740	NM_008594.1	AB021130	MGI:102768	4.5222	4.6555	4.9706	3	0.15381643
Z00010702-1	Bat5	Mus musculus HLA-B associated transcript 5 (Bat5), mRNA	U017888	NM_178592.2	AK194948	MGI:99476	3.8952	3.7755	4.2237	3	0.122039921
Z00004566-1	Rarb	retinoic acid receptor, beta	U035259	NM_011243.1	AK043726	MGI:97857	2.242	2.2318	2.6793	3	0.057912307
Z00002392-1	Top1Mt	DNA topoisomerase 1, mitochondrial	U036306	NM_028404.1	AF362952		3.1425	3.1899	3.5897	3	0.088182466
Z00027986-1	Loc436365,4932412D23Rik	PREDICTED: Mus musculus LOC436365 (LOC436365), mRNA	U037050	XM_488777.1	BC028288		3.1562	3.0686	3.5157	3	0.099972987
Z00045275-1	Sec13L1	SEC13-like 1 (S. cerevisiae)	U027741	NM_024206.3	AK003354	MGI:99832	4.5093	4.5706	4.9561	3	0.098814647
Z00021398-1	4631426J05Rik	RIKEN cDNA 4631426J05 gene	U029349	NM_029935.2	AB187269		3.5411	3.543	3.9874	3	0.057597319
Z00013418-1	Slc5A6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	U026052	NM_177870.2	AK088682		3.0335	3.1586	3.4786	3	0.14922834
Z00057349-1	Nucb2	nucleobindin 2	U008668	NM_016773.1	AJ222586	MGI:1858179	3.176	3.2178	3.6197	3	0.086478587
Z00023578-1	Htr1A	5-hydroxytryptamine (serotonin) receptor 1A	U015221	NM_008308.2	AK034017	MGI:96273	3.117	3.1279	3.56	3	0.065754621
Z00030165-1	2310026L22Rik	RIKEN cDNA 2310026L22 gene	U180994		AK019693		1.9653	1.9029	2.3449	3	0.087414216
Z00060473-1	V2R10,V2R11	vomeronasal 2, receptor, 10	U096076	NM_009486.1	AF011420		3.9064	3.8884	4.3299	3	0.065348838
Z00024921-1	Gnmt	glycine N-methyltransferase	U037867	NM_010321.1	AK007398	MGI:1202304	3.1547	3.2433	3.5962	3	0.122967646
Z00062400-1	C730027H18Rik	RIKEN cDNA C730027H18 gene	U031910		AK034539		2.9071	2.848	3.2892	3	0.086042931
Z00056145-1	Hnrpa2B1	heterogeneous nuclear ribonucleoprotein A2/B1	U027297	NM_016806.1	AF073993	MGI:104819	4.9103	4.9562	5.35	3	0.092203594
Z00021901-1	C230093N12Rik	RIKEN cDNA C230093N12 gene	U001622	NM_153560.2	AK049032		3.3736	3.4657	3.813	3	0.126966375
Z00012304-1	Slc39A7	solute carrier family 39 (zinc transporter), member 7	U240026	NM_008202.1	AK087839	MGI:95909	2.6877	2.6078	3.0471	3	0.100573477
Z00035157-1	Cttn	cortactin	U029524	NM_007803.1	AK084249	MGI:99695	3.2516	3.3214	3.6905	3	0.11035485
Z00019434-1	Gns	glucosamine (N-acetyl)-6-sulfatase	U012102	NM_029364.1	AK011423	MGI:1922862	3.3008	3.4326	3.7385	3	0.158823196
Z00023839-1	Dnb5	deleted in neuroblastoma 5	U025819	NM_173774.2	AK082651		3.1049	3.0524	3.4896	3	0.085346478
Z00037841-1	1300015B04Rik	RIKEN cDNA 1300015B04 gene	U019163	XM_129157.3	AK005010		2.162	2.1916	2.5987	3	0.082857511
Z00041527-1	Hmx2	H6 homeo box 2	U008857	XM_133872.4	AK053014	MGI:107159	2.4484	2.4037	2.8387	3	0.082822567
Z00045236-1	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1	U024235	XM_283871.1	AK081588	MGI:97383	2.4553	2.519	2.8902	3	0.108471543
Z00010453-1	Suox	sulfite oxidase	U032370	NM_173733.2	AK199197		3.5349	3.5144	3.9493	3	0.07167565
Z00035887-1	Krt2-25	Mus musculus keratin complex 2, basic, gene 25 (Krt2-25), mRNA	U036679	NM_001003668.1	AF021836		4.6359	4.6721	5.0705	3	0.088927442
Z00024624-1	Hmx1	H6 homeo box 1	U005499	NM_010445.1	AK016658		2.7663	2.7651	3.1983	3	0.067022103
Z00055918-1	Slc30A7	solute carrier family 30 (zinc transporter), member 7	U024563	NM_023214.3	AF233322	MGI:1913750	3.5409	3.5487	3.9739	3	0.071505101
Z00051295-1	Ai840826	expressed sequence AI840826	U023682	NM_145538.1	AK080983		3.712	3.8085	4.1444	3	0.134741113
Z00012537-1	Tloc1	translocation protein 1	U003111	NM_027016.1	AK013922	MGI:1916526	4.0576	4.0507	4.4824	3	0.06969225
Z00049356-1	Ap1S3	adaptor-related protein complex AP-1, sigma 3	U021515	NM_183027.1	AK028013	MGI:1891304	2.2094	2.3248	2.6398	3	0.150484348
Z00012076-1	Slc38A1	solute carrier family 38, member 1	U036596	NM_134086.2	AF184240	MGI:2145895	3.2476	3.1861	3.6161	3	0.096229468
Z00037797-1	4633402D15Rik	RIKEN cDNA 4633402D15 gene	U160960	NM_027567.1	AK014621		3.2391	3.3483	3.6687	3	0.146216307
Z00032502-1	A330019N05Rik	RIKEN cDNA A330019N05 gene	U011390		AF223416		3.6517	3.7359	4.0812	3	0.127307205
Z00015119-1	3830408D24Rik	RIKEN cDNA 3830408D24 gene	U004248		AK014425		2.2498	2.3138	2.6783	3	0.113030218
Z00013893-1	Gcs1	glucosidase 1	U007077	NM_020619.2	AK007528		3.3829	3.3661	3.7935	3	0.076402592
Z00034897-1	C330018D20Rik	RIKEN cDNA C330018D20 gene	U038440	XM_128980.4	AK021208		3.0854	3.1564	3.5121	3	0.119373337
Z00007165-1	Fhod3	formin homology 2 domain containing 3	U069000	NM_175276.3	AB078608		3.4402	3.3685	3.7951	3	0.10502895
Z00002240-1	Pde1B	phosphodiesterase 1B, Ca2+-calmodulin dependent	U016741	NM_008800.1	AK004772	MGI:97523	3.3717	3.3446	3.7692	3	0.082791257
Z00039222-1	Bc050789	cDNA sequence BC050789	U024158	NM_172515.1	AK029899		2.8292	2.8278	3.2521	3	0.074156017
Z00013384-1	D5Ertd40E	DNA segment, Chr 5, ERATO Doi 40, expressed	U006016	NM_001010825.1	AK044446		2.6531	2.7379	3.077	3	0.131447326
Z00010293-1	Mgat2	mannoside acetylglucosaminyltransferase 2	U014015	NM_146035.1	AK083370	MGI:2384966	3.9946	4.0813	4.4184	3	0.132927839
Z00055072-1	4930597A21Rik	RIKEN cDNA 4930597A21 gene	U012492	XM_147490.1	AK043002		3.4239	3.3884	3.8118	3	0.087577102
Z00062675-1	Af366264	cDNA sequence AF366264	U029606	NM_153093.1	AF366264	MGI:2667157	2.8127	2.7784	3.2006	3	0.087986411
Z00032896-1	D830030K20Rik,1700001E04Rik,2610042L04Rik	RIKEN cDNA D830030K20 gene	U259594	NM_025940.3	AJ409496		1.7471	1.7416	2.1635	3	0.077183658
Z00018574-1	Tex264	testis expressed gene 264	U031300	NM_011573.1	AK003113	MGI:1096570	3.723	3.7542	4.1447	3	0.094996809
Z00005497-1	Efna1	ephrin A1	U024274	NM_010107.2	AK009144	MGI:103236	3.0479	3.1019	3.4695	3	0.110669181
Z00063274-1	Tmem2	transmembrane protein 2	U019285	NM_031997.2	AF137031		3.2915	3.381	3.7129	3	0.136602428
Z00041946-1	4930456L15Rik	RIKEN cDNA 4930456L15 gene	U004566	XM_131534.1	AK017921		3.8644	3.8733	4.2834	3	0.083096572
Z00011904-1	Fez2	fasciculation and elongation protein zeta 2 (zygin II)	U038063	NM_199448.1	AK033547	MGI:2675856	4.1418	4.0501	4.4683	3	0.124124386
Z00023418-1	Copz2	coatomer protein complex, subunit zeta 2	U013259	NM_019877.1	AB040137	MGI:1929008	3.2114	3.2273	3.6294	3	0.088070157
Z00011368-1	Slc12A4	solute carrier family 12, member 4	U030191	NM_009195.1	AF047339	MGI:1309465	4.2353	4.1349	4.5528	3	0.130082576
Z00023016-1	Xrcc2	X-ray repair complementing defective repair in Chinese hamster cells 2	U026017	NM_020570.2	AK014963	MGI:1927345	2.646	2.6816	3.0639	3	0.100741133
Z00035271-1	Ddost	dolichyl-di-phosphooligosaccharide-protein glycotransferase	U004997	NM_007838.2	AK077651		3.3295	3.3896	3.7451	3	0.119224796
Z00026235-1	Loc241794	PREDICTED: Mus musculus similar to Potassium voltage-gated channel subfamily G member 1 (Voltage-gated potassium channel subunit Kv6.1) (kH2) (LOC241794), mRNA	U023693	XM_141545.3			2.2922	2.1999	2.6146	3	0.127150367
Z00060875-1	2310047I15Rik	RIKEN cDNA 2310047I15 gene	U032423	XM_487095.1	AK019095		2.7486	2.6816	3.0957	3	0.111938302
Z00016058-1	Spfh1	SPFH domain family, member 1	U039069	NM_145502.2	AK019278	MGI:2387613	3.6338	3.685	4.0466	3	0.115037378
Z00018632-1	Syvn1	synovial apoptosis inhibitor 1, synoviolin	U019024	NM_028769.4	AK004688	MGI:1921376	3.6076	3.701	4.0199	3	0.145566582
Z00053407-1	A230106N23	Mus musculus hypothetical protein A230106N23 (A230106N23), mRNA	U021926	NM_177838.2	AK039197		2.6268	2.5687	2.9809	3	0.108342642
Z00000381-1	Rhob	ras homolog gene family, member B	U033792	NM_007483.2	AF481943	MGI:107949	3.4423	3.447	3.8534	3	0.086932409
Z00040439-1	4933417G07Rik	RIKEN cDNA 4933417G07 gene	U003253		AF228913		3.8387	3.945	4.2498	3	0.155936328
Z00045928-1	1700012B15Rik	RIKEN cDNA 1700012B15 gene	U013700	NM_028796.1	AK005738		2.7623	2.7839	3.1719	3	0.098062755
Z00045035-1	1700007K09Rik	RIKEN cDNA 1700007K09 gene	U029340	NM_027037.1	AK005730		2.6808	2.606	3.0155	3	0.12017663
Z00025636-1	Gcc1	golgi coiled coil 1	U076841	NM_028900.1	AK016531		3.3478	3.4359	3.7572	3	0.143643709
Z00012277-1	Snx19	sorting nexin 19	U010205	NM_028874.1	AK014388		2.553	2.5056	2.9144	3	0.105312692
Z00062161-1	Pgm1	phosphoglucomutase 1	U005616	NM_025700.1	AK004286	MGI:97564	3.6292	3.5659	3.9743	3	0.114290065
Z00024692-1	Kremen1	kringle containing transmembrane protein 1	U032459	NM_032396.2	AB059617		3.3658	3.4447	3.774	3	0.137807696
Z00056572-1	Zfpn1A4	zinc finger protein, subfamily 1A, 4 (Eos)	U032368	NM_011772.1	AB017615	MGI:1343139	3.7794	3.7429	4.149	3	0.102112898
Z00005270-1	Fgfr4	fibroblast growth factor receptor 4	U014879	NM_008011.1	AF127141	MGI:95525	2.9227	2.9338	3.3277	3	0.095396922
Z00035608-1	1110039B18Rik	RIKEN cDNA 1110039B18 gene	U005427	NM_144525.2	AK004170		3.1591	3.1635	3.5637	3	0.091941766
Z00004805-1	Cul7	Mus musculus cullin 7 (Cul7), mRNA	U043608	NM_025611.5	AK008655	MGI:1913765	3.7185	3.7836	4.1222	3	0.131218758
Z00023928-1	Cdr2	cerebellar degeneration-related 2	U029197	NM_007672.1	AK187086		3.7754	3.8195	4.179	3	0.117019047
Z00026300-1	Il10Rb	interleukin 10 receptor, beta	U017370	NM_008349.1	AF440787	MGI:109380	3.6796	3.7359	4.0827	3	0.125587007
Z00058885-1	Loc380894	PREDICTED: Mus musculus hypothetical LOC380894 (LOC380894), mRNA	U077634	XM_358456.2			2.9952	2.998	3.3971	3	0.09322622
Z00009203-1	0610025L06Rik	RIKEN cDNA 0610025L06 gene	U041149	NM_172397.1	AK012581		3.7878	3.7033	4.1042	3	0.132757252
Z00023538-1	Ggcx	gamma-glutamyl carboxylase	U007037	NM_019802.1	AF087938	MGI:1927655	3.389	3.3607	3.7605	3	0.103546883
Z00001220-1	M6Pr	mannose-6-phosphate receptor, cation dependent	U007368	NM_010749.6	AK004656	MGI:96904	3.6999	3.7898	4.0992	3	0.151898775
Z00021822-1	Bcl9L	B-cell CLL/lymphoma 9-like	U010394		AB128033	MGI:1933114	2.9284	2.9252	3.3242	3	0.094977577
Z00001671-1	Scfd2	sec1 family domain containing 2	U026305	NM_178672.3	AK034000	MGI:2443446	2.6289	2.6799	3.0279	3	0.125023085
Z00028323-1	A930014D07Rik	RIKEN cDNA A930014D07 gene	U166633		AK008531		2.434	2.4256	2.824	3	0.097090745
Z00024855-1	Edg4	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor 4	U009409	NM_020028.2	AK051092	MGI:1858422	3.1798	3.1856	3.5782	3	0.097657231
Z00035559-1	Fbxw8	F-box and WD-40 domain protein 8	U026656	NM_172721.1	AK031815	MGI:1923041	3.4369	3.3538	3.7514	3	0.134452418
Z00025298-1	Psen1	presenilin 1	U014175	NM_008943.1	AF149111	MGI:1202717	3.3033	3.3003	3.6968	3	0.096936254
Z00058000-1	1110032D12Rik	RIKEN cDNA 1110032D12 gene	U006188	NM_019770.2	AB025218	MGI:1929269	3.8299	3.8392	4.226	3	0.101427344
Z00042127-1	Mtap1A	microtubule-associated protein 1 A	U042352	XM_194040.4	AF182212	MGI:1306776	2.7077	2.6826	3.0787	3	0.105210684
Z00024007-1	Cftr	cystic fibrosis transmembrane conductance regulator homolog	U006570	NM_021050.1	AK033621	MGI:88388	2.9384	2.9798	3.3342	3	0.121110827
Z00016015-1	Sec23A	SEC23A (S. cerevisiae)	U033984	NM_009147.1	AK028152	MGI:1349635	4.208	4.1382	4.5331	3	0.128682137
Z00057235-1	Msl31	male-specific lethal-3 homolog 1 (Drosophila)	U039882	NM_010832.2	AF117066	MGI:1341851	3.5583	3.5472	3.9413	3	0.101495894
Z00034191-1	Alg1	asparagine-linked glycosylation 1 homolog (yeast, beta-1,4-mannosyltransferase)	U016773	NM_145362.1	AK184910	MGI:2384774	3.1169	3.0756	3.4688	3	0.114883411
Z00054508-1	C030002N13Rik	RIKEN cDNA C030002N13 gene	U004602	NM_145550.1	AK077502		3.5046	3.486	3.8792	3	0.104973478
Z00035277-1	Pacsin2	protein kinase C and casein kinase substrate in neurons 2	U036475	NM_011862.1	AF128535		4.4268	4.498	4.8193	3	0.14351311
Z00031371-1	9030417H13Rik	RIKEN cDNA 9030417H13 gene	U181457		AK086578		3.3627	3.4483	3.7536	3	0.154720151
Z00019435-1	Tcn2	Mus musculus transcobalamin 2 (Tcn2), mRNA	U032441	NM_015749.1	AF090686	MGI:98534	2.8807	2.8646	3.2541	3	0.10704374
Z00055227-1	A030008J09	Mus musculus hypothetical protein A030008J09 (A030008J09), mRNA	U014761	NM_177808.2	AK082625		2.4531	2.4556	2.8426	3	0.103009791
Z00034791-1	Cpox	coproporphyrinogen oxidase	U017228	NM_007757.1	AK089471	MGI:104841	3.163	3.1583	3.5466	3	0.104089272
Z00014027-1	1810055G02Rik	RIKEN cDNA 1810055G02 gene	U038767	NM_028077.1	AK007868		3.5116	3.5246	3.8993	3	0.110174428
Z00054652-1	Zyx	zyxin	U006751	NM_011777.1	AK031415	MGI:103072	4.4932	4.4773	4.8648	3	0.108600126
Z00062635-1	Diap3	diaphanous homolog 3 (Drosophila)	U035818	NM_019670.1	AF094519	MGI:1927222	3.5272	3.5413	3.9143	3	0.111270486
Z00026864-1	E130012K09	Mus musculus hypothetical protein E130012K09 (E130012K09), mRNA	U032149	NM_174999.1	AK036017		3.5794	3.5644	3.9506	3	0.109326123
Z00013089-1	1810043G02Rik	RIKEN cDNA 1810043G02 gene	U011693	NM_026431.1	AK003097	MGI:1915134	2.7372	2.6614	3.0474	3	0.139168391
Z00018165-1	Uxs1	UDP-glucuronate decarboxylase 1	U021281	NM_026430.1	AF399958		3.3093	3.3501	3.695	3	0.128402398
Z00024235-1	Mrps24	mitochondrial ribosomal protein S24	U316119	NM_026080.1	AK003117	MGI:1928142	3.4408	3.4161	3.8009	3	0.114270669
Z00062289-1	D8Ertd354E	DNA segment, Chr 8, ERATO Doi 354, expressed	U029674	NM_133970.1	AK020410		2.8871	2.8602	3.2444	3	0.115681325
Z00055518-1	Ndst1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	U038460	NM_008306.2	AF049894	MGI:104719	3.2663	3.2539	3.6378	3	0.110256056
Z00051503-1	Olfr589	olfactory receptor 589	U028966	NM_147052.1		MGI:3030423	2.8654	2.8653	3.249	3	0.106407512
Z00024027-1	Nrg1	neuregulin 1	U029697	XM_486093.1	AK031289	MGI:96083	2.828	2.8714	3.2106	3	0.132413759
Z00021182-1	Cgref1	cell growth regulator with EF hand domain 1	U026050	XM_181420.2	AK003420	MGI:1915817	3.2179	3.229	3.6003	3	0.113333928
Z00060709-1	Olfr1457	olfactory receptor 1457	U129160	NM_146575.1		MGI:3031291	2.3849	2.3603	2.7424	3	0.116433789
Z00034741-1	Smtn	smoothelin	U032434	NM_013870.1	AF064236		2.9939	2.9792	3.3603	3	0.113373336
Z00011004-1	Mbnl2	muscleblind-like 2	U015982	NM_175341.3	AK003316		3.4962	3.5565	3.8772	3	0.144578134
Z00038178-1	1700052K11Rik	RIKEN cDNA 1700052K11 gene	U033522	NM_028539.1	AK006771		3.0144	2.9614	3.342	3	0.130931515
Z00017975-1	9930017A07Rik	RIKEN cDNA 9930017A07 gene	U033380	NM_172564.1	AK036834		2.7889	2.7494	3.1288	3	0.125235601
Z00004961-1	Copb2	coatomer protein complex, subunit beta 2 (beta prime)	U010896	NM_015827.1	AF043120		3.7485	3.7867	4.1277	3	0.131763029
Z00007100-1	Man2B1	mannosidase 2, alpha B1	U168133	NM_010764.1	AK004817	MGI:107286	4.2811	4.3461	4.6598	3	0.149410066
Z00047517-1	Arl10C	ADP-ribosylation factor-like 10C	U007251	NM_026011.2	AB185206		4.1175	4.0454	4.4234	3	0.143364327
Z00013073-1	Dnajc10	DnaJ (Hsp40) homolog, subfamily C, member 10	U001968	NM_024181.1	AF255459	MGI:1914111	3.6083	3.6165	3.9859	3	0.115592441
Z00058880-1	C030025P15Rik	RIKEN cDNA C030025P15 gene	U006056	NM_177287.2	AK047757		3.4565	3.4158	3.7932	3	0.127428441
Z00030842-1	4930408F14Rik	RIKEN cDNA 4930408F14 gene	U131963	XM_135458.3	BC003812		2.2194	2.2529	2.5965	3	0.130507521
Z00007419-1	Atf6	activating transcription factor 6	U022038	XM_129579.4	AK020270	MGI:1926157	2.454	2.5253	2.8289	3	0.156437041
Z00003313-1	1810038L18Rik	RIKEN cDNA 1810038L18 gene	U032267	XM_483957.1	AK007736		3.3734	3.3871	3.746	3	0.122580406
Z00051245-1	1810018F18Rik	RIKEN cDNA 1810018F18 gene	U019618	NM_028795.1	AK007531		1.2511	1.2865	1.6213	3	0.137020726
