ID	SYMBOL	DESCRIPTION	UNIGENE (189)	IMAGE ID	GENBANK	Fold Change	localfdr(%)
HSI015C05	AKAP10	A kinase (PRKA) anchor protein 10	Hs.462457	34092	BX119553	1.27	0.00
HSI015A11	ANXA7	Annexin A7	Hs.386434	35240	BX099950	1.27	0.00
HSI165E05	C9orf94	Chromosome 9 open reading frame 94	Hs.217297	756991	BX103271	1.27	0.00
HSI077E09	WDR44	WD repeat domain 44	Hs.98510	769012	BX090858	1.27	0.00
HSI119E11	ABCC9	ATP-binding cassette, sub-family C (CFTR/MRP), member 9	Hs.446050	1624052	BX097517	1.27	0.00
HSI003A06	C5orf15	Chromosome 5 open reading frame 15	Hs.355177	23825	BX097160	1.27	0.00
HSI158B08	ENAH	Enabled homolog (Drosophila)	Hs.497893	342680	BX107749	1.27	0.00
HSI009F09	UNC84A	Unc-84 homolog A (C. elegans)	Hs.438072	25398	BX109676	1.27	0.00
HSI016A12	ARL2BP	ADP-ribosylation factor-like 2 binding protein	Hs.513631	37264	BX114502	1.27	0.00
HSI124D02	CTNNB1	Catenin (cadherin-associated protein), beta 1, 88kDa	Hs.476018	42816	BX097164	1.27	0.00
HSI020B04	JMJD2C	Jumonji domain containing 2C	Hs.157106	131865	BX108419	1.27	0.00
HSI143G09	RAP1A	RAP1A, member of RAS oncogene family	Hs.190334	229820	BX106124	1.27	0.00
HSI058A02	ZNF451	Zinc finger protein 451	Hs.485628	310035	BX110059	1.27	0.00
HSI081C12	FER1L3	Fer-1-like 3, myoferlin (C. elegans)	Hs.500572	810441	BX112736	1.27	0.00
HSI047C07	ARHGEF12	Rho guanine nucleotide exchange factor (GEF) 12	Hs.24598	265359	BX111258	1.27	0.00
HSI130A10	LOC283666	Hypothetical protein LOC283666	Hs.37648	150097	BX103424	1.27	0.00
HSI070A02	PCMTD1	Protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	Hs.308480	725464	BX093336	1.27	0.90
HSI099A04	C16orf63	Chromosome 16 open reading frame 63	Hs.514179	200307	BX102874	1.27	0.00
HSI153B07	DGKH	Diacylglycerol kinase, eta	Hs.558670	280831	BX108957	1.27	0.00
HSI136B12	PLDN	Pallidin homolog (mouse)	Hs.7037	191543	BX107727	1.27	0.00
HSI065G01	NIPA2	Non imprinted in Prader-Willi/Angelman syndrome 2	Hs.370367	428123	BX105988	1.27	0.00
HSI164F09	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	Hs.67928	756631	BX093212	1.27	0.82
HSI076F04	RIN2	Ras and Rab interactor 2	Hs.472270	760158	BX091756	1.27	0.00
HSI099A10	HSPA5	Heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	Hs.522394	810505	BX091622	1.27	0.25
HSI043G11	LAPTM4A	Lysosomal-associated protein transmembrane 4 alpha	Hs.467807	240271	BX113519	1.27	0.00
HSI111H03	LOC441075	LOC441075	Hs.508479	22794	BX092035	1.27	0.00
HSI051D12	STK38L	Serine/threonine kinase 38 like	Hs.184523	282685	BX104583	1.27	0.60
HSI032C05	MFNG	Manic fringe homolog (Drosophila)	Hs.517603	51817	BX095835	1.27	0.00
HSI094F08	P53CSV	P53-inducible cell-survival factor	Hs.69499	490554	BX113002	1.27	0.00
HSI057C02	TOP2B	Topoisomerase (DNA) II beta 180kDa	Hs.475733	307862	BX104542	1.27	0.00
HSI098E08	KIAA1600	KIAA1600	Hs.192619	259953	BX103928	1.27	0.00
HSI012G06	OSTM1	Osteopetrosis associated transmembrane protein 1	Hs.226780	30038	BX112333	1.27	0.00
HSI164B04	CCDC35	Coiled-coil domain containing 35	Hs.135119	754989	BX100766	1.27	0.00
HSI098G02	TRIM4	Tripartite motif-containing 4	Hs.50749	268148	BX113412	1.27	0.00
HSI032A03	VAMP4	Vesicle-associated membrane protein 4	Hs.6651	49978	BX092081	1.27	0.00
HSI031G09	EDNRB	Endothelin receptor type B	Hs.82002	49665	BX095848	1.27	0.00
HSI002A05	TCERG1	Transcription elongation regulator 1	Hs.443465	66619	BX111611	1.27	0.00
HSI034C02	MTMR6	Myotubularin related protein 6	Hs.507536	172251	BX097604	1.27	0.03
HSI080D11	PGCP	Plasma glutamate carboxypeptidase	Hs.156178	796263	BX091504	1.27	0.00
HSI013A12	STK38	Serine/threonine kinase 38	Hs.409578	34211	BX099694	1.27	0.00
HSI039D12	SNAI2	Snail homolog 2 (Drosophila)	Hs.360174	204737	BX097493	1.27	0.00
HSI033B06	EST	Transcribed locus	Hs.586607	51476	CR743912	1.27	0.00
HSI019H07	FAM91A1	Family with sequence similarity 91, member A1	Hs.459174	131049	BX094479	1.27	0.00
HSI039C02	PARP4	Poly (ADP-ribose) polymerase family, member 4	Hs.117825	205730	BX102015	1.27	0.00
HSI020B06	ZNF42	Zinc finger protein 42 (myeloid-specific retinoic acid-responsive)	Hs.399810	135342	BX114371	1.27	0.00
HSI026C05	IMPA1	Inositol(myo)-1(or 4)-monophosphatase 1	Hs.492120	151116	BX115573	1.27	0.00
HSI128B05	LOC137886	Hypothetical protein LOC137886	Hs.155572	143101	BX089373	1.27	0.00
HSI127A01	TGFBR1	Transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)	Hs.494622	140725	BX111492	1.27	0.00
HSI018F09	UBXD2	UBX domain containing 2	Hs.350806	42804	BX097067	1.27	0.00
HSI010C08	SLC11A2	Solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	Hs.505545	25555	BX091084	1.26	0.00
HSI025A09	FNDC3A	Fibronectin type III domain containing 3A	Hs.508010	148349	BX108961	1.26	0.00
HSI046E11	HSPBAP1	HSPB (heat shock 27kDa) associated protein 1	Hs.29169	252351	BX101925	1.26	0.00
HSI010A06	HIAT1	Hippocampus abundant transcript 1	Hs.124156	25364	BX114481	1.26	0.00
HSI148F04	EST	Transcribed locus	Hs.586618	252436	BX111098	1.26	0.00
HSI003D11	EST	Transcribed locus	Hs.432529	24812	CR743651	1.26	0.00
HSI028G01	GNPDA1	Glucosamine-6-phosphate deaminase 1	Hs.278500	43209	BX112542	1.26	0.00
HSI034F05	SPTBN1	Spectrin, beta, non-erythrocytic 1	Hs.503178	166148	BX093082	1.26	0.00
HSI081A11	RCBTB1	Regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1	Hs.508021	810970	BX096679	1.26	0.00
HSI159H11	PIK3R1	Phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha)	Hs.132225	359812	BX111832	1.26	0.50
HSI049G12	KIAA1961	KIAA1961 gene	Hs.483329	278320	BX090977	1.26	0.00
HSI038B02	MAPK14	Mitogen-activated protein kinase 14	Hs.485233	199712	BX103972	1.26	0.00
HSI027F04	HSD17B1	Hydroxysteroid (17-beta) dehydrogenase 1	Hs.500159	156999	BX100954	1.26	0.00
HSI038F10	FLJ25371	Hypothetical protein FLJ25371	Hs.415576	200881	BX098076	1.26	0.00
HSI136F05	GAB1	GRB2-associated binding protein 1	Hs.80720	193139	BX097679	1.26	0.00
HSI097H07	RAB11FIP2	RAB11 family interacting protein 2 (class I)	Hs.173656	40120	BX104838	1.26	0.00
HSI181H10	AKR1C2	Aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)	Hs.567256	3681970	BE566842	1.26	0.82
HSI112H12	ZNF24	Zinc finger protein 24 (KOX 17)	Hs.514802	67004	BX090150	1.26	0.73
HSI052A01	IL15	Interleukin 15	Hs.168132	289606	BX119203	1.26	0.00
HSI061H06	PANK4	Pantothenate kinase 4	Hs.26156	344974	BX112875	1.26	0.00
HSI059A03	SP100	SP100 nuclear antigen	Hs.369056	324848	BX093217	1.26	0.00
HSI057A10	JMJD1A	Jumonji domain containing 1A	Hs.531819	320144	BX118305	1.26	0.00
HSI043G02	KIAA1018	KIAA1018	Hs.584863	234112	BX103807	1.26	0.00
HSI026F01	FAM13A1	Family with sequence similarity 13, member A1	Hs.97270	150779	BX118591	1.26	0.00
HSI135B08	EST	Transcribed locus	Hs.30258	182687	BX109058	1.26	0.00
HSI112A05	PARD6G	Par-6 partitioning defective 6 homolog gamma (C. elegans)	Hs.567622	21942	BX104771	1.26	0.00
HSI031C03	ULK2	Unc-51-like kinase 2 (C. elegans)	Hs.168762	48316	BX089406	1.26	0.00
HSI158B06	EST	Transcribed locus	Hs.197143	342631	BX091475	1.26	0.00
HSI082B11	PRKCBP1	Protein kinase C binding protein 1	Hs.446240	814595	CR743986	1.26	0.00
HSI118E02	XG	Xg blood group	Hs.179675	125154	BX107166	1.26	0.00
HSI094F10	DSG3	Desmoglein 3 (pemphigus vulgaris antigen)	Hs.1925	2213683	BX099718	1.26	0.00
HSI066A09	PIGN	Phosphatidylinositol glycan, class N	Hs.157031	429906	BX089153	1.26	0.00
HSI020H01	PLCB1	Phospholipase C, beta 1 (phosphoinositide-specific)	Hs.431173	136838	CR748383	1.26	0.00
HSI024G06	SYPL1	Synaptophysin-like 1	Hs.80919	147924	BX104587	1.26	0.00
HSI045F09	SOCS5	Suppressor of cytokine signaling 5	Hs.468426	247794	BX119252	1.26	0.00
HSI099G10	C7orf26	Chromosome 7 open reading frame 26	Hs.487511	35506	BX089221	1.26	0.18
HSI109G04	EST	Transcribed locus	Hs.554682	2462515	BX117319	1.26	0.00
HSI082G08	MUC12	Mucin 12	Hs.489355	926359	BX104713	1.26	0.00
HSI125D12	EST	Transcribed locus	Hs.371609	137201	BX117685	1.26	0.00
HSI040F10	ZDHHC3	Zinc finger, DHHC-type containing 3	Hs.61430	208735	BX119670	1.26	0.00
HSI022H08	TXNDC13	Thioredoxin domain containing 13	Hs.169358	142021	BX098016	1.26	0.00
HSI063A04	HOXD8	Homeobox D8	Hs.301963	347726	BX097161	1.26	0.00
HSI150F03	EST	Transcribed locus		270665		1.26	0.00
HSI152F08	FLJ35740	Ankyrin repeat domain 18A	Hs.561966	279399	BX104642	1.26	0.00
HSI019H04	SPPL2A	Signal peptide peptidase-like 2A	Hs.401537	133341	BX092463	1.26	0.00
HSI181C10	TGFBR1	Fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)	Hs.494622	626640	AA191512	1.26	0.00
HSI011G06	C1QDC1	C1q domain containing 1	Hs.234355	28337	BX092076	1.26	0.00
HSI011D08	CAPZA2	Capping protein (actin filament) muscle Z-line, alpha 2	Hs.446123	27992	BX113396	1.26	0.00
HSI049G10	TAP2	Transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	Hs.502	277975	BX117164	1.26	0.00
HSI060H07	RAB23	RAB23, member RAS oncogene family	Hs.567506	342275	BX100058	1.26	0.00
HSI100E08	HIAT1	Hippocampus abundant transcript 1	Hs.124156	1626442	BX111089	1.26	0.00
HSI046A02	NRBF2	Nuclear receptor binding factor 2	Hs.449628	246234	BX104435	1.26	0.00
HSI018A04	ADNP	Activity-dependent neuroprotector	Hs.293736	42851	BX090278	1.26	0.00
HSI044B10	PCCA	Propionyl Coenzyme A carboxylase, alpha polypeptide	Hs.80741	233789	BX110005	1.26	0.00
HSI066G03	GARS	Glycyl-tRNA synthetase	Hs.404321	471164	BX108168	1.26	0.00
HSI147G07	AP4E1	Adaptor-related protein complex 4, epsilon 1 subunit	Hs.413366	247069	BX094278	1.26	0.00
HSI056E05	KIAA1815	KIAA1815	Hs.87128	306136	BX117921	1.26	0.00
HSI068C05	RBM25	RNA binding motif protein 25	Hs.531106	504630	BX104666	1.26	0.36
HSI041G03	OSBPL3	Oxysterol binding protein-like 3	Hs.520259	214465	BX110042	1.26	0.00
HSI063B04	GALNT10	Hypothetical protein FLJ38109	Hs.34421	347778	BX092156	1.25	0.00
HSI041D09	MAN2A1	Mannosidase, alpha, class 2A, member 1	Hs.432822	212496	BX099147	1.25	0.00
HSI109D03	EST	Transcribed locus	Hs.10263	2408910	BX117479	1.25	0.00
HSI042A12	FBXO8	F-box protein 8	Hs.76917	229697	BX112368	1.25	0.00
HSI130B11	PAN3	PABP1-dependent poly A-specific ribonuclease subunit PAN3	Hs.369984	151549	BX092280	1.25	0.00
HSI078C05	CLK4	CDC-like kinase 4	Hs.406557	785962	BX114030	1.25	0.00
HSI010C02	FMNL1	Formin-like 1	Hs.100217	25975	BX107009	1.25	0.00
HSI085A05	DMGDH	Dimethylglycine dehydrogenase	Hs.122082	1502556	BX103825	1.25	0.00
HSI019C11	ARFIP1	ADP-ribosylation factor interacting protein 1 (arfaptin 1)	Hs.416089	132765	BX094028	1.25	0.00
HSI130G05	MKLN1	Muskelin 1, intracellular mediator containing kelch motifs	Hs.44693	155531	BX100913	1.25	0.00
HSI051C04	C6orf111	Chromosome 6 open reading frame 111	Hs.520287	279902	BX098346	1.25	0.00
HSI135H04	TMF1	TATA element modulatory factor 1	Hs.267632	190082	BX105328	1.25	0.00
HSI033E09	GABARAPL1	GABA(A) receptor-associated protein like 1	Hs.524250	52600	BX092073	1.25	0.00
HSI002E04	FLJ10159	Hypothetical protein FLJ10159	Hs.445244	24309	BX101795	1.25	0.00
HSI115H10	RANGAP1	Ran GTPase activating protein 1	Hs.183800	122019	BX097070	1.25	0.00
HSI127D06	EPS15	Epidermal growth factor receptor pathway substrate 15	Hs.83722	143973	BX094396	1.25	0.00
HSI058F08	SSBP2	Single-stranded DNA binding protein 2	Hs.102735	324788	BX114664	1.25	0.00
HSI164D11	FOXO3A	Forkhead box O3A	Hs.220950	753612	BX100383	1.25	0.00
HSI108C06	SLIT3	Slit homolog 3 (Drosophila)	Hs.570882	366943	BX089686	1.25	0.00
HSI121E09	INPP4B	Inositol polyphosphate-4-phosphatase, type II, 105kDa	Hs.480837	30395	BX119758	1.25	0.00
HSI122D06	EST	Transcribed locus	Hs.513000	35738	BX098103	1.25	0.00
HSI018G03	PELI1	Pellino homolog 1 (Drosophila)	Hs.7886	130633	BX116801	1.25	0.03
HSI052B01	SLAMF8	SLAM family member 8	Hs.438683	288807	BX118110	1.25	0.00
HSI040F02	ARID2	AT rich interactive domain 2 (ARID, RFX-like)	Hs.317304	210467	BX112695	1.25	0.00
HSI033G03	MAPRE2	Microtubule-associated protein, RP/EB family, member 2	Hs.532824	52593	BX118479	1.25	0.00
HSI062E01	FAM35A	Family with sequence similarity 35, member A	Hs.500419	358664	BX101910	1.25	0.00
HSI081A03	DNAH9	Dynein, axonemal, heavy polypeptide 9	Hs.567259	813637	BX112908	1.25	0.00
HSI134A08	TLOC1	Translocation protein 1	Hs.529591	52409	BX113289	1.25	0.43
HSI047F01	FAM49B	Family with sequence similarity 49, member B	Hs.492869	259339	BX109525	1.25	0.40
HSI038E04	GNG12	Guanine nucleotide binding protein (G protein), gamma 12	Hs.431101	203529	BX097682	1.25	0.00
HSI183E01	CHEK2	CHK2 checkpoint homolog (S. pombe)	Hs.291363	2357094	AI809500	1.25	0.00
HSI076E11	POLR3GL	Ankyrin repeat domain 34	Hs.9088	756883	BX118360	1.25	0.00
HSI003C06	KIAA0368	KIAA0368	Hs.368255	23958	BX101467	1.25	0.00
HSI112E06	EST	Transcribed locus	Hs.25318	25194	BX102329	1.25	0.90
HSI055G02	DTWD1	DTW domain containing 1	Hs.127432	305581	BX101081	1.25	0.00
HSI037G08	TCL1A	T-cell leukemia/lymphoma 1A	Hs.2484	200018	BX111866	1.25	0.00
HSI006F04	IFRD1	Interferon-related developmental regulator 1	Hs.7879	121948	BX092897	1.25	0.35
HSI015B06	CMKOR1	Chemokine orphan receptor 1	Hs.471751	35630	BX111686	1.25	0.00
HSI079C07	ZZZ3	Zinc finger, ZZ-type containing 3	Hs.480506	788555	BX109937	1.25	0.00
HSI108G04	EST	Transcribed locus	Hs.158564	2394853	BX115448	1.25	0.00
HSI091D05	AMY2B	Amylase, alpha 2B; pancreatic	Hs.484588	1845330	BX116172	1.25	0.00
HSI132H08	CASK	Calcium/calmodulin-dependent serine protein kinase (MAGUK family)	Hs.495984	50433	BX101770	1.25	0.00
HSI153C02	C1orf71	Chromosome 1 open reading frame 71	Hs.368353	282400	BX097394	1.25	0.00
HSI064E12	SFRS6	Splicing factor, arginine/serine-rich 6	Hs.6891	366626	AA026109	1.25	0.00
HSI006E01	CRTC1	CREB regulated transcription coactivator 1	Hs.371096	120528	BX110358	1.25	0.00
HSI076D03	ANKRA2	Ankyrin repeat, family A (RFXANK-like), 2	Hs.239154	759185	BX106300	1.25	0.00
HSI045B02	KATNA1	Katanin p60 (ATPase-containing) subunit A 1	Hs.131838	241520	BX102424	1.25	0.00
HSI053E01	KIAA0355	KIAA0355	Hs.330073	292678	BX090723	1.25	0.00
HSI077C09	PPP1R2	Protein phosphatase 1, regulatory (inhibitor) subunit 2	Hs.567321	769657	BX093745	1.25	0.00
HSI001E01	PPP3CC	Protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform (calcineurin A gamma)	Hs.149413	22954	BX096936	1.25	0.00
HSI065A10	PXMP3	Peroxisomal membrane protein 3, 35kDa (Zellweger syndrome)	Hs.437966	416230	BX106411	1.25	0.00
HSI079C09	CCNC	Cyclin C	Hs.430646	789318	BX108643	1.25	0.67
HSI080G01	F2R	Coagulation factor II (thrombin) receptor	Hs.482562	813254	BX106532	1.25	0.92
HSI033G05	RRM2B	Ribonucleotide reductase M2 B (TP53 inducible)	Hs.512592	172026	BX097253	1.25	0.00
HSI020A09	KIAA0971	KIAA0971	Hs.84429	134904	BX106519	1.25	0.00
HSI158D05	FUT8	Fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	Hs.118722	342140	BX107537	1.25	0.00
HSI056D02	CYFIP1	Cytoplasmic FMR1 interacting protein 1	Hs.26704	306068	BX108132	1.25	0.00
HSI074E06	LRRC8C	Leucine rich repeat containing 8 family, member C	Hs.412836	754176	BX119226	1.25	0.00
HSI069C01	CD69	CD69 antigen (p60, early T-cell activation antigen)	Hs.208854	704459	BX106067	1.24	0.00
HSI073E12	CCNL1	Cyclin L1	Hs.4859	740552	BX114654	1.24	0.00
HSI053E09	RASSF5	Ras association (RalGDS/AF-6) domain family 5	Hs.497579	294283	BX119260	1.24	0.00
HSI148H11	LOC401022	Hypothetical LOC401022	Hs.98661	261821	BX096096	1.24	0.00
HSI078H01	NFATC1	Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	Hs.534074	784474	BX096672	1.24	0.00
HSI094A02	RP11-535K18.3	Hypothetical protein FLJ12649	Hs.446275	2107738	BX109694	1.24	0.11
HSI002C03	LRPPRC	Leucine-rich PPR-motif containing	Hs.368084	23756	BX108843	1.24	0.00
HSI034C08	C2orf11	Chromosome 2 open reading frame 11	Hs.350388	173250	CR748661	1.24	0.00
HSI094A09	P2RX1	Purinergic receptor P2X, ligand-gated ion channel, 1	Hs.41735	2116488	BX101508	1.24	0.00
HSI060C08	CASP5	Caspase 5, apoptosis-related cysteine peptidase	Hs.213327	341763	BX108026	1.24	0.00
HSI042E03	USP16	Ubiquitin specific peptidase 16	Hs.99819	221296	BX112853	1.24	0.00
HSI005C01	GPR65	G protein-coupled receptor 65	Hs.513440	115277	BX093977	1.24	0.00
HSI064A10	TNFRSF14	Tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	Hs.512898	363721	BX103478	1.24	0.00
HSI050D03	GNAI3	Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	Hs.73799	277553	BX111445	1.24	0.00
HSI117D05	ZC3HAV1	Zinc finger CCCH-type, antiviral 1	Hs.133512	125164	BX108858	1.24	0.47
HSI084G05	SLC8A1	Solute carrier family 8 (sodium/calcium exchanger), member 1	Hs.468274	1466226	BX111618	1.24	0.00
HSI046D07	C14orf58	Chromosome 14 open reading frame 58	Hs.509966	248148	CR739521	1.24	0.00
HSI149D12	EST	Transcribed locus	Hs.212872	259042	BX115968	1.24	0.00
HSI001D01	ABCA2	ATP-binding cassette, sub-family A (ABC1), member 2	Hs.421202	21642	T65432	1.24	0.00
HSI112H10	EST	Transcribed locus	Hs.106296	23539	BX100016	1.24	0.00
HSI002G04	ZNF423	Zinc finger protein 423	Hs.530930	109107	BX116677	1.24	0.00
HSI148E05	EST	Transcribed locus	Hs.444683	256551	BX116997	1.24	0.00
HSI092A10	PRG4	Proteoglycan 4	Hs.432458	1894237	BX115975	1.24	0.00
HSI012H03	SUPV3L1	Suppressor of var1, 3-like 1 (S. cerevisiae)	Hs.106469	30041	BX093129	1.24	0.00
HSI129H03	BBX	Bobby sox homolog (Drosophila)	Hs.124366	150605	BX090463	1.24	0.00
HSI087B09	MGC20470	Hypothetical protein MGC20470	Hs.10688	1640736	AI014955	1.24	0.00
HSI136H03	SBF2	SET binding factor 2	Hs.556241	195228	BX115032	1.24	0.00
HSI052E01	WDR7	WD repeat domain 7	Hs.465213	289773	BX096682	1.24	0.00
HSI061E11	EMG1	EMG1 nucleolar protein homolog (S. cerevisiae)	Hs.558447	346361	BX096465	1.24	0.00
HSI161H10	C1orf187	Chromosome 1 open reading frame 187	Hs.371716	1585952	BX102570	1.24	0.63
HSI070H12	ZMYM6	Zinc finger, MYM-type 6	Hs.533986	727690	BX095797	1.24	0.00
HSI067F09	MAP2K1IP1	Mitogen-activated protein kinase kinase 1 interacting protein 1	Hs.433332	485092	BX112826	1.24	0.00
HSI157D06	OTUD1	OTU domain containing 1	Hs.499042	322058	CR735776	1.24	0.00
HSI101A05	CALCRL	Calcitonin receptor-like	Hs.470882	283196	CR744229	1.24	0.00
HSI066G12	MYO1E	Myosin IE	Hs.370392	469748	BX094161	1.24	0.00
HSI046D08	GTDC1	Glycosyltransferase-like domain containing 1	Hs.44780	251516	BX089796	1.24	0.00
HSI005C06	CYP4A11	Cytochrome P450, family 4, subfamily A, polypeptide 11	Hs.1645	120466	BX097936	1.24	0.00
HSI075G08	C21orf7	Chromosome 21 open reading frame 7	Hs.222802	757902	BX108010	1.24	0.00
HSI031F08	STARD3NL	STARD3 N-terminal like	Hs.309753	50772	BX104380	1.24	0.00
HSI143H02	FLJ33387	Chromosome 14 open reading frame 83	Hs.509707	220548	BX112763	1.24	0.00
HSI002D04	ZMYND11	Zinc finger, MYND domain containing 11	Hs.292265	23344	BX111273	1.24	0.00
HSI175G05	CHN2	Chimerin (chimaerin) 2	Hs.584746	1736507	AI125252	1.24	0.00
HSI001A04	SMCHD1	Structural maintenance of chromosomes flexible hinge domain containing 1	Hs.8118	66330	BX094022	1.24	0.00
HSI015A05	KCNF1	Potassium voltage-gated channel, subfamily F, member 1	Hs.23735	35344	BX113354	1.24	0.00
HSI008F08	VPS41	Vacuolar protein sorting 41 (yeast)	Hs.148721	127498	BX113483	1.24	0.00
HSI016E09	MYLIP	Myosin regulatory light chain interacting protein	Hs.484738	39757	BX099086	1.24	0.00
HSI002D01	EML1	Echinoderm microtubule associated protein like 1	Hs.12451	25163	BX113347	1.24	0.00
HSI037D10	MYCBP2	MYC binding protein 2	Hs.151411	195960	BX093662	1.24	0.00
HSI134H08	C16orf55	Chromosome 16 open reading frame 55	Hs.435398	172952	BX108912	1.24	0.00
HSI024H05	SPG21	Spastic paraplegia 21 (autosomal recessive, Mast syndrome)	Hs.242458	147622	BX114527	1.24	0.00
HSI048H04	PDE7A	Phosphodiesterase 7A	Hs.584788	269273	BX103766	1.23	0.00
HSI001H04	GBP4	Guanylate binding protein 4	Hs.409925	22443	T74222	1.23	0.00
HSI023E03	CNOT8	CCR4-NOT transcription complex, subunit 8	Hs.26703	143772	BX099714	1.23	0.00
HSI076C03	CENPC1	Centromere protein C 1	Hs.479867	759917	BX115185	1.23	0.00
HSI059B05	DUSP22	Dual specificity phosphatase 22	Hs.29106	327629	CR740569	1.23	0.00
HSI090G12	EML4	Echinoderm microtubule associated protein like 4	Hs.432438	1838167	BX092311	1.23	0.00
HSI094H06	NANOG	Nanog homeobox	Hs.329296	2244690	BX108731	1.23	0.00
HSI020E07	TMED7	Transmembrane emp24 protein transport domain containing 7	Hs.508765	138141	BX094957	1.23	0.00
HSI038C01	ANKMY2	Ankyrin repeat and MYND domain containing 2	Hs.157378	198345	BX098220	1.23	0.00
HSI007B03	CNIH	Cornichon homolog (Drosophila)	Hs.294603	123743	BX092459	1.23	0.00
HSI059E07	RNASEL	Ribonuclease L (2,5-oligoisoadenylate synthetase-dependent)	Hs.518545	321167	BX097443	1.23	0.00
HSI131D08	FLJ40142	FLJ40142 protein	Hs.44817	44681	BX100008	1.23	0.00
HSI094B03	SLC41A2	Solute carrier family 41, member 2	Hs.238996	2116400	BX114417	1.23	0.00
HSI038G10	CSDE1	Cold shock domain containing E1, RNA-binding	Hs.69855	201356	BX098719	1.23	0.39
HSI121C05	TCEAL8	Transcription elongation factor A (SII)-like 8	Hs.389734	27882	BX108180	1.23	0.12
HSI153H06	LAMA1	Laminin, alpha 1	Hs.270364	289686	BX091424	1.23	0.00
HSI128G03	RASA2	RAS p21 protein activator 2	Hs.98445	146396	BX104990	1.23	0.00
HSI113A01	C6orf65	Chromosome 6 open reading frame 65	Hs.199876	23221	BX119408	1.23	0.00
HSI016A10	TTN	Titin	Hs.134602	37489	BX113452	1.23	0.00
HSI098D10	ATP7A	ATPase, Cu++ transporting, alpha polypeptide (Menkes syndrome)	Hs.496414	134204	BX112297	1.23	0.00
HSI074C08	STK17B	Basic leucine zipper and W2 domains 1	Hs.88297	746148	BX114957	1.23	0.00
HSI016F02	SLC9A6	Solute carrier family 9 (sodium/hydrogen exchanger), member 6	Hs.62185	39007	BX119784	1.23	0.00
HSI040D01	EVI2B	Ecotropic viral integration site 2B	Hs.5509	209180	BX090956	1.23	0.00
HSI082B10	SSPN	Sarcospan (Kras oncogene-associated gene)	Hs.183428	814259	CR744045	1.23	0.00
HSI131E01	EST	Transcribed locus	Hs.116150	162406	CR738156	1.23	0.00
HSI062A10	RNF13	Ring finger protein 13	Hs.12333	344270	BX105451	1.23	0.00
HSI122C09	EST	Transcribed locus	Hs.509629	35311	BX110833	1.23	0.00
HSI008B12	ATP6V0E	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e	Hs.484188	126789	BX108486	1.23	0.92
HSI062B11	CA3	Carbonic anhydrase III, muscle specific	Hs.82129	345706	BX093441	1.23	0.00
HSI152A11	EST	Transcribed locus	Hs.12319	279465	BX095550	1.23	0.00
HSI047E10	SH3GLB1	SH3-domain GRB2-like endophilin B1	Hs.136309	258518	BX105678	1.23	0.00
HSI159H08	ARHGAP28	Rho GTPase activating protein 28	Hs.183114	357264	BX119680	1.23	0.29
HSI022C07	LTB4R	Leukotriene B4 receptor	Hs.567248	138630	CR748310	1.23	0.00
HSI043E08	MBIP	MAP3K12 binding inhibitory protein 1	Hs.368647	231380	BX102053	1.23	0.00
HSI155B10	EST	Transcribed locus		295765		1.23	0.00
HSI159B10	MGC33302	Hypothetical protein MGC33302	Hs.480701	344255	BX115648	1.23	0.00
HSI162B08	PRKAB2	Protein kinase, AMP-activated, beta 2 non-catalytic subunit	Hs.50732	742604	BX107446	1.23	0.00
HSI039B02	MUC15	Mucin 15	Hs.407152	202559	BX106216	1.23	0.00
HSI100G11	EST	Transcribed locus	Hs.585728	248535	BX093413	1.23	0.00
HSI052C06	NEK1	NIMA (never in mitosis gene a)-related kinase 1	Hs.481181	287824	BX096577	1.23	0.00
HSI121G09	EST	Transcribed locus	Hs.587656	30957	BX105386	1.23	0.00
HSI025F10	BRWD1	Bromodomain and WD repeat domain containing 1	Hs.190548	153965	BX112615	1.23	0.00
HSI043F02	PIGF	Phosphatidylinositol glycan, class F	Hs.468415	234460	CR744469	1.23	0.17
HSI017G10	RLF	Rearranged L-myc fusion	Hs.205627	41345	BX105264	1.23	0.00
HSI015F12	SLIT1	Slit homolog 1 (Drosophila)	Hs.500712	38403	BX116431	1.23	0.00
HSI085B06	IL2RA	Interleukin 2 receptor, alpha	Hs.231367	1517171	AA903183	1.23	0.00
