Probe set	UG	Symbol	Title	Fold Increase	P-value	Adj. P-value
162174_at	Mm.226708	Cyp2d9	Cytochrome P450, family 2, subfamily d, polypeptide 9	1.33	0.0002	0.046
162474_f_at	Unknown	Unknown	Unknown	1.33	0.0055	0.083
103243_at	Mm.246009	Emp2	Epithelial membrane protein 2	1.33	0.0082	0.123
97941_at	Mm.30290	Capn6	Calpain 6	1.33	0.0202	0.161
161206_at	Mm.268317	Plekhh1	Pleckstrin homology domain containing, family H (with MyTH4 domain) member 1	1.33	0.0217	0.124
101305_at	Mm.40572	Pou3f3	POU domain, class 3, transcription factor 3	1.33	0.0128	0.150
162031_f_at	Mm.29098	Galm	Galactose mutarotase	1.33	0.0211	0.124
97682_r_at	Mm.347436	Gstm3	Glutathione S-transferase, mu 3	1.33	0.0046	0.086
97937_at	Mm.30262	Klf5	Kruppel-like factor 5	1.33	0.0061	0.091
161407_i_at	Mm.917	Inpp1	Inositol polyphosphate-1-phosphatase	1.33	0.0076	0.125
104507_g_at	Mm.3077	Nr1i3	Nuclear receptor subfamily 1, group I, member 3	1.33	0.0078	0.121
162310_r_at	Mm.41038	G630024C07Rik	RIKEN cDNA G630024C07 gene	1.33	0.0109	0.121
162024_at	Mm.4938	Fmn1	Formin 1	1.33	0.0312	0.211
93074_g_at	Mm.116802	Nfatc2	Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	1.33	0.0163	0.165
93788_at	Mm.2136	Cox4i1	Cytochrome c oxidase subunit IV isoform 1	1.33	0.0173	0.165
161363_r_at	Mm.2820	Galk1	Galactokinase 1	1.33	0.0256	0.182
98444_g_at	Mm.277072	Lep	Leptin	1.32	0.0081	0.129
160280_at	Mm.28278	Cav1	Caveolin, caveolae protein 1	1.32	0.0110	0.145
160090_f_at	Mm.275831	Aldoa	Aldolase 1, A isoform	1.32	0.0199	0.119
93928_f_at	Unknown	Unknown	Unknown	1.32	0.0381	0.232
162020_at	Unknown	Unknown	Unknown	1.32	0.0027	0.073
161879_r_at	Unknown	Unknown	Unknown	1.32	0.0087	0.121
162429_r_at	Mm.2044	Serpinf1	Serine (or cysteine) proteinase inhibitor, clade F, member 1	1.32	0.0021	0.070
161362_at	Unknown	Unknown	Unknown	1.32	0.0314	0.204
101678_r_at	Unknown	Unknown	Unknown	1.32	0.0430	0.239
98525_f_at	Mm.358827	MGI:2384747	Erythroid differentiation regulator 1	1.32	0.0053	0.063
160221_at	Mm.26934	Lgals2	Lectin, galactose-binding, soluble 2	1.32	0.0097	0.134
161857_r_at	Mm.227325	AI428936	Expressed sequence AI428936	1.32	0.0394	0.217
93673_at	Mm.8074	Nrtn	Neurturin	1.32	0.0007	0.055
97422_at	Mm.331142	2010002H18Rik	RIKEN cDNA 2010002H18 gene	1.32	0.0176	0.170
94636_at	Unknown	Hoxa13	Homeo box A13	1.32	0.0337	0.197
102552_at	Mm.57207	Gja3	Gap junction membrane channel protein alpha 3	1.32	0.0401	0.238
161267_f_at	Mm.258094	B3gnt1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1	1.32	0.0475	0.165
94667_at	Mm.42135	Stag1	Stromal antigen 1	1.31	0.0260	0.167
102569_at	Mm.57229	Atoh1	Atonal homolog 1 (Drosophila)	1.31	0.0002	0.040
100769_at	Unknown	Unknown	Unknown	1.31	0.0047	0.106
104729_at	Mm.24615	Gja4	Gap junction membrane channel protein alpha 4	1.31	0.0077	0.124
162161_r_at	Unknown	Unknown	Unknown	1.31	0.0443	0.235
92231_at	Mm.3465	Epb4.1l4a	Erythrocyte protein band 4.1-like 4a	1.31	0.0456	0.227
161595_at	Unknown	Unknown	Unknown	1.31	0.0022	0.069
160767_at	Mm.28099	Soat1	Sterol O-acyltransferase 1	1.31	0.0113	0.088
97660_s_at	Mm.139815	Tcf7l2	Transcription factor 7-like 2, T-cell specific, HMG-box	1.31	0.0040	0.097
98306_g_at	Mm.42148	Foxm1	Forkhead box M1	1.31	0.0199	0.170
99552_at	Mm.4272	Snai2	Snail homolog 2 (Drosophila)	1.31	0.0252	0.058
102808_at	Mm.1418	Scn1b	Sodium channel, voltage-gated, type I, beta polypeptide	1.31	0.0260	0.197
161931_r_at	Unknown	Unknown	Unknown	1.31	0.0056	0.079
161739_r_at	Mm.209931	Pola2	Polymerase (DNA directed), alpha 2	1.31	0.0061	0.067
101488_r_at	Mm.788	Ly6e	Lymphocyte antigen 6 complex, locus E	1.31	0.0159	0.165
161358_r_at	Mm.173395	Dpep3	Dipeptidase 3	1.31	0.0002	0.049
93230_at	Mm.266665	Neurog1	Neurogenin 1	1.31	0.0032	0.100
98770_at	Mm.4649	Cenpc1	Centromere autoantigen C1	1.31	0.0071	0.116
101855_at	Mm.154087	Mtap6	Microtubule-associated protein 6	1.31	0.0090	0.121
93309_at	Unknown	Fin14	Fibroblast growth factor inducible 14	1.31	0.0164	0.141
104266_at	Unknown	Gm98	Gene model 98, (NCBI)	1.31	0.0185	0.173
94811_s_at	Mm.22700	Gtf2h1	General transcription factor II H, polypeptide 1	1.31	0.0220	0.156
161571_f_at	Mm.333375	C1r	Complement component 1, r subcomponent	1.30	0.0038	0.100
97175_at	Mm.22256	Mocs1	Molybdenum cofactor synthesis 1	1.30	0.0129	0.116
97569_at	Unknown	LOC384421	Similar to variable region of immunoglobulin kappa light chain	1.30	0.0154	0.118
102566_at	Unknown	Dcc	Deleted in colorectal carcinoma	1.30	0.0297	0.205
162005_at	Mm.28297	Cdk5rap3	CDK5 regulatory subunit associated protein 3	1.30	0.0012	0.060
99856_r_at	Mm.321648	Catnd2	Catenin delta 2	1.30	0.0054	0.116
100368_at	Unknown	Unknown	Unknown	1.30	0.0259	0.178
97004_at	Unknown	Olfr71	Olfactory receptor 71	1.30	0.0296	0.198
92920_at	Mm.135195	Pitx1	Paired-like homeodomain transcription factor 1	1.30	0.0026	0.073
101736_at	Mm.57059	Ppyr1	Pancreatic polypeptide receptor 1	1.30	0.0106	0.145
95096_at	Mm.262294	Qk	Quaking	1.30	0.0159	0.169
104763_at	Mm.273098	Agrn	Agrin	1.30	0.0340	0.223
92354_at	Unknown	LOC436061	Similar to Transcription factor Maf (Proto-oncogene c-maf)	1.30	0.0100	0.141
96028_at	Mm.288510	Brp44l	RIKEN cDNA A630084N20 gene	1.30	0.0349	0.195
102623_at	Mm.12903	Sema3f	Sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3 F	1.30	0.0206	0.180
161434_r_at	Unknown	Unknown	Unknown	1.30	0.0001	0.049
92756_r_at	Mm.4723	Sct	Secretin	1.30	0.0104	0.094
93757_at	Mm.284688	Srpr	Signal recognition particle receptor (docking protein)	1.29	0.0014	0.073
161747_i_at	Mm.260098	Myo5b	Myosin Vb	1.29	0.0069	0.130
160454_at	Mm.38802	D11Moh35	DNA segment, Chr 11, KL Mohlke 35	1.29	0.0139	0.152
94729_r_at	Mm.201549	Mcpt1	Mast cell protease 1	1.29	0.0439	0.206
162142_f_at	Mm.2664	Prrg2	Proline-rich Gla (G-carboxyglutamic acid) polypeptide 2	1.29	0.0025	0.091
94962_g_at	Unknown	Unknown	Unknown	1.29	0.0031	0.093
161749_r_at	Mm.359796	AI316828	Expressed sequence AI316828	1.29	0.0042	0.112
104748_s_at	Mm.246670	Slc1a1	Solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	1.29	0.0036	0.060
97006_s_at	Mm.149720	Lifr	Leukemia inhibitory factor receptor	1.29	0.0036	0.071
161134_at	Mm.2470	2610201A13Rik	RIKEN cDNA 2610201A13 gene	1.29	0.0104	0.146
161844_at	Unknown	Unknown	Unknown	1.29	0.0036	0.084
162016_f_at	Mm.14092	Foxc2	Forkhead box C2	1.29	0.0089	0.130
94167_at	Mm.258415	Nos3	Nitric oxide synthase 3, endothelial cell	1.29	0.0089	0.111
101772_r_at	Unknown	Pcdha11	Protocadherin alpha 11	1.29	0.0254	0.178
96910_at	Mm.268448	BC031140	CDNA sequence BC031140	1.29	0.0272	0.095
162026_r_at	Mm.1323	Snrpb2	U2 small nuclear ribonucleoprotein B	1.29	0.0437	0.226
161198_r_at	Unknown	Unknown	Unknown	1.29	0.0004	0.062
93404_g_at	Mm.6306	Atp2a3	ATPase, Ca++ transporting, ubiquitous	1.29	0.0009	0.074
103600_at	Mm.210863	Epb4.9	Erythrocyte protein band 4.9	1.29	0.0029	0.104
103284_at	Mm.20889	Cyp8b1	Cytochrome P450, family 8, subfamily b, polypeptide 1	1.29	0.0158	0.166
160791_at	Unknown	Unknown	Unknown	1.29	0.0223	0.173
162183_at	Mm.200446	C630002B14Rik	RIKEN cDNA C630002B14 gene	1.28	0.0070	0.120
102102_at	Unknown	Unknown	Unknown	1.28	0.0126	0.109
161949_at	Mm.278597	1500035H01Rik	RIKEN cDNA 1500035H01 gene	1.28	0.0054	0.124
96768_at	Mm.254739	Fbxw4	F-box and WD-40 domain protein 4	1.28	0.0092	0.145
161530_r_at	Mm.22061	Sema4a	Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	1.28	0.0183	0.134
99388_at	Mm.22845	Src	Rous sarcoma oncogene	1.28	0.0284	0.215
99622_at	Mm.4325	Klf4	Kruppel-like factor 4 (gut)	1.28	0.0329	0.198
92389_at	Mm.339846	Odz2	Odd Oz/ten-m homolog 2 (Drosophila)	1.28	0.0002	0.052
102378_at	Mm.49689	Sspn	Sarcospan	1.28	0.0089	0.117
160517_at	Mm.4105	Lmnb1	Lamin B1	1.28	0.0155	0.134
93004_r_at	Mm.277521	BC018242	CDNA sequence BC018242	1.28	0.0308	0.195
103997_at	Mm.2653	Epor	Erythropoietin receptor	1.28	0.0497	0.259
92830_s_at	Mm.333723	Zfp36	Zinc finger protein 36	1.28	0.0032	0.108
98284_f_at	Unknown	H2-T3	Histocompatibility 2, T region locus 3	1.28	0.0064	0.130
94102_at	Mm.358606	Hmx1	H6 homeo box 1	1.28	0.0191	0.100
161973_r_at	Mm.5547	MGC60818	Similar to hypothetical protein FLJ20397	1.28	0.0379	0.198
98482_at	Mm.3542	Pthr1	Parathyroid hormone receptor 1	1.28	0.0170	0.129
102580_r_at	Mm.222030	Hoxa6	Homeo box A6	1.28	0.0232	0.194
102366_at	Mm.1181	Retn	Resistin	1.28	0.0312	0.212
102393_at	Mm.1228	Cryaa	Crystallin, alpha A	1.28	0.0492	0.254
94778_at	Mm.14609	Aldh1a7	Aldehyde dehydrogenase family 1, subfamily A7	1.28	0.0064	0.082
100700_s_at	Mm.31387	Nr5a1	Nuclear receptor subfamily 5, group A, member 1	1.28	0.0070	0.134
101384_at	Mm.207605	Degs2	Degenerative spermatocyte homolog 2 (Drosophila), lipid desaturase	1.28	0.0132	0.140
101335_at	Mm.288703	Cdk5r2	Cyclin-dependent kinase 5, regulatory subunit 2 (p39)	1.28	0.0297	0.218
101346_at	Unknown	Unknown	Unknown	1.28	0.0392	0.243
100337_at	Mm.337729	Cacna1e	Calcium channel, voltage-dependent, R type, alpha 1E subunit	1.27	0.0010	0.078
161320_r_at	Mm.646	Tpm2	Tropomyosin 2, beta	1.27	0.0027	0.105
97744_at	Unknown	Unknown	Unknown	1.27	0.0027	0.088
92314_at	Mm.3819	Col12a1	Procollagen, type XII, alpha 1	1.27	0.0078	0.100
93460_at	Mm.689	Acvr1	Activin A receptor, type 1	1.27	0.0109	0.124
160830_at	Mm.299737	Cnih2	Cornichon homolog 2 (Drosophila)	1.27	0.0111	0.115
100373_at	Mm.354052	Slc39a1	Solute carrier family 39 (zinc transporter), member 1	1.27	0.0143	0.151
102081_at	Mm.212826	Robo3	Roundabout homolog 3 (Drosophila)	1.27	0.0263	0.207
104665_g_at	Mm.233734	Ches1	Checkpoint supressor 1	1.27	0.0308	0.224
162180_r_at	Mm.296566	Nedd8	Neural precursor cell expressed, developmentally down-regulated gene 8	1.27	0.0407	0.230
161310_at	Unknown	Unknown	Unknown	1.27	0.0416	0.176
102265_at	Mm.11	Myf6	Myogenic factor 6	1.27	0.0019	0.096
160653_at	Mm.20843	Tomm40	Translocase of outer mitochondrial membrane 40 homolog (yeast)	1.27	0.0113	0.157
161429_at	Unknown	AA408420	Expressed sequence AA408420	1.27	0.0155	0.156
160731_at	Mm.26994	Rab25	RAB25, member RAS oncogene family	1.27	0.0036	0.108
99652_at	Mm.43745	Bat5	HLA-B associated transcript 5	1.27	0.0445	0.198
92332_at	Mm.3896	Dlx2	Distal-less homeobox 2	1.27	0.0026	0.107
162216_i_at	Mm.878	Ly6d	Lymphocyte antigen 6 complex, locus D	1.27	0.0129	0.131
162065_r_at	Mm.16479	Dusp9	Dual specificity phosphatase 9	1.27	0.0379	0.243
102084_f_at	Mm.42100	Cyp2c38	Cytochrome P450, family 2, subfamily c, polypeptide 38	1.27	0.0098	0.152
103670_at	Mm.20770	Cyp2a12	Cytochrome P450, family 2, subfamily a, polypeptide 12	1.27	0.0279	0.216
95672_at	Mm.29582	Psmc4	Proteasome (prosome, macropain) 26S subunit, ATPase, 4	1.27	0.0349	0.220
161652_r_at	Mm.279195	Idh3a	Isocitrate dehydrogenase 3 (NAD+) alpha	1.27	0.0427	0.253
99423_at	Mm.299693	Mgat3	Mannoside acetylglucosaminyltransferase 3	1.27	0.0007	0.080
104182_at	Mm.27369	Hgfac	Hepatocyte growth factor activator	1.27	0.0069	0.098
102268_at	Mm.1116	Tceb3bp1	Transcription elongation factor B polypeptide 3 binding protein 1	1.27	0.0333	0.232
95385_at	Mm.276044	AA408556	Expressed sequence AA408556	1.26	0.0007	0.073
94195_r_at	Mm.12956	Hcn2	Hyperpolarization-activated, cyclic nucleotide-gated K+ 2	1.26	0.0147	0.165
161528_r_at	Mm.16549	Pold1	Polymerase (DNA directed), delta 1, catalytic subunit	1.26	0.0030	0.108
94099_at	Mm.10099	Nptx2	Neuronal pentraxin 2	1.26	0.0232	0.196
162462_r_at	Mm.29856	Pck2	Phosphoenolpyruvate carboxykinase 2 (mitochondrial)	1.26	0.0261	0.183
161667_r_at	Mm.291192	ORF18	Open reading frame 18	1.26	0.0312	0.223
161644_f_at	Mm.7329	Gamt	Guanidinoacetate methyltransferase	1.26	0.0057	0.132
101660_at	Unknown	Unknown	Unknown	1.26	0.0496	0.269
100412_g_at	Mm.4665	Aebp1	AE binding protein 1	1.26	0.0409	0.253
161344_r_at	Mm.329353	Etf1	Eukaryotic translation termination factor 1	1.26	0.0444	0.227
101683_at	Mm.20945	Rgs19ip1	Regulator of G-protein signaling 19 interacting protein 1	1.26	0.0481	0.227
161352_r_at	Unknown	Unknown	Unknown	1.26	0.0063	0.135
94988_at	Mm.220979	Pten	Phosphatase and tensin homolog	1.26	0.0091	0.154
99901_at	Mm.286831	Ptrf	Polymerase I and transcript release factor	1.26	0.0140	0.161
93701_at	Mm.246803	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	1.26	0.0157	0.142
96504_at	Mm.2533	Pax8	Paired box gene 8	1.26	0.0167	0.178
98758_at	Mm.4584	Alox15	Arachidonate 15-lipoxygenase	1.26	0.0313	0.204
162056_f_at	Mm.353432	Unknown	Transcribed locus, moderately similar to NP_038666.1 protamine 3 [Mus musculus]	1.26	0.0383	0.217
97680_at	Mm.1311	Mug-ps1	Murinoglobulin, pseudogene 1	1.25	0.0115	0.163
102746_at	Mm.212777	LOC280621	Similar to selenoprotein W	1.25	0.0213	0.168
162487_f_at	Mm.23845	C1qtnf1	C1q and tumor necrosis factor related protein 1	1.25	0.0251	0.215
99873_at	Mm.370193	Nkx2-6	NK2 transcription factor related, locus 6 (Drosophila)	1.25	0.0299	0.224
93778_at	Mm.248553	Csprs	Component of Sp100-rs	1.25	0.0043	0.098
100510_at	Mm.200843	Sncb	Synuclein, beta	1.25	0.0218	0.199
99419_g_at	Mm.141083	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	1.25	0.0245	0.145
102137_f_at	Unknown	Unknown	Unknown	1.25	0.0323	0.232
99671_at	Mm.4407	Adn	Adipsin	1.25	0.0402	0.215
104523_at	Mm.319847	E430036I04Rik	RIKEN cDNA E430036I04 gene	1.25	0.0006	0.071
95293_at	Unknown	Unknown	Unknown	1.25	0.0036	0.090
162201_r_at	Mm.181880	Kdelr2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	1.25	0.0316	0.231
101588_at	Mm.9086	Slc16a1	Solute carrier family 16 (monocarboxylic acid transporters), member 1	1.25	0.0386	0.245
100369_at	Mm.88831	St6galnac6	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	1.25	0.0468	0.227
97726_at	Mm.39090	Grin2c	Glutamate receptor, ionotropic, NMDA2C (epsilon 3)	1.25	0.0034	0.110
99900_at	Mm.8008	Crx	Cone-rod homeobox containing gene	1.25	0.0087	0.133
95026_at	Mm.305108	0610039N19Rik	RIKEN cDNA 0610039N19 gene	1.25	0.0399	0.145
98827_i_at	Unknown	Unknown	Unknown	1.25	0.0015	0.100
100385_at	Mm.358598	Glra1	Glycine receptor, alpha 1 subunit	1.25	0.0187	0.159
102107_at	Mm.2718	Eef1b2	Eukaryotic translation elongation factor 1 beta 2	1.25	0.0199	0.197
102342_at	Mm.260117	Nsf	N-ethylmaleimide sensitive fusion protein	1.25	0.0006	0.078
161702_f_at	Mm.4339	Lama5	Laminin, alpha 5	1.25	0.0180	0.195
96169_at	Mm.256916	Sall4	Sal-like 4 (Drosophila)	1.25	0.0318	0.202
93912_at	Mm.203962	Bat3	HLA-B-associated transcript 3	1.24	0.0002	0.054
160304_r_at	Mm.260539	Psmd11	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	1.24	0.0014	0.102
94924_at	Mm.2664	Prrg2	Proline-rich Gla (G-carboxyglutamic acid) polypeptide 2	1.24	0.0019	0.109
101455_at	Mm.13145	Umps	Uridine monophosphate synthetase	1.24	0.0131	0.176
161205_at	Mm.3841	Cox8b	Cytochrome c oxidase, subunit VIIIb	1.24	0.0194	0.178
94999_at	Mm.313915	Cubn	Cubilin (intrinsic factor-cobalamin receptor)	1.24	0.0413	0.259
97773_at	Mm.29798	Cd34	CD34 antigen	1.24	0.0456	0.163
92523_at	Mm.328720	Kcnj6	Potassium inwardly-rectifying channel, subfamily J, member 6	1.24	0.0041	0.131
100697_at	Mm.1371	Pax3	Paired box gene 3	1.24	0.0072	0.145
92508_s_at	Mm.331784	Utrn	Utrophin	1.24	0.0190	0.199
94229_at	Mm.286399	0610009M14Rik	RIKEN cDNA 0610009M14 gene	1.24	0.0233	0.201
162244_r_at	Mm.66	Rps4x	Ribosomal protein S4, X-linked	1.24	0.0462	0.248
93650_i_at	Mm.333439	Unknown	Proline-rich salivary protein	1.24	0.0222	0.197
162149_i_at	Unknown	Unknown	Unknown	1.24	0.0253	0.172
99010_at	Mm.335196	Islr	Immunoglobulin superfamily containing leucine-rich repeat	1.24	0.0337	0.233
161045_at	Mm.158868	Lrrn1	Leucine rich repeat protein 1, neuronal	1.24	0.0049	0.135
102751_at	Mm.307887	Tgfb3	Transforming growth factor, beta 3	1.24	0.0081	0.147
102856_at	Mm.276739	Sox10	SRY-box containing gene 10	1.24	0.0131	0.175
101219_at	Unknown	Unknown	Unknown	1.24	0.0186	0.193
94347_i_at	Mm.258431	Pcmt1	Protein-L-isoaspartate (D-aspartate) O-methyltransferase 1	1.24	0.0498	0.256
102376_r_at	Mm.41456	Pcp2	Purkinje cell protein 2 (L7)	1.24	0.0025	0.117
96965_at	Mm.275362	Crygd	Crystallin, gamma D	1.24	0.0243	0.202
101891_at	Mm.276466	Hsd17b2	Hydroxysteroid (17-beta) dehydrogenase 2	1.24	0.0039	0.109
92612_at	Mm.303868	Slc27a5	Solute carrier family 27 (fatty acid transporter), member 5	1.24	0.0067	0.151
93018_at	Mm.199381	Ifitm2	Interferon induced transmembrane protein 2	1.24	0.0090	0.134
97719_at	Mm.3901	Mst1r	Macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	1.24	0.0369	0.198
162232_r_at	Mm.231	Rad51	RAD51 homolog (S. cerevisiae)	1.24	0.0387	0.256
102266_at	Mm.1100	Inha	Inhibin alpha	1.23	0.0011	0.094
92435_at	Mm.41653	Rlbp1	Retinaldehyde binding protein 1	1.23	0.0187	0.201
94638_at	Mm.297655	LOC229608	Similar to Histone H2B 291B	1.23	0.0315	0.212
162184_at	Mm.29098	Galm	Galactose mutarotase	1.23	0.0486	0.264
101278_at	Mm.56897	Artn	Artemin	1.23	0.0040	0.134
102086_r_at	Unknown	Unknown	Unknown	1.23	0.0044	0.137
101110_at	Mm.7562	Col6a3	Procollagen, type VI, alpha 3	1.23	0.0139	0.167
103491_at	Mm.34977	Nav1	Neuron navigator 1	1.23	0.0187	0.178
92215_at	Mm.34372	Krtap12-1	Keratin associated protein 12-1	1.23	0.0189	0.198
101412_at	Mm.736	Sh3gl3	SH3-domain GRB2-like 3	1.23	0.0302	0.221
161452_f_at	Unknown	Unknown	Unknown	1.23	0.0485	0.257
101390_at	Mm.7184	Muc3	Mucin 3, intestinal	1.23	0.0004	0.080
161285_r_at	Mm.2863	Itm1	Intergral membrane protein 1	1.23	0.0019	0.089
102216_at	Mm.340329	Alox12b	Arachidonate 12-lipoxygenase, 12R type	1.23	0.0022	0.113
161549_f_at	Mm.23845	C1qtnf1	C1q and tumor necrosis factor related protein 1	1.23	0.0069	0.145
101124_at	Unknown	Unknown	Unknown	1.23	0.0257	0.200
92353_at	Mm.3944	Prss18	Protease, serine, 18	1.23	0.0384	0.257
93227_f_at	Unknown	LOC434571	Similar to variable region of immunoglobulin kappa light chain	1.23	0.0399	0.256
97665_i_at	Unknown	Unknown	Unknown	1.23	0.0051	0.143
101432_at	Unknown	LOC216964	Hypothetical gene supported by AK003215; AK003215	1.23	0.0127	0.178
103882_at	Mm.206774	Cpn1	Carboxypeptidase N, polypeptide 1	1.23	0.0134	0.164
101814_at	Mm.299218	Gdf11	Growth differentiation factor 11	1.23	0.0189	0.202
103854_at	Mm.21071	Arl2	ADP-ribosylation factor-like 2	1.23	0.0307	0.238
161901_r_at	Mm.365248	Unknown	Transcribed locus	1.23	0.0033	0.124
94041_at	Unknown	Unknown	Unknown	1.23	0.0112	0.173
104282_at	Mm.22242	AW112037	Expressed sequence AW112037	1.23	0.0154	0.161
96601_at	Mm.27035	Qscn6	Quiescin Q6	1.23	0.0219	0.176
94113_at	Mm.352037	Unknown	Transcribed locus	1.23	0.0344	0.210
161547_f_at	Unknown	Unknown	Unknown	1.23	0.0099	0.170
94944_at	Mm.306163	Prkar1b	Protein kinase, cAMP dependent regulatory, type I beta	1.23	0.0104	0.167
97001_r_at	Mm.317638	Olfr157	Olfactory receptor 157	1.23	0.0132	0.170
162004_i_at	Unknown	Unknown	Unknown	1.23	0.0150	0.165
161874_r_at	Unknown	Unknown	Unknown	1.23	0.0177	0.149
97123_at	Mm.346759	Nr0b2	Nuclear receptor subfamily 0, group B, member 2	1.23	0.0226	0.195
95275_at	Mm.384	Il9r	Interleukin 9 receptor	1.23	0.0387	0.259
102664_at	Mm.142275	Cdk5r1	Cyclin-dependent kinase 5, regulatory subunit (p35) 1	1.23	0.0014	0.108
103860_at	Mm.282122	D7Wsu128e	DNA segment, Chr 7, Wayne State University 128, expressed	1.23	0.0076	0.137
92889_r_at	Mm.4758	Foxd3	Forkhead box D3	1.23	0.0148	0.193
161266_r_at	Mm.24035	D16Ertd480e	DNA segment, Chr 16, ERATO Doi 480, expressed	1.23	0.0272	0.221
100071_at	Mm.335875	Mup2	Major urinary protein 2	1.23	0.0454	0.266
161893_i_at	Unknown	Unknown	Unknown	1.22	0.0022	0.110
103022_at	Mm.15918	Map3k1	Mitogen activated protein kinase kinase kinase 1	1.22	0.0050	0.135
96055_at	Mm.2619	Cck	Cholecystokinin	1.22	0.0084	0.162
161025_f_at	Unknown	Unknown	Unknown	1.22	0.0089	0.165
103249_at	Mm.20457	Chrd	Chordin	1.22	0.0093	0.170
92759_at	Mm.287014	Lamb3	Laminin, beta 3	1.22	0.0095	0.161
161677_r_at	Unknown	Unknown	Unknown	1.22	0.0192	0.199
100955_at	Mm.284587	2700084L22Rik	RIKEN cDNA 2700084L22 gene	1.22	0.0418	0.267
161330_r_at	Mm.1786	Aprt	Adenine phosphoribosyl transferase	1.22	0.0477	0.280
93374_at	Mm.306870	Jph3	Junctophilin 3	1.22	0.0035	0.130
103297_at	Mm.249131	Pfkfb1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	1.22	0.0139	0.184
160396_at	Mm.181009	Lass2	Longevity assurance homolog 2 (S. cerevisiae)	1.22	0.0152	0.188
161488_r_at	Unknown	Unknown	Unknown	1.22	0.0247	0.226
101210_at	Mm.227670	BC030045	CDNA sequence BC030045	1.22	0.0254	0.227
99972_at	Mm.248684	Tph1	Tryptophan hydroxylase 1	1.22	0.0044	0.144
98902_at	Mm.370241	Mrpl14	Mitochondrial ribosomal protein L14	1.22	0.0055	0.145
161129_r_at	Mm.247037	Bag2	Bcl2-associated athanogene 2	1.22	0.0083	0.164
161896_at	Unknown	Unknown	Unknown	1.22	0.0107	0.170
95588_at	Mm.2787	Amacr	Alpha-methylacyl-CoA racemase	1.22	0.0238	0.198
162498_r_at	Mm.66	Rps4x	Ribosomal protein S4, X-linked	1.22	0.0264	0.217
161866_at	Mm.3249	Epha4	Eph receptor A4	1.22	0.0070	0.152
101538_i_at	Mm.292803	Ces3	Carboxylesterase 3	1.22	0.0103	0.177
101282_at	Mm.353637	Gpr44	G protein-coupled receptor 44	1.22	0.0116	0.167
161091_r_at	Unknown	Unknown	Unknown	1.22	0.0124	0.176
162359_r_at	Unknown	Unknown	Unknown	1.22	0.0222	0.209
94994_at	Unknown	Unknown	Unknown	1.22	0.0241	0.191
160593_at	Mm.89515	Snx9	Sorting nexin 9	1.22	0.0433	0.206
92342_at	Unknown	Sox1	SRY-box containing gene 1	1.22	0.0487	0.208
104258_at	Mm.28407	Acyp2	Acylphosphatase 2, muscle type	1.22	0.0013	0.108
98360_at	Mm.4424	Cacna1b	Calcium channel, voltage-dependent, N type, alpha 1B subunit	1.22	0.0032	0.135
100759_at	Mm.235616	Mrc2	Mannose receptor, C type 2	1.22	0.0063	0.152
97779_at	Mm.41979	Mcpt8	Mast cell protease 8	1.22	0.0161	0.192
98793_at	Mm.4744	Gdf5	Growth differentiation factor 5	1.22	0.0248	0.223
99012_at	Mm.252722	4931426K16Rik	RIKEN cDNA 4931426K16 gene	1.22	0.0498	0.288
162264_s_at	Mm.2185	Bub1	Budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae)	1.22	0.0034	0.100
99654_s_at	Unknown	Unknown	Unknown	1.22	0.0057	0.156
99371_at	Mm.316842	Kcnd3	Potassium voltage-gated channel, Shal-related family, member 3	1.22	0.0078	0.136
161676_at	Mm.153202	Sgol1	Shugoshin-like 1 (S. pombe)	1.22	0.0302	0.194
98476_at	Unknown	2900054D09Rik	RIKEN cDNA 2900054D09 gene	1.22	0.0434	0.223
92199_at	Mm.34064	Stat5b	Signal transducer and activator of transcription 5B	1.21	0.0031	0.132
92919_at	Mm.4831	Htr3a	5-hydroxytryptamine (serotonin) receptor 3A	1.21	0.0041	0.147
92997_g_at	Mm.279103	Sox17	SRY-box containing gene 17	1.21	0.0051	0.139
102074_at	Mm.42051	Otp	Orthopedia homolog (Drosophila)	1.21	0.0110	0.179
101743_f_at	Mm.240437	Igh-VJ558	Immunoglobulin heavy chain (J558 family)	1.21	0.0273	0.224
93456_r_at	Unknown	Unknown	Unknown	1.21	0.0100	0.150
