Probe set	UG	Symbol	Title	Fold Increase	P-value	Adj. P-value
102736_at	Mm.290320	Ccl2	Chemokine (C-C motif) ligand 2	1.25	0.0055	0.136
100749_at	Mm.296127	Zbtb37	Zinc finger and BTB domain containing 37	1.25	0.0073	0.113
162293_r_at	Unknown	Unknown	Unknown	1.25	0.0232	0.197
161804_r_at	Mm.140243	Bphl	Biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)	1.25	0.0282	0.224
160576_at	Unknown	Unknown	Unknown	1.25	0.0100	0.090
95785_s_at	Mm.333233	Rab7	RAB7, member RAS oncogene family	1.25	0.0024	0.106
93322_at	Mm.18539	Pink1	PTEN induced putative kinase 1	1.25	0.0042	0.129
92998_at	Mm.179011	Vav2	Vav2 oncogene	1.25	0.0223	0.207
160816_at	Mm.29730	Fjx1	Four jointed box 1 (Drosophila)	1.25	0.0446	0.230
101487_f_at	Mm.788	Ly6e	Lymphocyte antigen 6 complex, locus E	1.25	0.0499	0.274
98328_at	Mm.173847	Tshr	Thyroid stimulating hormone receptor	1.25	0.0051	0.116
161711_f_at	Mm.4405	Chx10	C. elegans ceh-10 homeo domain containing homolog	1.25	0.0001	0.068
160810_r_at	Mm.31229	2510022D24Rik	RIKEN cDNA 2510022D24 gene	1.24	0.0239	0.215
99074_at	Mm.357732	Vil1	Villin 1	1.24	<0.0001	0.058
162101_f_at	Mm.14526	Mylpf	Myosin light chain, phosphorylatable, fast skeletal muscle	1.24	0.0098	0.142
103023_at	Mm.1593	Lcat	Lecithin cholesterol acyltransferase	1.24	0.0438	0.259
101149_at	Mm.247622	Shc3	Src homology 2 domain-containing transforming protein C3	1.24	0.0480	0.259
160170_at	Mm.2319	Stmn3	Stathmin-like 3	1.24	0.0015	0.078
94276_at	Mm.22505	Hsd17b12	Hydroxysteroid (17-beta) dehydrogenase 12	1.24	0.0411	0.259
100689_at	Mm.1286	Svp2	Seminal vesicle protein 2	1.24	0.0090	0.160
97369_g_at	Mm.2969	Akap1	A kinase (PRKA) anchor protein 1	1.24	0.0125	0.174
97269_f_at	Mm.177991	Krtcap2	Keratinocyte associated protein 2	1.24	0.0430	0.260
103498_at	Mm.22329	Gcgr	Glucagon receptor	1.24	0.0067	0.145
103031_g_at	Mm.44736	Dnm1	Dynamin 1	1.24	0.0099	0.167
100884_at	Mm.5378	Akr1b8	Aldo-keto reductase family 1, member B8	1.24	0.0373	0.231
93946_at	Mm.9213	Esr1	Estrogen receptor 1 (alpha)	1.24	0.0400	0.259
102612_at	Mm.20422	Nrl	Neural retina leucine zipper gene	1.23	0.0027	0.123
101299_at	Mm.246583	H2-M1	Histocompatibility 2, M region locus 1	1.23	0.0173	0.197
99331_at	Unknown	Unknown	Unknown	1.23	0.0098	0.169
104242_f_at	Mm.2821	6530401N04Rik	RIKEN cDNA 6530401N04 gene	1.23	0.0379	0.248
162459_f_at	Mm.2509	Col6a1	Procollagen, type VI, alpha 1	1.23	0.0252	0.224
98775_at	Mm.262330	Stk3	Serine/threonine kinase 3 (Ste20, yeast homolog)	1.23	0.0012	0.099
99365_at	Mm.5662	Coq3	Coenzyme Q3 homolog, methyltransferase (yeast)	1.23	0.0112	0.176
100104_r_at	Mm.153729	2210010C04Rik	RIKEN cDNA 2210010C04 gene	1.23	0.0202	0.209
102621_at	Mm.80509	Cdon	Cell adhesion molecule-related/down-regulated by oncogenes	1.23	0.0486	0.259
97475_at	Unknown	Unknown	Unknown	1.23	0.0487	0.273
160510_f_at	Mm.4646	Krt1-13	Keratin complex 1, acidic, gene 13	1.23	0.0098	0.169
94272_g_at	Mm.22480	Dmtf1	Cyclin D binding myb-like transcription factor 1	1.23	0.0195	0.172
98318_at	Mm.42228	Tnfsf7	Tumor necrosis factor (ligand) superfamily, member 7	1.23	0.0382	0.238
161059_at	Mm.5260	Slc6a1	Solute carrier family 6 (neurotransmitter transporter, GABA), member 1	1.23	0.0058	0.150
99332_at	Mm.5243	Oprd1	Opioid receptor, delta 1	1.23	0.0097	0.165
95876_at	Mm.151308	Dpf3	D4, zinc and double PHD fingers, family 3	1.23	0.0204	0.214
101899_at	Mm.89048	F2	Coagulation factor II	1.22	0.0091	0.170
161405_r_at	Mm.5727	2610019F03Rik	RIKEN cDNA 2610019F03 gene	1.22	0.0348	0.242
94986_at	Mm.329700	Gng3	Guanine nucleotide binding protein (G protein), gamma 3 subunit	1.22	0.0048	0.145
94890_at	Mm.329083	Mea1	Male enhanced antigen 1	1.22	0.0309	0.227
161271_r_at	Unknown	Unknown	Unknown	1.22	0.0326	0.175
96979_at	Mm.261601	Syt10	Synaptotagmin 10	1.22	0.0293	0.239
101187_at	Mm.73172	Serpina5	Serine (or cysteine) proteinase inhibitor, clade A, member 5	1.22	0.0200	0.215
93935_at	Mm.9001	Nlk	Nemo like kinase	1.22	0.0182	0.207
103714_at	Mm.24153	0610009A07Rik	RIKEN cDNA 0610009A07 gene	1.22	0.0007	0.108
97048_at	Mm.303883	LOC386456	Similar to H-2 class II histocompatibility antigen E-a/k beta-2 chain precursor - mouse (fragment)	1.22	0.0334	0.253
92289_at	Mm.37213	Ptprb	Protein tyrosine phosphatase, receptor type, B	1.22	0.0215	0.159
161145_f_at	Mm.278560	Atp5d	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	1.22	0.0312	0.232
160131_at	Mm.21145	Amotl2	Angiomotin like 2	1.22	0.0111	0.181
97162_at	Mm.35460	Unknown	Transcribed locus	1.22	0.0126	0.174
101804_at	Unknown	Unknown	Unknown	1.22	0.0146	0.145
92984_g_at	Mm.330393	Ptprj	Protein tyrosine phosphatase, receptor type, J	1.21	0.0009	0.113
92914_at	Mm.4822	Hoxb7	Homeo box B7	1.21	0.0319	0.239
104515_at	Mm.317049	5730508B09Rik	RIKEN cDNA 5730508B09 gene	1.21	0.0246	0.226
162209_r_at	Mm.336316	Ptprr	Protein tyrosine phosphatase, receptor type, R	1.21	0.0086	0.110
95609_at	Mm.293628	Ppp1r15b	Protein phosphatase 1, regulatory (inhibitor) subunit 15b	1.21	0.0290	0.204
96926_at	Mm.30162	Smoc2	SPARC related modular calcium binding 2	1.21	0.0081	0.169
93961_at	Mm.96	Itgae	Integrin, alpha E, epithelial-associated	1.21	0.0153	0.202
95339_r_at	Mm.2055	Mmp12	Matrix metalloproteinase 12	1.21	0.0162	0.197
96967_at	Mm.333013	Unknown	Similar to TCRBV16S1	1.21	0.0413	0.248
161230_r_at	Mm.27801	Slc30a4	Solute carrier family 30 (zinc transporter), member 4	1.21	0.0053	0.145
103601_at	Mm.268037	2210013M04Rik	RIKEN cDNA 2210013M04 gene	1.21	0.0348	0.249
103597_at	Mm.19987	Dct	Dopachrome tautomerase	1.21	0.0086	0.174
162461_at	Mm.18626	Capg	Capping protein (actin filament), gelsolin-like	1.21	0.0256	0.239
102341_at	Mm.1114	Gla	Galactosidase, alpha	1.21	0.0285	0.232
96423_at	Mm.10112	Alx3	Aristaless 3	1.21	0.0344	0.255
103615_at	Mm.371698	AI447904	Expressed sequence AI447904	1.20	0.0003	0.108
95966_at	Mm.24959	C77609	Expressed sequence C77609	1.20	0.0150	0.207
97786_at	Mm.143737	Ankrd2	Ankyrin repeat domain 2 (stretch responsive muscle)	1.20	0.0033	0.138
102799_at	Mm.306720	C4bp	Complement component 4 binding protein	1.20	0.0199	0.224
103333_at	Mm.18064	G6pc	Glucose-6-phosphatase, catalytic	1.20	0.0206	0.226
95989_at	Mm.38198	Gpd1l	Glycerol-3-phosphate dehydrogenase 1-like	1.20	0.0250	0.223
98409_at	Mm.3390	Myo1b	Myosin IB	1.20	0.0049	0.140
96195_at	Mm.236438	Efs	Embryonal Fyn-associated substrate	1.20	0.0213	0.128
161065_at	Mm.173395	Dpep3	Dipeptidase 3	1.20	0.0060	0.151
93879_f_at	Unknown	Defcr3	Defensin related cryptdin 3	1.20	0.0479	0.281
161552_i_at	Mm.247036	Xpa	Xeroderma pigmentosum, complementation group A	1.20	0.0164	0.212
104381_at	Mm.22690	Nr1h3	Nuclear receptor subfamily 1, group H, member 3	1.20	0.0268	0.249
94028_f_at	Mm.309265	Unknown	CDNA clone IMAGE:30033444, partial cds	1.20	0.0394	0.232
161695_f_at	Mm.300318	Slc6a4	Solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	1.20	0.0431	0.275
95292_at	Mm.31903	Itga4	Integrin alpha 4	1.19	0.0121	0.196
97049_at	Unknown	Unknown	Unknown	1.19	0.0129	0.206
97690_at	Mm.188734	Adk	Adenosine kinase	1.19	0.0343	0.266
101175_at	Unknown	Map3k2	Mitogen activated protein kinase kinase kinase 2	1.19	0.0463	0.284
95948_at	Mm.244612	Tcfcp2l3	Transcription factor CP2-like 3	1.19	0.0459	0.261
99363_at	Mm.5621	D6Ertd47e	DNA segment, Chr 6, ERATO Doi 47, expressed	1.19	0.0387	0.179
96424_at	Mm.291577	Unknown	Transcribed locus	1.19	0.0045	0.169
104564_at	Mm.2386	Scg3	Secretogranin III	1.19	0.0190	0.197
160582_at	Mm.10728	Mybpc3	Myosin binding protein C, cardiac	1.19	0.0043	0.167
161813_i_at	Mm.2935	4631408O11Rik	RIKEN cDNA 4631408O11 gene	1.19	0.0090	0.192
93434_at	Mm.6562	Sult5a1	Sulfotransferase family 5A, member 1	1.19	0.0093	0.174
99996_at	Mm.4494	Pkp1	Plakophilin 1	1.19	0.0424	0.280
98962_at	Mm.362	Lipc	Lipase, hepatic	1.19	0.0098	0.198
102364_at	Mm.1175	Jund1	Jun proto-oncogene related gene d1	1.19	0.0286	0.256
97598_at	Unknown	Unknown	Unknown	1.19	0.0177	0.224
99359_at	Mm.4533	Apoa4	Hypothetical LOC403343	1.19	0.0257	0.232
101709_at	Mm.290446	Ahrr	Aryl-hydrocarbon receptor repressor	1.19	0.0051	0.174
161128_r_at	Mm.327413	Unknown	CDNA clone MGC:103403 IMAGE:6514154, complete cds	1.19	0.0104	0.195
95141_at	Unknown	Unknown	Unknown	1.19	0.0256	0.158
98293_g_at	Mm.42096	MGI:1333876	G substrate	1.19	0.0281	0.160
95344_at	Mm.360560	Il13ra2	Interleukin 13 receptor, alpha 2	1.18	0.0164	0.217
97111_at	Mm.222887	Als2cr3	Amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 3 homolog(human)	1.18	0.0385	0.283
161493_at	Unknown	Unknown	Unknown	1.18	0.0109	0.208
97008_f_at	Mm.313476	Igh-V	Immunoglobulin heavy chain variable region	1.18	0.0234	0.207
98864_s_at	Mm.332838	Grik2	Glutamate receptor, ionotropic, kainate 2 (beta 2)	1.18	0.0252	0.256
98812_at	Mm.4861	Tnfsf5	Tumor necrosis factor (ligand) superfamily, member 5	1.18	0.0376	0.280
102038_at	Mm.370189	Lnx1	Ligand of numb-protein X 1	1.18	0.0034	0.140
96867_at	Mm.30061	Azgp1	Alpha-2-glycoprotein 1, zinc	1.18	0.0181	0.223
92792_at	Mm.171378	Ucp2	Uncoupling protein 2, mitochondrial	1.18	0.0209	0.202
94139_at	Mm.337658	Pdc	Phosducin	1.18	0.0477	0.242
95389_at	Mm.23793	Cnga1	Cyclic nucleotide gated channel alpha 1	1.18	0.0072	0.187
100688_at	Mm.1215	Crybb2	Crystallin, beta B2	1.18	0.0349	0.279
94795_at	Mm.17910	Hsd3b5	Hydroxysteroid dehydrogenase-5, delta<5>-3-beta	1.18	0.0456	0.302
103676_at	Mm.23845	C1qtnf1	C1q and tumor necrosis factor related protein 1	1.18	0.0209	0.229
97300_at	Mm.295533	Flna	Filamin, alpha	1.18	0.0347	0.276
102164_at	Unknown	Gja10	Gap junction membrane channel protein alpha 10	1.18	0.0031	0.172
96414_at	Mm.10098	Nsccn1	Non-selective cation channel 1	1.18	0.0393	0.267
101616_at	Mm.333118	Gm1067	Gene model 1067, (NCBI)	1.18	0.0136	0.203
92412_s_at	Mm.24250	Spag5	Sperm associated antigen 5	1.18	0.0316	0.224
162448_f_at	Mm.21549	Hspb8	Heat shock 27kDa protein 8	1.18	0.0427	0.297
161518_r_at	Mm.196189	Angptl4	Angiopoietin-like 4	1.18	0.0484	0.270
97742_s_at	Mm.4012	Fgf8	Fibroblast growth factor 8	1.17	0.0237	0.223
160494_at	Mm.371558	Endog	Endonuclease G	1.17	0.0359	0.223
104344_at	Mm.245297	Klkb1	Kallikrein B, plasma 1	1.17	0.0415	0.280
94684_at	Mm.243679	Unknown	Gene model 836, (NCBI)	1.17	0.0179	0.215
97087_f_at	Mm.153893	Psg-ps1	Pregnancy specific glycoprotein pseudogene 1	1.17	0.0396	0.296
98041_at	Mm.235538	Rnase1	Ribonuclease, RNase A family, 1 (pancreatic)	1.17	0.0280	0.252
102041_at	Mm.272115	Myom2	Myomesin 2	1.17	0.0453	0.306
161035_at	Mm.42170	Kif9	Kinesin family member 9	1.17	0.0377	0.295
102554_at	Unknown	Olfr16	Olfactory receptor 16	1.17	0.0235	0.249
92541_at	Mm.1000	Myl1	Myosin, light polypeptide 1	1.17	0.0267	0.251
161935_r_at	Unknown	Unknown	Unknown	1.17	0.0034	0.176
99032_at	Mm.3903	Rasd1	RAS, dexamethasone-induced 1	1.17	0.0081	0.215
101759_at	Unknown	Unknown	Unknown	1.17	0.0267	0.232
95890_r_at	Mm.138828	5730488B01Rik	RIKEN cDNA 5730488B01 gene	1.17	0.0388	0.294
94051_at	Mm.125580	Edil3	EGF-like repeats and discoidin I-like domains 3	1.17	0.0460	0.306
96639_at	Mm.333597	Ap2s1	Adaptor-related protein complex 2, sigma 1 subunit	1.17	0.0111	0.228
160340_at	Unknown	Unknown	Unknown	1.17	0.0212	0.253
92584_at	Mm.274734	Nkiras2	NFKB inhibitor interacting Ras-like protein 2	1.17	0.0406	0.296
95934_at	Mm.24796	Nalp6	NACHT, leucine rich repeat and PYD containing 6	1.16	0.0409	0.267
103394_at	Mm.1870	Fxyd5	FXYD domain-containing ion transport regulator 5	1.16	0.0212	0.188
102735_at	Mm.14485	Tex9	Testis expressed gene 9	1.16	0.0350	0.289
102820_at	Unknown	Cyp2b13	Cytochrome P450, family 2, subfamily b, polypeptide 13	1.16	0.0402	0.302
93168_at	Unknown	Unknown	Unknown	1.16	0.0443	0.314
98370_at	Mm.4453	Upk2	Uroplakin 2	1.16	0.0192	0.259
97170_at	Unknown	Unknown	Unknown	1.16	0.0002	0.152
99941_at	Mm.347422	LOC13909	Esterase 31-like	1.16	0.0066	0.198
98627_at	Mm.141936	Igfbp2	Insulin-like growth factor binding protein 2	1.16	0.0313	0.279
104232_at	Mm.90003	Gjb3	Gap junction membrane channel protein beta 3	1.16	0.0351	0.288
161981_r_at	Unknown	LOC433621	Similar to Acidic ribosomal phosphoprotein P0	1.16	0.0400	0.305
101388_at	Mm.717	Pgk2	Phosphoglycerate kinase 2	1.16	0.0080	0.216
97073_at	Unknown	Unknown	Unknown	1.16	0.0130	0.244
92414_at	Mm.323601	Adam12	A disintegrin and metalloproteinase domain 12 (meltrin alpha)	1.16	0.0382	0.304
93686_s_at	Mm.8321	Cit	Citron	1.15	0.0414	0.302
98992_at	Mm.261226	Eppb9	Endothelial precursor protein B9	1.15	0.0045	0.222
99548_at	Mm.4257	Aldh3a1	Aldehyde dehydrogenase family 3, subfamily A1	1.15	0.0215	0.272
99339_r_at	Mm.320691	Kcnd2	Potassium voltage-gated channel, Shal-related family, member 2	1.15	0.0319	0.300
95370_at	Mm.184711	Cdh4	Cadherin 4	1.15	0.0442	0.327
94732_at	Mm.1417	Rptn	Repetin	1.15	0.0034	0.215
97435_at	Mm.30105	F13b	Coagulation factor XIII, beta subunit	1.15	0.0271	0.293
102728_f_at	Mm.14424	Gzme	Granzyme E	1.15	0.0067	0.216
104618_at	Unknown	Unknown	Unknown	1.15	0.0205	0.282
95399_at	Mm.44343	Dchs2	Dachsous 2 (Drosophila)	1.15	0.0335	0.286
93891_at	Mm.247752	Kifc2	Kinesin family member C2	1.15	0.0412	0.231
104745_at	Mm.175403	Arl6ip2	ADP-ribosylation factor-like 6 interacting protein 2	1.14	0.0023	0.174
94100_s_at	Mm.10100	Trpc4	Transient receptor potential cation channel, subfamily C, member 4	1.14	0.0084	0.242
103522_at	Mm.338890	Sgcd	Sarcoglycan, delta (dystrophin-associated glycoprotein)	1.14	0.0098	0.254
161620_f_at	Mm.276109	Cwf19l1	CWF19-like 1, cell cycle control (S. pombe)	1.14	0.0367	0.319
102825_at	Mm.313331	LOC238412	Similar to Ig heavy-chain V region precursor	1.14	0.0089	0.254
104441_at	Mm.29290	Trim3	Tripartite motif protein 3	1.14	0.0375	0.303
103219_at	Mm.19941	Acpp	Acid phosphatase, prostate	1.14	0.0009	0.198
101701_at	Mm.138016	Cdh8	Cadherin 8	1.14	0.0429	0.327
94715_at	Mm.14089	Cyp1a1	Cytochrome P450, family 1, subfamily a, polypeptide 1	1.14	0.0193	0.291
104011_at	Mm.26787	Aox1	Aldehyde oxidase 1	1.14	0.0299	0.310
98797_at	Mm.4767	Gast	Gastrin	1.14	0.0195	0.294
103317_at	Mm.21325	Coch	Coagulation factor C homolog (Limulus polyphemus)	1.14	0.0342	0.321
99195_at	Mm.310642	Pcnp	PEST-containing nuclear protein	1.14	0.0175	0.287
101638_s_at	Mm.133179	Cyp3a11	Cytochrome P450, family 3, subfamily a, polypeptide 11	1.14	0.0215	0.300
95410_s_at	Mm.2423	Col2a1	Procollagen, type II, alpha 1	1.14	0.0454	0.338
101122_at	Mm.353171	Epha6	Eph receptor A6	1.13	0.0147	0.282
97082_at	Mm.137052	p	Pink-eyed dilution	1.13	0.0274	0.317
104587_at	Mm.258065	Lama4	Laminin, alpha 4	1.13	0.0261	0.302
101816_at	Mm.283677	Serpinb3c	Serine (or cysteine) proteinase inhibitor, clade B, member 3C	1.13	0.0275	0.314
104449_at	Mm.275639	Glrb	Glycine receptor, beta subunit	1.13	0.0330	0.338
99178_at	Mm.222320	Gpm6b	Glycoprotein m6b	1.13	0.0057	0.271
99840_at	Mm.6239	Pdyn	Prodynorphin	1.13	0.0372	0.347
161437_f_at	Mm.2821	6530401N04Rik	RIKEN cDNA 6530401N04 gene	1.12	0.0304	0.320
95953_at	Mm.341756	Rad51l1	RAD51-like 1 (S. cerevisiae)	1.12	0.0365	0.351
94112_at	Mm.1062	Tnfsf10	Tumor necrosis factor (ligand) superfamily, member 10	1.12	0.0444	0.357
101136_at	Mm.4664	Tnfsf8	Tumor necrosis factor (ligand) superfamily, member 8	1.12	0.0435	0.366
92960_at	Mm.4964	Lif	Leukemia inhibitory factor	1.12	0.0021	0.234
103987_at	Unknown	Unknown	Unknown	1.12	0.0495	0.370
102230_at	Mm.347445	Hyal1	Hyaluronidase 1	1.12	0.0019	0.264
92617_at	Mm.336352	Ube1y1	Ubiquitin-activating enzyme E1, Chr Y 1	1.12	0.0171	0.318
104643_at	Mm.31267	BC037006	CDNA sequence BC037006	1.12	0.0342	0.358
93766_at	Mm.2118	Rgn	Regucalcin	1.12	0.0485	0.348
161830_f_at	Mm.28252	Mocos	Molybdenum cofactor sulfurase	1.12	0.0133	0.291
99412_at	Mm.57050	Ccr3	Chemokine (C-C motif) receptor 3	1.12	0.0048	0.291
99440_at	Mm.373534	Nfib	Nuclear factor I/B	1.12	0.0335	0.346
96078_g_at	Mm.2656	Slc17a1	Solute carrier family 17 (sodium phosphate), member 1	1.11	0.0467	0.259
98350_at	Mm.308647	Sstr2	Somatostatin receptor 2	1.11	0.0404	0.371
100416_at	Mm.268668	Melk	Maternal embryonic leucine zipper kinase	1.11	0.0133	0.333
162226_r_at	Unknown	Unknown	Unknown	1.11	0.0189	0.362
99890_at	Mm.144089	Pdgfb	Platelet derived growth factor, B polypeptide	1.11	0.0373	0.358
102967_at	Mm.18218	Gdap1	Ganglioside-induced differentiation-associated-protein 1	1.11	0.0407	0.391
101439_at	Mm.7760	Arl6	ADP-ribosylation factor-like 6	1.11	0.0314	0.383
95884_at	Mm.23979	Tlr7	Toll-like receptor 7	1.10	0.0127	0.359
93390_g_at	Mm.6250	Prom1	Prominin 1	1.10	0.0022	0.306
103384_at	Mm.18635	Rgs10	Regulator of G-protein signalling 10	1.10	0.0284	0.398
103132_at	Unknown	Unknown	Unknown	1.08	0.0420	0.451
98837_at	Mm.5033	Rln1	Relaxin 1	1.08	0.0298	0.441
95963_at	Mm.24953	C77370	Expressed sequence C77370	1.08	0.0300	0.463
92731_at	Mm.276776	Ptx3	Pentaxin related gene	1.08	0.0444	0.474
103850_at	Mm.250492	Loxl1	Lysyl oxidase-like 1	1.07	0.0345	0.487
95330_at	Mm.140768	G6pc2	Glucose-6-phosphatase, catalytic, 2	1.07	0.0481	0.490
94393_r_at	Mm.2567	Elovl2	Elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2	1.07	0.0224	0.484
104142_at	Mm.246713	2810013E07Rik	RIKEN cDNA 2810013E07 gene	1.07	0.0443	0.497
97731_at	Mm.392	Indo	Indoleamine-pyrrole 2,3 dioxygenase	1.07	0.0281	0.485
161470_r_at	Unknown	Unknown	Unknown	1.05	0.0417	0.588
