ID	Name	Symbol	Accession	UniGene	Gene	Ensembl	aveA	P400vsEGFP.M	P400vsEGFP.AdjP	P400vsEGFP.FDR	P400vsEGFP.B	Description	Coordinates	A	D	C	B
A_51_P286018	CDC42 effector protein (Rho GTPase binding) 5	Cdc42ep5	NM_021454	Mm.34268	58804	ENSMUST00000076831	7.545	-0.519	1	0.002	1.276	Mus musculus CDC42 effector protein (Rho GTPase binding) 5 (Cdc42ep5), mRNA [NM_021454]	chr7:3722147-3709783	-0.426	0.598	-0.57	0.483
A_52_P956010			AK081464		NA		6.593	-0.518	1	0.001	1.476	Mus musculus 16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130019I03 product:unclassifiable, full insert sequence. [AK081464]	chr12:106311174-106311060	-0.446	0.609	-0.49	0.525
A_52_P306697	dystrophin, muscular dystrophy	Dmd	NM_007868	Mm.275608	13405	ENSMUST00000057711	7.322	-0.517	1	0.001	1.525	Mus musculus dystrophin, muscular dystrophy (Dmd), mRNA [NM_007868]	chrX:80530702-80530761	-0.492	0.481	-0.48	0.617
A_51_P345396	zinc finger and BTB domain containing 5	Zbtb5	NM_173399	Mm.44222	230119	ENSMUST00000055028	10.201	-0.517	1	0.002	0.351	Mus musculus zinc finger and BTB domain containing 5 (Zbtb5), mRNA [NM_173399]	chr4:45005145-45005086	-0.422	0.57	-0.419	0.658
A_51_P135491	CASP8 and FADD-like apoptosis regulator	Cflar	NM_009805	Mm.336848	12633		6.904	-0.516	1	0.002	0.537	Mus musculus CASP8 and FADD-like apoptosis regulator (Cflar), transcript variant 2, mRNA [NM_009805]	chr1:58983653-58983712	-0.625	0.544	-0.53	0.365
A_51_P268033	mannoside acetylglucosaminyltransferase 4, isoenzyme B	Mgat4b	BC026638	Mm.86759	103534		12.598	-0.515	1	0.001	1.541	Mus musculus mannoside acetylglucosaminyltransferase 4, isoenzyme B, mRNA (cDNA clone MGC:37502 IMAGE:4984907), complete cds. [BC026638]	chr11:50191694-50191753	-0.435	0.591	-0.508	0.524
A_52_P504460	cyclin T2	Ccnt2	AK013634	Mm.268672	72949		10.857	-0.515	1	0.002	1.159	Mus musculus adult male hippocampus cDNA, RIKEN full-length enriched library, clone:2900041I18 product:cyclin T2, full insert sequence. [AK013634]	chr1:127675008-127675067	-0.409	0.565	-0.494	0.593
A_52_P337220	mannoside acetylglucosaminyltransferase 4, isoenzyme B	Mgat4b	NM_145926	Mm.86759	103534	ENSMUST00000041725	9.406	-0.514	1	0.002	0.594	Mus musculus mannoside acetylglucosaminyltransferase 4, isoenzyme B (Mgat4b), mRNA [NM_145926]	chr11:50190405-50190889	-0.553	0.62	-0.369	0.516
A_52_P577384	interleukin 18 binding protein	Il18bp	NM_010531	Mm.422756	16068	ENSMUST00000094134	7.9	-0.51	1	0.001	1.596	Mus musculus interleukin 18 binding protein (Il18bp), mRNA [NM_010531]	chr7_random:6179452-6179511	-0.487	0.539	-0.441	0.573
A_51_P456857	intraflagellar transport 122 homolog (Chlamydomonas)	Ift122	NM_031177	Mm.333335	81896	ENSMUST00000038234	10.633	-0.51	1	0.002	1.173	Mus musculus intraflagellar transport 122 homolog (Chlamydomonas) (Ift122), mRNA [NM_031177]	chr6:115952291-115952350	-0.411	0.483	-0.56	0.586
A_52_P113700	sideroflexin 1	Sfxn1	NM_027324	Mm.134191	14057	ENSMUST00000021930	13.146	-0.51	1	0.002	1.094	Mus musculus sideroflexin 1 (Sfxn1), mRNA [NM_027324]	chr13:53149806-53149865	-0.53	0.503	-0.601	0.403
A_51_P354706	left right determination factor 1	Lefty1	NM_010094	Mm.378911	13590	ENSMUST00000037361	13.121	-0.51	1	0.002	0.949	Mus musculus left right determination factor 1 (Lefty1), mRNA [NM_010094]	chr1:180917655-180917714	-0.556	0.547	-0.559	0.377
A_52_P346581	glycosyltransferase 25 domain containing 1	Glt25d1	NM_146211	Mm.273836	234407	ENSMUST00000047903	10.963	-0.51	1	0.002	0.459	Mus musculus glycosyltransferase 25 domain containing 1 (Glt25d1), mRNA [NM_146211]	chr8:70091617-70091676	-0.623	0.444	-0.583	0.393
A_52_P573377	spermine synthase	Sms	NM_009214	Mm.18652	20603		8.899	-0.509	1	0.002	1.224	Mus musculus spermine synthase (Sms), mRNA [NM_009214]	chrX:152218601-152218542	-0.577	0.447	-0.573	0.44
A_52_P572255	TAR DNA binding protein	Tardbp	NM_145556	Mm.22453	230908	ENSMUST00000055827	10.646	-0.509	1	0.002	1.046	Mus musculus TAR DNA binding protein (Tardbp), transcript variant 1, mRNA [NM_145556]	chr4:147605587-147605528	-0.52	0.392	-0.534	0.592
A_52_P876692			A_52_P876692		NA		8.97	-0.508	1	0.002	0.98		chr2:014939743-014939684	-0.453	0.42	-0.605	0.555
A_51_P114591	RIKEN cDNA 1110005A03 gene	1110005A03Rik	NM_028865	Mm.348004	74319	ENSMUST00000021171	10.07	-0.508	1	0.003	0.01	Mus musculus RIKEN cDNA 1110005A03 gene (1110005A03Rik), mRNA [NM_028865]	chr11:116958522-116958581	-0.325	0.619	-0.543	0.542
A_52_P164161	cytochrome P450, family 51	Cyp51	NM_020010	Mm.140158	13121	ENSMUST00000001507	9.501	-0.507	1	0.002	1.295	Mus musculus cytochrome P450, family 51 (Cyp51), mRNA [NM_020010]	chr5:4087536-4087477	-0.456	0.454	-0.606	0.511
A_52_P260613	F-box protein 43	Fbxo43	BC098484	Mm.26393	78803	ENSMUST00000058643	6.644	-0.506	1	0.002	0.991	Mus musculus F-box protein 43, mRNA (cDNA clone MGC:107440 IMAGE:30053208), complete cds. [BC098484]	chr15:36271064-36267356	-0.437	0.548	-0.604	0.433
A_51_P211980	regulator of G-protein signaling 3	Rgs3	NM_019492	Mm.286753	50780	ENSMUST00000098031	7.997	-0.506	1	0.002	0.5	Mus musculus regulator of G-protein signaling 3 (Rgs3), transcript variant 1, mRNA [NM_019492]	chr4:62093420-62093479	-0.451	0.455	-0.665	0.455
A_51_P328889	tektin 1	Tekt1	NM_011569	Mm.42257	21689	ENSMUST00000050911	11.266	-0.506	1	0.003	0.009	Mus musculus tektin 1 (Tekt1), mRNA [NM_011569]	chr11:72426354-72426295	-0.339	0.639	-0.552	0.495
A_51_P211765	Ras and Rab interactor 1	Rin1	NM_145495	Mm.271922	225870	ENSMUST00000025818	7.011	-0.505	1	0.002	1.081	Mus musculus Ras and Rab interactor 1 (Rin1), mRNA [NM_145495]	chr19:4951393-4951452	-0.59	0.509	-0.522	0.397
A_51_P256342	annexin A4	Anxa4	NM_013471	Mm.259702	11746		9.39	-0.505	1	0.002	0.783	Mus musculus annexin A4 (Anxa4), mRNA [NM_013471]	chr6:86812175-86812115	-0.445	0.601	-0.565	0.407
A_52_P121333	NHL repeat containing 2	Nhlrc2	BC055806	Mm.392509	66866		6.916	-0.505	1	0.002	0.533	Mus musculus NHL repeat containing 2, mRNA (cDNA clone IMAGE:6414033) [BC055806]	chr19:56517719-56517778	-0.519	0.359	-0.602	0.541
A_52_P595561	RIKEN cDNA 5730407K14 gene	5730407K14Rik	NM_133924	Mm.295647	101113	ENSMUST00000056181	6.952	-0.504	1	0.001	1.425	Mus musculus RIKEN cDNA 5730407K14 gene (5730407K14Rik), mRNA [NM_133924]	chr2:164527408-164527467	-0.412	0.548	-0.513	0.543
A_51_P368571	histidyl tRNA synthetase 2	Hars2	NM_025314	Mm.28109	66044	ENSMUST00000028917	11.454	-0.504	1	0.003	0.321	Mus musculus histidyl tRNA synthetase 2 (Hars2), mRNA [NM_025314]	chr2:144509184-144509243	-0.388	0.51	-0.654	0.464
A_52_P193362	RIKEN cDNA 2900002H16 gene	2900002H16Rik	NM_021430	Mm.41180	75695	ENSMUST00000062153	8.692	-0.503	1	0.001	1.696	Mus musculus RIKEN cDNA 2900002H16 gene (2900002H16Rik), mRNA [NM_021430]	chr5:123739476-123739417	-0.483	0.518	-0.56	0.451
A_51_P513898	erythrocyte protein band 4.1-like 4a	NA	NM_013512	Mm.3465	13824	ENSMUST00000025234	13.332	-0.503	1	0.002	1.032	Mus musculus erythrocyte protein band 4.1-like 4a (Epb4.1l4a), mRNA [NM_013512]	chr18:34172769-34172710	-0.426	0.465	-0.506	0.614
A_51_P427663	calponin 2	Cnn2	NM_007725	Mm.157770	12798	ENSMUST00000004784	10.687	-0.502	1	0.001	1.469	Mus musculus calponin 2 (Cnn2), mRNA [NM_007725]	chr10:79775056-79775115	-0.426	0.501	-0.57	0.509
A_52_P108845	RIKEN cDNA 1500005P14 gene	1500005P14Rik	XM_133283	Mm.159258	76686		8.517	-0.502	1	0.003	0.062	PREDICTED: Mus musculus RIKEN cDNA 1500005P14 gene, transcript variant 1 (1500005P14Rik), mRNA [XM_133283]	chr7:27249516-27249575	-0.421	0.393	-0.66	0.535
A_52_P78168			AK031518	Mm.228798	NA		6.381	-0.501	1	0.001	1.802	Mus musculus 13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030446P15 product:unclassifiable, full insert sequence. [AK031518]	chr13:61360468-61360409	-0.52	0.544	-0.485	0.457
A_52_P483101	lipin 1	Lpin1	NM_015763	Mm.153625	14245	ENSMUST00000067124	8.75	-0.501	1	0.002	0.934	Mus musculus lipin 1 (Lpin1), transcript variant 2, mRNA [NM_015763]	chr12:16591633-16591574	-0.566	0.518	-0.378	0.543
A_52_P401629	vacuolar protein sorting 37D (yeast)	Vps37d	NM_177574	Mm.44356	194309	ENSMUST00000067935	8.042	-0.501	1	0.002	0.625	Mus musculus vacuolar protein sorting 37D (yeast) (Vps37d), mRNA [NM_177574]	chr5:134044495-134044436	-0.37	0.535	-0.602	0.497
A_52_P116264	alcohol dehydrogenase, iron containing, 1	Adhfe1	NM_175236	Mm.28514	76187	ENSMUST00000027044	6.286	-0.499	1	0.001	1.557	Mus musculus alcohol dehydrogenase, iron containing, 1 (Adhfe1), mRNA [NM_175236]	chr1:9706226-9706285	-0.436	0.502	-0.564	0.494
A_52_P333902			TC1496629		NA		10.237	-0.499	1	0.002	0.82	Q9R1L1 (Q9R1L1) NBC-like protein 3, partial (89%) [TC1496629]	chr14:12612645-12612704	-0.445	0.452	-0.631	0.469
A_52_P357128	ATPase, Class I, type 8B, member 3	Atp8b3	NM_026094	Mm.52511	67331	ENSMUST00000020383	7.721	-0.498	1	0.002	1.146	Mus musculus ATPase, Class I, type 8B, member 3 (Atp8b3), mRNA [NM_026094]	chr10:80308871-80308812	-0.409	0.508	-0.587	0.49
A_51_P217682	cleavage and polyadenylation factor subunit homolog (S. cerevisiae)	Pcf11	BC048838	Mm.288645	74737		8.893	-0.498	1	0.002	0.794	Mus musculus cleavage and polyadenylation factor subunit homolog (S. cerevisiae), mRNA (cDNA clone IMAGE:4948470), complete cds. [BC048838]	chr7:88675207-88675148	-0.433	0.464	-0.465	0.629
A_52_P29655	dystrophin, muscular dystrophy	Dmd	AK013510		13405		6.36	-0.498	1	0.002	0.724	Mus musculus adult male hippocampus cDNA, RIKEN full-length enriched library, clone:2900010C03 product:dystrophin, muscular dystrophy, full insert sequence. [AK013510]	chrX:80526940-80526999	-0.596	0.429	-0.411	0.555
A_51_P381360	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13	Ndufa13	NM_023312	Mm.21162	67184	ENSMUST00000035600	15.394	-0.497	1	0.003	0.003	Mus musculus NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13 (Ndufa13), mRNA [NM_023312]	chr8:68348933-68348874	-0.615	0.406	-0.588	0.38
A_51_P453856	casein kinase 1, alpha 1	Csnk1a1	NM_146087	Mm.26908	93687	ENSMUST00000025469	14.312	-0.496	1	0.002	0.731	Mus musculus casein kinase 1, alpha 1 (Csnk1a1), mRNA [NM_146087]	chr18:61977602-61977661	-0.428	0.609	-0.418	0.53
A_51_P376789	ATH1, acid trehalase-like 1 (yeast)	Athl1	NM_145387	Mm.260139	212974	ENSMUST00000079403	9.001	-0.495	1	0.002	1.051	Mus musculus ATH1, acid trehalase-like 1 (yeast) (Athl1), mRNA [NM_145387]	chr7:137364703-137364762	-0.389	0.523	-0.566	0.501
A_52_P322421	epithelial V-like antigen 1	Eva1	NM_007962	Mm.33240	14012	ENSMUST00000034600	11.371	-0.495	1	0.002	0.939	Mus musculus epithelial V-like antigen 1 (Eva1), mRNA [NM_007962]	chr9:44988247-44988306	-0.494	0.607	-0.421	0.458
A_52_P308465	plexin B1	Plxnb1	NM_172775	Mm.53862	235611	ENSMUST00000072093	7.996	-0.494	1	0.002	0.668	Mus musculus plexin B1 (Plxnb1), mRNA [NM_172775]	chr9:108829605-108829664	-0.575	0.47	-0.557	0.374
A_52_P389310	RAB11a, member RAS oncogene family	Rab11a	AK147122	Mm.1387	53869	ENSMUST00000004892	7.123	-0.494	1	0.002	0.5	Mus musculus 17 days pregnant adult female amnion cDNA, RIKEN full-length enriched library, clone:I920180J18 product:RAB11a, member RAS oncogene family, full insert sequence [AK147122]	chr9_random:3296007-3295948	-0.547	0.346	-0.555	0.528
A_52_P625508	carnitine palmitoyltransferase 1b, muscle	Cpt1b	NM_009948	Mm.358582	12895	ENSMUST00000052315	7.23	-0.494	1	0.003	0.262	Mus musculus carnitine palmitoyltransferase 1b, muscle (Cpt1b), mRNA [NM_009948]	chr15:89499828-89499769	-0.454	0.631	-0.52	0.372
A_52_P600547	Rous sarcoma oncogene	Src	NM_009271	Mm.22845	20779	ENSMUST00000092576	8.851	-0.493	1	0.002	1.018	Mus musculus Rous sarcoma oncogene (Src), transcript variant 1, mRNA [NM_009271]	chr2:157212377-157212436	-0.482	0.602	-0.452	0.434
A_51_P495485	transmembrane protein 55A	Tmem55a	NM_028264	Mm.279158	72519	ENSMUST00000029875	11.377	-0.493	1	0.003	0.037	Mus musculus transmembrane protein 55A (Tmem55a), mRNA [NM_028264]	chr4:14842049-14842108	-0.609	0.577	-0.37	0.415
A_52_P649817	interleukin 23, alpha subunit p19	Il23a	NM_031252	Mm.125482	83430	ENSMUST00000026449	6.893	-0.491	1	0.002	0.976	Mus musculus interleukin 23, alpha subunit p19 (Il23a), mRNA [NM_031252]	chr10:127798266-127798207	-0.497	0.384	-0.563	0.52
A_52_P84275	Der1-like domain family, member 2	Derl2	NM_033562	Mm.28131	116891	ENSMUST00000018586	9.986	-0.491	1	0.002	0.651	Mus musculus Der1-like domain family, member 2 (Derl2), mRNA [NM_033562]	chr11:71089178-71089119	-0.606	0.398	-0.443	0.518
A_51_P485542	cytidine 5-triphosphate synthase 2	Ctps2	NM_018737	Mm.2065	55936	ENSMUST00000101093	12.262	-0.491	1	0.002	0.604	Mus musculus cytidine 5-triphosphate synthase 2 (Ctps2), mRNA [NM_018737]	chrX:157805516-157805575	-0.605	0.436	-0.526	0.397
A_51_P296292	non-POU-domain-containing, octamer binding protein	Nono	NM_023144	Mm.280069	53610	ENSMUST00000033673	15.035	-0.49	1	0.003	0.186	Mus musculus non-POU-domain-containing, octamer binding protein (Nono), mRNA [NM_023144]	chrX:96775777-96775836	-0.469	0.549	-0.345	0.598
A_52_P411315			AK083355		NA		6.945	-0.489	1	0.003	0.313	Mus musculus 2 days neonate thymus thymic cells cDNA, RIKEN full-length enriched library, clone:C920016N10 product:CAMP-DEPENDENT 3,5-CYCLIC PHOSPHODIESTERASE 4D (EC 3.1.4.17) (DPDE3) homolog [Rattus norvegicus], full insert sequence. [AK083355]	chr13:107055263-107055322	-0.434	0.462	-0.418	0.644
A_52_P788961			AI851065	Mm.390323	NA		6.871	-0.488	1	0.003	0.274	AI851065 UI-M-BH0-ajv-h-04-0-UI.s1 NIH_BMAP_M_S1 Mus musculus cDNA clone UI-M-BH0-ajv-h-04-0-UI 3, mRNA sequence [AI851065]		-0.437	0.39	-0.632	0.491
A_51_P231630	zinc finger protein 239	Zfp239	NM_001001792	Mm.249661	22685	ENSMUST00000078115	10.091	-0.487	1	0.001	1.793	Mus musculus zinc finger protein 239 (Zfp239), transcript variant 1, mRNA [NM_001001792]	chr6:117898004-117898063	-0.471	0.481	-0.521	0.478
A_52_P138090	nuclear receptor subfamily 3, group C, member 1	Nr3c1	AK171439	Mm.393069	14815		9.034	-0.486	1	0.002	0.968	Mus musculus B6-derived CD11 +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F730215N04 product:hypothetical protein, full insert sequence [AK171439]	chr18:39787301-39787242	-0.581	0.504	-0.446	0.413
A_51_P183515	RIKEN cDNA 2210416O15 gene	2210416O15Rik	AK008958	Mm.386799	70393		6.473	-0.486	1	0.003	0.081	Mus musculus adult male stomach cDNA, RIKEN full-length enriched library, clone:2210416O15 product:hypothetical protein, full insert sequence [AK008958]	chr11:88169931-88169989	-0.395	0.639	-0.41	0.498
A_52_P658241	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	Ogt	BC037194	Mm.259191	108155		6.289	-0.485	1	0.002	1.153	Mus musculus O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase), mRNA (cDNA clone IMAGE:4500866), complete cds. [BC037194]	chrX:96971376-96979667	-0.447	0.496	-0.426	0.57
A_51_P386983	troponin I, cardiac	Tnni3	NM_009406	Mm.27674	21954	ENSMUST00000086369	8.556	-0.484	1	0.001	1.342	Mus musculus troponin I, cardiac (Tnni3), mRNA [NM_009406]	chr7:4077957-4077898	-0.445	0.563	-0.463	0.465
A_51_P328890	tektin 1	Tekt1	NM_011569	Mm.42257	21689	ENSMUST00000021155	9.211	-0.484	1	0.003	0.072	Mus musculus tektin 1 (Tekt1), mRNA [NM_011569]	chr11:72433431-72427327	-0.534	0.552	-0.535	0.317
A_52_P520439	phosphatidylethanolamine binding protein 1	Pebp1	NM_018858	Mm.195898	23980	ENSMUST00000036951	12.061	-0.482	1	0.001	1.718	Mus musculus phosphatidylethanolamine binding protein 1 (Pebp1), mRNA [NM_018858]	chr5:116513095-116513036	-0.473	0.514	-0.468	0.471
A_51_P476321	RIKEN cDNA 4930504E06 gene	4930504E06Rik	NM_133858	Mm.279287	75007	ENSMUST00000039537	9.99	-0.482	1	0.002	0.846	Mus musculus RIKEN cDNA 4930504E06 gene (4930504E06Rik), mRNA [NM_133858]	chr3:95165450-95166089	-0.538	0.521	-0.501	0.369
A_52_P313728	RIKEN cDNA E130016E03 gene	E130016E03Rik	NM_001039556	Mm.249437	623474	ENSMUST00000070755	7.135	-0.482	1	0.003	0.066	Mus musculus RIKEN cDNA E130016E03 gene (E130016E03Rik), mRNA [NM_001039556]	chr4:11490589-11496991	-0.346	0.441	-0.593	0.546
A_51_P393761	NADH dehydrogenase (ubiquinone) Fe-S protein 2	Ndufs2	NM_153064	Mm.21669	226646	ENSMUST00000013737	12.136	-0.481	1	0.002	0.345	Mus musculus NADH dehydrogenase (ubiquinone) Fe-S protein 2 (Ndufs2), mRNA [NM_153064]	chr1:171208637-171208436	-0.426	0.384	-0.608	0.504
A_52_P655532	Swi/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	Smarcal1	NM_018817	Mm.274232	54380	ENSMUST00000047615	9.674	-0.481	1	0.003	0.304	Mus musculus Swi/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1 (Smarcal1), mRNA [NM_018817]	chr1:72861903-72861962	-0.407	0.628	-0.431	0.459
A_52_P140356	calmodulin 3	Calm3	NM_007590	Mm.288630	12315		11.771	-0.48	1	0.002	1.296	Mus musculus calmodulin 3 (Calm3), mRNA [NM_007590]	chr7:14679081-14679022	-0.545	0.418	-0.492	0.466
A_52_P674357	thiamine triphosphatase	Thtpa	NM_153083	Mm.319204	105663	ENSMUST00000050575	8.999	-0.48	1	0.002	1.159	Mus musculus thiamine triphosphatase (Thtpa), mRNA [NM_153083]	chr14:49965244-49965303	-0.446	0.561	-0.488	0.424
A_52_P883873	zinc finger protein 26	Zfp26	AK083426	Mm.404638	22688		7.069	-0.48	1	0.002	1.114	Mus musculus 9 days embryo whole body cDNA, RIKEN full-length enriched library, clone:D030006N15 product:unclassifiable, full insert sequence. [AK083426]	chr9:20303253-20303192	-0.473	0.426	-0.57	0.452
A_52_P670850	mucolipin 1	Mcoln1	AK008732	Mm.8356	94178		7.965	-0.48	1	0.003	0.061	Mus musculus adult male stomach cDNA, RIKEN full-length enriched library, clone:2210015I05 product:unclassifiable, full insert sequence. [AK008732]	chr8:3428462-3428521	-0.455	0.478	-0.361	0.627
A_52_P538673	fibroblast growth factor 1	Fgf1	NM_010197	Mm.241282	14164	ENSMUST00000040647	6.404	-0.479	1	0.002	0.543	Mus musculus fibroblast growth factor 1 (Fgf1), mRNA [NM_010197]	chr18:39234880-39234821	-0.547	0.352	-0.532	0.483
A_51_P440807	carnitine acetyltransferase	Crat	NM_007760	Mm.20396	12908	ENSMUST00000028207	9.017	-0.479	1	0.003	0.063	Mus musculus carnitine acetyltransferase (Crat), mRNA [NM_007760]	chr2:30409534-30409475	-0.318	0.537	-0.556	0.503
A_52_P21659	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	Pck2	NM_028994	Mm.29856	74551	ENSMUST00000048781	11.906	-0.478	1	0.002	0.88	Mus musculus phosphoenolpyruvate carboxykinase 2 (mitochondrial) (Pck2), mRNA [NM_028994]	chr14:50415500-50415559	-0.39	0.543	-0.447	0.531
A_51_P435027	RIKEN cDNA 4432406C05 gene	4432406C05Rik	NM_025708	Mm.10068	66690	ENSMUST00000052505	7.574	-0.477	1	0.001	1.448	Mus musculus RIKEN cDNA 4432406C05 gene (4432406C05Rik), mRNA [NM_025708]	chr16:8308398-8308337	-0.508	0.423	-0.509	0.468
A_52_P407060	insulin II	Ins2	NM_008387	Mm.4946	16334	ENSMUST00000000220	7.352	-0.477	1	0.001	1.344	Mus musculus insulin II (Ins2), mRNA [NM_008387]	chr7:139106109-139106050	-0.429	0.45	-0.494	0.536
A_52_P428725	Williams Beuren syndrome chromosome region 27 (human)	Wbscr27	NM_024479	Mm.34235	79565	ENSMUST00000047196	7.841	-0.476	1	0.001	1.688	Mus musculus Williams Beuren syndrome chromosome region 27 (human) (Wbscr27), mRNA [NM_024479]	chr5:133913337-133913396	-0.479	0.498	-0.461	0.467
A_52_P181605	coiled-coil domain containing 50	Ccdc50	NM_026202	Mm.258985	67501		8.016	-0.474	1	0.002	1.247	Mus musculus coiled-coil domain containing 50 (Ccdc50), transcript variant 1, mRNA [NM_026202]	chr16:27106335-27106394	-0.524	0.451	-0.414	0.509
A_52_P351982	CDC23 (cell division cycle 23, yeast, homolog)	Cdc23	NM_178347	Mm.196638	52563	ENSMUST00000025228	12.305	-0.474	1	0.002	0.671	Mus musculus CDC23 (cell division cycle 23, yeast, homolog) (Cdc23), mRNA [NM_178347]	chr18:35008425-35008366	-0.417	0.539	-0.393	0.546
A_51_P428781	pre-B-cell leukemia transcription factor 4	Pbx4	NM_001024954	Mm.210823	80720	ENSMUST00000081503	7.759	-0.474	1	0.002	0.669	Mus musculus pre-B-cell leukemia transcription factor 4 (Pbx4), mRNA [NM_001024954]	chr8:68324747-68324806	-0.437	0.492	-0.39	0.576
A_51_P114287	cleavage and polyadenylation specific factor 6	Cpsf6	AK077833	Mm.288682	432508		11.819	-0.473	1	0.002	0.364	Mus musculus 13 days embryo forelimb cDNA, RIKEN full-length enriched library, clone:5930406E08 product:RIKEN cDNA 4733401N12 gene, full insert sequence [AK077833]	chr10:116852827-116852768	-0.334	0.527	-0.514	0.516
A_52_P508069	RIKEN cDNA 9630046K23 gene	9630046K23Rik	AK076379	Mm.401882	224143		6.646	-0.473	1	0.002	0.359	Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732474N01 product:unclassifiable, full insert sequence. [AK076379]	chr16:38231121-38231062	-0.399	0.428	-0.457	0.609
A_51_P444856			AK031532		NA		7.343	-0.473	1	0.003	0.318	Mus musculus 13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030447N08 product:unclassifiable, full insert sequence. [AK031532]	chr15:68427233-68427174	-0.499	0.556	-0.336	0.503
A_52_P421417	vacuolar protein sorting 36 (yeast)	Vps36	AK156241	Mm.41453	70160		9.708	-0.472	1	0.003	0.191	Mus musculus activated spleen cDNA, RIKEN full-length enriched library, clone:F830013F21 product:hypothetical Vacuolar protein sorting 36 containing protein, full insert sequence [AK156241]	chr8:21003160-21003219	-0.594	0.49	-0.454	0.352
A_52_P141749	myoneurin	Mynn	BC007477	Mm.200378	80732		7.655	-0.471	1	0.002	0.975	Mus musculus myoneurin, mRNA (cDNA clone IMAGE:3592663), complete cds. [BC007477]	chr3:30415606-30419031	-0.407	0.48	-0.554	0.442
A_51_P295420	zinc finger CCCH type containing 7 A	Zc3h7a	NM_145931	Mm.226860	106205	ENSMUST00000037633	11.461	-0.471	1	0.002	0.514	Mus musculus zinc finger CCCH type containing 7 A (Zc3h7a), mRNA [NM_145931]	chr16:10815992-10815933	-0.571	0.465	-0.487	0.363
A_52_P598605	patched homolog 1	Ptch1	AK147626	Mm.228798	19206		8.303	-0.469	1	0.003	0.289	Mus musculus cDNA, RIKEN full-length enriched library, clone:M5C1096C04 product:patched homolog 1, full insert sequence [AK147626]	chr13:61331314-61331255	-0.343	0.546	-0.535	0.451
A_51_P416660	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	Cdc14b	NM_172587	Mm.25335	218294	ENSMUST00000039318	10.478	-0.468	1	0.002	1.145	Mus musculus CDC14 cell division cycle 14 homolog B (S. cerevisiae) (Cdc14b), mRNA [NM_172587]	chr13:62018717-62018658	-0.469	0.398	-0.522	0.483
A_52_P337427	RIKEN cDNA 9030607L17 gene	9030607L17Rik	NM_027829	Mm.35802	71564	ENSMUST00000095426	7.871	-0.466	1	0.002	1.243	Mus musculus RIKEN cDNA 9030607L17 gene (9030607L17Rik), mRNA [NM_027829]	chr10:80494724-80494783	-0.521	0.465	-0.412	0.466
A_51_P379687	RIKEN cDNA 1700001E04 gene	1700001E04Rik	NM_029288	Mm.368224	75438		8.047	-0.466	1	0.002	1.232	Mus musculus RIKEN cDNA 1700001E04 gene (1700001E04Rik), mRNA [NM_029288]	chr14:4115350-4115291	-0.402	0.497	-0.469	0.497
A_52_P756306			TC1504758		NA		6.648	-0.465	1	0.002	1.004		chr19:45556078-45556019	-0.473	0.515	-0.487	0.383
A_51_P434269	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4	Ndufb4	NM_026610	Mm.379154	68194	ENSMUST00000023514	14.333	-0.465	1	0.003	0.204	Mus musculus NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4 (Ndufb4), mRNA [NM_026610]	chr16:37357441-37356088	-0.43	0.384	-0.603	0.444
A_52_P112614	lymphocyte antigen 6 complex, locus G6E	Ly6g6e	AJ315551	Mm.250491	70274		8.55	-0.464	1	0.002	0.527	Mus musculus mRNA for Ly6g6e protein, isoform B (Ly6G6e gene), splice variant 2. [AJ315551]	chr17:33175133-33175192	-0.353	0.496	-0.542	0.466
A_52_P190357			A_52_P190357		NA		8.103	-0.463	1	0.002	0.974		chr10:006290339-006289026	-0.512	0.5	-0.456	0.384
A_51_P358112	fatty acid desaturase 1	Fads1	NM_146094	Mm.30158	76267	ENSMUST00000010807	10.314	-0.463	1	0.002	0.775	Mus musculus fatty acid desaturase 1 (Fads1), mRNA [NM_146094]	chr19:9876165-9876224	-0.536	0.386	-0.5	0.429
A_51_P173906	mitochondrial translation optimization 1 homolog (S. cerevisiae)	Mto1	NM_026658	Mm.291779	68291	ENSMUST00000034896	10.164	-0.462	1	0.002	1.309	Mus musculus mitochondrial translation optimization 1 homolog (S. cerevisiae) (Mto1), mRNA [NM_026658]	chr9:78540772-78546763	-0.5	0.466	-0.467	0.415
