Probe Set ID	Status	Gene Symbol	Gene Name	RefSeq Transcript ID	Chrom . Loc.
1552658_a_at	Mesenchymal	NAV3	neuron navigator 3	NM_014903	12q14.3
226262_at	Mesenchymal	DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	NM_020162	17p13.3
214104_at	Mesenchymal	GPR161	G protein-coupled receptor 161	NM_007369 /// NM_153832	1q23.3
226731_at	Mesenchymal	ITGA1	integrin, alpha 1	/// NM_015946	5q11.2
210987_x_at	Mesenchymal	TPM1	tropomyosin 1 (alpha)	NM_000366	15q22.1
202214_s_at	Mesenchymal	CUL4B	cullin 4B	NM_003588	xq23
205120_s_at	Mesenchymal	SGCB	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	NM_000232	4q12
204823_at	Mesenchymal	NAV3	neuron navigator 3	NM_014903	12q14.3
210510_s_at	Mesenchymal	NRP1	neuropilin 1	NM_003873	10p12
214505_s_at	Mesenchymal	FHL1	four and a half LIM domains 1	NM_001449	xq26
228496_s_at	Mesenchymal	CRIM1	cysteine-rich motor neuron 1	NM_016441	2p21
205433_at	Mesenchymal	BCHE	butyrylcholinesterase	NM_000055	3q26.1-q26.2
208093_s_at	Mesenchymal	NDEL1	nudE nuclear distribution gene E homolog like 1 (A. nidulans)	NM_030808	17p13.1
222528_s_at	Mesenchymal	MSCP	mitochondrial solute carrier protein	NM_016612 /// NM_018579	8p21.2
213139_at	Mesenchymal	SNAI2	snail homolog 2 (Drosophila)	NM_003068	8q11
203625_x_at	Mesenchymal	SKP2	S-phase kinase-associated protein 2 (p45)	NM_005983 /// NM_032637	5p13
226077_at	Mesenchymal	FLJ31951	hypothetical protein FLJ31951	NM_144726	5q33.3
221571_at	Mesenchymal	TRAF3	TNF receptor-associated factor 3	NM_003300 /// NM_145725 /// NM_145726	14q32.33
203212_s_at	Mesenchymal	MTMR2	myotubularin related protein 2	NM_016156 /// NM_201278 /// NM_201281	11q22
212646_at	Mesenchymal	RAFTLIN	raft-linking protein	NM_015150	3p25.1
201858_s_at	Mesenchymal	PRG1	proteoglycan 1, secretory granule	NM_002727	10q22.1
235296_at	Mesenchymal	EIF5A2	eukaryotic translation initiation factor 5A2	NM_020390	3q26.2
212822_at	Mesenchymal	HEG	HEG homolog	XM_087386	3q21.2
201530_x_at	Mesenchymal	EIF4A1	eukaryotic translation initiation factor 4A, isoform 1	NM_001416	17p13
211031_s_at	Mesenchymal	CYLN2	cytoplasmic linker 2	NM_003388 /// NM_032421	7q11.23
210257_x_at	Mesenchymal	CUL4B	cullin 4B	NM_003588	xq23
223286_at	Mesenchymal	DERP6	S-phase 2 protein	NM_015362 /// NM_203413 /// NM_203414 /// NM_203415	17p13.2
201279_s_at	Mesenchymal	DAB2	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	NM_001343	5p13
220014_at	Mesenchymal	LOC51334	mesenchymal stem cell protein DSC54	NM_016644	5q23.2
219926_at	Mesenchymal	POPDC3	popeye domain containing 3	NM_022361	6q21
204556_s_at	Mesenchymal	DZIP1	DAZ interacting protein 1	NM_014934 /// NM_198968	13q32.1
204236_at	Mesenchymal	FLI1	Friend leukemia virus integration 1	NM_002017	11q24.1-q24.3
227760_at	Mesenchymal		CDNA FLJ31154 fis, clone IMR322001665	NM_001007563
224764_at	Mesenchymal	ARHGAP21	Rho GTPase activating protein 21	NM_020824	10p12.31
224848_at	Mesenchymal	CDK6	cyclin-dependent kinase 6	NM_001259	7q21-q22
211599_x_at	Mesenchymal	MET	met proto-oncogene (hepatocyte growth factor receptor)	NM_000245	7q31
218273_s_at	Mesenchymal	PPM2C	protein phosphatase 2C, magnesium-dependent, catalytic subunit	NM_018444	8q22.1
228726_at	Mesenchymal	SERPINB1	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 1	NM_030666	6p25
226611_s_at	Mesenchymal	p30	nuclear protein p30	NM_181716	17p11.2
225881_at	Mesenchymal	SLC35B4	solute carrier family 35, member B4	NM_032826	7q33
202213_s_at	Mesenchymal	CUL4B	cullin 4B	NM_003588	xq23
201719_s_at	Mesenchymal	EPB41L2	erythrocyte membrane protein band 4.1-like 2	NM_001431	6q23
212294_at	Mesenchymal	GNG12	guanine nucleotide binding protein (G protein), gamma 12	NM_018841	1p31.2
202388_at	Mesenchymal	RGS2	regulator of G-protein signalling 2, 24kDa	NM_002923	1q31
201866_s_at	Mesenchymal	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	NM_000176	5q31
201069_at	Mesenchymal	MMP2	matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	NM_004530	16q13-q21
213564_x_at	Mesenchymal	LDHB	lactate dehydrogenase B	NM_002300	12p12.2-p12.1
226610_at	Mesenchymal	p30	nuclear protein p30	NM_181716	17p11.2
224940_s_at	Mesenchymal	PAPPA	pregnancy-associated plasma protein A	NM_002581	9q33.2
207719_x_at	Mesenchymal	KAB	KARP-1-binding protein	NM_014812	1q44
224663_s_at	Mesenchymal	CFL2	cofilin 2 (muscle)	NM_021914 /// NM_138638	14q12
225647_s_at	Mesenchymal	CTSC	cathepsin C	NM_001814 /// NM_148170	11q14.1-q14.3
202974_at	Mesenchymal	MPP1	membrane protein, palmitoylated 1, 55kDa	NM_002436	xq28
203349_s_at	Mesenchymal	ETV5	ets variant gene 5 (ets-related molecule)	NM_004454	3q28
200728_at	Mesenchymal	ACTR2	ARP2 actin-related protein 2 homolog (yeast)	NM_001005386 /// NM_005722	2p14
201667_at	Mesenchymal	GJA1	gap junction protein, alpha 1, 43kDa (connexin 43)	NM_000165	6q21-q23.2
227270_at	Mesenchymal	LOC285550	hypothetical protein LOC285550	XM_209656	4p15.33
229404_at	Mesenchymal	TWIST2	twist homolog 2 (Drosophila)	NM_057179	2q37.3
210875_s_at	Mesenchymal	TCF8	transcription factor 8 (represses interleukin 2 expression)	NM_030751	10p11.2
218718_at	Mesenchymal	PDGFC	platelet derived growth factor C	NM_016205	4q32
227326_at	Mesenchymal	FLJ46603	FLJ46603 protein	NM_001008528 /// NM_001008529 /// NM_198530	17q25.3
209834_at	Mesenchymal	CHST3	carbohydrate (chondroitin 6) sulfotransferase 3	NM_004273	10q22.2
212488_at	Mesenchymal	COL5A1	collagen, type V, alpha 1	NM_000093	9q34.2-q34.3
209086_x_at	Mesenchymal	MCAM	melanoma cell adhesion molecule	NM_006500	11q23.3
236300_at	Mesenchymal	PDE3A	phosphodiesterase 3A, cGMP-inhibited	NM_000921	12p12
204114_at	Mesenchymal	NID2	nidogen 2 (osteonidogen)	NM_007361	14q21-q22
212245_at	Mesenchymal	MCFD2	multiple coagulation factor deficiency 2	NM_139279	2p21
224573_at	Mesenchymal	MGC49942	hypothetical protein MGC49942	NM_001004333	17p13.2
218950_at	Mesenchymal	ARAP3	ARF-GAP, RHO-GAP, ankyrin repeat and plekstrin homology domains-containing protein 3	NM_022481	5q31.3
214247_s_at	Mesenchymal	DKK3	dickkopf homolog 3 (Xenopus laevis)	NM_013253 /// NM_015881	11p15.2
212470_at	Mesenchymal	SPAG9	sperm associated antigen 9	NM_003971 /// NM_172345	17q21.33
218898_at	Mesenchymal	CT120	membrane protein expressed in epithelial-like lung adenocarcinoma	NM_024792	17p13.3
211671_s_at	Mesenchymal	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	NM_000176	5q31
210986_s_at	Mesenchymal	TPM1	tropomyosin 1 (alpha)	NM_000366	15q22.1
226112_at	Mesenchymal	SGCB	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	NM_000232	4q12
202468_s_at	Mesenchymal	CTNNAL1	catenin (cadherin-associated protein), alpha-like 1	NM_003798	9q31.2
227846_at	Mesenchymal	GPR	putative G protein coupled receptor	NM_007223	15q14
223079_s_at	Mesenchymal	GLS	glutaminase	NM_014905	2q32-q34
222834_s_at	Mesenchymal	GNG12	guanine nucleotide binding protein (G protein), gamma 12	NM_018841	1p31.2
211954_s_at	Mesenchymal	KPNB3	karyopherin (importin) beta 3	NM_002271	13q32.2
203632_s_at	Mesenchymal	GPRC5B	G protein-coupled receptor, family C, group 5, member B	NM_016235	16p12
210869_s_at	Mesenchymal	MCAM	melanoma cell adhesion molecule	NM_006500	11q23.3
224847_at	Mesenchymal	CDK6	cyclin-dependent kinase 6	NM_001259	7q21-q22
221773_at	Mesenchymal	ELK3	ELK3, ETS-domain protein (SRF accessory protein 2)	NM_005230	12q23
204646_at	Mesenchymal	DPYD	dihydropyrimidine dehydrogenase	NM_000110	1p22
223087_at	Mesenchymal	ECHDC1	enoyl Coenzyme A hydratase domain containing 1	NM_018479	6q22.33
204955_at	Mesenchymal	SRPX	sushi-repeat-containing protein, X-linked	NM_006307	xp21.1
223642_at	Mesenchymal	ZIC2	Zic family member 2 (odd-paired homolog, Drosophila)	NM_007129	13q32
231963_at	Mesenchymal		CDNA FLJ13937 fis, clone Y79AA1000805	---
227697_at	Mesenchymal	SOCS3	suppressor of cytokine signaling 3	NM_003955	17q25.3
212091_s_at	Mesenchymal	COL6A1	collagen, type VI, alpha 1	NM_001848	21q22.3
226834_at	Mesenchymal	ASAM	adipocyte-specific adhesion molecule	NM_024769	11q24.1
213069_at	Mesenchymal	HEG	HEG homolog	XM_087386	3q21.2
204735_at	Mesenchymal	PDE4A	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)	NM_006202	19p13.2
222717_at	Mesenchymal	SDPR	serum deprivation response (phosphatidylserine binding protein)	NM_004657	2q32-q33
223690_at	Mesenchymal	LTBP2	latent transforming growth factor beta binding protein 2	NM_000428	14q24
227828_s_at	Mesenchymal	FLJ13391	hypothetical protein FLJ13391	NM_032181	2p12
204235_s_at	Mesenchymal	GULP1	GULP, engulfment adaptor PTB domain containing 1	NM_016315	2q32.3-q33
201984_s_at	Mesenchymal	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	NM_005228 /// NM_201282 /// NM_201283 /// NM_201284	7p12
224791_at	Mesenchymal	DDEF1	development and differentiation enhancing factor 1	NM_018482	8q24.1-q24.2
201280_s_at	Mesenchymal	DAB2	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	NM_001343	5p13
203300_x_at	Mesenchymal	AP1S2	adaptor-related protein complex 1, sigma 2 subunit	NM_003916	xp22.31
217996_at	Mesenchymal	PHLDA1	pleckstrin homology-like domain, family A, member 1	NM_007350	12q15
212071_s_at	Mesenchymal	SPTBN1	spectrin, beta, non-erythrocytic 1	NM_003128 /// NM_178313	2p21
201278_at	Mesenchymal	DAB2	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	NM_001343	5p13
212746_s_at	Mesenchymal	KAB	KARP-1-binding protein	NM_014812	1q44
230264_s_at	Mesenchymal	AP1S2	adaptor-related protein complex 1, sigma 2 subunit	NM_003916	xp22.31
210511_s_at	Mesenchymal	INHBA	inhibin, beta A (activin A, activin AB alpha polypeptide)	NM_002192	7p15-p13
225842_at	Mesenchymal	PHLDA1	pleckstrin homology-like domain, family A, member 1	---	12q15
200727_s_at	Mesenchymal	ACTR2	ARP2 actin-related protein 2 homolog (yeast)	NM_001005386 /// NM_005722	2p14
202882_x_at	Mesenchymal	NOL7	nucleolar protein 7, 27kDa	NM_016167	6p23
1555889_a_at	Mesenchymal	CRTAP	cartilage associated protein	NM_006371	3p22
201064_s_at	Mesenchymal	PABPC4	poly(A) binding protein, cytoplasmic 4 (inducible form)	NM_003819	1p32-p36
224774_s_at	Mesenchymal	NAV1	neuron navigator 1	NM_020443	1q32.3
213338_at	Mesenchymal	RIS1	Ras-induced senescence 1	NM_015444	3p21.3
201030_x_at	Mesenchymal	LDHB	lactate dehydrogenase B	NM_002300	12p12.2-p12.1
235705_at	Mesenchymal		MRNA; cDNA DKFZp564O2423 (from clone DKFZp564O2423)	---
203725_at	Mesenchymal	GADD45A	growth arrest and DNA-damage-inducible, alpha	NM_001924	1p31.2-p31.1
225582_at	Mesenchymal	KIAA1754	KIAA1754	NM_033397	10q25.1
213803_at	Mesenchymal	KPNB1	karyopherin (importin) beta 1	NM_002265	17q21.32
239367_at	Mesenchymal	BDNF	brain-derived neurotrophic factor	NM_001709 /// NM_170731 /// NM_170732 /// NM_170733 /// NM_170734 /// NM_170735	11p13
219825_at	Mesenchymal	CYP26B1	cytochrome P450, family 26, subfamily B, polypeptide 1	NM_019885	2p13.2
219974_x_at	Mesenchymal	ECHDC1	enoyl Coenzyme A hydratase domain containing 1	NM_018479	6q22.33
202551_s_at	Mesenchymal	CRIM1	cysteine-rich motor neuron 1	NM_016441	2p21
201199_s_at	Mesenchymal	PSMD1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	NM_002807	2q37.1
201865_x_at	Mesenchymal	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	NM_000176	5q31
225258_at	Mesenchymal	FBLP-1	filamin-binding LIM protein-1	NM_017556	1p36.13
235371_at	Mesenchymal		Similar to CG9996-PA (LOC389129), mRNA	XM_371647	3p14.2
225973_at	Mesenchymal	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	NM_000544 /// NM_018833	6p21.3
232113_at	Mesenchymal		MRNA; cDNA DKFZp564B182 (from clone DKFZp564B182)	XM_378316
225612_s_at	Mesenchymal	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	NM_032047	3q28
222730_s_at	Mesenchymal	ZDHHC2	zinc finger, DHHC domain containing 2	NM_016353	8p21.3-p22
202552_s_at	Mesenchymal	CRIM1	cysteine-rich motor neuron 1	NM_016441	2p21
202870_s_at	Mesenchymal	CDC20	CDC20 cell division cycle 20 homolog (S. cerevisiae)	NM_001255	1p34.1
212561_at	Mesenchymal	RAB6IP1	RAB6 interacting protein 1	NM_015213	11p15.3
238129_s_at	Mesenchymal	FZD2	frizzled homolog 2 (Drosophila)	---	17q21.1
213698_at	Mesenchymal	ZNF258	zinc finger protein 258	NM_007167 /// NM_145310	1p34.2
1555705_a_at	Mesenchymal	CKLFSF3	chemokine-like factor super family 3	NM_144601 /// NM_181553 /// NM_181554 /// NM_181555	16q22.1
208309_s_at	Mesenchymal	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	NM_006785 /// NM_173844	18q21
212489_at	Mesenchymal	COL5A1	collagen, type V, alpha 1	NM_000093	9q34.2-q34.3
208637_x_at	Mesenchymal	ACTN1	actinin, alpha 1	NM_001102	14q24
227345_at	Mesenchymal	TNFRSF10D	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain	NM_003840	8p21
213258_at	Mesenchymal	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	NM_006287	2q31-q32.1
213262_at	Mesenchymal	SACS	spastic ataxia of Charlevoix-Saguenay (sacsin)	NM_014363	13q12
226638_at	Mesenchymal	ARHGAP23	Rho GTPase activating protein 23	XM_290799	17q21.1-q21.2
219427_at	Mesenchymal	FATJ	fat-like cadherin FATJ	NM_024582	4q28.1
213802_at	Mesenchymal		Transcribed sequence with strong similarity to protein ref:NP-003610.1 (H.sapiens)  protease, serine, 12	NM_003619
233124_s_at	Mesenchymal	ECHDC1	enoyl Coenzyme A hydratase domain containing 1	NM_018479	6q22.33
208965_s_at	Mesenchymal	IFI16	interferon, gamma-inducible protein 16	NM_005531	1q22
202997_s_at	Mesenchymal	LOXL2	lysyl oxidase-like 2	NM_002318	8p21.3-p21.2
239227_at	Mesenchymal		Transcribed sequences	NM_000127
223088_x_at	Mesenchymal	ECHDC1	enoyl Coenzyme A hydratase domain containing 1	NM_018479	6q22.33
219441_s_at	Mesenchymal	LRRK1	leucine-rich repeat kinase 1	NM_024652	15q26.3
202766_s_at	Mesenchymal	FBN1	fibrillin 1 (Marfan syndrome)	NM_000138	15q21.1
1553613_s_at	Mesenchymal	FOXC1	forkhead box C1	NM_001453	6p25
218980_at	Mesenchymal	FHOD3	formin homology 2 domain containing 3	NM_025135	18q12
200771_at	Mesenchymal	LAMC1	laminin, gamma 1 (formerly LAMB2)	NM_002293	1q31
203325_s_at	Mesenchymal	COL5A1	collagen, type V, alpha 1	NM_000093	9q34.2-q34.3
221685_s_at	Mesenchymal	FLJ20364	hypothetical protein FLJ20364	NM_017785	5q35.1
201995_at	Mesenchymal	EXT1	exostoses (multiple) 1	NM_000127	8q24.11-q24.13
1555630_a_at	Mesenchymal	RAB34	RAB34, member RAS oncogene family	NM_031934	17q11.2
203348_s_at	Mesenchymal	ETV5	ets variant gene 5 (ets-related molecule)	NM_004454	3q28
227606_s_at	Mesenchymal	AMSH-LP	associated molecule with the SH3 domain of STAM (AMSH) like protein	NM_020799	10q23.32
229014_at	Mesenchymal		Clone IMAGE:5313822, mRNA	XM_499008	5q15
201029_s_at	Mesenchymal	CD99	CD99 antigen	NM_002414	xp22.32; yp11.3
40420_at	Mesenchymal	STK10	serine/threonine kinase 10	NM_005990	5q35.1
219279_at	Mesenchymal	DOCK10	dedicator of cytokinesis 10	NM_014689	2q36.3
227692_at	Mesenchymal	GNAI1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	NM_002069	7q21
224911_s_at	Mesenchymal	DCBLD2	discoidin, CUB and LCCL domain containing 2	NM_080927	3q12.2
209191_at	Mesenchymal	MGC4083	tubulin beta MGC4083	NM_032525	18p11.21
222862_s_at	Mesenchymal	AK5	adenylate kinase 5	NM_012093 /// NM_174858	1p31
32094_at	Mesenchymal	CHST3	carbohydrate (chondroitin 6) sulfotransferase 3	NM_004273	10q22.2
224733_at	Mesenchymal	CKLFSF3	chemokine-like factor super family 3	NM_144601 /// NM_181553 /// NM_181554 /// NM_181555	16q22.1
212238_at	Mesenchymal	ASXL1	additional sex combs like 1 (Drosophila)	NM_015338	20q11.1
202685_s_at	Mesenchymal	AXL	AXL receptor tyrosine kinase	NM_001699 /// NM_021913	19q13.1
228121_at	Mesenchymal	TGFB2	transforming growth factor, beta 2	NM_003238	1q41
228011_at	Mesenchymal	LOC137392	similar to CG6405 gene product	NM_145269	8q22.1
212263_at	Mesenchymal	QKI	quaking homolog, KH domain RNA binding (mouse)	NM_006775 /// NM_206853 /// NM_206854 /// NM_206855	6q26-27
208636_at	Mesenchymal	ACTN1	actinin, alpha 1	NM_001102	14q24.1-q24.2
222719_s_at	Mesenchymal	PDGFC	platelet derived growth factor C	NM_016205	4q32
218181_s_at	Mesenchymal	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	NM_004834 /// NM_145686 /// NM_145687	2q11.2-q12
231899_at	Mesenchymal	KIAA1726	KIAA1726 protein	XM_370654	11q23.1
207172_s_at	Mesenchymal	CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)	NM_001797 /// NM_033664	16q22.1
215913_s_at	Mesenchymal	GULP1	GULP, engulfment adaptor PTB domain containing 1	NM_016315	2q32.3-q33
223625_at	Mesenchymal	DRCTNNB1A	down-regulated by Ctnnb1, a	NM_032581	7p15.3
217943_s_at	Mesenchymal	FLJ10350	hypothetical protein FLJ10350	NM_018067	1p34.3
209011_at	Mesenchymal	TRIO	triple functional domain (PTPRF interacting)	NM_007118	5p15.1-p14
202555_s_at	Mesenchymal	MYLK	myosin, light polypeptide kinase	NM_005965 /// NM_053025 /// NM_053026 /// NM_053027 /// NM_053028 /// NM_053029 /// NM_053030 /// NM_053031 /// NM_053032	3q21
202391_at	Mesenchymal	BASP1	brain abundant, membrane attached signal protein 1	NM_006317	5p15.1-p14
219201_s_at	Mesenchymal	TWSG1	twisted gastrulation homolog 1 (Drosophila)	NM_020648	18p11.3
227719_at	Mesenchymal		CDNA FLJ37828 fis, clone BRSSN2006575	---
205891_at	Mesenchymal	ADORA2B	adenosine A2b receptor	NM_000676	17p12-p11.2
224823_at	Mesenchymal	MYLK	myosin, light polypeptide kinase	NM_005965 /// NM_053025 /// NM_053026 /// NM_053027 /// NM_053028 /// NM_053029 /// NM_053030 /// NM_053031 /// NM_053032	3q21
224710_at	Mesenchymal	RAB34	RAB34, member RAS oncogene family	NM_031934	17q11.2
1553994_at	Mesenchymal	NT5E	5-nucleotidase, ecto (CD73)	NM_002526	6q14-q21
228141_at	Mesenchymal		MRNA; cDNA DKFZp686G03142 (from clone DKFZp686G03142)	NM_001008397
204781_s_at	Mesenchymal	TNFRSF6	tumor necrosis factor receptor superfamily, member 6	NM_000043 /// NM_152871 /// NM_152872 /// NM_152873 /// NM_152874 /// NM_152875 /// NM_152876 /// NM_152877	10q24.1
211160_x_at	Mesenchymal	ACTN1	actinin, alpha 1	NM_001102	14q24
222731_at	Mesenchymal	ZDHHC2	zinc finger, DHHC domain containing 2	NM_016353	8p21.3-p22
209406_at	Mesenchymal	BAG2	BCL2-associated athanogene 2	NM_004282	6p12.3-p11.2
235457_at	Mesenchymal	MAML2	mastermind-like 2 (Drosophila)	NM_032427	11q21
210018_x_at	Mesenchymal	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	NM_006785 /// NM_173844	18q21
214452_at	Mesenchymal	BCAT1	branched chain aminotransferase 1, cytosolic	NM_005504	12pter-q12
231403_at	Mesenchymal	TRIO	triple functional domain (PTPRF interacting)	---	5p15.1-p14
217999_s_at	Mesenchymal	PHLDA1	pleckstrin homology-like domain, family A, member 1	---	12q15
205006_s_at	Mesenchymal	NMT2	N-myristoyltransferase 2	NM_004808	10p13
222572_at	Mesenchymal	PPM2C	protein phosphatase 2C, magnesium-dependent, catalytic subunit	NM_018444	8q22.1
215000_s_at	Mesenchymal	FEZ2	fasciculation and elongation protein zeta 2 (zygin II)	NM_005102	2p21
208966_x_at	Mesenchymal	IFI16	interferon, gamma-inducible protein 16	NM_005531	1q22
201718_s_at	Mesenchymal	EPB41L2	erythrocyte membrane protein band 4.1-like 2	NM_001431	6q23
210220_at	Mesenchymal	FZD2	frizzled homolog 2 (Drosophila)	NM_001466	17q21.1
227607_at	Mesenchymal	AMSH-LP	associated molecule with the SH3 domain of STAM (AMSH) like protein	NM_020799	10q23.32
37408_at	Mesenchymal	MRC2	mannose receptor, C type 2	NM_006039	17q24.1
237310_at	Mesenchymal		Transcribed sequences	NM_000127
200672_x_at	Mesenchymal	SPTBN1	spectrin, beta, non-erythrocytic 1	NM_003128 /// NM_178313	2p21
213238_at	Mesenchymal	ATP10D	ATPase, Class V, type 10D	NM_020453	4p12
217997_at	Mesenchymal	PHLDA1	pleckstrin homology-like domain, family A, member 1	NM_007350	12q15
225524_at	Mesenchymal	ANTXR2	anthrax toxin receptor 2	NM_058172	4q21.3
227295_at	Mesenchymal	IKIP	IKK interacting protein	NM_153687 /// NM_201612 /// NM_201613 /// NM_201614	12q23.1
242438_at	Mesenchymal	ASXL1	additional sex combs like 1 (Drosophila)	---	20q11.1
211042_x_at	Mesenchymal	MCAM	melanoma cell adhesion molecule	NM_006500	11q23.3
211126_s_at	Mesenchymal	CSRP2	cysteine and glycine-rich protein 2	NM_001321	12q21.1
237624_at	Mesenchymal		Transcribed sequences	NM_001846
218236_s_at	Mesenchymal	PRKCN	protein kinase C, nu	NM_005813	2p21
225688_s_at	Mesenchymal	PHLDB2	pleckstrin homology-like domain, family B, member 2	NM_145753	3q13.13
224927_at	Mesenchymal	KIAA1949	KIAA1949	---	6p21.3
206382_s_at	Mesenchymal	BDNF	brain-derived neurotrophic factor	NM_001709 /// NM_170731 /// NM_170732 /// NM_170733 /// NM_170734 /// NM_170735	11p13
223095_at	Mesenchymal	MRVLDC1	MARVEL (membrane-associating) domain containing 1	NM_031484	10q24.2
213358_at	Mesenchymal	KIAA0802	KIAA0802	NM_015210	18p11.22
209774_x_at	Mesenchymal	CXCL2	chemokine (C-X-C motif) ligand 2	NM_002089	4q21
220407_s_at	Mesenchymal	TGFB2	transforming growth factor, beta 2	NM_003238	1q41
218651_s_at	Mesenchymal	FLJ11196	acheron	NM_018357 /// NM_197958	15q22.32
223266_at	Mesenchymal	ALS2CR2	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2	NM_018571	2q33-q34
201012_at	Mesenchymal	ANXA1	annexin A1	NM_000700	9q12-q21.2
210933_s_at	Mesenchymal	MGC4655	hypothetical protein MGC4655	NM_003088	16q22.1
202094_at	Mesenchymal	BIRC5	baculoviral IAP repeat-containing 5 (survivin)	NM_001012270 /// NM_001012271 /// NM_001168	17q25
206332_s_at	Mesenchymal	IFI16	interferon, gamma-inducible protein 16	NM_005531	1q22
227140_at	Mesenchymal		CDNA FLJ11041 fis, clone PLACE1004405	NM_002192
203329_at	Mesenchymal	PTPRM	protein tyrosine phosphatase, receptor type, M	NM_002845	18p11.2
201860_s_at	Mesenchymal	PLAT	plasminogen activator, tissue	NM_000930 /// NM_000931 /// NM_033011	8p12
226103_at	Mesenchymal	NEXN	nexilin (F actin binding protein)	NM_144573	1p31.1
227239_at	Mesenchymal	DRCTNNB1A	down-regulated by Ctnnb1, a	NM_032581	7p15.3
223005_s_at	Mesenchymal	C9orf5	chromosome 9 open reading frame 5	NM_032012	9q31
204489_s_at	Mesenchymal	CD44	CD44 antigen (homing function and Indian blood group system)	NM_000610 /// NM_001001389 /// NM_001001390 /// NM_001001391 /// NM_001001392	11p13
44702_at	Mesenchymal	7h3	hypothetical protein FLJ13511	NM_033025	19p13.13
209087_x_at	Mesenchymal	MCAM	melanoma cell adhesion molecule	NM_006500	11q23.3
214771_x_at	Mesenchymal	M-RIP	myosin phosphatase-Rho interacting protein	NM_015134 /// NM_201274	17p11.2
228950_s_at	Mesenchymal	FLJ23091	putative NFkB activating protein 373	NM_001002292 /// NM_024911	1p31.2
221029_s_at	Mesenchymal	WNT5B	wingless-type MMTV integration site family, member 5B	NM_030775 /// NM_032642	12p13.3
219654_at	Mesenchymal	PTPLA	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a	NM_014241	10p14-p13
211668_s_at	Mesenchymal	PLAU	plasminogen activator, urokinase	NM_002658	10q24
212234_at	Mesenchymal	ASXL1	additional sex combs like 1 (Drosophila)	NM_015338	20q11.1
208178_x_at	Mesenchymal	TRIO	triple functional domain (PTPRF interacting)	NM_007118	5p15.1-p14
226342_at	Mesenchymal	SPTBN1	spectrin, beta, non-erythrocytic 1	NM_003128 /// NM_178313	2p21
226847_at	Mesenchymal	FST	follistatin	NM_006350 /// NM_013409	5q11.2
224352_s_at	Mesenchymal	CFL2	cofilin 2 (muscle)	NM_021914 /// NM_138638	14q12
201506_at	Mesenchymal	TGFBI	transforming growth factor, beta-induced, 68kDa	NM_000358	5q31
241435_at	Mesenchymal		Transcribed sequences	NM_005238
212350_at	Mesenchymal	TBC1D1	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1	/// NM_015173	4p14
202794_at	Mesenchymal	INPP1	inositol polyphosphate-1-phosphatase	NM_002194	2q32
213865_at	Mesenchymal	DCBLD2	discoidin, CUB and LCCL domain containing 2	NM_080927	3q12.2
205401_at	Mesenchymal	AGPS	alkylglycerone phosphate synthase	NM_003659	2q31
218847_at	Mesenchymal	IMP-2	IGF-II mRNA-binding protein 2	NM_001007225 /// NM_006548	3q28
208931_s_at	Mesenchymal	ILF3	interleukin enhancer binding factor 3, 90kDa	NM_004516 /// NM_012218 /// NM_153464	19p13.2
212702_s_at	Mesenchymal	BICD2	bicaudal D homolog 2 (Drosophila)	NM_001003800 /// NM_015250	9q22.32
212063_at	Mesenchymal	CD44	CD44 antigen (homing function and Indian blood group system)	NM_000610 /// NM_001001389 /// NM_001001390 /// NM_001001391 /// NM_001001392	11p13
228452_at	Mesenchymal	C17orf39	chromosome 17 open reading frame 39	NM_024052	17p11.2
225790_at	Mesenchymal	LOC253827	hypothetical protein LOC253827	---	12q14.1
