Probe Set ID	Cluster Figure 1	Gene Symbol	Gene Name	RefSeq Transcript ID	Chrom . Loc.
1558116_x_at	Basal	RECK	Reversion-inducing-cysteine-rich protein with kazal motifs	NM_021111	9p13-p12
211006_s_at	Basal	KCNB1	potassium voltage-gated channel, Shab-related subfamily, member 1	NM_004975	20q13.2
225345_s_at	Basal	FBXO32	F-box protein 32	NM_058229 /// NM_148177	8q24.13
225803_at	Basal	FBXO32	F-box protein 32	NM_058229 /// NM_148177	8q24.13
225328_at	Basal	FBXO32	F-box protein 32	NM_058229 /// NM_148177	8q24.13
225801_at	Basal	FBXO32	F-box protein 32	NM_058229 /// NM_148177	8q24.13
241763_s_at	Basal
232573_at	Basal	FBXO32	F-box protein 32	NM_058229 /// NM_148177	8q24.13
241762_at	Basal
212089_at	Basal	LMNA	lamin A/C	NM_005572 /// NM_170707 /// NM_170708	1q21.2-q21.3
212086_x_at	Basal	LMNA	lamin A/C	NM_005572 /// NM_170707 /// NM_170708	1q21.2-q21.3
203411_s_at	Basal	LMNA	lamin A/C	NM_005572 /// NM_170707 /// NM_170708	1q21.2-q21.3
1554600_s_at	Basal	LMNA	lamin A/C	NM_005572 /// NM_170707 /// NM_170708	1q21.2-q21.3
232925_at	Basal	EGFR	Epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	NM_005228 /// NM_201282 /// NM_201283 /// NM_201284	7p12
232541_at	Basal	EGFR	Epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	NM_005228 /// NM_201282 /// NM_201283 /// NM_201284	7p12
224999_at	Basal	EGFR	Epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	NM_005228 /// NM_201282 /// NM_201283 /// NM_201284	7p12
201983_s_at	Basal	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	NM_005228 /// NM_201282 /// NM_201283 /// NM_201284	7p12
211002_s_at	Basal	TRIM29	tripartite motif-containing 29	NM_012101 /// NM_058193	11q22-q23
202504_at	Basal	TRIM29	tripartite motif-containing 29	NM_012101 /// NM_058193	11q22-q23
203074_at	Basal	ANXA8	annexin A8	NM_001630	10q11.2
201820_at	Basal	KRT5	keratin 5 (epidermolysis bullosa simplex, Dowling-Meara/Kobner/Weber-Cockayne types)	NM_000424	12q12-q13
212236_x_at	Basal	KRT17	keratin 17	NM_000422	17q12-q21
205157_s_at	Basal	KRT17	keratin 17	NM_000422	17q12-q21
209191_at	Basal	TUBB6	tubulin, beta 6	NM_032525	18p11.21
213680_at	Basal	KRT6B	keratin 6B	NM_005555	12q12-q13
209126_x_at	Basal	KRT6B	keratin 6B	NM_005555	12q12-q13
204452_s_at	Basal	FZD1	frizzled homolog 1 (Drosophila)	NM_003505	7q21
204451_at	Basal	FZD1	frizzled homolog 1 (Drosophila)	NM_003505	7q21
213746_s_at	Basal	FLNA	filamin A, alpha (actin binding protein 280)	NM_001456	Xq28
214752_x_at	Basal	FLNA	filamin A, alpha (actin binding protein 280)	NM_001456	Xq28
200859_x_at	Basal	FLNA	filamin A, alpha (actin binding protein 280)	NM_001456	Xq28
208636_at	Basal	ACTN1	Actinin, alpha 1	NM_001102	14q24.1-q24.2
211160_x_at	Basal	ACTN1	actinin, alpha 1	NM_001102	14q24.1-q24.2|14q24|14q22-q24
208637_x_at	Basal	ACTN1	actinin, alpha 1	NM_001102	14q24.1-q24.2|14q24|14q22-q24
204083_s_at	Basal	TPM2	tropomyosin 2 (beta)	NM_003289 /// NM_213674	9p13.2-p13.1
200931_s_at	Basal	VCL	vinculin	NM_003373 /// NM_014000	10q22.1-q23
225258_at	Basal	FBLP-1	filamin-binding LIM protein-1	NM_017556	1p36.13
1555480_a_at	Basal	FBLP-1	filamin-binding LIM protein-1	NM_017556	1p36.13
209948_at	Basal	KCNMB1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	NM_004137	5q34
202274_at	Basal	ACTG2	actin, gamma 2, smooth muscle, enteric	NM_001615	2p13.1
210986_s_at	Basal	TPM1	tropomyosin 1 (alpha)	NM_000366	15q22.1
210987_x_at	Basal	TPM1	tropomyosin 1 (alpha)	NM_000366	15q22.1
206116_s_at	Basal	TPM1	tropomyosin 1 (alpha)	NM_000366	15q22.1
212294_at	Basal	GNG12	guanine nucleotide binding protein (G protein), gamma 12	NM_018841	1p31.2
217728_at	Basal	S100A6	S100 calcium binding protein A6 (calcyclin)	NM_014624	1q21
200872_at	Basal	S100A10	S100 calcium binding protein A10 (annexin II ligand, calpactin I, light polypeptide (p11))	NM_002966	1q21
208816_x_at	Basal	ANXA2P2	annexin A2 pseudogene 2		9p13
213503_x_at	Basal	ANXA2	annexin A2	NM_001002857 /// NM_001002858 /// NM_004039	15q21-q22
210427_x_at	Basal	ANXA2	annexin A2	NM_001002857 /// NM_001002858 /// NM_004039	15q21-q22
201590_x_at	Basal	ANXA2	annexin A2	NM_001002857 /// NM_001002858 /// NM_004039	15q21-q22
200782_at	Basal	ANXA5	annexin A5	NM_001154	4q26-q28|4q28-q32
217730_at	Basal	PP1201	PP1201 protein	NM_022152	2p24.3-p24.1
212463_at	Basal	CD59	CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)	NM_000611 /// NM_203329 /// NM_203330 /// NM_203331	11p13
200985_s_at	Basal	CD59	CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)	NM_000611 /// NM_203329 /// NM_203330 /// NM_203331	11p13
200984_s_at	Basal	CD59	CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)	NM_000611 /// NM_203329 /// NM_203330 /// NM_203331	11p13
200983_x_at	Basal	CD59	CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)	NM_000611 /// NM_203329 /// NM_203330 /// NM_203331	11p13
201012_at	Basal	ANXA1	annexin A1	NM_000700	9q12-q21.2|9q12-q21.2
218723_s_at	Basal	RGC32	response gene to complement 32	NM_014059	13q14.11
228268_at	Basal	FMO2	flavin containing monooxygenase 2	NM_001460	1q23-q25
211726_s_at	Basal	FMO2	flavin containing monooxygenase 2 /// flavin containing monooxygenase 2	NM_001460	1q23-q25
823_at	Basal	CX3CL1	chemokine (C-X3-C motif) ligand 1	NM_002996	16q13
203687_at	Basal	CX3CL1	chemokine (C-X3-C motif) ligand 1	NM_002996	16q13
209183_s_at	Basal	C10orf10	chromosome 10 open reading frame 10	NM_007021	10q11.21
205363_at	Basal	BBOX1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1	NM_003986	11p14.2
203088_at	Basal	FBLN5	fibulin 5	NM_006329	14q32.1
214456_x_at	Basal	SAA1	serum amyloid A1	NM_000331 /// NM_199161	11p15.1
208607_s_at	Basal	SAA1 /// SAA2	serum amyloid A1 /// serum amyloid A1 /// serum amyloid A2 /// serum amyloid A2	NM_000331 /// NM_030754 /// NM_199161	11p15.1 /// 11p15.1-p14
209774_x_at	Basal	CXCL2	chemokine (C-X-C motif) ligand 2	NM_002089	4q21
219795_at	Basal	SLC6A14	solute carrier family 6 (amino acid transporter), member 14	NM_007231	Xq23-q24
213456_at	Basal	SOSTDC1	sclerostin domain containing 1	NM_015464	7p21.1
1552848_a_at	Basal	PTCHD1	patched domain containing 1	NM_173495	Xp22.11
212923_s_at	Basal	C6orf145	chromosome 6 open reading frame 145	NM_183373	6p25.2
239381_at	Basal	KLK7	kallikrein 7 (chymotryptic, stratum corneum)	NM_005046 /// NM_139277	19q13.41
205778_at	Basal	KLK7	kallikrein 7 (chymotryptic, stratum corneum)	NM_005046 /// NM_139277	19q13.41
209792_s_at	Basal	KLK10	kallikrein 10	NM_002776 /// NM_145888	19q13.3-q13.4
222242_s_at	Basal	KLK5	kallikrein 5	NM_012427	19q13.3-q13.4
204733_at	Basal	KLK6	kallikrein 6 (neurosin, zyme)	NM_001012964 /// NM_001012965 /// NM_001012966 /// NM_002774	19q13.3
229341_at	Basal	TFCP2L1	Transcription factor CP2-like 1	NM_014553	2q14
244384_at	Basal	TFCP2L1	Transcription factor CP2-like 1	NM_014553	2q14
227642_at	Basal	TFCP2L1	Transcription factor CP2-like 1	NM_014553	2q14
219735_s_at	Basal	TFCP2L1	transcription factor CP2-like 1	NM_014553	2q14
228865_at	Basal	SARG	specifically androgen-regulated protein	NM_023938	1q32.1
219476_at	Basal	SARG	specifically androgen-regulated protein	NM_023938	1q32.1
203021_at	Basal	SLPI	secretory leukocyte protease inhibitor (antileukoproteinase)	NM_003064	20q12
204734_at	Basal	KRT15	keratin 15	NM_002275	17q21.2
209351_at	Basal	KRT14	keratin 14 (epidermolysis bullosa simplex, Dowling-Meara, Koebner)	NM_000526	17q12-q21
225745_at	12p13	LRP6	Low density lipoprotein receptor-related protein 6	NM_002336	12p11-p13
235056_at	12p13	ETV6	ets variant gene 6 (TEL oncogene)	NM_001987	12p13
225764_at	12p13	ETV6	ets variant gene 6 (TEL oncogene)	NM_001987	12p13
239364_at	12p13
209363_s_at	12p13	SURB7	SRB7 suppressor of RNA polymerase B homolog (yeast)	NM_004264	12p11.23
209362_at	12p13	SURB7	SRB7 suppressor of RNA polymerase B homolog (yeast)	NM_004264	12p11.23
213145_at	12p13	FBXL14	F-box and leucine-rich repeat protein 14	NM_152441	12p13.33
221847_at	12p13	LOC440123	LOC440123	XM_498557	12p13.33
225889_at	12p13	AEBP2	AE binding protein 2	NM_153207	12p12.3
200870_at	12p13	STRAP	serine/threonine kinase receptor associated protein	NM_007178	12p12.3
218102_at	12p13	DERA	2-deoxyribose-5-phosphate aldolase homolog (C. elegans)	NM_015954	12p12.3
222552_at	12p13	GOLT1B	golgi transport 1 homolog B (S. cerevisiae)	NM_016072	12p12.1
218193_s_at	12p13	GOLT1B	golgi transport 1 homolog B (S. cerevisiae)	NM_016072	12p12.1
218111_s_at	12p13	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase	NM_018686	12p12.1
217822_at	12p13	WBP11	WW domain binding protein 11	NM_016312	12p12.3
217821_s_at	12p13	WBP11	WW domain binding protein 11	NM_016312	12p12.3
220890_s_at	12p13	DDX47	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	NM_016355 /// NM_201224	12p13.2
214427_at	12p13	NOL1	nucleolar protein 1, 120kDa	NM_006170	12p13
201774_s_at	12p13	CNAP1	chromosome condensation-related SMC-associated protein 1	NM_014865	12p13.3
213011_s_at	12p13	TPI1	triosephosphate isomerase 1	NM_000365	12p13
200822_x_at	12p13	TPI1	triosephosphate isomerase 1	NM_000365	12p13
217398_x_at	12p13	GAPD	glyceraldehyde-3-phosphate dehydrogenase	NM_002046	12p13
213453_x_at	12p13	GAPD	glyceraldehyde-3-phosphate dehydrogenase	NM_002046	12p13
212581_x_at	12p13	GAPD	glyceraldehyde-3-phosphate dehydrogenase	NM_002046	12p13
234954_at	12p13
209233_at	12p13	C2F	C2f protein	NM_006331	12p13
201600_at	12p13	PHB2	prohibitin 2	NM_007273	12p13
208969_at	12p13	NDUFA9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa	NM_005002	12p13.3
224334_s_at	12p13	MRPL51	mitochondrial ribosomal protein L51 /// mitochondrial ribosomal protein L51	NM_016497	12p13.3-p13.1
223086_x_at	12p13	MRPL51	mitochondrial ribosomal protein L51	NM_016497	12p13.3-p13.1
203005_at	12p13	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)	NM_002342	12p13
200948_at	12p13	MLF2	myeloid leukemia factor 2	NM_005439	12p13
203244_at	12p13	PEX5	peroxisomal biogenesis factor 5	NM_000319	12p13.3
200901_s_at	12p13	M6PR	mannose-6-phosphate receptor (cation dependent)	NM_002355	12p13
200900_s_at	12p13	M6PR	mannose-6-phosphate receptor (cation dependent)	NM_002355	12p13
226478_at	12p13	TM7SF3	Transmembrane 7 superfamily member 3	NM_016551	12q11-q12
222477_s_at	12p13	TM7SF3	transmembrane 7 superfamily member 3	NM_016551	12q11-q12
221652_s_at	12p13	C12orf11	chromosome 12 open reading frame 11	NM_018164	12p11.23
209029_at	12p13	COPS7A	COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis)	NM_016319	12p13.31
200895_s_at	12p13	FKBP4	FK506 binding protein 4, 59kDa	NM_002014	12p13.33
200894_s_at	12p13	FKBP4	FK506 binding protein 4, 59kDa	NM_002014	12p13.33
201346_at	12p13	ADIPOR2	adiponectin receptor 2	NM_024551	12p13.31
217942_at	12p13	MRPS35	mitochondrial ribosomal protein S35	NM_021821	12p11
223035_s_at	Proliferation	FARSLB	phenylalanine-tRNA synthetase-like, beta subunit	NM_005687	2q36.1
211951_at	Proliferation	NOLC1	nucleolar and coiled-body phosphoprotein 1	NM_004741	10q24.32
201391_at	Proliferation	TRAP1	TNF receptor-associated protein 1	NM_016292	16p13.3
223335_at	Proliferation	LOC51249	hypothetical protein LOC51249	NM_016486	1p34.1
200610_s_at	Proliferation	NCL	nucleolin	NM_005381	2q12-qter
200955_at	Proliferation	IMMT	inner membrane protein, mitochondrial (mitofilin)	NM_006839	2p11.2|2
201342_at	Proliferation	SNRPC	small nuclear ribonucleoprotein polypeptide C	NM_003093	6p21.31
201516_at	Proliferation	SRM	spermidine synthase	NM_003132	1p36-p22
228260_at	Proliferation	ELAVL2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)	NM_004432	9p21
212973_at	Proliferation	RPIA	ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase)	NM_144563	2p11.2
226496_at	Proliferation	ZCCHC7	zinc finger, CCHC domain containing 7	NM_032226	9p13.2
224789_at	Proliferation	WDR40A	WD repeat domain 40A	NM_015397	9p13.3
212693_at	Proliferation	MDN1	MDN1, midasin homolog (yeast)	NM_014611	6q15
242008_at	Proliferation	AGTPBP1	ATP/GTP binding protein 1	NM_015239	9q21.33
204500_s_at	Proliferation	AGTPBP1	ATP/GTP binding protein 1	NM_015239	9q21.33
223773_s_at	Proliferation	LOC85028	PNAS-123	XM_378848	1p35.3
215011_at	Proliferation	RNU17D	RNA, U17D small nucleolar		1p36.1
224217_s_at	Proliferation	FAF1	Fas (TNFRSF6) associated factor 1	NM_007051 /// NM_131917	1p33
218080_x_at	Proliferation	FAF1	Fas (TNFRSF6) associated factor 1	NM_007051 /// NM_131917	1p33
214957_at	Proliferation	LOC81569	actin like protein	NM_030812	1p36.2-p35
241976_at	Proliferation
230671_at	Proliferation		Full length insert cDNA clone ZD43G04
206089_at	Proliferation	NELL1	NEL-like 1 (chicken)	NM_006157	11p15.2-p15.1
225942_at	Proliferation	NLN	neurolysin (metallopeptidase M3 family)	NM_020726	5q12.3
200881_s_at	Proliferation	DNAJA1	DnaJ (Hsp40) homolog, subfamily A, member 1	NM_001539	9p13-p12
200880_at	Proliferation	DNAJA1	DnaJ (Hsp40) homolog, subfamily A, member 1	NM_001539	9p13-p12
200812_at	Proliferation	CCT7	chaperonin containing TCP1, subunit 7 (eta)	NM_001009570 /// NM_006429	2p13.2
214484_s_at	Proliferation	OPRS1	opioid receptor, sigma 1	NM_005866 /// NM_147157 /// NM_147158 /// NM_147159 /// NM_147160	9p13.3
201692_at	Proliferation	OPRS1	opioid receptor, sigma 1	NM_005866 /// NM_147157 /// NM_147158 /// NM_147159 /// NM_147160	9p13.3
215416_s_at	Proliferation	STOML2	stomatin (EPB72)-like 2	NM_013442	9p13.1
212955_s_at	Proliferation	POLR2I	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa	NM_006233	19q12
218997_at	Proliferation	PAF53	RNA polymerase I associated factor 53	NM_022490	9p13.2
1568997_at	Proliferation	PAF53	RNA polymerase I associated factor 53	NM_022490	9p13.2
226116_at	Proliferation		CDNA FLJ12540 fis, clone NT2RM4000425
203277_at	Proliferation	DFFA	DNA fragmentation factor, 45kDa, alpha polypeptide	NM_004401 /// NM_213566	1p36.3-p36.2
215947_s_at	Proliferation	FLJ14668	hypothetical protein FLJ14668	NM_032822	2p13.3
213420_at	Proliferation	DHX57	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57	NM_144995 /// NM_145646 /// NM_198963	2p22.1
214011_s_at	Proliferation	HSPC111	hypothetical protein HSPC111	NM_016391	5q35.2
209104_s_at	Proliferation	NOLA2	nucleolar protein family A, member 2 (H/ACA small nucleolar RNPs)	NM_017838	5q35.3
212175_s_at	Proliferation	AK2	adenylate kinase 2	NM_001625 /// NM_013411 /// NM_172199	1p34
201491_at	Proliferation	AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	NM_012111	14q23.3-31
201433_s_at	Proliferation	PTDSS1	phosphatidylserine synthase 1	NM_014754	8q22
214240_at	Proliferation	GAL	galanin	NM_015973	11q13.2
202483_s_at	Proliferation	RANBP1	RAN binding protein 1	NM_002882	22q11.21
209644_x_at	Proliferation	CDKN2A	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)	NM_000077 /// NM_058195 /// NM_058197	9p21
207039_at	Proliferation	CDKN2A	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)	NM_000077 /// NM_058195 /// NM_058197	9p21
213523_at	Proliferation	CCNE1	cyclin E1	NM_001238 /// NM_057182	19q12
233419_at	Proliferation		CDNA FLJ11851 fis, clone HEMBA1006744
221839_s_at	Proliferation	UBAP2	ubiquitin associated protein 2	NM_018449 /// NM_020867 /// NM_148171	9p13.3
219192_at	Proliferation	UBAP2	ubiquitin associated protein 2	NM_018449 /// NM_020867 /// NM_148171	9p13.3
223014_at	Proliferation	UBE2R2	ubiquitin-conjugating enzyme E2R 2	NM_017811	9p13.3
226915_s_at	Proliferation	ARPC5L	actin related protein 2/3 complex, subunit 5-like	NM_030978	9q33.3
220966_x_at	Proliferation	ARPC5L	actin related protein 2/3 complex, subunit 5-like /// actin related protein 2/3 complex, subunit 5-like	NM_030978	9q33.3
208002_s_at	Proliferation	BACH	brain acyl-CoA hydrolase	NM_007274 /// NM_181862 /// NM_181863 /// NM_181864 /// NM_181865 /// NM_181866	1p36.31-p36.11
225289_at	Proliferation	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	NM_003150 /// NM_139276 /// NM_213662	17q21.31
35201_at	Proliferation	HNRPL	heterogeneous nuclear ribonucleoprotein L	NM_001005335 /// NM_001533	19q13.2
202072_at	Proliferation	HNRPL	heterogeneous nuclear ribonucleoprotein L	NM_001005335 /// NM_001533	19q13.2
208975_s_at	Proliferation	KPNB1	karyopherin (importin) beta 1	NM_002265	17q21.32
202416_at	Proliferation	DNAJC7	DnaJ (Hsp40) homolog, subfamily C, member 7	NM_003315	17q11.2
222398_s_at	Proliferation	U5-116KD	U5 snRNP-specific protein, 116 kD	NM_004247	17q21.31
209852_x_at	Proliferation	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	NM_005789 /// NM_176863	17q21
201714_at	Proliferation	TUBG1	tubulin, gamma 1	NM_001070	17q21
223649_s_at	Proliferation	CGI-69	CGI-69 protein	NM_016016	17q12
212532_s_at	Proliferation	FLJ30656	hypothetical protein FLJ30656	NM_152344	17q21.31
219202_at	Proliferation	RHBDL6	rhomboid, veinlet-like 6 (Drosophila)	NM_001005498 /// NM_024599	17q25.1
218473_s_at	Proliferation	GLT25D1	glycosyltransferase 25 domain containing 1	NM_024656	19p13.11
228955_at	Proliferation		Homo sapiens, clone IMAGE:4753714, mRNA
208433_s_at	Proliferation	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	NM_004631 /// NM_017522 /// NM_033300	1p34
205282_at	Proliferation	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	NM_004631 /// NM_017522 /// NM_033300	1p34
209186_at	Proliferation	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	NM_001681 /// NM_170665	12q23-q24.1
226473_at	Proliferation	CBX2	chromobox homolog 2 (Pc class homolog, Drosophila)	NM_005189 /// NM_032647	17q25.3
230361_at	Proliferation	KIAA1833	hypothetical protein KIAA1833	XM_114611 /// XM_378044	8q24.3
228361_at	Proliferation	E2F2	E2F transcription factor 2	NM_004091	1p36
225601_at	Proliferation		Homo sapiens, clone IMAGE:3865213, mRNA
201202_at	Proliferation	PCNA	proliferating cell nuclear antigen	NM_002592 /// NM_182649	20pter-p12
222993_at	Proliferation	MRPL37	mitochondrial ribosomal protein L37	NM_016491	1p32.1
215084_s_at	Proliferation	MGC8974	hypothetical protein MGC8974	NM_052940	1p33-p32.1
234672_s_at	Proliferation	FLJ10407	hypothetical protein FLJ10407	NM_018087	1p32.3
212378_at	Proliferation	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	NM_000819 /// NM_175085	21q22.1|21q22.11
224523_s_at	Proliferation	MGC4308	hypothetical protein MGC4308 /// hypothetical protein MGC4308	NM_032359	3q12.1
201614_s_at	Proliferation	RUVBL1	RuvB-like 1 (E. coli)	NM_003707	3q21
228559_at	Proliferation		CDNA clone IMAGE:6043059, partial cds
201195_s_at	Proliferation	SLC7A5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	NM_003486	16q24.3
213911_s_at	Proliferation	H2AFZ	H2A histone family, member Z	NM_002106	4q24
200853_at	Proliferation	H2AFZ	H2A histone family, member Z	NM_002106	4q24
204170_s_at	Proliferation	CKS2	CDC28 protein kinase regulatory subunit 2	NM_001827	9q22
223274_at	Proliferation	TCF19	transcription factor 19 (SC1)	NM_007109	6p21.3
209680_s_at	Proliferation	KIFC1	kinesin family member C1	XM_371813	6p21.3
211931_s_at	Proliferation	HNRPA3P1 /// HNRPA3	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1 /// heterogeneous nuclear ribonucleoprotein A3	NM_194247 /// XR_000199	10q11.21 /// 2q31.2
1554408_a_at	Proliferation	TK1	thymidine kinase 1, soluble	NM_003258	17q23.2-q25.3
202613_at	Proliferation	CTPS	CTP synthase	NM_001905	1p34.1
218308_at	Proliferation	TACC3	transforming, acidic coiled-coil containing protein 3	NM_006342	4p16.3
229490_s_at	Proliferation	IQGAP3	IQ motif containing GTPase activating protein 3	NM_178229	1q22
201555_at	Proliferation	MCM3	MCM3 minichromosome maintenance deficient 3 (S. cerevisiae)	NM_002388	6p12
201697_s_at	Proliferation	DNMT1	DNA (cytosine-5-)-methyltransferase 1	NM_001379	19p13.2
202107_s_at	Proliferation	MCM2	MCM2 minichromosome maintenance deficient 2, mitotin (S. cerevisiae)	NM_004526	3q21
201930_at	Proliferation	MCM6	MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)	NM_005915	2q21
202589_at	Proliferation	TYMS	thymidylate synthetase	NM_001071	18p11.32
1554696_s_at	Proliferation	TYMS	thymidylate synthetase	NM_001071	18p11.32
202779_s_at	Proliferation	UBE2S	ubiquitin-conjugating enzyme E2S	NM_014501	19q13.43
219588_s_at	Proliferation	MTB	more than blood homolog	NM_017760	7q36.3
204026_s_at	Proliferation	ZWINT	ZW10 interactor	NM_001005413 /// NM_001005414 /// NM_007057 /// NM_032997	10q21-q22
201291_s_at	Proliferation	TOP2A	topoisomerase (DNA) II alpha 170kDa	NM_001067	17q21-q22
203744_at	Proliferation	HMGB3	high-mobility group box 3	NM_005342	Xq28
225655_at	Proliferation	UHRF1	ubiquitin-like, containing PHD and RING finger domains, 1	NM_013282	19p13.3
218883_s_at	Proliferation	MLF1IP	MLF1 interacting protein	NM_024629	4q35.1
218585_s_at	Proliferation	RAMP	RA-regulated nuclear matrix-associated protein	NM_016448
221922_at	Proliferation	GPSM2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	NM_013296	1p13.3
205240_at	Proliferation	GPSM2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	NM_013296	1p13.3
208079_s_at	Proliferation	STK6	serine/threonine kinase 6	NM_003600 /// NM_198433 /// NM_198434 /// NM_198435 /// NM_198436 /// NM_198437	20q13.2-q13.3
204092_s_at	Proliferation	STK6	serine/threonine kinase 6	NM_003600 /// NM_198433 /// NM_198434 /// NM_198435 /// NM_198436 /// NM_198437	20q13.2-q13.3
219148_at	Proliferation	PBK	PDZ binding kinase	NM_018492	8p21.2
222740_at	Proliferation	ATAD2	ATPase family, AAA domain containing 2	NM_014109	8q24.13
218782_s_at	Proliferation	ATAD2	ATPase family, AAA domain containing 2	NM_014109	8q24.13
209773_s_at	Proliferation	RRM2	ribonucleotide reductase M2 polypeptide	NM_001034	2p25-p24
201890_at	Proliferation	RRM2	ribonucleotide reductase M2 polypeptide	NM_001034	2p25-p24
218009_s_at	Proliferation	PRC1	protein regulator of cytokinesis 1	NM_003981 /// NM_199413 /// NM_199414	15q26.1
213007_at	Proliferation	FLJ10719	hypothetical protein FLJ10719	NM_018193	15q25-q26
212022_s_at	Proliferation	MKI67	antigen identified by monoclonal antibody Ki-67	NM_002417	10q25-qter
212021_s_at	Proliferation	MKI67	antigen identified by monoclonal antibody Ki-67	NM_002417	10q25-qter
203358_s_at	Proliferation	EZH2	enhancer of zeste homolog 2 (Drosophila)	NM_004456 /// NM_152998	7q35-q36
222077_s_at	Proliferation	RACGAP1	Rac GTPase activating protein 1	NM_013277	12q13.12
219787_s_at	Proliferation	ECT2	epithelial cell transforming sequence 2 oncogene	NM_018098	3q26.1-q26.2
203213_at	Proliferation	CDC2	Cell division cycle 2, G1 to S and G2 to M	NM_001786 /// NM_033379	10q21.1
206102_at	Proliferation	KIAA0186	KIAA0186 gene product	XM_375911	20p11.21
201292_at	Proliferation	TOP2A	topoisomerase (DNA) II alpha 170kDa	NM_001067	17q21-q22
202095_s_at	Proliferation	BIRC5	baculoviral IAP repeat-containing 5 (survivin)	NM_001012270 /// NM_001012271 /// NM_001168	17q25
228273_at	Proliferation	FLJ11029	Hypothetical protein FLJ11029	NM_018304	17q23.2
204822_at	Proliferation	TTK	TTK protein kinase	NM_003318	6q13-q21
225834_at	Proliferation	MGC57827	Similar to RIKEN cDNA 2700049P18 gene	NM_207418
214710_s_at	Proliferation	CCNB1	cyclin B1	NM_031966	5q12
202580_x_at	Proliferation	FOXM1	forkhead box M1	NM_021953 /// NM_202002 /// NM_202003	12p13
223307_at	Proliferation	CDCA3	cell division cycle associated 3	NM_031299	12p13
221436_s_at	Proliferation	CDCA3	cell division cycle associated 3 /// cell division cycle associated 3	NM_031299	12p13
202705_at	Proliferation	CCNB2	cyclin B2	NM_004701	15q22.2
222608_s_at	Proliferation	ANLN	anillin, actin binding protein (scraps homolog, Drosophila)	NM_018685	7p15-p14
1552619_a_at	Proliferation	ANLN	anillin, actin binding protein (scraps homolog, Drosophila)	NM_018685	7p15-p14
202954_at	Proliferation	UBE2C	ubiquitin-conjugating enzyme E2C	NM_007019 /// NM_181799 /// NM_181800 /// NM_181801 /// NM_181802 /// NM_181803	20q13.12
204825_at	Proliferation	MELK	maternal embryonic leucine zipper kinase	NM_014791	9p13.2
210052_s_at	Proliferation	TPX2	TPX2, microtubule-associated protein homolog (Xenopus laevis)	NM_012112	20q11.2
219918_s_at	Proliferation	ASPM	asp (abnormal spindle)-like, microcephaly associated (Drosophila)	NM_018136	1q31
207828_s_at	Proliferation	CENPF	centromere protein F, 350/400ka (mitosin)	NM_016343	1q32-q41
218039_at	Proliferation	NUSAP1	nucleolar and spindle associated protein 1	NM_016359 /// NM_018454	15q15.1
203755_at	Proliferation	BUB1B	BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)	NM_001211	15q15
225687_at	Proliferation	C20orf129	chromosome 20 open reading frame 129	NM_030919	20q11.22-q12
