Chromosome	TCM score	Gene Symbol	Title	ProbeSet Affymetrix HG-U133A&B	Cytoband	Position (kb)
16	6.163	KIAA0233	KIAA0233 gene product	202771_at	16q24.3	88525
16	5.385	APRT	adenine phosphoribosyltransferase	213892_s_at	16q24.3	88620
16	5.024	GALNS	galactosamine (N-acetyl)-6-sulfate sulfatase (Morquio syndrome, mucopolysaccharidosis type IVA)	206335_at	16q24.3	88624
16	4.731	LOC51693	unknown	218354_at	16q24.3	88667
16	3.655	LOC197322	hypothetical protein LOC197322	227464_at	16q24.3	88964
16	3.592	LZ16	nasopharyngeal carcinoma susceptibility protein	226012_at	16q24.3	89096
16	4.279	SPG7	spastic paraplegia 7, paraplegin (pure and complicated autosomal recessive)	230885_at	16q24.3	89358
16	4.373	PCOLN3	procollagen (type III) N-endopeptidase	201933_at	16q24.3	89454
16	3.435	FLJ31606	hypothetical protein FLJ31606	229660_at	16q24.3	89480
16	3.746	CDK10	cyclin-dependent kinase (CDC2-like) 10	203468_at	16q24.3	89506
16	5.316	MGC26885	hypothetical protein MGC26885	214965_at	16q24.3	89506
16	4.725	C16orf7	chromosome 16 open reading frame 7	205781_at	16q24.3	89517
16	4.288	FANCA	Fanconi anemia, complementation group A	236976_at	16q24.3	89601
17	4.286	CRK	v-crk sarcoma virus CT10 oncogene homolog (avian)	202226_s_at	17p13.3	1532
17	5.618	PITPN	phosphotidylinositol transfer protein	201191_at	17p13.3	1628
17	4.571	PRPF8	PRP8 pre-mRNA processing factor 8 homolog (yeast)	200000_s_at	17p13.3	1760
17	3.413	MGC14376	hypothetical protein MGC14376	214696_at	17p13.3	1821
17	3.392	FLJ33817	hypothetical protein FLJ33817	226738_at	17p13.3	1847
17	4.147	KIAA1936	KIAA1936 protein	229175_at	17p13.3	1889
17	3.78	RPA1	replication protein A1, 70kDa	201528_at	17p13.3	2007
17	4.377	KIAA0397	KIAA0397 gene product	36129_at	17p13.3	2490
17	3.411	MNT	MAX binding protein	204206_at	17p13.3	2493
17	3.381	MGC3329	hypothetical protein MGC3329	238931_at	17p13.3	2527
17	3.475	OR1A1	olfactory receptor, family 1, subfamily A, member 1	221388_at	17p13.2	3325
17	3.55	HSA277841	ELG protein	222779_s_at	17p13.2	3922
17	3.932	KIAA0399	KIAA0399 protein	212601_at	17p13.2	4114
17	3.918	ANKFY1	ankyrin repeat and FYVE domain containing 1	224900_at	17p13.2	4273
17	3.498	UBE2G1	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, C. elegans)	209141_at	17p13.2	4381
17	3.76	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	209003_at	17p13.2	5041
17	3.487	DKFZP566H073	DKFZP566H073 protein	212047_s_at	17p13.2	5048
17	4.324	SPAG7	sperm associated antigen 7	200053_at	17p13.2	5063
17	3.995	CAMTA2	calmodulin binding transcription activator 2	212948_at	17p13.2	5071
17	5.605	FLJ30726	hypothetical protein FLJ30726	235728_at	17p13.2	5199
17	4.891	ZNF232	zinc finger protein 232	219123_at	17p13.2	5209
17	4.663	KIAA1871	KIAA1871 protein	235690_at	17p13.2	5283
17	5.295	MGC4189	hypothetical protein MGC4189	228183_s_at	17p13.2	5525
17	4.24	C1QBP	complement component 1, q subcomponent binding protein	208910_s_at	17p13.2	5536
17	4.563	DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	222875_at	17p13.2	5546
17	4.104	F-LANa	carcinoma related gene	218333_at	17p13.2	5578
17	4.943	MIS12	homolog of yeast Mis12	221559_s_at	17p13.2	5594
17	3.396	DVL2	dishevelled, dsh homolog 2 (Drosophila)	57532_at	17p13.1	7329
17	4.259	MGC2941	hypothetical protein MGC2941	223081_at	17p13.1	7339
17	3.542	GABARAP	GABA(A) receptor-associated protein	200645_at	17p13.1	7344
17	3.991	DULLARD	dullard homolog (Xenopus laevis)	200035_at	17p13.1	7347
17	5.144	GPS2	G protein pathway suppressor 2	226703_at	17p13.1	7419
17	3.401	KCTD11	potassium channel tetramerisation domain containing 11	235857_at	17p13.1	7458
17	3.82	PLSCR3	phospholipid scramblase 3	227063_at	17p13.1	7506
17	3.92	CHRNB1	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)	206703_at	17p13.1	7559
17	3.385	ZBTB4	zinc finger and BTB domain containing 4	225629_s_at	17p13.1	7563
17	3.44	EIF4A1	eukaryotic translation initiation factor 4A, isoform 1	214805_at	17p13.1	7679
17	3.743	MPDU1	mannose-P-dolichol utilization defect 1	209208_at	17p13.1	7690
17	4.44	FXR2	fragile X mental retardation, autosomal homolog 2	35265_at	17p13.1	7695
17	3.679	SAT2	spermidine/spermine N1-acetyltransferase 2	225272_at	17p13.1	7730
17	3.642	TP53	tumor protein p53 (Li-Fraumeni syndrome)	201746_at	17p13.1	7772
17	3.9	FLJ10385	hypothetical protein FLJ10385	44563_at	17p13.1	7806
17	3.793	MGC14151	hypothetical protein MGC14151 /// hypothetical protein MGC14151	224512_s_at	17p13.1	7960
17	4.302	FLJ36674	hypothetical protein FLJ36674	228482_at	17p12	15540
17	3.61	FLJ20343	hypothetical protein FLJ20343	217964_at	17p12	16132
17	3.756	NCOR1	nuclear receptor co-repressor 1	200854_at	17p12	16135
17	4.209	FLJ10193	hypothetical protein FLJ10193	218372_at	17p11.2	17596
17	4.106	RAI1	retinoic acid induced 1	226143_at	17p11.2	17914
17	3.495	SREBF1	sterol regulatory element binding transcription factor 1	202308_at	17p11.2	17916
17	3.92	TOM1L2	target of myb1-like 2 (chicken)	226198_at	17p11.2	17947
17	3.897	DKFZP586M1120	hypothetical protein DKFZp586M1120 /// hypothetical protein DKFZp586M1120	208140_s_at	17p11.2	18110
17	4.808	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	213057_at	17p11.2	18122
17	4.8	MGC3048	hypothetical protein MGC3048	228452_at	17p11.2	18171
17	3.935	DRG2	developmentally regulated GTP binding protein 2	203267_s_at	17p11.2	18205
17	4.635	SMCR7	Smith-Magenis syndrome chromosome region, candidate 7	235896_s_at	17p11.2	18369
17	3.857	AKAP10	A kinase (PRKA) anchor protein 10	236007_at	17p11.2	20001
17	3.397	USP22	ubiquitin specific protease 22	200083_at	17p11.2	21065
17	3.627	TNFAIP1	tumor necrosis factor, alpha-induced protein 1 (endothelial)	201207_at	17q11.2	26819
17	4.67	PDIP38	polymerase delta interacting protein 38	217806_s_at	17q11.2	26819
17	4.332	MGC45714	hypothetical protein MGC45714	225374_at	17q11.2	26834
17	3.46	UNC119	unc-119 homolog (C. elegans)	203271_s_at	17q11.2	27019
17	5.77	PIGS	phosphatidylinositol glycan, class S	223148_at	17q11.2	27026
17	5.797	SPAG5	sperm associated antigen 5	203145_at	17q11.2	27050
17	4.863	FLJ25006	hypothetical protein FLJ25006	244547_at	17q11.2	27081
17	6.82	SDF2	stromal cell-derived factor 2	203090_at	17q11.2	27121
17	6.34	SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)	208830_s_at	17q11.2	27172
17	6.355	LOC116238	hypothetical protein BC014072	227804_at	17q11.2	27197
17	5.739	TRAF4	TNF receptor-associated factor 4	202871_at	17q11.2	27222
17	4.069	FLJ10700	hypothetical protein FLJ10700	229418_at	17q11.2	27228
17	7.377	ERAL1	Era G-protein-like 1 (E. coli)	212087_s_at	17q11.2	27333
17	6.36	FLOT2	flotillin 2	201350_at	17q11.2	27351
17	6.401	MGC23280	hypothetical protein MGC23280	226121_at	17q11.2	27370
17	6.434	PHF12	PHD finger protein 12	231815_at	17q11.2	27377
17	4.016	TIAF1	TGFB1-induced anti-apoptotic factor 1	202039_at	17q11.2	27546
17	6.413	182-FIP	82-kD FMRP Interacting Protein	224939_at	17q11.2	27730
17	6.812	KIAA1361	KIAA1361 protein	227454_at	17q11.2	28016
17	4.707	LOC116236	hypothetical protein LOC116236	226796_at	17q11.2	28034
17	3.923	LOC90313	hypothetical protein BC004507	225605_at	17q11.2	28045
17	4.722	DKFZP434K1421	hypothetical protein DKFZp434K1421	223236_at	17q11.2	28658
17	3.802	CPD	carboxypeptidase D	201941_at	17q11.2	28940
17	3.488	GOSR1	golgi SNAP receptor complex member 1	213021_at	17q11.2	28997
17	3.916	CRLF3	cytokine receptor-like factor 3	205474_at	17q11.2	29255
17	3.998	FLJ22729	hypothetical protein FLJ22729	238295_at	17q11.2	29376
17	5.95	RNF135	ring finger protein 135	223591_at	17q11.2	29471
17	4.135	NF1	neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)	212676_at	17q11.2	29847
17	4.099	RAB11-FIP4	rab11-family interacting protein 4	225739_at	17q11.2	30005
17	5.685	HSA272196	hypothetical protein, clone 2746033	225096_at	17q11.2	30324
17	4.111	HCA66	hepatocellular carcinoma-associated antigen 66	218715_at	17q11.2	30335
17	5	JJAZ1	joined to JAZF1	212287_at	17q11.2	30472
17	4.187	LOC114659	KIAA0563-related gene	229231_at	17q11.2	30521
17	5.013	ARHT1	ras homolog gene family, member T1	218323_at	17q11.2	30697
17	3.766	NJMU-R1	protein kinase Njmu-R1	203830_at	17q11.2	30804
17	4.475	ZNF207	zinc finger protein 207	228157_at	17q11.2	30853
17	4.143	FLJ22865	hypothetical protein FLJ22865	225947_at	17q12	35047
17	3.568	MGC4172	hypothetical protein MGC4172	218756_s_at	17q12	35152
17	4.631	AATF	apoptosis antagonizing transcription factor	209165_at	17q12	35543
17	3.949	ACACA	acetyl-Coenzyme A carboxylase alpha	212186_at	17q12	35637
17	4.78	DUSP14	dual specificity phosphatase 14	203367_at	17q12	36068
17	3.714	AP1GBP1	AP1 gamma subunit binding protein 1	221937_at	17q12	36070
17	3.391	DDX52	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52	212834_at	17q12	36165
17	5.484	MRPL45	mitochondrial ribosomal protein L45 /// mitochondrial ribosomal protein L45	224479_s_at	17q12	36853
17	6.201	NAP4	Nck, Ash and phospholipase C binding protein	228662_at	17q12	36936
17	5.337	KIAA1684	likely homolog of mouse p140	232547_at	17q12	37062
17	6.339	MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	224784_at	17q12	37260
17	6.345	PSMB3	proteasome (prosome, macropain) subunit, beta type, 3	201400_at	17q12	37284
17	5.245	PIP5K2B	phosphatidylinositol-4-phosphate 5-kinase, type II, beta	201081_s_at	17q12	37298
17	6.729	FLJ20291	hypothetical protein FLJ20291	222706_at	17q12	37331
17	5.851	RPL23	ribosomal protein L23	215224_at	17q12	37381
17	6.104	LASP1	LIM and SH3 protein 1	200618_at	17q12	37452
17	5.823	RPL19	ribosomal protein L19	200029_at	17q12	37733
17	5.565	MGC15482	F-box protein FBL2	235089_at	17q12	37791
17	7.103	PPARBP	PPAR binding protein	225452_at	17q12	37936
17	6.509	CRK7	CDC2-related protein kinase 7	225697_at	17q12	38063
17	6.643	STARD3	START domain containing 3	202991_at	17q12	38194
17	3.815	TCAP	titin-cap (telethonin)	205766_at	17q12	38197
17	4.561	PNMT	phenylethanolamine N-methyltransferase	206793_at	17q12	38200
17	6.826	CAB2	CAB2 protein	55616_at	17q12	38202
17	7.111	ERBB2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	216836_s_at	17q12	38259
17	7.282	MGC14832	hypothetical protein MGC14832 /// hypothetical protein MGC14832	224447_s_at	17q12	38260
17	6.837	GRB7	growth factor receptor-bound protein 7	210761_s_at	17q12	38276
17	6.21	GSDML	gasdermin-like	223259_at	17q21.1	38452
17	6.809	PSMD3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	201388_at	17q21.1	38527
17	5.653	LOC339287	hypothetical protein LOC339287	224765_at	17q21.1	38667
17	5.83	MLN51	MLN51 protein	207842_s_at	17q21.2	38702
17	4.18	Link-GEFII	Link guanine nucleotide exchange factor II	218657_at	17q21.2	38726
17	5.399	WIRE	WIRE protein	212050_at	17q21.2	38808
17	3.519	CDC6	CDC6 cell division cycle 6 homolog (S. cerevisiae)	203967_at	17q21.2	38831
17	4.265	GJC1	gap junction protein, chi 1, 31.9kDa (connexin 31.9)	230606_at	17q21.2	38894
17	3.466	TOP2A	topoisomerase (DNA) II alpha 170kDa	201292_at	17q21.2	38918
17	3.854	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	211988_at	17q21.2	39157
17	3.998	KRTAP4-8	keratin associated protein 4-8	234631_at	17q21.2	39626
17	4.148	KRTAP4-9	keratin associated protein 4-9	234685_x_at	17q21.2	39635
17	4.087	KRTAP4-15	keratin associated protein 4-15	234683_at	17q21.2	39668
17	4.025	KRTAP4-3	keratin associated protein 4-3	234678_at	17q21.2	39696
17	4.911	KRTAP4-2	keratin associated protein 4-2	234671_at	17q21.2	39706
17	3.902	KRTHA4	keratin, hair, acidic, 4	206969_at	17q21.2	39907
17	3.799	KRTHA7	keratin, hair, acidic, 7	207649_at	17q21.2	39950
17	3.412	KRT13	keratin 13	207935_s_at	17q21.2	40030
17	4.703	JUP	junction plakoglobin	201015_s_at	17q21.2	40284
17	3.943	MGC20781	hypothetical protein MGC20781	225044_at	17q21.2	40354
17	4.069	FLJ10572	hypothetical protein FLJ10572	226883_at	17q21.2	40377
17	3.832	ACLY	ATP citrate lyase	201128_s_at	17q21.2	40396
17	3.805	CNP	2,3-cyclic nucleotide 3 phosphodiesterase	208912_s_at	17q21.2	40499
17	4.642	DNAJC7	DnaJ (Hsp40) homolog, subfamily C, member 7	202416_at	17q21.2	40501
17	3.434	KBRAS2	I-kappa-B-interacting Ras-like protein 2	218240_at	17q21.2	40550
17	4.505	LGP2	likely ortholog of mouse D11lgp2	219364_at	17q21.2	40626
17	5.148	GCN5L2	GCN5 general control of amino-acid synthesis 5-like 2 (yeast)	202182_at	17q21.2	40638
17	4.689	RAB5C	RAB5C, member RAS oncogene family	201156_s_at	17q21.2	40650
17	4.266	LGP1	D11lgp1e-like	227159_at	17q21.2	40714
17	4.075	STAT5B	signal transducer and activator of transcription 5B	212549_at	17q21.2	40724
17	4.287	MGC16063	hypothetical protein MGC16063	225289_at	17q21.2	40838
17	4.192	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	208991_at	17q21.2	40840
17	5.458	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a isoform 1	212383_at	17q21.2	41047
17	4.965	HSD17B1	hydroxysteroid (17-beta) dehydrogenase 1	228595_at	17q21.2	41077
17	5.963	DPCK	bifunctional phosphopantetheine adenylyl transferase/dephospho CoA kinase	201913_s_at	17q21.2	41090
17	5.353	TCFL4	transcription factor-like 4	217909_s_at	17q21.2	41094
17	4.286	HUMGT198A	GT198, complete ORF	213708_s_at	17q21.2	41097
17	7.869	LOC162427	hypothetical protein LOC162427	212697_at	17q21.2	41104
17	5.036	TUBG1	tubulin, gamma 1	201714_at	17q21.2	41140
17	5.467	TUBG2	tubulin, gamma 2	203894_at	17q21.2	41191
17	7.047	FLJ21019	hypothetical protein FLJ21019	227248_at	17q21.2	41193
17	5.802	EZH1	enhancer of zeste homolog 1 (Drosophila)	32259_at	17q21.2	41225
17	6.095	MGC10540	hypothetical protein MGC10540	224608_s_at	17q21.31	41304
17	4.919	PRKWNK4	protein kinase, lysine deficient 4	229158_at	17q21.31	41321
17	6.571	HSPC009	HSPC009 protein	218026_at	17q21.31	41323
17	6.065	BECN1	beclin 1 (coiled-coil, myosin-like BCL2 interacting protein)	208946_s_at	17q21.31	41335
17	5.127	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	209853_s_at	17q21.31	41363
17	5.964	DKFZp761H0421	hypothetical protein DKFZp761H0421	226298_at	17q21.31	41518
17	3.449	IFI35	interferon-induced protein 35	209417_s_at	17q21.31	41538
17	4.697	VAT1	vesicle amine transport protein 1 homolog (T californica)	208626_s_at	17q21.31	41539
17	3.592	ARHN	ras homolog gene family, member N	213467_at	17q21.31	41553
17	4.581	M17S2	membrane component, chromosome 17, surface marker 2 (ovarian carcinoma antigen CA125)	201384_s_at	17q21.31	41838
17	3.761	DUSP3	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	201536_at	17q21.31	42319
17	3.827	MPP2	membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)	213270_at	17q21.31	42427
17	3.883	NAGS	N-acetylglutamate synthase	229432_at	17q21.31	42561
17	3.652	MGC4251	hypothetical protein MGC4251	225004_at	17q21.31	42563
17	4.625	G6PC3	glucose-6-phosphatase catalytic subunit 3	44654_at	17q21.31	42628
17	3.783	MGC3123	hypothetical protein MGC3123	218419_s_at	17q21.31	42743
17	3.743	DKFZp761G2113	hypothetical protein DKFZp761G2113	224969_at	17q21.31	42744
17	4.279	CGI-69	CGI-69 protein	223649_s_at	17q21.31	42872
17	4.191	DKFZP727C091	DKFZP727C091 protein	225117_at	17q21.31	44582
17	3.484	KIAA0563	KIAA0563 gene product	227227_at	17q21.32	45603
17	3.405	CDC27	cell division cycle 27	217879_at	17q21.32	45672
17	3.516	NPEPPS	aminopeptidase puromycin sensitive	242612_at	17q21.32	46172
17	3.935	OSBPL7	oxysterol binding protein-like 7	227946_at	17q21.32	46359
17	5.224	MRPL10	mitochondrial ribosomal protein L10	224671_at	17q21.32	46375
17	3.841	SP2	Sp2 transcription factor	204367_at	17q21.32	46480
17	5.231	PNPO	pyridoxine-5-phosphate oxidase	222653_at	17q21.32	46500
17	4.042	MGC11242	hypothetical protein MGC11242	219127_at	17q21.32	46503
17	4.607	CDK5RAP3	CDK5 regulatory subunit associated protein 3	218740_s_at	17q21.32	46532
17	4.462	NFE2L1	nuclear factor (erythroid-derived 2)-like 1	214179_s_at	17q21.32	46612
17	4.48	CBX1	chromobox homolog 1 (HP1 beta homolog Drosophila )	201518_at	17q21.32	46622
17	3.447	SNX11	sorting nexin 11	53912_at	17q21.32	46674
17	4.129	SCAP1	src family associated phosphoprotein 1	205790_at	17q21.32	46685
17	4.565	HOXB2	homeo box B2	205453_at	17q21.32	47094
17	3.688	HOXB4	homeo box B4	231767_at	17q21.32	47127
17	4.029	HOXB5	homeo box B5	205601_s_at	17q21.32	47143
17	3.719	HOXB7	homeo box B7	204779_s_at	17q21.32	47159
17	3.919	KIAA0924	KIAA0924 protein	225266_at	17q21.32	47841
17	3.976	PHB	prohibitin	200658_s_at	17q21.32	47956
17	3.543	SPOP	speckle-type POZ protein	208927_at	17q21.33	48151
17	3.747	MYST2	MYST histone acetyltransferase 2	200049_at	17q21.33	48380
17	3.804	MRPL39	mitochondrial ribosomal protein L39	225124_at	17q21.33	48685
17	3.982	XYLT2	xylosyltransferase II	231550_at	17q21.33	48912
17	3.802	MRPL27	mitochondrial ribosomal protein L27 /// mitochondrial ribosomal protein L27	224330_s_at	17q21.33	48919
17	3.522	FLJ31364	homolog of yeast EME1 endonuclease	234465_at	17q21.33	48932
17	3.746	PRO1855	hypothetical protein PRO1855	222231_s_at	17q21.33	48933
17	3.973	FLJ20920	hypothetical protein FLJ20920	218844_at	17q21.33	49025
17	5.192	FLJ11164	hypothetical protein FLJ11164	218307_at	17q21.33	49037
17	5.309	EPN3	epsin 3	220318_at	17q21.33	49094
17	6.5	FLJ21347	hypothetical protein FLJ21347	218164_at	17q21.33	49106
17	5.876	MGC15396	hypothetical protein MGC15396	227064_at	17q21.33	49245
17	5.741	LUC7A	cisplatin resistance-associated overexpressed protein	242389_at	17q21.33	49307
17	5.398	TOB1	transducer of ERBB2, 1	228834_at	17q21.33	49415
17	4.017	NME1	non-metastatic cells 1, protein (NM23A) expressed in	201577_at	17q21.33	49707
17	3.57	NME2	non-metastatic cells 2, protein (NM23B) expressed in	201268_at	17q21.33	49718
17	3.613	CGI-48	CGI-48 protein	203721_s_at	17q21.33	49837
17	4.514	COIL	coilin	203654_s_at	17q23.2	55490
17	3.539	AKAP1	A kinase (PRKA) anchor protein 1	201675_at	17q23.2	55672
17	4.617	MRPS23	mitochondrial ribosomal protein S23	223156_at	17q23.2	56391
17	4.39	ZNF161	zinc finger protein 161	202171_at	17q23.2	56524
17	4.276	SFRS1	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor)	227164_at	17q23.2	56553
17	5.252	FLJ20345	hypothetical protein FLJ20345	218630_at	17q23.2	56757
17	6.682	SUPT4H1	suppressor of Ty 4 homolog 1 (S. cerevisiae)	201484_at	17q23.2	56897
17	4.085	FLJ20315	hypothetical protein FLJ20315	218704_at	17q23.2	56905
17	6.414	MTMR4	myotubularin related protein 4	212277_at	17q23.2	57041
17	4.124	TEX14	testis expressed sequence 14 /// testis expressed sequence 14	221035_s_at	17q23.2	57108
17	6.67	RAD51C	RAD51 homolog C (S. cerevisiae)	209849_s_at	17q23.2	57255
17	5.313	PPM1E	protein phosphatase 1E (PP2C domain containing)	236302_at	17q23.2	57536
17	8.261	TRIM37	tripartite motif-containing 37	213009_s_at	17q23.2	57550
17	7.035	LOC348235	hypothetical protein LOC348235	225684_at	17q23.2	57661
17	7.432	FLJ11029	hypothetical protein FLJ11029	228273_at	17q23.2	57756
17	7.858	FLJ10587	hypothetical protein FLJ10587	218514_at	17q23.2	57765
17	5.097	FLJ37451	hypothetical protein FLJ37451	238681_at	17q23.2	57827
17	8.44	DHX40	DEAH (Asp-Glu-Ala-His) box polypeptide 40	222574_s_at	17q23.2	58158
17	9.779	CLTC	clathrin, heavy polypeptide (Hc)	200614_at	17q23.2	58246
17	8.741	CGI-147	CGI-147 protein	218732_at	17q23.2	58249
17	3.793	VMP1	likely ortholog of rat vacuole membrane protein 1	224917_at	17q23.2	58393
17	7.336	TUBD1	likely ortholog of mouse tubulin, delta 1	231853_at	17q23.2	58411
17	9.662	RPS6KB1	ribosomal protein S6 kinase, 70kDa, polypeptide 1	226660_at	17q23.2	58501
17	7.161	LOC51136	PTD016 protein	227268_at	17q23.2	58504
17	7.872	ABC1	amplified in breast cancer 1	65493_at	17q23.2	58595
17	6.403	USP32	ubiquitin specific protease 32	244871_s_at	17q23.2	58771
17	8.881	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	202629_at	17q23.2	58997
17	6.951	PPM1D	protein phosphatase 1D magnesium-dependent, delta isoform	204566_at	17q23.2	59215
17	4.434	BCAS3	breast carcinoma amplified sequence 3	220488_s_at	17q23.2	59944
17	4.913	BRIP1	BRCA1 interacting protein C-terminal helicase 1	235609_at	17q23.2	60233
17	6.52	KIAA1287	KIAA1287 protein	224308_s_at	17q23.2	60417
17	5.291	TRAP240	thyroid hormone receptor-associated protein, 240 kDa subunit	201987_at	17q23.2	60494
17	4.274	FLJ12760	hypothetical protein FLJ12760	225253_s_at	17q23.3	60991
17	4.374	TLK2	tousled-like kinase 2	228627_at	17q23.3	61165
17	4.295	DKFZP564D166	putative ankyrin-repeat containing protein	224952_at	17q23.3	61978
17	6.373	CYB561	cytochrome b-561	209163_at	17q23.3	61983
17	7.375	HAN11	WD-repeat protein	224748_at	17q23.3	62144
17	4.154	MAP3K3	mitogen-activated protein kinase kinase kinase 3	203514_at	17q23.3	62245
17	4.744	MGC10986	hypothetical protein MGC10986	227131_at	17q23.3	62246
17	6.237	LYK5	protein kinase LYK5	52169_at	17q23.3	62253
17	4.544	GK001	GK001 protein	217814_at	17q23.3	62296
17	4.781	DDX42	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42	201788_at	17q23.3	62369
17	5.343	FTSJ3	FtsJ homolog 3 (E. coli)	218103_at	17q23.3	62370
17	3.78	PSMC5	proteasome (prosome, macropain) 26S subunit, ATPase, 5 /// proteasome (prosome, macropain) 26S subunit, ATPase, 5	209503_s_at	17q23.3	62381
17	3.956	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	201827_at	17q23.3	62382
17	3.617	POLG2	polymerase (DNA directed), gamma 2, accessory subunit	205811_at	17q24.1	63026
17	3.682	DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	200033_at	17q24.1	63045
17	3.691	LOC90799	hypothetical protein BC009518	225705_at	17q24.1	63082
17	4.283	GNA13	guanine nucleotide binding protein (G protein), alpha 13	224761_at	17q24.1	63556
17	5.547	HELZ	helicase with zinc finger domain	225910_at	17q24.2	65616
17	4.865	PSMD12	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	202352_s_at	17q24.2	65887
17	4.106	DKFZP586L0724	DKFZP586L0724 protein	221970_s_at	17q24.2	66285
17	5.14	FALZ	fetal Alzheimer antigen	209271_at	17q24.2	66528
17	3.887	LOC284018	hypothetical protein LOC284018	226901_at	17q24.2	66537
17	4.669	LOC51321	hypothetical protein LOC51321	218167_at	17q24.2	66847
17	4.122	SLC16A6	solute carrier family 16 (monocarboxylic acid transporters), member 6	230748_at	17q24.2	66860
17	3.539	FLJ10055	hypothetical protein FLJ10055	230856_at	17q24.2	67022
17	5.045	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	200603_at	17q24.2	67125
17	5.285	SLC9A3R1	solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulatory factor 1	201349_at	17q25.1	73362
17	4.157	DKFZP564C103	DKFZP564C103 protein	204382_at	17q25.1	73363
17	4.972	FDXR	ferredoxin reductase	207813_s_at	17q25.1	73455
17	5.91	C17orf28	chromosome 17 open reading frame 28	225981_at	17q25.1	73543
17	4.073	HUMPPA	paraneoplastic antigen	213230_at	17q25.1	73598
17	8.113	ICT1	immature colon carcinoma transcript 1	204868_at	17q25.1	73613
17	8.162	ATP5H	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d	210149_s_at	17q25.1	73632
17	3.959	KCTD2	potassium channel tetramerisation domain containing 2	34858_at	17q25.1	73658
17	5.212	FLJ22160	hypothetical protein FLJ22160	219096_at	17q25.1	73722
17	5.621	HN1	hematological and neurological expressed 1	222396_at	17q25.1	73728
17	3.46	SMT3H2	SMT3 suppressor of mif two 3 homolog 2 (yeast)	213879_at	17q25.1	73760
17	8.533	PCNT1	pericentrin 1	218014_at	17q25.1	73826
17	7.693	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	209411_s_at	17q25.1	73830
17	8.317	MRPS7	mitochondrial ribosomal protein S7	217932_at	17q25.1	73856
17	5.711	AD023	AD023 protein	223411_at	17q25.1	73859
17	4.605	SLC25A19	solute carrier family 25 (mitochondrial deoxynucleotide carrier), member 19	223222_at	17q25.1	73866
17	5.803	GRB2	growth factor receptor-bound protein 2	223049_at	17q25.1	73911
17	5.169	KIAA0195	KIAA0195 gene product	202650_s_at	17q25.1	74092
17	5.988	CASKIN2	CASK interacting protein 2	61297_at	17q25.1	74093
17	6.513	LOC283989	hypothetical protein LOC283989	225879_at	17q25.1	74116
17	5.751	LLGL2	lethal giant larvae homolog 2 (Drosophila)	203713_s_at	17q25.1	74167
17	3.553	RECQL5	RecQ protein-like 5	229740_at	17q25.1	74234
17	5.571	HCNGP	transcriptional regulator protein	222475_at	17q25.1	74300
17	5.535	H3F3B	H3 histone, family 3B (H3.3B)	211999_at	17q25.1	74370
17	4.549	KIAA1753	KIAA1753 protein	228357_at	17q25.1	74386
17	4.439	WBP2	WW domain binding protein 2	209117_at	17q25.1	74439
17	4.373	MRPL38	mitochondrial ribosomal protein L38	225103_at	17q25.1	74492
17	3.461	ACOX1	acyl-Coenzyme A oxidase 1, palmitoyl	227962_at	17q25.1	74534
17	3.69	EVPL	envoplakin	204503_at	17q25.1	74600
17	4.873	SRP68	signal recognition particle 68kDa	224607_s_at	17q25.1	74632
17	4.097	PRPSAP1	phosphoribosyl pyrophosphate synthetase-associated protein 1	202529_at	17q25.1	74904
17	4.277	E2-230K	likely ortholog of mouse ubiquitin-conjugating enzyme E2-230K	218141_at	17q25.1	74983
