Probe set ID	Symbol	Description	RefSeq Transcript ID	Cytoband	Status
218147_s_at	AD-017	glycosyltransferase AD-017 /// glycosyltransferase AD-017	NM_018446	chr3p21.31	Underexpressed in H/TCRBCL
208095_s_at	SRP72	signal recognition particle 72kDa /// signal recognition particle 72kDa	NM_001222	chr4q11	Underexpressed in H/TCRBCL
209141_at	UBE2G1	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, C. elegans)	AW299555	chr17p13.3	Underexpressed in H/TCRBCL
205308_at	CGI-62	CGI-62 protein	NM_016010	chr8q21.11	Underexpressed in H/TCRBCL
212905_at	CSTF2T	cleavage stimulation factor, 3 pre-RNA, subunit 2, 64kDa, tau variant	AI872408	chr10q11	Underexpressed in H/TCRBCL
203560_at	GGH	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase) /// gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	NM_003878	chr8q12.2	Underexpressed in H/TCRBCL
209967_s_at	CREM	cAMP responsive element modulator	D14826	chr10p11.21	Underexpressed in H/TCRBCL
203176_s_at	TFAM	transcription factor A, mitochondrial	BE552470	chr10q21	Underexpressed in H/TCRBCL
209656_s_at	TM4SF10	transmembrane 4 superfamily member 10	AL136550	chrxp11.4	Underexpressed in H/TCRBCL
209386_at	TM4SF1	transmembrane 4 superfamily member 1	AI346835	chr3q21-q25	Underexpressed in H/TCRBCL
210946_at	PPAP2A	phosphatidic acid phosphatase type 2A /// phosphatidic acid phosphatase type 2A	AF014403	chr5q11	Underexpressed in H/TCRBCL
219024_at	PLEKHA1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1 /// pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	NM_021622	chr10q26.13	Underexpressed in H/TCRBCL
219049_at	ChGn	chondroitin beta1,4 N-acetylgalactosaminyltransferase	NM_018371	chr8p21.3	Underexpressed in H/TCRBCL
218212_s_at	MOCS2	molybdenum cofactor synthesis 2 /// molybdenum cofactor synthesis 2	NM_004531	chr5q11	Underexpressed in H/TCRBCL
219366_at	AVEN	apoptosis, caspase activation inhibitor /// apoptosis, caspase activation inhibitor	NM_020371	chr15q13.1	Underexpressed in H/TCRBCL
208802_at	SRP72	signal recognition particle 72kDa	AI493872	chr4q11	Underexpressed in H/TCRBCL
204283_at	FARS1	phenylalanine-tRNA synthetase 1 (mitochondrial) /// phenylalanine-tRNA synthetase 1 (mitochondrial)	NM_006567	chr6p25.1	Underexpressed in H/TCRBCL
205264_at	ASE-1	CD3-epsilon-associated protein; antisense to ERCC-1 /// CD3-epsilon-associated protein; antisense to ERCC-1	NM_012099	chr19q13.3	Underexpressed in H/TCRBCL
202930_s_at	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit /// succinate-CoA ligase, ADP-forming, beta subunit	NM_003850	chr13q12.2-q13.3	Underexpressed in H/TCRBCL
209274_s_at	HBLD2	HESB like domain containing 2	BC002675	chr9q22.1	Underexpressed in H/TCRBCL
211698_at	CRI1	CREBBP/EP300 inhibitor 1 /// CREBBP/EP300 inhibitor 1	AF349444	chr15q21.1-q21.2	Underexpressed in H/TCRBCL
212572_at	STK38L	serine/threonine kinase 38 like	AW779556	chr12p12.1	Underexpressed in H/TCRBCL
205930_at	GTF2E1	general transcription factor IIE, polypeptide 1, alpha 56kDa /// general transcription factor IIE, polypeptide 1, alpha 56kDa	NM_005513	chr3q21-q24	Underexpressed in H/TCRBCL
203060_s_at	PAPSS2	3-phosphoadenosine 5-phosphosulfate synthase 2	AF074331	chr10q23-q24	Underexpressed in H/TCRBCL
210705_s_at	TRIM5	tripartite motif-containing 5	AF220028	chr11p15	Underexpressed in H/TCRBCL
201036_s_at	HADHSC	L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain	NM_005327	chr4q22-q26	Underexpressed in H/TCRBCL
217880_at	CDC27	cell division cycle 27	N21397	chr17q12-17q23.2	Underexpressed in H/TCRBCL
201657_at	ARL1	ADP-ribosylation factor-like 1	BE890745	chr12q23.3	Underexpressed in H/TCRBCL
202088_at	SLC39A6	solute carrier family 39 (zinc transporter), member 6	AI635449	chr18q12.2	Underexpressed in H/TCRBCL
211711_s_at	PTEN	phosphatase and tensin homolog (mutated in multiple advanced cancers 1) /// phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	BC005821	chr10q23.3	Underexpressed in H/TCRBCL
213024_at	TMF1	TATA element modulatory factor 1	BF593908	chr3p21-p12	Underexpressed in H/TCRBCL
205664_at	KIN	KIN, antigenic determinant of recA protein homolog (mouse) /// KIN, antigenic determinant of recA protein homolog (mouse)	NM_012311	chr10p15-p14	Underexpressed in H/TCRBCL
218878_s_at	SIRT1	sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae) /// sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae)	NM_012238	chr10q22.1	Underexpressed in H/TCRBCL
202577_s_at	FLJ11126	hypothetical protein FLJ11126	BC005162	chr16q22.1	Underexpressed in H/TCRBCL
218043_s_at	AZ2	5-azacytidine induced gene 2 /// 5-azacytidine induced gene 2	NM_022461	chr3p23	Underexpressed in H/TCRBCL
218100_s_at	ESRRBL1	estrogen-related receptor beta like 1	NM_018010	chr3q13.13	Underexpressed in H/TCRBCL
209065_at	UQCRB	ubiquinol-cytochrome c reductase binding protein /// ubiquinol-cytochrome c reductase binding protein	BC005230	chr8q22	Underexpressed in H/TCRBCL
208289_s_at	EI24	etoposide induced 2.4 mRNA /// etoposide induced 2.4 mRNA	NM_004879	chr11q24	Underexpressed in H/TCRBCL
209817_at	PPP3CB	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform (calcineurin A beta)	M29550	chr10q21-q22	Underexpressed in H/TCRBCL
201925_s_at	DAF	decay accelerating factor for complement (CD55, Cromer blood group system) /// decay accelerating factor for complement (CD55, Cromer blood group system)	NM_000574	chr1q32	Underexpressed in H/TCRBCL
207738_s_at	NCKAP1	NCK-associated protein 1 /// NCK-associated protein 1	NM_013436	chr2q32	Underexpressed in H/TCRBCL
