Probe Set	Unigene acc. No.	Gene symbol	Gene	Fold Change	log2 Fold Change	std	p_value	lower cl	upper cl	Detection call
101664_at	Mm.6957	Rps3a	ribosomal protein S3a	1.94	0.96	0.05	0	0.79	1.13	PP PPP
100780_at	Mm.66	Rps4x	ribosomal protein S4, X-linked	2.44	1.29	0.1	0	0.97	1.6	PP PPP
99336_at	Mm.5291	Rps5	ribosomal protein S5	2.27	1.18	0.13	0	0.78	1.59	PP PPP
101577_at	Mm.1139	Rps6	ribosomal protein S6	2.16	1.11	0.08	0	0.87	1.35	PP PPP
101212_at	Mm.5281	Rps7	ribosomal protein S7	2.36	1.24	0.1	0	0.92	1.55	PP PPP
100732_at	Mm.3381	Rps8	ribosomal protein S8	1.73	0.79	0.14	0.01	0.35	1.22	PP PPP
98950_at	Mm.28746	Rragc	Ras-related GTP binding C	-1.74	-0.8	0.11	0.01	-1.14	-0.45	PP PPP
100612_at	Mm.656	Rrm1	ribonucleotide reductase M1	2.07	1.05	0.16	0.01	0.54	1.56	PP PPP
102001_at	Mm.99	Rrm2	ribonucleotide reductase M2	4.34	2.12	0.22	0	1.43	2.8	PP PPA
102797_at	Mm.14063	Rsdr1-pending	retinal short-chain dehydrogenase/reductase 1	-3.27	-1.71	0.19	0	-2.3	-1.11	PP PPP
160484_at	Mm.220966	Rtn4	reticulon 4	1.48	0.56	0.09	0.01	0.27	0.85	PP PPP
103460_at	Mm.21697	Rtp801-pending	HIF-1 responsive RTP801	2.69	1.43	0.15	0	0.96	1.89	PP PPA
92539_at	Mm.1	S100a10	S100 calcium binding protein A10 (calpactin)	-2.2	-1.14	0.1	0	-1.44	-0.84	PP PPP
98600_at	Mm.175848	S100a11	S100 calcium binding protein A11 (calizzarin)	-3.1	-1.63	0.1	0	-1.96	-1.3	PP PPP
100959_at	Mm.6523	S100a13	S100 calcium binding protein A13	-2.07	-1.05	0.08	0	-1.3	-0.8	PP PPP
102712_at	Mm.14277	Saa3	serum amyloid A 3	-6.88	-2.78	0.35	0	-3.9	-1.67	PP PPP
103080_at	Mm.196457	Samhd1	SAM domain and HD domain, 1	-1.76	-0.82	0.16	0.01	-1.32	-0.31	PP PPP
160068_at	Mm.118	Sap30	sin3 associated polypeptide	2.86	1.52	0.13	0	1.11	1.92	PP PPA
96657_at	Mm.2734	Sat	spermidine/spermine N1-acetyl transferase	-3.46	-1.79	0.14	0	-2.22	-1.36	PP PPP
160388_at	Mm.30119	Sc4mol	sterol-C4-methyl oxidase-like	1.69	0.76	0.11	0.01	0.41	1.11	PP PPP
99127_at	Mm.4098	Sca10	spinocerebellar ataxia 10 homolog (human)	3.02	1.6	0.21	0	0.93	2.26	PP PPP
101389_at	Mm.259568	Scarb2	scavenger receptor class B, member 2	-2.04	-1.03	0.12	0	-1.42	-0.63	PP PPP
162077_f_at	Mm.193096	Scd2	stearoyl-Coenzyme A desaturase 2	4.25	2.09	0.24	0	1.32	2.85	PP PPA
95758_at	Mm.193096	Scd2	stearoyl-Coenzyme A desaturase 2	11.2	3.49	0.2	0	2.84	4.13	PP PPA
95102_at	Mm.196533	Scotin-pending	scotin gene	-3.06	-1.61	0.13	0	-2.02	-1.2	PP PPP
93278_at	Mm.1779	Scp2	sterol carrier protein 2, liver	2.08	1.06	0.1	0	0.75	1.37	PP PPA
95787_s_at	Mm.1779	Scp2	sterol carrier protein 2, liver	2.07	1.05	0.09	0	0.77	1.33	PP PPP
92578_at	Mm.10507	Scye1	small inducible cytokine subfamily E, member 1	1.92	0.94	0.11	0	0.59	1.29	PP PPP
103488_at	Mm.22173	Selpl	selectin, platelet (p-selectin) ligand	-2.87	-1.52	0.15	0	-2.01	-1.04	PP PPP
160836_at	Mm.33903	Sema4d	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	2.46	1.3	0.1	0	0.98	1.62	PP PPP
160275_at	Mm.28212	Sepr	selenoprotein R	-2.66	-1.41	0.15	0	-1.88	-0.94	PP PPP
98609_at	Mm.38450	9-Sep	septin 9	-1.66	-0.73	0.08	0	-0.98	-0.48	PP PPP
96060_at	Mm.2623	Serpinb6a	serine (or cysteine) proteinase inhibitor, clade B, member 6a	-3.73	-1.9	0.14	0	-2.33	-1.46	PP PPP
96027_at	Mm.156914	Sf3a1	splicing factor 3a, subunit 1	1.46	0.55	0.09	0.01	0.27	0.82	PP PPP
96777_at	Mm.28150	Sf3b1	splicing factor 3b, subunit 1	2.28	1.19	0.09	0	0.91	1.46	PP PPA
100706_f_at	Mm.27840	Sfmbt2	Scm-related gene containing four mbt domain 2	2.03	1.02	0.15	0.01	0.54	1.51	PP PPA
94017_s_at	Mm.21841	Sfrs2	splicing factor, arginine/serine-rich 2 (SC-35)	1.84	0.88	0.08	0	0.64	1.12	PP PPP
96302_at	Mm.29915	Sfrs7	splicing factor, arginine/serine-rich 7	1.47	0.56	0.09	0.01	0.28	0.84	PP PPA
97890_at	Mm.28405	Sgk	serum/glucocorticoid regulated kinase	-2.31	-1.21	0.19	0.01	-1.81	-0.61	PP PPP
96126_at	Mm.200373	Sgpl1	sphingosine phosphate lyase 1	-2.35	-1.23	0.19	0.01	-1.84	-0.62	PP PPP
96127_at	Mm.200373	Sgpl1	sphingosine phosphate lyase 1	-5.41	-2.44	0.18	0	-3.01	-1.86	PP PPP
99158_at	Mm.4165	Sh3d3	SH3 domain protein 3	-2.49	-1.32	0.12	0	-1.69	-0.94	PP PPP
93275_at	Mm.1773	Sh3gl1	SH3-domain GRB2-like 1	2.44	1.29	0.15	0	0.81	1.77	PP PPP
94432_at	Mm.149029	Siat1	sialyltransferase 1 (beta-galactoside alpha-2,6-sialyltransferase)	-2.8	-1.49	0.18	0	-2.06	-0.91	PA PAP
102208_at	Mm.212742	Siat10	sialyltransferase 10 (alpha-2,3-sialyltransferase VI)	2.86	1.51	0.17	0	0.98	2.05	AP APA
102318_at	Mm.10701	Siat8d	sialyltransferase 8 (alpha-2, 8-sialyltransferase) D	2.06	1.04	0.08	0	0.79	1.29	PP PPP
98596_s_at	Mm.38248	Siat9	sialyltransferase 9 (CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase)	4.62	2.21	0.11	0	1.86	2.56	PP PPP
95502_at	Mm.25161	Sirt2	sirtuin 2 (silent mating type information regulation 2, homolog) 2 (S. cerevisiae)	-1.94	-0.96	0.13	0.01	-1.37	-0.55	PP PPP
104576_at	Mm.28520	Ski	Sloan-Kettering viral oncogene homolog	-1.53	-0.61	0.11	0.01	-0.95	-0.27	PP PPP
96562_at	Mm.2913	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	-1.72	-0.78	0.11	0.01	-1.14	-0.42	PP PPP
93084_at	Mm.16228	Slc25a4	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4	2.58	1.37	0.15	0	0.88	1.86	PP PPP
93738_at	Mm.21002	Slc2a1	solute carrier family 2 (facilitated glucose transporter), member 1	1.89	0.92	0.09	0	0.63	1.22	PP PPP
94433_at	Mm.46754	Slc38a2	solute carrier family 38, member 2	6.61	2.72	0.12	0	2.33	3.12	PP PPA
100020_at	Mm.4580	Slc4a2	solute carrier family 4 (anion exchanger), member 2	-1.68	-0.75	0.15	0.02	-1.23	-0.27	PP PPP
93471_at	Mm.258893	Slc4a7	solute carrier family 4, sodium bicarbonate cotransporter, member 7	3.11	1.64	0.1	0	1.31	1.96	PP PPA
104221_at	Mm.27943	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	2.14	1.09	0.12	0	0.72	1.47	PP PPP
103818_at	Mm.142455	Slc7a7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	-1.91	-0.94	0.13	0.01	-1.35	-0.52	PP PPP
99922_at	Mm.4312	Slc9a1	solute carrier family 9 (sodium/hydrogen exchanger), member 1	-1.52	-0.6	0.1	0.01	-0.92	-0.29	PP PPP
92471_i_at	Mm.42124	Slfn2	schlafen 2	-2.69	-1.43	0.1	0	-1.75	-1.11	PP PPP
92472_f_at	Mm.42124	Slfn2	schlafen 2	-2.06	-1.05	0.14	0.01	-1.51	-0.59	PP PPP
92315_at	Mm.38192	Slfn4	schlafen 4	2.11	1.07	0.17	0.01	0.53	1.62	PP PPA
92858_at	Mm.1395	Slpi	secretory leukocyte protease inhibitor	-2.05	-1.04	0.24	0.02	-1.8	-0.27	PP PPP
97421_at	Mm.2999	Smc2l1	SMC2 structural maintenance of chromosomes 2-like 1 (yeast)	3.72	1.89	0.13	0	1.47	2.32	PP PPA
101906_at	Mm.206841	Smc4l1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	4.06	2.02	0.14	0	1.57	2.47	PP PPA
101506_at	Mm.821	Snrpa1	small nuclear ribonucleoprotein polypeptide A	1.78	0.83	0.09	0	0.55	1.11	PP PPA
97200_f_at	Mm.27669	Snrpe	small nuclear ribonucleoprotein E	1.98	0.99	0.1	0	0.66	1.31	PP PPP
93999_at	Mm.21764	Snrpg	small nuclear ribonucleoprotein polypeptide G	2.25	1.17	0.09	0	0.87	1.46	PP PPP
94550_at	Mm.29079	Snx1	sorting nexin 1	-1.8	-0.84	0.08	0	-1.08	-0.61	PP PPP
102320_at	Mm.206949	Snx12	sorting nexin 12	-1.69	-0.76	0.09	0	-1.06	-0.46	PP PPP
96331_at	Mm.29971	Snx2	sorting nexin 2	1.93	0.95	0.09	0	0.65	1.25	PP PPA
96333_g_at	Mm.29971	Snx2	sorting nexin 2	2.13	1.09	0.1	0	0.76	1.42	PP PPP
160543_at	Mm.7356	Snx3	sorting nexin 3	-1.91	-0.93	0.1	0	-1.26	-0.6	PP PPP
96192_at	Mm.251656	Sp3	trans-acting transcription factor 3	1.62	0.7	0.08	0	0.43	0.97	PP PPP
103345_at	Mm.18249	Spna2	spectrin alpha 2	-1.62	-0.69	0.11	0.01	-1.04	-0.35	PP PPP
161070_at	Mm.205563	Spred2	sprouty protein with EVH-1 domain 2, related sequence	1.97	0.98	0.11	0	0.64	1.32	PP PPA
100608_at	Mm.240336	Sptlc1	serine palmitoyltransferase, long chain base subunit 1	-1.54	-0.62	0.08	0	-0.87	-0.37	PP PPP
94322_at	Mm.22663	Sqle	squalene epoxidase	2.97	1.57	0.14	0	1.13	2.01	PP PPP
95069_at	Mm.219793	Ssrp1	structure specific recognition protein 1	1.51	0.6	0.09	0.01	0.32	0.87	PP PPP
96718_at	Mm.27657	Sssca1	Sjogrens syndrome/scleroderma autoantigen 1 homolog (human)	-1.92	-0.94	0.07	0	-1.15	-0.73	PP PPP
94331_at	Mm.121721	Stat6	signal transducer and activator of transcription 6	-2.11	-1.08	0.09	0	-1.37	-0.79	PP PPP
98996_at	Mm.3794	Stk18	serine/threonine kinase 18	2.44	1.29	0.08	0	1.02	1.56	PP PPA
92639_at	Mm.11738	Stk6	serine/threonine kinase 6	3.1	1.63	0.15	0	1.16	2.1	PP PPA
97909_at	Mm.28479	Stmn1	stathmin 1	10.57	3.4	0.17	0	2.87	3.93	PP PPP
160277_at	Mm.28237	Stx12	syntaxin 12	-1.4	-0.49	0.06	0	-0.69	-0.28	PP PPP
103781_at	Mm.24867	Stx4a	syntaxin 4A (placental)	-2.29	-1.2	0.11	0	-1.53	-0.86	PP PPP
97983_s_at	Mm.3129	Stxbp1	syntaxin binding protein 1	1.74	0.8	0.13	0.01	0.39	1.21	PP PPA
160428_at	Mm.34632	Suclg2	succinate-Coenzyme A ligase, GDP-forming, beta subunit	1.49	0.58	0.09	0.01	0.31	0.85	PP PPP
100425_at	Mm.248456	Syk	spleen tyrosine kinase	-2.99	-1.58	0.14	0	-2.02	-1.14	PP PPP
93730_at	Mm.196611	Syn1	synapsin I	2.36	1.24	0.12	0	0.87	1.61	PP PPP
102221_at	Mm.230301	Syngr1	synaptogyrin 1	-3.04	-1.61	0.24	0.01	-2.38	-0.83	PP PPP
160162_at	Mm.22632	Tagln2	transgelin 2	-1.62	-0.7	0.13	0.01	-1.1	-0.29	PP PPP
95054_at	Mm.29144	Tars	threonyl-tRNA synthetase	2.22	1.15	0.13	0	0.73	1.57	PP PPA
98087_at	Mm.34580	Tbk1	TANK-binding kinase 1	1.8	0.84	0.11	0	0.5	1.19	PP PPP
98937_at	Mm.28689	Tbrg1	transforming growth factor beta regulated gene 1	1.66	0.73	0.09	0	0.44	1.02	PP PPP
92387_at	Mm.4054	Tbxas1	thromboxane A synthase 1, platelet	-2.46	-1.3	0.22	0.01	-2	-0.6	PP PPP
101527_at	Mm.218669	Tcea1	transcription elongation factor A (SII) 1	1.63	0.71	0.08	0	0.45	0.96	PP PPA
101528_at	Mm.218669	Tcea1	transcription elongation factor A (SII) 1	1.7	0.77	0.13	0.01	0.36	1.17	PP PPA
102354_at	Mm.11434	Tcf19	transcription factor 19	2.1	1.07	0.18	0.01	0.48	1.65	PP PPP
160483_at	Mm.4269	Tcf4	transcription factor 4	2.11	1.07	0.1	0	0.76	1.39	PP PPA
103205_at	Mm.19185	Tcirg1	T-cell, immune regulator 1	-2.01	-1.01	0.21	0.02	-1.66	-0.35	PP PPP
103385_at	Mm.18637	Tera-pending	teratocarcinoma expressed, serine rich	1.58	0.66	0.08	0	0.4	0.92	PP PPA
101959_r_at	Mm.925	Tfdp1	transcription factor Dp 1	4.13	2.05	0.12	0	1.65	2.44	PP PPA
102751_at	Mm.3992	Tgfb3	transforming growth factor, beta 3	2.33	1.22	0.11	0	0.86	1.57	PP PPA
92877_at	Mm.14455	Tgfbi	transforming growth factor, beta induced	2.06	1.04	0.1	0	0.72	1.36	PP PPP
94015_at	Mm.182439	Th1l	TH1-like homolog (Drosophila)	1.53	0.61	0.09	0.01	0.31	0.91	PP PPP
99947_at	Mm.41057	Tial1	Tial1 cytotoxic granule-associated RNA binding protein-like 1	1.61	0.69	0.13	0.01	0.28	1.1	PP PPP
93507_at	Mm.206505	Timp2	tissue inhibitor of metalloproteinase 2	-2.65	-1.41	0.19	0.01	-2.02	-0.79	PP PPP
95497_at	Mm.196219	Tipin-pending	timeless interacting protein	1.81	0.85	0.18	0.02	0.28	1.42	PP PPA
96081_at	Mm.2661	Tk1	thymidine kinase 1	2.14	1.1	0.11	0	0.76	1.43	PP PPP
103017_at	Mm.1585	Tm7sf1	transmembrane 7 superfamily member 1	-2.58	-1.37	0.13	0	-1.8	-0.94	PP PPP
103923_at	Mm.1585	Tm7sf1	transmembrane 7 superfamily member 1	-1.98	-0.98	0.14	0.01	-1.44	-0.53	PP PPP
160489_at	Mm.4348	Tnfaip2	tumor necrosis factor, alpha-induced protein 2	-1.58	-0.66	0.09	0.01	-0.95	-0.37	PP PPP
94928_at	Mm.2666	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b	-3.05	-1.61	0.17	0	-2.16	-1.06	PP PPP
103509_at	Mm.198677	Tnfrsf9	tumor necrosis factor receptor superfamily, member 9	4.65	2.22	0.25	0	1.43	3	PP PPA
93917_at	Mm.8983	Tnfsf12	tumor necrosis factor (ligand) superfamily, member 12	-2.33	-1.22	0.17	0.01	-1.76	-0.68	PP PPP
92415_at	Mm.41171	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	1.89	0.92	0.1	0	0.6	1.24	PP PPP
160809_at	Mm.103551	Tollip	toll interacting protein	-1.65	-0.72	0.12	0.01	-1.09	-0.35	PP PPP
99578_at	Mm.4237	Top2a	topoisomerase (DNA) II alpha	4.26	2.09	0.23	0	1.36	2.82	PP PPA
160549_at	Mm.790	Tparl	TPA regulated locus	-2.14	-1.1	0.1	0	-1.42	-0.77	PP PPP
160249_at	Mm.2777	Tpd52	tumor protein D52	1.83	0.88	0.1	0	0.57	1.18	PP PPP
99566_at	Mm.4222	Tpi	triosephosphate isomerase	3.14	1.65	0.07	0	1.44	1.86	PP PPP
103032_at	Mm.16084	Tpst1	protein-tyrosine sulfotransferase 1	1.64	0.71	0.14	0.01	0.27	1.15	PP PPP
102599_at	Mm.254	Tpt1	tumor protein, translationally-controlled 1	-1.47	-0.56	0.05	0	-0.71	-0.4	PP PPP
100475_at	Mm.4973	Trim25	tripartite motif protein 25	-2.23	-1.16	0.14	0	-1.61	-0.7	PP PPP
93071_at	Mm.15701	Trim28	tripartite motif protein 28	2.37	1.24	0.09	0	0.95	1.54	PP PPP
104154_at	Mm.222	Trp53	transformation related protein 53	1.81	0.85	0.13	0.01	0.43	1.28	PP PPP
103201_at	Mm.1904	Ttk	Ttk protein kinase	2.33	1.22	0.13	0	0.8	1.63	PP PPA
100342_i_at	Mm.231463	Tuba1	tubulin, alpha 1	-1.69	-0.76	0.08	0	-1.02	-0.49	PP PPP
98759_f_at	Mm.197515	Tuba2	tubulin, alpha 2	1.79	0.84	0.07	0	0.61	1.07	PP PPP
101543_f_at	Mm.88212	Tuba6	tubulin, alpha 6	1.39	0.47	0.06	0	0.28	0.66	PP PPP
94835_f_at	Mm.246377	Tubb2	tubulin, beta 2	-2.91	-1.54	0.24	0.01	-2.3	-0.78	PP PPP
94788_f_at	Mm.1703	Tubb5	tubulin, beta 5	3.27	1.71	0.09	0	1.42	2	PP PPP
94789_r_at	Mm.1703	Tubb5	tubulin, beta 5	3.8	1.92	0.08	0	1.67	2.18	PP PPP
92807_at	Mm.260618	Txn1	thioredoxin 1	-2.02	-1.02	0.07	0	-1.25	-0.78	PP PPP
160547_s_at	Mm.77432	Txnip	thioredoxin interacting protein	1.86	0.89	0.12	0	0.52	1.27	PP PPP
92616_at	Mm.1104	Ube1x	ubiquitin-activating enzyme E1, Chr X	-1.66	-0.73	0.12	0.01	-1.11	-0.36	PP PPP
97479_at	Mm.3074	Ube2l3	ubiquitin-conjugating enzyme E2L 3	-1.55	-0.63	0.1	0.01	-0.95	-0.31	PP PPP
96959_at	Mm.30233	Ube2n	ubiquitin-conjugating enzyme E2N	-1.5	-0.59	0.09	0.01	-0.88	-0.29	PP PPP
97460_at	Mm.30272	Ube2r2	ubiquitin-conjugating enzyme E2R 2	-1.81	-0.86	0.1	0	-1.17	-0.54	PP PPP
95703_at	Mm.258530	Uble1a	ubiquitin-like 1 (sentrin) activating enzyme E1A	2.04	1.03	0.11	0	0.67	1.39	PP PPP
102322_at	Mm.10709	Ugdh	UDP-glucose dehydrogenase	-2.86	-1.52	0.16	0	-2.02	-1.02	PP PPP
99580_s_at	Mm.268456	Ugt1a6	UDP glycosyltransferase 1 family, polypeptide A6	1.68	0.75	0.1	0.01	0.42	1.07	PP PPP
95555_at	Mm.27744	Unc119h	unc119 homolog (C. elegans)	1.66	0.73	0.07	0	0.51	0.96	PP PPP
99064_at	Mm.3974	Usp4	ubiquitin specific protease 4 (proto-oncogene)	-1.91	-0.94	0.08	0	-1.17	-0.7	PP PPP
98521_at	Mm.168744	Vamp3	vesicle-associated membrane protein 3	-2.51	-1.33	0.13	0	-1.74	-0.92	PP PPP
97894_at	Mm.28420	Vars2	valyl-tRNA synthetase 2	2.38	1.25	0.18	0.01	0.69	1.81	PP PPP
101982_at	Mm.9684	Vasp	vasodilator-stimulated phosphoprotein	2.08	1.06	0.09	0	0.78	1.33	PP PPP
99799_at	Mm.254859	Vav1	vav 1 oncogene	1.53	0.61	0.08	0	0.37	0.86	PP PPP
101509_at	Mm.8294	Vbp1	von Hippel-Lindau binding protein 1	1.69	0.75	0.11	0.01	0.4	1.11	PP PPP
100084_at	Mm.4551	Vil2	villin 2	-2.76	-1.46	0.18	0	-2.03	-0.9	PP PPP
97876_at	Mm.28356	Vps29	vacuolar protein sorting 29 (S. pombe)	-1.93	-0.95	0.18	0.01	-1.51	-0.38	PP PPP
96667_at	Mm.27389	Vps41	vacuolar protein sorting 41 (yeast)	-1.48	-0.56	0.09	0.01	-0.85	-0.28	PP PPP
92760_at	Mm.4735	Was	Wiskott-Aldrich syndrome homolog (human)	-1.78	-0.83	0.14	0.01	-1.28	-0.38	PP PPP
103690_at	Mm.23955	Wbscr5	Williams-Beuren syndrome chromosome region 5 homolog (human)	-2.3	-1.2	0.11	0	-1.55	-0.86	PP PPP
96075_at	Mm.2654	Wdr1	WD repeat domain 1	-2.12	-1.08	0.15	0.01	-1.55	-0.61	PP PPP
100297_at	Mm.21126	Wdr26	WD repeat domain 26	1.73	0.79	0.09	0	0.49	1.09	PP PPA
100958_at	Mm.196324	X83327	EST X83327	2.37	1.25	0.17	0.01	0.7	1.79	PP PPA
95716_at	Mm.29717	Ywhag	3-monooxgenase/tryptophan 5-monooxgenase activation protein, gamma polypeptide	-2.03	-1.02	0.1	0	-1.33	-0.71	PP PPP
160321_at	Mm.2904	Zfp216	zinc finger protein 216	-1.52	-0.61	0.1	0.01	-0.91	-0.3	PP PPP
93772_i_at	Mm.21203	Zfp265	zinc finger protein 265	2.04	1.03	0.1	0	0.72	1.34	PP PPA
93773_f_at	Mm.21203	Zfp265	zinc finger protein 265	3.05	1.61	0.09	0	1.32	1.9	PP PPA
92830_s_at	Mm.192224	Zfp36	zinc finger protein 36	-1.75	-0.81	0.14	0.01	-1.25	-0.37	PP PPP
93324_at	Mm.18571	Zfp36l1	zinc finger protein 36, C3H type-like 1	4.28	2.1	0.15	0	1.63	2.57	PP PPA
97974_at	Mm.3105	Zfpm1	zinc finger protein, multitype 1	1.98	0.98	0.12	0	0.6	1.37	PP PPP
160356_at	Mm.113873	0610011D08Rik	RIKEN cDNA 0610011D08 gene	-1.74	-0.8	0.1	0	-1.11	-0.49	PP PPP
96605_at	Mm.27061	0610011I04Rik	RIKEN cDNA 0610011I04 gene	3.22	1.69	0.11	0	1.35	2.03	PP PPA
99166_at	Mm.226655	0610012G03Rik	RIKEN cDNA 0610012G03 gene	-1.64	-0.71	0.1	0.01	-1.02	-0.4	PP PPP
94047_at	Mm.21976	0610031J06Rik	RIKEN cDNA 0610031J06 gene	-1.84	-0.88	0.12	0.01	-1.26	-0.5	PP PPP
160391_at	Mm.30158	0710001O03Rik	RIKEN cDNA 0710001O03 gene	2.44	1.28	0.16	0	0.77	1.8	PP PPP
160338_at	Mm.29377	1100001D10Rik	RIKEN cDNA 1100001D10 gene	-1.86	-0.9	0.13	0.01	-1.32	-0.47	PP PPP
160255_at	Mm.203866	1110004P15Rik	RIKEN cDNA 1110004P15 gene	-2.69	-1.43	0.07	0	-1.67	-1.19	PP PPP
97908_at	Mm.28474	1110007A06Rik	RIKEN cDNA 1110007A06 gene	2.17	1.12	0.09	0	0.83	1.41	PP PPP
96278_at	Mm.29865	1110020C13Rik	RIKEN cDNA 1110020C13 gene	-4.14	-2.05	0.11	0	-2.4	-1.7	PP PPP
96353_at	Mm.30005	1110021D01Rik	RIKEN cDNA 1110021D01 gene	-1.93	-0.95	0.11	0	-1.31	-0.59	PP PPP
160834_at	Mm.153684	1110032C13Rik	RIKEN cDNA 1110032C13 gene	-1.49	-0.57	0.06	0	-0.78	-0.37	PP PPP
103404_at	Mm.200885	1110033A15Rik	RIKEN cDNA 1110033A15 gene	-1.99	-0.99	0.19	0.01	-1.6	-0.38	AP APP
95119_at	Mm.29382	1110038D17Rik	RIKEN cDNA 1110038D17 gene	-1.66	-0.73	0.11	0.01	-1.09	-0.38	PP PPP
96881_at	Mm.176952	1110059J08Rik	RIKEN cDNA 1110059J08 gene	-1.47	-0.55	0.07	0	-0.77	-0.33	PP PPP
160266_r_at	Mm.28057	1110064N10Rik	RIKEN cDNA 1110064N10 gene	1.68	0.75	0.14	0.01	0.3	1.19	PP PPA
98594_at	Mm.258746	1190002N15Rik	RIKEN cDNA 1190002N15 gene	6.11	2.61	0.16	0	2.1	3.12	PP PPA
93548_at	Mm.20188	1190006C12Rik	RIKEN cDNA 1190006C12 gene	-1.77	-0.82	0.08	0	-1.09	-0.55	PP PPP
162138_s_at	Mm.38438	1200009K17Rik	RIKEN cDNA 1200009K17 gene	2.11	1.07	0.09	0	0.8	1.35	PP PPA
95737_at	Mm.29750	1200015A19Rik	RIKEN cDNA 1200015A19 gene	-1.72	-0.78	0.14	0.01	-1.22	-0.34	AP APP
92872_at	Mm.45951	1200016B17Rik	RIKEN cDNA 1200016B17 gene	1.69	0.76	0.06	0	0.58	0.94	PP PPP
93358_at	Mm.65264	1500010B24Rik	RIKEN cDNA 1500010B24 gene	1.6	0.68	0.12	0.01	0.3	1.05	PP PPP
93533_at	Mm.1985	1500011L16Rik	RIKEN cDNA 1500011L16 gene	-2.01	-1	0.17	0.01	-1.54	-0.47	PP PPP
92241_at	Mm.34042	1500041O16Rik	RIKEN cDNA 1500041O16 gene	-1.74	-0.8	0.12	0.01	-1.18	-0.41	PP PPP
97320_at	Mm.29483	1600025H15Rik	RIKEN cDNA 1600025H15 gene	2.14	1.1	0.13	0	0.68	1.51	PP PPP
96811_at	Mm.29274	1700093E07Rik	RIKEN cDNA 1700093E07 gene	-1.62	-0.7	0.13	0.01	-1.12	-0.28	PP PPP
97356_at	Mm.29633	1810008O21Rik	RIKEN cDNA 1810008O21 gene	-1.52	-0.6	0.07	0	-0.82	-0.38	PP PPP
97885_at	Mm.28385	1810009M01Rik	RIKEN cDNA 1810009M01 gene	3.41	1.77	0.19	0	1.18	2.36	PP PPP
94473_at	Mm.28853	1810010L20Rik	RIKEN cDNA 1810010L20 gene	-2.27	-1.18	0.1	0	-1.49	-0.87	PP PPP
95518_at	Mm.25311	1810015C04Rik	RIKEN cDNA 1810015C04 gene	4.15	2.05	0.11	0	1.71	2.39	PP PPP
98626_at	Mm.38746	1810017G16Rik	RIKEN cDNA 1810017G16 gene	-1.57	-0.65	0.11	0.01	-1	-0.3	PP PPP
104293_at	Mm.22306	1810045K06Rik	RIKEN cDNA 1810045K06 gene	-1.65	-0.72	0.11	0.01	-1.08	-0.37	PP PPP
94931_at	Mm.28917	1810045K17Rik	RIKEN cDNA 1810045K17 gene	-1.54	-0.62	0.11	0.01	-0.97	-0.27	PP PPP
100877_at	Mm.228046	1810058I24Rik	RIKEN cDNA 1810058I24 gene	-1.83	-0.87	0.15	0.01	-1.33	-0.41	PP PPP
160497_at	Mm.45155	1810059G22Rik	RIKEN cDNA 1810059G22 gene	-1.51	-0.59	0.1	0.01	-0.91	-0.28	PP PPP
102409_at	Mm.258368	2010003I05Rik	RIKEN cDNA 2010003I05 gene	2.19	1.13	0.13	0	0.71	1.56	PP PPP
96117_r_at	Mm.27718	2010005J08Rik	RIKEN cDNA 2010005J08 gene	1.69	0.75	0.09	0	0.46	1.05	PP PPP
103555_at	Mm.262480	2010012F05Rik	RIKEN cDNA 2010012F05 gene	-1.5	-0.59	0.09	0.01	-0.89	-0.29	PP PPP
99093_at	Mm.39130	2210402A09Rik	RIKEN cDNA 2210402A09 gene	1.82	0.86	0.1	0	0.53	1.19	PP PPP
97484_at	Mm.73251	2210402G22Rik	RIKEN cDNA 2210402G22 gene	1.53	0.61	0.08	0	0.36	0.86	PP PPP
96004_at	Mm.25353	2210417O06Rik	RIKEN cDNA 2210417O06 gene	-1.69	-0.75	0.09	0	-1.02	-0.48	PP PPP
103225_at	Mm.20169	2310005K03Rik	RIKEN cDNA 2310005K03 gene	-2.03	-1.02	0.13	0	-1.43	-0.61	PP PPP
95063_at	Mm.29164	2310021G01Rik	RIKEN cDNA 2310021G01 gene	1.69	0.75	0.1	0	0.44	1.07	PP PPA
96819_at	Mm.2937	2310035K24Rik	RIKEN cDNA 2310035K24 gene	-1.66	-0.73	0.13	0.01	-1.15	-0.32	PP PPP
99149_at	Mm.41535	2310035M22Rik	RIKEN cDNA 2310035M22 gene	3.45	1.79	0.13	0	1.36	2.22	PP PPA
94989_at	Mm.220979	2310035O07Rik	RIKEN cDNA 2310035O07 gene	1.83	0.87	0.1	0	0.57	1.17	PP PPP
100557_g_at	Mm.5612	2310046H11Rik	RIKEN cDNA 2310046H11 gene	1.8	0.85	0.11	0	0.49	1.21	PP PPP
