Probe Set	Gene Symbol	p-Value	Gene Title	GO Biological Process	GO Molecular Function	GO Cellular Component	Pathway	Pathway Hyperlink	L1.24h._Signal	L3.24h_Signal	L4.24h_Signal	L1.C._Signal	L3.C_Signal	L4.C_Signal
214137_at	PTPRJ	0.042857	protein tyrosine phosphatase, receptor type, J	protein amino acid dephosphorylation	transmembrane receptor protein tyrosine phosphatase activity	integral to plasma membrane			0.92	0.34	0.33	0	-0.5	-1.04
214139_at	ARID4B	0.036028	AT rich interactive domain 4B (RBP1- like)	chromatin assembly/disassembly	DNA binding	chromatin			1.27	0.02	0.54	-0.85	-0.29	-0.79
214148_at	FOXM1	0.014445	forkhead box M1	regulation of transcription, DNA-dependent	transcription factor activity	nucleus			0.83	0.03	0.95	-0.73	-0.62	-0.52
214171_s_at	U2AF2	0.02777	U2 (RNU2) small nuclear RNA auxiliary factor 2		rrm;nucleic acid binding;1.2e-11				0.44	1.13	0.09	-0.74	-0.68	-0.31
214175_x_at	PDLIM4	0.011575	PDZ and LIM domain 4	PDZ;intracellular signaling cascade;5.2e-23	protein binding				0.2	0.78	1.61	-0.99	-0.95	-0.88
214177_s_at	PBXIP1	0.014006	pre-B-cell leukemia transcription factor interacting protein 1	negative regulation of transcription	transcription corepressor activity	nucleus			0.26	1.01	0.54	-0.57	-0.96	-0.3
214195_at	CLN2	0.038894	ceroid-lipofuscinosis, neuronal 2, late infantile (Jansky-Bielschowsky disease)	proteolysis and peptidolysis	serine-type endopeptidase activity	lysosome			0.7	1.38	-0.13	-0.54	-0.93	-0.66
214202_at	---	0.003149	CDNA FLJ38835 fis, clone MESAN2002424						0.27	0.5	0.77	-0.65	-0.38	-0.53
214215_s_at	KIAA0217	0.022028	KIAA0217						0.03	0.81	1.88	-1.04	-1.04	-1.06
214236_at	CDC27	0.006756	cell division cycle 27	mitotic metaphase/anaphase transition		nucleus			0.2	0.4	0.43	-0.34	-0.54	-0.15
214238_at	---	0.040615	Clone DT1P1B6 mRNA, CAG repeat region						0.11	0.65	1.21	-0.18	-1.23	-0.56
214258_x_at	HTATIP	0.007501	HIV-1 Tat interacting protein, 60kDa	regulation of transcription, DNA-dependent	transcription coactivator activity	nucleus			0.32	0.3	0.94	-0.51	-0.52	-0.59
214261_s_at	ADH6	0.004569	alcohol dehydrogenase 6 (class V)	ethanol oxidation	alcohol dehydrogenase activity, zinc-dependent		Glycolysis / Gluconeogenesis	GENMAPP/KEGG	0.55	0.82	1.78	-1.16	-1.2	-1.01
214322_at	CAMK2G	0.020483	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma	protein amino acid phosphorylation	protein serine/threonine kinase activity				0.74	0.97	0.44	-0.8	-0.04	-1.21
214343_s_at	MGC33190	0.048411	hypothetical protein MGC33190						0.71	1.06	-0.16	-0.71	-0.71	-0.27
214397_at	MBD2	0.014787	methyl-CpG binding domain protein 2	negative regulation of transcription	DNA binding	nucleus			1.12	0.09	0.65	-0.74	-0.7	-0.5
214408_s_at	RFPL3S	0.041382	ret finger protein-like 3 antisense						1.37	-0.06	1.04	-0.65	-1.41	-0.34
214443_at	PVR	0.018362	poliovirus receptor		receptor activity	extracellular space			0.3	0.23	0.46	-0.35	-0.58	-0.05
214520_at	FOXC2	0.033524	forkhead box C2 (MFH-1, mesenchyme forkhead 1)	regulation of transcription, DNA-dependent	transcription factor activity	nucleus			0.9	0.23	1.34	-0.02	-1.31	-1.1
214565_s_at	PROL5	0.018868	proline rich 5 (salivary)			extracellular			1.2	1.27	-0.05	-0.71	-1.03	-0.84
214580_x_at	KRT6A	0.040238	keratin 6A	ectoderm development	structural constituent of cytoskeleton	intermediate filament			0.03	1.07	0.4	-0.82	-0.31	-0.44
214597_at	SSTR2	0.00513	somatostatin receptor 2	G-protein signaling, coupled to cyclic nucleotide second messenger	rhodopsin-like receptor activity	integral to plasma membrane	GPCRs_Class_A_Rhodopsin-like	GENMAPP/KEGG	0.98	0.94	0.22	-0.61	-0.71	-0.87
214618_at	CFLAR	0.019194	CASP8 and FADD-like apoptosis regulator	proteolysis and peptidolysis	signal transducer activity				1.46	0.14	0.86	-0.84	-0.48	-1.26
214620_x_at	PAM	0.017094	peptidylglycine alpha-amidating monooxygenase	peptide amidation	peptidylglycine monooxygenase activity	secretory granule			0.76	0.32	0.38	-0.2	-0.36	-0.88
214621_at	GYS2	0.032693	glycogen synthase 2 (liver)	glycogen biosynthesis	glycogen (starch) synthase activity		Starch and sucrose metabolism	GENMAPP/KEGG	1.48	0.08	1.14	-1.33	-1.25	-0.17
214645_at	C10orf42	0.03018	chromosome 10 open reading frame 42						1.86	-0.23	1.19	-1.06	-1.05	-1.16
214680_at	NTRK2	0.031005	neurotrophic tyrosine kinase, receptor, type 2	protein amino acid phosphorylation	transmembrane receptor protein tyrosine kinase activity	integral to plasma membrane			0.36	0.45	1.36	-1.06	-0.11	-1.03
214689_at	PLAC3	0.013355	placenta-specific 3	regulation of cell growth	metallopeptidase activity	intracellular			1.31	0.13	0.88	-0.85	-1.04	-0.53
214693_x_at	KIAA1245	0.016478	chomosome one amplified sequence 1 cyclophilin						0.98	1.17	0.21	-0.87	-0.29	-1.21
214754_at	MGC22014	0.015401	hypothetical protein MGC22014						0.81	0.2	0.99	-0.24	-0.76	-1
214761_at	ZNF423	0.03068	zinc finger protein 423		nucleic acid binding	nucleus			0.43	0.18	1.82	-1.08	-0.63	-1.09
214774_x_at	TNRC9	0.001749	trinucleotide repeat containing 9						0.53	0.88	0.42	-0.48	-0.78	-0.58
214790_at	SENP6	0.037163	SUMO1/sentrin specific protease 6	proteolysis and peptidolysis	cysteine-type peptidase activity				0.22	0.7	0.46	-0.36	-0.94	-0.05
214798_at	KIAA0703	0.024174	KIAA0703 gene product	cation transport	magnesium ion binding	integral to membrane			1.35	0.24	0.59	-0.94	-1.06	-0.24
214817_at	UNC13A	0.002081	unc-13 homolog A (C. elegans)						0.72	0.96	0.37	-0.86	-0.63	-0.57
214821_at	---	0.014597	Clone 23622 mRNA sequence						1.89	1.16	0.06	-1.22	-1.17	-1.11
214861_at	JMJD2C	0.012322	jumonji domain containing 2C	regulation of transcription, DNA-dependent	DNA binding				0.62	1	0.71	-0.81	-1.28	-0.14
214889_at	DKFZP564J102	0.036654	DKFZP564J102 protein						1.7	-0.1	0.77	-1.08	-0.57	-1.03
214896_at	---	0.02109	MRNA full length insert cDNA clone EUROIMAGE 29222						0.89	1.33	0.05	-0.75	-0.49	-1.13
214898_x_at	MUC3B	0.029584	mucin 3B		extracellular matrix structural constituent				0.47	0.04	0.89	-0.31	-0.36	-0.76
214906_x_at	CG018	0.006587	hypothetical gene CG018						0.52	1.17	0.4	-0.51	-0.69	-0.94
214911_s_at	BRD2	0.007251	bromodomain containing 2	spermatogenesis	protein serine/threonine kinase activity	nucleus			0.51	0.51	0.22	-0.34	-0.67	-0.22
214956_at	---	0.032375	Clone IMAGE 23915						0.43	0.11	1.9	-1.01	-1.05	-0.85
215028_at	SEMA6A	0.001301	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	apoptosis	protein binding	integral to membrane			0.98	0.44	0.87	-0.68	-0.66	-0.96
215036_at		0.036678	CDNA clone MGC:62026 IMAGE:6450688, complete cds						0.8	0.59	0.05	-0.88	-0.14	-0.41
215080_s_at	CENTG1	0.020663	centaurin, gamma 1	signal transduction	DNA binding	nucleus			0.32	0.66	0.8	-1.05	-0.61	-0.07
215121_x_at	IGLJ3	0.013836	CDNA FLJ26905 fis, clone RCT01427, highly similar to Ig lambda chain C regions						0.2	0.69	0.64	-0.17	-0.81	-0.53
215125_s_at	UGT1A10	0.041231	UDP glycosyltransferase 1 family, polypeptide A10	metabolism	glucuronosyltransferase activity	microsome	Pentose and glucuronate interconversions	GENMAPP/KEGG	0.41	0.21	1.35	-0.16	-1.1	-0.78
215152_at	MYB	0.034929	v-myb myeloblastosis viral oncogene homolog (avian)	regulation of transcription, DNA-dependent	DNA binding	nucleus			1.36	0.27	0.3	-0.25	-0.83	-0.96
215214_at		0.016772	Clone ASPBLL54 immunoglobulin lambda light chain VJ region mRNA, partial cds						1.38	0.15	1.03	-1.02	-0.41	-1.21
215222_x_at	MACF1	0.020793	microtubule-actin crosslinking factor 1	cell cycle arrest	actin binding	cytoskeleton			1.6	0.64	0.19	-1.16	-0.53	-0.94
215237_at	DOCK9	0.032186	dedicator of cytokinesis 9						1.16	-0.2	1.61	-1.08	-0.68	-1.11
215302_at	LOC257152	0.039259	hypothetical protein LOC257152						0.88	-0.16	1.35	-0.95	-0.87	-0.41
215435_at	---	0.005415	CDNA FLJ11921 fis, clone HEMBB1000318						0.63	0.72	0.4	-0.48	-0.31	-0.94
215461_at	LOC148066	0.023805	zinc and ring finger 4	proteolysis and peptidolysis	peptidase activity				0.82	0.01	1.48	-0.59	-0.78	-1.12
215546_at	PSMD5	0.028029	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5			proteasome complex (sensu Eukarya)	Proteasome_Degradation	GENMAPP/KEGG	0.98	-0.11	1.28	-0.97	-0.56	-0.77
215576_at	---	0.022771	CDNA FLJ12004 fis, clone HEMBB1001564, moderately similar to VACUOLAR ATP SYNTHASE SUBUNIT H (EC 3.6.1.34)						1.42	0.91	-0.04	-0.76	-0.67	-1.04
215585_at	---	0.010826	CDNA FLJ14019 fis, clone HEMBA1002503						0.82	0.5	1.08	-0.95	-0.18	-1.2
215586_at	---	0.047093	CDNA FLJ14111 fis, clone MAMMA1001630						-0.01	0.57	1.16	-0.22	-0.53	-1.01
215617_at	---	0.045775	CDNA FLJ11754 fis, clone HEMBA1005588						0.49	-0.07	0.45	-0.15	-0.26	-0.47
215702_s_at	CFTR	0.014981	cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7)	ion transport	ATP-binding cassette (ABC) transporter activity	membrane fraction			0.13	0.97	0.75	-0.54	-0.38	-0.95
215735_s_at	TSC2	0.041829	tuberous sclerosis 2	protein folding	chaperone activity	membrane fraction			-0.12	0.74	1.01	-0.72	-0.72	-0.26
215750_at	KIAA1659	0.009452	KIAA1659 protein						0.6	0.27	0.59	-0.63	-0.69	-0.13
215821_x_at	PSG3	0.047551	pregnancy specific beta-1-glycoprotein 3	defense response		extracellular			1.11	0.55	-0.09	-0.28	-0.81	-0.56
215852_x_at	KIAA0889	0.009697	KIAA0889 protein						1.36	0.51	0.52	-1.03	-1.01	-0.41
215854_at	---	0.047473	CDNA FLJ11844 fis, clone HEMBA1006665						0.77	0.03	0.26	-0.22	-0.6	-0.26
215860_at	SYT12	0.010384	synaptotagmin XII	transport	transporter activity	synaptic vesicle			1.38	0.93	0.61	-1.26	-1.34	-0.23
215876_at	---	0.000621	CDNA FLJ12192 fis, clone MAMMA1000851						0.8	0.52	0.77	-0.47	-0.77	-0.84
216006_at	---	0.011446	Clone 24694 mRNA sequence						0.23	0.62	1.18	-0.99	-0.58	-0.53
216027_at		0.025594	hypothetical protein DJ971N18.2	electron transport	electron transporter activity	integral to membrane			1.22	0.03	1	-0.35	-0.77	-1.19
216051_x_at	---	0.023933	CDNA FLJ11983 fis, clone HEMBB1001337						1.71	0.12	1.08	-0.81	-0.59	-1.63
216141_at	---	0.032047	Transcribed sequences						2.26	-0.14	0.88	-1.29	-1.15	-1.32
216151_at	---	0.009723	CDNA FLJ11547 fis, clone HEMBA1002934						1.94	0.58	0.53	-1.15	-1.17	-1.08
216175_at	POLD2	0.034076	polymerase (DNA directed), delta 2, regulatory subunit 50kDa	DNA replication	DNA-directed DNA polymerase activity	nucleus	Purine metabolism	GENMAPP/KEGG	0.97	-0.02	0.55	-0.67	-0.24	-0.65
216224_s_at	HDAC6	0.029967	histone deacetylase 6	regulation of transcription, DNA-dependent	actin binding	histone deacetylase complex	Cell_cycle	GENMAPP/KEGG	0.91	0.61	0.02	-0.84	-0.25	-0.48
216227_at	HCGII-7	0.005171	CDNA FLJ32165 fis, clone PLACE6000424						1.17	0.28	1.05	-1.08	-0.84	-0.66
216230_x_at	SMPD1	0.038676	sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase)	carbohydrate metabolism	sphingomyelin phosphodiesterase activity	lysosome	Sphingophospholipid biosynthesis	GENMAPP/KEGG	0.93	0.02	0.31	-0.26	-0.49	-0.57
216320_x_at	MST1	0.030203	macrophage stimulating 1 (hepatocyte growth factor-like)	proteolysis and peptidolysis	thrombin activity				0.15	0.99	1.27	-0.12	-1.31	-0.97
216341_s_at	GNRHR	0.011804	gonadotropin-releasing hormone receptor		7tm_1;rhodopsin-like receptor activity;3.2e-31		GPCRs_Other	GENMAPP/KEGG	1.27	0.39	0.43	-1	-0.67	-0.5
216390_at	LCAT	0.04021	lecithin-cholesterol acyltransferase	lipid metabolism	phosphatidylcholine-sterol O-acyltransferase activity	extracellular			0.66	1.43	-0.11	-0.89	-0.47	-0.82
216391_s_at	KLHL1	0.027481	kelch-like 1 (Drosophila)	actin cytoskeleton organization and biogenesis	actin binding	cytoskeleton			0.97	-0.02	1.12	-0.92	-0.29	-0.93
216402_at	SEC14L4	0.031446	SEC14-like 4 (S. cerevisiae)	transport	transporter activity	intracellular			0.16	0.65	0.64	-0.17	-0.29	-0.96
216429_at	---	0.04689	CDNA: FLJ21769 fis, clone COLF7354						2.1	-0.49	1.45	-1.47	-1.33	-0.93
216461_at	---	0.014455							0.16	0.97	1.71	-1.18	-1.19	-0.69
216485_s_at	TPS1	0.003463	tryptase, alpha	proteolysis and peptidolysis	chymotrypsin activity				0.73	0.73	0.39	-0.41	-0.94	-0.48
216500_at	---	0.033945							1.08	0.06	1.33	-0.27	-0.75	-1.46
216558_x_at	MGC27165	0.003953	hypothetical protein MGC27165						1.13	0.42	1.66	-1.03	-1.09	-1.27
216595_at	FLJ13236	0.045285	hypothetical protein FLJ13236						0.89	0.07	0.98	-1.22	-0.63	-0.05
216633_s_at	KIAA1069	0.005143	KIAA1069 protein	lipid metabolism	phosphoinositide phospholipase C activity				1.1	0.3	0.58	-0.61	-0.79	-0.65
216655_s_at	---	0.049305							0.6	0.76	0.17	0.06	-1.03	-0.52
216657_at	MJD	0.002621	Machado-Joseph disease (spinocerebellar ataxia 3, olivopontocerebellar ataxia 3, autosomal dominant, ataxin 3)	nucleotide-excision repair		nucleoplasm			0.7	0.8	0.77	-0.44	-0.61	-1.17
216727_at	STK38	0.018134	serine/threonine kinase 38	protein amino acid phosphorylation	protein serine/threonine kinase activity	nucleus			0.93	0.35	0.17	-0.7	-0.33	-0.46
216751_at	---	0.008513	CDNA: FLJ21226 fis, clone COL00721						0.25	0.81	1.21	-1.02	-0.79	-0.51
216762_at	---	0.002682	MRNA; cDNA DKFZp686M03112 (from clone DKFZp686M03112)						0.9	0.75	0.81	-0.47	-0.65	-1.26
216811_at	---	0.00772							0.34	1.11	0.92	-0.35	-1.03	-1
216885_s_at	H326	0.030845	H326						0.2	0.3	0.31	-0.49	0.04	-0.35
216937_s_at	RS1	0.039036	retinoschisis (X-linked, juvenile) 1	cell adhesion	protein binding	extracellular space			1.72	-0.06	1.11	-0.28	-1.26	-1.4
216954_x_at	ATP5O	0.005937	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)	ATP synthesis coupled proton transport	transporter activity	membrane fraction	Oxidative phosphorylation	GENMAPP/KEGG	0.69	0.14	0.71	-0.43	-0.53	-0.6
217065_at		0.036311	T cell receptor alpha-chain (TCR Valpha20Jalpha9.14) mRNA, partial cds.						1.34	0.02	0.81	-0.24	-1.21	-0.79
217066_s_at	DMPK	0.040867	dystrophia myotonica-protein kinase	protein amino acid phosphorylation	protein serine/threonine kinase activity				0.53	1.36	-0.09	-0.62	-0.63	-0.73
217081_at	OR2H3	0.036064	olfactory receptor, family 2, subfamily H, member 3	defense response	olfactory receptor activity	integral to membrane			1.51	-0.13	1.17	-0.39	-1.24	-1.1
217096_at	PCLO	0.014671	piccolo (presynaptic cytomatrix protein)	transport	transporter activity	cytoskeleton			0.81	0.23	2.04	-1.18	-1.1	-1.27
217138_x_at	IGLJ3	0.042255	immunoglobulin lambda joining 3						1.12	1.95	-0.35	-1.16	-1.03	-1.06
217155_at	RPL34P2	0.004285	ribosomal protein L34 pseudogene 2						0.81	1.23	0.35	-0.97	-0.89	-0.59
217252_at	OSIL	0.026722	oxidative stress induced like		zinc ion binding	cytosol			0.93	0.37	0.4	-1	-0.6	-0.06
217357_at	---	0.036289							1.32	0.48	0	-0.41	-0.79	-0.73
217376_at	---	0.046433							0.69	0.05	0.98	-0.79	0.01	-0.93
217510_at	CRX	0.010927	cone-rod homeobox	regulation of transcription, DNA-dependent	transcription factor activity	nucleus			1.17	0.44	0.26	-0.55	-0.63	-0.78
217545_at	MYH14	0.033156	myosin, heavy polypeptide 14		motor activity	myosin			0.75	-0.11	0.88	-0.71	-0.37	-0.52
217626_at	AKR1C2	0.003038	aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)	lipid metabolism	binding				0.66	0.55	1.36	-0.7	-0.96	-1
217655_at	FXYD5	0.016062	FXYD domain containing ion transport regulator 5	ion transport	actin binding	integral to membrane			1.57	0.87	0.07	-0.82	-0.88	-1.04
217782_s_at	GPS1	0.015811	G protein pathway suppressor 1						0.57	0.2	0.87	-0.84	-0.62	-0.19
217820_s_at	ENAH	0.008671	enabled homolog (Drosophila)						0.64	0.37	1.36	-0.74	-0.6	-1.12
218030_at	GIT1	0.028681	G protein-coupled receptor kinase interactor 1	regulation of G-protein coupled receptor protein signaling pathway	DNA binding	nucleus			0.43	0.19	0.06	-0.07	-0.34	-0.27
218134_s_at	RBM22	0.032206	RNA binding motif protein 22		zf-CCCH;nucleic acid binding;0.0066				0.94	0.1	0.21	-0.46	-0.43	-0.41
218206_x_at	SCAND1	0.011027	SCAN domain containing 1	regulation of cell cycle	transcription factor activity	nucleus			1.04	0.37	0.7	-1.19	-0.45	-0.44
218236_s_at	PRKCN	0.026448	protein kinase C, nu	protein amino acid phosphorylation	protein kinase C activity		G_Protein_Signaling	GENMAPP/KEGG	0.27	0.42	0.35	-0.08	-0.72	-0.21
218240_at	NKIRAS2	0.047774	NFKB inhibitor interacting Ras-like 2	I-kappaB kinase/NF-kappaB cascade	GTPase activity				1.41	-0.28	0.96	-0.56	-0.77	-0.98
218247_s_at	RKHD2	0.038981	ring finger and KH domain containing 2						0.16	0.51	0.65	0	-0.42	-0.87
218262_at	FLJ22318	0.035883	hypothetical protein FLJ22318						0.34	0.09	0.25	-0.23	-0.43	0
218369_s_at	EXOSC1	0.027238	exosome component 1	rRNA processing	3-5-exoribonuclease activity	nuclear exosome (RNase complex)			0.93	0.01	1.25	-0.32	-1.1	-0.84
218401_s_at	ZNF281	0.045236	zinc finger protein 281	negative regulation of transcription from Pol II promoter	DNA binding	nucleus			0.11	0.1	0.73	-0.45	-0.34	-0.18
218429_s_at	FLJ11286	0.005262	hypothetical protein FLJ11286						0.77	0.36	0.71	-0.37	-0.49	-0.96
218445_at	H2AFY2	0.042679	H2A histone family, member Y2		histone;DNA binding;5.2e-42				1	0.86	-0.19	-0.57	-0.41	-0.78
218570_at	KBTBD4	0.002583	kelch repeat and BTB (POZ) domain containing 4		protein binding				0.59	1.22	0.55	-0.84	-0.62	-0.95
218730_s_at	OGN	0.02647	osteoglycin (osteoinductive factor, mimecan)		growth factor activity				0.11	0.54	1.84	-1.07	-0.97	-0.86
218835_at	SFTPA1	0.032237	surfactant, pulmonary-associated protein A1						0.08	0.58	1.82	-0.56	-1.13	-1.13
218939_at	LETM1	0.034318	leucine zipper-EF-hand containing transmembrane protein 1	signal transduction	calcium ion binding	mitochondrion			0.85	0.15	0.25	-0.63	-0.53	-0.12
218994_s_at	FLJ13195	0.023159	hypothetical protein FLJ13195 similar to stromal antigen 3						0.84	0.02	0.68	-0.24	-0.62	-0.71
219005_at	C19orf4	0.02819	chromosome 19 open reading frame 4			membrane fraction			1.26	0.57	-0.02	-0.65	-0.64	-0.65
219059_s_at	XLKD1	0.023826	extracellular link domain containing 1	cell adhesion	receptor activity				2.1	0.62	0.15	-1.23	-1.01	-1.19
219093_at	FLJ20701	0.049443	hypothetical protein FLJ20701						0.86	0.33	1.11	-1.23	0.24	-1.17
219154_at	RHOF	0.012812	ras homolog gene family, member F (in filopodia)	actin filament organization	GTPase activity	cytoskeleton			0.05	1.31	1.29	-0.78	-1.01	-1.04
219213_at	JAM2	0.027939	junctional adhesion molecule 2	cell-cell adhesion		integral to plasma membrane			1.96	0.45	0.2	-1.2	-1.06	-0.82
219315_s_at	FLJ20898	0.031025	hypothetical protein FLJ20898						1.33	-0.02	0.63	-0.66	-0.92	-0.49
219417_s_at	FLJ20014	0.04678	hypothetical protein FLJ20014						0.52	0.92	1.59	0.28	-1.63	-1.44
219447_s_at	SLC35C2	0.00517	solute carrier family 35, member C2	transport		integral to membrane			0.57	0.7	0.65	-0.92	-0.18	-0.79
219461_at	PAK6	0.011657	p21(CDKN1A)-activated kinase 6	protein amino acid phosphorylation	protein serine/threonine kinase activity		Integrin-mediated_cell_adhesion	GENMAPP/KEGG	0.12	0.95	0.66	-0.7	-0.7	-0.39
219505_at	CECR1	0.011452	cat eye syndrome chromosome region, candidate 1	development	growth factor activity				1.11	0.07	1.06	-0.66	-0.78	-0.9
219513_s_at	SH2D3A	0.049847	SH2 domain containing 3A	small GTPase mediated signal transduction	guanyl-nucleotide exchange factor activity				0.37	0.14	1.61	-0.3	-1.26	-0.75
219516_at	TRPV4	0.037783	transient receptor potential cation channel, subfamily V, member 4	cation transport	cation channel activity	membrane			0.78	-0.01	1.46	-1.3	-0.48	-0.56
219563_at	C14orf139	0.018089	chromosome 14 open reading frame 139						0.54	0.5	0.26	-0.83	-0.21	-0.23
219568_x_at	SOX18	0.047003	SRY (sex determining region Y)-box 18	regulation of transcription from Pol II promoter	DNA binding	nucleus			1.91	-0.3	0.97	-0.87	-0.85	-1.32
219585_at	MGC1203	0.01732	hypothetical protein MGC1203						0.55	1.82	0.29	-1.19	-0.95	-0.86
219591_at	BM88	0.006562	BM88 antigen			integral to membrane			1.96	0.55	0.83	-0.95	-1.32	-1.37
219606_at	CGI-72	0.034026	CGI-72 protein		nucleic acid binding				0	0.48	1.1	-0.51	-0.79	-0.36
219614_s_at	SLC6A20	0.033918	solute carrier family 6 (neurotransmitter transporter), member 20		SNF;neurotransmitter:sodium symporter activity;1.3e-161				0.56	0.18	1.21	-0.82	-1.04	-0.11
219633_at	C20orf121	0.022742	chromosome 20 open reading frame 121	transport	transporter activity	intracellular			0.3	0.07	0.59	-0.18	-0.51	-0.28
219661_at	RANBP17	0.036951	RAN binding protein 17	protein-nucleus import, docking	GTP binding	nucleus			1.14	-0.26	2.06	-0.89	-1.5	-1.1
219665_at	FLJ22494	0.031342	hypothetical protein FLJ22494						0.74	0.09	0.54	-0.17	-0.85	-0.33
219666_at	MS4A6A	0.023216	membrane-spanning 4-domains, subfamily A, member 6A	signal transduction	receptor activity	integral to membrane			0.75	0.44	1.37	-1.45	-0.13	-0.91
219669_at	PRV1	0.047374	polycythemia rubra vera 1		receptor activity				1.54	0.56	0.12	-1.27	-0.15	-0.9
219716_at	APOL6	0.026501	apolipoprotein L, 6	lipid transport	lipid transporter activity	cytoplasm			0.5	0.01	1.17	-0.6	-0.63	-0.56
219752_at	RASAL1	0.000277	RAS protein activator like 1 (GAP1 like)	intracellular signaling cascade	Ras GTPase activator activity				0.78	0.62	0.54	-0.49	-0.68	-0.77
219756_s_at	POF1B	0.027156	premature ovarian failure 1B						1.02	0.27	0.7	-1.26	-0.4	-0.25
219830_at	RAI1	0.019337	retinoic acid induced 1	regulation of transcription, DNA-dependent	DNA binding				1.83	0.34	0.45	-1.14	-0.78	-1.05
219843_at	IPP	0.027254	intracisternal A particle-promoted polypeptide		actin binding	actin cytoskeleton			1.47	0.04	0.69	-0.61	-0.62	-1.12
219965_s_at	FLJ21687	0.048264	PDZ domain containing, X chromosome	PDZ;intracellular signaling cascade;4.6e-17	protein binding				0.98	0.62	-0.09	-0.36	-0.31	-0.87
219976_at	HOOK1	0.011071	hook homolog 1 (Drosophila)	spermatogenesis		cytoskeleton			1.13	0.16	1.45	-0.87	-0.75	-1.26
219987_at	FLJ12684	0.011368	hypothetical protein FLJ12684						0.86	0.23	1.27	-0.62	-1.19	-0.61
220026_at	CLCA4	0.02088	chloride channel, calcium activated, family member 4						1.14	-0.06	1.41	-0.71	-1.1	-0.88
220041_at	SMP3	0.042165	SMP3 mannosyltransferase						-0.11	0.61	0.98	-0.74	-0.47	-0.33
220067_at	SPTBN5	0.029187	spectrin, beta, non-erythrocytic 5	actin cytoskeleton organization and biogenesis	actin binding	cytoskeleton			1.71	0.13	0.72	-1.27	-0.4	-1.1
220106_at	NPC1L1	0.019541	NPC1 (Niemann-Pick disease, type C1, gene)-like 1	cholesterol transport	hedgehog receptor activity	integral to membrane			1	1.31	0.02	-0.62	-1.15	-0.68
220124_at	GAN	0.018925	giant axonal neuropathy (gigaxonin)		protein binding	cytoskeleton			0.39	0.43	1.14	-0.69	-1.06	-0.23
220129_at	FLJ20449	0.002806	hypothetical protein FLJ20449						0.56	1.38	0.66	-0.77	-0.88	-1.05
220131_at	FXYD7	0.034687	FXYD domain containing ion transport regulator 7	ion transport	ion channel activity	integral to membrane			0.49	-0.07	0.96	-0.56	-0.45	-0.43
220144_s_at	ANKRD5	0.001239	ankyrin repeat domain 5		calcium ion binding				1.19	1.06	0.54	-1.15	-0.76	-0.91
220148_at	ALDH8A1	0.034559	aldehyde dehydrogenase 8 family, member A1	metabolism	retinal dehydrogenase activity	intracellular			0.69	0.22	1.11	-1.01	0.01	-0.99
220157_x_at	LOC51054	0.039835	putative glycolipid transfer protein						1.32	0.3	0.62	-0.13	-0.59	-1.44
220302_at	MAK	0.001492	male germ cell-associated kinase	protein amino acid phosphorylation	protein serine/threonine kinase activity				1	0.62	1.48	-0.86	-1.11	-1.21
220331_at	CYP46A1	0.017508	cytochrome P450, family 46, subfamily A, polypeptide 1	electron transport	steroid hydroxylase activity	endoplasmic reticulum			0.9	0.09	1.86	-1.09	-0.91	-1.21
220354_at	MGC2780	0.013816	CDNA clone IMAGE:2959727, partial cds						0.56	0.36	0.95	-0.2	-0.61	-1.03
220394_at	FGF20	0.002237	fibroblast growth factor 20	signal transduction	growth factor activity	extracellular			1.21	0.48	0.78	-0.63	-0.9	-0.98
220420_at	LMAN1L	0.039853	lectin, mannose-binding, 1 like	heterophilic cell adhesion	sugar binding	integral to membrane			1.02	0.6	-0.12	-0.64	-0.4	-0.53
220456_at	C20orf38	0.043989	chromosome 20 open reading frame 38						0.73	0.66	0.05	0.01	-0.8	-0.64
220471_s_at	MYCT1	0.034519	myc target 1						1.42	-0.25	1.38	-0.93	-1.19	-0.7
220492_s_at	OTOF	0.025097	otoferlin	perception of sound		integral to membrane			2.01	-0.12	1.08	-1.23	-1.16	-1.1
220498_at	ACTL7B	0.00316	actin-like 7B		structural constituent of cytoskeleton	actin cytoskeleton			0.96	0.47	1.48	-1.05	-1.17	-0.8
220515_at	DUSP21	0.007788	dual specificity phosphatase 21	protein amino acid dephosphorylation	protein tyrosine/serine/threonine phosphatase activity				1.13	0.2	0.75	-0.87	-0.55	-0.74
220527_at	MRPL20	0.002288	mitochondrial ribosomal protein L20	protein biosynthesis	RNA binding	intracellular			0.38	0.97	0.56	-0.54	-0.66	-0.74
220580_at	BICC1	0.023178	bicaudal C homolog 1 (Drosophila)						1.54	0	0.86	-0.92	-0.61	-1.09
220592_at	FLJ20753	0.003613	hypothetical protein FLJ20753						0.34	0.54	0.97	-0.74	-0.67	-0.47
