#prototype: prototype used as the explanatory variable in the linear model
#gene: gene symbol
#geneid: Entrez GeneID
#Z-ESR1: meta-analytical Z-score corresponding to partial coefficient test against ESR1 expression (adjusted for other prototypes)
#Z-ERRB2: ditto for ERBB2
#Z-AURKA: ditto for AURKA
#Z-survival: meta-analytical univariate Cox regression Z-score 
#cytoband: chromosomal location (from Entrez database)
#alias: alternative gene symbols
#description: gene description
prototype	gene	geneid	Z-ESR1	Z-ERBB2	Z-AURKA	Z-survival	cytoband	alias	description
AURKA	DNAJC9	23234	-6.86304	-1.12214	17.7608	4.70577	10q22.2	JDD1|KIAA0974|SB73	DnaJ (Hsp40) homolog, subfamily C, member 9
AURKA	SMC4	10051	-5.03418	-2.38758	17.7207	4.97594	3q26.1	CAPC|SMC4L1|hCAP-C	structural maintenance of chromosomes 4
AURKA	H2AFV	94239	-0.50065	2.1569	17.6634	4.32481	7p13	FLJ26479|H2AV|MGC10170|MGC10831|MGC1947	H2A histone family, member V
AURKA	HMGB3	3149	-4.76033	4.41301	17.6007	4.94479	Xq28	HMG2A|HMG4|MGC90319	high-mobility group box 3
AURKA	STRA13	201254	7.01298	5.97688	17.562	4.21391	17q25.3	E3|MGC14480	stimulated by retinoic acid 13 homolog (mouse)
AURKA	FLJ14668	84908	-6.0251	-3.95188	17.5614	3.53873	2p14	-	hypothetical protein FLJ14668
AURKA	MND1	84057	-3.53383	-0.822765	17.546	3.79602	4q31.3	GAJ	meiotic nuclear divisions 1 homolog (S. cerevisiae)
AURKA	PTDSS1	9791	-13.5979	-5.04417	17.5404	5.59783	8q22	KIAA0024|PSSA	phosphatidylserine synthase 1
AURKA	DNMT1	1786	-6.08198	-1.5357	17.5359	3.64444	19p13.2	CXXC9|DNMT|FLJ16293|MCMT|MGC104992	DNA (cytosine-5-)-methyltransferase 1
AURKA	TH1L	51497	3.23123	3.58617	17.5125	3.71926	20q13	HSPC130|NELF-C|NELF-D|TH1	TH1-like (Drosophila)
AURKA	DEPDC1	55635	-9.8974	-4.83805	17.4569	4.56376	1p31.2	DEP.8|FLJ20354|SDP35	DEP domain containing 1
AURKA	PSMB2	5690	-10.5081	-1.87358	17.3263	5.50941	1p34.2	HC7-I|MGC104215|MGC126885	proteasome (prosome, macropain) subunit, beta type, 2
AURKA	XPO1	7514	-0.301447	-3.56287	17.2823	4.35941	2p16	CRM1|DKFZp686B1823	exportin 1 (CRM1 homolog, yeast)
AURKA	SMS	6611	2.66776	-1.04066	17.1921	3.60814	Xp22.1	MRSR|SPMSY|SRS|SpS	spermine synthase
AURKA	SLC7A5	8140	-11.7544	0.00309351	17.19	5.0706	16q24.3	4F2LC|CD98|D16S469E|E16|LAT1|MPE16|hLAT1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5
AURKA	PSRC1	84722	-2.46253	-5.38048	17.1875	2.67997	1p13.3	DDA3|FP3214|MGC1780|RP11-297O4.2	proline/serine-rich coiled-coil 1
AURKA	MTFR1	9650	-6.12098	6.50838	17.1529	4.92352	8q13.1	CHPPR|KIAA0009	mitochondrial fission regulator 1
AURKA	TUBG1	7283	9.45496	-1.69041	17.134	2.58936	17q21	TUBG	tubulin, gamma 1
AURKA	UNG	7374	0.433967	-1.33061	17.1083	5.00451	12q23-q24.1	DGU|DKFZp781L1143|HIGM4|UDG|UNG1|UNG15	uracil-DNA glycosylase
AURKA	LRP8	7804	-12.5387	-2.49303	17.0662	4.45946	1p34	APOER2|HSZ75190	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
AURKA	HDGF	3068	-6.67252	-4.62898	17.0517	4.16104	1q21-q23	DKFZp686J1764|HMG1L2	hepatoma-derived growth factor (high-mobility group protein 1-like)
AURKA	VRK1	7443	-4.63135	-2.09914	17.0455	2.60107	14q32	MGC117401|MGC138280|MGC142070	vaccinia related kinase 1
AURKA	NOL5A	10528	-4.78847	3.64569	17.0213	4.83792	20p13	NOP56	nucleolar protein 5A (56kDa with KKE/D repeat)
AURKA	ACTL6A	86	-2.69144	-4.67414	17.005	5.31608	3q26.33	ACTL6|BAF53A|MGC5382	actin-like 6A
AURKA	LAPTM4B	55353	-5.44728	1.37968	17.0042	5.71308	8q22.1	LAPTM4beta|LC27	lysosomal associated protein transmembrane 4 beta
AURKA	FAM49B	51571	-2.71032	-2.61402	16.9908	4.09733	8q24.21	BM-009|DKFZp686B04128|L1	family with sequence similarity 49, member B
AURKA	MTDH	92140	-2.09285	-1.8402	16.908	4.40947	8q22.1	3D3|AEG-1|AEG1|LYRIC	metadherin
AURKA	ACOT7	11332	-0.120592	2.34553	16.8973	5.40702	1p36.31-p36.11	ACH1|ACT|BACH|CTE-II|LACH|LACH1|MGC1126|hBACH	acyl-CoA thioesterase 7
AURKA	TOMM40	10452	-4.73397	0.482703	16.8474	3.26328	19q13	C19orf1|D19S1177E|PER-EC1|PEREC1|TOM40	translocase of outer mitochondrial membrane 40 homolog (yeast)
AURKA	CABLES2	81928	0.385365	-0.395227	16.8093	4.65182	20q13.33	C20orf150|dJ908M14.2|ik3-2	Cdk5 and Abl enzyme substrate 2
AURKA	SS18L1	26039	4.01557	3.93197	16.7968	3.50163	20q13.3	CREST|KIAA0693|LP2261|MGC26711|MGC78386	synovial sarcoma translocation gene on chromosome 18-like 1
AURKA	WDSOF1	25879	-2.55604	-1.7541	16.7932	4.81987	8q22.3	DKFZP564O0463|Gm83|HSPC064|MGC126859|MGC138247	WD repeats and SOF1 domain containing
AURKA	NUP205	23165	-8.67835	0.0892119	16.778	6.69933	7q33	C7orf14	nucleoporin 205kDa
AURKA	PNPT1	87178	-5.67581	-1.62061	16.743	4.45037	2p15	DKFZp762K1914|OLD35|PNPASE|old-35	polyribonucleotide nucleotidyltransferase 1
AURKA	MCM4	4173	-9.31411	0.764422	16.6449	6.13568	8q11.2	CDC21|CDC54|MGC33310|P1-CDC21|hCdc21	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)
AURKA	DIAPH3	81624	-5.5969	-3.52297	16.5997	5.27027	13q21.2	DKFZP434C0931|DKFZp686A13178|DRF3|FLJ34705|diap3	diaphanous homolog 3 (Drosophila)
AURKA	CNIH4	29097	-4.22124	2.69618	16.5852	5.46588	1q42.11	HSPC163	cornichon homolog 4 (Drosophila)
AURKA	CDC25A	993	-4.59236	-0.83725	16.5699	2.06107	3p21	CDC25A2	cell division cycle 25 homolog A (S. cerevisiae)
AURKA	SRPK1	6732	-14.6731	-3.03233	16.5626	6.47508	6p21.3-p21.2	SFRSK1	SFRS protein kinase 1
AURKA	PIF1	80119	-7.12314	-1.66055	16.517	5.16611	15q22.31	C15orf20	PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae)
AURKA	NOL11	25926	1.92867	1.9121	16.5026	2.98729	17q24.2	DKFZP586L0724	nucleolar protein 11
AURKA	SLBP	7884	-0.32773	-3.96955	16.4442	3.53177	4p16.3	HBP	stem-loop (histone) binding protein
AURKA	GMNN	51053	-7.47851	-2.18721	16.4228	5.76139	6p22.2	Gem|RP3-369A17.3	geminin, DNA replication inhibitor
AURKA	NOL1	4839	-8.68906	-3.54266	16.4048	3.71437	12p13	MGC117384|MGC149287|MGC149288|NOP120|NSUN1|p120	nucleolar protein 1, 120kDa
AURKA	BOP1	23246	-8.38586	-2.77244	16.3748	5.67257	8q24.3	KIAA0124	block of proliferation 1
AURKA	C1orf112	55732	-5.33036	-3.47708	16.3608	4.18801	1q24.2	FLJ10706|FLJ13470|MGC130018|MGC130019|RP1-97P20.1	chromosome 1 open reading frame 112
AURKA	HMGA1	3159	-13.4188	1.06655	16.3585	4.35478	6p21	HMG-R|HMGIY|MGC12816|MGC4242|MGC4854	high mobility group AT-hook 1
AURKA	PPIL5	122769	0.804688	-1.511	16.354	3.41697	14q22.1	4-1BBLRR|LRR-1|MGC20689	peptidylprolyl isomerase (cyclophilin)-like 5
AURKA	CTSL2	1515	-14.751	-5.84698	16.3529	5.61205	9q22.2	CATL2|CTSU|CTSV|MGC125957	cathepsin L2
AURKA	COX5A	9377	-4.2906	0.602682	16.3364	4.36293	15q25	COX|COX-VA|VA	cytochrome c oxidase subunit Va
AURKA	C16orf75	116028	-0.680649	0.393155	16.3097	2.86438	16p13.13	MGC24665	chromosome 16 open reading frame 75
AURKA	SIAHBP1	22827	-4.15081	0.0215319	16.2923	5.5712	8q24.2-qter	FIR|FLJ31379|PUF60|RoBPI	fuse-binding protein-interacting repressor
AURKA	OSBPL2	9885	1.78359	5.44846	16.2844	3.19952	20q13.3	FLJ20223|KIAA0772|MGC4307|MGC8342|ORP-2|ORP2	oxysterol binding protein-like 2
AURKA	HSPC111	51491	-6.82152	-2.79173	16.2816	4.94443	5q35.2	HSPC185	hypothetical protein HSPC111
AURKA	THOC4	10189	-5.22583	0.0880981	16.2752	5.20871	17q25.3	ALY|BEF	THO complex 4
AURKA	HNRPAB	3182	-2.4301	6.37273	16.2734	7.54205	5q35.3	ABBP1	heterogeneous nuclear ribonucleoprotein A/B
AURKA	SPBC24	147841	-1.92447	-1.44455	16.2343	5.28742	19p13.2	FLJ90806|Spc24	spindle pole body component 24 homolog (S. cerevisiae)
AURKA	TMEM118	84900	2.47617	-1.52685	16.2305	3.26815	12q24.22	FLJ14627	transmembrane protein 118
AURKA	SPBC25	57405	0.105417	-3.92676	16.2175	3.2759	2q24.3	AD024|MGC22228|Spc25	spindle pole body component 25 homolog (S. cerevisiae)
AURKA	SNRPF	6636	1.24599	3.60374	16.2131	2.60508	12q22	SMF	small nuclear ribonucleoprotein polypeptide F
AURKA	HPRT1	3251	-0.905252	-8.67581	16.2033	3.80515	Xq26.1	HGPRT|HPRT	hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)
AURKA	UBE2V2	7336	-2.24457	-0.711202	16.1993	5.62616	8q11.21	DDVIT1|DDVit-1|EDAF-1|EDPF-1|EDPF1|MMS2|UEV-2|UEV2	ubiquitin-conjugating enzyme E2 variant 2
AURKA	RBM35A	54845	-2.07787	5.68779	16.1764	3.98652	8q22.1	FLJ20171	RNA binding motif protein 35A
AURKA	RBM38	55544	-11.354	-5.34869	16.1673	3.76648	20q13.31	HSRNASEB|RNPC1|SEB4B|SEB4D|dJ800J21.2	RNA binding motif protein 38
AURKA	HNRPA2B1	3181	4.67641	0.164792	16.0843	2.38006	7p15	HNRNPA2|HNRNPB1|HNRPA2|HNRPB1|RNPA2|SNRPB1	heterogeneous nuclear ribonucleoprotein A2/B1
AURKA	C6orf129	154467	0.043603	-0.287207	16.0637	4.9972	6p21.2	HSPC265|MGC131656	chromosome 6 open reading frame 129
AURKA	DSN1	79980	0.710212	0.722933	16.05	5.47575	20q11.23	C20orf172|FLJ13346|MGC32987|MIS13|dJ469A13.2	DSN1, MIND kinetochore complex component, homolog (S. cerevisiae)
AURKA	NUP155	9631	-8.10805	-2.28685	16.0186	3.14499	5p13.1	KIAA0791|N155	nucleoporin 155kDa
AURKA	HELLS	3070	-1.66886	-2.90009	16.0103	2.33318	10q24.2	FLJ10339|LSH|Nbla10143|PASG|SMARCA6	helicase, lymphoid-specific
AURKA	FANCG	2189	0.28571	-2.74218	16.0047	5.13946	9p13	FAG|XRCC9	Fanconi anemia, complementation group G
AURKA	FXYD1	5348	-3.19889	0.0949173	-16.0117	-1.50588	19q13.1	MGC44983|PLM	FXYD domain containing ion transport regulator 1 (phospholemman)
AURKA	RGS5	8490	9.88292	0.289818	-16.0254	-5.19261	1q23.1	MST092|MST106|MST129|MSTP032|MSTP092|MSTP106|MSTP129	regulator of G-protein signalling 5
AURKA	HTRA1	5654	3.33927	3.23984	-16.0306	-1.52555	10q26.3	HtrA|L56|ORF480|PRSS11	HtrA serine peptidase 1
AURKA	NTRK2	4915	0.312738	-6.56436	-16.0382	-4.75806	9q22.1	GP145-TrkB|TRKB	neurotrophic tyrosine kinase, receptor, type 2
AURKA	TCF4	6925	-2.20096	-0.561279	-16.1272	-2.9926	18q21.1	E2-2|ITF2|MGC149723|MGC149724|SEF2|SEF2-1|SEF2-1A|SEF2-1B	transcription factor 4
AURKA	PDZRN3	23024	-5.86937	-7.1533	-16.1779	-2.7131	3p13	LNX3|SEMACAP3	PDZ domain containing RING finger 3
AURKA	AK5	26289	5.00181	-0.713361	-16.1967	-4.38615	1p31	AK6|MGC33326	adenylate kinase 5
AURKA	ADH1B	125	0.678706	-1.50049	-16.2154	-2.68545	4q21-q23	ADH2	alcohol dehydrogenase IB (class I), beta polypeptide
AURKA	LAMB2	3913	13.6484	-0.00750844	-16.2323	-2.78289	3p21	LAMS	laminin, beta 2 (laminin S)
AURKA	GEM	2669	-4.58301	-3.39797	-16.2483	-2.73448	8q13-q21	KIR|MGC26294	GTP binding protein overexpressed in skeletal muscle
AURKA	C7	730	-0.234395	-0.794884	-16.4004	-4.48793	5p13	-	complement component 7
AURKA	RAI2	10742	12.1817	-3.97681	-16.4014	-7.10119	Xp22	-	retinoic acid induced 2
AURKA	LRRC17	10234	9.40898	0.689675	-16.4744	-4.46	7q22.1	P37NB	leucine rich repeat containing 17
AURKA	ZBTB16	7704	0.827561	-1.4629	-16.5538	-3.96286	11q23.1	PLZF|ZNF145	zinc finger and BTB domain containing 16
AURKA	CALCOCO1	57658	7.74091	1.32601	-16.6613	-6.06093	12q13.13	Cocoa|KIAA1536|PP13275|calphoglin	calcium binding and coiled-coil domain 1
AURKA	CD302	9936	3.1831	-6.14772	-16.749	-5.19736	2q24.2	BIMLEC|CLEC13A|DCL-1|KIAA0022	CD302 molecule
AURKA	DST	667	-5.30481	1.02617	-16.7744	-3.29008	6p12-p11	BP240|BPA|BPAG1|CATX-15|D6S1101|DMH|FLJ46791|KIAA0465|KIAA1470|MACF2	dystonin
AURKA	SH3D19	152503	-0.158708	-0.183972	-16.9288	-5.09	4q31.3	EBP|EVE1|MGC105136|MGC118910|MGC118911|MGC118912|MGC118913	SH3 domain protein D19
AURKA	CD34	947	-0.335617	-1.33904	-16.9698	-3.66025	1q32	-	CD34 molecule
AURKA	FCER1A	2205	-2.18502	-3.89679	-16.9912	-5.0842	1q23	FCE1A|FcERI	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide
AURKA	ADRA2A	150	9.58019	0.393867	-17.0407	-5.90961	10q24-q26	ADRA2|ADRA2R|ADRAR|ALPHA2AAR|ZNF32	adrenergic, alpha-2A-, receptor
AURKA	CRY2	1408	6.77682	-1.04043	-17.0443	-3.42522	11p11.2	FLJ10332|HCRY2|KIAA0658|PHLL2	cryptochrome 2 (photolyase-like)
AURKA	DARC	2532	-1.95242	-1.0541	-17.0453	-4.10978	1q21-q22	CCBP1|CD234|Dfy|FY|GPD	Duffy blood group, chemokine receptor
AURKA	SETBP1	26040	8.01902	-5.19508	-17.0727	-4.91418	18q21.1	KIAA0437|SEB	SET binding protein 1
AURKA	SMOC2	64094	7.02012	-0.445862	-17.1421	-5.14283	6q27	MST117|MSTP117|MSTP140|SMAP2|SMOC-2|bA270C4A.1|bA37D8.1|dJ421D16.1	SPARC related modular calcium binding 2
AURKA	SPRY1	10252	-3.50341	5.00432	-17.1985	-1.87291	4q28.1	hSPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)
AURKA	JAM2	58494	-0.0294283	-0.587106	-17.2485	-3.81421	21q21.2	C21orf43|CD322|JAM-B|JAMB|PRO245|VE-JAM|VEJAM	junctional adhesion molecule 2
AURKA	FLJ21062	79846	11.8318	0.468571	-17.2542	-5.07047	7q21.13	-	hypothetical protein FLJ21062
AURKA	PPAP2B	8613	-12.3016	1.06837	-17.2952	-3.71036	1pter-p22.1	Dri42|LPP3|MGC15306|PAP-2b|PAP2-b|PAP2-beta|VCIP	phosphatidic acid phosphatase type 2B
AURKA	FRZB	2487	-1.02876	-3.40191	-17.2956	-5.1214	2qter	FRE|FRITZ|FRP-3|FRZB-1|FRZB-PEN|FRZB1|FZRB|SFRP3|SRFP3|hFIZ	frizzled-related protein
AURKA	DPT	1805	-4.3189	1.05874	-17.3895	-2.63735	1q12-q23	TRAMP	dermatopontin
AURKA	P2RY5	10161	1.94565	-0.957658	-17.4876	-5.72005	13q14	MGC120358|P2Y5	purinergic receptor P2Y, G-protein coupled, 5
AURKA	SFRP4	6424	1.1165	0.945455	-17.5127	-5.27987	7p14.1	FRP-4|FRPHE|MGC26498	secreted frizzled-related protein 4
AURKA	RECK	8434	-4.57878	-2.04774	-17.5258	-2.24982	9p13-p12	ST15|hRECK	reversion-inducing-cysteine-rich protein with kazal motifs
AURKA	TGFBR2	7048	-8.03374	0.0525903	-17.5272	-2.2054	3p22	AAT3|FAA3|HNPCC6|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII	transforming growth factor, beta receptor II (70/80kDa)
AURKA	ITGA7	3679	-2.92849	-2.70053	-17.5285	-1.39822	12q13	FLJ25220	integrin, alpha 7
AURKA	ECM2	1842	0.00352161	-2.42333	-17.583	-3.7403	9q22.3	MGC126355|MGC126356	extracellular matrix protein 2, female organ and adipocyte specific
AURKA	OMD	4958	4.98267	0.701255	-17.6576	-5.9065	9q22.31	OSAD|SLRR2C	osteomodulin
AURKA	PROS1	5627	-10.1659	-4.98491	-17.9269	-2.19471	3q11.2	PROS|PS 26|PS21|PS22|PS23|PS24|PS25|PSA|Protein S|protein Sa	protein S (alpha)
AURKA	RUNX1T1	862	-2.39457	0.122805	-17.9312	-3.97575	8q22	AML1T1|CBFA2T1|CDR|ETO|MGC2796|MTG8|MTG8b|ZMYND2	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
AURKA	SLIT2	9353	-0.250142	-1.66812	-18.0242	-5.24775	4p15.2	FLJ14420|SLIL3|Slit-2	slit homolog 2 (Drosophila)
AURKA	PDGFD	80310	6.15276	-1.21875	-18.0999	-2.747	11q22.3	IEGF|MGC26867|MSTP036|SCDGF-B	platelet derived growth factor D
AURKA	RNASE4	6038	10.5986	2.49745	-18.1337	-4.24634	14q11.1	MGC9306|RNS4	ribonuclease, RNase A family, 4
AURKA	PDGFRL	5157	-2.44924	-1.16793	-18.1438	-3.71872	8p22-p21.3	PDGRL|PRLTS	platelet-derived growth factor receptor-like
AURKA	CBX7	23492	5.20756	-4.34278	-18.1557	-5.32463	22q13.1	-	chromobox homolog 7
AURKA	MYH11	4629	-3.8193	-0.116323	-18.2192	-0.849483	16p13.11	AAT4|DKFZp686D10126|DKFZp686D19237|FAA4|FLJ35232|MGC126726|MGC32963|SMHC|SMMHC	myosin, heavy chain 11, smooth muscle
AURKA	CYBRD1	79901	6.23945	0.841024	-18.3522	-5.75969	2q31.1	DCYTB|FLJ23462|FRRS3	cytochrome b reductase 1
AURKA	ABCA8	10351	-0.134522	-3.26606	-18.4503	-3.91624	17q24	KIAA0822|MGC163152	ATP-binding cassette, sub-family A (ABC1), member 8
AURKA	FBLN1	2192	-3.44964	0.9661	-18.512	-4.62637	22q13.31	FBLN	fibulin 1
AURKA	GNG11	2791	-2.34429	-2.91072	-18.5773	-2.38838	7q21	GNGT11	guanine nucleotide binding protein (G protein), gamma 11
AURKA	TGFB3	7043	7.49253	8.99344	-18.675	-5.59524	14q24	ARVD|FLJ16571|TGF-beta3	transforming growth factor, beta 3
AURKA	LDB2	9079	-1.85452	-1.34676	-18.6837	-2.53025	4p16	CLIM1|LDB1	LIM domain binding 2
AURKA	AQP1	358	-6.14444	-3.24317	-18.7455	-2.61999	7p14	AQP-CHIP|CHIP28|CO|MGC26324	aquaporin 1 (Colton blood group)
AURKA	LAMA2	3908	0.0111945	-1.9932	-18.8443	-4.76414	6q22-q23	LAMM	laminin, alpha 2 (merosin, congenital muscular dystrophy)
AURKA	RBMS3	27303	-1.17252	-4.05125	-18.9008	-4.60191	3p24-p23	-	RNA binding motif, single stranded interacting protein
AURKA	NTN4	59277	6.05675	5.22887	-18.9013	-4.85086	12q22-q23	FLJ23180|PRO3091	netrin 4
AURKA	CXCL12	6387	-2.08035	-0.682812	-18.9675	-4.85074	10q11.1	PBSF|SCYB12|SDF-1a|SDF-1b|SDF1|SDF1A|SDF1B|TLSF-a|TLSF-b|TPAR1	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)
AURKA	DCN	1634	-1.75084	3.14166	-19.1792	-4.47507	12q21.33	CSCD|DSPG2|PG40|PGII|PGS2|SLRR1B	decorin
AURKA	FRY	10129	14.4197	1.21217	-19.2514	-4.96737	13q13.1	13CDNA73|214K23.2|C13orf14|CG003|bA207N4.2|bA37E23.1	furry homolog (Drosophila)
AURKA	DIXDC1	85458	6.1477	-1.81547	-19.4106	-4.73059	-	CCD1|KIAA1735	DIX domain containing 1
AURKA	LHFP	10186	-1.88613	-2.65068	-19.7853	-3.58441	13q12	MGC22429	lipoma HMGIC fusion partner
AURKA	CAV1	857	-6.13548	-5.2349	-19.8931	-2.39468	7q31.1	CAV|MSTP085|VIP21	caveolin 1, caveolae protein, 22kDa
AURKA	FMOD	2331	5.16091	1.69142	-19.9329	-4.51114	1q32	SLRR2E	fibromodulin
AURKA	TENC1	23371	10.5144	0.950392	-19.9334	-3.71501	12q13.13	C1-TEN|C1TEN|DKFZp686D13244|FLJ16320|KIAA1075|TNS2	tensin like C1 domain containing phosphatase (tensin 2)
AURKA	ZBTB20	26137	0.194031	-7.74848	-20.0387	-4.76365	3q13.2	DKFZp566F123|DPZF|HOF|ODA-8S|ZNF288	zinc finger and BTB domain containing 20
AURKA	CRIM1	51232	3.89185	-7.18205	-20.1214	-4.90801	2p21	MGC138194|S52	cysteine rich transmembrane BMP regulator 1 (chordin-like)
AURKA	PLSCR4	57088	2.15095	-5.3766	-20.2197	-4.20746	3q24	-	phospholipid scramblase 4
AURKA	COL14A1	7373	0.535837	0.18997	-20.5841	-5.08629	8q23	UND	collagen, type XIV, alpha 1 (undulin)
AURKA	FLRT2	23768	-4.92443	-3.95815	-20.6123	-3.6997	14q24-q32	KIAA0405	fibronectin leucine rich transmembrane protein 2
AURKA	C10orf56	219654	3.56617	-0.0561016	-20.9346	-3.63821	10q22.3	FLJ90798	chromosome 10 open reading frame 56
AURKA	IGF1	3479	-2.83241	-2.072	-21.0774	-4.903	12q22-q23	IGFI	insulin-like growth factor 1 (somatomedin C)
AURKA	OGN	4969	0.491119	-1.57011	-21.9163	-5.46038	9q22	DKFZP586P2421|OIF|SLRR3A	osteoglycin (osteoinductive factor, mimecan)
AURKA	MFAP4	4239	-4.02407	-0.211259	-22.6283	-4.86923	17p11.2	-	microfibrillar-associated protein 4
AURKA	SPARCL1	8404	1.38166	-0.770425	-22.9886	-5.13063	4q22.1	PIG33|SC1	SPARC-like 1 (mast9, hevin)
