Affy-ID	gene	chromosomal locus	expression with respect to all cases	expression with respect to cases with +11 and normal
206295_at	IL18	11q22.2-q22.3	present at least in one case	present at least in one case
209310_s_at	CASP4	11q22.2-q22.3	present at least in one case	present at least in one case
205680_at	MMP10	11q22.3	absent in all cases	absent in all cases
205959_at	MMP13	11q22.3	absent in all cases	absent in all cases
207599_at	MMP20	11q22.3	absent in all cases	absent in all cases
208552_at	GRIK4	11q22.3	absent in all cases	absent in all cases
231930_at	DKFZp547C176	11q22.3	present at least in one case	present at least in one case
204475_at	MMP1	11q22.3	present at least in one case	present at least in one case
205828_at	MMP3	11q22.3	present at least in one case	present at least in one case
222860_s_at	SCDGF-B	11q22.3	present at least in one case	present at least in one case
235713_at	LOC91801	11q22.3	present at least in one case	present at least in one case
235610_at	LOC91801	11q22.3	present at least in one case	present at least in one case
204580_at	MMP12	11q22.3	present at least in one case	present at least in one case
228777_at	FLJ30685	11q22.3	present at least in one case	present at least in one case
237040_at	FLJ32343	11q22.3	present at least in one case	present at least in one case
228916_at	FLJ32343	11q22.3	present at least in one case	present at least in one case
219304_s_at	SCDGF-B	11q22.3	present at least in one case	present at least in one case
207329_at	MMP8	11q22.3	present at least in one case	present at least in one case
218826_at	HSNOV1	11q22.3	present at least in one case	present at least in one case
213869_x_at	THY1	11q22.3-q23	present at least in one case	present at least in one case
208851_s_at	THY1	11q22.3-q23	present at least in one case	present at least in one case
208850_s_at	THY1	11q22.3-q23	present at least in one case	present at least in one case
209283_at	CRYAB	11q22.3-q23.1	absent in all cases	absent in all cases
232449_at	BCDO2	11q22.3-q23.1	present at least in one case	present at least in one case
205412_at	ACAT1	11q22.3-q23.1	present at least in one case	present at least in one case
209694_at	PTS	11q22.3-q23.3	present at least in one case	present at least in one case
202504_at	TRIM29	11q22-q23	absent in all cases	absent in all cases
205824_at	HSPB2	11q22-q23	absent in all cases	absent in all cases
208305_at	PGR	11q22-q23	absent in all cases	absent in all cases
211001_at	TRIM29	11q22-q23	absent in all cases	absent in all cases
211002_s_at	TRIM29	11q22-q23	absent in all cases	absent in all cases
235106_at	MAML2	11q22-q23	present at least in one case	present at least in one case
205374_at	SLN	11q22-q23	present at least in one case	present at least in one case
203532_x_at	CUL5	11q22-q23	present at least in one case	present at least in one case
208442_s_at	ATM	11q22-q23	present at least in one case	present at least in one case
206914_at	CRTAM	11q22-q23	present at least in one case	present at least in one case
230393_at	CUL5	11q22-q23	present at least in one case	present at least in one case
211585_at	NPAT	11q22-q23	present at least in one case	present at least in one case
203533_s_at	CUL5	11q22-q23	present at least in one case	present at least in one case
211584_s_at	NPAT	11q22-q23	present at least in one case	present at least in one case
212672_at	ATM	11q22-q23	present at least in one case	present at least in one case
210858_x_at	ATM	11q22-q23	present at least in one case	present at least in one case
209798_at	NPAT	11q22-q23	present at least in one case	present at least in one case
204977_at	DDX10	11q22-q23	present at least in one case	present at least in one case
221296_at	TECTA	11q22-q24	present at least in one case	present at least in one case
202885_s_at	PPP2R1B	11q23	absent in all cases	absent in all cases
206894_at	APOA4	11q23	absent in all cases	absent in all cases
210363_s_at	SCN2B	11q23	absent in all cases	absent in all cases
210364_at	SCN2B	11q23	absent in all cases	absent in all cases
211624_s_at	DRD2	11q23	absent in all cases	absent in all cases
211845_at	PVRL1	11q23	absent in all cases	absent in all cases
216624_s_at	MLL	11q23	absent in all cases	absent in all cases
216924_s_at	DRD2	11q23	absent in all cases	absent in all cases
220766_at	BTG4	11q23	absent in all cases	absent in all cases
222351_at	PPP2R1B	11q23	absent in all cases	absent in all cases
223659_at	MSP	11q23	absent in all cases	absent in all cases
223956_at	MSP	11q23	absent in all cases	absent in all cases
224243_at	APOA5	11q23	absent in all cases	absent in all cases
224244_s_at	APOA5	11q23	absent in all cases	absent in all cases
229935_s_at	MLL	11q23	absent in all cases	absent in all cases
207862_at	UPK2	11q23	present at least in one case	present at least in one case
208455_at	PVRL1	11q23	present at least in one case	present at least in one case
205674_x_at	FXYD2	11q23	present at least in one case	present at least in one case
206804_at	CD3G	11q23	present at least in one case	present at least in one case
231837_at	USP28	11q23	present at least in one case	present at least in one case
204969_s_at	RDX	11q23	present at least in one case	present at least in one case
224338_s_at	RNF26	11q23	present at least in one case	present at least in one case
207434_s_at	FXYD2	11q23	present at least in one case	present at least in one case
211846_s_at	PVRL1	11q23	present at least in one case	present at least in one case
210102_at	LOH11CR2A	11q23	present at least in one case	present at least in one case
216938_x_at	DRD2	11q23	present at least in one case	present at least in one case
224286_at	MFRP	11q23	present at least in one case	present at least in one case
202886_s_at	PPP2R1B	11q23	present at least in one case	present at least in one case
212079_s_at	MLL	11q23	present at least in one case	present at least in one case
212398_at	RDX	11q23	present at least in one case	present at least in one case
210160_at	PAFAH1B2	11q23	present at least in one case	present at least in one case
205456_at	CD3E	11q23	present at least in one case	present at least in one case
206011_at	CASP1	11q23	present at least in one case	present at least in one case
230623_x_at	USP28	11q23	present at least in one case	present at least in one case
219374_s_at	DIBD1	11q23	present at least in one case	present at least in one case
202884_s_at	PPP2R1B	11q23	present at least in one case	present at least in one case
212484_at	MTVR1	11q23	present at least in one case	present at least in one case
206590_x_at	DRD2	11q23	present at least in one case	present at least in one case
205011_at	LOH11CR2A	11q23	present at least in one case	present at least in one case
212076_at	MLL	11q23	present at least in one case	present at least in one case
204070_at	RARRES3	11q23	present at least in one case	present at least in one case
212078_s_at	MLL	11q23	present at least in one case	present at least in one case
244110_at	MLL	11q23	present at least in one case	present at least in one case
213539_at	CD3D	11q23	present at least in one case	present at least in one case
202883_s_at	PPP2R1B	11q23	present at least in one case	present at least in one case
211367_s_at	CASP1	11q23	present at least in one case	present at least in one case
224947_at	RNF26	11q23	present at least in one case	present at least in one case
212397_at	RDX	11q23	present at least in one case	present at least in one case
203292_s_at	VPS11	11q23	present at least in one case	present at least in one case
32209_at	MTVR1	11q23	present at least in one case	present at least in one case
201598_s_at	INPPL1	11q23	present at least in one case	present at least in one case
211368_s_at	CASP1	11q23	present at least in one case	present at least in one case
202026_at	SDHD	11q23	present at least in one case	present at least in one case
204912_at	IL10RA	11q23	present at least in one case	present at least in one case
208745_at	ATP5L	11q23	present at least in one case	present at least in one case
209970_x_at	CASP1	11q23	present at least in one case	present at least in one case
211366_x_at	CASP1	11q23	present at least in one case	present at least in one case
207573_x_at	ATP5L	11q23	present at least in one case	present at least in one case
208746_x_at	ATP5L	11q23	present at least in one case	present at least in one case
210453_x_at	ATP5L	11q23	present at least in one case	present at least in one case
209968_s_at	NCAM1	11q23.1	absent in all cases	absent in all cases
221084_at	HTR3B	11q23.1	absent in all cases	absent in all cases
228368_at	KIAA1391	11q23.1	absent in all cases	absent in all cases
231559_at	NNMT	11q23.1	absent in all cases	absent in all cases
217359_s_at	NCAM1	11q23.1	present at least in one case	absent in all cases
231532_at	NCAM1	11q23.1	present at least in one case	absent in all cases
202238_s_at	NNMT	11q23.1	present at least in one case	present at least in one case
202237_at	NNMT	11q23.1	present at least in one case	present at least in one case
212843_at	NCAM1	11q23.1	present at least in one case	present at least in one case
205267_at	POU2AF1	11q23.1	present at least in one case	present at least in one case
214734_at	SLAC2-B	11q23.1	present at least in one case	present at least in one case
231899_at	KIAA1726	11q23.1	present at least in one case	present at least in one case
211150_s_at	DLAT	11q23.1	present at least in one case	present at least in one case
213149_at	DLAT	11q23.1	present at least in one case	present at least in one case
225128_at	MGC33424	11q23.1	present at least in one case	present at least in one case
227394_at	NCAM1	11q23.1	present at least in one case	present at least in one case
212568_s_at	DLAT	11q23.1	present at least in one case	present at least in one case
205883_at	ZNF145	11q23.1	present at least in one case	present at least in one case
205820_s_at	APOC3	11q23.1-q23.2	absent in all cases	absent in all cases
217002_s_at	HTR3A	11q23.1-q23.2	absent in all cases	absent in all cases
231587_at	APOC3	11q23.1-q23.2	absent in all cases	absent in all cases
239616_at	DKFZP566E144	11q23.1-q23.2	absent in all cases	absent in all cases
223989_s_at	DKFZP566E144	11q23.1-q23.2	present at least in one case	present at least in one case
223478_at	TIMM8B	11q23.1-q23.2	present at least in one case	present at least in one case
216615_s_at	HTR3A	11q23.1-q23.2	present at least in one case	present at least in one case
235045_at	RBM7	11q23.1-q23.2	present at least in one case	present at least in one case
218379_at	RBM7	11q23.1-q23.2	present at least in one case	present at least in one case
218194_at	DKFZP566E144	11q23.1-q23.2	present at least in one case	present at least in one case
218357_s_at	TIMM8B	11q23.1-q23.2	present at least in one case	present at least in one case
200825_s_at	HYOU1	11q23.1-q23.3	present at least in one case	present at least in one case
219587_at	FLJ20535	11q23.2	absent in all cases	absent in all cases
238805_at	MGC14839	11q23.2	absent in all cases	absent in all cases
228080_at	LOC143903	11q23.2	present at least in one case	present at least in one case
213221_s_at	KIAA0781	11q23.2	present at least in one case	present at least in one case
222588_s_at	FLJ10726	11q23.2	present at least in one case	present at least in one case
205547_s_at	TAGLN	11q23.2	present at least in one case	present at least in one case
235062_at	LOC120379	11q23.2	present at least in one case	present at least in one case
209032_s_at	IGSF4	11q23.2	present at least in one case	present at least in one case
209030_s_at	IGSF4	11q23.2	present at least in one case	present at least in one case
209031_at	IGSF4	11q23.2	present at least in one case	present at least in one case
230724_s_at	FLJ10726	11q23.2	present at least in one case	present at least in one case
229989_at	LOC91893	11q23.2	present at least in one case	present at least in one case
223430_at	KIAA0781	11q23.2	present at least in one case	present at least in one case
218314_s_at	FLJ10726	11q23.2	present at least in one case	present at least in one case
204812_at	ZW10	11q23.2	present at least in one case	present at least in one case
212524_x_at	H2AFX	11q23.2-q23.3	absent in all cases	absent in all cases
212525_s_at	H2AFX	11q23.2-q23.3	absent in all cases	absent in all cases
231086_at	BACE	11q23.2-q23.3	present at least in one case	present at least in one case
224335_s_at	BACE	11q23.2-q23.3	present at least in one case	present at least in one case
222463_s_at	BACE	11q23.2-q23.3	present at least in one case	present at least in one case
217904_s_at	BACE	11q23.2-q23.3	present at least in one case	present at least in one case
213344_s_at	H2AFX	11q23.2-q23.3	present at least in one case	present at least in one case
222462_s_at	BACE	11q23.2-q23.3	present at least in one case	present at least in one case
205436_s_at	H2AFX	11q23.2-q23.3	present at least in one case	present at least in one case
230707_at	SORL1	11q23.2-q24.2	present at least in one case	present at least in one case
203509_at	SORL1	11q23.2-q24.2	present at least in one case	present at least in one case
204250_s_at	KIAA1052	11q23.3	absent in all cases	absent in all cases
204329_s_at	ZNF202	11q23.3	absent in all cases	absent in all cases
204757_s_at	KIAA0285	11q23.3	absent in all cases	absent in all cases
206607_at	CBL	11q23.3	absent in all cases	absent in all cases
207109_at	POU2F3	11q23.3	absent in all cases	absent in all cases
207211_at	USP2	11q23.3	absent in all cases	absent in all cases
207213_s_at	USP2	11q23.3	absent in all cases	absent in all cases
207378_at	TREH	11q23.3	absent in all cases	absent in all cases
209086_x_at	MCAM	11q23.3	absent in all cases	absent in all cases
216734_s_at	BLR1	11q23.3	absent in all cases	absent in all cases
218960_at	TMPRSS4	11q23.3	absent in all cases	absent in all cases
220303_at	PDZK2	11q23.3	absent in all cases	absent in all cases
220546_at	FLJ11783	11q23.3	absent in all cases	absent in all cases
220645_at	FLJ20127	11q23.3	absent in all cases	absent in all cases
225211_at	MGC16207	11q23.3	absent in all cases	absent in all cases
230965_at	USP2	11q23.3	absent in all cases	absent in all cases
233621_s_at	ARHGEF12	11q23.3	absent in all cases	absent in all cases
234129_at	ARHGEF12	11q23.3	absent in all cases	absent in all cases
234456_at	PTD009	11q23.3	absent in all cases	absent in all cases
236359_at	LOC254798	11q23.3	absent in all cases	absent in all cases
237613_at	LOC283150	11q23.3	absent in all cases	absent in all cases
240323_at	FXYD6	11q23.3	absent in all cases	absent in all cases
233620_at	ARHGEF12	11q23.3	present at least in one case	absent in all cases
223499_at	C1QTNF5	11q23.3	present at least in one case	absent in all cases
204758_s_at	KIAA0285	11q23.3	present at least in one case	present at least in one case
211340_s_at	MCAM	11q23.3	present at least in one case	present at least in one case
238514_at	FLJ14399	11q23.3	present at least in one case	present at least in one case
214447_at	ETS1	11q23.3	present at least in one case	present at least in one case
211775_x_at	MGC13053	11q23.3	present at least in one case	present at least in one case
210869_s_at	MCAM	11q23.3	present at least in one case	present at least in one case
212134_at	KIAA0638	11q23.3	present at least in one case	present at least in one case
209087_x_at	MCAM	11q23.3	present at least in one case	present at least in one case
201335_s_at	ARHGEF12	11q23.3	present at least in one case	present at least in one case
229337_at	USP2	11q23.3	present at least in one case	present at least in one case
206126_at	BLR1	11q23.3	present at least in one case	present at least in one case
226647_at	FLJ14399	11q23.3	present at least in one case	present at least in one case
206495_s_at	MIZF	11q23.3	present at least in one case	present at least in one case
202830_s_at	G6PT1	11q23.3	present at least in one case	present at least in one case
218765_at	CGI-40	11q23.3	present at least in one case	present at least in one case
231997_at	MGC10233	11q23.3	present at least in one case	present at least in one case
204909_at	DDX6	11q23.3	present at least in one case	present at least in one case
204156_at	KIAA0999	11q23.3	present at least in one case	present at least in one case
201333_s_at	ARHGEF12	11q23.3	present at least in one case	present at least in one case
228065_at	BLR1	11q23.3	present at least in one case	present at least in one case
227395_at	MGC10233	11q23.3	present at least in one case	present at least in one case
204251_s_at	KIAA1052	11q23.3	present at least in one case	present at least in one case
218483_s_at	FLJ21827	11q23.3	present at least in one case	present at least in one case
219680_at	FLJ21478	11q23.3	present at least in one case	present at least in one case
204327_s_at	ZNF202	11q23.3	present at least in one case	present at least in one case
217897_at	FXYD6	11q23.3	present at least in one case	present at least in one case
224504_s_at	MGC13125	11q23.3	present at least in one case	present at least in one case
204155_s_at	KIAA0999	11q23.3	present at least in one case	present at least in one case
228094_at	AMICA	11q23.3	present at least in one case	present at least in one case
202223_at	ITM1	11q23.3	present at least in one case	present at least in one case
217959_s_at	PTD009	11q23.3	present at least in one case	present at least in one case
209509_s_at	DPAGT1	11q23.3	present at least in one case	present at least in one case
227208_at	RPS25	11q23.3	present at least in one case	present at least in one case
201334_s_at	ARHGEF12	11q23.3	present at least in one case	present at least in one case
204157_s_at	KIAA0999	11q23.3	present at least in one case	present at least in one case
200054_at - HG-U133B	ZNF259	11q23.3	present at least in one case	present at least in one case
200054_at - HG-U133A	ZNF259	11q23.3	present at least in one case	present at least in one case
225234_at	LOC283153	11q23.3	present at least in one case	present at least in one case
213034_at	KIAA0999	11q23.3	present at least in one case	present at least in one case
224833_at	ETS1	11q23.3	present at least in one case	present at least in one case
225231_at	LOC283153	11q23.3	present at least in one case	present at least in one case
211423_s_at	SC5DL	11q23.3	present at least in one case	present at least in one case
201176_s_at	ARCN1	11q23.3	present at least in one case	present at least in one case
217958_at	PTD009	11q23.3	present at least in one case	present at least in one case
202038_at	UBE4A	11q23.3	present at least in one case	present at least in one case
56256_at	CGI-40	11q23.3	present at least in one case	present at least in one case
203040_s_at	HMBS	11q23.3	present at least in one case	present at least in one case
200091_s_at - HG-U133B	RPS25	11q23.3	present at least in one case	present at least in one case
200091_s_at - HG-U133A	RPS25	11q23.3	present at least in one case	present at least in one case
216438_s_at	SC5DL	11q23.3	present at least in one case	present at least in one case
204450_x_at	APOA1	11q23-q24	absent in all cases	absent in all cases
207230_at	CDON	11q23-q24	absent in all cases	absent in all cases
215710_at	SIAT4C	11q23-q24	absent in all cases	absent in all cases
217073_x_at	APOA1	11q23-q24	absent in all cases	absent in all cases
231694_at	APOA1	11q23-q24	absent in all cases	absent in all cases
226523_at	PCSK7	11q23-q24	present at least in one case	present at least in one case
203118_at	PCSK7	11q23-q24	present at least in one case	present at least in one case
203759_at	SIAT4C	11q23-q24	present at least in one case	present at least in one case
208397_x_at	KCNJ5	11q24	absent in all cases	absent in all cases
208404_x_at	KCNJ5	11q24	absent in all cases	absent in all cases
210402_at	KCNJ1	11q24	absent in all cases	absent in all cases
210403_s_at	KCNJ1	11q24	absent in all cases	absent in all cases
211817_s_at	KCNJ5	11q24	absent in all cases	absent in all cases
220403_s_at	P53AIP1	11q24	absent in all cases	absent in all cases
221663_x_at	NRGN	11q24	absent in all cases	absent in all cases
223744_s_at	CSE-C	11q24	absent in all cases	absent in all cases
223920_s_at	P53AIP1	11q24	absent in all cases	absent in all cases
228232_s_at	CTXL	11q24	absent in all cases	absent in all cases
229369_at	CTXL	11q24	absent in all cases	absent in all cases
240402_at	NEPH2	11q24	absent in all cases	absent in all cases
203779_s_at	EVA1	11q24	present at least in one case	present at least in one case
220402_at	P53AIP1	11q24	present at least in one case	present at least in one case
219945_at	DDX25	11q24	present at least in one case	present at least in one case
220783_at	MMP27	11q24	present at least in one case	present at least in one case
211304_x_at	KCNJ5	11q24	present at least in one case	present at least in one case
223919_at	P53AIP1	11q24	present at least in one case	present at least in one case
203780_at	EVA1	11q24	present at least in one case	present at least in one case
208701_at	APLP2	11q24	present at least in one case	present at least in one case
230518_at	EVA1	11q24	present at least in one case	present at least in one case
224391_s_at	CSE-C	11q24	present at least in one case	present at least in one case
228520_s_at	APLP2	11q24	present at least in one case	present at least in one case
208289_s_at	PIG8	11q24	present at least in one case	present at least in one case
204081_at	NRGN	11q24	present at least in one case	present at least in one case
216396_s_at	PIG8	11q24	present at least in one case	present at least in one case
208703_s_at	APLP2	11q24	present at least in one case	present at least in one case
214875_x_at	APLP2	11q24	present at least in one case	present at least in one case
211404_s_at	APLP2	11q24	present at least in one case	present at least in one case
208702_x_at	APLP2	11q24	present at least in one case	present at least in one case
208248_x_at	APLP2	11q24	present at least in one case	present at least in one case
208704_x_at	APLP2	11q24	present at least in one case	present at least in one case
204722_at	HSA243396	11q24.1	absent in all cases	absent in all cases
204723_at	HSA243396	11q24.1	absent in all cases	absent in all cases
226834_at	FLJ22415	11q24.1	absent in all cases	absent in all cases
228082_at	FLJ22415	11q24.1	absent in all cases	absent in all cases
240142_at	FLJ22415	11q24.1	absent in all cases	absent in all cases
240387_at	KIAA1959	11q24.1	absent in all cases	absent in all cases
220141_at	FLJ23554	11q24.1	present at least in one case	present at least in one case
212906_at	KIAA1201	11q24.1	present at least in one case	present at least in one case
228359_at	KIAA1959	11q24.1	present at least in one case	present at least in one case
228353_x_at	KIAA1959	11q24.1	present at least in one case	present at least in one case
238462_at	KIAA1959	11q24.1	present at least in one case	present at least in one case
238587_at	KIAA1959	11q24.1	present at least in one case	present at least in one case
210338_s_at	HSPA8	11q24.1	present at least in one case	present at least in one case
208687_x_at	HSPA8	11q24.1	present at least in one case	present at least in one case
221891_x_at	HSPA8	11q24.1	present at least in one case	present at least in one case
224187_x_at	HSPA8	11q24.1	present at least in one case	present at least in one case
210786_s_at	FLI1	11q24.1-q24.3	present at least in one case	present at least in one case
204236_at	FLI1	11q24.1-q24.3	present at least in one case	present at least in one case
231279_at	PATE	11q24.2	absent in all cases	absent in all cases
238003_at	FLJ25530	11q24.2	absent in all cases	absent in all cases
243468_at	PATE	11q24.2	absent in all cases	absent in all cases
240955_at	PANX3	11q24.2	present at least in one case	present at least in one case
225369_at	ESAM	11q24.2	present at least in one case	present at least in one case
239318_at	FLJ21103	11q24.2	present at least in one case	present at least in one case
205973_at	FEZ1	11q24.2	present at least in one case	present at least in one case
238638_at	LOC219855	11q24.2	present at least in one case	present at least in one case
221208_s_at	FLJ23342	11q24.2	present at least in one case	present at least in one case
230681_at	TBRG1	11q24.2	present at least in one case	present at least in one case
226028_at	ROBO4	11q24.2	present at least in one case	present at least in one case
219550_at	RBIG1	11q24.2	present at least in one case	present at least in one case
241360_at	FLJ13215	11q24.2	present at least in one case	present at least in one case
225818_s_at	TBRG1	11q24.2	present at least in one case	present at least in one case
230320_at	TBRG1	11q24.2	present at least in one case	present at least in one case
230009_at	FLJ21103	11q24.2	present at least in one case	present at least in one case
205406_s_at	SPA17	11q24.2	present at least in one case	present at least in one case
227687_at	FLJ32915	11q24.2	present at least in one case	present at least in one case
220466_at	FLJ13215	11q24.2	present at least in one case	present at least in one case
221277_s_at	FKSG32	11q24.2	present at least in one case	present at least in one case
220758_s_at	ROBO4	11q24.2	present at least in one case	present at least in one case
223386_at	FLJ21103	11q24.2	present at least in one case	present at least in one case
242701_at	TBRG1	11q24.2	present at least in one case	present at least in one case
203562_at	FEZ1	11q24.2	present at least in one case	present at least in one case
223128_at	H17	11q24.2	present at least in one case	present at least in one case
218774_at	DCPS	11q24.2	present at least in one case	present at least in one case
225819_at	TBRG1	11q24.2	present at least in one case	present at least in one case
225398_at	FLJ14494	11q24.2	present at least in one case	present at least in one case
226318_at	TBRG1	11q24.2	present at least in one case	present at least in one case
220243_at	HSPC063	11q24.3	absent in all cases	absent in all cases
230323_s_at	LOC120224	11q24.3	present at least in one case	present at least in one case
226226_at	LOC120224	11q24.3	present at least in one case	present at least in one case
200917_s_at	SRPR	11q24.3	present at least in one case	present at least in one case
226148_at	HSPC063	11q24.3	present at least in one case	present at least in one case
200918_s_at	SRPR	11q24.3	present at least in one case	present at least in one case
229423_at	CHEK1	11q24-q24	present at least in one case	present at least in one case
205393_s_at	CHEK1	11q24-q24	present at least in one case	present at least in one case
205394_at	CHEK1	11q24-q24	present at least in one case	present at least in one case
216906_at	ST14	11q24-q25	absent in all cases	absent in all cases
216905_s_at	ST14	11q24-q25	present at least in one case	present at least in one case
210791_s_at	RICS	11q24-q25	present at least in one case	present at least in one case
202005_at	ST14	11q24-q25	present at least in one case	present at least in one case
242196_at	RICS	11q24-q25	present at least in one case	present at least in one case
203431_s_at	RICS	11q24-q25	present at least in one case	present at least in one case
237209_s_at	NFRKB	11q24-q25	present at least in one case	present at least in one case
213028_at	NFRKB	11q24-q25	present at least in one case	present at least in one case
206968_s_at	NFRKB	11q24-q25	present at least in one case	present at least in one case
206215_at	OPCML	11q25	absent in all cases	absent in all cases
210419_at	BARX2	11q25	absent in all cases	absent in all cases
213713_s_at	LOC89944	11q25	absent in all cases	absent in all cases
214158_s_at	PRDM10	11q25	absent in all cases	absent in all cases
215166_at	KIAA1030	11q25	absent in all cases	absent in all cases
215255_at	KIAA1030	11q25	absent in all cases	absent in all cases
219521_at	B3GAT1	11q25	absent in all cases	absent in all cases
220677_s_at	ADAMTS8	11q25	absent in all cases	absent in all cases
222020_s_at	HNT	11q25	absent in all cases	absent in all cases
229734_at	LOC283174	11q25	absent in all cases	absent in all cases
231392_at	LOC89944	11q25	absent in all cases	absent in all cases
231721_at	JAM3	11q25	absent in all cases	absent in all cases
232123_at	LOC283174	11q25	absent in all cases	absent in all cases
235649_at	ADAMTS8	11q25	absent in all cases	absent in all cases
241934_at	HNT	11q25	absent in all cases	absent in all cases
231720_s_at	JAM3	11q25	present at least in one case	present at least in one case
220676_at	ADAMTS8	11q25	present at least in one case	present at least in one case
242976_at	PRDM10	11q25	present at least in one case	present at least in one case
242422_at	B3GAT1	11q25	present at least in one case	present at least in one case
202358_s_at	KIAA0254	11q25	present at least in one case	present at least in one case
237071_at	PRDM10	11q25	present at least in one case	present at least in one case
227566_at	HNT	11q25	present at least in one case	present at least in one case
202359_s_at	KIAA0254	11q25	present at least in one case	present at least in one case
212813_at	JAM3	11q25	present at least in one case	present at least in one case
221669_s_at	ACAD8	11q25	present at least in one case	present at least in one case
230306_at	MGC10485	11q25	present at least in one case	present at least in one case
219515_at	PRDM10	11q25	present at least in one case	present at least in one case
212789_at	KIAA0056	11q25	present at least in one case	present at least in one case
225483_at	MGC10485	11q25	present at least in one case	present at least in one case
218491_s_at	THY28	11q25	present at least in one case	present at least in one case
223711_s_at	THY28	11q25	present at least in one case	present at least in one case
225007_at	B3GAT1	11q25	present at least in one case	present at least in one case
