Affy ID	Experiment	Control	T score	P value	fold change	annotation
208961_s_at	7889.2775	4094.7275	5.481621	0.000033	1.861778	gb:AB017493.1 /DB_XREF=gi:3582142 /FEA=FLmRNA /CNT=231 /TID=Hs.285313.0 /TIER=FL /STK=1 /UG=Hs.285313 /LL=1316 /UG_GENE=COPEB /DEF=Homo sapiens mRNA for DNA-binding zinc finger(GBF), complete cds. /PROD=DNA-binding zinc finger(GBF) /FL=gb:AF001461.1 gb:BC000311.1 gb:NM_001300.2 gb:AB017493.1 gb:BC004301.1
204075_s_at	1642.1925	1017.6375	5.238427	0.000056	1.471114	gb:NM_014704.1 /DB_XREF=gi:7662179 /GEN=KIAA0562 /FEA=FLmRNA /CNT=72 /TID=Hs.200595.0 /TIER=FL /STK=2 /UG=Hs.200595 /LL=9731 /DEF=Homo sapiens KIAA0562 gene product (KIAA0562), mRNA. /PROD=KIAA0562 gene product /FL=gb:NM_014704.1 gb:AB011134.1
201702_s_at	5119.0075	2772.5775	4.68914	0.000183	1.891255	gb:AI492873 /DB_XREF=gi:4393876 /DB_XREF=th78b05.x1 /CLONE=IMAGE:2124753 /FEA=FLmRNA /CNT=220 /TID=Hs.106019.0 /TIER=Stack /STK=32 /UG=Hs.106019 /LL=5514 /UG_GENE=PPP1R10 /UG_TITLE=protein phosphatase 1, regulatory subunit 10 /FL=gb:NM_002714.1
206451_at	5019.2325	3432.6	4.648533	0.0002	1.445104	gb:NM_018138.1 /DB_XREF=gi:8922516 /GEN=FLJ10560 /FEA=FLmRNA /CNT=14 /TID=Hs.235888.0 /TIER=FL /STK=2 /UG=Hs.235888 /LL=55171 /DEF=Homo sapiens hypothetical protein FLJ10560 (FLJ10560), mRNA. /PROD=hypothetical protein FLJ10560 /FL=gb:NM_018138.1
202284_s_at	1502.65	785.14	5.091521	0.000076	2.216725	gb:NM_000389.1 /DB_XREF=gi:11386202 /GEN=CDKN1A /FEA=FLmRNA /CNT=215 /TID=Hs.179665.0 /TIER=FL+Stack /STK=131 /UG=Hs.179665 /LL=1026 /DEF=Homo sapiens cyclin-dependent kinase inhibitor 1A (p21, Cip1) (CDKN1A), mRNA. /PROD=cyclin-dependent kinase inhibitor 1A (p21,Cip1) /FL=gb:U03106.1 gb:BC000275.1 gb:BC001935.1 gb:L25610.1 gb:U09579.1 gb:NM_000389.1 gb:L26165.1
202340_x_at	492.6375	233.5025	1.698774	0.10658	1.491736	gb:NM_002135.1 /DB_XREF=gi:4504440 /GEN=NR4A1 /FEA=FLmRNA /CNT=145 /TID=Hs.1119.0 /TIER=FL+Stack /STK=57 /UG=Hs.1119 /LL=3164 /DEF=Homo sapiens nuclear receptor subfamily 4, group A, member 1 (NR4A1), mRNA. /PROD=nuclear receptor subfamily 4, group A, member 1 /FL=gb:NM_002135.1 gb:L13740.1
219676_at	37.37625	31.5225	1.066096	0.300472	1.499839	gb:NM_025231.1 /DB_XREF=gi:13376833 /GEN=FLJ22191 /FEA=FLmRNA /CNT=29 /TID=Hs.288539.0 /TIER=FL+Stack /STK=15 /UG=Hs.288539 /LL=80345 /DEF=Homo sapiens hypothetical protein FLJ22191 (FLJ22191), mRNA. /PROD=hypothetical protein FLJ22191 /FL=gb:NM_025231.1 gb:BC004255.1
206852_at	23.4775	16.995	1.49359	0.152605	2.344084	gb:NM_004440.1 /DB_XREF=gi:4758281 /GEN=EPHA7 /FEA=FLmRNA /CNT=10 /TID=Hs.73962.0 /TIER=FL /STK=0 /UG=Hs.73962 /LL=2045 /DEF=Homo sapiens EphA7 (EPHA7), mRNA. /PROD=EphA7 /FL=gb:L36642.1 gb:NM_004440.1
204279_at	1947.33375	682.41625	5.989732	0.000012	2.613814	gb:NM_002800.1 /DB_XREF=gi:4506204 /GEN=PSMB9 /FEA=FLmRNA /CNT=70 /TID=Hs.9280.0 /TIER=FL /STK=1 /UG=Hs.9280 /LL=5698 /DEF=Homo sapiens proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional protease 2) (PSMB9), mRNA. /PROD=proteasome (prosome, macropain) subunit, betatype, 9 (large multifunctional protease 2) /FL=gb:U01025.1 gb:NM_002800.1
222810_s_at	616.105	317.10625	3.647814	0.001841	2.15276	Consensus includes gb:BF435513 /FEA=EST /DB_XREF=gi:11447801 /DB_XREF=est:nac32b02.x1 /CLONE=IMAGE:3394875 /UG=Hs.227806 ras GTPase activating protein-like /FL=gb:AF047711.1 gb:NM_004841.1
218659_at	8141.5225	5317.0625	5.731441	0.00002	1.496302	gb:NM_018263.1 /DB_XREF=gi:8922749 /GEN=FLJ10898 /FEA=FLmRNA /CNT=81 /TID=Hs.13801.0 /TIER=FL+Stack /STK=31 /UG=Hs.13801 /LL=55252 /DEF=Homo sapiens hypothetical protein FLJ10898 (FLJ10898), mRNA. /PROD=hypothetical protein FLJ10898 /FL=gb:NM_018263.1
204790_at	1413.0875	787.15625	5.29244	0.00005	1.720752	gb:NM_005904.1 /DB_XREF=gi:5174516 /GEN=MADH7 /FEA=FLmRNA /CNT=47 /TID=Hs.100602.0 /TIER=FL+Stack /STK=12 /UG=Hs.100602 /LL=4092 /DEF=Homo sapiens MAD (mothers against decapentaplegic, Drosophila) homolog 7 (MADH7), mRNA. /PROD=MAD (mothers against decapentaplegic,Drosophila) homolog 7 /FL=gb:AF015261.1 gb:AF010193.1 gb:NM_005904.1
202859_x_at	14850.84	4509.645	5.589513	0.000026	2.592102	gb:NM_000584.1 /DB_XREF=gi:10834977 /GEN=IL8 /FEA=FLmRNA /CNT=368 /TID=Hs.624.0 /TIER=FL+Stack /STK=80 /UG=Hs.624 /LL=3576 /DEF=Homo sapiens interleukin 8 (IL8), mRNA. /PROD=interleukin 8 /FL=gb:M17017.1 gb:M26383.1 gb:NM_000584.1
203372_s_at	31225.08	20537.4125	5.488796	0.000033	1.471137	gb:AB004903.1 /DB_XREF=gi:2443360 /FEA=FLmRNA /CNT=152 /TID=Hs.110776.0 /TIER=FL /STK=0 /UG=Hs.110776 /LL=8835 /UG_GENE=STATI2 /DEF=Homo sapiens mRNA for STAT induced STAT inhibitor-2, complete cds. /PROD=STAT induced STAT inhibitor-2 /FL=gb:AF037989.1 gb:NM_003877.1 gb:AB006966.1 gb:AF020590.1 gb:AB004903.1
203798_s_at	105.37875	37.15125	1.712374	0.104001	1.965315	gb:NM_003385.1 /DB_XREF=gi:4507904 /GEN=VSNL1 /FEA=FLmRNA /CNT=98 /TID=Hs.2288.0 /TIER=FL /STK=3 /UG=Hs.2288 /LL=7447 /DEF=Homo sapiens visinin-like 1 (VSNL1), mRNA. /PROD=visinin-like 1 /FL=gb:AF039555.1 gb:U14747.1 gb:AB001104.1 gb:NM_003385.1
204619_s_at	134.315	28.4925	3.72799	0.00154	3.179795	gb:BF590263 /DB_XREF=gi:11682587 /DB_XREF=nab22b12.x1 /CLONE=IMAGE:3266638 /FEA=FLmRNA /CNT=59 /TID=Hs.81800.0 /TIER=Stack /STK=8 /UG=Hs.81800 /LL=1462 /UG_GENE=CSPG2 /UG_TITLE=chondroitin sulfate proteoglycan 2 (versican) /FL=gb:NM_004385.1
204925_at	1289.33375	697.0575	3.1888	0.005086	1.673581	gb:NM_004937.1 /DB_XREF=gi:4826681 /GEN=CTNS /FEA=FLmRNA /CNT=63 /TID=Hs.64837.0 /TIER=FL+Stack /STK=31 /UG=Hs.64837 /LL=1497 /DEF=Homo sapiens cystinosis, nephropathic (CTNS), mRNA. /PROD=cystinosis, nephropathic /FL=gb:NM_004937.1
222895_s_at	134.30125	31.205	1.559519	0.136282	1.741351	Consensus includes gb:AA918317 /FEA=EST /DB_XREF=gi:3058207 /DB_XREF=est:ol42c06.s1 /CLONE=IMAGE:1526122 /UG=Hs.57987 B-cell CLLlymphoma 11B (zinc finger protein) /FL=gb:NM_022898.1
205402_x_at	963.79	307.35	5.872758	0.000015	2.622856	gb:NM_002770.1 /DB_XREF=gi:4506146 /GEN=PRSS2 /FEA=FLmRNA /CNT=323 /TID=Hs.241561.0 /TIER=FL+Stack /STK=130 /UG=Hs.241561 /LL=5645 /DEF=Homo sapiens protease, serine, 2 (trypsin 2) (PRSS2), mRNA. /PROD=protease, serine, 2 (trypsin 2) /FL=gb:M27602.1 gb:NM_002770.1
209722_s_at	2352.74	1045.5375	6.023335	0.000011	2.090445	gb:L40378.1 /DB_XREF=gi:1160928 /GEN=CAP3 /FEA=FLmRNA /CNT=57 /TID=Hs.104879.0 /TIER=FL /STK=0 /UG=Hs.104879 /LL=5272 /DEF=Homo sapiens cytoplasmic antiproteinase 3 (CAP3) mRNA, complete cds. /PROD=cytoplasmic antiproteinase 3 /FL=gb:L40378.1 gb:BC002538.1 gb:U71364.1 gb:NM_004155.1
201855_s_at	3132.5575	1445.59625	5.867491	0.000015	1.957291	gb:NM_015251.1 /DB_XREF=gi:7662115 /GEN=KIAA0431 /FEA=FLmRNA /CNT=203 /TID=Hs.16349.0 /TIER=FL /STK=7 /UG=Hs.16349 /LL=23300 /DEF=Homo sapiens KIAA0431 protein (KIAA0431), mRNA. /PROD=KIAA0431 protein /FL=gb:NM_015251.1
219266_at	54.82	40.5275	0.831082	0.416816	1.546791	gb:NM_021632.1 /DB_XREF=gi:11056003 /GEN=ZBRK1 /FEA=FLmRNA /CNT=40 /TID=Hs.130965.0 /TIER=FL /STK=0 /UG=Hs.130965 /LL=59348 /DEF=Homo sapiens zinc-finger protein ZBRK1 (ZBRK1), mRNA. /PROD=zinc-finger protein ZBRK1 /FL=gb:AF309561.1 gb:AF295096.1 gb:NM_021632.1
205269_at	2630.8925	1087.21375	5.838076	0.000016	2.330499	gb:AI123251 /DB_XREF=gi:3539017 /DB_XREF=qa47g03.x1 /CLONE=IMAGE:1689940 /FEA=FLmRNA /CNT=37 /TID=Hs.2488.0 /TIER=Stack /STK=8 /UG=Hs.2488 /LL=3937 /UG_GENE=LCP2 /UG_TITLE=lymphocyte cytosolic protein 2 (SH2 domain-containing leukocyte protein of 76kD) /FL=gb:U20158.1 gb:NM_005565.2
201392_s_at	7567.1625	5328.5075	5.762405	0.000018	1.403769	gb:BG031974 /DB_XREF=gi:12422804 /DB_XREF=602300668F1 /CLONE=IMAGE:4402217 /FEA=FLmRNA /CNT=230 /TID=Hs.76473.0 /TIER=Stack /STK=31 /UG=Hs.76473 /LL=3482 /UG_GENE=IGF2R /UG_TITLE=insulin-like growth factor 2 receptor /FL=gb:NM_000876.1 gb:J03528.1
204255_s_at	561.89125	214.2525	5.12031	0.000072	2.574467	gb:AA772285 /DB_XREF=gi:2824068 /DB_XREF=ai42d11.s1 /CLONE=1359669 /FEA=FLmRNA /CNT=94 /TID=Hs.2062.0 /TIER=Stack /STK=9 /UG=Hs.2062 /LL=7421 /UG_GENE=VDR /UG_TITLE=vitamin D (1,25- dihydroxyvitamin D3) receptor /FL=gb:NM_000376.1 gb:J03258.1 gb:AF026260.1
203110_at	1872.72	1283.455	5.575242	0.000027	1.534028	gb:U43522.1 /DB_XREF=gi:1165218 /GEN=CAKbeta /FEA=FLmRNA /CNT=112 /TID=Hs.20313.0 /TIER=FL+Stack /STK=31 /UG=Hs.20313 /LL=2185 /DEF=Human cell adhesion kinase beta (CAKbeta) mRNA, complete cds. /PROD=cell adhesion kinase beta /FL=gb:NM_004103.1 gb:U43522.1 gb:L49207.1 gb:U33284.1
208621_s_at	12379.48	8529.395	5.760981	0.000018	1.512048	gb:BF663141 /DB_XREF=gi:11937036 /DB_XREF=602145063F1 /CLONE=IMAGE:4308686 /FEA=FLmRNA /CNT=478 /TID=Hs.155191.0 /TIER=Stack /STK=19 /UG=Hs.155191 /LL=7430 /UG_GENE=VIL2 /UG_TITLE=villin 2 (ezrin) /FL=gb:NM_003379.2 gb:AL162086.1 gb:J05021.1
201703_s_at	2610.45375	1563.68	4.950743	0.000103	1.870902	gb:NM_002714.1 /DB_XREF=gi:4506008 /GEN=PPP1R10 /FEA=FLmRNA /CNT=220 /TID=Hs.106019.0 /TIER=FL+Stack /STK=39 /UG=Hs.106019 /LL=5514 /DEF=Homo sapiens protein phosphatase 1, regulatory subunit 10 (PPP1R10), mRNA. /PROD=protein phosphatase 1, regulatory subunit 10 /FL=gb:NM_002714.1
221805_at	70.1375	40.86125	1.614506	0.12381	1.902577	gb:AL537457 /DB_XREF=gi:12800950 /DB_XREF=AL537457 /CLONE=CS0DF025YH07 (3 prime) /FEA=FLmRNA /CNT=134 /TID=Hs.211584.0 /TIER=Stack /STK=35 /UG=Hs.211584 /LL=4747 /UG_GENE=NEFL /UG_TITLE=neurofilament, light polypeptide (68kD) /FL=gb:NM_006158.1
201392_s_at	7567.1625	5328.5075	5.762405	0.000018	1.403769	gb:BG031974 /DB_XREF=gi:12422804 /DB_XREF=602300668F1 /CLONE=IMAGE:4402217 /FEA=FLmRNA /CNT=230 /TID=Hs.76473.0 /TIER=Stack /STK=31 /UG=Hs.76473 /LL=3482 /UG_GENE=IGF2R /UG_TITLE=insulin-like growth factor 2 receptor /FL=gb:NM_000876.1 gb:J03528.1
204061_at	2096.4525	1321.60875	5.420725	0.000038	1.708076	gb:NM_005044.1 /DB_XREF=gi:4826947 /GEN=PRKX /FEA=FLmRNA /CNT=80 /TID=Hs.147996.0 /TIER=FL+Stack /STK=33 /UG=Hs.147996 /LL=5613 /DEF=Homo sapiens protein kinase, X-linked (PRKX), mRNA. /PROD=protein kinase, X-linked /FL=gb:NM_005044.1
205560_at	97.57125	44.595	1.594002	0.128344	1.953321	gb:NM_006200.1 /DB_XREF=gi:11321618 /GEN=PCSK5 /FEA=FLmRNA /CNT=39 /TID=Hs.94376.0 /TIER=FL+Stack /STK=17 /UG=Hs.94376 /LL=5125 /DEF=Homo sapiens proprotein convertase subtilisinkexin type 5 (PCSK5), mRNA. /PROD=proprotein convertase subtilisinkexin type 5 /FL=gb:U56387.2 gb:NM_006200.1
202008_s_at	214.99	94.51	1.602451	0.126459	1.568097	gb:NM_002508.1 /DB_XREF=gi:4505394 /GEN=NID /FEA=FLmRNA /CNT=231 /TID=Hs.62041.0 /TIER=FL /STK=0 /UG=Hs.62041 /LL=4811 /DEF=Homo sapiens nidogen (enactin) (NID), mRNA. /PROD=nidogen (enactin) /FL=gb:NM_002508.1 gb:M30269.1
214621_at	11.475	9.0925	1.357707	0.191335	1.505244	gb:S70004.1 /DB_XREF=gi:546960 /GEN=glycogen synthase /FEA=FLmRNA /CNT=29 /TID=Hs.82614.0 /TIER=ConsEnd /STK=6 /UG=Hs.82614 /LL=2998 /DEF=glycogen synthase (human, liver, mRNA, 2912 nt). /PROD=glycogen synthase /FL=gb:NM_021957.1
201661_s_at	13645.35	8971.3075	5.815597	0.000016	1.455681	gb:NM_004457.2 /DB_XREF=gi:12669907 /GEN=FACL3 /FEA=FLmRNA /CNT=252 /TID=Hs.268012.0 /TIER=FL+Stack /STK=21 /UG=Hs.268012 /LL=2181 /DEF=Homo sapiens fatty-acid-Coenzyme A ligase, long-chain 3 (FACL3), mRNA. /PROD=long-chain fatty-acid-Coenzyme A ligase 3 /FL=gb:NM_004457.2 gb:AF116690.1 gb:D89053.1
202628_s_at	812.3925	91.18625	5.515754	0.000031	5.314637	gb:NM_000602.1 /DB_XREF=gi:10835158 /GEN=SERPINE1 /FEA=FLmRNA /CNT=271 /TID=Hs.82085.0 /TIER=FL /STK=0 /UG=Hs.82085 /LL=5054 /DEF=Homo sapiens serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 (SERPINE1), mRNA. /PROD=serine (or cysteine) proteinase inhibitor, cladeE (nexin, plasminogen activator inhibitor type 1), member1 /FL=gb:NM_000602.1 gb:M16006.1
204141_at	49083.8375	33137.0825	5.739288	0.000019	1.418409	gb:NM_001069.1 /DB_XREF=gi:4507728 /GEN=TUBB /FEA=FLmRNA /CNT=155 /TID=Hs.179661.0 /TIER=FL+Stack /STK=70 /UG=Hs.179661 /LL=7280 /DEF=Homo sapiens tubulin, beta polypeptide (TUBB), mRNA. /PROD=tubulin, beta polypeptide /FL=gb:NM_001069.1 gb:BC001194.1
202998_s_at	1202.1275	479.83625	4.845863	0.00013	2.763299	gb:NM_002318.1 /DB_XREF=gi:4505010 /GEN=LOXL2 /FEA=FLmRNA /CNT=147 /TID=Hs.83354.0 /TIER=FL+Stack /STK=37 /UG=Hs.83354 /LL=4017 /DEF=Homo sapiens lysyl oxidase-like 2 (LOXL2), mRNA. /PROD=lysyl oxidase-like 2 /FL=gb:U89942.1 gb:AF117949.1 gb:NM_002318.1 gb:BC000594.1
202817_s_at	8654.145	5446.325	5.408171	0.000039	1.510971	gb:NM_005637.1 /DB_XREF=gi:5032124 /GEN=SSXT /FEA=FLmRNA /CNT=113 /TID=Hs.153221.0 /TIER=FL /STK=0 /UG=Hs.153221 /LL=6760 /DEF=Homo sapiens synovial sarcoma, translocated to X chromosome (SSXT), mRNA. /PROD=synovial sarcoma, translocated to X chromosome /FL=gb:NM_005637.1
204076_at	14838.4275	9198.4875	5.797575	0.000017	1.481518	gb:AB002390.1 /DB_XREF=gi:2280487 /GEN=KIAA0392 /FEA=FLmRNA /CNT=82 /TID=Hs.201377.0 /TIER=Stack /STK=21 /UG=Hs.201377 /LL=9583 /UG_TITLE=apyrase, lysosomal /DEF=Human mRNA for KIAA0392 gene, partial cds. /FL=gb:AF016032.1 gb:NM_004901.1
202616_s_at	1470.0025	822.1375	4.946917	0.000104	1.82275	gb:AI631140 /DB_XREF=gi:4682470 /DB_XREF=ts93b07.x1 /CLONE=IMAGE:2238805 /FEA=FLmRNA /CNT=142 /TID=Hs.3239.0 /TIER=Stack /STK=20 /UG=Hs.3239 /LL=4204 /UG_GENE=MECP2 /UG_TITLE=methyl CpG binding protein 2 (Rett syndrome) /FL=gb:NM_004992.2 gb:L37298.1 gb:AF158180.1
219824_at	329.9625	77.1275	3.077767	0.006487	2.408331	gb:NM_012450.1 /DB_XREF=gi:6912689 /GEN=SUT1 /FEA=FLmRNA /CNT=26 /TID=Hs.9098.0 /TIER=FL /STK=5 /UG=Hs.9098 /LL=26266 /DEF=Homo sapiens sulfate transporter 1 (SUT1), mRNA. /PROD=sulfate transporter 1 /FL=gb:NM_012450.1 gb:AF169301.1
219099_at	453.51	199.95875	2.234588	0.038363	1.89758	gb:NM_020375.1 /DB_XREF=gi:9966848 /GEN=C12ORF5 /FEA=FLmRNA /CNT=66 /TID=Hs.24792.0 /TIER=FL+Stack /STK=34 /UG=Hs.24792 /LL=57103 /DEF=Homo sapiens chromosome 12 open reading frame 5 (C12ORF5), mRNA. /PROD=chromosome 12 open reading frame 5 /FL=gb:NM_020375.1
222919_at	3261.8025	1335.2175	5.448636	0.000036	2.319252	Consensus includes gb:AA192306 /FEA=EST /DB_XREF=gi:1781527 /DB_XREF=est:zp97c12.s1 /CLONE=IMAGE:628150 /UG=Hs.23926 triadin /FL=gb:NM_006073.1 gb:U18985.1
208317_at	240.31125	77.2525	2.689875	0.01497	2.364679	gb:NM_005108.1 /DB_XREF=gi:4827059 /GEN=XYLB /FEA=FLmRNA /CNT=2 /TID=Hs.137580.0 /TIER=FL /STK=0 /UG=Hs.137580 /LL=9942 /DEF=Homo sapiens xylulokinase (H. influenzae) homolog (XYLB), mRNA. /PROD=xylulokinase (H. influenzae) homolog /FL=gb:NM_005108.1 gb:AB015046.1
209008_x_at	14189.575	7620.1425	5.834748	0.000016	1.801698	gb:U76549.1 /DB_XREF=gi:1673574 /FEA=FLmRNA /CNT=490 /TID=Hs.242463.0 /TIER=FL /STK=0 /UG=Hs.242463 /LL=3856 /UG_GENE=KRT8 /DEF=Human cytokeratin 8 mRNA, complete cds. /PROD=cytokeratin 8 /FL=gb:BC000654.1 gb:U76549.1 gb:NM_002273.1 gb:M26324.1 gb:M34225.1
204279_at	1947.33375	682.41625	5.989732	0.000012	2.613814	gb:NM_002800.1 /DB_XREF=gi:4506204 /GEN=PSMB9 /FEA=FLmRNA /CNT=70 /TID=Hs.9280.0 /TIER=FL /STK=1 /UG=Hs.9280 /LL=5698 /DEF=Homo sapiens proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional protease 2) (PSMB9), mRNA. /PROD=proteasome (prosome, macropain) subunit, betatype, 9 (large multifunctional protease 2) /FL=gb:U01025.1 gb:NM_002800.1
202859_x_at	14850.84	4509.645	5.589513	0.000026	2.592102	gb:NM_000584.1 /DB_XREF=gi:10834977 /GEN=IL8 /FEA=FLmRNA /CNT=368 /TID=Hs.624.0 /TIER=FL+Stack /STK=80 /UG=Hs.624 /LL=3576 /DEF=Homo sapiens interleukin 8 (IL8), mRNA. /PROD=interleukin 8 /FL=gb:M17017.1 gb:M26383.1 gb:NM_000584.1
202660_at	1427.6175	793.3175	4.343886	0.000391	1.955983	gb:AA834576 /DB_XREF=gi:2908175 /DB_XREF=od63f10.s1 /CLONE=IMAGE:1372651 /FEA=FLmRNA /CNT=156 /TID=Hs.238272.0 /TIER=Stack /STK=8 /UG=Hs.238272 /LL=3709 /UG_GENE=ITPR2 /UG_TITLE=inositol 1,4,5-triphosphate receptor, type 2 /FL=gb:NM_002223.1 gb:D26350.1
219676_at	37.37625	31.5225	1.066096	0.300472	1.499839	gb:NM_025231.1 /DB_XREF=gi:13376833 /GEN=FLJ22191 /FEA=FLmRNA /CNT=29 /TID=Hs.288539.0 /TIER=FL+Stack /STK=15 /UG=Hs.288539 /LL=80345 /DEF=Homo sapiens hypothetical protein FLJ22191 (FLJ22191), mRNA. /PROD=hypothetical protein FLJ22191 /FL=gb:NM_025231.1 gb:BC004255.1
205729_at	561.71625	313.335	4.128625	0.000631	1.963933	gb:NM_003999.1 /DB_XREF=gi:4557039 /GEN=OSMR /FEA=FLmRNA /CNT=34 /TID=Hs.238648.0 /TIER=FL /STK=3 /UG=Hs.238648 /LL=9180 /DEF=Homo sapiens oncostatin M receptor (OSMR), mRNA. /PROD=oncostatin M receptor /FL=gb:NM_003999.1 gb:U60805.1
209286_at	258.8375	94.00125	1.553513	0.137706	1.675706	gb:AI754416 /DB_XREF=gi:5132680 /DB_XREF=cr25a08.x1 /CLONE=HBMSC_cr25a08 /FEA=FLmRNA /CNT=172 /TID=Hs.260024.0 /TIER=Stack /STK=26 /UG=Hs.260024 /LL=10602 /UG_GENE=CEP3 /UG_TITLE=Cdc42 effector protein 3 /FL=gb:AF164118.1 gb:NM_006449.1 gb:AF094521.1 gb:AF104857.1 gb:AL136842.1
220062_s_at	9106.225	6083.46	5.60897	0.000025	1.518912	gb:NM_016249.1 /DB_XREF=gi:7706604 /GEN=MAGEE1 /FEA=FLmRNA /CNT=39 /TID=Hs.123536.0 /TIER=FL /STK=5 /UG=Hs.123536 /LL=51438 /DEF=Homo sapiens melanoma antigen, family E, 1, cancertestis specific (MAGEE1), mRNA. /PROD=melanoma antigen, family E, 1, cancertestisspecific /FL=gb:AF151378.1 gb:NM_016249.1 gb:AF196482.1 gb:AF116194.1
208622_s_at	13681.0725	9346.14875	6.075897	0.00001	1.431346	gb:AA670344 /DB_XREF=gi:2631843 /DB_XREF=ad16b08.s1 /CLONE=IMAGE:878391 /FEA=FLmRNA /CNT=478 /TID=Hs.155191.0 /TIER=Stack /STK=15 /UG=Hs.155191 /LL=7430 /UG_GENE=VIL2 /UG_TITLE=villin 2 (ezrin) /FL=gb:NM_003379.2 gb:AL162086.1 gb:J05021.1
206925_at	493.14625	228.3575	4.021277	0.000801	1.812376	gb:NM_005668.1 /DB_XREF=gi:5031998 /GEN=SIAT8D /FEA=FLmRNA /CNT=7 /TID=Hs.170180.0 /TIER=FL /STK=0 /UG=Hs.170180 /LL=7903 /DEF=Homo sapiens sialyltransferase 8 (alpha-2, 8-polysialytransferase) D (SIAT8D), mRNA. /PROD=sialyltransferase 8 (alpha-2,8-polysialytransferase) D /FL=gb:NM_005668.1 gb:L41680.1
217892_s_at	5114.8875	3369.5225	6.402342	0.000005	1.475554	gb:NM_016357.1 /DB_XREF=gi:7705372 /GEN=EPLIN /FEA=FLmRNA /CNT=226 /TID=Hs.10706.0 /TIER=FL+Stack /STK=74 /UG=Hs.10706 /LL=51474 /DEF=Homo sapiens epithelial protein lost in neoplasm beta (EPLIN), mRNA. /PROD=epithelial protein lost in neoplasm beta /FL=gb:BC001247.1 gb:AL136911.1 gb:NM_016357.1 gb:AF198454.1
214473_x_at	19802.9475	13989.3125	6.157177	0.000008	1.54779	gb:NM_005395.1 /DB_XREF=gi:4885552 /GEN=PMS2L9 /FEA=FLmRNA /CNT=10 /TID=Hs.301862.0 /TIER=FL /STK=1 /UG=Hs.301862 /LL=5387 /DEF=Homo sapiens postmeiotic segregation increased 2-like 9 (PMS2L9), mRNA. /PROD=postmeiotic segregation increased 2-like 9 /FL=gb:NM_005395.1
219607_s_at	18747.9675	6453.4175	5.690452	0.000021	3.039254	gb:NM_024021.1 /DB_XREF=gi:13430865 /GEN=MS4A4 /FEA=FLmRNA /CNT=42 /TID=Hs.325960.0 /TIER=FL /STK=0 /UG=Hs.325960 /LL=51338 /DEF=Homo sapiens membrane-spanning 4-domains, subfamily A, member 4 (MS4A4), mRNA. /PROD=membrane-spanning 4-domains, subfamily A, member4 /FL=gb:NM_016650.1 gb:NM_024021.1 gb:AF068288.1 gb:AB013102.1
202549_at	319.3275	158.46375	2.808461	0.011624	1.92831	gb:AK025720.1 /DB_XREF=gi:10438329 /FEA=FLmRNA /CNT=196 /TID=Hs.182625.0 /TIER=Stack /STK=8 /UG=Hs.182625 /LL=9217 /UG_GENE=VAPB /UG_TITLE=VAMP (vesicle-associated membrane protein)-associated protein B and C /DEF=Homo sapiens cDNA: FLJ22067 fis, clone HEP11115F, highly similar to AF086629 Homo sapiens VAMP-associated protein C (VAP-C) mRNA. /FL=gb:BC001712.1 gb:AF086628.1 gb:NM_004738.1 gb:AF160212.1
204718_at	2150.31	705.9575	6.080864	0.00001	2.947223	gb:NM_004445.1 /DB_XREF=gi:4758291 /GEN=EPHB6 /FEA=FLmRNA /CNT=49 /TID=Hs.3796.0 /TIER=FL+Stack /STK=15 /UG=Hs.3796 /LL=2051 /DEF=Homo sapiens EphB6 (EPHB6) mRNA. /PROD=EphB6 /FL=gb:D83492.1 gb:NM_004445.1
200798_x_at	20119.15	12676.1025	5.966066	0.000012	1.538953	gb:NM_021960.1 /DB_XREF=gi:11386164 /GEN=MCL1 /FEA=FLmRNA /CNT=367 /TID=Hs.86386.0 /TIER=FL /STK=6 /UG=Hs.86386 /LL=4170 /DEF=Homo sapiens myeloid cell leukemia sequence 1 (BCL2-related) (MCL1), mRNA. /PROD=myeloid cell leukemia sequence 1 (BCL2-related) /FL=gb:AF118124.1 gb:NM_021960.1
1552494_at	217.01125	84.22625	2.985471	0.007932	2.222343	gb:NM_138572.1 /DB_XREF=gi:20070377 /GEN=LOC135763 /TID=Hs2.254211.1 /CNT=12 /FEA=FLmRNA /TIER=FL /STK=3 /LL=135763 /UG=Hs.254211 /DEF=Homo sapiens taube nuss (LOC135763), mRNA. /PROD=taube nuss /FL=gb:NM_138572.1
206609_at	3647.2625	2198.73375	5.911882	0.000014	1.686801	gb:NM_005462.1 /DB_XREF=gi:4885474 /GEN=MAGEC1 /FEA=FLmRNA /CNT=21 /TID=Hs.132194.0 /TIER=FL /STK=5 /UG=Hs.132194 /LL=9947 /DEF=Homo sapiens melanoma antigen, family C, 1 (MAGEC1), mRNA. /PROD=melanoma antigen, family C, 1 /FL=gb:NM_005462.1 gb:AF056334.1
