ProbeID	Gene Symbol	Gene Description	GenBank	GO	EntrezID	RefSeq	Cluster	p-value	log2(Moil_3h/DMSO)	log2(Moil_6h/DMSO)	log2(Moil_12h/DMSO)	log2(Moil_24h/DMSO)	log2(Moil_48h/DMSO)
1116-S	Hectd2	HECT domain containing 2	AK043646	GO:0003674; GO:0004842; GO:0005575; GO:0005622; GO:0006464; GO:0006512; GO:0008150; GO:0016874	226098	NM_172637; NM_172637; NP_766225	7	0.003627259	-0.147692741	-1.198751881	-0.222954263	0.594026594	0.424619603
2089-S	NA	NA	AK047419	NA	NA	NA	7	0.03995944	0.466968758	-1.663900269	-0.233692757	0.454799941	0.189390048
533-S	Gnaq	guanine nucleotide binding protein, alpha q polypeptide	AK085933	GO:0000166; GO:0001501; GO:0001508; GO:0003924; GO:0004871; GO:0005525; GO:0005834; GO:0006471; GO:0007165; GO:0007186; GO:0007189; GO:0007215; GO:0007507; GO:0016322; GO:0019001; GO:0042733; GO:0045634; GO:0048066	14682	NM_008139; NM_008139; NP_032165	7	0.000912808	2.734058044	-2.015136506	2.86293873	0.877562633	0.539774604
scl0001186.1_116-S	Csda	cold shock domain protein A	NM_139117	GO:0003676; GO:0003677; GO:0003677; GO:0003723; GO:0005515; GO:0005634; GO:0006350; GO:0006355	56449	NM_011733; NM_011733; NP_035863; NM_139117; NP_620817	7	0.0280054	-0.274829111	-0.378367437	0.161387933	0.099083247	0.210922174
scl0001228.1_22-S	Zc3hc1	zinc finger, C3HC type 1	NM_172735	GO:0005515; GO:0005634; GO:0006512; GO:0006916; GO:0007049; GO:0007067; GO:0008270; GO:0016301; GO:0019901; GO:0046872; GO:0051301	232679	NM_172735; NM_172735; NP_766323	7	0.04573813	-0.21240996	-0.440373896	-0.007613058	-0.007642827	0.343764379
scl0002626.1_50-S	Asph	aspartate-beta-hydroxylase	NM_023066	GO:0004597; GO:0004597; GO:0005488; GO:0005506; GO:0005783; GO:0016020; GO:0016021; GO:0016021; GO:0016491; GO:0016702; GO:0018193; GO:0030176	65973	NM_023066; NM_023066; NP_075553; NM_133723; NP_598484	7	0.039934364	-0.093973563	-0.778481992	0.388277677	-0.050591838	0.329274919
scl0002734.1_23-S	Ssbp3	single-stranded DNA binding protein 3	NM_198438	GO:0003677; GO:0003697; GO:0003697; GO:0005575; GO:0005634; GO:0005634; GO:0006350; GO:0006355; GO:0008150; GO:0030528	72475	XM_993903; XM_993903; XP_998997; NM_023672; NP_076161; NM_198438; NP_940840	7	0.011781051	-0.065171144	-0.255680846	-0.172878907	-0.142464154	0.020045924
scl0002814.1_13-S	Psip1	PC4 and SFRS1 interacting protein 1	NM_133948	GO:0003677; GO:0005634; GO:0006350; GO:0006355	101739	NM_133948; NM_133948; NP_598709	7	0.035543276	-0.011543254	-0.933167197	-0.021407429	0.926011986	0.206822132
scl0003069.1_215-S	Rbm12	RNA binding motif protein 12	NM_029397	GO:0000166; GO:0003676; GO:0003723; GO:0005515; GO:0005634	75710	NM_029397; NM_029397; NP_083673; NM_170598; NP_733486	7	0.018410811	0.031493799	-1.369893716	0.341941806	2.061071329	0
scl0003152.1_82-S	Id1	inhibitor of DNA binding 1	M31885	GO:0000122; GO:0005515; GO:0005634; GO:0007275; GO:0007507; GO:0016481; GO:0016564; GO:0030509; GO:0030528; GO:0043433; GO:0045449; GO:0045765	15901	NM_010495; NM_010495; NP_034625	7	0.0467307	-0.314032193	-0.462068758	-0.014215978	0.21826689	0.297508083
scl0003257.1_19-S	Smox	spermine oxidase	AJ567473	GO:0005634; GO:0006118; GO:0016491; GO:0046208; GO:0046592	228608	NM_145533; NM_145533; NP_663508	7	0.000140238	-0.481698798	-2.609772856	1.368429187	0.620828624	-0.300542832
scl0003336.1_5-S	Mybl2	myeloblastosis oncogene-like 2	NM_008652	GO:0000074; GO:0003677; GO:0005622; GO:0005634; GO:0006350; GO:0006355; GO:0009987; GO:0045449	17865	NM_008652; NM_008652; NP_032678	7	0.000774869	-0.118673452	-0.676954501	-0.304631374	0.005104965	0.48028783
scl0003697.1_56-S	Ubqln1	ubiquilin 1	NM_152234	GO:0001666; GO:0005102; GO:0005634; GO:0005737; GO:0005783; GO:0006464; GO:0008632; GO:0016491; GO:0019215; GO:0019900; GO:0031396; GO:0043234; GO:0048471	56085	NM_026842; NM_026842; NP_081118; NM_152234; NP_689420	7	0.042221628	0.497525447	-0.888309873	-0.32305187	0.152663418	0.406126033
scl0004009.1_14-S	Ptpn12	protein tyrosine phosphatase, non-receptor type 12	NM_011203	GO:0004721; GO:0004725; GO:0004872; GO:0005829; GO:0006470; GO:0016787; GO:0017124	19248	NM_011203; NM_011203; NP_035333	7	0.016693033	0.019618117	-0.498151327	-0.020768603	-0.055395535	0.272909789
scl00107029.2_8-S	Me2	malic enzyme 2, NAD(+)-dependent, mitochondrial	NM_145494	GO:0003824; GO:0004470; GO:0004471; GO:0005739; GO:0006090; GO:0006108; GO:0009055; GO:0016491; GO:0016616; GO:0016619; GO:0046872; GO:0051287	107029	NM_145494; NM_145494; NP_663469	7	0.029538038	0.0328807	-0.221815219	-0.035555254	0.071564157	0.293001592
scl0013518.1_243-S	Dst	dystonin	NM_133833	GO:0003779; GO:0005198; GO:0005200; GO:0005509; GO:0005509; GO:0005515; GO:0005515; GO:0005737; GO:0005856; GO:0007050; GO:0007050; GO:0007155; GO:0008090; GO:0016023; GO:0030056; GO:0045104	13518	NM_010081; NM_010081; NP_034211; NM_133833; NP_598594; NM_134448; NP_604443	7	0.004896391	0.025905897	-0.533475412	0.331272358	0.027986316	0.203558644
scl0013685.1_134-S	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1	NM_007918	GO:0003743; GO:0005515; GO:0005737; GO:0006417; GO:0006446; GO:0008190; GO:0008286; GO:0017148; GO:0030371; GO:0045947	13685	NM_007918; NM_007918; NP_031944	7	0.007942636	0.686897259	-1.69814573	0.097070619	0.219393864	-0.163309514
scl0014534.2_181-S	Gcn5l2	GCN5 general control of amino acid synthesis-like 2 (yeast)	NM_020004	GO:0000123; GO:0001756; GO:0004402; GO:0005515; GO:0005634; GO:0006350; GO:0006355; GO:0008080; GO:0016740; GO:0042826	14534	NM_001038010; NM_001038010; NP_001033099; NM_020004; NP_064388	7	0.040035685	-0.008205688	-0.305248743	0.065321646	0.379263602	0.094158735
scl0016150.2_179-S	Ikbkb	inhibitor of kappaB kinase beta	NM_010546	GO:0000166; GO:0001782; GO:0004672; GO:0004672; GO:0004674; GO:0004702; GO:0004713; GO:0005515; GO:0005524; GO:0005737; GO:0006468; GO:0007252; GO:0016301; GO:0016740; GO:0042802; GO:0051092; GO:0051092	16150	NM_010546; NM_010546; NP_034676	7	0.011229912	0.259220786	-0.438850014	0.188473812	0.232315043	0.488715396
scl0017957.2_29-S	Napb	N-ethylmaleimide sensitive fusion protein attachment protein beta	NM_019632	GO:0005478; GO:0005488; GO:0005575; GO:0005783; GO:0005794; GO:0006810; GO:0006886; GO:0006888; GO:0008150; GO:0015031; GO:0019905	17957	NM_019632; NM_019632; NP_062606	7	0.007959973	0.70335457	-0.9661296	-0.635449316	0.089989333	0.609615021
scl0017979.2_290-S	Ncoa3	nuclear receptor coactivator 3	NM_008679	GO:0003713; GO:0004402; GO:0004871; GO:0004872; GO:0005634; GO:0006350; GO:0006355; GO:0007165; GO:0008415; GO:0016740; GO:0030528; GO:0045449	17979	NM_008679; NM_008679; NP_032705	7	0.005703662	0.11106722	-0.97966439	-0.672121716	0.824050424	-0.056386144
scl0018227.2_224-S	Nr4a2	nuclear receptor subfamily 4, group A, member 2	NM_013613	GO:0003677; GO:0003700; GO:0003707; GO:0004872; GO:0004879; GO:0005515; GO:0005634; GO:0006350; GO:0006355; GO:0007399; GO:0008270; GO:0030182; GO:0042053; GO:0043565; GO:0045944; GO:0046872	18227	NM_013613; NM_013613; NP_038641	7	0.009129204	0.494214913	-0.298206579	0.021608715	0.216578103	0.031019081
scl0018616.2_167-S	Peg3	paternally expressed 3	NM_008817	GO:0003676; GO:0005622; GO:0005634; GO:0006915; GO:0008270; GO:0046872	18616	NM_001010988; NM_001010988; NP_001010988; NM_008817; NP_032843	7	0.000445564	3.693461383	-4.508821792	-0.46823793	-0.499624731	0.112760843
scl00238130.1_200-S	NA	NA	XM_358307	NA	NA	NA	7	0.046126406	-0.211155081	-0.323776977	0.097031571	0.354715853	-0.011882899
scl00244891.1_136-S	NA	NA	NM_175536	NA	NA	NA	7	0.024275754	0.956414387	-3.370524035	-0.664761148	0.430034416	0.139935502
scl00245945.1_50-S	BC013481	cDNA sequence BC013481	NM_178446	GO:0000166; GO:0003676	245945	NM_139065; NM_139065; NP_620704; NM_178446; NP_848541	7	0.015434818	0.195620498	-0.394057597	0.165406121	0.038438375	0.181634727
scl0026419.2_93-S	Mapk8	mitogen activated protein kinase 8	NM_016700	GO:0000166; GO:0001503; GO:0004672; GO:0004674; GO:0004674; GO:0004705; GO:0004705; GO:0004707; GO:0005515; GO:0005524; GO:0006468; GO:0007254; GO:0007254; GO:0007258; GO:0007258; GO:0009411; GO:0016301; GO:0016740; GO:0018107; GO:0043066	26419	NM_016700; NM_016700; NP_057909	7	0.001664567	0.066821393	-1.012516557	0.115192519	0.104760657	0.4313935
scl00320977.1_40-S	NA	NA	NA	NA	NA	NA	7	0.025329745	0.721345752	-0.920844954	0.578196979	0.262619328	0.086909945
scl00328108.1_173-S	A430041B07Rik	RIKEN cDNA A430041B07 gene	XM_484151	GO:0005488	328108	XM_484151; XM_484151; XP_484151; XM_896949; XP_902042; XM_896963; XP_902056; XM_896976; XP_902069; XM_896986; XP_902079; XM_922989; XP_928082; XM_923009; XP_928102; XM_923017; XP_928110; XM_923029; XP_928122; XM_923034; XP_928127; XM_982537; XP_987631; XM	7	0.042410258	0.122241193	-0.338893597	-0.278481112	0.023119986	0.009558612
scl00378431.1_65-S	Txlnb	taxilin beta	NM_138628	GO:0005737	378431	NM_138628; NM_138628; NP_619534	7	0.006738515	0.732158389	-1.226120163	1.008820696	0.051729683	-0.037680414
scl0052635.1_32-S	D12Ertd551e	DNA segment, Chr 12, ERATO Doi 551, expressed	NM_028731	NA	52635	NM_028731; NM_028731; NP_083007	7	0.03563983	0.022064368	-0.241610996	-0.365234284	0.132237191	0.249144905
scl0066223.2_60-S	Mrpl35	mitochondrial ribosomal protein L35	NM_025430	GO:0003735; GO:0005622; GO:0005739; GO:0005840; GO:0006412; GO:0030529	66223	NM_025430; NM_025430; NP_079706	7	0.004809322	0.211393898	-0.276642164	-0.009061641	-0.089305853	0.107010417
scl0074053.2_257-S	Grip1	glutamate receptor interacting protein 1	NM_130891	GO:0004872; GO:0005515; GO:0005515; GO:0005783; GO:0007242; GO:0008104; GO:0016020; GO:0045121; GO:0045211	74053	XM_982783; XM_982783; XP_987877; XM_982829; XP_987923; XM_982859; XP_987953; XM_982899; XP_987993; XM_982932; XP_988026; NM_028736; NP_083012; NM_130891; NP_570961; NM_133442; NP_597699	7	0.042691428	-0.677963172	-1.05794399	-0.087089596	0.063592584	0.284942926
scl0074355.2_0-S	Smchd1	SMC hinge domain containing 1	NM_028887	GO:0005515; GO:0005524; GO:0005694; GO:0051276	74355	NM_028887; NM_028887; NP_083163	7	0.041380003	-0.006589434	-0.014378786	0.067515083	0.227523905	0.081557594
scl0094116.1_13-S	Kifc1	kinesin family member C1	NM_053173	GO:0000166; GO:0003774; GO:0003777; GO:0003777; GO:0005524; GO:0005871; GO:0005871; GO:0005874; GO:0005875; GO:0007017; GO:0007018	16580	XM_001005165; XM_001005165; XP_001005165; NM_016761; NP_058041; NM_053173; NP_444403	7	0.040611039	-0.212078945	-0.237407418	-0.010863147	0.063985651	0.106877894
scl0103534.9_24-S	Mgat4b	mannoside acetylglucosaminyltransferase 4, isoenzyme B	NM_145926	GO:0005975; GO:0016020; GO:0016740; GO:0016757; GO:0016758	103534	NM_145926; NM_145926; NP_666038	7	0.001275016	-0.007561503	-0.456040614	-0.078978571	-0.007642486	0.133359344
scl0110596.3_29-S	Rgnef	Rho-guanine nucleotide exchange factor	NM_012026	GO:0005085; GO:0005089; GO:0005622; GO:0007242; GO:0008270; GO:0019992; GO:0035023; GO:0046872	110596	NM_012026; NM_012026; NP_036156	7	0.040958467	1.349506032	-0.977579633	0.017065163	0.522149075	0.312874098
scl011512.2_0-S	Adcy6	adenylate cyclase 6	NM_007405	GO:0000287; GO:0004016; GO:0005886; GO:0006171; GO:0007190; GO:0007242; GO:0009190; GO:0016020; GO:0016021; GO:0016829; GO:0016849; GO:0046872	11512	NM_007405; NM_007405; NP_031431	7	0.021404426	0.136139924	-0.250277093	-0.309613171	0.28585316	0.236729977
scl013629.14_1-S	Eef2	eukaryotic translation elongation factor 2	NM_007907	GO:0000166; GO:0003746; GO:0003924; GO:0005525; GO:0006412	13629	NM_007907; NM_007907; NP_031933	7	0.013084867	-0.131570624	-0.288015014	-0.266991188	0.022654954	0.131853561
scl014081.20_10-S	Acsl1	acyl-CoA synthetase long-chain family member 1	NM_007981	GO:0000287; GO:0003824; GO:0004467; GO:0005739; GO:0005777; GO:0006629; GO:0006631; GO:0008152; GO:0016020; GO:0016021; GO:0016874	14081	XM_991183; XM_991183; XP_996277; XM_991201; XP_996295; XM_991228; XP_996322; XM_991253; XP_996347; XM_991280; XP_996374; NM_007981; NP_032007	7	0.038653016	0.066631665	-0.404858851	-0.178842108	0.225053159	0.659305524
scl016440.6_35-S	Itpr3	inositol 1,4,5-triphosphate receptor 3	NM_080553	GO:0004872; GO:0005216; GO:0005220; GO:0005262; GO:0005509; GO:0005515; GO:0005783; GO:0006810; GO:0006811; GO:0006816; GO:0008095; GO:0016020; GO:0016021	16440	NM_080553; NM_080553; NP_542120	7	0.000866493	0.006138878	-0.283936573	-0.191160808	0.1006338	0.195862343
scl017276.1_218-S	Mela	melanoma antigen	NM_008581	GO:0003677; GO:0003723; GO:0003964; GO:0004190; GO:0004523; GO:0005198; GO:0006278; GO:0006508; GO:0008270; GO:0015074; GO:0016021; GO:0019028; GO:0019031; GO:0019068	17276	NM_008581; NM_008581; NP_032607	7	0.011357374	-0.302683877	-0.689970489	-0.101158726	0.087118413	0.194585211
scl0223672.1_326-S	BC020489	cDNA sequence BC020489	XM_128064	GO:0005576; GO:0006869; GO:0008289; GO:0042157	223672	XM_001005082; XM_001005082; XP_001005082; XM_128064; XP_128064; XM_911308; XP_916401	7	0.022363731	-0.398440298	-1.711792127	0.155507162	-0.442955907	1.255886462
scl0238130.31_47-S	NA	NA	XM_358307	NA	NA	NA	7	0.023945963	-2.19791593	-3.419538892	-2.083003222	-0.375405565	0.13400543
scl023886.1_155-S	Gdf15	growth differentiation factor 15	NM_011819	GO:0005125; GO:0005615; GO:0008083	23886	NM_011819; NM_011819; NP_035949	7	0.02291106	1.99960575	-2.555515656	0.585877916	0.72086633	0.175844137
scl0271457.7_14-S	Rab5a	RAB5A, member RAS oncogene family	NM_025887	GO:0000166; GO:0001726; GO:0003924; GO:0003924; GO:0005515; GO:0005525; GO:0005769; GO:0005769; GO:0005886; GO:0006810; GO:0006897; GO:0007264; GO:0015031; GO:0016020; GO:0019001; GO:0030139; GO:0045121	271457	NM_025887; NM_025887; NP_080163	7	0.030054768	-0.202971611	0.083933726	0.281352742	1.088683089	0.290913577
scl0320878.20_192-S	Mical2	microtubule associated monoxygenase, calponin and LIM domain containing 2	NM_177282	GO:0004497; GO:0005856; GO:0006118; GO:0006725; GO:0008152; GO:0008270; GO:0015036; GO:0016491; GO:0046872	320878	NM_177282; NM_177282; NP_796256	7	0.03492984	0.731270899	-0.264324498	-0.136980978	0.785469333	1.085195328
scl050926.1_17-S	Hnrpdl	heterogeneous nuclear ribonucleoprotein D-like	NM_016690	GO:0000166; GO:0003676; GO:0003677; GO:0003723; GO:0005634; GO:0016071; GO:0030529	50926	NM_016690; NM_016690; NP_057899	7	0.013170765	-0.40263364	-1.04181923	0.410771682	2.378511623	-0.25548096
scl051944.9_300-S	D2Ertd750e	DNA segment, Chr 2, ERATO Doi 750, expressed	NM_026412	GO:0005515; GO:0005575; GO:0005634; GO:0008150	51944	NM_026412; NM_026412; NP_080688	7	0.015682629	-0.015576845	-0.273988168	-0.194030263	-0.117738066	0.133139403
scl052009.2_30-S	Hn1l	hematological and neurological expressed 1-like	NM_198937	GO:0005634	52009	NM_198937; NM_198937; NP_945175	7	0.001968344	-0.093645518	-0.181331594	-0.21357192	0.170511023	0.154450264
scl067605.5_228-S	Akt1s1	AKT1 substrate 1 (proline-rich)	NM_026270	GO:0003674; GO:0005575; GO:0007219; GO:0043526; GO:0044445; GO:0045884	67605	NM_026270; NM_026270; NP_080546	7	0.024903962	0.072056209	-0.171125923	0.059094414	0.037048006	0.252795905
scl067769.10_58-S	Gpatch2	G patch domain containing 2	NM_026367	GO:0003676; GO:0005622	67769	NM_026367; NM_026367; NP_080643	7	0.008923928	-1.22728385	-1.787597877	0.093012401	0.107916617	0.331069913
scl067868.2_48-S	Ela3	elastase 3, pancreatic	NM_026419	GO:0004252; GO:0004263; GO:0004295; GO:0005615; GO:0006508; GO:0006508; GO:0008233; GO:0016787	67868	XM_989961; XM_989961; XP_995055; NM_026419; NP_080695	7	0.023133574	-0.235399711	-0.90321813	0.128729826	-0.137755754	0.110503207
scl068364.5_284-S	0610030E20Rik	RIKEN cDNA 0610030E20 gene	XM_132614	NA	68364	XM_132614; XM_132614; XP_132614; XM_896247; XP_901340; XM_896257; XP_901350; XM_910556; XP_915649; XM_921694; XP_926787; XM_921699; XP_926792; XM_974828; XP_979922; XM_974873; XP_979967	7	0.029683442	-0.318566241	-0.605980297	-0.303607539	0.303392151	0.389514238
scl069233.1_299-S	NA	NA	NA	NA	NA	NA	7	0.039022806	0.323786481	-1.449276356	0.460752568	-0.624744302	0.658910539
scl069773.2_4-S	1810026J23Rik	RIKEN cDNA 1810026J23 gene	NM_178619	NA	69773	NM_178619; NM_178619; NP_848734	7	1.31E-07	0.028420911	-0.662885081	-0.622057124	3.232660757	0
scl070221.8_1-S	2600011C06Rik	RIKEN cDNA 2600011C06 gene	NM_027349	GO:0000166; GO:0003676; GO:0003676; GO:0006397; GO:0006397	67039	XM_619008; XM_619008; XP_619008; XM_899912; XP_905005; XM_899918; XP_905011; XM_899944; XP_905037; XM_899951; XP_905044; XM_899969; XP_905062; XM_899976; XP_905069; XM_899982; XP_905075; XM_899986; XP_905079; XM_899997; XP_905090; XM_900002; XP_905095; XM	7	0.022307696	0.242575478	-0.207476004	0.154517488	0.210445088	0.086738081
scl070802.1_3-S	4631424J17Rik	RIKEN cDNA 4631424J17 gene	XM_282969	GO:0008168; GO:0016740	70802	XM_282969; XM_282969; XP_282969; XM_896104; XP_901197; XM_896114; XP_901207; XM_896131; XP_901224; XM_977090; XP_982184; XM_983017; XP_988111	7	0.043579643	0.271974043	-0.297957555	0.229869852	0.211491083	-0.130212694
scl074440.16_72-S	NA	NA	XM_356109	NA	NA	NA	7	0.012818455	0.032141767	-0.30842604	0.051614298	0.077826289	0.275940449
scl17350.9.1_22-S	Stx6	syntaxin 6	NM_021433	GO:0005515; GO:0005769; GO:0005794; GO:0005802; GO:0006810; GO:0006886; GO:0006906; GO:0007032; GO:0008565; GO:0015031; GO:0016020; GO:0016021; GO:0048471	58244	NM_021433; NM_021433; NP_067408	7	0.007417686	0.006222473	-0.573505968	0.659810224	0.545397723	0.298835699
scl17793.28_544-S	Stk36	serine/threonine kinase 36 (fused homolog, Drosophila)	NM_175031	GO:0000166; GO:0000287; GO:0000287; GO:0004672; GO:0004674; GO:0004674; GO:0004713; GO:0005488; GO:0005524; GO:0005524; GO:0005634; GO:0005634; GO:0005737; GO:0006468; GO:0006468; GO:0007275; GO:0008134; GO:0009791; GO:0016301; GO:0016740; GO:0046872; GO:	269209	NM_175031; NM_175031; NP_778196	7	0.002132584	3.315535926	-3.797012978	0.085167458	0.424420458	-0.087180232
scl17837.14.1_70-S	Atic	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	NM_026195	GO:0003824; GO:0003937; GO:0004643; GO:0006164; GO:0016740; GO:0016787	108147	XM_987290; XM_987290; XP_992384; XM_987315; XP_992409; XM_987353; XP_992447; XM_987390; XP_992484; NM_026195; NP_080471	7	0.035106298	-0.00608961	-0.31492233	-0.052754884	0.059710509	0.074013026
scl18805.16.1_60-S	NA	NA	XM_355376	NA	NA	NA	7	0.0365341	0.237777318	-0.711369325	-0.17132072	0.098896531	0.472971815
scl19841.6.1_16-S	NA	NA	XM_283813	NA	NA	NA	7	0.000255062	0	-2.386413619	0	0.06476108	0.04513454
scl20124.13_167-S	Csnk2a1	casein kinase 2, alpha 1 polypeptide	NM_007788	GO:0000166; GO:0004672; GO:0004674; GO:0005515; GO:0005524; GO:0005956; GO:0006468; GO:0008013; GO:0016055; GO:0016301; GO:0016740; GO:0019888	12995	NM_007788; NM_007788; NP_031814	7	0.045054754	0.044190292	-0.699086718	-0.20313093	-0.157468599	0.191245443
scl20889.1.1_221-S	NA	NA	NA	NA	NA	NA	7	0.005246014	1.9568856	-3.6433984	-0.915175122	0.007505536	-0.094522254
scl22605.15.1_7-S	Papss1	3-phosphoadenosine 5-phosphosulfate synthase 1	NM_011863	GO:0000103; GO:0000166; GO:0001501; GO:0003824; GO:0004020; GO:0004781; GO:0004781; GO:0005524; GO:0005524; GO:0005622; GO:0009336; GO:0016301; GO:0016740; GO:0016772; GO:0016779; GO:0016779; GO:0050428	23971	NM_011863; NM_011863; NP_035993	7	0.048082845	-0.075412979	-0.229207055	-0.163642056	0.15408857	-0.073717482
scl22997.10_102-S	Ubqln4	ubiquilin 4	NM_033526	GO:0003674; GO:0005634; GO:0005634; GO:0005737; GO:0005783; GO:0005789; GO:0005829; GO:0006464; GO:0008150	94232	NM_033526; NM_033526; NP_277068	7	0.029403045	0.15557655	0.039273838	0.068887736	0.207236882	0.042997489
scl23437.8.1_39-S	Gabrd	gamma-aminobutyric acid (GABA-A) receptor, subunit delta	NM_008072	GO:0004872; GO:0004890; GO:0005216; GO:0005230; GO:0005254; GO:0005615; GO:0005887; GO:0006810; GO:0006811; GO:0006821; GO:0007214; GO:0016020; GO:0016021; GO:0030594; GO:0031404; GO:0045211	14403	NM_008072; NM_008072; NP_032098	7	7.39E-05	1.927638047	-4.531964626	1.196266383	-0.504638907	0.014498778
scl24403.4_53-S	NA	NA	XM_131404	NA	NA	NA	7	0.024067531	0.020795747	-0.244833308	0.121276599	-0.032335813	0.215005965
scl27316.1.344_21-S	NA	NA	NA	NA	NA	NA	7	0.04677925	-0.143684828	-0.468145756	0.887832888	2.194911657	0.239925209
scl27388.28_359-S	Ube3b	ubiquitin protein ligase E3B	NM_054093	GO:0004842; GO:0005622; GO:0006464; GO:0006512; GO:0016874	117146	NM_054093; NM_054093; NP_473434	7	0.019614381	0.003864068	-0.265849879	-0.197039658	0.218685692	0.018800404
scl28975.15_113-S	Nod1	nucleotide-binding oligomerization domain containing 1	NM_172729	GO:0000166; GO:0004871; GO:0005515; GO:0005524; GO:0005622; GO:0005737; GO:0006915; GO:0006917; GO:0006919; GO:0006952; GO:0007242; GO:0007249; GO:0008656; GO:0016045; GO:0042228; GO:0042742; GO:0042834; GO:0042981; GO:0043123; GO:0051259	107607	NM_172729; NM_172729; NP_766317	7	0.008021745	-0.541802506	-1.356391504	-0.806953408	-0.275364124	-0.037795987
scl29198.15_4-S	Tsga14	testis specific gene A14	NM_031998	GO:0004792; GO:0005813; GO:0008272	83922	NM_031998; NM_031998; NP_114387	7	0.021552369	0.066996339	-0.311855373	-0.246628415	0.18954815	0.163466377
scl29419.1_304-S	H2afj	H2A histone family, member J	NM_177688	GO:0000786; GO:0003677; GO:0005634; GO:0005694; GO:0006334; GO:0007001	232440	NM_177688; NM_177688; NP_808356	7	0.005958079	0.104456404	-0.112828386	-0.217401803	0.244572824	0.127986839
scl30453.23.6_9-S	Cars	cysteinyl-tRNA synthetase	NM_013742	GO:0000049; GO:0000166; GO:0004812; GO:0004817; GO:0005524; GO:0005625; GO:0005737; GO:0006412; GO:0006418; GO:0006423; GO:0008270; GO:0016874; GO:0046872	27267	NM_013742; NM_013742; NP_038770	7	0.023224001	-0.043595371	-0.248417779	0.088573812	0.070841483	0.180429296
scl31623.8_172-S	Ccdc97	coiled-coil domain containing 97	NM_028771	NA	52132	NM_028771; NM_028771; NP_083047	7	8.92E-05	-0.188784429	-0.759276015	-0.033581839	-0.146281094	0.306541279
scl31708.12.11_106-S	Ppp5c	protein phosphatase 5, catalytic subunit	NM_011155	GO:0004721; GO:0004871; GO:0005488; GO:0005506; GO:0005515; GO:0005634; GO:0005737; GO:0005829; GO:0006470; GO:0016787; GO:0030145; GO:0043123; GO:0046872	19060	NM_011155; NM_011155; NP_035285	7	0.019061546	-0.106998073	-0.374926104	0.034839527	0.197334284	0.560455567
scl31801.4.1_81-S	Il11	interleukin 11	NM_008350	GO:0005125; GO:0005142; GO:0005576; GO:0005615; GO:0008083; GO:0008284; GO:0030168; GO:0030183; GO:0030219	16156	NM_008350; NM_008350; NP_032376	7	0.011131649	0.235575029	-0.104051436	-0.096239863	0.621070777	0.224392522
scl31867.15.2675_48-S	Lsp1	lymphocyte specific 1	NM_019391	GO:0003779; GO:0004871; GO:0005516; GO:0006915; GO:0006935; GO:0006936; GO:0006952; GO:0007010; GO:0007165; GO:0017022	16985	NM_019391; NM_019391; NP_062264	7	0.044022451	-0.133402845	-0.593619461	-0.187272872	-0.002698286	0.296674261
scl32060.4.1_0-S	Apob48r	apolipoprotein B48 receptor	NM_138310	GO:0004872; GO:0005509; GO:0005575; GO:0008150; GO:0030226	171504	NM_138310; NM_138310; NP_612183	7	0.008277517	0.425583988	-0.721847616	-0.449897292	-0.266194593	0.108322614
scl32090.6_89-S	Rbbp6	retinoblastoma binding protein 6	NM_175023	GO:0000151; GO:0003674; GO:0003676; GO:0004842; GO:0005515; GO:0005575; GO:0005634; GO:0008150; GO:0008270; GO:0016567; GO:0046872	19647	NM_011247; NM_011247; NP_035377; NM_175023; NP_778188	7	0.004833069	1.895690643	-3.246369345	0	-0.080330316	-0.292367006
scl32133.19.1_3-S	NA	NA	XM_204272	NA	NA	NA	7	0.04610312	0.625220204	-0.469664556	-0.199982849	0.661905261	0.05220805
scl32572.22_334-S	Pcsk6	proprotein convertase subtilisin/kexin type 6	XM_355911	GO:0003676; GO:0004252; GO:0004289; GO:0004289; GO:0004714; GO:0005524; GO:0005622; GO:0006468; GO:0006508; GO:0006508; GO:0007169; GO:0007354; GO:0007354; GO:0007368; GO:0008233; GO:0008270; GO:0016020; GO:0016787	18553	XM_355911; XM_355911; XP_355911; XM_886136; XP_891229; XM_896608; XP_901701; XM_896616; XP_901709; XM_905687; XP_910780; XM_919480; XP_924573; XM_919486; XP_924579; XM_919493; XP_924586; XM_974658; XP_979752; XM_974690; XP_979784; XM_974726; XP_979820; XM	7	0.007353264	0.124951249	-0.188405846	0.05839385	0.542733333	0.252291896
scl32660.11_337-S	Tmem143	transmembrane protein 143	NM_144801	GO:0016021	70209	NM_144801; NM_144801; NP_659050	7	0.029339978	0.27706426	-0.552460631	-0.197722833	-0.302700363	0.118906902
scl33039.2.1_179-S	Ptgir	prostaglandin I receptor (IP)	NM_008967	GO:0001584; GO:0004871; GO:0004872; GO:0004930; GO:0004955; GO:0004960; GO:0007165; GO:0007186; GO:0016020; GO:0016021; GO:0016501	19222	NM_008967; NM_008967; NP_032993	7	3.27E-07	0	0	0	2.887525271	0.465721736
scl33277.4_326-S	BC060631	cDNA sequence BC060631	NM_177700	GO:0003676; GO:0005622; GO:0008270	234776	XM_001001126; XM_001001126; XP_001001126; NM_177700; NP_808368	7	0.041650712	0.102023546	-0.038847702	-0.001592718	0.22138141	0.048759958
