RefSeq	Definition	Gene ID	Symbol	Name	Synonyms	Chr	Fold Change	p Value	Cluster Id
NM_203315	Homo sapiens 3-hydroxybutyrate dehydrogenase, type 1 (BDH1), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	622	BDH1	3-hydroxybutyrate dehydrogenase, type 1	BDH|MGC2723|MGC4347|MGC9788|SDR9C1	3	0.667	1.15E-08	4
NM_018014	Homo sapiens B-cell CLL/lymphoma 11A (zinc finger protein) (BCL11A), transcript variant 2, mRNA.	53335	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A-L|BCL11A-S|BCL11A-XL|CTIP1|EVI9|FLJ10173|FLJ34997|HBFQTL5|KIAA1809|ZNF856	2	0.667	0.0000181	4
NM_138553							0.667	0.0000181	4
NM_138559	Homo sapiens B-cell CLL/lymphoma 11A (zinc finger protein) (BCL11A), transcript variant 3, mRNA.	53335	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A-L|BCL11A-S|BCL11A-XL|CTIP1|EVI9|FLJ10173|FLJ34997|HBFQTL5|KIAA1809|ZNF856	2	0.667	0.0000181	4
NM_005914	Homo sapiens minichromosome maintenance complex component 4 (MCM4), transcript variant 1, mRNA.	4173	MCM4	minichromosome maintenance complex component 4	CDC21|CDC54|MGC33310|P1-CDC21|hCdc21	8	0.666	0.00000117	4
NM_182746	Homo sapiens minichromosome maintenance complex component 4 (MCM4), transcript variant 2, mRNA.	4173	MCM4	minichromosome maintenance complex component 4	CDC21|CDC54|MGC33310|P1-CDC21|hCdc21	8	0.666	0.00000117	4
NM_001254	Homo sapiens cell division cycle 6 homolog (S. cerevisiae) (CDC6), mRNA.	990	CDC6	cell division cycle 6 homolog (S. cerevisiae)	CDC18L|HsCDC18|HsCDC6	17	0.665	0.000000634	4
NM_181552	Homo sapiens cut-like homeobox 1 (CUX1), transcript variant 1, mRNA.	1523	CUX1	cut-like homeobox 1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GOLIM6|Nbla10317|p100|p110|p200|p75	7	0.664	0.0000586	4
NM_001024808	Homo sapiens B-cell CLL/lymphoma 7A (BCL7A), transcript variant 2, mRNA.	605	BCL7A	B-cell CLL/lymphoma 7A	BCL7	12	0.662	7.76E-09	4
NM_020993	Homo sapiens B-cell CLL/lymphoma 7A (BCL7A), transcript variant 1, mRNA.	605	BCL7A	B-cell CLL/lymphoma 7A	BCL7	12	0.662	7.76E-09	4
NM_002468	Homo sapiens myeloid differentiation primary response gene (88) (MYD88), mRNA.	4615	MYD88	myeloid differentiation primary response gene (88)	MYD88D	3	0.655	0.000000485	4
NM_012102	Homo sapiens arginine-glutamic acid dipeptide (RE) repeats (RERE), transcript variant 1, mRNA.	473	RERE	arginine-glutamic acid dipeptide (RE) repeats	ARG|ARP|ATN1L|DNB1|FLJ38775|KIAA0458	1	0.651	0.000000204	4
NM_004840	Homo sapiens Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 (ARHGEF6), mRNA.	9459	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	COOL2|Cool-2|KIAA0006|MRX46|PIXA|alpha-PIX|alphaPIX	X	0.648	5.35E-12	4
NM_000788	Homo sapiens deoxycytidine kinase (DCK), mRNA.	1633	DCK	deoxycytidine kinase	MGC117410|MGC138632	4	0.646	0.0000112	4
NM_014788	Homo sapiens tripartite motif-containing 14 (TRIM14), transcript variant 1, mRNA.	9830	TRIM14	tripartite motif-containing 14	KIAA0129	9	0.644	0.000000457	4
NM_033221	Homo sapiens tripartite motif-containing 14 (TRIM14), transcript variant 4, mRNA.	9830	TRIM14	tripartite motif-containing 14	KIAA0129	9	0.644	0.000000457	4
NM_005327	Homo sapiens hydroxyacyl-Coenzyme A dehydrogenase (HADH), nuclear gene encoding mitochondrial protein, mRNA.	3033	HADH	hydroxyacyl-Coenzyme A dehydrogenase	HAD|HADH1|HADHSC|HHF4|M/SCHAD|MGC8392|SCHAD	4	0.637	1.02E-08	4
NM_006000	Homo sapiens tubulin, alpha 4a (TUBA4A), mRNA.	7277	TUBA4A	tubulin, alpha 4a	FLJ30169|H2-ALPHA|TUBA1	2	0.626	6.73E-08	4
NM_003177	Homo sapiens spleen tyrosine kinase (SYK), transcript variant 1, mRNA.	6850	SYK	spleen tyrosine kinase	DKFZp313N1010|FLJ25043|FLJ37489	9	0.623	0.0000188	4
NM_000946	Homo sapiens primase, DNA, polypeptide 1 (49kDa) (PRIM1), mRNA.	5557	PRIM1	primase, DNA, polypeptide 1 (49kDa)	MGC12308|p49	12	0.621	0.000000216	4
XM_496907							0.621	0.00000738	4
XM_499343							0.621	0.00000738	4
XM_928928							0.621	0.00000738	4
XM_935587							0.621	0.00000738	4
XM_940371							0.621	0.00000738	4
XM_940378							0.621	0.00000738	4
NM_001624	Homo sapiens absent in melanoma 1 (AIM1), mRNA.	202	AIM1	absent in melanoma 1	CRYBG1|ST4	6	0.62	3.31E-08	4
NM_001719	Homo sapiens bone morphogenetic protein 7 (BMP7), mRNA.	655	BMP7	bone morphogenetic protein 7	OP-1	20	0.62	4.21E-08	4
NM_000351	Homo sapiens steroid sulfatase (microsomal), isozyme S (STS), mRNA.	412	STS	steroid sulfatase (microsomal), isozyme S	ARSC|ARSC1|ASC|ES|SSDD	X	0.616	0.00000715	4
NM_002318	Homo sapiens lysyl oxidase-like 2 (LOXL2), mRNA.	4017	LOXL2	lysyl oxidase-like 2	LOR2|WS9-14	8	0.614	0.0000013	4
NM_014661	Homo sapiens family with sequence similarity 53, member B (FAM53B), mRNA.	9679	FAM53B	family with sequence similarity 53, member B	KIAA0140|RP11-12J10.2|bA12J10.2	10	0.614	0.000000259	4
NM_014992	Homo sapiens dishevelled associated activator of morphogenesis 1 (DAAM1), mRNA.	23002	DAAM1	dishevelled associated activator of morphogenesis 1	FLJ41657|KIAA0666	14	0.613	0.000000192	4
NM_004052	Homo sapiens BCL2/adenovirus E1B 19kDa interacting protein 3 (BNIP3), nuclear gene encoding mitochondrial protein, mRNA.	664	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	NIP3	10	0.607	0.0000847	4
NM_005919	Homo sapiens myocyte enhancer factor 2B (MEF2B), transcript variant 2, mRNA.	4207	MEF2B	myocyte enhancer factor 2B	FLJ32599|FLJ46391|MGC189732|MGC189763|RSRFR2	19	0.599	4.15E-10	4
NM_001003688	Homo sapiens SMAD family member 1 (SMAD1), transcript variant 2, mRNA.	4086	SMAD1	SMAD family member 1	BSP1|JV4-1|JV41|MADH1|MADR1	4	0.595	2.07E-10	4
NM_005900	Homo sapiens SMAD family member 1 (SMAD1), transcript variant 1, mRNA.	4086	SMAD1	SMAD family member 1	BSP1|JV4-1|JV41|MADH1|MADR1	4	0.595	2.07E-10	4
NM_015293	Homo sapiens spectrin repeat containing, nuclear envelope 1 (SYNE1), transcript variant 4, mRNA.	23345	SYNE1	spectrin repeat containing, nuclear envelope 1	8B|CPG2|DKFZp781J13156|FLJ30878|FLJ41140|KIAA0796|KIAA1262|KIAA1756|MYNE1|SCAR8	6	0.589	0.00000444	4
NM_033071	Homo sapiens spectrin repeat containing, nuclear envelope 1 (SYNE1), transcript variant 2, mRNA.	23345	SYNE1	spectrin repeat containing, nuclear envelope 1	8B|CPG2|DKFZp781J13156|FLJ30878|FLJ41140|KIAA0796|KIAA1262|KIAA1756|MYNE1|SCAR8	6	0.589	0.00000444	4
NM_133650	Homo sapiens spectrin repeat containing, nuclear envelope 1 (SYNE1), transcript variant 3, mRNA.	23345	SYNE1	spectrin repeat containing, nuclear envelope 1	8B|CPG2|DKFZp781J13156|FLJ30878|FLJ41140|KIAA0796|KIAA1262|KIAA1756|MYNE1|SCAR8	6	0.589	0.00000444	4
NM_182961	Homo sapiens spectrin repeat containing, nuclear envelope 1 (SYNE1), transcript variant 1, mRNA.	23345	SYNE1	spectrin repeat containing, nuclear envelope 1	8B|CPG2|DKFZp781J13156|FLJ30878|FLJ41140|KIAA0796|KIAA1262|KIAA1756|MYNE1|SCAR8	6	0.589	0.00000444	4
NM_015608	Homo sapiens chromosome 10 open reading frame 137 (C10orf137), mRNA.	26098	C10orf137	chromosome 10 open reading frame 137	EDRF1|MGC125705|RP11-383C5.6	10	0.571	1.98E-08	4
NM_001889	Homo sapiens crystallin, zeta (quinone reductase) (CRYZ), transcript variant 2, mRNA.	1429	CRYZ	crystallin, zeta (quinone reductase)	DKFZp779E0834|FLJ41475	1	0.57	0.0000065	4
NM_000179	Homo sapiens mutS homolog 6 (E. coli) (MSH6), mRNA.	2956	MSH6	mutS homolog 6 (E. coli)	GTBP|HNPCC5|HSAP	2	0.569	0.0000107	4
NM_000631	Homo sapiens neutrophil cytosolic factor 4, 40kDa (NCF4), transcript variant 1, mRNA.	4689	NCF4	neutrophil cytosolic factor 4, 40kDa	MGC3810|NCF|P40PHOX|SH3PXD4	22	0.565	4.13E-11	4
NM_013416	Homo sapiens neutrophil cytosolic factor 4, 40kDa (NCF4), transcript variant 2, mRNA.	4689	NCF4	neutrophil cytosolic factor 4, 40kDa	MGC3810|NCF|P40PHOX|SH3PXD4	22	0.565	4.13E-11	4
NM_007047	Homo sapiens butyrophilin, subfamily 3, member A2 (BTN3A2), mRNA.	11118	BTN3A2	butyrophilin, subfamily 3, member A2	BT3.2|BT3.3|BTF4	6	0.563	2.6E-09	4
NM_016083	Homo sapiens cannabinoid receptor 1 (brain) (CNR1), transcript variant 1, mRNA.	1268	CNR1	cannabinoid receptor 1 (brain)	CANN6|CB-R|CB1|CB1A|CB1K5|CB1R|CNR	6	0.562	0.0000018	4
NM_033181	Homo sapiens cannabinoid receptor 1 (brain) (CNR1), transcript variant 2, mRNA.	1268	CNR1	cannabinoid receptor 1 (brain)	CANN6|CB-R|CB1|CB1A|CB1K5|CB1R|CNR	6	0.562	0.0000018	4
NM_003982	Homo sapiens solute carrier family 7 (cationic amino acid transporter, y+ system), member 7 (SLC7A7), transcript variant 1, mRNA.	9056	SLC7A7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	LAT3|LPI|MOP-2|Y+LAT1|y+LAT-1	14	0.56	1.3E-09	4
NM_001760	Homo sapiens cyclin D3 (CCND3), transcript variant 2, mRNA.	896	CCND3	cyclin D3	-	6	0.559	1.22E-08	4
NM_015187	Homo sapiens KIAA0746 protein (KIAA0746), mRNA.	23231	KIAA0746	KIAA0746 protein	DKFZp781J1697|FLJ21629|FLJ41299	4	0.553	0.00000631	4
NM_001005413	Homo sapiens ZW10 interactor (ZWINT), transcript variant 3, mRNA.	11130	ZWINT	ZW10 interactor	HZwint-1|KNTC2AP|MGC117174|ZWINT1	10	0.55	0.000000586	4
NM_001005414							0.55	0.000000586	4
NM_007057	Homo sapiens ZW10 interactor (ZWINT), transcript variant 1, mRNA.	11130	ZWINT	ZW10 interactor	HZwint-1|KNTC2AP|MGC117174|ZWINT1	10	0.55	0.000000586	4
NM_032997	Homo sapiens ZW10 interactor (ZWINT), transcript variant 2, mRNA.	11130	ZWINT	ZW10 interactor	HZwint-1|KNTC2AP|MGC117174|ZWINT1	10	0.55	0.000000586	4
NM_001715	Homo sapiens B lymphoid tyrosine kinase (BLK), mRNA.	640	BLK	B lymphoid tyrosine kinase	MGC10442	8	0.544	2.91E-08	4
NM_012413	Homo sapiens glutaminyl-peptide cyclotransferase (QPCT), mRNA.	25797	QPCT	glutaminyl-peptide cyclotransferase	GCT|QC	2	0.544	0.00000923	4
NM_002208	Homo sapiens integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide) (ITGAE), mRNA.	3682	ITGAE	integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)	CD103|HUMINAE|MGC141996	17	0.542	0.000000842	4
NM_006495	Homo sapiens ecotropic viral integration site 2B (EVI2B), mRNA.	2124	EVI2B	ecotropic viral integration site 2B	D17S376|EVDB	17	0.532	0.000000028	4
NM_004223	Homo sapiens ubiquitin-conjugating enzyme E2L 6 (UBE2L6), transcript variant 1, mRNA.	9246	UBE2L6	ubiquitin-conjugating enzyme E2L 6	MGC40331|RIG-B|UBCH8	11	0.529	0.000000536	4
NM_198183	Homo sapiens ubiquitin-conjugating enzyme E2L 6 (UBE2L6), transcript variant 2, mRNA.	9246	UBE2L6	ubiquitin-conjugating enzyme E2L 6	MGC40331|RIG-B|UBCH8	11	0.529	0.000000536	4
NM_001945	Homo sapiens heparin-binding EGF-like growth factor (HBEGF), mRNA.	1839	HBEGF	heparin-binding EGF-like growth factor	DTR|DTS|DTSF|HEGFL	5	0.525	1.52E-10	4
NM_005608	Homo sapiens protein tyrosine phosphatase, receptor type, C-associated protein (PTPRCAP), mRNA.	5790	PTPRCAP	protein tyrosine phosphatase, receptor type, C-associated protein	CD45-AP|LPAP|MGC138602|MGC138603	11	0.49	8.14E-13	4
NM_001004065	Homo sapiens A kinase (PRKA) anchor protein 2 (AKAP2), transcript variant 1, mRNA.	11217	AKAP2	A kinase (PRKA) anchor protein 2	AKAPKL|FLJ53197|PALM2|PRKA2	9	0.485	7.98E-08	4
NM_007203	Homo sapiens PALM2-AKAP2 readthrough transcript (PALM2-AKAP2), transcript variant 1, mRNA.	445815	PALM2-AKAP2	PALM2-AKAP2 readthrough transcript	AKAP2|DKFZp686H1948	9	0.485	7.98E-08	4
NM_147150	Homo sapiens PALM2-AKAP2 readthrough transcript (PALM2-AKAP2), transcript variant 2, mRNA.	445815	PALM2-AKAP2	PALM2-AKAP2 readthrough transcript	AKAP2|DKFZp686H1948	9	0.485	7.98E-08	4
NM_014033	Homo sapiens methyltransferase like 7A (METTL7A), mRNA.	25840	METTL7A	methyltransferase like 7A	AAM-B|DKFZp586A0522	12	0.47	0.000000567	4
NM_001706	Homo sapiens B-cell CLL/lymphoma 6 (BCL6), transcript variant 1, mRNA.	604	BCL6	B-cell CLL/lymphoma 6	BCL5|BCL6A|LAZ3|ZBTB27|ZNF51	3	0.467	4.52E-09	4
NM_001775	Homo sapiens CD38 molecule (CD38), mRNA.	952	CD38	CD38 molecule	T10	4	0.459	1.23E-08	4
NM_004665	Homo sapiens vanin 2 (VNN2), transcript variant 1, mRNA.	8875	VNN2	vanin 2	FOAP-4|GPI-80	6	0.448	3.21E-12	4
NM_078488	Homo sapiens vanin 2 (VNN2), transcript variant 2, mRNA.	8875	VNN2	vanin 2	FOAP-4|GPI-80	6	0.448	3.21E-12	4
XM_928602							0.445	2.77E-09	4
XM_932971							0.445	2.77E-09	4
XM_935655							0.445	2.77E-09	4
XM_935918							0.445	2.77E-09	4
XM_937844							0.445	2.77E-09	4
XM_943436							0.445	2.77E-09	4
NM_012446	Homo sapiens single-stranded DNA binding protein 2 (SSBP2), mRNA.	23635	SSBP2	single-stranded DNA binding protein 2	DKFZp686F03273|HSPC116	5	0.422	0.0000038	4
NM_006086	Homo sapiens tubulin, beta 3 (TUBB3), mRNA.	10381	TUBB3	tubulin, beta 3	MC1R|TUBB4|beta-4	16	0.416	0.000000456	4
NM_003039	Homo sapiens solute carrier family 2 (facilitated glucose/fructose transporter), member 5 (SLC2A5), transcript variant 1, mRNA.	6518	SLC2A5	solute carrier family 2 (facilitated glucose/fructose transporter), member 5	GLUT5	1	0.378	0.000000831	4
NM_181353	Homo sapiens inhibitor of DNA binding 1, dominant negative helix-loop-helix protein (ID1), transcript variant 2, mRNA.	3397	ID1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	ID|bHLHb24	20	0.367	1.93E-09	4
NM_001629	Homo sapiens arachidonate 5-lipoxygenase-activating protein (ALOX5AP), mRNA.	241	ALOX5AP	arachidonate 5-lipoxygenase-activating protein	FLAP	13	0.344	7.57E-10	4
NM_014747	Homo sapiens regulating synaptic membrane exocytosis 3 (RIMS3), mRNA.	9783	RIMS3	regulating synaptic membrane exocytosis 3	KIAA0237|NIM3|RIM3	1	0.305	3.13E-09	4
NM_057735							0.298	3.17E-08	4
NM_057749	Homo sapiens cyclin E2 (CCNE2), mRNA.	9134	CCNE2	cyclin E2	CYCE2	8	0.298	3.17E-08	4
NM_001386	Homo sapiens dihydropyrimidinase-like 2 (DPYSL2), mRNA.	1808	DPYSL2	dihydropyrimidinase-like 2	CRMP2|DHPRP2|DRP-2|DRP2	8	0.295	0.00000018	4
NM_015267	Homo sapiens cut-like homeobox 2 (CUX2), mRNA.	23316	CUX2	cut-like homeobox 2	CDP2|CUTL2	12	0.238	0.000000081	4
NM_002736	Homo sapiens protein kinase, cAMP-dependent, regulatory, type II, beta (PRKAR2B), mRNA.	5577	PRKAR2B	protein kinase, cAMP-dependent, regulatory, type II, beta	PRKAR2|RII-BETA	7	0.224	1.88E-09	4
NM_138931		604	BCL6	B-cell CLL/lymphoma 6	BCL5|BCL6A|LAZ3|ZBTB27|ZNF51	3	0.206	1.4E-10	4
NM_002165	Homo sapiens inhibitor of DNA binding 1, dominant negative helix-loop-helix protein (ID1), transcript variant 1, mRNA.	3397	ID1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	ID|bHLHb24	20	0.188	1.37E-11	4
NM_000626	Homo sapiens CD79b molecule, immunoglobulin-associated beta (CD79B), transcript variant 1, mRNA.	974	CD79B	CD79b molecule, immunoglobulin-associated beta	B29|IGB	17	0.132	8.52E-10	4
NM_021602	Homo sapiens CD79b molecule, immunoglobulin-associated beta (CD79B), transcript variant 2, mRNA.	974	CD79B	CD79b molecule, immunoglobulin-associated beta	B29|IGB	17	0.132	8.52E-10	4
NM_015318	Homo sapiens rho/rac guanine nucleotide exchange factor (GEF) 18 (ARHGEF18), transcript variant 1, mRNA.	23370	ARHGEF18	rho/rac guanine nucleotide exchange factor (GEF) 18	KIAA0521|MGC15913|P114-RhoGEF	19	0.131	1.8E-11	4
NM_020070	Homo sapiens immunoglobulin lambda-like polypeptide 1 (IGLL1), transcript variant 1, mRNA.	3543	IGLL1	immunoglobulin lambda-like polypeptide 1	14.1|CD179b|IGL1|IGL5|IGLJ14.1|IGLL|IGO|IGVPB|VPREB2	22	0.00526	0.000118	4
NM_001838	Homo sapiens chemokine (C-C motif) receptor 7 (CCR7), mRNA.	1236	CCR7	chemokine (C-C motif) receptor 7	BLR2|CD197|CDw197|CMKBR7|EBI1	17	25482.898	7.27E-15	5
NM_005658	Homo sapiens TNF receptor-associated factor 1 (TRAF1), mRNA.	7185	TRAF1	TNF receptor-associated factor 1	EBI6|MGC:10353	9	4.814	0.0000161	5
NM_000595	Homo sapiens lymphotoxin alpha (TNF superfamily, member 1) (LTA), mRNA.	4049	LTA	lymphotoxin alpha (TNF superfamily, member 1)	LT|TNFB|TNFSF1	6	4.459	0.00000197	5
NM_004233	Homo sapiens CD83 molecule (CD83), transcript variant 1, mRNA.	9308	CD83	CD83 molecule	BL11|HB15	6	2.765	5.53E-09	5
NM_004418	Homo sapiens dual specificity phosphatase 2 (DUSP2), mRNA.	1844	DUSP2	dual specificity phosphatase 2	PAC-1|PAC1	2	1.562	0.000000106	5
NM_152854	Homo sapiens CD40 molecule, TNF receptor superfamily member 5 (CD40), transcript variant 2, mRNA.	958	CD40	CD40 molecule, TNF receptor superfamily member 5	Bp50|CDW40|MGC9013|TNFRSF5|p50	20	1.462	0.000299	5
NM_001250	Homo sapiens CD40 molecule, TNF receptor superfamily member 5 (CD40), transcript variant 1, mRNA.	958	CD40	CD40 molecule, TNF receptor superfamily member 5	Bp50|CDW40|MGC9013|TNFRSF5|p50	20	1.45	0.0003	5
NM_004710	Homo sapiens synaptogyrin 2 (SYNGR2), mRNA.	9144	SYNGR2	synaptogyrin 2	MGC102914	17	1.436	0.00000484	5
NM_007145	Homo sapiens zinc finger protein 146 (ZNF146), transcript variant 1, mRNA.	7705	ZNF146	zinc finger protein 146	MGC125660|MGC125661|OZF	19	1.391	0.00000026	5
NM_020529	Homo sapiens nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha (NFKBIA), mRNA.	4792	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	IKBA|MAD-3|NFKBI	14	1.342	0.00000161	5
NM_007285	Homo sapiens GABA(A) receptor-associated protein-like 2 (GABARAPL2), mRNA.	11345	GABARAPL2	GABA(A) receptor-associated protein-like 2	ATG8|GATE-16|GATE16|GEF-2|GEF2	16	1.323	0.000000137	5
NM_013314	Homo sapiens B-cell linker (BLNK), transcript variant 1, mRNA.	29760	BLNK	B-cell linker	BASH|BLNK-S|LY57|MGC111051|SLP-65|SLP65	10	1.312	5.5E-10	5
NM_004811	Homo sapiens leupaxin (LPXN), mRNA.	9404	LPXN	leupaxin	LDPL	11	1.308	1.56E-09	5
NM_002654	Homo sapiens pyruvate kinase, muscle (PKM2), transcript variant 1, mRNA.	5315	PKM2	pyruvate kinase, muscle	CTHBP|MGC3932|OIP3|PK3|PKM|TCB|THBP1	15	1.198	0.00000127	5
NM_182470	Homo sapiens pyruvate kinase, muscle (PKM2), transcript variant 2, mRNA.	5315	PKM2	pyruvate kinase, muscle	CTHBP|MGC3932|OIP3|PK3|PKM|TCB|THBP1	15	1.198	0.00000127	5
NM_182471	Homo sapiens pyruvate kinase, muscle (PKM2), transcript variant 3, mRNA.	5315	PKM2	pyruvate kinase, muscle	CTHBP|MGC3932|OIP3|PK3|PKM|TCB|THBP1	15	1.198	0.00000127	5
NM_001675	Homo sapiens activating transcription factor 4 (tax-responsive enhancer element B67) (ATF4), transcript variant 1, mRNA.	468	ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	CREB-2|CREB2|TAXREB67|TXREB	22	1.153	0.00000171	5
NM_182810	Homo sapiens activating transcription factor 4 (tax-responsive enhancer element B67) (ATF4), transcript variant 2, mRNA.	468	ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	CREB-2|CREB2|TAXREB67|TXREB	22	1.153	0.00000171	5
NM_001025158	Homo sapiens CD74 molecule, major histocompatibility complex, class II invariant chain (CD74), transcript variant 3, mRNA.	972	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	DHLAG|HLADG|Ia-GAMMA	5	1.12	0.00000211	5
NM_001025159	Homo sapiens CD74 molecule, major histocompatibility complex, class II invariant chain (CD74), transcript variant 1, mRNA.	972	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	DHLAG|HLADG|Ia-GAMMA	5	1.12	0.00000211	5
NM_004355	Homo sapiens CD74 molecule, major histocompatibility complex, class II invariant chain (CD74), transcript variant 2, mRNA.	972	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	DHLAG|HLADG|Ia-GAMMA	5	1.12	0.00000211	5
NM_001012661	Homo sapiens solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 (SLC3A2), transcript variant 1, mRNA.	6520	SLC3A2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE	11	1.089	0.00000445	5
NM_001012662	Homo sapiens solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 (SLC3A2), transcript variant 2, mRNA.	6520	SLC3A2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE	11	1.089	0.00000445	5
NM_001012663	Homo sapiens solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 (SLC3A2), transcript variant 4, mRNA.	6520	SLC3A2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE	11	1.089	0.00000445	5
NM_001012664	Homo sapiens solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 (SLC3A2), transcript variant 5, mRNA.	6520	SLC3A2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE	11	1.089	0.00000445	5
NM_001013251	Homo sapiens solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 (SLC3A2), transcript variant 6, mRNA.	6520	SLC3A2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE	11	1.089	0.00000445	5
NM_002394	Homo sapiens solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 (SLC3A2), transcript variant 3, mRNA.	6520	SLC3A2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE	11	1.089	0.00000445	5
NM_001288	Homo sapiens chloride intracellular channel 1 (CLIC1), mRNA.	1192	CLIC1	chloride intracellular channel 1	G6|NCC27	6	1.088	0.0000834	5
NM_002298	Homo sapiens lymphocyte cytosolic protein 1 (L-plastin) (LCP1), mRNA.	3936	LCP1	lymphocyte cytosolic protein 1 (L-plastin)	CP64|DKFZp781A23186|FLJ25423|FLJ26114|FLJ39956|L-PLASTIN|LC64P|LPL|PLS2	13	1.074	0.000748	5
NM_004638							1.06	0.000405	5
NM_080686	Homo sapiens HLA-B associated transcript 2 (BAT2), mRNA.	7916	BAT2	HLA-B associated transcript 2	D6S51|D6S51E|DKFZp686D09175|G2	6	1.06	0.000405	5
NM_001614	Homo sapiens actin, gamma 1 (ACTG1), mRNA.	71	ACTG1	actin, gamma 1	ACT|ACTG|DFNA20|DFNA26	17	1.058	0.0000194	5
NM_003032	Homo sapiens ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 (ST6GAL1), transcript variant 2, mRNA.	6480	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	CD75|MGC48859|SIAT1|ST6GalI|ST6N	3	1.055	0.000445	5
NM_173216	Homo sapiens ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 (ST6GAL1), transcript variant 1, mRNA.	6480	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	CD75|MGC48859|SIAT1|ST6GalI|ST6N	3	1.055	0.000445	5
NM_173217	Homo sapiens ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 (ST6GAL1), transcript variant 3, mRNA.	6480	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	CD75|MGC48859|SIAT1|ST6GalI|ST6N	3	1.055	0.000445	5
NM_001418	Homo sapiens eukaryotic translation initiation factor 4 gamma, 2 (EIF4G2), transcript variant 1, mRNA.	1982	EIF4G2	eukaryotic translation initiation factor 4 gamma, 2	AAG1|DAP5|FLJ41344|NAT1|p97	11	1.033	0.000246	5
NM_001003	Homo sapiens ribosomal protein, large, P1 (RPLP1), transcript variant 1, mRNA.	6176	RPLP1	ribosomal protein, large, P1	FLJ27448|MGC5215|P1|RPP1	15	0.985	0.000206	6
NM_004152	Homo sapiens ornithine decarboxylase antizyme 1 (OAZ1), mRNA.	4946	OAZ1	ornithine decarboxylase antizyme 1	AZI|MGC138338|OAZ	19	0.984	0.000105	6
NM_000989	Homo sapiens ribosomal protein L30 (RPL30), mRNA.	6156	RPL30	ribosomal protein L30	-	8	0.982	0.000441	6
NM_006098	Homo sapiens guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 (GNB2L1), mRNA.	10399	GNB2L1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	Gnb2-rs1|H12.3|HLC-7|PIG21|RACK1	5	0.982	0.0000324	6
NM_000980	Homo sapiens ribosomal protein L18a (RPL18A), mRNA.	6142	RPL18A	ribosomal protein L18a	-	19	0.981	0.00014	6
NR_001593		390354	RPL18AP3	ribosomal protein L18a pseudogene 3	RPL18A_6_1273|bcm182	12	0.981	0.00014	6
NM_001010	Homo sapiens ribosomal protein S6 (RPS6), mRNA.	6194	RPS6	ribosomal protein S6	-	9	0.981	0.000161	6
