Affymetrix ID	Symbol	Gene Name	Fold difference	P.Value
1455065_x_at	---	---	1.7	0.011905081
1421998_at	Tor3a	torsin family 3, member A	1.7	0.002453153
1447900_x_at	Entpd4	ectonucleoside triphosphate diphosphohydrolase 4	1.7	0.041125284
1423291_s_at	Hyou1	hypoxia up-regulated 1	1.6	0.010175303
1431241_at	Chchd3	coiled-coil-helix-coiled-coil-helix domain containing 3	1.6	0.003099171
1433452_at	B630019K06Rik	RIKEN cDNA B630019K06 gene	1.6	0.0292771
1434337_at	Cklfsf3	chemokine-like factor super family 3	1.6	0.039945423
1448769_at	Ugalt2	UDP-galactose translocator 2	1.6	0.040662306
1415950_a_at	Pbp	phosphatidylethanolamine binding protein	1.6	0.02512294
1448184_at	Fkbp1a	FK506 binding protein 1a	1.6	0.003666447
1421223_a_at	Anxa4	annexin A4	1.6	0.006758272
1433813_at	2810475A17Rik	RIKEN cDNA 2810475A17 gene	1.6	0.00144655
1448621_a_at	Smpd1	sphingomyelin phosphodiesterase 1, acid lysosomal	1.6	0.011048004
1437056_x_at	1810049K24Rik	RIKEN cDNA 1810049K24 gene	1.6	0.009187086
1444632_at	---	---	1.6	0.005566656
1434596_at	Sema4d	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	1.6	0.043936081
1429652_at	1190002C06Rik	RIKEN cDNA 1190002C06 gene	1.6	0.011916588
1455095_at	Hist2h2bb	histone 2, H2bb	1.6	0.011213858
1434387_at	AI429612	expressed sequence AI429612	1.6	0.006713869
1452152_at	AI642036	expressed sequence AI642036	1.6	0.004435513
1424971_at	2600001J17Rik	RIKEN cDNA 2600001J17 gene	1.6	0.014026938
1438790_x_at	D7Ertd743e	DNA segment, Chr 7, ERATO Doi 743, expressed	1.6	0.011827803
1434665_at	Aga	aspartylglucosaminidase	1.6	0.038111449
1448787_at	Moap1	modulator of apoptosis 1	1.6	0.045327402
1440133_x_at	Prkar1b	protein kinase, cAMP dependent regulatory, type I beta	1.6	0.009942094
1460570_at	Pgbd5	piggyBac transposable element derived 5	1.6	0.011671984
1418474_at	1500005A01Rik	RIKEN cDNA 1500005A01 gene	1.6	0.00495347
1416303_at	Litaf	LPS-induced TN factor	1.6	0.006752632
1448388_a_at	1110002B05Rik	RIKEN cDNA 1110002B05 gene	1.6	0.030655676
1429588_at	6720435I21Rik	RIKEN cDNA 6720435I21 gene	1.6	0.004695433
1456545_at	---	---	1.6	0.024372309
1418576_at	2610311I19Rik	RIKEN cDNA 2610311I19 gene	1.6	0.006668145
1435467_at	Fgd6	FYVE, RhoGEF and PH domain containing 6	1.6	0.024922692
1423317_at	3110001D03Rik	RIKEN cDNA 3110001D03 gene	1.6	0.029373196
1419527_at	Comp	cartilage oligomeric matrix protein	1.6	0.029411423
1426495_at	2410042D21Rik	RIKEN cDNA 2410042D21 gene	1.6	0.037679359
1452585_at	Mrps28	mitochondrial ribosomal protein S28	1.6	0.033026443
1417695_a_at	Soat1	sterol O-acyltransferase 1	1.6	0.046540435
1451149_at	Pgm2	phosphoglucomutase 2	1.6	0.031311692
1436598_at	Icos	inducible T-cell co-stimulator	1.6	0.010160672
1429314_at	Syt11	synaptotagmin 11	1.6	0.042014415
1438117_x_at	D7Ertd743e	DNA segment, Chr 7, ERATO Doi 743, expressed	1.6	0.014944877
1430355_a_at	1010001D01Rik	RIKEN cDNA 1010001D01 gene	1.6	0.040035063
1417764_at	Ssr1	signal sequence receptor, alpha	1.6	0.011937587
1436934_s_at	Polr3h	polymerase (RNA) III (DNA directed) polypeptide H	1.5	0.014545001
1428328_at	Nup50	nucleoporin 50	1.5	0.034335761
1415700_a_at	Ssr3	signal sequence receptor, gamma	1.5	0.039011228
1417490_at	Ctsb	cathepsin B	1.5	0.007687515
1450722_at	Nup50	nucleoporin 50	1.5	0.017920917
1427164_at	Il13ra1	interleukin 13 receptor, alpha 1	1.5	0.028928333
1421597_a_at	Msx3	homeo box, msh-like 3	1.5	0.010026299
1449008_at	Tulp3	tubby-like protein 3	1.5	0.027232876
1437402_x_at	D7Ertd743e	DNA segment, Chr 7, ERATO Doi 743, expressed	1.5	0.020475849
1448068_at	Soat1	sterol O-acyltransferase 1	1.5	0.016297804
1426836_s_at	Metap1	methionyl aminopeptidase 1	1.5	0.046130983
1425968_s_at	Apeg1	aortic preferentially expressed gene 1	1.5	0.037892768
1419295_at	Creb3l1	cAMP responsive element binding protein 3-like 1	1.5	0.046235419
1423021_s_at	Jak3	Janus kinase 3	1.5	0.027695418
1453572_a_at	Plp2	proteolipid protein 2	1.5	0.017929025
1415911_at	Impact	imprinted and ancient	1.5	0.0054958
1417869_s_at	Ctsz	cathepsin Z	1.4	0.04216778
1435346_at	2310043N13Rik	RIKEN cDNA 2310043N13 gene	-1.4	0.041154107
1450889_at	Smarca3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3	-1.4	0.030839622
1434883_at	Mtdh	Metadherin	-1.5	0.01775176
1426556_at	Suhw4	suppressor of hairy wing homolog 4 (Drosophila)	-1.5	0.015942675
1436778_at	Cybb	cytochrome b-245, beta polypeptide	-1.5	0.015727904
1424206_at	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	-1.5	0.036473672
1427460_at	Taf4a	TAF4A RNA polymerase II, TATA box binding protein (TBP)-associated factor	-1.5	0.049827259
1434541_x_at	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	-1.5	0.015327697
1433686_at	Cabin1	calcineurin binding protein 1	-1.5	0.026075541
1424869_at	BC003479	cDNA sequence BC003479	-1.5	0.046317934
1429275_at	5830448L21Rik	RIKEN cDNA 5830448L21 gene	-1.5	0.013214087
1430949_at	9130231A04Rik	RIKEN cDNA 9130231A04 gene	-1.5	0.048754468
1418479_at	Vps54	vacuolar protein sorting 54 (yeast)	-1.5	0.022110809
1422124_a_at	Ptprc	protein tyrosine phosphatase, receptor type, C	-1.5	0.013038752
1434518_at	Phka2	phosphorylase kinase alpha 2	-1.5	0.048546769
1438001_x_at	Dp1	deleted in polyposis 1	-1.5	0.034737676
1421910_at	Tcf20	transcription factor 20	-1.5	0.04472756
1453199_at	Acbd6	acyl-Coenzyme A binding domain containing 6	-1.5	0.024361144
1418846_at	Ap4m1	adaptor-related protein complex AP-4, mu 1	-1.5	0.02899576
1450069_a_at	Cugbp2	CUG triplet repeat,RNA binding protein 2	-1.5	0.014842964
1448390_a_at	Dhrs3	dehydrogenase/reductase (SDR family) member 3	-1.5	0.018734885
1437738_at	Atp2c1	ATPase, Ca++-sequestering	-1.5	0.014538459
1450212_at	Fmnl1	formin-like 1	-1.5	0.020980881
1435432_at	Centg2	centaurin, gamma 2	-1.5	0.045893021
1449666_at	Atrnl1	attractin like 1	-1.5	0.043754253
1455327_at	Senp2	SUMO/sentrin specific protease 2	-1.5	0.038834882
1435925_at	Git2	G protein-coupled receptor kinase-interactor 2	-1.5	0.012732621
1428608_at	Mylc2b	myosin light chain, regulatory B	-1.5	0.007417255
1435343_at	Dock10	dedicator of cytokinesis 10	-1.5	0.006047077
1416347_at	Men1	multiple endocrine neoplasia 1	-1.6	0.022376135
1450626_at	Manba	mannosidase, beta A, lysosomal	-1.6	0.004742347
1451316_a_at	Picalm	phosphatidylinositol binding clathrin assembly protein	-1.6	0.019487264
1417669_at	6330583M11Rik	RIKEN cDNA 6330583M11 gene	-1.6	0.014746392
1423275_at	Ddx26	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26	-1.6	0.009354379
1448829_at	Smc6l1	SMC6 structural maintenance of chromosomes 6-like 1 (yeast)	-1.6	0.019011856
1460026_s_at	Zfyve27	zinc finger, FYVE domain containing 27	-1.6	0.024817281
1418096_at	Dok3	docking protein 3	-1.6	0.049431024
1420808_at	Ncoa4	nuclear receptor coactivator 4	-1.6	0.028271372
1418330_at	Ctcf	CCCTC-binding factor	-1.6	0.007296465
1421334_x_at	Mynn	myoneurin	-1.6	0.008737488
1429028_at	Dock11	dedicator of cytokinesis 11	-1.6	0.007015311
1419829_a_at	---	---	-1.6	0.006759576
1434653_at	Ptk2b	PTK2 protein tyrosine kinase 2 beta	-1.6	0.027316277
1448875_at	Zhx1	zinc fingers and homeoboxes protein 1	-1.6	0.00226536
1423570_at	Abcg1	ATP-binding cassette, sub-family G (WHITE), member 1	-1.6	0.014887375
1447585_s_at	Mrps6	mitochondrial ribosomal protein S6	-1.6	0.032881973
1455409_at	Spire1	spire homolog 1 (Drosophila)	-1.6	0.016513121
1420916_at	Fnbp3	formin binding protein 3	-1.6	0.044253765
1425264_s_at	Mbp	myelin basic protein	-1.6	0.01337705
1454709_at	9630015D15Rik	RIKEN cDNA 9630015D15 gene	-1.6	0.003743635
1434506_at	1700124K17Rik	RIKEN cDNA 1700124K17 gene	-1.6	0.002138076
1453342_at	Cdc40	cell division cycle 40 homolog (yeast)	-1.6	0.017446431
1442757_at	Chdc1	calponin homology (CH) domain containing 1	-1.6	0.006752311
1460205_at	6720485C15Rik	RIKEN cDNA 6720485C15 gene	-1.6	0.017265772
1427177_at	Fyco1	FYVE and coiled-coil domain containing 1	-1.6	0.003220152
1433505_a_at	Lrrc5	leucine-rich repeat-containing 5	-1.6	0.002744465
1418337_at	Rpia	ribose 5-phosphate isomerase A	-1.6	0.010589281
1434571_at	Coh1	Cohen syndrome homolog 1 (human)	-1.6	0.003326054
1417630_at	Mknk1	MAP kinase-interacting serine/threonine kinase 1	-1.6	0.004497197
1455654_at	---	---	-1.6	0.02728067
1455227_at	B230106I24Rik	RIKEN cDNA B230106I24 gene	-1.6	0.009931955
1455819_at	Rod1	ROD1 regulator of differentiation 1 (S. pombe)	-1.6	0.017679255
1423755_at	Zcchc8	zinc finger, CCHC domain containing 8	-1.6	0.013012769
1420950_at	Znrf1	zinc and ring finger 1	-1.6	0.009155582
1416369_at	5730414C17Rik	RIKEN cDNA 5730414C17 gene	-1.6	0.009859986
1431694_a_at	Catnbip1	catenin beta interacting protein 1	-1.6	0.027616636
1418641_at	Lcp2	lymphocyte cytosolic protein 2	-1.6	0.012410752
1456699_s_at	A730098D12Rik	RIKEN cDNA A730098D12 gene	-1.6	0.008866183
1428681_at	---	gene model 608, (NCBI)	-1.6	0.043835022
1435440_at	Pdzk8	PDZ domain containing 8	-1.6	0.043703745
1420011_s_at	Xbp1	X-box binding protein 1	-1.6	0.004435287
1455244_at	Daam1	dishevelled associated activator of morphogenesis 1	-1.6	0.022936255
1416814_at	Tia1	cytotoxic granule-associated RNA binding protein 1	-1.6	0.043564996
1416731_at	Top2b	topoisomerase (DNA) II beta	-1.6	0.0064594
1423399_a_at	Yaf2	YY1 associated factor 2	-1.6	0.005226438
1433669_at	Akap8	A kinase (PRKA) anchor protein 8	-1.6	0.001967514
1460674_at	Mpra	membrane progestin receptor alpha	-1.6	0.006746473
1450066_at	Ubr1	ubiquitin protein ligase E3 component n-recognin 1	-1.6	0.002118174
1429614_at	2810441A10Rik	RIKEN cDNA 2810441A10 gene	-1.6	0.029599406
1419169_at	Mapk6	mitogen-activated protein kinase 6	-1.6	0.033880207
1424238_at	Sirt7	sirtuin 7 (silent mating type information regulation 2, homolog) 7 (S. cerevisiae)	-1.6	0.025713976
1425669_at	Mobkl2b	MOB1, Mps One Binder kinase activator-like 2B (yeast)	-1.6	0.038554609
1434876_at	---	---	-1.6	0.032258202
1427271_at	6030404E16Rik	RIKEN cDNA 6030404E16 gene	-1.6	0.019220658
1435777_at	---	---	-1.6	0.000955314
1440882_at	Lrp8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	-1.6	0.008031322
1435937_at	Sptlc2	serine palmitoyltransferase, long chain base subunit 2	-1.6	0.035086808
1455291_s_at	D6Ertd365e	DNA segment, Chr 6, ERATO Doi 365, expressed	-1.6	0.014968857
1426884_at	1110007A06Rik	RIKEN cDNA 1110007A06 gene	-1.6	0.009150788
1422489_at	Gcs1	glucosidase 1	-1.6	0.009305653
1455915_at	Galnt4	UDP-N-acetyl-alpha-D-galactosamine	-1.6	0.016681466
1436725_at	E130306D19Rik	RIKEN cDNA E130306D19 gene	-1.7	0.010908893
1451318_a_at	Lyn	Yamaguchi sarcoma viral (v-yes-1) oncogene homolog	-1.7	0.003088643
1418530_at	Nup160	nucleoporin 160	-1.7	0.0094007
1428783_at	Prkar2a	protein kinase, cAMP dependent regulatory, type II alpha	-1.7	0.047125532
1418396_at	Gpsm3	G-protein signalling modulator 3 (AGS3-like, C. elegans)	-1.7	0.022718145
1448114_a_at	Htf9c	HpaII tiny fragments locus 9c	-1.7	0.014576771
1434620_s_at	AW060714	expressed sequence AW060714	-1.7	0.009828249
1434002_at	---	---	-1.7	0.002423063
1439057_x_at	Zdhhc6	zinc finger, DHHC domain containing 6	-1.7	0.044883091
1450023_at	Gtpbp1	GTP binding protein 1	-1.7	0.00220348
1419354_at	Klf7	Kruppel-like factor 7 (ubiquitous)	-1.7	0.011863634
1434438_at	Samhd1	SAM domain and HD domain, 1	-1.7	0.008504475
1452823_at	Gstk1	glutathione S-transferase kappa 1	-1.7	0.010593612
1434932_at	Adarb1	adenosine deaminase, RNA-specific, B1	-1.7	0.003704308
1448190_at	Mrpl33	mitochondrial ribosomal protein L33	-1.7	0.037708617
1423488_at	Mmd	monocyte to macrophage differentiation-associated	-1.7	0.040814173
1434432_at	Lig3	ligase III, DNA, ATP-dependent	-1.7	0.023335582
1455546_s_at	Sf3a2	splicing factor 3a, subunit 2	-1.7	0.005788919
1427007_at	1200013B08Rik	RIKEN cDNA 1200013B08 gene	-1.7	0.009103979
1424085_at	Ndufa4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4	-1.7	0.008421569
1450130_at	Xpr1	xenotropic and polytropic retrovirus receptor 1	-1.7	0.023075114
1452948_at	1810019A08Rik	RIKEN cDNA 1810019A08 gene	-1.7	0.012819009
1426530_a_at	Klhl5	kelch-like 5 (Drosophila)	-1.7	0.010399008
1417038_at	9-Sep	septin 9	-1.7	0.044744694
1448736_a_at	Hprt1	hypoxanthine guanine phosphoribosyl transferase 1	-1.7	0.043981696
1452838_at	Ddx10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	-1.7	0.003182481
1425745_a_at	Tacc2	transforming, acidic coiled-coil containing protein 2	-1.7	0.01262205
1428408_a_at	D12Ertd551e	DNA segment, Chr 12, ERATO Doi 551, expressed	-1.7	0.000299173
1452271_at	Xpr1	xenotropic and polytropic retrovirus receptor 1	-1.7	0.005717545
1435077_at	Asxl1	additional sex combs like 1 (Drosophila)	-1.7	0.006267767
1457781_at	---	---	-1.7	0.006356398
1438278_a_at	BC003993	cDNA sequence BC003993	-1.7	0.020264901
1448110_at	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	-1.7	0.039941283
1426992_at	Xpr1	xenotropic and polytropic retrovirus receptor 1	-1.7	0.005430658
1451368_at	Alg1	asparagine-linked glycosylation 1 homolog (yeast, beta-1,4-mannosyltransferase)	-1.7	0.005214081
1424637_s_at	2610204L23Rik	RIKEN cDNA 2610204L23 gene	-1.7	0.023467131
1430214_a_at	2610020H08Rik	RIKEN cDNA 2610020H08 gene	-1.7	0.008685144
1438092_x_at	H2afz	H2A histone family, member Z	-1.7	0.047664385
1449039_a_at	Hnrpdl	heterogeneous nuclear ribonucleoprotein D-like	-1.7	0.009758183
1452016_at	Alox5ap	arachidonate 5-lipoxygenase activating protein	-1.7	0.001030529
1437113_s_at	Pld1	phospholipase D1	-1.7	0.010841467
1416964_at	Eefsec	eukaryotic elongation factor, selenocysteine-tRNA-specific	-1.7	0.000570631
1447621_s_at	2610307O08Rik	RIKEN cDNA 2610307O08 gene	-1.7	0.007073104
1422576_at	Sca10	spinocerebellar ataxia 10 homolog (human)	-1.7	0.030890181
1419173_at	Acy1	aminoacylase 1	-1.7	0.046928658
1427650_a_at	Runx1	runt related transcription factor 1	-1.7	0.029863195
1417827_at	Ngly1	N-glycanase 1	-1.7	0.001387837
1423531_a_at	Hnrpa1	heterogeneous nuclear ribonucleoprotein A1	-1.7	0.004431039
1455213_at	4930488E11Rik	RIKEN cDNA 4930488E11 gene	-1.7	0.004091912
1426376_at	Dp1	deleted in polyposis 1	-1.7	0.01913311
1436331_at	Vps13d	vacuolar protein sorting 13D (yeast)	-1.7	0.023851686
1443669_at	---	---	-1.7	0.000832455
1450058_at	Asph	aspartate-beta-hydroxylase	-1.7	0.018888275
1423941_at	Camk2g	calcium/calmodulin -dependent protein kinase II gamma	-1.7	0.004920868
1451041_at	Rock2	Rho-associated coiled-coil forming kinase 2	-1.7	0.010472762
1426207_at	Ikbkb	inhibitor of kappaB kinase beta	-1.7	0.003940008
1437542_at	Zfpn1a2	zinc finger protein, subfamily 1A, 2 (Helios)	-1.7	0.010463206
1418165_at	Itln2	intelectin 2	-1.7	0.015685334
1439443_x_at	Tkt	transketolase	-1.7	0.004999572
1434386_at	Atp2c1	ATPase, Ca++-sequestering	-1.7	0.000988533
1443441_x_at	2810408B13Rik	RIKEN cDNA 2810408B13 gene	-1.7	0.025854784
1419272_at	Myd88	myeloid differentiation primary response gene 88	-1.7	0.026821694
1424205_at	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	-1.7	0.002220318
1433953_at	Zfp277	zinc finger protein 277	-1.7	0.015579181
1435315_s_at	3732409C05Rik	RIKEN cDNA 3732409C05 gene	-1.7	0.04899418
1445391_at	Diap1	diaphanous homolog 1 (Drosophila)	-1.7	0.015989717
1419111_at	Ing1l	inhibitor of growth family, member 1-like	-1.8	0.006283185
1420919_at	Sgk3	serum/glucocorticoid regulated kinase 3	-1.8	0.007874631
1426718_at	2610528A15Rik	RIKEN cDNA 2610528A15 gene	-1.8	0.023378981
1420171_s_at	Myh9	myosin heavy chain IX	-1.8	0.039936026
1455164_at	Cdgap	Cdc42 GTPase-activating protein	-1.8	0.040394477
1419631_at	Was	Wiskott-Aldrich syndrome homolog (human)	-1.8	0.000652626
1433827_at	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	-1.8	0.003762114
1435703_at	2810457I06Rik	RIKEN cDNA 2810457I06 gene	-1.8	0.026380288
1426686_s_at	Map3k3	mitogen activated protein kinase kinase kinase 3	-1.8	0.003133005
1434837_at	---	---	-1.8	0.000378833
1449062_at	Khk	ketohexokinase	-1.8	0.016453085
1415872_at	Hnrph1	heterogeneous nuclear ribonucleoprotein H1	-1.8	0.031238273
1423088_at	Tmod3	tropomodulin 3	-1.8	0.006996172
1433842_at	Lrrfip1	leucine rich repeat (in FLII) interacting protein 1	-1.8	0.007468803
1418071_s_at	Cdyl	chromodomain protein, Y chromosome-like	-1.8	0.004297825
1433506_at	Lrrc5	leucine-rich repeat-containing 5	-1.8	0.025561391
1449936_at	8430419L09Rik	RIKEN cDNA 8430419L09 gene	-1.8	0.037476514
1460273_a_at	Birc1b	baculoviral IAP repeat-containing 1b	-1.8	0.000917963
1434626_at	AI527266	expressed sequence AI527266	-1.8	0.028549526
1451992_at	Adrbk1	adrenergic receptor kinase, beta 1	-1.8	0.001036184
1437194_x_at	1200011O22Rik	RIKEN cDNA 1200011O22 gene	-1.8	0.00229089
1434023_at	---	---	-1.8	0.004556288
1417114_at	Gcl	germ cell-less homolog (Drosophila)	-1.8	0.006752971
1429650_at	2310004N11Rik	RIKEN cDNA 2310004N11 gene	-1.8	0.001487017
1455666_at	A230042K10Rik	RIKEN cDNA A230042K10 gene	-1.8	0.023846068
1428280_at	Fip1l1	FIP1 like 1 (S. cerevisiae)	-1.8	0.001922391
1435778_at	---	---	-1.8	0.006114759
1423282_at	Pitpn	phosphatidylinositol transfer protein	-1.8	0.008812849
1418634_at	Notch1	Notch gene homolog 1 (Drosophila)	-1.8	0.044083289
1437142_a_at	Pigo	phosphatidylinositol glycan, class O	-1.8	0.010448646
1443109_at	---	---	-1.8	0.027016396
1423283_at	Pitpn	phosphatidylinositol transfer protein	-1.8	0.001654541
1417519_at	Plagl2	pleiomorphic adenoma gene-like 2	-1.8	0.011449608
1416703_at	Mapk14	mitogen activated protein kinase 14	-1.8	0.000248682
1452261_at	Shprh	SNF2 histone linker PHD RING helicase	-1.8	0.004488706
1448491_at	Ech1	enoyl coenzyme A hydratase 1, peroxisomal	-1.8	0.002338366
1426798_a_at	Ppp1r15b	protein phosphatase 1, regulatory (inhibitor) subunit 15b	-1.8	0.038880649
1425177_at	Shmt1	serine hydroxymethyl transferase 1 (soluble)	-1.8	0.02629138
1460303_at	Nr3c1	nuclear receptor subfamily 3, group C, member 1	-1.8	0.000738512
1457252_x_at	Pld2	phospholipase D2	-1.8	0.00393004
1416124_at	Ccnd2	cyclin D2	-1.8	0.014382221
1425129_a_at	Taldo1	transaldolase 1	-1.8	0.005131759
1417255_at	AI661311	expressed sequence AI661311	-1.8	0.001000194
1455438_at	Pxmp4	peroxisomal membrane protein 4	-1.8	0.000313895
1435174_at	Rsbn	rosbin, round spermatid basic protein	-1.8	0.010101571
1435779_at	---	---	-1.8	0.001067012
1417786_a_at	Rgs19	regulator of G-protein signaling 19	-1.8	0.00381948
1420895_at	Tgfbr1	transforming growth factor, beta receptor I	-1.8	0.001810066
1419278_at	Usp31	ubiquitin specific protease 31	-1.8	0.000467271
1426246_at	Pros1	protein S (alpha)	-1.8	0.044395699
1437241_at	Tieg3	TGFB inducible early growth response 3	-1.8	0.005246949
1428985_at	1110020M19Rik	RIKEN cDNA 1110020M19 gene	-1.8	0.008333214
1457676_at	C130027E04Rik	RIKEN cDNA C130027E04 gene	-1.8	0.003444788
1457285_at	---	---	-1.8	0.023015333
1452351_at	C030027K23Rik	RIKEN cDNA C030027K23 gene	-1.8	0.005572954
1423592_at	---	---	-1.8	0.017156623
1445161_at	---	---	-1.8	0.002884807
1460599_at	D19Wsu12e	DNA segment, Chr 19, Wayne State University 12, expressed	-1.8	0.022400466
1454680_at	D5Ertd579e	DNA segment, Chr 5, ERATO Doi 579, expressed	-1.8	0.00077681
1422537_a_at	Idb2	inhibitor of DNA binding 2	-1.8	0.006025014
1460188_at	Hcph	hemopoietic cell phosphatase	-1.8	0.022000545
1424412_at	Ogfrl1	opioid growth factor receptor-like 1	-1.8	0.005130862
1428220_at	5730419I09Rik	RIKEN cDNA 5730419I09 gene	-1.8	0.000817334
1439495_at	---	---	-1.8	0.018295496
1455105_at	Ptpn12	protein tyrosine phosphatase, non-receptor type 12	-1.8	0.000915764
1441139_at	B330003H21	hypothetical protein B330003H21	-1.8	0.013131983
1450036_at	Sgk3	serum/glucocorticoid regulated kinase 3	-1.8	0.000191657
1416398_at	Mesdc1	mesoderm development candidate 1	-1.8	0.007684574
1418578_at	Dgka	diacylglycerol kinase, alpha	-1.8	0.006088406
1460735_at	Svil	supervillin	-1.8	0.016536528
1421043_s_at	Arhgef2	rho/rac guanine nucleotide exchange factor (GEF) 2	-1.9	0.005806921
1456716_s_at	3110002H16Rik	RIKEN cDNA 3110002H16 gene	-1.9	0.004490647
1416759_at	Nical	NEDD9 interacting protein with calponin homology and LIM domains	-1.9	0.01189615
1439153_at	Ibrdc2	IBR domain containing 2	-1.9	0.011304604
1422518_at	Cask	calcium/calmodulin-dependent serine protein kinase	-1.9	0.000328345
1416620_at	Smarcal1	Swi/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	-1.9	0.004654464
1437003_at	---	---	-1.9	0.02056205
1418257_at	Slc12a7	solute carrier family 12, member 7	-1.9	0.003209786
1451512_s_at	Hibch	3-hydroxyisobutyryl-Coenzyme A hydrolase	-1.9	0.010721768
1428101_at	Rnf38	ring finger protein 38	-1.9	0.000571057
1436805_at	2810457I06Rik	RIKEN cDNA 2810457I06 gene	-1.9	0.008512805
1421867_at	Nr3c1	nuclear receptor subfamily 3, group C, member 1	-1.9	0.000147498
1444254_at	9930017A07Rik	RIKEN cDNA 9930017A07 gene	-1.9	0.024934013
1417693_a_at	Gab1	growth factor receptor bound protein 2-associated protein 1	-1.9	0.005400691
1460402_at	Brpf1	bromodomain and PHD finger containing, 1	-1.9	0.000757117
1429061_at	1810063B05Rik	RIKEN cDNA 1810063B05 gene	-1.9	0.0017371
1457350_at	Per2	period homolog 2 (Drosophila)	-1.9	0.009830234
1419228_at	---	---	-1.9	0.043690369
1421632_at	Kcnn3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	-1.9	0.002104827
1426832_at	6330505F04Rik	RIKEN cDNA 6330505F04 gene	-1.9	0.014274402
1420685_at	Grap2	GRB2-related adaptor protein 2	-1.9	0.005845925
1433943_at	BC063749	cDNA sequence BC063749	-1.9	0.042594584
1417309_at	Tob2	transducer of ERBB2, 2	-1.9	0.026687589
1426567_a_at	2310009N05Rik	RIKEN cDNA 2310009N05 gene	-1.9	0.006487254
1419635_at	4833420G17Rik	RIKEN cDNA 4833420G17 gene	-1.9	0.021105594
1427886_at	9830109N13Rik	RIKEN cDNA 9830109N13 gene	-1.9	0.011377809
1438961_s_at	Blmh	bleomycin hydrolase	-1.9	0.028307065
1441045_at	---	---	-1.9	0.003524309
1457707_at	---	---	-1.9	0.037968492
1425166_at	Rbl1	retinoblastoma-like 1 (p107)	-1.9	0.001596472
1434756_at	Fzd4	frizzled homolog 4 (Drosophila)	-1.9	0.010048413
1436522_at	0610025L06Rik	RIKEN cDNA 0610025L06 gene	-1.9	0.026091718
1435818_at	---	---	-1.9	0.002310492
1450731_s_at	Tnfrsf21	tumor necrosis factor receptor superfamily, member 21	-1.9	0.001676024
1434285_at	Frmd4a	FERM domain containing 4A	-1.9	0.019742752
1454703_x_at	Rnu22	RNA, U22 small nucleolar	-1.9	0.043751828
1449095_at	Vps54	vacuolar protein sorting 54 (yeast)	-1.9	0.007469782
1433738_at	5730445M16Rik	RIKEN cDNA 5730445M16 gene	-1.9	0.000168377
1452710_at	2410001E19Rik	RIKEN cDNA 2410001E19 gene	-1.9	0.014444523
1435469_at	Qscn6l1	quiescin Q6-like 1	-1.9	0.000397815
1433965_at	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	-1.9	0.023289574
1426933_at	Osr1	oxidative-stress responsive 1	-1.9	0.00013671
1430218_at	4933424M12Rik	RIKEN cDNA 4933424M12 gene	-1.9	0.017365405
1429839_a_at	Yaf2	YY1 associated factor 2	-1.9	0.002847205
1428622_at	Depdc6	DEP domain containing 6	-1.9	0.000173865
1439568_at	Greb1	gene regulated by estrogen in breast cancer protein	-1.9	0.042794826
1427236_a_at	Mll5	myeloid/lymphoid or mixed-lineage leukemia 5	-1.9	0.002654822
1436999_at	AL024069	expressed sequence AL024069	-1.9	0.008347767
1419355_at	Klf7	Kruppel-like factor 7 (ubiquitous)	-1.9	0.024713333
1437211_x_at	Elovl5	ELOVL family member 5, elongation of long chain fatty acids (yeast)	-1.9	0.00436008
1434704_at	Srpk2	serine/arginine-rich protein specific kinase 2	-1.9	0.008112163
1417517_at	Plagl2	pleiomorphic adenoma gene-like 2	-1.9	0.002107771
1431672_at	9430069I07Rik	RIKEN cDNA 9430069I07 gene	-1.9	0.003911532
1427208_at	Zfp451	zinc finger protein 451	-1.9	0.001696545
1434786_at	AI132431	expressed sequence AI132431	-1.9	0.004287548
1438352_at	---	---	-1.9	0.012495913
1427032_at	1700056O17Rik	RIKEN cDNA 1700056O17 gene	-1.9	4.79E-05
1437626_at	Zfp36l2	zinc finger protein 36, C3H type-like 2	-1.9	0.008819362
1416078_s_at	Raf1	v-raf-1 leukemia viral oncogene 1	-1.9	0.000552533
1417371_at	Peli1	pellino 1	-1.9	0.008468957
1457254_x_at	6330442E10Rik	RIKEN cDNA 6330442E10 gene	-1.9	0.024632795
