Probe Set ID	UniGene ID	Gene Title	Gene Symbol	Tstat	pval	FDR	Chromosomal Location
221264_s_at	Hs.300624	TAR DNA binding protein /// TAR DNA binding protein	TARDBP	3.80378217	0.0017945268	0.045787662	chr1p36.22
207182_at	Hs.90791	gamma-aminobutyric acid (GABA) A receptor, alpha 6	GABRA6	3.798689784	0.0019888282	0.047347286	chr5q34
201570_at	Hs.505824	CGI-51 protein	CGI-51	3.797961734	0.0017967371	0.045787662	chr22q13.31
205706_s_at	Hs.361041	ankyrin repeat domain 26	ANKRD26	3.796475418	0.0021493354	0.049587064	chr10pter-q22.1
217990_at	Hs.368855	guanosine monophosphate reductase 2	GMPR2	3.79099148	0.0019813596	0.047270488	chr14q11.2
206961_s_at	Hs.278434	ubiquitin specific protease 49	USP49	3.788330311	0.0018948597	0.046595869	chr6p21.1
204834_at	Hs.351808	fibrinogen-like 2	FGL2	3.779062422	0.0018209183	0.045910173	chr7q11.23
213610_s_at	Hs.125465	hypothetical protein MGC22679	MGC22679	3.777081531	0.0019813018	0.047270488	chr2q31.1
206439_at	Hs.435680	dermatan sulfate proteoglycan 3	DSPG3	3.775545765	0.0018332455	0.045984121	chr12q21
220190_s_at	Hs.44385	TFIIA-alpha/beta-like factor /// stoned B-like factor /// stoned B/TFIIA-alpha/beta-like factor	ALF /// SBLF /// SALF	3.77115543	0.0019098843	0.046664422	chr2p16.3
220070_at	Hs.145717	hypothetical protein FLJ13798	FLJ13798	3.768126291	0.0018606913	0.046222725	chr16p12.1
210241_s_at	Hs.274329	TP53 activated protein 1	TP53AP1	3.767912504	0.0020085845	0.047664843	chr7q21.1
205400_at	Hs.2157	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)	WAS	3.762522036	0.0020884144	0.048807662	chrxp11.4-p11.21
213249_at	Hs.76798	F-box and leucine-rich repeat protein 7	FBXL7	3.759646934	0.0018974609	0.046595869	chr5p15.1
232398_at	Hs.130741	hypothetical protein DKFZp434P055	DKFZp434P055	3.758748366	0.0022707125	0.04333357	chr2q33.1
210521_s_at	Hs.81073	fetuin B	FETUB	3.750898648	0.0019632898	0.047270488	chr3q27
204099_at	Hs.444445	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	SMARCD3	3.749049662	0.0020000809	0.04751365	chr7q35-q36
218979_at	Hs.284137	chromosome 9 open reading frame 76	C9orf76	3.747247129	0.0019760558	0.047270488	chr9q21.32
204939_s_at	Hs.85050	phospholamban	PLN	3.730304475	0.0021350817	0.049403972	chr6q22.1
218904_s_at	Hs.264363	chromosome 9 open reading frame 40	C9orf40	3.73014295	0.0020152941	0.047710287	chr9q21.13
210678_s_at	Hs.209119	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	AGPAT2	3.713242885	0.0021728375	0.049709793	chr9q34.3
220500_s_at	Hs.355874	RAB, member of RAS oncogene family-like 2A /// RAB, member of RAS oncogene family-like 2B	RABL2A /// RABL2B	3.712490553	0.0021342006	0.049403972	chr2q13 /// chr22q13.33
209113_s_at	Hs.406534	high-mobility group 20B	HMG20B	3.70860158	0.0021097304	0.049020983	chr19p13.3
202729_s_at	Hs.241257	latent transforming growth factor beta binding protein 1	LTBP1	3.698689456	0.0021554870	0.049630813	chr2p22-p21
213241_at	Hs.286229	plexin C1	PLXNC1	3.690006921	0.0021858788	0.049956858	chr12q23.3
209076_s_at	Hs.201390	WDR45-like	WDR45L	-3.766251082	0.0019638191	0.047270488	chr17q25.3
210793_s_at	Hs.112255	nucleoporin 98kDa	NUP98	-3.775405391	0.0020211824	0.047745524	chr11p15.5
201096_s_at	Hs.435639	ADP-ribosylation factor 4	ARF4	-3.777455208	0.0018312797	0.045984121	chr3p21.2-p21.1
201934_at	Hs.194110	hypothetical protein PRO2730	PRO2730	-3.781087123	0.0020438608	0.048029345	chr3p21.2
213152_s_at	Hs.155160	Splicing factor, arginine/serine-rich, 46kD	SRP46	-3.783935446	0.0018040496	0.045826692	chr11q22
201375_s_at	Hs.80350	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	PPP2CB	-3.79008909	0.0019754160	0.047270488	chr8p12-p11.2
219250_s_at	Hs.41296	fibronectin leucine rich transmembrane protein 3	FLRT3	-3.814848731	0.0020973302	0.048879248	chr20p11
211465_x_at	Hs.32956	fucosyltransferase 6 (alpha (1,3) fucosyltransferase)	FUT6	-3.821930474	0.0016925034	0.044345283	chr19p13.3
210574_s_at	Hs.263812	nuclear distribution gene C homolog (A. nidulans)	NUDC	-3.829900431	0.0018443934	0.046176955	chr1p35-p34
209291_at	Hs.391392	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	ID4	-3.837338643	0.0019121283	0.046668077	chr6p22-p21
201672_s_at	Hs.75981	ubiquitin specific protease 14 (tRNA-guanine transglycosylase)	USP14	-3.845145609	0.0018180920	0.045910173	chr18p11.32
208702_x_at	Hs.279518	amyloid beta (A4) precursor-like protein 2	APLP2	-3.879623063	0.0017724428	0.045449186	chr11q24
202174_s_at	Hs.348501	pericentriolar material 1	PCM1	-3.882277162	0.0018557287	0.046180099	chr8p22-p21.3
203303_at	Hs.446392	t-complex-associated-testis-expressed 1-like	TCTE1L	-3.892659687	0.0021314466	0.049403972	chrxp21
205646_s_at	Hs.89506	paired box gene 6 (aniridia, keratitis)	PAX6	-3.937380375	0.0013802310	0.039684758	chr11p13
55705_at	Hs.388956	chromosome 19 open reading frame 22	C19orf22	-3.953387112	0.0014724794	0.041376114	chr19p13.3
201433_s_at	Hs.77329	phosphatidylserine synthase 1	PTDSS1	-3.96616978	0.0016587028	0.044039758	chr8q22
205105_at	Hs.439599	mannosidase, alpha, class 2A, member 1	MAN2A1	-3.984942328	0.0013465159	0.039272794	chr5q21-q22
220199_s_at	Hs.512696	hypothetical protein FLJ12806	FLJ12806	-4.004197868	0.0016019603	0.043290971	chr1q41
201648_at	Hs.436004	Janus kinase 1 (a protein tyrosine kinase)	JAK1	-4.033405659	0.0018508379	0.046180099	chr1p32.3-p31.3
202173_s_at	Hs.414455	zinc finger protein 161	ZNF161	-4.056725065	0.0018796818	0.046538834	chr17q23.2
205509_at	Hs.437028	carboxypeptidase B1 (tissue)	CPB1	-4.062199521	0.0010429353	0.034480306	chr3q24
220334_at	Hs.268562	regulator of G-protein signalling 17	RGS17	-4.079398477	0.0015401539	0.042474317	chr6q25-q26
202207_at	Hs.111554	ADP-ribosylation factor-like 7	ARL7	-4.08363967	0.0011829846	0.036713713	chr2q37.1
207480_s_at	Hs.362805	Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse)	MEIS2	-4.090784593	0.0019049875	0.046595869	chr15q14
201772_at	Hs.223014	ornithine decarboxylase antizyme inhibitor	OAZIN	-4.114012145	0.0012105788	0.037310274	chr8q22.3
217866_at	Hs.444552	pre-mRNA cleavage factor I, 59 kDa subunit	FLJ12529	-4.142272569	0.0012246849	0.037485787	chr11q12.2
209249_s_at	Hs.352656	growth hormone inducible transmembrane protein	GHITM	-4.151226986	0.0013004972	0.038484701	chr10q23.1
218878_s_at	Hs.31176	sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae)	SIRT1	-4.158627373	0.0015263743	0.042345621	chr10q21.3
207358_x_at	Hs.372463	microtubule-actin crosslinking factor 1	MACF1	-4.167150751	0.0009615044	0.032860739	chr1p32-p31
201861_s_at	Hs.512387	leucine rich repeat (in FLII) interacting protein 1	LRRFIP1	-4.18020568	0.0008268543	0.030303939	chr2q37.3
205815_at	Hs.423	pancreatitis-associated protein	PAP	-4.213057926	0.0010453167	0.034488649	chr2p12
209251_x_at	Hs.406578	tubulin alpha 6	TUBA6	-4.222739525	0.0010414134	0.034480306	chr12q12-q14
201909_at	Hs.180911	ribosomal protein S4, Y-linked 1	RPS4Y1	-4.225146173	0.0009265146	0.03215814	chryp11.3
219657_s_at	Hs.145754	Kruppel-like factor 3 (basic)	KLF3	-4.248338758	0.0019751918	0.047270488	chr4p14
205870_at	Hs.250882	bradykinin receptor B2	BDKRB2	-4.262375044	0.0012269245	0.037502823	chr14q32.1-q32.2
202199_s_at	Hs.369358	SFRS protein kinase 1	SRPK1	-4.273287864	0.0011796171	0.036713713	chr6p21.3-p21.2
221483_s_at	Hs.7351	cyclic AMP phosphoprotein, 19 kD	ARPP-19	-4.28124644	0.0007843684	0.029474	chr15q21.2
200779_at	Hs.181243	activating transcription factor 4 (tax-responsive enhancer element B67)	ATF4	-4.286160949	0.0006927921	0.027535728	chr22q13.1
212276_at	Hs.81412	lipin 1	LPIN1	-4.290743163	0.0009513047	0.032662439	chr2p25.1
201020_at	Hs.226755	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	YWHAH	-4.296259581	0.0007340664	0.028292739	chr22q12.3
244563_at	Hs.143509	hypothetical protein FLJ21924	FLJ21924	-4.29864606	0.0006490142	0.046088891	chr11p13
222411_s_at	Hs.28707	signal sequence receptor, gamma (translocon-associated protein gamma)	SSR3	-4.301725143	0.0007050407	0.047235642	chr3q25.31
215754_at	Hs.349656	scavenger receptor class B, member 2	SCARB2	-4.325852363	0.0006491103	0.026835112	chr4q21.1
221542_s_at	Hs.125849	chromosome 8 open reading frame 2	C8orf2	-4.345946908	0.0012554859	0.037907847	chr8p11.2
211423_s_at	Hs.287749	sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, fungal)-like	SC5DL	-4.35995363	0.0013153750	0.038873344	chr11q23.3
216988_s_at	Hs.82911	protein tyrosine phosphatase type IVA, member 2	PTP4A2	-4.375539091	0.0013347832	0.039111854	chr1p35
224988_at	Hs.433381	chromosome 6 open reading frame 89	C6orf89	-4.41184687	0.0007779791	0.049652006	chr6p21.2
212633_at	Hs.149367	KIAA0776	KIAA0776	-4.416932231	0.0005961633	0.025595967	chr6q16.1
222573_s_at	Hs.257341	salvador homolog 1 (Drosophila)	SAV1	-4.428003958	0.0006131186	0.044932266	chr14q13-q23
202011_at	Hs.74614	tight junction protein 1 (zona occludens 1)	TJP1	-4.438219799	0.0012771059	0.038017461	chr15q13
208854_s_at	Hs.168913	serine/threonine kinase 24 (STE20 homolog, yeast)	STK24	-4.438970732	0.0010702437	0.034814948	chr13q31.2-q32.3
221985_at	Hs.246875	DRE1 protein	DRE1	-4.446543492	0.0006187741	0.02626313	chr3q27.1
223289_s_at	Hs.332841	ubiquitin specific protease 38	USP38	-4.447100704	0.0004743095	0.041240996	chr4q31.1
215318_at	---	hypothetical gene CG012	CG012	-4.448882414	0.0014183651	0.040313047	chr13q12-q13
218856_at	Hs.159651	tumor necrosis factor receptor superfamily, member 21	TNFRSF21	-4.450442071	0.0005336050	0.024121155	chr6p21.1-12.2
200969_at	Hs.439874	stress-associated endoplasmic reticulum protein 1	SERP1	-4.465468115	0.0007292043	0.028160936	chr3q25.1
201100_s_at	Hs.77578	ubiquitin specific protease 9, X-linked (fat facets-like, Drosophila)	USP9X	-4.466198356	0.0005145228	0.023793903	chrxp11.4
219343_at	Hs.12815	cell division cycle 37 homolog (S. cerevisiae)-like 1	CDC37L1	-4.468858495	0.0012587447	0.037910681	chr9p24.1
216095_x_at	Hs.347187	myotubularin related protein 1	MTMR1	-4.485532476	0.0004537978	0.022672591	chrxq28
208370_s_at	Hs.282326	Down syndrome critical region gene 1	DSCR1	-4.486559657	0.0005146821	0.023793903	chr21q22.12
201548_s_at	Hs.143323	Jumonji, AT rich interactive domain 1B (RBP2-like)	JARID1B	-4.487808746	0.0004377090	0.02222643	chr1q32.1
218603_at	Hs.6679	headcase homolog (Drosophila)	HECA	-4.497413037	0.0006569766	0.027059908	chr6q23-q24
200599_s_at	Hs.192374	tumor rejection antigen (gp96) 1	TRA1	-4.513580523	0.0005759755	0.025116362	chr12q24.2-q24.3
225010_at	Hs.446360	coiled-coil domain containing 6	CCDC6	-4.517488766	0.0005602231	0.044357527	chr10q21
211766_s_at	Hs.423598	pancreatic lipase-related protein 2 /// pancreatic lipase-related protein 2	PNLIPRP2	-4.530878606	0.0009891883	0.033384731	chr10q25.3
222472_at	Hs.7942	aftiphilin protein	AFTIPHILIN	-4.531034809	0.0005010837	0.042135808	chr2p14
213421_x_at	Hs.435699	protease, serine, 3 (mesotrypsin)	PRSS3	-4.537309775	0.0005690836	0.025002077	chr9p11.2
201471_s_at	Hs.182248	sequestosome 1	SQSTM1	-4.539475218	0.0004132219	0.021441424	chr5q35
223518_at	Hs.484782	DNA fragmentation factor, 45kDa, alpha polypeptide	DFFA	-4.539920517	0.0005872481	0.04492646	chr1p36.3-p36.2
225188_at	Hs.170399	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	RAPH1	-4.544933648	0.0003877026	0.038171847	chr2q33
225349_at	Hs.22051	zinc finger protein 496	ZNF496	-4.570300814	0.0004582428	0.041240996	chr1q44
221957_at	Hs.193124	pyruvate dehydrogenase kinase, isoenzyme 3	PDK3	-4.582478231	0.0010892016	0.03522595	chrxp22.11
242356_at	Hs.189575	vesicle transport through interaction with t-SNAREs homolog 1A (yeast)	VTI1A	-4.599590069	0.0004353532	0.040570259	chr10q25.3
200595_s_at	Hs.389559	eukaryotic translation initiation factor 3, subunit 10 theta, 150/170kDa	EIF3S10	-4.599614492	0.0015812118	0.043057202	chr10q26
1007_s_at	Hs.423573	discoidin domain receptor family, member 1	DDR1	-4.610548158	0.0003452303	0.019524787	chr6p21.3
202694_at	Hs.9075	serine/threonine kinase 17a (apoptosis-inducing)	STK17A	-4.611216188	0.0008026036	0.029957147	chr7p12-p14
213542_at	Hs.323053	hypothetical protein DKFZp547K1113	DKFZp547K1113	-4.627024537	0.0008078571	0.030052553	chr15q26.1
208724_s_at	Hs.227327	RAB1A, member RAS oncogene family	RAB1A	-4.636169453	0.0010961545	0.035246192	chr2p14
222035_s_at	Hs.201085	poly(A) polymerase alpha	PAPOLA	-4.648040528	0.0018726916	0.046417337	chr14q32.31
201688_s_at	Hs.162089	tumor protein D52	TPD52	-4.665124032	0.0019708719	0.047270488	chr8q21
200782_at	Hs.145741	annexin A5	ANXA5	-4.66956236	0.0003273215	0.018955405	chr4q28-q32
205043_at	Hs.411882	cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7)	CFTR	-4.672358855	0.0016641151	0.044039758	chr7q31.2
226312_at	Hs.9343	hypothetical protein MGC39830	MGC39830	-4.682003706	0.0006094963	0.044932266	chr5p13.1
224917_at	Hs.166254	likely ortholog of rat vacuole membrane protein 1	VMP1	-4.691056889	0.0003487449	0.037434661	chr17q23.2
212184_s_at	Hs.109727	mitogen-activated protein kinase kinase kinase 7 interacting protein 2	MAP3K7IP2	-4.699443767	0.0002896021	0.017503995	chr6q25.1-q25.3
238476_at	Hs.163725	adult retina protein	LOC153222	-4.701767198	0.0003109208	0.036670839	chr5q35.1
206694_at	Hs.73923	pancreatic lipase-related protein 1	PNLIPRP1	-4.708452839	0.0009119501	0.031851072	chr10q25.3
202915_s_at	Hs.5737	family with sequence similarity 20, member B	FAM20B	-4.712209171	0.0003212742	0.018799604	chr1p36.13-q41
208780_x_at	Hs.165195	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa	VAPA	-4.716215461	0.0002863069	0.017466087	chr18p11.22
226013_at	Hs.457063	OGT(O-Glc-NAc transferase)-interacting protein 106 KDa	OIP106	-4.744870672	0.0002728963	0.034857334	chr3p25.3-p24.1
208901_s_at	Hs.253536	topoisomerase (DNA) I	TOP1	-4.752572613	0.0002574391	0.01653118	chr20q12-q13.1
201359_at	Hs.3059	coatomer protein complex, subunit beta	COPB	-4.761469709	0.0002568608	0.01653118	chr11p15.2
201650_at	Hs.309517	keratin 19	KRT19	-4.778463537	0.0003214401	0.018799604	chr17q21.2
208961_s_at	Hs.285313	Kruppel-like factor 6	KLF6	-4.784800882	0.0004839088	0.023289285	chr10p15
206700_s_at	Hs.80358	Jumonji, AT rich interactive domain 1D (RBP2-like)	JARID1D	-4.801452417	0.0002383315	0.015665905	chryq11
206861_s_at	Hs.444818	CGG triplet repeat binding protein 1	CGGBP1	-4.806469168	0.0020895979	0.048807662	chr3p12-p11.1
212602_at	Hs.105340	WD repeat and FYVE domain containing 3	WDFY3	-4.807888781	0.0004942279	0.023428183	chr4q21.23
224480_s_at	Hs.99196	hypothetical protein MGC11324 /// hypothetical protein MGC11324	MGC11324	-4.821829234	0.0002248035	0.03241535	chr4q21.23
229292_at	Hs.245773	erythrocyte membrane protein band 4.1 like 5	EPB41L5	-4.837356931	0.0004700885	0.041240996	chr2q14.2
211946_s_at	Hs.446197	HBxAg transactivated protein 2	XTP2	-4.844626268	0.0015109038	0.042096871	chr1q23.3
222399_s_at	Hs.8203	SM-11044 binding protein	SMBP	-4.849252194	0.0002677914	0.03445532	chr10q24.1
207738_s_at	Hs.278411	NCK-associated protein 1	NCKAP1	-4.863515777	0.0008615353	0.030913994	chr2q32
206297_at	Hs.8709	chymotrypsin C (caldecrin)	CTRC	-4.871438763	0.0007509005	0.028651227	chr1p36.21
201991_s_at	Hs.149436	kinesin family member 5B	KIF5B	-4.880099558	0.0007526423	0.028668596	chr10pter-q22.1
207992_s_at	Hs.83918	adenosine monophosphate deaminase (isoform E)	AMPD3	-4.883950409	0.0003576213	0.019724939	chr11p15
212408_at	Hs.234265	lamina-associated polypeptide 1B	LAP1B	-4.890877835	0.0005336682	0.024121155	chr1q24.2
217294_s_at	Hs.433455	enolase 1, (alpha)	ENO1	-4.910845321	0.0002101904	0.014821747	chr1p36.3-p36.2
200071_at	Hs.79968	survival motor neuron domain containing 1 /// survival motor neuron domain containing 1	SMNDC1	-4.939396957	0.0002339344	0.032499665	chr10q23
203987_at	Hs.114218	frizzled homolog 6 (Drosophila)	FZD6	-4.960076902	0.0004266462	0.02180495	chr8q22.3-q23.1
211970_x_at	Hs.14376	actin, gamma 1	ACTG1	-4.96684843	0.0002166832	0.015049878	chr17q25
219960_s_at	Hs.25223	ubiquitin carboxyl-terminal hydrolase L5	UCHL5	-4.970021492	0.0019602951	0.047270488	chr1q32
206422_at	Hs.423901	glucagon	GCG	-4.975712164	0.0002581722	0.01653118	chr2q36-q37
222699_s_at	Hs.29724	pleckstrin homology domain containing, family F (with FYVE domain) member 2	PLEKHF2	-4.976900944	0.0002284295	0.03241535	chr8q22.1
201170_s_at	Hs.171825	basic helix-loop-helix domain containing, class B, 2	BHLHB2	-4.98581423	0.0002265087	0.015341317	chr3p26
210438_x_at	Hs.288178	Sjogren syndrome antigen A2 (60kDa, ribonucleoprotein autoantigen SS-A/Ro)	SSA2	-4.998601947	0.0003100020	0.018343184	chr1q31
225468_at	Hs.374897	hypothetical protein FLJ36874	FLJ36874	-5.001707099	0.0003838364	0.038145032	chr11q12.1
201955_at	Hs.435450	cyclin C	CCNC	-5.023324201	0.0008132840	0.030147585	chr6q21
218776_s_at	Hs.285996	hypothetical protein FLJ23375	FLJ23375	-5.024310622	0.0002173247	0.015049878	chr15q15.2
212561_at	Hs.26797	RAB6 interacting protein 1	RAB6IP1	-5.024577771	0.0008778125	0.031196643	chr11p15.4
201783_s_at	Hs.132594	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)	RELA	-5.034981933	0.0002712239	0.016976636	chr11q13
202376_at	Hs.76353	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	SERPINA3	-5.044913276	0.0001451894	0.012208514	chr14q32.1
213462_at	Hs.321164	neuronal PAS domain protein 2	NPAS2	-5.066141044	0.0002466520	0.016070606	chr2q11.2
209647_s_at	Hs.169836	suppressor of cytokine signaling 5	SOCS5	-5.079287721	0.0001365956	0.011869292	chr2p21
201949_x_at	Hs.333417	capping protein (actin filament) muscle Z-line, beta	CAPZB	-5.08525479	0.0002039326	0.014650406	chr1p36.1
238765_at	Hs.90336	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G isoform 1	ATP6V1G1	-5.107772981	0.0003316736	0.036817397	chr9q32
200787_s_at	Hs.194673	phosphoprotein enriched in astrocytes 15	PEA15	-5.126168583	0.0001304428	0.011626626	chr1q21.1
222392_x_at	Hs.149620	PERP, TP53 apoptosis effector	PERP	-5.130692018	0.0002062190	0.031753286	chr6q24
218966_at	Hs.111782	myosin VC	MYO5C	-5.142944765	0.0001205262	0.011097877	chr15q21
206780_at	Hs.231829	glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)	GAD2	-5.145997584	0.0021666793	0.0496709	chr10p11.23
228454_at	Hs.176120	ligand-dependent corepressor	MLR2	-5.158373717	0.0002096787	0.031753286	chr10q24
210968_s_at	Hs.436349	reticulon 4	RTN4	-5.182546562	0.0001116081	0.010689646	chr2p16.3
205190_at	Hs.203637	plastin 1 (I isoform)	PLS1	-5.201735462	0.0013589216	0.039479595	chr3q23
213392_at	Hs.306382	hypothetical protein MGC35048	MGC35048	-5.206973184	0.0008869427	0.031271749	chr16p12.3
202147_s_at	Hs.7879	interferon-related developmental regulator 1	IFRD1	-5.207187294	0.0005270999	0.024068373	chr7q22-q31
212956_at	Hs.411317	KIAA0882 protein	KIAA0882	-5.208570396	0.0002320828	0.015461705	chr4q31.1
202194_at	Hs.348996	CGI-100 protein	CGI-100	-5.211694839	0.0008420432	0.03070908	chr1pter-q31.3
201711_x_at	Hs.199179	RAN binding protein 2	RANBP2	-5.216551535	0.0001186766	0.011018626	chr2q12.3
202889_x_at	Hs.254605	microtubule-associated protein 7	MAP7	-5.235903869	0.0001296829	0.011605315	chr6q23.3
221486_at	Hs.511916	endosulfine alpha	ENSA	-5.268534785	0.0001774576	0.013924763	chr1q21.2
203556_at	Hs.30209	zinc fingers and homeoboxes 2	ZHX2	-5.275623656	0.0001994085	0.014520977	chr8q24.13
214448_x_at	Hs.9731	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	NFKBIB	-5.342067333	0.0015638595	0.043021581	chr19q13.1
201736_s_at	Hs.380875	similar to S. cerevisiae SSM4	TEB4	-5.349397768	0.0015918514	0.043152341	chr5p15.2
209313_at	Hs.18259	XPA binding protein 1	XAB1	-5.358702943	0.0010146915	0.033898608	chr2p23.3
226732_at	Hs.17240	hypothetical protein LOC155435	LOC155435	-5.363312346	0.0000805825	0.022528289	chr7q36.3
214499_s_at	Hs.80338	BCL2-associated transcription factor 1	BCLAF1	-5.36373359	0.0019045919	0.046595869	chr6q22-q23
221547_at	Hs.306456	PRP18 pre-mRNA processing factor 18 homolog (yeast)	PRPF18	-5.368195758	0.0019693342	0.047270488	chr10p13
201399_s_at	Hs.4147	translocation associated membrane protein 1	TRAM1	-5.372021816	0.0001316560	0.011629713	chr8q13.3
218992_at	Hs.416649	chromosome 9 open reading frame 46	C9orf46	-5.40509026	0.0003868039	0.020719115	chr9p24.1
214866_at	Hs.179657	plasminogen activator, urokinase receptor	PLAUR	-5.408331775	0.0000810817	0.009047345	chr19q13
204249_s_at	Hs.283063	LIM domain only 2 (rhombotin-like 1)	LMO2	-5.415080668	0.0000835266	0.009138955	chr11p13
228793_at	Hs.442675	jumonji domain containing 1C	JMJD1C	-5.422332761	0.0004420396	0.040787141	chr10q21.3
205102_at	Hs.439309	transmembrane protease, serine 2	TMPRSS2	-5.423390199	0.0018096594	0.045826692	chr21q22.3
235214_at	Hs.497885	O-linked mannose beta1,2-N-acetylglucosaminyltransferase	FLJ20277	-5.43269794	0.0001702533	0.029490416	chr1p34.1
215268_at	---	KIAA0754 protein	KIAA0754	-5.446446111	0.0007407459	0.028340909	chr1p34.3
201975_at	Hs.410113	restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)	RSN	-5.454154637	0.0000819411	0.009057493	chr12q24.3
222851_at	Hs.27595	hypothetical protein FLJ10997	FLJ10997	-5.490584866	0.0000841558	0.022553566	chr3p11.1
222495_at	Hs.82933	protein x 013	AD-020	-5.510971523	0.0001564360	0.02752313	chr1p13.3
211926_s_at	Hs.146550	myosin, heavy polypeptide 9, non-muscle	MYH9	-5.513766707	0.0004045671	0.021413228	chr22q13.1
227180_at	Hs.274256	ELOVL family member 7, elongation of long chain fatty acids (yeast)	ELOVL7	-5.532808887	0.0002425282	0.032942933	chr5q12.1
221530_s_at	Hs.437282	basic helix-loop-helix domain containing, class B, 3	BHLHB3	-5.545994435	0.0015825449	0.043057202	chr12p11.23-p12.1
226092_at	Hs.109122	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)	MPP5	-5.565464413	0.0001014608	0.023444689	chr14q23.3
218779_x_at	Hs.438862	EPS8-like 1	EPS8L1	-5.58016482	0.0001413187	0.012029276	chr19q13.42
203429_s_at	Hs.108636	chromosome 1 open reading frame 9	C1orf9	-5.580753769	0.0010959770	0.035246192	chr1q24
212003_at	Hs.252967	putative MAPK activating protein PM20,PM21	DKFZp566C0424	-5.58604343	0.0000839896	0.009138955	chr1p36.13
212712_at	Hs.380639	calmodulin regulated spectrin-associated protein 1	CAMSAP1	-5.597660158	0.0010556811	0.034621822	chr9q34.3
239743_at	Hs.195922	Sp8 transcription factor	SP8	-5.607517154	0.0000548505	0.018819554	chr7p21.2
213921_at	Hs.12409	somatostatin	SST	-5.620535538	0.0000530761	0.007345929	chr3q28
225922_at	Hs.377588	KIAA1450 protein	KIAA1450	-5.622002481	0.0000760973	0.022379539	chr4q32.1
222581_at	Hs.227656	xenotropic and polytropic retrovirus receptor	XPR1	-5.624090994	0.0000961684	0.022762183	chr1q25.1
203403_s_at	Hs.136885	ring finger protein (C3H2C3 type) 6	RNF6	-5.629142526	0.0000657242	0.00810575	chr13q12.2
224377_s_at	Hs.414357	RAB18, member RAS oncogene family /// RAB18, member RAS oncogene family	RAB18	-5.640008622	0.0000749046	0.022379539	chr10p12.1
217999_s_at	Hs.82101	pleckstrin homology-like domain, family A, member 1	PHLDA1	-5.641756447	0.0000617203	0.007926324	chr12q15
221490_at	Hs.528639	ubiquitin associated protein 1	UBAP1	-5.651297752	0.0013874926	0.03983328	chr9p22-p21
201952_at	Hs.10247	activated leukocyte cell adhesion molecule	ALCAM	-5.653660137	0.0000701434	0.00840326	chr3q13.1
234294_x_at	Hs.118964	p66 alpha	p66alpha	-5.654938486	0.0000561412	0.018974884	chr19p13.11
217955_at	Hs.310922	BCL2-like 13 (apoptosis facilitator)	BCL2L13	-5.661430924	0.0003841567	0.020640895	chr22q11
203142_s_at	Hs.446648	adaptor-related protein complex 3, beta 1 subunit	AP3B1	-5.66152306	0.0004156844	0.021441424	chr5q14.1
223846_at	Hs.512689	5-azacytidine induced 2	AZI2	-5.66313389	0.0001892960	0.030618626	chr3p24.1
202912_at	Hs.441047	adrenomedullin	ADM	-5.667150375	0.0011278542	0.035698827	chr11p15.4
212219_at	Hs.119563	proteasome (prosome, macropain) activator subunit 4	PSME4	-5.668786712	0.0001731627	0.013870094	chr2p16.3
203282_at	Hs.1691	glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV)	GBE1	-5.677376612	0.0000509793	0.007144474	chr3p12.3
211967_at	Hs.172089	pro-oncosis receptor inducing membrane injury gene	PORIMIN	-5.68501702	0.0003555420	0.019724939	chr11q22.1
201488_x_at	Hs.119537	KH domain containing, RNA binding, signal transduction associated 1	KHDRBS1	-5.694606093	0.0000425176	0.006568803	chr1p32
227490_at	Hs.282230	WD repeat and FYVE domain containing 2	WDFY2	-5.697310786	0.0001356710	0.025817393	chr13q14.3
212110_at	Hs.301743	solute carrier family 39 (zinc transporter), member 14	SLC39A14	-5.706536638	0.0006757911	0.027329679	chr8p21.2
223852_s_at	Hs.439658	Ser/Thr-like kinase	MGC4796	-5.719539193	0.0000788114	0.022480395	chr1p34.3
