Rank	GO category	GO term	GO description	Unique id	Annotations	Description	GB acc	UG cluster	Gene symbol	Map Location	Parametric p-value	Geom mean of ratios in class 1	Geom mean of ratios in class 2	Ratio of geom means
387	15662	MF	ATPase activity\, coupled to transmembrane movement of ions\, phosphorylative mechanism	A_23_P62932	Info	ATP1B1; ATPase, Na+/K+ transporting, beta 1 polypeptide	NM_001677	Hs.78629	ATP1B1	chr1 (166,263,318-166,289,948)	0.7999421	1.251	1.419	0.882
388	50767	BP	regulation of neurogenesis	A_24_P77432	Info	ROBO1; roundabout, axon guidance receptor, homolog 1 (Drosophila)	NM_133631	Hs.301198	ROBO1	chr3 (78,567,285-78,989,475)	0.0409047	0.575	0.286	2.01
389	50767	BP	regulation of neurogenesis	A_23_P164650	Info	APOE; apolipoprotein E	NM_000041	Hs.110675	APOE	chr19 (50,100,890-50,104,762)	0.0461937	2.479	1.236	2.006
390	50767	BP	regulation of neurogenesis	A_23_P144348	Info	SLIT2; slit homolog 2 (Drosophila)	NM_004787	Hs.29802	SLIT2	chr4 (20,005,704-20,371,676)	0.0503232	4.456	2.35	1.896
391	50767	BP	regulation of neurogenesis	A_23_P156284	Info	DBN1; drebrin 1	NM_080881	Hs.89434	DBN1	chr5 (176,864,466-176,881,564)	0.1246843	0.726	0.868	0.836
392	50767	BP	regulation of neurogenesis	A_23_P100660	Info	SERPINF1; serine (or cysteine) proteinase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1	NM_002615	Hs.173594	SERPINF1	chr17 (1,871,891-1,887,456)	0.2231799	2.181	1.406	1.551
393	50767	BP	regulation of neurogenesis	A_23_P56933	Info	RTN4; reticulon 4	AJ251383	Hs.436349	RTN4	chr2 (55,173,859-55,252,214)	0.6611862	1.375	1.202	1.144
394	5813	CC	centrosome	A_23_P88083	Info	CDC16; CDC16 cell division cycle 16 homolog (S. cerevisiae)	NM_003903	Hs.1592	CDC16	chr13 (112,918,467-112,956,261)	0.0017066	0.645	1.145	0.563
395	5813	CC	centrosome	A_23_P82950	Info	PCM1; pericentriolar material 1	NM_006197	Hs.348501	PCM1	chr8 (17,790,617-17,895,537)	0.0579939	0.677	0.985	0.687
396	5813	CC	centrosome	A_24_P319613	Info	NEK2; NIMA (never in mitosis gene a)-related kinase 2	AY045701	Hs.153704	NEK2	chr1 (208,918,744-208,928,293)	0.063383	0.553	0.875	0.632
397	5813	CC	centrosome	A_23_P207400	Info	BRCA1; breast cancer 1, early onset	NM_007294	Hs.194143	BRCA1	chr17 (41,569,473-41,650,665)	0.1317039	0.241	0.176	1.369
398	5813	CC	centrosome	A_23_P35219	Info	NEK2; NIMA (never in mitosis gene a)-related kinase 2	NM_002497	Hs.153704	NEK2	chr1 (208,915,494-208,928,360)	0.1356627	0.302	0.505	0.598
399	5813	CC	centrosome	A_23_P73493	Info	CETN2; centrin, EF-hand protein, 2	NM_004344	Hs.82794	CETN2	chrX (150,613,081-150,616,968)	0.1533023	0.955	1.263	0.756
400	5813	CC	centrosome	A_24_P411899	Info	RNF19; ring finger protein 19	NM_015435	Hs.439660	RNF19	chr8 (101,225,667-101,278,935)	0.1965194	1.794	1.477	1.215
401	5813	CC	centrosome	A_32_P228775	Info		AJ271448		PPP4R2	chr5 (339,950-345,083)	0.3275696	0.823	0.961	0.856
402	5813	CC	centrosome	A_23_P215070	Info	TSGA14; testis specific, 14	NM_018718	Hs.282386	TSGA14	chr7 (129,588,957-129,634,081)	0.3330642	0.379	0.479	0.791
403	5813	CC	centrosome	A_23_P143906	Info	MLF1; myeloid leukemia factor 1	NM_022443	Hs.85195	MLF1	chr3 (159,609,783-159,645,168)	0.3777675	0.906	1.267	0.715
404	5813	CC	centrosome	A_24_P188941	Info	NPM1; nucleophosmin (nucleolar phosphoprotein B23, numatrin)	NM_002520	Hs.411098	NPM1	chr5 (93,092,033-93,093,674)	0.6253628	0.624	0.564	1.106
405	5813	CC	centrosome	A_23_P214037	Info	NPM1; nucleophosmin (nucleolar phosphoprotein B23, numatrin)	NM_002520	Hs.411098	NPM1	chr5 (93,092,033-93,093,674)	0.6820483	0.488	0.444	1.099
406	5813	CC	centrosome	A_23_P7732	Info	CETN3; centrin, EF-hand protein, 3 (CDC31 homolog, yeast)	NM_004365	Hs.528302	CETN3	chr5 (89,773,227-89,789,698)	0.7342853	0.394	0.367	1.074
407	5813	CC	centrosome	A_32_P49423	Info	NPM1; nucleophosmin (nucleolar phosphoprotein B23, numatrin)	NM_002520	Hs.411098	NPM1	chr5 (93,092,033-93,093,674)	0.7520466	0.408	0.378	1.079
408	5813	CC	centrosome	A_23_P309261	Info	AKAP9; A kinase (PRKA) anchor protein (yotiao) 9	NM_147171	Hs.58103	AKAP9	chr7 (91,182,221-91,352,018)	0.8264747	1.438	1.377	1.044
409	51094	BP	positive regulation of development	A_24_P77432	Info	ROBO1; roundabout, axon guidance receptor, homolog 1 (Drosophila)	NM_133631	Hs.301198	ROBO1	chr3 (78,567,285-78,989,475)	0.0409047	0.575	0.286	2.01
410	51094	BP	positive regulation of development	A_23_P144348	Info	SLIT2; slit homolog 2 (Drosophila)	NM_004787	Hs.29802	SLIT2	chr4 (20,005,704-20,371,676)	0.0503232	4.456	2.35	1.896
411	51094	BP	positive regulation of development	A_23_P128215	Info	SOCS2; suppressor of cytokine signaling 2	NM_003877	Hs.405946	SOCS2	chr12 (92,466,066-92,472,784)	0.0818828	0.662	0.487	1.359
412	51094	BP	positive regulation of development	A_23_P46482	Info	IL20; interleukin 20	NM_018724	Hs.272373	IL20	chr1 (204,122,398-204,126,266)	0.1376844	1.165	0.913	1.276
413	51094	BP	positive regulation of development	A_23_P100660	Info	SERPINF1; serine (or cysteine) proteinase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1	NM_002615	Hs.173594	SERPINF1	chr17 (1,871,891-1,887,456)	0.2231799	2.181	1.406	1.551
414	51094	BP	positive regulation of development	A_23_P132611	Info	VHL; von Hippel-Lindau syndrome	NM_000551	Hs.421597	VHL	chr3 (10,158,319-10,168,744)	0.7057533	1.161	1.085	1.07
415	30693	MF	caspase activity	A_23_P209408	Info	CASP10; caspase 10, apoptosis-related cysteine protease	NM_032977	Hs.5353	CASP10	chr2 (202,250,388-202,287,346)	0.0260328	1.449	1.029	1.408
416	30693	MF	caspase activity	A_23_P12572	Info	CASP7; caspase 7, apoptosis-related cysteine protease	NM_033338	Hs.9216	CASP7	chr10 (115,104,105-115,155,249)	0.0688098	1.767	1.273	1.388
417	30693	MF	caspase activity	A_23_P35906	Info	CASP4; caspase 4, apoptosis-related cysteine protease	AL050391	Hs.74122	CASP4	chr11 (104,351,312-104,377,010)	0.1116932	1.572	1.207	1.302
418	30693	MF	caspase activity	A_23_P35912	Info	CASP4; caspase 4, apoptosis-related cysteine protease	NM_033306	Hs.74122	CASP4	chr11 (104,351,312-104,377,011)	0.168186	1.666	1.215	1.371
419	30693	MF	caspase activity	A_23_P47304	Info	CASP5; caspase 5, apoptosis-related cysteine protease	NM_004347	Hs.213327	CASP5	chr11 (104,402,681-104,417,417)	0.1733394	1.57	1.202	1.306
420	30693	MF	caspase activity	A_24_P157087	Info	CASP8; caspase 8, apoptosis-related cysteine protease	NM_033356	Hs.243491	CASP8	chr2 (202,327,765-202,355,386)	0.1834265	0.631	0.385	1.639
421	30693	MF	caspase activity	A_23_P500799	Info	CASP6; caspase 6, apoptosis-related cysteine protease	NM_001226	Hs.3280	CASP6	chr4 (111,068,605-111,083,449)	0.3628221	0.89	1.05	0.848
422	30693	MF	caspase activity	A_23_P202978	Info	CASP1; caspase 1, apoptosis-related cysteine protease (interleukin 1, beta, convertase)	NM_033292	Hs.2490	CASP1	chr11 (104,433,963-104,443,615)	0.769893	2.057	2.219	0.927
423	42623	MF	ATPase activity\, coupled	A_23_P15511	Info	DDX5; DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	NM_004396	Hs.279806	DDX5	chr17 (63,045,398-63,052,911)	0.0027812	1.891	1.109	1.705
424	42623	MF	ATPase activity\, coupled	A_23_P128319	Info	ATP2B1; ATPase, Ca++ transporting, plasma membrane 1	NM_001682	Hs.20952	ATP2B1	chr12 (88,484,287-88,552,355)	0.0071359	0.676	0.459	1.473
425	42623	MF	ATPase activity\, coupled	A_23_P142815	Info	ATP6V1B1; ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B, isoform 1 (Renal tubular acidosis with deafness)	NM_001692	Hs.64173	ATP6V1B1	chr2 (71,137,527-71,167,105)	0.0087132	0.786	1.451	0.542
426	42623	MF	ATPase activity\, coupled	A_23_P54816	Info	ATP6V0C; ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c	NM_001694	Hs.389107	ATP6V0C	chr16 (2,503,267-2,509,775)	0.0186871	1.292	0.894	1.445
427	42623	MF	ATPase activity\, coupled	A_23_P143551	Info	ATP6V1E1; ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E isoform 1	NM_001696	Hs.77805	ATP6V1E1	chr22 (16,449,479-16,486,154)	0.0563566	0.879	1.14	0.771
428	42623	MF	ATPase activity\, coupled	A_23_P31844	Info	ATP6V1B2; ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B, isoform 2	NM_001693	Hs.295917	ATP6V1B2	chr8 (20,064,977-20,089,491)	0.1170167	0.59	0.984	0.6
429	42623	MF	ATPase activity\, coupled	A_23_P93690	Info	MCM7; MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)	NM_005916	Hs.438720	MCM7	chr7 (99,301,640-99,310,824)	0.1319578	0.363	0.474	0.766
430	42623	MF	ATPase activity\, coupled	A_23_P156445	Info	DDX43; DEAD (Asp-Glu-Ala-Asp) box polypeptide 43	NM_018665	Hs.125507	DDX43	chr6 (74,074,410-74,122,880)	0.1375473	0.504	0.343	1.469
431	42623	MF	ATPase activity\, coupled	A_23_P258221	Info	ABCC5; ATP-binding cassette, sub-family C (CFTR/MRP), member 5	NM_005688	Hs.34744	ABCC5	chr3 (184,958,630-185,056,671)	0.1432332	1.844	1.236	1.492
432	42623	MF	ATPase activity\, coupled	A_24_P1929	Info	DDX52; DEAD (Asp-Glu-Ala-Asp) box polypeptide 52	AK093661	Hs.380430	DDX52	chr17 (36,175,362-36,199,025)	0.1600424	0.826	1.032	0.8
433	42623	MF	ATPase activity\, coupled	A_23_P27472	Info	ATP1A3; ATPase, Na+/K+ transporting, alpha 3 polypeptide	NM_152296	Hs.380447	ATP1A3	chr19 (47,162,573-47,190,185)	0.1672952	0.579	0.782	0.74
434	42623	MF	ATPase activity\, coupled	A_23_P16573	Info	DDX49; DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	NM_019070	Hs.143187	DDX49	chr19 (18,891,492-18,900,446)	0.1721174	0.652	0.834	0.782
435	42623	MF	ATPase activity\, coupled	A_23_P129133	Info	OCA2; oculocutaneous albinism II (pink-eye dilution homolog, mouse)	NM_000275	Hs.82027	OCA2	chr15 (25,602,392-25,946,825)	0.1732762	0.332	0.524	0.634
436	42623	MF	ATPase activity\, coupled	A_23_P77818	Info	ATP5H; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d	NM_006356	Hs.155728	ATP5H		0.1748883	1.088	0.815	1.335
437	42623	MF	ATPase activity\, coupled	A_24_P197196	Info	ABCB6; ATP-binding cassette, sub-family B (MDR/TAP), member 6	NM_005689	Hs.107911	ABCB6	chr2 (220,277,033-220,286,326)	0.1804518	0.901	0.725	1.243
438	42623	MF	ATPase activity\, coupled	A_23_P143047	Info	ATP6V1E2; ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E isoform 2	NM_080653	Hs.437691	ATP6V1E2	chr2 (46,713,518-46,721,672)	0.1992105	0.702	0.88	0.798
439	42623	MF	ATPase activity\, coupled	A_23_P5441	Info	ABCB6; ATP-binding cassette, sub-family B (MDR/TAP), member 6	NM_005689	Hs.107911	ABCB6	chr2 (220,277,033-220,286,326)	0.2121514	0.534	0.4	1.335
440	42623	MF	ATPase activity\, coupled	A_23_P143916	Info	ATP2C1; ATPase, Ca++ transporting, type 2C, member 1	NM_014382	Hs.106778	ATP2C1	chr3 (131,933,751-132,041,755)	0.2632599	1.654	2.041	0.81
441	42623	MF	ATPase activity\, coupled	A_23_P148879	Info	ATP1A2; ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide	NM_000702	Hs.34114	ATP1A2	chr1 (157,300,962-157,330,367)	0.2667875	1.809	0.848	2.133
442	42623	MF	ATPase activity\, coupled	A_32_P23624	Info	ABCB10; ATP-binding cassette, sub-family B (MDR/TAP), member 10	NM_012089	Hs.1710	ABCB10	chr1 (226,613,534-226,655,683)	0.2710968	0.723	0.851	0.85
443	42623	MF	ATPase activity\, coupled	A_23_P252322	Info	ATP5E; ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	NM_006886	Hs.177530	ATP5E		0.2718186	1.375	1.079	1.274
444	42623	MF	ATPase activity\, coupled	A_23_P157478	Info	ATP6V1H; ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	NM_015941	Hs.19575	ATP6V1H	chr8 (54,677,981-54,805,782)	0.2746604	1.034	0.84	1.231
445	42623	MF	ATPase activity\, coupled	A_23_P137103	Info	EIF4A1; eukaryotic translation initiation factor 4A, isoform 1	NM_001416	Hs.129673	EIF4A1	chr17 (7,678,056-7,682,522)	0.2856799	0.692	0.574	1.206
446	42623	MF	ATPase activity\, coupled	A_24_P283225	Info	MYO6; myosin VI	NM_004999	Hs.118483	MYO6	chr6 (76,454,522-76,621,927)	0.291654	1.916	2.605	0.736
447	42623	MF	ATPase activity\, coupled	A_23_P63655	Info	ATP5C1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	NM_005174	Hs.155433	ATP5C1	chr10 (7,834,064-7,853,784)	0.2986366	0.727	0.902	0.806
448	42623	MF	ATPase activity\, coupled	A_23_P255952	Info	MYO6; myosin VI	NM_004999	Hs.118483	MYO6	chr6 (76,454,522-76,621,927)	0.3021379	1.907	2.575	0.741
449	42623	MF	ATPase activity\, coupled	A_23_P207632	Info	ATP2A3; ATPase, Ca++ transporting, ubiquitous	NM_174953	Hs.5541	ATP2A3	chr17 (4,033,759-4,074,326)	0.3080404	0.96	0.852	1.127
450	42623	MF	ATPase activity\, coupled	A_23_P317657	Info	DDX3X; DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	NM_024005	Hs.380774	DDX3X	chrX (40,223,413-40,254,662)	0.3231558	0.563	0.659	0.854
451	42623	MF	ATPase activity\, coupled	A_23_P117654	Info	MYO5A; myosin VA (heavy polypeptide 12, myoxin)	NM_000259	Hs.21213	MYO5A	chr15 (50,320,529-50,537,308)	0.3318899	0.802	0.632	1.269
452	42623	MF	ATPase activity\, coupled	A_24_P168456	Info	ATP5D; ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	NM_001687	Hs.418668	ATP5D		0.3555092	0.505	0.421	1.2
453	42623	MF	ATPase activity\, coupled	A_32_P13728	Info	HSPA8; heat shock 70kDa protein 8	NM_006597	Hs.180414	HSPA8	chr11 (122,465,752-122,470,552)	0.3637893	0.992	0.827	1.2
454	42623	MF	ATPase activity\, coupled	A_24_P390793	Info	EIF4A1; eukaryotic translation initiation factor 4A, isoform 1	NM_001416	Hs.129673	EIF4A1	chr17 (7,678,056-7,682,522)	0.3650389	0.605	0.508	1.191
455	42623	MF	ATPase activity\, coupled	A_23_P1072	Info	ATP1A1; ATPase, Na+/K+ transporting, alpha 1 polypeptide	NM_000701	Hs.371889	ATP1A1	chr1 (116,262,194-116,294,165)	0.3830648	0.881	1.073	0.821
456	42623	MF	ATPase activity\, coupled	A_23_P97161	Info	TTF2; transcription termination factor, RNA polymerase II	NM_003594	Hs.201774	TTF2	chr1 (116,949,305-116,991,615)	0.4025388	0.497	0.575	0.864
457	42623	MF	ATPase activity\, coupled	A_23_P39110	Info	RUVBL2; RuvB-like 2 (E. coli)	NM_006666	Hs.6455	RUVBL2	chr19 (54,189,834-54,211,053)	0.4029027	0.255	0.283	0.901
458	42623	MF	ATPase activity\, coupled	A_23_P78664	Info	DDX39; DEAD (Asp-Glu-Ala-Asp) box polypeptide 39	NM_138998	Hs.311609	DDX39	chr19 (14,380,633-14,391,171)	0.410058	0.591	0.499	1.184
459	42623	MF	ATPase activity\, coupled	A_23_P26865	Info	MYH3; myosin, heavy polypeptide 3, skeletal muscle, embryonic	NM_002470	Hs.440895	MYH3	chr17 (10,732,412-10,760,048)	0.4159979	1.125	0.942	1.194
460	42623	MF	ATPase activity\, coupled	A_23_P24774	Info	ABCC8; ATP-binding cassette, sub-family C (CFTR/MRP), member 8	NM_000352	Hs.54470	ABCC8	chr11 (17,378,723-17,462,758)	0.4187846	1	1.2	0.833
461	42623	MF	ATPase activity\, coupled	A_23_P390343	Info	DHX40; DEAH (Asp-Glu-Ala-His) box polypeptide 40	AK095681	Hs.29403	DHX40		0.4346498	0.62	0.543	1.142
462	42623	MF	ATPase activity\, coupled	A_23_P50156	Info	VPS4B; vacuolar protein sorting 4B (yeast)	AF038960	Hs.126550	VPS4B	chr18 (59,205,392-59,238,729)	0.436755	0.782	0.876	0.893
463	42623	MF	ATPase activity\, coupled	A_24_P287129	Info	HSPA8; heat shock 70kDa protein 8	NM_006597	Hs.180414	HSPA8	chr11 (122,465,752-122,470,552)	0.4436078	1.078	0.913	1.181
464	42623	MF	ATPase activity\, coupled	A_23_P7873	Info	MCM3; MCM3 minichromosome maintenance deficient 3 (S. cerevisiae)	NM_002388	Hs.179565	MCM3	chr6 (52,175,640-52,197,456)	0.4525288	0.448	0.539	0.831
465	42623	MF	ATPase activity\, coupled	A_23_P160940	Info	ABCA4; ATP-binding cassette, sub-family A (ABC1), member 4	NM_000350	Hs.416707	ABCA4	chr1 (93,930,185-94,058,506)	0.4988207	1.553	1.222	1.271
466	42623	MF	ATPase activity\, coupled	A_23_P59005	Info	TAP1; transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	NM_000593	Hs.352018	TAP1	chr6 (32,859,787-32,869,073)	0.5102778	3.204	2.536	1.263
467	42623	MF	ATPase activity\, coupled	A_23_P24594	Info	HSPA8; heat shock 70kDa protein 8	NM_006597	Hs.180414	HSPA8	chr11 (122,465,752-122,470,552)	0.5129658	1.018	0.886	1.149
468	42623	MF	ATPase activity\, coupled	A_23_P141076	Info	ABCC11; ATP-binding cassette, sub-family C (CFTR/MRP), member 11	NM_033151	Hs.335891	ABCC11	chr16 (47,978,779-48,047,062)	0.5338308	1.559	1.24	1.257
469	42623	MF	ATPase activity\, coupled	A_23_P207507	Info	ABCC3; ATP-binding cassette, sub-family C (CFTR/MRP), member 3	NM_003786	Hs.90786	ABCC3	chr17 (49,186,866-49,243,700)	0.5471843	1.075	0.9	1.194
470	42623	MF	ATPase activity\, coupled	A_23_P30075	Info	ATP8A1; ATPase, aminophospholipid transporter (APLT), Class I, type 8A, member 1	NM_006095	Hs.291385	ATP8A1	chr4 (42,329,619-42,574,506)	0.5552066	0.798	0.699	1.142
471	42623	MF	ATPase activity\, coupled	A_23_P42144	Info	PEX6; peroxisomal biogenesis factor 6	NM_000287	Hs.301636	PEX6	chr6 (42,978,463-42,993,831)	0.5588723	0.722	0.646	1.118
472	42623	MF	ATPase activity\, coupled	A_23_P146943	Info	ATP1B1; ATPase, Na+/K+ transporting, beta 1 polypeptide	NM_001677	Hs.78629	ATP1B1	chr1 (166,263,318-166,289,948)	0.5700685	0.865	1.071	0.808
473	42623	MF	ATPase activity\, coupled	A_23_P88731	Info	RAD51; RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	NM_002875	Hs.446554	RAD51	chr15 (38,703,424-38,740,410)	0.571299	0.43	0.479	0.898
474	42623	MF	ATPase activity\, coupled	A_23_P56680	Info	ATP5G3; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9) isoform 3	NM_001689	Hs.429	ATP5G3	chr2 (176,244,934-176,248,931)	0.5740813	0.917	1.029	0.891
475	42623	MF	ATPase activity\, coupled	A_24_P215765	Info		I_1000537		ATP10A	chr15 (23,469,781-23,656,231)	0.5793952	2.634	2.942	0.895
476	42623	MF	ATPase activity\, coupled	A_23_P164228	Info	ATP5G1; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1	NM_005175	Hs.80986	ATP5G1	chr17 (47,444,801-47,447,875)	0.5926078	0.629	0.568	1.107
477	42623	MF	ATPase activity\, coupled	A_23_P16908	Info		NM_145646		DHX57	chr2 (38,999,408-39,062,876)	0.6026672	1.125	1.228	0.916
478	42623	MF	ATPase activity\, coupled	A_23_P154832	Info	ATP5J; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	NM_001685	Hs.246310	ATP5J	chr21 (26,018,683-26,029,862)	0.6122114	0.624	0.691	0.903
479	42623	MF	ATPase activity\, coupled	A_24_P363679	Info	ATP6V1H; ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	AF125105	Hs.19575	ATP6V1H	chr8 (54,718,782-54,805,096)	0.6311278	0.807	0.718	1.124
480	42623	MF	ATPase activity\, coupled	A_23_P158976	Info	ABCC2; ATP-binding cassette, sub-family C (CFTR/MRP), member 2	NM_000392	Hs.193852	ABCC2	chr10 (101,207,050-101,276,920)	0.6342812	0.209	0.189	1.106
481	42623	MF	ATPase activity\, coupled	A_23_P68007	Info	ATP1B3; ATPase, Na+/K+ transporting, beta 3 polypeptide	NM_001679	Hs.76941	ATP1B3	chr3 (142,916,301-142,966,291)	0.6548458	0.678	0.621	1.092
482	42623	MF	ATPase activity\, coupled	A_23_P125420	Info	ATP5I; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit e	NM_007100	Hs.85539	ATP5I		0.6596065	1.428	1.313	1.088
483	42623	MF	ATPase activity\, coupled	A_23_P201918	Info	ABCB10; ATP-binding cassette, sub-family B (MDR/TAP), member 10	NM_012089	Hs.1710	ABCB10	chr1 (226,613,534-226,655,683)	0.6640268	0.7	0.751	0.932
484	42623	MF	ATPase activity\, coupled	A_23_P71558	Info	RECQL4; RecQ protein-like 4	NM_004260	Hs.31442	RECQL4	chr8 (145,741,468-145,748,042)	0.6725223	0.399	0.454	0.879
485	42623	MF	ATPase activity\, coupled	A_32_P121424	Info	ATP6V0D2; ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d isoform 2	NM_152565	Hs.436360	ATP6V0D2	chr8 (87,067,588-87,123,049)	0.6766642	1.381	1.271	1.087
486	42623	MF	ATPase activity\, coupled	A_24_P96527	Info	ATP5L; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g	NM_006476	Hs.107476	ATP5L	chr11 (117,809,906-117,818,213)	0.7052624	0.826	0.904	0.914
487	42623	MF	ATPase activity\, coupled	A_23_P102876	Info	CCT8; chaperonin containing TCP1, subunit 8 (theta)	NM_006585	Hs.416211	CCT8	chr21 (29,350,306-29,366,455)	0.7289808	0.39	0.415	0.94
488	42623	MF	ATPase activity\, coupled	A_32_P93149	Info	DDX10; DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	NM_004398	Hs.41706	DDX10	chr11 (108,073,428-108,349,305)	0.7465218	1.159	1.084	1.069
489	42623	MF	ATPase activity\, coupled	A_23_P146058	Info	ATP6V1C1; ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C, isoform 1	NM_001695	Hs.86905	ATP6V1C1	chr8 (103,989,826-104,038,587)	0.7578048	1.011	1.105	0.915
490	42623	MF	ATPase activity\, coupled	A_23_P62932	Info	ATP1B1; ATPase, Na+/K+ transporting, beta 1 polypeptide	NM_001677	Hs.78629	ATP1B1	chr1 (166,263,318-166,289,948)	0.7999421	1.251	1.419	0.882
491	42623	MF	ATPase activity\, coupled	A_24_P302998	Info	ATP5I; ATP synthase, H+ transporting, mitochondrial F0 complex, subunit e	NM_007100	Hs.85539	ATP5I		0.8532726	1.175	1.141	1.03
492	42623	MF	ATPase activity\, coupled	A_23_P25215	Info	RECQL; RecQ protein-like (DNA helicase Q1-like)	NM_032941	Hs.235069	RECQL	chr12 (21,513,696-21,545,819)	0.8844783	0.643	0.626	1.027
493	42623	MF	ATPase activity\, coupled	A_23_P140876	Info	ABCA3; ATP-binding cassette, sub-family A (ABC1), member 3	NM_001089	Hs.26630	ABCA3	chr16 (2,265,797-2,319,800)	0.908158	0.979	0.961	1.019
494	42623	MF	ATPase activity\, coupled	A_23_P370989	Info	MCM4; MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)	NM_005914	Hs.460184	MCM4	chr8 (48,922,825-48,940,126)	0.9220561	0.325	0.316	1.028
495	42623	MF	ATPase activity\, coupled	A_23_P90612	Info	MCM6; MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)	NM_005915	Hs.444118	MCM6	chr2 (136,807,965-136,844,761)	0.9548746	0.357	0.353	1.011
496	42623	MF	ATPase activity\, coupled	A_24_P305556	Info	MCM8; MCM8 minichromosome maintenance deficient 8 (S. cerevisiae)	NM_032485	Hs.528694	MCM8	chr20 (5,926,298-5,973,870)	0.9775197	0.37	0.368	1.005
497	6928	BP	cell motility	A_23_P14798	Info	NEO1; neogenin homolog 1 (chicken)	NM_002499	Hs.388613	NEO1	chr15 (71,060,692-71,311,903)	0.0122176	0.822	1.19	0.691
498	6928	BP	cell motility	A_23_P121533	Info	SPON2; spondin 2, extracellular matrix protein	NM_012445	Hs.435953	SPON2	chr4 (1,150,544-1,156,831)	0.0162924	5.012	2.083	2.406
499	6928	BP	cell motility	A_23_P213562	Info	F2R; coagulation factor II (thrombin) receptor	NM_001992	Hs.128087	F2R	chr5 (76,095,824-76,115,667)	0.0176519	0.863	0.553	1.561
500	6928	BP	cell motility	A_23_P215461	Info	LIMK1; LIM domain kinase 1	NM_002314	Hs.36566	LIMK1	chr7 (72,910,253-72,949,038)	0.0294524	2.155	1.409	1.529
501	6928	BP	cell motility	A_23_P252471	Info	PECAM1; platelet/endothelial cell adhesion molecule (CD31 antigen)	NM_000442	Hs.78146	PECAM1	chr17 (62,873,201-62,937,382)	0.0328886	19.854	12.559	1.581
502	6928	BP	cell motility	A_23_P144348	Info	SLIT2; slit homolog 2 (Drosophila)	NM_004787	Hs.29802	SLIT2	chr4 (20,005,704-20,371,676)	0.0503232	4.456	2.35	1.896
503	6928	BP	cell motility	A_23_P210763	Info	JAG1; jagged 1 (Alagille syndrome)	NM_000214	Hs.409202	JAG1	chr20 (10,613,332-10,649,755)	0.0743507	2.055	1.279	1.607
504	6928	BP	cell motility	A_24_P116805	Info	STAT3; signal transducer and activator of transcription 3 (acute-phase response factor)	BC000627	Hs.421342	STAT3	chr17 (40,838,503-40,913,688)	0.0759483	0.859	1.112	0.772
505	6928	BP	cell motility	A_23_P502312	Info	CD97; CD97 antigen	NM_078481	Hs.3107	CD97	chr19 (14,353,182-14,380,533)	0.1006393	0.874	0.629	1.39
506	6928	BP	cell motility	A_23_P70719	Info	LAMA2; laminin, alpha 2 (merosin, congenital muscular dystrophy)	NM_000426	Hs.445120	LAMA2	chr6 (129,184,912-129,818,286)	0.1168695	2.039	1.456	1.4
507	6928	BP	cell motility	A_23_P133656	Info	LAMA4; laminin, alpha 4	NM_002290	Hs.437536	LAMA4	chr6 (112,475,526-112,621,372)	0.1595078	2.235	1.324	1.688
508	6928	BP	cell motility	A_24_P252945	Info	BLR1; Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5)	NM_032966	Hs.113916	BLR1	chr11 (118,292,213-118,316,969)	0.1620577	2.831	1.814	1.561
