Affymetrix ID	Symbol	Gene Name	Fold difference	P.Value
1434927_at	Hspb7	heat shock protein family, member 7 (cardiovascular)	1.8	0.047285382
1416205_at	Glb1	galactosidase, beta 1	1.8	0.005221214
1430704_at	Irak3	interleukin-1 receptor-associated kinase 3	1.8	0.029910928
1426886_at	Cln5	ceroid-lipofuscinosis, neuronal 5	1.8	0.021853388
1417700_at	Rab38	Rab38, member of RAS oncogene family	1.8	0.000401056
1420351_at	Tnfrsf4	tumor necrosis factor receptor superfamily, member 4	1.7	0.000394896
1416021_a_at	Fabp5	fatty acid binding protein 5, epidermal	1.7	0.000366835
1424433_at	Msrb	methionine sulfoxide reductase B	1.7	0.002720532
1429040_at	Cdh11	cadherin 11	1.7	0.045502878
1424494_s_at	2810417J12Rik	RIKEN cDNA 2810417J12 gene	1.7	0.007962658
1435689_at	2410011O22Rik	RIKEN cDNA 2410011O22 gene	1.7	0.023934826
1442165_at	4930438O05Rik	RIKEN cDNA 4930438O05 gene	1.7	0.01418059
1452445_at	A230035L05Rik	RIKEN cDNA A230035L05 gene	1.7	0.002646576
1426258_at	Sorl1	sortilin-related receptor, LDLR class A repeats-containing	1.7	0.040612746
1435402_at	A930008A22Rik	RIKEN cDNA A930008A22 gene	1.7	0.043077783
1449026_at	Ifnar1	interferon (alpha and beta) receptor 1	1.7	0.015428482
1435220_s_at	2810404F18Rik	RIKEN cDNA 2810404F18 gene	1.7	0.013195405
1436609_a_at	Lrpap1	low density lipoprotein receptor-related protein associated protein 1	1.7	0.032323828
1449464_at	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	1.7	0.033741055
1415950_a_at	Pbp	phosphatidylethanolamine binding protein	1.7	0.00724427
1450393_a_at	Scamp4	secretory carrier membrane protein 4	1.7	0.012222789
1432539_a_at	Nup54	nucleoporin 54kDa	1.7	0.008587801
1426540_at	2310067E08Rik	RIKEN cDNA 2310067E08 gene	1.7	0.006091348
1450649_at	Gng10	guanine nucleotide binding protein (G protein), gamma 10	1.7	0.026654641
1416840_at	Mid1ip1	Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))	1.7	0.005933322
1420472_at	Mtpn	myotrophin	1.7	0.000858242
1422000_at	Akr1c12	aldo-keto reductase family 1, member C12	1.7	0.01948525
1429104_at	0610025L06Rik	RIKEN cDNA 0610025L06 gene	1.7	0.01877616
1421998_at	Tor3a	torsin family 3, member A	1.7	0.001151802
1450388_s_at	Twsg1	twisted gastrulation homolog 1 (Drosophila)	1.7	0.010930647
1417444_at	E2f5	E2F transcription factor 5	1.7	0.036303245
1460415_a_at	Tnfrsf5	tumor necrosis factor receptor superfamily, member 5	1.7	0.002867714
1426159_x_at	Tcrb-J	T-cell receptor beta, joining region	1.7	0.003759244
1438948_x_at	Bzrp	benzodiazepine receptor, peripheral	1.7	0.007760534
1453069_at	Pik3cb	phosphatidylinositol 3-kinase, catalytic, beta polypeptide	1.7	0.017295107
1418506_a_at	Prdx2	peroxiredoxin 2	1.7	0.001383714
1444233_at	Gpr132	G protein-coupled receptor 132	1.7	0.006850788
1434694_at	Lrrc8	leucine-rich repeat-containing 8	1.7	0.007313254
1425125_at	Oit3	oncoprotein induced transcript 3	1.7	0.014433777
1423317_at	3110001D03Rik	RIKEN cDNA 3110001D03 gene	1.7	0.004903608
1422078_at	Akt3	thymoma viral proto-oncogene 3	1.7	0.031860458
1417902_at	Slc19a2	solute carrier family 19 (thiamine transporter), member 2	1.7	0.016646172
1428949_at	Xpot	exportin, tRNA (nuclear export receptor for tRNAs)	1.7	0.002411486
1450905_at	Plxnc1	plexin C1	1.7	0.01815475
1445031_at	---	---	1.7	0.014125957
1419023_x_at	Eno1	enolase 1, alpha non-neuron	1.7	0.041906969
1421204_a_at	2310041H06Rik	RIKEN cDNA 2310041H06 gene	1.7	0.013464762
1429497_s_at	Snx6	sorting nexin 6	1.7	0.001232105
1426393_a_at	Sdf4	stromal cell derived factor 4	1.7	0.002053249
1454992_at	---	---	1.7	0.022117038
1450317_at	Ocilrp1	osteoclast inhibitory lectin related protein	1.7	0.038357842
1434314_s_at	Rab11fip5	RAB11 family interacting protein 5 (class I)	1.7	0.038173491
1456251_x_at	Bzrp	benzodiazepine receptor, peripheral	1.7	0.043674091
1417108_at	1200014P03Rik	RIKEN cDNA 1200014P03 gene	1.7	0.04142123
1436269_s_at	---	---	1.7	0.031438192
1433813_at	2810475A17Rik	RIKEN cDNA 2810475A17 gene	1.7	0.000760149
1438958_x_at	Fkbp1a	FK506 binding protein 1a	1.7	0.002546876
1419814_s_at	S100a1	S100 calcium binding protein A1	1.7	0.000982782
1427188_at	Arih1	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila)	1.7	0.026072276
1421129_a_at	Atp2a3	ATPase, Ca++ transporting, ubiquitous	1.7	0.026074024
1442928_at	---	---	1.7	0.047962704
1418816_at	2810405I11Rik	RIKEN cDNA 2810405I11 gene	1.7	0.027840962
1451484_a_at	Syn1	synapsin I	1.7	0.01369142
1448316_at	Cklfsf3	chemokine-like factor super family 3	1.7	0.041070303
1450513_at	Cd33	CD33 antigen	1.7	0.031869483
1455732_at	1700025G04Rik	RIKEN cDNA 1700025G04 gene	1.7	0.034347133
1421215_a_at	Slmap	sarcolemma associated protein	1.7	0.006486849
1455538_at	6330403M23Rik	RIKEN cDNA 6330403M23 gene	1.6	0.010378504
1448148_at	Grn	granulin	1.6	0.015968098
1450138_a_at	Serpinb6a	serine (or cysteine) proteinase inhibitor, clade B, member 6a	1.6	0.001035128
1427418_a_at	Hif1a	hypoxia inducible factor 1, alpha subunit	1.6	0.041222475
1451746_a_at	Apg12l	autophagy 12-like (S. cerevisiae)	1.6	0.005159481
1450908_at	Eif4e	eukaryotic translation initiation factor 4E	1.6	0.011985567
1424344_s_at	Eif1a	eukaryotic translation initiation factor 1A	1.6	0.014683388
1456085_x_at	Cd151	CD151 antigen	1.6	0.006789475
1417712_at	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta)	1.6	0.020018059
1426257_a_at	Sars1	seryl-aminoacyl-tRNA synthetase 1	1.6	0.010290896
1428178_s_at	Trappc6b	trafficking protein particle complex 6B	1.6	0.002550584
1428905_at	Rraga	Ras-related GTP binding A	1.6	0.047889486
1454775_at	Hdac10	histone deacetylase 10	1.6	0.017178727
1421223_a_at	Anxa4	annexin A4	1.6	0.00737093
1430259_at	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a	1.6	0.042694677
1441305_at	---	---	1.6	0.021744457
1417490_at	Ctsb	cathepsin B	1.6	0.001926233
1420635_a_at	Tcirg1	T-cell, immune regulator 1	1.6	0.049362925
1422601_at	Serpinb9	serine (or cysteine) proteinase inhibitor, clade B, member 9	1.6	0.021370407
1448621_a_at	Smpd1	sphingomyelin phosphodiesterase 1, acid lysosomal	1.6	0.014265649
1424093_x_at	Cd151	CD151 antigen	1.6	0.003929971
1455570_x_at	Cnn3	calponin 3, acidic	1.6	0.048158854
1441075_at	LOC329416	nitric oxide synthase trafficker	1.6	0.013528713
1430726_at	5133400D11Rik	RIKEN cDNA 5133400D11 gene	1.6	0.018647809
1455439_a_at	Lgals1	lectin, galactose binding, soluble 1	1.6	0.023816147
1451232_at	Cd151	CD151 antigen	1.6	0.008262562
1426554_a_at	Pgam1	phosphoglycerate mutase 1	1.6	0.014896143
1429502_at	Stch	stress 70 protein chaperone, microsome-associated, human homolog	1.6	0.038032347
1454650_at	Trim35	tripartite motif-containing 35	1.6	0.030683508
1424129_at	1200003O06Rik	RIKEN cDNA 1200003O06 gene	1.6	0.021671745
1453572_a_at	Plp2	proteolipid protein 2	1.6	0.003560712
1441903_x_at	---	---	1.6	0.024802857
1459896_at	D1Ertd251e	DNA segment, Chr 1, ERATO Doi 251, expressed	1.6	0.040215175
1421061_at	Guca1a	guanylate cyclase activator 1a (retina)	1.6	0.040805036
1417233_at	Chchd4	coiled-coil-helix-coiled-coil-helix domain containing 4	1.6	0.010739165
1460224_at	Snx2	sorting nexin 2	1.6	0.022331594
1452997_at	2610005L07Rik	RIKEN cDNA 2610005L07 gene	1.6	0.021797516
1422702_at	Oazin	ornithine decarboxylase antizyme inhibitor	1.6	0.031428127
1455285_at	Slc31a1	solute carrier family 31, member 1	1.6	0.003784749
1437874_s_at	A930009M04Rik	RIKEN cDNA A930009M04 gene	1.6	0.020519848
1454161_s_at	0610007P14Rik	RIKEN cDNA 0610007P14 gene	1.6	0.006375844
1434950_a_at	Armc8	armadillo repeat containing 8	1.6	0.033310185
1449954_at	Hyal1	hyaluronidase 1	1.6	0.006269601
1435659_a_at	Grcc9	gene rich cluster, C9 gene	1.6	0.040845948
1437670_x_at	Cd151	CD151 antigen	1.6	0.012991161
1419295_at	Creb3l1	cAMP responsive element binding protein 3-like 1	1.6	0.017870514
1428138_s_at	Arl10c	ADP-ribosylation factor-like 10C	1.6	0.026283057
1416138_at	Anxa7	annexin A7	1.6	0.014197509
1428666_at	Nars	asparaginyl-tRNA synthetase	1.5	0.022212142
1452152_at	AI642036	expressed sequence AI642036	1.5	0.013357344
1426972_at	Sec24d	SEC24 related gene family, member D (S. cerevisiae)	1.5	0.047476448
1431072_a_at	D16Bwg1543e	DNA segment, Chr 16, Brigham & Womens Genetics 1543 expressed	1.5	0.02418066
1435467_at	Fgd6	FYVE, RhoGEF and PH domain containing 6	1.5	0.046523573
1422507_at	Cstb	cystatin B	1.5	0.002608594
1437434_a_at	5031439A09Rik	RIKEN cDNA 5031439A09 gene	1.5	0.048397438
1416924_at	Bri3	brain protein I3	1.5	0.015098315
1426836_s_at	Metap1	methionyl aminopeptidase 1	1.5	0.036663779
1435749_at	Gda	guanine deaminase	1.5	0.043548714
1452799_at	2310009E04Rik	RIKEN cDNA 2310009E04 gene	1.5	0.034644312
1424713_at	Calml4	calmodulin-like 4	1.5	0.047278143
1421103_at	Bmp2k	BMP2 inducible kinase	1.5	0.037292487
1425516_at	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine	1.5	0.018650249
1426343_at	1300006C19Rik	RIKEN cDNA 1300006C19 gene	1.5	0.010310849
1450722_at	Nup50	nucleoporin 50	1.5	0.040453912
1429588_at	6720435I21Rik	RIKEN cDNA 6720435I21 gene	1.5	0.026636756
1448128_at	Ppgb	protective protein for beta-galactosidase	1.5	0.031441435
1439155_at	Mettl1	methyltransferase-like 1	1.5	0.016620979
1446130_at	---	---	1.5	0.047790252
1452927_x_at	Tpi1	triosephosphate isomerase 1	1.5	0.019330844
1444103_at	Epsti1	epithelial stromal interaction 1 (breast)	1.5	0.026648638
1460726_at	Adss2	adenylosuccinate synthetase 2, non muscle	1.5	0.025392473
1441682_s_at	1110004L07Rik	RIKEN cDNA 1110004L07 gene	1.4	0.043729228
1434376_at	Cd44	CD44 antigen	-1.4	0.04939457
1434506_at	1700124K17Rik	RIKEN cDNA 1700124K17 gene	-1.4	0.044728624
1450889_at	Smarca3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3	-1.4	0.039405588
1445632_at	Ogdh	oxoglutarate dehydrogenase (lipoamide)	-1.4	0.046050322
1426580_at	Plk4	polo-like kinase 4 (Drosophila)	-1.4	0.020485765
1415897_a_at	Mgst1	microsomal glutathione S-transferase 1	-1.5	0.018096518
1431299_a_at	2310014H01Rik	RIKEN cDNA 2310014H01 gene	-1.5	0.022720226
1418330_at	Ctcf	CCCTC-binding factor	-1.5	0.034488326
1460174_at	Dexi	dexamethasone-induced transcript	-1.5	0.041071707
1424953_at	BC021614	cDNA sequence BC021614	-1.5	0.029423867
1435346_at	2310043N13Rik	RIKEN cDNA 2310043N13 gene	-1.5	0.012713538
1428644_at	Mgat5	mannoside acetylglucosaminyltransferase 5	-1.5	0.04855962
1438032_at	Chdc1	calponin homology (CH) domain containing 1	-1.5	0.028075546
1449584_at	Dgkg	diacylglycerol kinase, gamma	-1.5	0.028595683
1452902_at	2610209N15Rik	RIKEN cDNA 2610209N15 gene	-1.5	0.031356848
1435343_at	Dock10	dedicator of cytokinesis 10	-1.5	0.013406561
1434459_at	BC057627	cDNA sequence BC057627	-1.5	0.026143737
1428099_a_at	Sfrs1	splicing factor, arginine/serine-rich 1 (ASF/SF2)	-1.5	0.047133573
1450023_at	Gtpbp1	GTP binding protein 1	-1.5	0.025759383
1450212_at	Fmnl1	formin-like 1	-1.5	0.030272852
1453303_at	4833417J20Rik	RIKEN cDNA 4833417J20 gene	-1.5	0.024510944
1418099_at	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b	-1.5	0.029496842
1424524_at	1200002N14Rik	RIKEN cDNA 1200002N14 gene	-1.5	0.042822326
1434518_at	Phka2	phosphorylase kinase alpha 2	-1.5	0.04056084
1442212_at	Cpd	carboxypeptidase D	-1.5	0.04821682
1417191_at	Dnajb9	DnaJ (Hsp40) homolog, subfamily B, member 9	-1.5	0.042137391
1454894_at	Smurf2	SMAD specific E3 ubiquitin protein ligase 2	-1.5	0.012366086
1434861_at	---	---	-1.5	0.045371944
1451244_a_at	Zfp422	zinc finger protein 422	-1.5	0.010270101
1440214_at	A630001G21Rik	RIKEN cDNA A630001G21 gene	-1.5	0.047848705
1419235_s_at	Helb	helicase (DNA) B	-1.5	0.037092194
1428220_at	5730419I09Rik	RIKEN cDNA 5730419I09 gene	-1.5	0.037411033
1435925_at	Git2	G protein-coupled receptor kinase-interactor 2	-1.6	0.010495335
1456405_at	6720461J16Rik	RIKEN cDNA 6720461J16 gene	-1.6	0.014737584
1453342_at	Cdc40	cell division cycle 40 homolog (yeast)	-1.6	0.029835914
1442135_at	---	---	-1.6	0.031720389
1434620_s_at	AW060714	expressed sequence AW060714	-1.6	0.046351883
1416066_at	Cd9	CD9 antigen	-1.6	0.006297819
1439313_at	Lphn3	latrophilin 3	-1.6	0.040775039
1434310_at	2610024H22Rik	RIKEN cDNA 2610024H22 gene	-1.6	0.034579916
1433747_at	2010309L07Rik	RIKEN cDNA 2010309L07 gene	-1.6	0.044251849
1428794_at	B230396K10Rik	RIKEN cDNA B230396K10 gene	-1.6	0.020517467
1454612_at	Rkhd2	ring finger and KH domain containing 2	-1.6	0.030160359
1434680_at	BC030417	cDNA sequence BC030417	-1.6	0.030203969
1460402_at	Brpf1	bromodomain and PHD finger containing, 1	-1.6	0.031522307
1450066_at	Ubr1	ubiquitin protein ligase E3 component n-recognin 1	-1.6	0.004919811
1435841_s_at	Suclg2	succinate-Coenzyme A ligase, GDP-forming, beta subunit	-1.6	0.018242342
1428382_at	5930405J04Rik	RIKEN cDNA 5930405J04 gene	-1.6	0.036551457
1455012_s_at	Trim37	tripartite motif protein 37	-1.6	0.03485193
1435369_at	C330018L13Rik	RIKEN cDNA C330018L13 gene	-1.6	0.02436996
1436097_x_at	Arhgap9	Rho GTPase activating protein 9	-1.6	0.039011038
1428713_s_at	4833427B12Rik	RIKEN cDNA 4833427B12 gene	-1.6	0.036575477
1460168_at	Slbp	stem-loop binding protein	-1.6	0.033924889
1424206_at	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	-1.6	0.006539229
1455409_at	Spire1	spire homolog 1 (Drosophila)	-1.6	0.015301739
1437474_at	C430014D17Rik	RIKEN cDNA C430014D17 gene	-1.6	0.010859499
1416116_at	Orc3l	origin recognition complex, subunit 3-like (S. cerevisiae)	-1.6	0.029667635
1433736_at	Hcfc1	host cell factor C1	-1.6	0.017422966
1448829_at	Smc6l1	SMC6 structural maintenance of chromosomes 6-like 1 (yeast)	-1.6	0.011945158
1434933_at	5730557L09Rik	RIKEN cDNA 5730557L09 gene	-1.6	0.039692604
1437334_x_at	Parn	poly(A)-specific ribonuclease (deadenylation nuclease)	-1.6	0.016225953
1449360_at	Csf2rb2	colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)	-1.6	0.006369913
1434438_at	Samhd1	SAM domain and HD domain, 1	-1.6	0.02278929
1435746_at	Srpk2	serine/arginine-rich protein specific kinase 2	-1.6	0.028121762
1429061_at	1810063B05Rik	RIKEN cDNA 1810063B05 gene	-1.6	0.043541234
1418096_at	Dok3	docking protein 3	-1.6	0.026922142
1418012_at	Sh3glb1	SH3-domain GRB2-like B1 (endophilin)	-1.6	0.021062773
1425745_a_at	Tacc2	transforming, acidic coiled-coil containing protein 2	-1.6	0.040378978
1454733_at	Card4	caspase recruitment domain 4	-1.6	0.014560119
1428788_at	1700012G19Rik	RIKEN cDNA 1700012G19 gene	-1.6	0.047413108
1428596_at	2700008N14Rik	RIKEN cDNA 2700008N14 gene	-1.6	0.014788656
1423882_at	BC027246	cDNA sequence BC027246	-1.6	0.010847932
1426933_at	Osr1	oxidative-stress responsive 1	-1.6	0.004570091
1428265_at	Ppp2r1b	protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform	-1.6	0.02634777
1451576_at	Prkdc	protein kinase, DNA activated, catalytic polypeptide	-1.6	0.046285998
1435344_at	A330080J22Rik	RIKEN cDNA A330080J22 gene	-1.6	0.045433842
1419810_x_at	Gli	GLI-Kruppel family member GLI	-1.6	0.020788645
1435077_at	Asxl1	additional sex combs like 1 (Drosophila)	-1.6	0.016905511
1419152_at	2810417H13Rik	RIKEN cDNA 2810417H13 gene	-1.6	0.030918688
1454749_at	Pcnt2	pericentrin 2	-1.6	0.015180283
1426926_at	---	---	-1.6	0.002520123
1424378_at	AA691260	expressed sequence AA691260	-1.6	0.013063118
1419278_at	Usp31	ubiquitin specific protease 31	-1.6	0.004218967
1423711_at	Ndufaf1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1	-1.6	0.025794966
1456415_at	Zfp451	zinc finger protein 451	-1.6	0.04137045
1428585_at	Actn1	actinin, alpha 1	-1.6	0.013173261
1422742_at	Hivep1	human immunodeficiency virus type I enhancer binding protein 1	-1.6	0.025855568
1427007_at	1200013B08Rik	RIKEN cDNA 1200013B08 gene	-1.6	0.01588285
1434191_at	A530016O06Rik	RIKEN cDNA A530016O06 gene	-1.6	0.019738629
1435632_at	1110001M19Rik	RIKEN cDNA 1110001M19 gene	-1.6	0.002923447
1427177_at	Fyco1	FYVE and coiled-coil domain containing 1	-1.6	0.001452063
1436171_at	6030405P05Rik	RIKEN cDNA 6030405P05 gene	-1.6	0.006092049
1435778_at	---	---	-1.6	0.031562981
1429032_at	4921517J23Rik	RIKEN cDNA 4921517J23 gene	-1.6	0.042256149
1455438_at	Pxmp4	peroxisomal membrane protein 4	-1.6	0.002118739
1418334_at	AA545217	expressed sequence AA545217	-1.7	0.03486618
1453120_at	D2Bwg1356e	DNA segment, Chr 2, Brigham & Womens Genetics 1356 expressed	-1.7	0.037593855
1418685_at	Tirap	toll-interleukin 1 receptor (TIR) domain-containing adaptor protein	-1.7	0.042210509
1419922_s_at	Atrnl1	attractin like 1	-1.7	0.006181836
1455819_at	Rod1	ROD1 regulator of differentiation 1 (S. pombe)	-1.7	0.008315134
1455976_x_at	Dbi	diazepam binding inhibitor	-1.7	0.003704131
1457276_at	Sik2	salt induceable kinase 2	-1.7	0.001293269
1433722_at	5730522G15Rik	RIKEN cDNA 5730522G15 gene	-1.7	0.01715677
1453199_at	Acbd6	acyl-Coenzyme A binding domain containing 6	-1.7	0.003136988
1424586_at	Ehbp1	EH domain binding protein 1	-1.7	0.048812279
1429019_s_at	Pon2	paraoxonase 2	-1.7	0.024117991
1434335_at	AI317237	expressed sequence AI317237	-1.7	0.001275103
1428657_at	1110037N09Rik	RIKEN cDNA 1110037N09 gene	-1.7	0.03908733
1420808_at	Ncoa4	nuclear receptor coactivator 4	-1.7	0.006722017
1453722_s_at	Sfrs1	splicing factor, arginine/serine-rich 1 (ASF/SF2)	-1.7	0.02896426
1417134_at	Srpk2	serine/arginine-rich protein specific kinase 2	-1.7	0.004301901
1460674_at	Mpra	membrane progestin receptor alpha	-1.7	0.003938865
1452261_at	Shprh	SNF2 histone linker PHD RING helicase	-1.7	0.019736831
1416731_at	Top2b	topoisomerase (DNA) II beta	-1.7	0.003252358
1457676_at	C130027E04Rik	RIKEN cDNA C130027E04 gene	-1.7	0.017770782
1435991_at	---	---	-1.7	0.017516113
1436638_at	5830467J12Rik	RIKEN cDNA 5830467J12 gene	-1.7	0.013942889
1434725_at	4921521N14Rik	RIKEN cDNA 4921521N14 gene	-1.7	0.044508738
1428597_at	2700008N14Rik	RIKEN cDNA 2700008N14 gene	-1.7	0.00328069
1420382_at	Apob48r	apolipoprotein B48 receptor	-1.7	0.017222003
1434926_at	Arhgef11	Rho guanine nucleotide exchange factor (GEF) 11	-1.7	0.022389447
1434937_at	Phr1	pam, highwire, rpm 1	-1.7	0.006660516
1434653_at	Ptk2b	PTK2 protein tyrosine kinase 2 beta	-1.7	0.005378661
1433537_at	Atrx	alpha thalassemia/mental retardation syndrome X-linked homolog (human)	-1.7	0.018270555
1421525_a_at	Birc1e	baculoviral IAP repeat-containing 1e	-1.7	0.044451414
1429839_a_at	Yaf2	YY1 associated factor 2	-1.7	0.031169091
1424169_at	Tax1bp3	Tax1 (human T-cell leukemia virus type I) binding protein 3	-1.7	0.036714159
1442757_at	Chdc1	calponin homology (CH) domain containing 1	-1.7	0.001420845
1422854_at	Shc1	src homology 2 domain-containing transforming protein C1	-1.7	0.021012335
1460205_at	6720485C15Rik	RIKEN cDNA 6720485C15 gene	-1.7	0.003630454
1446990_at	---	---	-1.7	0.013561458
1454735_at	Odf2	outer dense fiber of sperm tails 2	-1.7	0.018282763
1426545_at	D230019K20Rik	RIKEN cDNA D230019K20 gene	-1.7	0.014901514
1431142_s_at	Amid	apoptosis-inducing factor (AIF)-like mitochondrion-associated inducer of death	-1.7	0.010750406
1449507_a_at	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	-1.7	0.005555401
1448491_at	Ech1	enoyl coenzyme A hydratase 1, peroxisomal	-1.7	0.006459178
1423350_at	Socs5	suppressor of cytokine signaling 5	-1.7	0.002104448
1435440_at	Pdzk8	PDZ domain containing 8	-1.7	0.014107823
1420685_at	Grap2	GRB2-related adaptor protein 2	-1.7	0.038071025
1421197_a_at	Acin1	apoptotic chromatin condensation inducer 1	-1.7	0.025794296
1425669_at	Mobkl2b	MOB1, Mps One Binder kinase activator-like 2B (yeast)	-1.7	0.014249547
1419645_at	Cstf2	cleavage stimulation factor, 3 pre-RNA subunit 2	-1.7	0.015993259
1435122_x_at	Dnmt1	DNA methyltransferase (cytosine-5) 1	-1.7	0.03410315
1437580_s_at	Nek2	NIMA (never in mitosis gene a)-related expressed kinase 2	-1.7	0.038530015
1419272_at	Myd88	myeloid differentiation primary response gene 88	-1.7	0.039291364
1455817_x_at	Zxda	zinc finger, X-linked, duplicated A	-1.7	0.041538207
1431119_at	Ucp2	uncoupling protein 2, mitochondrial	-1.7	0.041553673
1421043_s_at	Arhgef2	rho/rac guanine nucleotide exchange factor (GEF) 2	-1.7	0.026499703
1425908_at	Gnb1	guanine nucleotide binding protein, beta 1	-1.7	0.025505687
1421298_a_at	Hipk1	homeodomain interacting protein kinase 1	-1.7	0.01549917
1423474_at	Top1	topoisomerase (DNA) I	-1.7	0.031100005
1438155_x_at	Pigo	phosphatidylinositol glycan, class O	-1.7	0.004771547
1456042_s_at	Tce4	T-complex expressed gene 4	-1.7	0.043871798
1434767_at	C79407	expressed sequence C79407	-1.7	0.011840852
1435133_at	Ugcg	UDP-glucose ceramide glucosyltransferase	-1.7	0.043270471
1435703_at	2810457I06Rik	RIKEN cDNA 2810457I06 gene	-1.7	0.03849082
1455606_at	---	---	-1.7	0.02561133
1423941_at	Camk2g	calcium/calmodulin -dependent protein kinase II gamma	-1.7	0.005609382
1416554_at	Pdlim1	PDZ and LIM domain 1 (elfin)	-1.7	0.040056674
1435608_at	---	---	-1.7	0.000598241
1439786_at	---	---	-1.7	0.02614797
1421904_at	Ncoa6ip	nuclear receptor coactivator 6 interacting protein	-1.7	0.025735568
1434837_at	---	---	-1.7	0.000480452
1428985_at	1110020M19Rik	RIKEN cDNA 1110020M19 gene	-1.7	0.018777057
1423456_at	Bzw2	basic leucine zipper and W2 domains 2	-1.7	0.016462213
1435938_at	2610318C08Rik	RIKEN cDNA 2610318C08 gene	-1.7	0.037255661
1429438_at	Bcor	Bcl6 interacting corepressor	-1.7	0.029641837
1452718_at	4432411E13Rik	RIKEN cDNA 4432411E13 gene	-1.7	0.002225427
1433624_at	5830434P21Rik	RIKEN cDNA 5830434P21 gene	-1.7	0.003671466
1444518_at	---	---	-1.7	0.006377135
1428628_at	1190002A17Rik	RIKEN cDNA 1190002A17 gene	-1.7	0.003257392
1440832_at	Ang4	angiogenin, ribonuclease A family, member 4	-1.7	0.009255344
1423704_at	Lypla3	lysophospholipase 3	-1.7	0.046329354
1455608_at	2610207F23Rik	RIKEN cDNA 2610207F23 gene	-1.7	0.004127237
1448569_at	2410014A08Rik	RIKEN cDNA 2410014A08 gene	-1.8	0.000765617
1426567_a_at	2310009N05Rik	RIKEN cDNA 2310009N05 gene	-1.8	0.024740774
1418893_at	Pbx2	pre B-cell leukemia transcription factor 2	-1.8	0.012794701
1428479_at	Nfatc1	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	-1.8	0.016000213
1451555_at	Nln	neurolysin (metallopeptidase M3 family)	-1.8	0.000648677
1443214_at	---	---	-1.8	0.039632732
1434080_at	Aebp2	AE binding protein 2	-1.8	0.00190463
1434794_at	Rhof	ras homolog gene family, member f	-1.8	0.012906046
1426376_at	Dp1	deleted in polyposis 1	-1.8	0.013354449
1438434_at	6530401L14Rik	RIKEN cDNA 6530401L14 gene	-1.8	0.000933276
1417971_at	Nrm	nurim (nuclear envelope membrane protein)	-1.8	0.023253574
1435517_x_at	Ralb	v-ral simian leukemia viral oncogene homolog B (ras related)	-1.8	0.042102221
1438419_at	C530047H08Rik	RIKEN cDNA C530047H08 gene	-1.8	0.000720594
1434185_at	Acac	acetyl-Coenzyme A carboxylase	-1.8	0.014217199
1420477_at	Nap1l1	nucleosome assembly protein 1-like 1	-1.8	0.007533107
1419249_at	Pftk1	PFTAIRE protein kinase 1	-1.8	0.016598619
1428681_at	---	gene model 608, (NCBI)	-1.8	0.005933341
1419526_at	Fgr	Gardner-Rasheed feline sarcoma viral (Fgr) oncogene homolog	-1.8	0.022559139
1423369_at	Fmr1	fragile X mental retardation syndrome 1 homolog	-1.8	0.02397566
1423038_at	Stx6	syntaxin 6	-1.8	0.00040108
1429000_at	Phf3	PHD finger protein 3	-1.8	0.009169859
1415890_at	Papss1	3-phosphoadenosine 5-phosphosulfate synthase 1	-1.8	0.003950934
1423519_at	2210412D01Rik	RIKEN cDNA 2210412D01 gene	-1.8	0.014414771
1450685_at	Arpp19	cAMP-regulated phosphoprotein 19	-1.8	0.004443608
1434450_s_at	Adrbk2	adrenergic receptor kinase, beta 2	-1.8	0.028135323
1435008_at	Slc9a6	solute carrier family 9 (sodium/hydrogen exchanger), isoform 6	-1.8	0.000286428
1416440_at	Cd164	CD164 antigen	-1.8	0.001597289
1439622_at	Rassf4	Ras association (RalGDS/AF-6) domain family 4	-1.8	0.019263724
1424205_at	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	-1.8	0.0013236
1460235_at	Scarb2	scavenger receptor class B, member 2	-1.8	0.007800233
1453072_at	Gpr160	G protein-coupled receptor 160	-1.8	0.032602379
1439272_at	Mlr1	Mblk1-related protein-1	-1.8	0.041412954
1416968_a_at	Hsd3b7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	-1.8	0.006005964
1437021_at	---	---	-1.8	0.00798764
1455497_at	Leng9	leukocyte receptor cluster (LRC) member 9	-1.8	0.041263284
