RefSeq	Definition	Gene ID	Symbol	Name	Synonyms	Chr	Fold Change	p Value	Cluster Id
NM_145102	Homo sapiens zinc finger with KRAB and SCAN domains 5 (ZKSCAN5), transcript variant 2, mRNA.	23660	ZKSCAN5	zinc finger with KRAB and SCAN domains 5	FLJ39233|KIAA1015|MGC33710|ZFP95	7	1.055	0.000443	3
NM_005449	Homo sapiens Fas apoptotic inhibitory molecule 3 (FAIM3), mRNA.	9214	FAIM3	Fas apoptotic inhibitory molecule 3	TOSO	1	1.054	0.000849	3
NM_000633	Homo sapiens B-cell CLL/lymphoma 2 (BCL2), nuclear gene encoding mitochondrial protein, transcript variant alpha, mRNA.	596	BCL2	B-cell CLL/lymphoma 2	Bcl-2	18	1.054	0.00019	3
NM_005870	Homo sapiens Sin3A-associated protein, 18kDa (SAP18), mRNA.	10284	SAP18	Sin3A-associated protein, 18kDa	2HOR0202|MGC27131|SAP18P	13	1.053	0.00022	3
NM_021724	Homo sapiens nuclear receptor subfamily 1, group D, member 1 (NR1D1), mRNA.	9572	NR1D1	nuclear receptor subfamily 1, group D, member 1	EAR1|THRA1|THRAL|ear-1|hRev	17	1.052	0.000522	3
NM_007245	Homo sapiens ataxin 2-like (ATXN2L), transcript variant A, mRNA.	11273	ATXN2L	ataxin 2-like	A2D|A2LG|A2LP|A2RP	16	1.05	0.000156	3
NM_005148	Homo sapiens unc-119 homolog (C. elegans) (UNC119), transcript variant 1, mRNA.	9094	UNC119	unc-119 homolog (C. elegans)	HRG4	17	1.05	0.0000206	3
NM_054035	Homo sapiens unc-119 homolog (C. elegans) (UNC119), transcript variant 2, mRNA.	9094	UNC119	unc-119 homolog (C. elegans)	HRG4	17	1.05	0.0000206	3
NM_145714	Homo sapiens ataxin 2-like (ATXN2L), transcript variant B, mRNA.	11273	ATXN2L	ataxin 2-like	A2D|A2LG|A2LP|A2RP	16	1.049	0.0000309	3
NM_148414	Homo sapiens ataxin 2-like (ATXN2L), transcript variant C, mRNA.	11273	ATXN2L	ataxin 2-like	A2D|A2LG|A2LP|A2RP	16	1.049	0.0000309	3
NM_148415	Homo sapiens ataxin 2-like (ATXN2L), transcript variant D, mRNA.	11273	ATXN2L	ataxin 2-like	A2D|A2LG|A2LP|A2RP	16	1.049	0.0000309	3
NM_148416	Homo sapiens ataxin 2-like (ATXN2L), transcript variant E, mRNA.	11273	ATXN2L	ataxin 2-like	A2D|A2LG|A2LP|A2RP	16	1.049	0.0000309	3
NM_001032367	Homo sapiens serine peptidase inhibitor, Kunitz type 1 (SPINT1), transcript variant 3, mRNA.	6692	SPINT1	serine peptidase inhibitor, Kunitz type 1	HAI|HAI1|MANSC2	15	1.048	0.000762	3
NM_003710	Homo sapiens serine peptidase inhibitor, Kunitz type 1 (SPINT1), transcript variant 2, mRNA.	6692	SPINT1	serine peptidase inhibitor, Kunitz type 1	HAI|HAI1|MANSC2	15	1.048	0.000762	3
NM_181642	Homo sapiens serine peptidase inhibitor, Kunitz type 1 (SPINT1), transcript variant 1, mRNA.	6692	SPINT1	serine peptidase inhibitor, Kunitz type 1	HAI|HAI1|MANSC2	15	1.048	0.000762	3
NM_005177	Homo sapiens ATPase, H+ transporting, lysosomal V0 subunit a1 (ATP6V0A1), transcript variant 3, mRNA.	535	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	ATP6N1|ATP6N1A|DKFZp781J1951|Stv1|VPP1|Vph1|a1	17	1.047	0.000136	3
NM_014759	Homo sapiens phytanoyl-CoA 2-hydroxylase interacting protein (PHYHIP), transcript variant 2, mRNA.	9796	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein	DYRK1AP3|KIAA0273|PAHX-AP|PAHXAP1	8	1.047	0.000633	3
NM_003076	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 (SMARCD1), transcript variant 1, mRNA.	6602	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	BAF60A|CRACD1|Rsc6p	12	1.045	0.000603	3
NM_139071	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 (SMARCD1), transcript variant 2, mRNA.	6602	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	BAF60A|CRACD1|Rsc6p	12	1.045	0.000603	3
NM_002648	Homo sapiens pim-1 oncogene (PIM1), mRNA.	5292	PIM1	pim-1 oncogene	PIM	6	1.045	0.000346	3
NM_002832	Homo sapiens protein tyrosine phosphatase, non-receptor type 7 (PTPN7), transcript variant 1, mRNA.	5778	PTPN7	protein tyrosine phosphatase, non-receptor type 7	BPTP-4|HEPTP|LC-PTP|LPTP|PTPNI	1	1.044	0.000228	3
NM_080588	Homo sapiens protein tyrosine phosphatase, non-receptor type 7 (PTPN7), transcript variant 2, mRNA.	5778	PTPN7	protein tyrosine phosphatase, non-receptor type 7	BPTP-4|HEPTP|LC-PTP|LPTP|PTPNI	1	1.044	0.000228	3
NM_014674	Homo sapiens ER degradation enhancer, mannosidase alpha-like 1 (EDEM1), mRNA.	9695	EDEM1	ER degradation enhancer, mannosidase alpha-like 1	EDEM|FLJ51559|FLJ51560|KIAA0212	3	1.044	0.00014	3
NM_014952	Homo sapiens bromo adjacent homology domain containing 1 (BAHD1), mRNA.	22893	BAHD1	bromo adjacent homology domain containing 1	KIAA0945	15	1.043	0.00055	3
NM_001312	Homo sapiens cysteine-rich protein 2 (CRIP2), mRNA.	1397	CRIP2	cysteine-rich protein 2	CRIP|CRP2|ESP1	14	1.042	0.000811	3
NM_001008490							1.042	0.000305	3
NM_004979	Homo sapiens potassium voltage-gated channel, Shal-related subfamily, member 1 (KCND1), mRNA.	3750	KCND1	potassium voltage-gated channel, Shal-related subfamily, member 1	KV4.1	X	1.042	0.000252	3
NM_003820	Homo sapiens tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator) (TNFRSF14), mRNA.	8764	TNFRSF14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	ATAR|HVEA|HVEM|LIGHTR|TR2	1	1.042	0.00091	3
NM_004083	Homo sapiens DNA-damage-inducible transcript 3 (DDIT3), mRNA.	1649	DDIT3	DNA-damage-inducible transcript 3	CEBPZ|CHOP|CHOP10|GADD153|MGC4154	12	1.04	0.000291	3
XR_000297							1.04	0.000503	3
NM_001031735	Homo sapiens chromosome 19 open reading frame 36 (C19orf36), transcript variant 1, mRNA.	113177	C19orf36	chromosome 19 open reading frame 36	4215339	19	1.04	0.0000147	3
NM_006945	Homo sapiens small proline-rich protein 2D (SPRR2D), mRNA.	6703	SPRR2D	small proline-rich protein 2D	-	1	1.04	0.000885	3
NM_015023	Homo sapiens WD and tetratricopeptide repeats 1 (WDTC1), mRNA.	23038	WDTC1	WD and tetratricopeptide repeats 1	ADP|KIAA1037	1	1.039	0.0000193	3
NM_000304	Homo sapiens peripheral myelin protein 22 (PMP22), transcript variant 1, mRNA.	5376	PMP22	peripheral myelin protein 22	CMT1A|CMT1E|DSS|GAS-3|HMSNIA|HNPP|MGC20769|Sp110	17	1.038	0.000736	3
NM_153321	Homo sapiens peripheral myelin protein 22 (PMP22), transcript variant 2, mRNA.	5376	PMP22	peripheral myelin protein 22	CMT1A|CMT1E|DSS|GAS-3|HMSNIA|HNPP|MGC20769|Sp110	17	1.038	0.000736	3
NM_153322	Homo sapiens peripheral myelin protein 22 (PMP22), transcript variant 3, mRNA.	5376	PMP22	peripheral myelin protein 22	CMT1A|CMT1E|DSS|GAS-3|HMSNIA|HNPP|MGC20769|Sp110	17	1.038	0.000736	3
NM_052878							1.036	0.0000807	3
XM_942248							1.033	0.0000731	3
NM_033239	Homo sapiens promyelocytic leukemia (PML), transcript variant 9, mRNA.	5371	PML	promyelocytic leukemia	MYL|PP8675|RNF71|TRIM19	15	1.033	0.000234	3
NM_033240	Homo sapiens promyelocytic leukemia (PML), transcript variant 2, mRNA.	5371	PML	promyelocytic leukemia	MYL|PP8675|RNF71|TRIM19	15	1.033	0.000234	3
NM_033242							1.033	0.000234	3
NM_033244	Homo sapiens promyelocytic leukemia (PML), transcript variant 5, mRNA.	5371	PML	promyelocytic leukemia	MYL|PP8675|RNF71|TRIM19	15	1.033	0.000234	3
NM_033245							1.033	0.000234	3
NM_033250	Homo sapiens promyelocytic leukemia (PML), transcript variant 11, mRNA.	5371	PML	promyelocytic leukemia	MYL|PP8675|RNF71|TRIM19	15	1.033	0.000234	3
NM_003708	Homo sapiens retinol dehydrogenase 16 (all-trans) (RDH16), mRNA.	8608	RDH16	retinol dehydrogenase 16 (all-trans)	RODH-4|SDR9C8	12	1.032	0.000669	3
NM_015125	Homo sapiens capicua homolog (Drosophila) (CIC), mRNA.	23152	CIC	capicua homolog (Drosophila)	KIAA0306	19	1.032	0.00013	3
NM_032042	Homo sapiens family with sequence similarity 172, member A (FAM172A), mRNA.	83989	FAM172A	family with sequence similarity 172, member A	C5orf21|DKFZp564D172	5	1.03	0.000743	3
NM_015133	Homo sapiens mitogen-activated protein kinase 8 interacting protein 3 (MAPK8IP3), transcript variant 1, mRNA.	23162	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	DKFZp762N1113|FLJ00027|JIP3|JSAP1|KIAA1066|SYD2	16	1.028	0.000476	3
NM_033392							1.028	0.000476	3
NM_015503	Homo sapiens SH2B adaptor protein 1 (SH2B1), mRNA.	25970	SH2B1	SH2B adaptor protein 1	DKFZp547G1110|FLJ30542|KIAA1299|SH2-B|SH2B	16	1.027	0.000194	3
NM_001014841	Homo sapiens neurochondrin (NCDN), transcript variant 2, mRNA.	23154	NCDN	neurochondrin	KIAA0607	1	1.026	0.0000297	3
NM_014284	Homo sapiens neurochondrin (NCDN), transcript variant 3, mRNA.	23154	NCDN	neurochondrin	KIAA0607	1	1.026	0.0000297	3
NM_005729	Homo sapiens peptidylprolyl isomerase F (PPIF), nuclear gene encoding mitochondrial protein, mRNA.	10105	PPIF	peptidylprolyl isomerase F	CYP3|Cyp-D|FLJ90798|MGC117207	10	1.026	0.000514	3
NM_001014839	Homo sapiens neurochondrin (NCDN), transcript variant 1, mRNA.	23154	NCDN	neurochondrin	KIAA0607	1	1.025	0.0000759	3
NM_012308	Homo sapiens F-box and leucine-rich repeat protein 11 (FBXL11), mRNA.	22992	FBXL11	F-box and leucine-rich repeat protein 11	CXXC8|DKFZp434M1735|FBL11|FBL7|FLJ00115|FLJ46431|JHDM1A|KDM2A|KIAA1004|LILINA	11	1.024	0.00049	3
XM_371474							0.981	0.00093	4
NM_004502	Homo sapiens homeobox B7 (HOXB7), mRNA.	3217	HOXB7	homeobox B7	HHO.C1|HOX2|HOX2C|Hox-2.3	17	0.98	0.000763	4
NM_006339	Homo sapiens high-mobility group 20B (HMG20B), mRNA.	10362	HMG20B	high-mobility group 20B	BRAF25|BRAF35|FLJ26127|HMGX2|HMGXB2|PP7706|SMARCE1r|SOXL|pp8857	19	0.98	0.000936	4
XM_938245							0.978	0.000778	4
NM_014599	Homo sapiens melanoma antigen family D, 2 (MAGED2), transcript variant 1, mRNA.	10916	MAGED2	melanoma antigen family D, 2	11B6|BCG1|HCA10|JCL-1|MAGE-D2|MAGED|MGC8386	X	0.976	0.000949	4
NM_177433	Homo sapiens melanoma antigen family D, 2 (MAGED2), transcript variant 2, mRNA.	10916	MAGED2	melanoma antigen family D, 2	11B6|BCG1|HCA10|JCL-1|MAGE-D2|MAGED|MGC8386	X	0.976	0.000949	4
NM_201222	Homo sapiens melanoma antigen family D, 2 (MAGED2), transcript variant 3, mRNA.	10916	MAGED2	melanoma antigen family D, 2	11B6|BCG1|HCA10|JCL-1|MAGE-D2|MAGED|MGC8386	X	0.976	0.000949	4
NM_007237	Homo sapiens SP140 nuclear body protein (SP140), transcript variant 1, mRNA.	11262	SP140	SP140 nuclear body protein	LYSP100|LYSP100-A|LYSP100-B|MGC126440	2	0.974	0.000498	4
NM_014623	Homo sapiens male-enhanced antigen 1 (MEA1), mRNA.	4201	MEA1	male-enhanced antigen 1	HYS|MEA	6	0.969	0.000384	4
NM_005441	Homo sapiens chromatin assembly factor 1, subunit B (p60) (CHAF1B), mRNA.	8208	CHAF1B	chromatin assembly factor 1, subunit B (p60)	CAF-1|CAF-IP60|CAF1|CAF1A|CAF1P60|MPHOSPH7|MPP7	21	0.969	0.000567	4
NM_002037	Homo sapiens FYN oncogene related to SRC, FGR, YES (FYN), transcript variant 1, mRNA.	2534	FYN	FYN oncogene related to SRC, FGR, YES	MGC45350|SLK|SYN	6	0.967	0.000164	4
NM_153047	Homo sapiens FYN oncogene related to SRC, FGR, YES (FYN), transcript variant 2, mRNA.	2534	FYN	FYN oncogene related to SRC, FGR, YES	MGC45350|SLK|SYN	6	0.967	0.000164	4
NM_153048	Homo sapiens FYN oncogene related to SRC, FGR, YES (FYN), transcript variant 3, mRNA.	2534	FYN	FYN oncogene related to SRC, FGR, YES	MGC45350|SLK|SYN	6	0.967	0.000164	4
NM_000375	Homo sapiens uroporphyrinogen III synthase (UROS), mRNA.	7390	UROS	uroporphyrinogen III synthase	-	10	0.966	0.000414	4
NM_002661	Homo sapiens phospholipase C, gamma 2 (phosphatidylinositol-specific) (PLCG2), mRNA.	5336	PLCG2	phospholipase C, gamma 2 (phosphatidylinositol-specific)	-	16	0.966	0.0000375	4
NM_002412	Homo sapiens O-6-methylguanine-DNA methyltransferase (MGMT), mRNA.	4255	MGMT	O-6-methylguanine-DNA methyltransferase	-	10	0.966	0.0000518	4
NM_001607	Homo sapiens acetyl-Coenzyme A acyltransferase 1 (ACAA1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	30	ACAA1	acetyl-Coenzyme A acyltransferase 1	ACAA|PTHIO|THIO	3	0.963	0.000674	4
NM_005505	Homo sapiens scavenger receptor class B, member 1 (SCARB1), transcript variant 1, mRNA.	949	SCARB1	scavenger receptor class B, member 1	CD36L1|CLA-1|CLA1|MGC138242|SR-BI|SRB1	12	0.959	0.000338	4
NM_014889	Homo sapiens pitrilysin metallopeptidase 1 (PITRM1), mRNA.	10531	PITRM1	pitrilysin metallopeptidase 1	KIAA1104|MGC138192|MGC141929|MP1|PreP|hMP1	10	0.959	0.0000304	4
NM_004649	Homo sapiens chromosome 21 open reading frame 33 (C21orf33), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	8209	C21orf33	chromosome 21 open reading frame 33	D21S2048E|ES1|GT335|HES1|KNP-I|KNPH|KNPI	21	0.958	0.000937	4
NM_198155	Homo sapiens chromosome 21 open reading frame 33 (C21orf33), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	8209	C21orf33	chromosome 21 open reading frame 33	D21S2048E|ES1|GT335|HES1|KNP-I|KNPH|KNPI	21	0.958	0.000937	4
NM_006591	Homo sapiens polymerase (DNA-directed), delta 3, accessory subunit (POLD3), mRNA.	10714	POLD3	polymerase (DNA-directed), delta 3, accessory subunit	KIAA0039|MGC119642|MGC119643|P66|P68	11	0.957	0.000122	4
NM_004275	Homo sapiens mediator complex subunit 20 (MED20), mRNA.	9477	MED20	mediator complex subunit 20	DKFZp586D2223|MGC29869|PRO0213|TRFP	6	0.955	0.000781	4
XM_047357							0.954	0.000228	4
XM_940627							0.954	0.000228	4
NM_003504	Homo sapiens CDC45 cell division cycle 45-like (S. cerevisiae) (CDC45L), mRNA.	8318	CDC45L	CDC45 cell division cycle 45-like (S. cerevisiae)	CDC45|CDC45L2|PORC-PI-1	22	0.952	0.000583	4
NM_004628	Homo sapiens xeroderma pigmentosum, complementation group C (XPC), mRNA.	7508	XPC	xeroderma pigmentosum, complementation group C	XP3|XPCC	3	0.952	0.000473	4
XM_939919	PREDICTED: Homo sapiens hypothetical LOC650832 (LOC650832), mRNA.	650832	LOC650832	similar to mitogen-activated protein kinase kinase 3 isoform A	-	17	0.951	0.0000195	4
NM_001913	Homo sapiens cut-like homeobox 1 (CUX1), transcript variant 2, mRNA.	1523	CUX1	cut-like homeobox 1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GOLIM6|Nbla10317|p100|p110|p200|p75	7	0.949	0.0000844	4
NM_181500	Homo sapiens cut-like homeobox 1 (CUX1), transcript variant 3, mRNA.	1523	CUX1	cut-like homeobox 1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GOLIM6|Nbla10317|p100|p110|p200|p75	7	0.949	0.0000844	4
NM_002969	Homo sapiens mitogen-activated protein kinase 12 (MAPK12), mRNA.	6300	MAPK12	mitogen-activated protein kinase 12	ERK3|ERK6|P38GAMMA|PRKM12|SAPK-3|SAPK3	22	0.948	0.000185	4
NM_004773	Homo sapiens zinc finger, HIT type 3 (ZNHIT3), mRNA.	9326	ZNHIT3	zinc finger, HIT type 3	TRIP3	17	0.947	0.000863	4
NM_001064	Homo sapiens transketolase (TKT), transcript variant 1, mRNA.	7086	TKT	transketolase	FLJ34765|TKT1	3	0.946	0.000614	4
NM_003077	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 (SMARCD2), transcript variant 2, mRNA.	6603	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	BAF60B|CRACD2|PRO2451|Rsc6p	17	0.946	0.00000236	4
NM_001155	Homo sapiens annexin A6 (ANXA6), transcript variant 1, mRNA.	309	ANXA6	annexin A6	ANX6|CBP68	5	0.946	0.000175	4
NM_004033	Homo sapiens annexin A6 (ANXA6), transcript variant 2, mRNA.	309	ANXA6	annexin A6	ANX6|CBP68	5	0.946	0.000175	4
NM_182923	Homo sapiens kinesin light chain 1 (KLC1), transcript variant 2, mRNA.	3831	KLC1	kinesin light chain 1	KLC|KNS2|KNS2A|MGC15245	14	0.946	0.000209	4
NM_015122	Homo sapiens FCH domain only 1 (FCHO1), mRNA.	23149	FCHO1	FCH domain only 1	KIAA0290	19	0.945	0.0000252	4
NM_004146	Homo sapiens NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa (NDUFB7), nuclear gene encoding mitochondrial protein, mRNA.	4713	NDUFB7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa	B18|CI-B18|MGC2480	19	0.945	0.0000322	4
NM_015380	Homo sapiens sorting and assembly machinery component 50 homolog (S. cerevisiae) (SAMM50), mRNA.	25813	SAMM50	sorting and assembly machinery component 50 homolog (S. cerevisiae)	CGI-51|OMP85|SAM50|TOB55|TRG-3|YNL026W	22	0.945	0.000354	4
NM_002018	Homo sapiens flightless I homolog (Drosophila) (FLII), mRNA.	2314	FLII	flightless I homolog (Drosophila)	FLI|FLIL|Fli1|MGC39265	17	0.944	0.000403	4
NM_001255	Homo sapiens cell division cycle 20 homolog (S. cerevisiae) (CDC20), mRNA.	991	CDC20	cell division cycle 20 homolog (S. cerevisiae)	CDC20A|MGC102824|bA276H19.3|p55CDC	1	0.943	0.000000865	4
NM_078626	Homo sapiens cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4) (CDKN2C), transcript variant 2, mRNA.	1031	CDKN2C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	INK4C|p18|p18-INK4C	1	0.942	0.000463	4
NM_012321	Homo sapiens LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae) (LSM4), mRNA.	25804	LSM4	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	YER112W	19	0.942	0.000641	4
NM_001039467	Homo sapiens regulator of G-protein signaling 19 (RGS19), transcript variant 2, mRNA.	10287	RGS19	regulator of G-protein signaling 19	GAIP|RGSGAIP	20	0.942	0.000806	4
NM_005873	Homo sapiens regulator of G-protein signaling 19 (RGS19), transcript variant 1, mRNA.	10287	RGS19	regulator of G-protein signaling 19	GAIP|RGSGAIP	20	0.942	0.000806	4
XM_940575							0.942	0.0000142	4
NM_013236	Homo sapiens ataxin 10 (ATXN10), mRNA.	25814	ATXN10	ataxin 10	E46L|FLJ37990|SCA10	22	0.941	0.000101	4
NM_015918	Homo sapiens processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae) (POP5), transcript variant 1, mRNA.	51367	POP5	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)	HSPC004|RPP2|RPP20	12	0.941	0.000799	4
NM_005243	Homo sapiens Ewing sarcoma breakpoint region 1 (EWSR1), transcript variant EWS, mRNA.	2130	EWSR1	Ewing sarcoma breakpoint region 1	EWS	22	0.941	0.000162	4
NM_013986	Homo sapiens Ewing sarcoma breakpoint region 1 (EWSR1), transcript variant EWS-b, mRNA.	2130	EWSR1	Ewing sarcoma breakpoint region 1	EWS	22	0.941	0.000162	4
NM_000858	Homo sapiens guanylate kinase 1 (GUK1), mRNA.	2987	GUK1	guanylate kinase 1	GMK	1	0.94	0.000242	4
NM_001012727	Homo sapiens 1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) (AGPAT2), transcript variant 2, mRNA.	10555	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	1-AGPAT2|BSCL|BSCL1|LPAAB|LPAAT-beta	9	0.94	0.000113	4
NM_006412	Homo sapiens 1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) (AGPAT2), transcript variant 1, mRNA.	10555	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	1-AGPAT2|BSCL|BSCL1|LPAAB|LPAAT-beta	9	0.94	0.000113	4
NM_001024808	Homo sapiens B-cell CLL/lymphoma 7A (BCL7A), transcript variant 2, mRNA.	605	BCL7A	B-cell CLL/lymphoma 7A	BCL7	12	0.939	0.000193	4
NM_020993	Homo sapiens B-cell CLL/lymphoma 7A (BCL7A), transcript variant 1, mRNA.	605	BCL7A	B-cell CLL/lymphoma 7A	BCL7	12	0.939	0.000193	4
NM_152296	Homo sapiens ATPase, Na+/K+ transporting, alpha 3 polypeptide (ATP1A3), mRNA.	478	ATP1A3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	DYT12|MGC13276|RDP	19	0.939	0.000961	4
NM_020310	Homo sapiens MAX binding protein (MNT), mRNA.	4335	MNT	MAX binding protein	MAD6|MXD6|ROX|bHLHd3	17	0.939	0.000727	4
NM_014919							0.938	0.0000617	4
NM_133330	Homo sapiens Wolf-Hirschhorn syndrome candidate 1 (WHSC1), transcript variant 1, mRNA.	7468	WHSC1	Wolf-Hirschhorn syndrome candidate 1	FLJ23286|KIAA1090|MGC176638|MMSET|NSD2|REIIBP|TRX5|WHS	4	0.938	0.0000617	4
NM_133331	Homo sapiens Wolf-Hirschhorn syndrome candidate 1 (WHSC1), transcript variant 2, mRNA.	7468	WHSC1	Wolf-Hirschhorn syndrome candidate 1	FLJ23286|KIAA1090|MGC176638|MMSET|NSD2|REIIBP|TRX5|WHS	4	0.938	0.0000617	4
NM_133332							0.938	0.0000617	4
NM_133333							0.938	0.0000617	4
NM_133335	Homo sapiens Wolf-Hirschhorn syndrome candidate 1 (WHSC1), transcript variant 3, mRNA.	7468	WHSC1	Wolf-Hirschhorn syndrome candidate 1	FLJ23286|KIAA1090|MGC176638|MMSET|NSD2|REIIBP|TRX5|WHS	4	0.938	0.0000617	4
NM_005730	Homo sapiens CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 (CTDSP2), mRNA.	10106	CTDSP2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2	OS4|PSR2|SCP2	12	0.938	0.000902	4
NM_012333	Homo sapiens c-myc binding protein (MYCBP), mRNA.	26292	MYCBP	c-myc binding protein	AMY-1	1	0.937	0.000465	4
NM_000061	Homo sapiens Bruton agammaglobulinemia tyrosine kinase (BTK), mRNA.	695	BTK	Bruton agammaglobulinemia tyrosine kinase	AGMX1|AT|ATK|BPK|IMD1|MGC126261|MGC126262|PSCTK1|XLA	X	0.937	0.000973	4
NM_017887	Homo sapiens chromosome 1 open reading frame 123 (C1orf123), mRNA.	54987	C1orf123	chromosome 1 open reading frame 123	FLJ20580	1	0.937	0.000482	4
NM_015100	Homo sapiens pogo transposable element with ZNF domain (POGZ), transcript variant 1, mRNA.	23126	POGZ	pogo transposable element with ZNF domain	KIAA0461|MGC71543|SUHW5|ZNF280E|ZNF635|ZNF635m	1	0.936	0.00000441	4
NM_207171	Homo sapiens pogo transposable element with ZNF domain (POGZ), transcript variant 2, mRNA.	23126	POGZ	pogo transposable element with ZNF domain	KIAA0461|MGC71543|SUHW5|ZNF280E|ZNF635|ZNF635m	1	0.936	0.00000441	4
NM_000895	Homo sapiens leukotriene A4 hydrolase (LTA4H), mRNA.	4048	LTA4H	leukotriene A4 hydrolase	-	12	0.935	0.000000918	4
NM_032102	Homo sapiens splicing factor, arginine/serine-rich 2B (SFRS2B), mRNA.	10929	SFRS2B	splicing factor, arginine/serine-rich 2B	SRP46	11	0.935	0.000199	4
NM_005644	Homo sapiens TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa (TAF12), transcript variant 2, mRNA.	6883	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	TAF2J|TAFII20	1	0.933	0.000501	4
NM_001262	Homo sapiens cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4) (CDKN2C), transcript variant 1, mRNA.	1031	CDKN2C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	INK4C|p18|p18-INK4C	1	0.932	0.000298	4
NM_001071	Homo sapiens thymidylate synthetase (TYMS), mRNA.	7298	TYMS	thymidylate synthetase	HsT422|MGC88736|TMS|TS|TSase	18	0.932	0.0000548	4
NM_000698	Homo sapiens arachidonate 5-lipoxygenase (ALOX5), mRNA.	240	ALOX5	arachidonate 5-lipoxygenase	5-LO|5-LOX|5LPG|LOG5|MGC163204	10	0.93	0.000118	4
NM_021173	Homo sapiens polymerase (DNA-directed), delta 4 (POLD4), mRNA.	57804	POLD4	polymerase (DNA-directed), delta 4	POLDS|p12	11	0.929	0.0000118	4
NM_001009566	Homo sapiens calsyntenin 1 (CLSTN1), transcript variant 1, mRNA.	22883	CLSTN1	calsyntenin 1	ALC-ALPHA|CSTN1|FLJ32258|KIAA0911|PIK3CD|XB31alpha|alcalpha1|alcalpha2	1	0.928	0.00000508	4
NM_014944	Homo sapiens calsyntenin 1 (CLSTN1), transcript variant 2, mRNA.	22883	CLSTN1	calsyntenin 1	ALC-ALPHA|CSTN1|FLJ32258|KIAA0911|PIK3CD|XB31alpha|alcalpha1|alcalpha2	1	0.928	0.00000508	4
NM_001229	Homo sapiens caspase 9, apoptosis-related cysteine peptidase (CASP9), transcript variant alpha, mRNA.	842	CASP9	caspase 9, apoptosis-related cysteine peptidase	APAF-3|APAF3|CASPASE-9c|ICE-LAP6|MCH6	1	0.928	0.000261	4
NM_032996	Homo sapiens caspase 9, apoptosis-related cysteine peptidase (CASP9), transcript variant beta, mRNA.	842	CASP9	caspase 9, apoptosis-related cysteine peptidase	APAF-3|APAF3|CASPASE-9c|ICE-LAP6|MCH6	1	0.928	0.000261	4
NM_005192	Homo sapiens cyclin-dependent kinase inhibitor 3 (CDKN3), transcript variant 1, mRNA.	1033	CDKN3	cyclin-dependent kinase inhibitor 3	CDI1|CIP2|FLJ25787|KAP|KAP1|MGC70625	14	0.927	0.000396	4
NM_002622	Homo sapiens prefoldin subunit 1 (PFDN1), mRNA.	5201	PFDN1	prefoldin subunit 1	PDF|PFD1	5	0.927	0.000493	4
