rank	accession	p-value	gene description
272	206472_s_at	0.013	gb:NM_005078.1 /DEF=Homo sapiens transducin-like enhancer of split 3, homolog of Drosophila E(sp1) (TLE3), mRNA.  /FEA=mRNA /GEN=TLE3 /PROD=transducin-like enhancer of split 3, homolog ofDrosophila E(sp1) /DB_XREF=gi:4827029 /UG=Hs.287362 transducin-like enhancer of split 3, homolog of Drosophila E(sp1) /FL=gb:M99438.1 gb:NM_005078.1
273	212886_at	0.013	Consensus includes gb:AL080169.1 /DEF=Homo sapiens mRNA; cDNA DKFZp434C171 (from clone DKFZp434C171); partial cds.  /FEA=mRNA /GEN=DKFZp434C171 /PROD=hypothetical protein /DB_XREF=gi:5262637 /UG=Hs.209100 DKFZP434C171 protein
274	217140_s_at	0.013	Consensus includes gb:AJ002428 /DEF=Homo sapiens VDAC1 pseudogene /FEA=CDS /DB_XREF=gi:3183956 /UG=Hs.201553 voltage-dependent anion channel 1 pseudogene
275	222108_at	0.013	Consensus includes gb:AC004010 /DEF=Human BAC clone GS1-99H8 /FEA=CDS /DB_XREF=gi:2781385 /UG=Hs.121520 Human BAC clone GS1-99H8
276	201990_s_at	0.013	gb:NM_001310.1 /DEF=Homo sapiens cAMP responsive element binding protein-like 2 (CREBL2), mRNA.  /FEA=mRNA /GEN=CREBL2 /PROD=cAMP responsive element binding protein-like 2 /DB_XREF=gi:4503034 /UG=Hs.13313 cAMP responsive element binding protein-like 2 /FL=gb:AF039081.1 gb:NM_001310.1
277	207236_at	0.013	gb:NM_003419.1 /DEF=Homo sapiens zinc finger protein 10 (KOX 1) (ZNF10), mRNA. /FEA=mRNA /GEN=ZNF10 /PROD=zinc finger protein 10 (KOX 1) /DB_XREF=gi:4507974 /UG=Hs.169319 zinc finger protein 10 (KOX 1) /FL=gb:NM_003419.1
278	212379_at	0.013	Consensus includes gb:BE966876 /FEA=EST /DB_XREF=gi:11772747 /DB_XREF=est:601660886R1 /CLONE=IMAGE:3915813 /UG=Hs.82285 phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase /FL=gb:NM_000819.1
279	212440_at	0.013	Consensus includes gb:X76302.1 /DEF=H.sapiens RY-1 mRNA for putative nucleic acid binding protein. /FEA=mRNA /GEN=RY-1 /PROD=nucleic acid binding protein /DB_XREF=gi:431952 /UG=Hs.54649 putative nucleic acid binding protein RY-1
280	218069_at	0.013	gb:NM_024096.1 /DEF=Homo sapiens hypothetical protein MGC5627 (MGC5627), mRNA. /FEA=mRNA /GEN=MGC5627 /PROD=hypothetical protein MGC5627 /DB_XREF=gi:13129099 /UG=Hs.237971 hypothetical protein MGC5627 /FL=gb:BC001344.1 gb:NM_024096.1 gb:AF212242.1
281	219646_at	0.013	gb:NM_017702.1 /DEF=Homo sapiens hypothetical protein FLJ20186 (FLJ20186), mRNA. /FEA=mRNA /GEN=FLJ20186 /PROD=hypothetical protein FLJ20186 /DB_XREF=gi:8923176 /UG=Hs.65021 hypothetical protein FLJ20186 /FL=gb:NM_017702.1
282	201751_at	0.013	gb:NM_014876.1 /DEF=Homo sapiens KIAA0063 gene product (KIAA0063), mRNA. /FEA=mRNA /GEN=KIAA0063 /PROD=KIAA0063 gene product /DB_XREF=gi:7661887 /UG=Hs.3094 KIAA0063 gene product /FL=gb:D31884.1 gb:NM_014876.1
283	204885_s_at	0.013	gb:NM_005823.2 /DEF=Homo sapiens mesothelin (MSLN), transcript variant 1, mRNA. /FEA=mRNA /GEN=MSLN /PROD=megakaryocyte potentiating factor precursor /DB_XREF=gi:7108357 /UG=Hs.155981 mesothelin /FL=gb:D49441.1 gb:BC003512.1 gb:NM_005823.2
284	210394_x_at	0.013	gb:BC005325.1 /DEF=Homo sapiens, synovial sarcoma, X breakpoint 4, clone MGC:12411, mRNA, complete cds.  /FEA=mRNA /PROD=synovial sarcoma, X breakpoint 4 /DB_XREF=gi:13529094 /UG=Hs.289105 synovial sarcoma, X breakpoint 2 /FL=gb:BC005325.1
285	212796_s_at	0.013	Consensus includes gb:BF195608 /FEA=EST /DB_XREF=gi:11082676 /DB_XREF=est:7n85f03.x1 /CLONE=IMAGE:3571349 /UG=Hs.126084 KIAA1055 protein
286	216060_s_at	0.013	Consensus includes gb:AK021890.1 /DEF=Homo sapiens cDNA FLJ11828 fis, clone HEMBA1006507, weakly similar to DIAPHANOUS PROTEIN HOMOLOG 2.  /FEA=mRNA /DB_XREF=gi:10433178 /UG=Hs.197751 KIAA0666 protein
287	216100_s_at	0.013	Consensus includes gb:BG289527 /FEA=EST /DB_XREF=gi:13045417 /DB_XREF=est:602384379F1 /CLONE=IMAGE:4513362 /UG=Hs.234265 DKFZP586G011 protein
288	218654_s_at	0.013	gb:NM_016071.1 /DEF=Homo sapiens CGI-139 protein (LOC51650), mRNA. /FEA=mRNA /GEN=LOC51650 /PROD=CGI-139 protein /DB_XREF=gi:7706348 /UG=Hs.83006 CGI-139 protein /FL=gb:AF151897.1 gb:AF078858.1 gb:NM_016071.1
289	208653_s_at	0.013	Consensus includes gb:AF263279.1 /DEF=Homo sapiens CD164 mRNA, complete cds. /FEA=CDS /PROD=CD164 /DB_XREF=gi:9230740 /UG=Hs.43910 CD164 antigen, sialomucin /FL=gb:AF299341.1 gb:AF299343.1 gb:AF263279.1
290	215146_s_at	0.013	Consensus includes gb:AB028966.1 /DEF=Homo sapiens mRNA for KIAA1043 protein, partial cds. /FEA=mRNA /GEN=KIAA1043 /PROD=KIAA1043 protein /DB_XREF=gi:5689422 /UG=Hs.11390 KIAA1043 protein
291	221042_s_at	0.013	gb:NM_024734.1 /DEF=Homo sapiens hypothetical protein FLJ12383 (FLJ12383), mRNA. /FEA=mRNA /GEN=FLJ12383 /PROD=hypothetical protein FLJ12383 /DB_XREF=gi:13376053 /UG=Hs.118164 hypothetical protein FLJ12383 /FL=gb:NM_024734.1
292	213017_at	0.014	Consensus includes gb:AL534702 /FEA=EST /DB_XREF=gi:12798195 /DB_XREF=est:AL534702 /CLONE=CS0DF006YN17 (3 prime) /UG=Hs.13377 Homo sapiens clone 23649 and 23755 unknown mRNA, partial cds
293	212606_at	0.014	Consensus includes gb:AL536319 /FEA=EST /DB_XREF=gi:12799812 /DB_XREF=est:AL536319 /CLONE=CS0DF015YG13 (3 prime) /UG=Hs.198135 KIAA0993 protein
294	205671_s_at	0.014	gb:NM_002120.1 /DEF=Homo sapiens major histocompatibility complex, class II, DO beta (HLA-DOB), mRNA.  /FEA=mRNA /GEN=HLA-DOB /PROD=major histocompatibility complex, class II, DObeta /DB_XREF=gi:4504402 /UG=Hs.1802 major histocompatibility complex, class II, DO beta /FL=gb:M26040.1 gb:NM_002120.1
295	219019_at	0.014	gb:NM_018494.1 /DEF=Homo sapiens leucine rich repeat and death domain containing protein (LRDD), mRNA.  /FEA=mRNA /GEN=LRDD /PROD=leucine rich repeat and death domain containingprotein /DB_XREF=gi:8923912 /UG=Hs.123136 leucine rich repeat and death domain containing protein /FL=gb:AF229178.1 gb:NM_018494.1
296	208914_at	0.014	Consensus includes gb:BE646414 /FEA=EST /DB_XREF=gi:9970725 /DB_XREF=est:7e86d08.x1 /CLONE=IMAGE:3292047 /UG=Hs.155546 KIAA1080 protein; Golgi-associated, gamma-adaptin ear containing, ARF-binding protein 2 /FL=gb:AF190863.1 gb:AF233522.1 gb:AF165531.1 gb:NM_015044.1
297	220389_at	0.014	gb:NM_021827.1 /DEF=Homo sapiens hypothetical protein FLJ23514 (FLJ23514), mRNA. /FEA=mRNA /GEN=FLJ23514 /PROD=hypothetical protein FLJ23514 /DB_XREF=gi:11141904 /UG=Hs.144913 hypothetical protein FLJ23514 /FL=gb:NM_021827.1
298	220981_x_at	0.014	gb:NM_022053.1 /DEF=Homo sapiens nuclear RNA export factor 2 (NXF2), mRNA. /FEA=mRNA /GEN=NXF2 /PROD=nuclear RNA export factor 2 /DB_XREF=gi:13430853 /UG=Hs.306209 nuclear RNA export factor 2 /FL=gb:NM_022053.1
299	206574_s_at	0.014	gb:NM_007079.1 /DEF=Homo sapiens protein tyrosine phosphatase type IVA, member 3 (PTP4A3), mRNA.  /FEA=mRNA /GEN=PTP4A3 /PROD=protein tyrosine phosphatase type IVA, member 3 /DB_XREF=gi:6857821 /UG=Hs.43666 protein tyrosine phosphatase type IVA, member 3 /FL=gb:AF041434.1 gb:NM_007079.1
300	208993_s_at	0.014	Consensus includes gb:AW340788 /FEA=EST /DB_XREF=gi:6837414 /DB_XREF=est:ha12h05.x1 /CLONE=IMAGE:2873529 /UG=Hs.77965 peptidyl-prolyl isomerase G (cyclophilin G) /FL=gb:U40763.1 gb:NM_004792.1
301	218481_at	0.014	gb:NM_020158.1 /DEF=Homo sapiens exosome component Rrp46 (RRP46), mRNA. /FEA=mRNA /GEN=RRP46 /PROD=exosome component Rrp46 /DB_XREF=gi:9910359 /UG=Hs.283741 exosome component Rrp46 /FL=gb:AF281134.1 gb:NM_020158.1
302	209099_x_at	0.014	gb:U73936.1 /DEF=Homo sapiens Jagged 1 (HJ1) mRNA, complete cds. /FEA=mRNA /GEN=HJ1 /PROD=Jagged 1 /DB_XREF=gi:1695273 /UG=Hs.91143 jagged 1 (Alagille syndrome) /FL=gb:U61276.1 gb:U73936.1 gb:AF003837.1 gb:AF028593.1 gb:NM_000214.1
303	207175_at	0.015	gb:NM_004797.1 /DEF=Homo sapiens adipose most abundant gene transcript 1 (APM1), mRNA. /FEA=mRNA /GEN=APM1 /PROD=adipose most abundant gene transcript 1 /DB_XREF=gi:4757759 /UG=Hs.80485 adipose most abundant gene transcript 1 /FL=gb:NM_004797.1 gb:D45371.1
304	32032_at	0.015	Cluster Incl. L77566:Homo sapiens DGS-I mRNA, 3  end /cds=UNKNOWN /gb=L77566 /gi=1377764 /ug=Hs.154879 /len=1698
305	201338_x_at	0.015	gb:NM_002097.1 /DEF=Homo sapiens general transcription factor IIIA (GTF3A), mRNA. /FEA=mRNA /GEN=GTF3A /PROD=general transcription factor IIIA /DB_XREF=gi:4753158 /UG=Hs.75113 general transcription factor IIIA /FL=gb:D32257.1 gb:NM_002097.1
306	208995_s_at	0.015	gb:U40763.1 /DEF=Human Clk-associated RS cyclophilin CARS-Cyp mRNA, complete cds. /FEA=mRNA /PROD=CARS-Cyp /DB_XREF=gi:1117967 /UG=Hs.77965 peptidyl-prolyl isomerase G (cyclophilin G) /FL=gb:U40763.1 gb:NM_004792.1
307	214730_s_at	0.015	Consensus includes gb:AK025457.1 /DEF=Homo sapiens cDNA: FLJ21804 fis, clone HEP00746, highly similar to HSU64791 Human Golgi membrane sialoglycoprotein MG160 (GLG1) mRNA.  /FEA=mRNA /DB_XREF=gi:10437977 /UG=Hs.78979 Golgi apparatus protein 1
308	209228_x_at	0.015	gb:U42349.1 /DEF=Human N33 mRNA, complete cds. /FEA=mRNA /GEN=N33 /DB_XREF=gi:1353672 /UG=Hs.71119 Putative prostate cancer tumor suppressor /FL=gb:U42349.1 gb:NM_006765.1
309	208864_s_at	0.015	gb:AF313911.1 /DEF=Homo sapiens thioredoxin mRNA, complete cds. /FEA=mRNA /PROD=thioredoxin /DB_XREF=gi:11345419 /UG=Hs.76136 thioredoxin /FL=gb:AF313911.1 gb:BC003377.1 gb:J04026.1 gb:NM_003329.1 gb:AF276919.1 gb:AY004872.1
310	217645_at	0.015	Consensus includes gb:AW088547 /FEA=EST /DB_XREF=gi:6044358 /DB_XREF=est:xd17c08.x1 /CLONE=IMAGE:2594030 /UG=Hs.312076 ESTs, Moderately similar to ALU2_HUMAN ALU SUBFAMILY SB SEQUENCE CONTAMINATION WARNING ENTRY H.sapiens
311	209207_s_at	0.015	gb:BC001364.1 /DEF=Homo sapiens, SEC22, vesicle trafficking protein (S. cerevisiae)-like 1, clone MGC:1960, mRNA, complete cds.  /FEA=mRNA /PROD=SEC22, vesicle trafficking protein (S.cerevisiae)-like 1 /DB_XREF=gi:12655032 /UG=Hs.50785 SEC22, vesicle trafficking protein (S. cerevisiae)-like 1 /FL=gb:BC001364.1 gb:AF047442.1 gb:NM_004892.1
312	201426_s_at	0.015	Consensus includes gb:AI922599 /FEA=EST /DB_XREF=gi:5658563 /DB_XREF=est:wm90b11.x1 /CLONE=IMAGE:2443197 /UG=Hs.297753 vimentin /FL=gb:BC000163.2 gb:NM_003380.1
313	206864_s_at	0.015	gb:NM_003806.1 /DEF=Homo sapiens harakiri, BCL2-interacting protein (contains only BH3 domain) (HRK), mRNA.  /FEA=mRNA /GEN=HRK /PROD=harakiri /DB_XREF=gi:4504492 /UG=Hs.87247 harakiri, BCL2-interacting protein (contains only BH3 domain) /FL=gb:U76376.1 gb:NM_003806.1
314	207675_x_at	0.015	gb:NM_003976.1 /DEF=Homo sapiens artemin (ARTN), mRNA. /FEA=mRNA /GEN=ARTN /PROD=neurotrophic factor artemin precursor /DB_XREF=gi:4502244 /UG=Hs.194689 artemin /FL=gb:AF109401.1 gb:NM_003976.1
315	209963_s_at	0.015	gb:M34986.1 /DEF=Human erythropoietin receptor mRNA, complete cds. /FEA=mRNA /GEN=EPOR /DB_XREF=gi:182200 /UG=Hs.89548 erythropoietin receptor /FL=gb:M34986.1 gb:M60459.1 gb:NM_000121.2
316	214728_x_at	0.015	Consensus includes gb:AK026573.1 /DEF=Homo sapiens cDNA: FLJ22920 fis, clone KAT06686, highly similar to HSU29175 Human transcriptional activator (BRG1) mRNA.  /FEA=mRNA /DB_XREF=gi:10439456 /UG=Hs.78202 SWISNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
317	211240_x_at	0.015	gb:AB002382.1 /DEF=Human mRNA for KIAA0384 gene, complete cds. /FEA=mRNA /GEN=KIAA0384 /DB_XREF=gi:2224708 /UG=Hs.166011 catenin (cadherin-associated protein), delta 1 /FL=gb:AB002382.1
318	212589_at	0.016	Consensus includes gb:AI753792 /FEA=EST /DB_XREF=gi:5132144 /DB_XREF=est:cr16f06.x2 /CLONE=HBMSC_cr16f06 /UG=Hs.206097 oncogene TC21
319	218253_s_at	0.016	gb:NM_006893.1 /DEF=Homo sapiens ligatin (LGTN), mRNA. /FEA=mRNA /GEN=LGTN /PROD=ligatin /DB_XREF=gi:11386190 /UG=Hs.274151 ligatin /FL=gb:NM_006893.1 gb:AF220417.2
320	212040_at	0.016	Consensus includes gb:BG249599 /FEA=EST /DB_XREF=gi:12759426 /DB_XREF=est:602319692F1 /CLONE=IMAGE:4414895 /UG=Hs.110771 Homo sapiens cDNA: FLJ21904 fis, clone HEP03585
321	208862_s_at	0.016	Consensus includes gb:AW073672 /FEA=EST /DB_XREF=gi:6028670 /DB_XREF=est:xb01b04.x1 /CLONE=IMAGE:2574991 /UG=Hs.166011 catenin (cadherin-associated protein), delta 1 /FL=gb:AF062328.1
322	208637_x_at	0.016	gb:BC003576.1 /DEF=Homo sapiens, actinin, alpha 1, clone MGC:2358, mRNA, complete cds. /FEA=mRNA /PROD=actinin, alpha 1 /DB_XREF=gi:13097755 /UG=Hs.119000 actinin, alpha 1 /FL=gb:NM_001102.2 gb:BC003576.1
323	215460_x_at	0.016	Consensus includes gb:AL080149.1 /DEF=Homo sapiens mRNA; cDNA DKFZp434B094 (from clone DKFZp434B094); partial cds.  /FEA=mRNA /GEN=DKFZp434B094 /PROD=hypothetical protein /DB_XREF=gi:5262602 /UG=Hs.127950 bromodomain-containing 1
324	220276_at	0.016	gb:NM_024730.1 /DEF=Homo sapiens hypothetical protein FLJ22655 (FLJ22655), mRNA. /FEA=mRNA /GEN=FLJ22655 /PROD=hypothetical protein FLJ22655 /DB_XREF=gi:13376045 /UG=Hs.115497 hypothetical protein FLJ22655 /FL=gb:NM_024730.1
325	219901_at	0.016	gb:NM_018351.1 /DEF=Homo sapiens hypothetical protein FLJ11183 (FLJ11183), mRNA. /FEA=mRNA /GEN=FLJ11183 /PROD=hypothetical protein FLJ11183 /DB_XREF=gi:8922920 /UG=Hs.170623 hypothetical protein FLJ11183 /FL=gb:NM_018351.1
326	205267_at	0.016	gb:NM_006235.1 /DEF=Homo sapiens POU domain, class 2, associating factor 1 (POU2AF1), mRNA.  /FEA=mRNA /GEN=POU2AF1 /PROD=POU domain, class 2, associating factor 1 /DB_XREF=gi:5453933 /UG=Hs.2407 POU domain, class 2, associating factor 1 /FL=gb:NM_006235.1
327	218163_at	0.016	gb:NM_014060.1 /DEF=Homo sapiens MCT-1 protein (MCT-1), mRNA. /FEA=mRNA /GEN=MCT-1 /PROD=MCT-1 protein /DB_XREF=gi:7662501 /UG=Hs.102696 MCT-1 protein /FL=gb:BC001013.1 gb:AB034206.1 gb:NM_014060.1
328	201136_at	0.016	gb:NM_002668.1 /DEF=Homo sapiens proteolipid protein 2 (colonic epithelium-enriched) (PLP2), mRNA.  /FEA=mRNA /GEN=PLP2 /PROD=proteolipid protein 2 (colonicepithelium-enriched) /DB_XREF=gi:4505892 /UG=Hs.77422 proteolipid protein 2 (colonic epithelium-enriched) /FL=gb:L09604.1 gb:NM_002668.1
329	201164_s_at	0.016	Consensus includes gb:BG474429 /FEA=EST /DB_XREF=gi:13406706 /DB_XREF=est:602517152F1 /CLONE=IMAGE:4648765 /UG=Hs.153834 pumilio (Drosophila) homolog 1 /FL=gb:AF315592.1 gb:NM_014676.1
330	216541_x_at	0.016	Consensus includes gb:AJ275397 /DEF=Homo sapiens partial IGVH1 gene for immunoglobulin heavy chain V region, case 1, cell Mo V 94 /FEA=CDS /DB_XREF=gi:7573056 /UG=Hs.272359 Homo sapiens partial IGVH1 gene for immunoglobulin heavy chain V region, case 1, cell Mo V 94
331	204893_s_at	0.017	gb:NM_004799.1 /DEF=Homo sapiens MAD (mothers against decapentaplegic, Drosophila) homolog interacting protein, receptor activation anchor (MADHIP), transcript variant 3, mRNA.  /FEA=mRNA /GEN=MADHIP /PROD=Smad anchor for receptor activation, isoform 3 /DB_XREF=gi:4759059 /UG=Hs.194716 MAD (mothers against decapentaplegic, Drosophila) homolog interacting protein, receptor activation anchor /FL=gb:AF104304.1 gb:NM_004799.1
332	214366_s_at	0.017	Consensus includes gb:AA995910 /FEA=EST /DB_XREF=gi:3182399 /DB_XREF=est:ou44g05.s1 /CLONE=IMAGE:1629176 /UG=Hs.89499 arachidonate 5-lipoxygenase
333	212193_s_at	0.017	Consensus includes gb:BE881529 /FEA=EST /DB_XREF=gi:10330305 /DB_XREF=est:601490242F1 /CLONE=IMAGE:3892546 /UG=Hs.6214 KIAA0731 protein
334	221569_at	0.017	gb:AL136797.1 /DEF=Homo sapiens mRNA; cDNA DKFZp434N031 (from clone DKFZp434N031); complete cds.  /FEA=mRNA /GEN=DKFZp434N031 /PROD=hypothetical protein /DB_XREF=gi:12053106 /UG=Hs.273294 hypothetical protein FLJ20069 /FL=gb:AL136797.1
335	209222_s_at	0.017	gb:BC000296.1 /DEF=Homo sapiens, Similar to KIAA0772 gene product, clone MGC:8342, mRNA, complete cds.  /FEA=mRNA /PROD=Similar to KIAA0772 gene product /DB_XREF=gi:12653062 /UG=Hs.15519 KIAA0772 gene product /FL=gb:BC000296.1 gb:BC004455.1
336	212558_at	0.017	Consensus includes gb:BF508662 /FEA=EST /DB_XREF=gi:11591960 /DB_XREF=est:UI-H-BI4-aop-c-11-0-UI.s1 /CLONE=IMAGE:3085461 /UG=Hs.88044 sprouty (Drosophila) homolog 1 (antagonist of FGF signaling)
337	AFFX-HSAC07/X00351_M_at	0.017	X00351 Human mRNA for beta-actin (_5, _M, _3 represent transcript regions 5 prime, Middle, and 3 prime respectively)
338	208715_at	0.017	Consensus includes gb:BF002031 /FEA=EST /DB_XREF=gi:10702306 /DB_XREF=est:7g98a08.x1 /CLONE=IMAGE:3314486 /UG=Hs.93832 putative membrane protein /FL=gb:BC000104.1 gb:AB020980.1
339	201318_s_at	0.017	gb:NM_006471.1 /DEF=Homo sapiens myosin, light polypeptide, regulatory, non-sarcomeric (20kD) (MLCB), mRNA.  /FEA=mRNA /GEN=MLCB /PROD=myosin, light polypeptide, regulatory,non-sarcomeric (20kD) /DB_XREF=gi:5453739 /UG=Hs.233936 myosin, light polypeptide, regulatory, non-sarcomeric (20kD) /FL=gb:NM_006471.1
340	214953_s_at	0.018	Consensus includes gb:X06989.1 /DEF=Human mRNA for amyloid A4(751) protein. /FEA=mRNA /DB_XREF=gi:28720 /UG=Hs.177486 amyloid beta (A4) precursor protein (protease nexin-II, Alzheimer disease)
341	202301_s_at	0.018	Consensus includes gb:BE396879 /FEA=EST /DB_XREF=gi:9342244 /DB_XREF=est:601289401F1 /CLONE=IMAGE:3619848 /UG=Hs.81648 hypothetical protein FLJ11021 similar to splicing factor, arginineserine-rich 4 /FL=gb:NM_023012.1
342	202345_s_at	0.018	gb:NM_001444.1 /DEF=Homo sapiens fatty acid binding protein 5 (psoriasis-associated) (FABP5), mRNA.  /FEA=mRNA /GEN=FABP5 /PROD=fatty acid binding protein 5(psoriasis-associated) /DB_XREF=gi:4557580 /UG=Hs.153179 fatty acid binding protein 5 (psoriasis-associated) /FL=gb:M94856.1 gb:NM_001444.1
343	204494_s_at	0.018	Consensus includes gb:AW516789 /FEA=EST /DB_XREF=gi:7154955 /DB_XREF=est:xq04c06.x1 /CLONE=IMAGE:2748874 /UG=Hs.17936 DKFZP434H132 protein /FL=gb:BC000540.1 gb:NM_015492.1
344	210664_s_at	0.018	gb:AF021834.1 /DEF=Homo sapiens tissue factor pathway inhibitor beta (TFPIbeta) mRNA, complete cds.  /FEA=mRNA /GEN=TFPIbeta /PROD=tissue factor pathway inhibitor beta /DB_XREF=gi:4103170 /UG=Hs.170279 tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor) /FL=gb:AF021834.1
345	213753_x_at	0.018	Consensus includes gb:BF541557 /FEA=EST /DB_XREF=gi:11628938 /DB_XREF=est:602067933F1 /CLONE=IMAGE:4066833 /UG=Hs.119140 eukaryotic translation initiation factor 5A
346	204954_s_at	0.018	gb:NM_004714.1 /DEF=Homo sapiens dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B (DYRK1B), transcript variant a, mRNA.  /FEA=mRNA /GEN=DYRK1B /PROD=dual-specificity tyrosine-(Y)-phosphorylationregulated kinase 1B isoform a /DB_XREF=gi:4758221 /UG=Hs.130988 dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B /FL=gb:NM_004714.1 gb:AF205861.1
347	213095_x_at	0.018	Consensus includes gb:AF299327.1 /DEF=Homo sapiens allograft inflammatory factor-1 splice variant G1 mRNA, complete cds.  /FEA=CDS /PROD=allograft inflammatory factor-1 splice variantG1 /DB_XREF=gi:11611961 /UG=Hs.76364 allograft inflammatory factor 1 /FL=gb:AF299327.1
348	209463_s_at	0.018	gb:D50544.1 /DEF=Human TFIID subunit p22 mRNA, complete cds. /FEA=mRNA /PROD=TFIID subunit p22 /DB_XREF=gi:1345403 /UG=Hs.82037 TATA box binding protein (TBP)-associated factor, RNA polymerase II, J, 20kD /FL=gb:D50544.1 gb:NM_005644.2
349	218019_s_at	0.019	gb:NM_021941.1 /DEF=Homo sapiens hypothetical protein FLJ21324 (FLJ21324), mRNA. /FEA=mRNA /GEN=FLJ21324 /PROD=hypothetical protein FLJ21324 /DB_XREF=gi:11345479 /UG=Hs.4746 hypothetical protein FLJ21324 /FL=gb:NM_021941.1 gb:BC003651.1
350	211919_s_at	0.019	gb:AF348491.1 /DEF=Homo sapiens chemokine receptor CXCR4 mRNA, complete cds. /FEA=CDS /PROD=chemokine receptor CXCR4 /DB_XREF=gi:13549089 /FL=gb:AF348491.1
351	206862_at	0.019	gb:NM_004876.1 /DEF=Homo sapiens zinc finger protein 254 (ZNF254), mRNA. /FEA=mRNA /GEN=ZNF254 /PROD=zinc finger protein 254 /DB_XREF=gi:4758513 /UG=Hs.86371 zinc finger protein 254 /FL=gb:AF054180.1 gb:NM_004876.1
352	204238_s_at	0.019	gb:NM_006443.1 /DEF=Homo sapiens putative c-Myc-responsive (RCL), mRNA. /FEA=mRNA /GEN=RCL /PROD=putative c-Myc-responsive /DB_XREF=gi:5454001 /UG=Hs.109752 putative c-Myc-responsive /FL=gb:AF040105.1 gb:NM_006443.1
353	201623_s_at	0.019	gb:BC000629.1 /DEF=Homo sapiens, Similar to aspartyl-tRNA synthetase, clone MGC:1562, mRNA, complete cds.  /FEA=mRNA /PROD=Similar to aspartyl-tRNA synthetase /DB_XREF=gi:12653688 /UG=Hs.80758 aspartyl-tRNA synthetase /FL=gb:BC000629.1 gb:J05032.1 gb:NM_001349.1
354	209924_at	0.019	gb:AB000221.1 /DEF=Homo sapiens mRNA for CC chemokine, complete cds. /FEA=mRNA /GEN=PARC /PROD=CC chemokine /DB_XREF=gi:2289718 /UG=Hs.16530 small inducible cytokine subfamily A (Cys-Cys), member 18, pulmonary and activation-regulated /FL=gb:AB000221.1 gb:NM_002988.1
355	210154_at	0.019	gb:M55905.1 /DEF=Human mitochondrial NAD(P)+ dependent malic enzyme mRNA, complete cds.  /FEA=mRNA /GEN=NAD(P)+ -dependent malic enzyme /PROD=mitochondrial NAD(P)+ -dependent malic enzyme /DB_XREF=gi:187299 /UG=Hs.75342 malic enzyme 2, NAD(+)-dependent, mitochondrial /FL=gb:NM_002396.2 gb:M55905.1
356	218234_at	0.019	gb:NM_016162.1 /DEF=Homo sapiens candidate tumor suppressor p33 ING1 homolog (LOC51147), mRNA.  /FEA=mRNA /GEN=LOC51147 /PROD=candidate tumor suppressor p33 ING1 homolog /DB_XREF=gi:7705860 /UG=Hs.108183 candidate tumor suppressor p33 ING1 homolog /FL=gb:AF063594.1 gb:AF110645.1 gb:NM_016162.1
357	203613_s_at	0.019	gb:NM_002493.1 /DEF=Homo sapiens NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6 (17kD, B17) (NDUFB6), mRNA.  /FEA=mRNA /GEN=NDUFB6 /PROD=NADH dehydrogenase (ubiquinone) 1 betasubcomplex, 6 (17kD, B17) /DB_XREF=gi:4505364 /UG=Hs.109646 NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6 (17kD, B17) /FL=gb:AF035840.1 gb:NM_002493.1 gb:AF067167.1
358	207551_s_at	0.019	gb:NM_006800.1 /DEF=Homo sapiens male-specific lethal-3 (Drosophila)-like 1 (MSL3L1), mRNA.  /FEA=mRNA /GEN=MSL3L1 /PROD=male-specific lethal-3 (Drosophila)-like 1 /DB_XREF=gi:5803103 /UG=Hs.88764 male-specific lethal-3 (Drosophila)-like 1 /FL=gb:AF117065.1 gb:NM_006800.1
359	209013_x_at	0.019	gb:AF091395.1 /DEF=Homo sapiens Trio isoform mRNA, complete cds. /FEA=mRNA /PROD=Trio isoform /DB_XREF=gi:3644047 /UG=Hs.171957 triple functional domain (PTPRF interacting) /FL=gb:AF091395.1
360	210178_x_at	0.019	gb:AF047448.1 /DEF=Homo sapiens TLS-associated protein TASR mRNA, complete cds. /FEA=mRNA /PROD=TLS-associated protein TASR /DB_XREF=gi:2961148 /UG=Hs.288038 TLS-associated serine-arginine protein 1 /FL=gb:BC001107.1 gb:AF047448.1
361	211000_s_at	0.019	gb:AB015706.1 /DEF=Homo sapiens mRNA for gp130 of the rheumatoid arthritis antigenic peptide-bearing soluble form (gp130-RAPS), complete cds.  /FEA=mRNA /GEN=gp130 /PROD=gp130 of the rheumatoid arthritis antigenicpeptide-bearing soluble form (gp130-RAPS) /DB_XREF=gi:4972293 /UG=Hs.82065 interleukin 6 signal transducer (gp130, oncostatin M receptor) /FL=gb:AB015706.1
362	212833_at	0.019	Consensus includes gb:M74089.1 /DEF=Human TB1 gene mRNA, 3 end. /FEA=mRNA /GEN=TB1 /DB_XREF=gi:182400 /UG=Hs.75639 Human TB1 gene mRNA, 3 end
