Probe Set	Gene Symbol	Gene Symbol before 2008	T:N Ratio	T Mean	N Mean	T SD	N SD
229228_at	CREB5	CREB5	0.269379514	-0.832539156	1.143133506	0.809802363	0.749968839
229308_at	---	---	0.127913405	-1.418719495	2.107498423	1.126089656	0.552087229
229309_at	ADRB1	---	0.083863988	-1.901951097	2.651860284	1.59332198	0.715782537
229331_at	SPATA18	SPATA18	0.26563702	-0.893306657	0.85743756	0.668822145	0.97431585
229339_at	---	---	0.320300895	-0.665715647	0.95110505	0.327474195	0.43747367
229367_s_at	GIMAP6	GIMAP6	0.249714451	-1.025296475	1.324137927	1.159004508	0.507425837
229461_x_at	NEGR1	NEGR1	0.271072306	-0.823276276	1.33702646	0.986578005	0.735957719
229490_s_at	---	---	7.704011231	1.058257742	-1.583691212	1.312748163	0.746581447
229510_at	MS4A14	NYD-SP21	0.27277013	-0.75091893	0.931803466	0.482466131	0.889308327
229529_at	TCF21	TCF21	0.170680187	-1.081114465	1.541229246	0.684571	0.691754113
229530_at	GUCY1A3	GUCY1A3	0.354768997	-0.805559833	0.883296859	0.985001041	0.413102869
229584_at	LRRK2	LRRK2	0.139399888	-1.62857171	2.053646914	1.746417773	0.55632724
229613_at	---	---	0.347745447	-0.816307404	1.426343355	1.031827053	0.670181467
229616_s_at	GRAMD2	GRAMD2	0.314106407	-0.853327691	1.264381533	1.179068333	0.439312946
229620_at	SEPP1	SEPP1	0.324716924	-0.829684902	1.002819263	0.85603334	0.600554866
229641_at	---	---	0.14755367	-1.250604485	1.762093651	0.828164793	0.351183031
229779_at	COL4A4	---	0.33388705	-0.925093797	1.318278516	1.328591832	0.488313314
229824_at	---	---	0.229218568	-1.002961899	1.243118795	0.896688195	0.758422957
229839_at	SCARA5	SCARA5	0.095574715	-1.641844457	1.76614706	0.904179545	0.965655355
229910_at	SHE	SHE	0.349226472	-0.89936986	1.370687074	1.353970908	0.356775129
229985_at	BTNL9	---	0.197228329	-0.760649027	1.682199071	0.907069246	1.041539936
230036_at	SAMD9L	SAMD9L	0.344640841	-0.927535299	0.884613856	1.024701653	0.478066534
230083_at	USP53	---	0.333953431	-0.742373608	1.002640702	0.877074514	0.529539383
230104_s_at	TPPP	TPPP	0.235774618	-0.75893074	1.463881098	0.897175267	0.665058804
230130_at	---	SLIT2	0.235188314	-1.021308129	1.558816952	1.382443162	0.71177786
230132_at	ATP5SL	LOC644320 /// LOC651345	0.175739625	-1.096947058	1.455977773	0.650893482	0.580746615
230135_at	---	---	0.141323015	-1.306700337	1.919193819	1.316753977	0.923095304
230250_at	PTPRB	PTPRB	0.122256894	-1.460168564	2.107572591	1.253785993	0.588502191
230319_at	---	---	0.183329565	-1.503097016	2.128362188	2.044050099	0.373281161
230360_at	GLDN	GLDN	0.109267767	-1.379607108	2.093175188	0.992690916	0.795556271
230469_at	RTKN2	PLEKHK1	0.102513734	-1.254556656	2.13341975	0.793741476	1.060408193
230560_at	STXBP6	STXBP6	0.135769944	-1.525606217	2.520535963	1.563925506	0.586545528
230585_at	---	---	0.145837095	-1.447019035	1.695060984	1.252890469	0.773746161
230595_at	LOC572558	LOC572558	0.337801323	-0.68270042	0.916858593	0.528530945	0.526623694
230636_s_at	KLF9	KLF9	0.287647095	-0.673061394	1.029213409	0.595282726	0.795908056
230670_at	IGSF10	IGSF10	0.180839149	-1.114603459	1.526364385	0.82923762	0.517573159
230711_at	---	EPAS1	0.188251867	-0.858633333	1.463351928	0.553648823	0.759537627
230778_at	---	---	0.298297583	-0.945745741	1.195048622	1.154674345	0.532731187
230867_at	COL6A6	LOC131873	0.117374975	-1.58254372	2.041753064	1.314265015	0.535336939
230943_at	SOX17	---	0.187480835	-0.909027718	1.196567041	0.489215392	1.118261872
230959_at	---	LOC644450	0.248570372	-0.620455139	1.208131567	0.609440489	0.983469619
231001_at	FIBIN	LOC387758	0.248519214	-0.787060016	1.309207231	0.867243084	0.957876046
231035_s_at	---	---	0.2721765	-0.873303325	0.959815536	0.709274109	0.827516093
231067_s_at	---	AKAP12	0.152543986	-1.153011013	1.311290937	0.998605057	1.26989964
231136_at	---	C6orf155	0.207466098	-0.730303079	1.35865746	0.678857713	1.087459176
231311_at	---	---	4.806743927	0.838860264	-1.075635443	1.092466433	0.348172478
231773_at	ANGPTL1	ANGPTL1	0.230726357	-0.927818672	1.149283846	0.519372786	0.644332717
231841_s_at	KIAA1462	KIAA1462	0.260985475	-0.929879682	1.262676252	0.944219573	0.544312114
231859_at	C14orf132 /// LOC100132684	C14orf132	0.307356845	-0.679359383	1.065593672	0.665047388	0.617863386
232056_at	SCEL	SCEL	0.303032381	-1.248182808	1.886513602	2.036318911	0.600848001
232060_at	ROR1	ROR1	0.230933429	-1.139854746	1.377576781	1.066836708	0.493976816
232068_s_at	TLR4	TLR4	0.362860191	-0.683083821	0.74324694	0.54286778	0.649327321
232080_at	HECW2	HECW2	0.322738496	-0.656663909	1.289305931	1.061943281	0.588137447
232122_s_at	VEPH1	VEPH1	0.096218832	-1.758203921	2.187044515	1.193948733	0.547994837
232227_at	---	---	0.379555471	-0.505873433	0.753934199	0.384454566	0.717238959
232267_at	GPR133	GPR133	0.201294668	-1.253257154	1.79068973	1.384848909	0.304812448
232500_at	C20orf74	C20orf74	0.337712795	-0.674170465	1.132499363	1.002409704	0.596783186
232578_at	CLDN18	CLDN18	0.076847965	-2.123292289	2.850729585	1.533387802	0.838412464
232852_at	---	LDB2	0.285410962	-0.589268232	1.066162052	0.564906123	0.886289966
232935_at	---	LHFP	0.288239964	-0.847162998	1.244922019	1.079485162	0.609728211
233025_at	PDZD2	PDZD2	0.265634897	-1.027907121	0.990775295	0.947219675	0.840709795
233073_at	---	CRIM1	0.322196891	-0.608350889	1.002364788	0.626097728	0.723716533
233289_at	---	C1orf26	0.279482368	-0.567178154	1.135779358	0.529983952	0.925598775
233365_at	---	PRKG1	0.356788532	-0.569438402	1.004045792	0.702731961	0.556718406
233392_at	---	---	0.185539453	-0.922635914	1.426860282	0.41911172	0.708955963
233611_at	---	PRKG1	0.320437145	-0.729378481	1.007113574	0.698233611	0.497126241
233867_at	---	---	0.346943143	-0.688612039	0.857596427	0.735719743	0.715891043
233947_s_at	LOC255480	LOC255480	0.188678423	-1.041660537	1.461452983	0.778609622	0.659192266
234066_at	IL1RL1	IL1RL1	0.26149385	-0.659417418	1.01997612	0.535595426	0.944445839
234224_at	---	PTPRG	0.341490757	-0.636101237	0.982190723	0.735509403	0.610744977
234310_s_at	SUSD2	SUSD2	0.223103032	-0.954999641	1.296172698	0.623256605	0.513839074
234954_at	---	---	2.388586413	0.460136081	-0.724210188	0.571956552	0.377469887
234996_at	CALCRL	---	0.176551924	-1.09161276	1.534073806	0.751632825	0.742741387
235108_at	---	---	0.180019342	-0.961974294	1.661047524	0.825383457	0.620522156
235183_at	---	---	0.179073889	-1.322571784	1.763449386	1.287955088	0.516536258
235199_at	RNF125	---	0.326911888	-0.835593549	0.977407525	0.890864759	0.539683599
235228_at	CCDC85A	CCDC85A	0.229104506	-0.815871259	1.555136706	0.8299875	0.489201781
235266_at	ATAD2	ATAD2	4.91583809	0.992270295	-1.026641519	1.049787926	0.566165569
235301_at	KIAA1324L	KIAA1324L	0.329125379	-0.791795505	0.986115259	0.829958484	0.405463013
235306_at	GIMAP8	GIMAP8	0.183320724	-1.167497037	1.629348743	1.209161799	0.651364948
235349_at	FAM82A1	FAM82A	0.386400114	-0.670058609	0.820037151	0.752611605	0.44701329
235427_at	---	---	0.2221948	-1.047215979	1.45296532	0.974872884	0.371555047
235476_at	TRIM59	TRIM59	4.867997022	0.822789158	-1.132862605	1.110276268	0.403470871
235489_at	RHOJ	RHOJ	0.182290293	-1.20664153	1.523317415	0.974294961	0.510465248
235561_at	---	---	0.332837635	-0.685282512	1.183023642	0.832967742	0.506347072
235568_at	C19orf59	MCEMP1	0.098163305	-1.857159151	2.450241436	1.436237652	0.641612525
235570_at	---	---	0.212497862	-1.104034514	1.456237066	1.0255443	0.29567348
235609_at	---	---	6.122588441	0.896144172	-1.252010978	1.235457905	0.238486717
235649_at	ADAMTS8	ADAMTS8	0.080310689	-1.730713694	2.445081645	1.107693866	0.584317335
235666_at	---	---	0.136344404	-1.41454738	1.826285735	1.051221342	0.371002671
235670_at	STX11	STX11	0.156518876	-1.306976095	1.786868734	1.021142179	0.437662194
235771_at	---	C6orf155	0.286173717	-0.631370093	1.050537783	0.395523077	0.735925749
235849_at	SCARA5	SCARA5	0.190955002	-1.103055969	1.189347439	0.673373566	0.856621287
235915_at	---	---	0.153160468	-1.074261238	1.35668434	0.386478878	1.041644468
236029_at	FAT3	FAT3	0.190671236	-0.978594207	1.496648747	0.769880409	0.767088013
236065_at	---	---	0.129569393	-1.403580497	1.716830076	0.883186719	0.743925046
236089_at	---	---	0.229321049	-0.745825499	1.426176237	0.622988214	0.767380939
236154_at	QKI	---	0.226747023	-0.908426023	1.369534458	0.657555396	0.502326418
236201_at	---	---	0.381298067	-0.678471719	0.691786035	0.50031878	0.607292711
236262_at	MMRN2	MMRN2	0.191724504	-1.01761585	1.572831727	0.841813007	0.466934449
236331_at	CDKL2	---	0.276518509	-0.975799883	1.307158629	1.100593685	0.627307803
236335_at	---	---	0.227186996	-1.089422457	1.479194332	1.131134061	0.608079735
236359_at	SCN4B	SCN4B	0.176176348	-0.97309991	1.636271892	0.76247613	0.774054093
236383_at	---	---	0.149409949	-1.130039495	1.597111977	0.583321792	0.77219299
236577_at	---	---	0.276578775	-0.802953922	1.050249187	0.686641027	0.751867076
236583_at	---	ABP1	0.25896917	-0.745502199	1.195899214	0.655432526	0.780081817
236641_at	KIF14	KIF14	6.123584289	0.914432218	-1.192366322	1.274694741	0.129597639
236712_at	---	---	0.23711336	-0.751379335	1.271691887	0.724027745	1.061043912
236909_at	C2orf77	LOC129881	0.422211235	-0.498009747	0.609342086	0.233330696	0.645475114
236936_at	---	---	0.126683648	-1.394701023	1.789961177	0.810113295	0.594994366
237206_at	MYOCD	MYOCD	0.233061206	-0.845590378	1.216572627	0.51918101	0.626771824
237252_at	THBD	THBD	0.287852188	-0.891493535	1.195723928	0.938364577	0.680846659
237390_at	---	ADRA1A	0.267071613	-0.68808609	1.071208686	0.373389467	0.787839984
237466_s_at	HHIP	HHIP	0.23072835	-0.909618898	1.404842735	0.973675507	0.823659802
237624_at	---	COL4A2	0.239613697	-0.783244529	1.140323044	0.571021084	0.83721878
237737_at	LOC727770	LOC401131	0.25827293	-0.770221868	1.110214019	0.624915951	0.864053385
238018_at	FAM150B	LOC285016	0.092869727	-1.401749803	1.909464266	0.687742449	0.963782773
238062_at	GPIHBP1	LOC338328	0.187225316	-1.04958793	1.551352639	0.808514332	0.903591219
238075_at	---	CHEK1	4.001512063	0.77298478	-0.989454891	0.906182448	0.280470033
238178_at	---	---	0.133646744	-1.058051602	1.885118344	0.681732826	0.83209687
238222_at	GKN2	GDDR	0.081251316	-1.920601396	2.582136609	1.275570768	0.574265362
238297_at	---	PHACTR1	0.172794997	-1.13587168	1.526359847	0.884249803	0.755275595
238332_at	ANKRD29	ANKRD29	0.217200493	-1.153185001	1.714483774	1.444725376	0.42379963
238447_at	RBMS3	RBMS3	0.274384174	-0.977497885	1.27293206	1.207810086	0.432693491
238534_at	LRRFIP1	LRRFIP1	0.333215314	-0.698914914	1.004026913	0.758001198	0.580523875
238593_at	C11orf80	FLJ22531	4.540302288	0.770568447	-1.2096344	0.96217933	0.655427605
238720_at	OMG	---	0.317998298	-0.956249134	0.788281033	0.814864793	0.745138852
238840_at	LRRFIP1	LRRFIP1	0.321187247	-0.654636564	0.994157619	0.711077518	0.794337981
238909_at	S100A10	S100A10	0.191282855	-1.190788084	1.627604364	1.489513607	0.871333052
238919_at	---	PCDH9	0.258852689	-0.780638639	1.264672841	0.843853911	1.06435107
239108_at	FAR2	MLSTD1	0.332463456	-0.847131148	1.021626844	0.967766064	0.615609621
239262_at	---	PRSS23	0.152688534	-1.148455576	1.670495315	0.641320652	0.548064945
239272_at	MMP28	MMP28	0.161679484	-1.431158421	1.565458099	0.982275669	0.493677516
239273_s_at	MMP28	MMP28	0.260256986	-1.049917435	1.167613964	0.919396894	0.436434326
239349_at	C1QTNF7	C1QTNF7	0.135057799	-1.235195074	1.821237289	0.684519628	0.742249323
239568_at	PLEKHH2	PLEKHH2	0.352615807	-0.600304603	0.887805791	0.607546823	0.654936629
239650_at	NAP5	NAP5	0.198319489	-0.903842513	1.629441234	0.773705438	0.795983824
239849_at	---	---	0.095834183	-1.214918171	1.988640586	0.586295627	1.015783388
239942_at	---	---	0.278572921	-0.797562826	1.43303053	1.027989382	0.900302284
240135_x_at	---	TIMP3	0.258099166	-0.758934725	1.112382211	0.743659788	0.862047815
240156_at	---	RFX2	0.206956637	-0.824776042	1.249207093	0.568174844	0.978889975
240189_at	ACOXL	ACOXL	0.325815882	-0.770479779	1.17843118	0.870522316	0.795599224
240242_at	---	---	0.183116747	-1.322075722	1.925978141	1.443290857	0.427857767
240245_at	---	RBMS3	0.320360602	-0.712137792	1.162515014	0.878310997	0.59521209
240385_at	---	GATA6	0.295105734	-0.725080598	1.059840351	0.687151515	0.639150169
240410_at	---	LOC200230	0.232655411	-0.653765298	1.172562313	0.41005064	0.978426164
240665_at	---	CUGBP2	0.279975903	-0.919359843	1.182766862	1.003702438	0.51081091
240715_at	TBX5	TBX5	0.290066833	-0.762299471	1.086042265	0.681419422	0.54470568
240890_at	LOC643733	LOC648470	0.322041639	-0.745130773	1.007039676	0.768257004	0.51947254
240960_at	---	MSN	0.312843736	-0.679936284	0.952028841	0.63597651	0.742807368
241299_at	---	IFT140	0.266412603	-0.554553601	1.014252581	0.32209954	1.027065787
241435_at	---	ETS1	0.303171566	-0.810702564	0.872529496	0.709125981	0.751289779
241560_at	---	---	0.135806851	-1.454426706	2.052193195	1.381051122	0.543516263
241672_at	C13orf36	LOC400120	0.249786503	-0.839624795	1.452587275	0.847828449	0.971359956
241722_x_at	---	---	0.258824306	-0.759530447	1.230960654	0.841405234	0.768400588
241765_at	CPM	CPM	0.332714867	-0.76383936	1.190574103	1.113931876	0.466669173
241782_at	NEBL	---	0.309125661	-0.937042551	1.55403643	1.180835632	0.483221806
241789_at	---	---	0.269389297	-0.874056808	1.288049554	0.937637532	0.568595028
241811_x_at	SLC6A4	---	0.082919313	-1.138484967	2.11816124	0.691863813	1.597107186
241926_s_at	ERG	ERG	0.353241993	-0.480532915	0.895079643	0.478392152	0.764944004
241929_at	---	CD36	0.277080415	-0.67545819	0.955868178	0.400627631	0.976224004
242009_at	SLC6A4	---	0.055638182	-1.66153246	2.969132129	1.071192739	1.515211945
242051_at	---	---	0.257774193	-0.750401288	1.188596367	0.600485933	0.681632898
242086_at	---	SPATA6	0.428151844	-0.597215724	0.67359789	0.612865723	0.509884839
242271_at	SLC26A9	SLC26A9	0.198519316	-1.125678792	1.486163211	1.091489136	0.763803251
242283_at	C1orf67 /// DNAH14 /// RP11-328N1.1	C1orf67	4.021822332	0.769215754	-0.919403025	0.923900147	0.253560603
242290_at	TACC1	TACC1	0.335775398	-0.634357634	0.918380502	0.540851626	0.609499068
242324_x_at	CCBE1	CCBE1	0.36186572	-0.586529701	0.81827992	0.361822412	0.543752491
242340_at	---	---	0.284574193	-0.659429322	1.160715638	0.536220029	0.698761654
242342_at	---	---	0.388224247	-0.564580719	0.750976703	0.500789086	0.611232834
242500_at	---	---	0.168364998	-0.991298652	1.674454254	0.708975549	0.603270603
242714_at	---	---	0.298335213	-0.781068653	0.936966319	0.578583432	0.692869295
242736_at	---	SORBS1	0.315796666	-0.761657566	1.153230827	0.920491269	0.803883446
242809_at	IL1RL1	IL1RL1	0.155209274	-1.064502591	1.567110471	0.702808901	0.900926559
242868_at	---	EPAS1	0.16122782	-1.162642811	1.751950464	1.144490709	0.618176589
242871_at	PAQR5	PAQR5	0.274528702	-1.014349	1.323383946	1.148618962	0.532597184
242881_x_at	---	---	17.79447396	1.411809124	-1.887565774	1.848387754	0.366594164
242931_at	LONRF3	---	0.24883203	-1.082201356	1.517962759	1.427953567	0.48575512
242945_at	FAM20A	FAM20A	0.287616622	-0.886300061	1.367713134	1.265565397	0.604116712
242963_at	SGMS2	MGC26963	0.215013133	-1.068023113	1.248298937	1.070040011	1.049919895
243010_at	MSI2	MSI2	3.238003167	0.659890467	-0.819425876	0.826063075	0.268708029
243023_at	---	---	0.37075376	-0.5585671	1.037035171	0.811700447	0.659834595
243041_s_at	RBMS3	---	0.260729649	-0.878022479	1.132211545	0.859625205	0.763993046
243141_at	SGMS2	MGC26963	0.2650085	-0.857285067	0.983797622	0.748527629	0.969526911
243172_at	---	---	0.179165243	-0.942309071	1.597614442	0.576419726	0.557000265
243481_at	RHOJ	RHOJ	0.267430405	-0.786653982	1.126652361	0.574687672	0.610902589
243509_at	---	BTG1	0.278376383	-0.730778471	1.271459118	0.990529976	0.756635709
243579_at	MSI2	MSI2	3.371812086	0.646862558	-0.864998254	0.828265863	0.217262069
243813_at	---	---	0.147237765	-1.051170636	1.747320694	0.585506385	0.766594717
243818_at	SFTA1P	---	0.143102509	-1.350689571	1.863168575	0.928801693	0.385686048
243929_at	---	ZNF533	0.104767031	-1.689922656	2.085226515	1.642841372	1.155992124
244144_at	SYNE1	SYNE1	0.322154867	-0.590870333	0.843367049	0.302135042	0.759839118
244156_at	---	---	0.286053736	-0.741194922	0.910893501	0.45185033	0.825323624
244447_at	---	KLF10	0.31217729	-0.594052052	1.155514096	0.722744403	0.664716144
244455_at	KCNT2	KCNT2	0.217755112	-1.005131627	1.622833122	1.065417616	0.627171233
244655_at	LOC100132798	LOC644192	0.324494388	-0.57396336	1.000067762	0.551047193	0.685038977
244745_at	RERG	RERG	0.353724399	-0.944470977	0.99822532	0.92946495	0.580605574
244787_at	---	---	0.261742514	-0.679913334	1.041170359	0.48655797	0.93669315
37028_at	PPP1R15A	PPP1R15A	0.25334465	-0.891403507	1.191663463	0.822283931	0.671141291
37512_at	HSD17B6	HSD17B6	0.120293107	-1.618185957	2.07672612	1.434039634	0.606422794
37892_at	COL11A1	COL11A1	54.59929516	1.61976243	-2.756501736	2.452455841	0.682995232
38037_at	HBEGF	HBEGF	0.226284652	-0.91359819	1.269148065	0.907002236	0.819037105
40560_at	TBX2	TBX2	0.286543098	-0.714838962	1.264511702	0.944589271	0.689207874
63305_at	PKNOX2	PKNOX2	0.44822581	-0.56215425	0.995777893	0.884146551	0.384825894
823_at	CX3CL1	CX3CL1	0.223710243	-0.89369685	1.552521154	1.331608372	1.003136214
