Fold change	Acession number	gene symbol	gene
3.20427951	NM_001039037	Zdhhc13	zinc finger, DHHC domain containing 13
3.20427951	ENSRNOT00000003787	Ptges3	prostaglandin E synthase 3 (cytosolic)
3.215403963	NM_001106106	Eef1e1	eukaryotic translation elongation factor 1 epsilon 1
3.215403963	NM_001106406	Ppwd1	peptidylprolyl isomerase domain and WD repeat containing 1
3.215403963	NM_001107363	Pitrm1	pitrilysin metallepetidase 1
3.215403963	NM_001108288	Trim37	tripartite motif-containing 37
3.215403963	BC158673	RGD1310376	similar to hypothetical protein FLJ14642
3.215403963	BC167027	RGD1562846	similar to Docking protein 5 (Downstream of tyrosine kinase 5) (Protein dok-5)
3.226567037	NM_001106963	Eif1ay	eukaryotic translation initiation factor 1A, Y-linked
3.226567037	NM_053952	Nup155	nucleoporin 155
3.226567037	---	---	---
3.226567037	ENSRNOT00000006685	Nudcd1	NudC domain containing 1
3.226567037	BC092633	RGD1307526	similar to modulator of estrogen induced transcription
3.226567037	---	---	---
3.226567037	NM_001008287	Donson	downstream neighbor of SON
3.237768866	NM_001107779	Trmt6	tRNA methyltransferase 6 homolog (S. cerevisiae)
3.237768866	NM_013113	Atp1b1	ATPase, Na+/K+ transporting, beta 1 polypeptide
3.237768866	ENSRNOT00000036808	Mbnl1	muscleblind-like 1 (Drosophila)
3.249009585	NM_001024310	Arl6ip6	ADP-ribosylation factor-like 6 interacting protein 6
3.249009585	NM_001012083	Snx7	sorting nexin 7
3.249009585	NM_001127659	Mars	methionine-tRNA synthetase
3.249009585	NM_022647	Hist1h2bl	histone cluster 1, H2bl
3.26028933	NM_001108102	Xpot	exportin, tRNA (nuclear export receptor for tRNAs)
3.26028933	NM_053311	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1
3.26028933	NM_139252	Ppap2c	phosphatidic acid phosphatase type 2c
3.271608234	NM_053321	Ptafr	platelet-activating factor receptor
3.271608234	NM_012992	Npm1	nucleophosmin 1
3.271608234	NM_001106763	Asnsd1	asparagine synthetase domain containing 1
3.271608234	NM_031148	Slc20a1	solute carrier family 20 (phosphate transporter), member 1
3.271608234	BC158847	Morc4	microrchidia 4
3.271608234	NM_022199	Dusp4	dual specificity phosphatase 4
3.271608234	ENSRNOT00000022385	LOC680565	hypothetical protein LOC680565
3.282966435	NM_001100977	Mtfr1	mitochondrial fission regulator 1
3.282966435	NM_001108865	Dnajc9	DnaJ (Hsp40) homolog, subfamily C, member 9
3.282966435	NM_001107534	Eftud1	elongation factor Tu GTP binding domain containing 1
3.282966435	ENSRNOT00000034597	RGD1305834	similar to hypothetical protein FLJ11331
3.282966435	NM_001024250	Bop1	block of proliferation 1
3.282966435	NM_001108324	Ranbp1	RAN binding protein 1
3.282966435	---	---	---
3.294364069	NM_001106653	Tex10	testis expressed gene 10
3.294364069	ENSRNOT00000009649	Psmc6	proteasome (prosome, macropain) 26S subunit, ATPase, 6
3.294364069	NM_030994	Itga1	integrin alpha 1
3.294364069	NM_001001515	Lmo7	LIM domain only 7
3.294364069	NM_001006976	Tars	threonyl-tRNA synthetase
3.294364069	NM_001106974	A2bp1	ataxin 2 binding protein 1
3.294364069	NM_001083337	Pinx1	PIN2-interacting protein 1
3.305801273	NM_001024754	Gmps	guanine monphosphate synthetase
3.305801273	NM_001004252	Farsb	phenylalanyl-tRNA synthetase, beta subunit
3.305801273	ENSRNOT00000035541	Kif24	kinesin family member 24
3.317278183	---	---	---
3.317278183	NM_001127544	Slc25a24	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24
3.317278183	---	---	---
3.317278183	BC098747	Samd9l	sterile alpha motif domain containing 9-like
3.328794939	ENSRNOT00000043237	RGD1562716	similar to T-complex protein 1, alpha subunit (TCP-1-alpha) (CCT-alpha)
3.328794939	NM_019217	Mtap1b	microtubule-associated protein 1B
3.328794939	NM_053607	Acsl5	acyl-CoA synthetase long-chain family member 5
3.340351678	NM_001107143	Rbm19	RNA binding motif protein 19
3.340351678	NM_057202	Kif5b	kinesin family member 5B
3.340351678	ENSRNOT00000010873	Ubash3b	ubiquitin associated and SH3 domain containing, B
3.351948539	NM_001039609	Fnbp1l	formin binding protein 1-like
3.351948539	NM_001004279	Ppid	peptidylprolyl isomerase D (cyclophilin D)
3.351948539	NM_001108511	Tnfrsf26	tumor necrosis factor receptor superfamily, member 26
3.351948539	NM_001105710	Cad	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
3.351948539	NM_001013182	Hn1l	hematological and neurological expressed 1-like
3.351948539	---	---	---
3.363585661	NM_023098	Nup62	nucleoporin 62
3.363585661	NM_012923	Ccng1	cyclin G1
3.363585661	ENSRNOT00000014361	E2f5	E2F transcription factor 5
3.363585661	ENSRNOT00000005230	LOC685108	similar to proteolipid protein 2
3.363585661	NM_001108418	Heatr1	HEAT repeat containing 1
3.363585661	---	---	---
3.375263185	---	---	---
3.375263185	NM_001108798	Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
3.375263185	NM_001107424	Slc7a6	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6
3.386981249	NM_001105713	Prkca	protein kinase C, alpha
3.386981249	BC167028	rCG_43687	hypothetical protein LOC688459
3.386981249	---	---	---
3.386981249	NM_001008721	Ebna1bp2	EBNA1 binding protein 2
3.386981249	NM_001008385	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1
3.386981249	NM_001024750	Pold3	polymerase (DNA-directed), delta 3, accessory subunit
3.398739997	NM_001127544	Slc25a24	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24
3.398739997	ENSRNOT00000029223	LOC690422	hypothetical protein LOC690422
3.398739997	NM_053557	Prmt3	protein arginine N-methyltransferase 3
3.398739997	NM_022647	Hist1h2bl	histone cluster 1, H2bl
3.398739997	NM_017106	Clcn5	chloride channel 5
3.410539567	BC166452	Pabpc4	poly A binding protein, cytoplasmic 4
3.410539567	NM_001108800	Klf7	Kruppel-like factor 7 (ubiquitous)
3.410539567	NM_172075	Thop1	thimet oligopeptidase 1
3.410539567	NM_001108195	Kbtbd5	kelch repeat and BTB (POZ) domain containing 5
3.410539567	---	---	---
3.410539567	---	---	---
3.422380103	NM_001109274	Socs5	suppressor of cytokine signaling 5
3.422380103	---	---	---
3.422380103	NM_001106042	Xpo4	exportin 4
3.422380103	NM_001007634	Pelo	pelota homolog (Drosophila)
3.422380103	---	---	---
3.434261746	NM_001107647	Utp15	UTP15, U3 small nucleolar ribonucleoprotein, homolog (yeast)
3.434261746	NM_001007666	Bcs1l	BCS1-like (yeast)
3.434261746	NM_001108587	Ccdc34	coiled-coil domain containing 34
3.434261746	NM_001014097	LOC315970	similar to CDV-3B
3.434261746	NM_001047916	Syncrip	synaptotagmin binding, cytoplasmic RNA interacting protein
3.446184639	NM_145086	Serbp1	Serpine1 mRNA binding protein 1
3.446184639	NM_001108446	Abce1	ATP-binding cassette, sub-family E (OABP), member 1
3.446184639	NM_001009369	Mrpl38	mitochondrial ribosomal protein L38
3.458148925	NM_022178	Myo5a	myosin Va
3.458148925	NM_001108654	Tox	thymocyte selection-associated high mobility group box
3.458148925	NM_012966	Hspe1	heat shock 10 kDa protein 1 (chaperonin 10)
3.458148925	NM_012670	Tcp1	t-complex protein 1
3.458148925	NM_001109430	Lrtm2	leucine-rich repeats and transmembrane domains 2
3.470154749	NM_001107146	Rfc5	replication factor C (activator 1) 5
3.482202253	NM_017248	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1
3.482202253	NM_001108952	Exosc2	exosome component 2
3.482202253	NM_001108818	RGD1562502	similar to RIKEN cDNA 2610029G23
3.482202253	---	---	---
3.494291584	BC128776	RGD1305110	similar to KIAA1841 protein
3.494291584	NM_019178	Tlr4	toll-like receptor 4
3.506422885	ENSRNOT00000019862	Iars_predicted	isoleucine-tRNA synthetase (predicted)
3.506422885	NM_001025682	Cdr2	cerebellar degeneration-related 2
3.506422885	NM_001037201	Ddx21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21
3.506422885	NM_001013970	Slfn8	schlafen 8
3.506422885	AF072892	Vcan	versican
3.506422885	NM_001106956	Suv39h1	suppressor of variegation 3-9 homolog 1 (Drosophila)
3.518596304	NM_022242	Niban	niban protein
3.518596304	NM_206847	Pfkp	phosphofructokinase, platelet
3.518596304	NM_053830	Nup107	nucleoporin 107
3.518596304	---	---	---
3.530811985	NM_001029915	Bxdc2	brix domain containing 2
3.530811985	ENSRNOT00000025412	Rpp30	ribonuclease P/MRP 30 subunit (human)
3.530811985	NM_175758	Slc1a5	solute carrier family 1 (neutral amino acid transporter), member 5
3.530811985	---	---	---
3.530811985	NM_001037201	Ddx21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21
3.530811985	NM_001077670	Eif3j	eukaryotic translation initiation factor 3, subunit J
3.530811985	AF507943	Rasl2-9	RAS-like, family 2, locus 9
3.530811985	NM_001108086	Eea1	early endosome antigen 1
3.543070076	NM_001106820	Ddx10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10
3.543070076	NM_001113366	Cnksr2	connector enhancer of kinase suppressor of Ras 2
3.555370725	NM_017248	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1
3.555370725	BC167028	rCG_43687	hypothetical protein LOC688459
3.555370725	NM_199083	Pno1	partner of NOB1 homolog (S. cerevisiae)
3.555370725	NM_022869	Nolc1	nucleolar and coiled-body phosphoprotein 1
3.555370725	BC089826	RGD1309437	similar to RIKEN cDNA 2610528E23
3.555370725	NM_001108352	Cdc7	cell division cycle 7 (S. cerevisiae)
3.567714078	BC079109	RGD1305288	similar to chromosome 14 open reading frame 94
3.567714078	NM_172045	Ppp1r14b	protein phosphatase 1, regulatory (inhibitor) subunit 14B
3.567714078	---	---	---
3.580100284	NM_153309	Mina	myc induced nuclear antigen
3.580100284	NM_145184	Usp15	ubiquitin specific peptidase 15
3.580100284	NM_001105974	Grem2	gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis)
3.580100284	ENSRNOT00000043479	Troap	trophinin associated protein
3.580100284	---	---	---
3.580100284	---	---	---
3.592529492	NM_001014076	Nol10	nucleolar protein 10
3.592529492	NM_001012082	Slc35a3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3
3.592529492	NM_199380	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta)
3.592529492	ENSRNOT00000003886	RGD1559961	similar to novel protein
3.592529492	ENSRNOT00000011302	RGD1564921	similar to peptidyl prolyl isomerase H
3.60500185	ENSRNOT00000015623	Neil3	nei like 3 (E. coli)
3.60500185	NM_001105928	Vps37b	vacuolar protein sorting 37B (yeast)
3.60500185	NM_001107186	Abl2	v-abl Abelson murine leukemia viral oncogene homolog 2 (arg, Abelson-related gene)
3.60500185	NM_001106726	RGD1310263	similar to KIAA1333 protein
3.60500185	NM_013057	F3	coagulation factor III
3.61751751	NM_031515	Kras	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog
3.61751751	NM_001079699	Rrs1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)
3.61751751	NM_001107921	Casp8ap2	caspase 8 associated protein 2
3.630076621	NM_031053	Mlh1	mutL homolog 1 (E. coli)
3.630076621	NM_001108707	Twistnb	TWIST neighbor
3.630076621	XR_007804	RGD1563546	similar to dihydrofolate reductase
3.630076621	NM_053757	Scye1	small inducible cytokine subfamily E, member 1
3.630076621	NM_013079	Asns	asparagine synthetase
3.642679334	ENSRNOT00000034515	RGD1565395	similar to stathmin 1/oncoprotein 18)
3.642679334	BC083793	LOC498265	similar to hypothetical protein FLJ10706
3.642679334	NM_001047861	Pkn3	protein kinase N3
3.642679334	NM_001107722	Bcar3	breast cancer anti-estrogen resistance 3
3.655325801	NM_001107698	Hist2h3c2	histone cluster 2, H3c2
3.655325801	NM_001107181	Pkp1	plakophilin 1
3.655325801	NM_001100977	Mtfr1	mitochondrial fission regulator 1
3.655325801	NM_001024238	Eprs	glutamyl-prolyl-tRNA synthetase
3.655325801	NM_017187	Hmgb2	high mobility group box 2
3.655325801	NM_001013200	Anp32e	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E
3.655325801	NM_024366	Freq	frequenin homolog (Drosophila)
3.668016173	ENSRNOT00000008317	Utp20	UTP20, small subunit (SSU) processome component, homolog (yeast)
3.668016173	ENSRNOT00000061140	RGD1563945	similar to mKIAA0215 protein
3.668016173	NM_001106354	Arhgap18	Rho GTPase activating protein 18
3.668016173	NM_001033690	Orc6l	origin recognition complex, subunit 6-like (S. cerevisiae)
3.668016173	NM_017310	Sema3a	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A
3.668016173	NM_031058	Msh2	mutS homolog 2 (E. coli)
3.680750602	ENSRNOT00000021988	Frrs1	ferric-chelate reductase 1
3.680750602	NM_145878	Fabp5	fatty acid binding protein 5, epidermal
3.680750602	NM_145878	Fabp5	fatty acid binding protein 5, epidermal
3.693529243	NM_133525	RGD620382	Nucleoside 2-deoxyribosyltransferase domain containing protein RGD620382
3.693529243	NM_001008859	Mrps10	mitochondrial ribosomal protein S10
3.693529243	BC091339	RGD1307897	similar to RIKEN cDNA C730036B14 gene
3.693529243	NM_145083	Lrrc15	leucine rich repeat containing 15
3.693529243	---	---	---
3.706352248	NM_001109327	Coro1c	coronin, actin binding protein 1C
3.706352248	NM_001107870	Smyd5	SET and MYND domain containing 5
3.706352248	NM_019305	Fgf2	fibroblast growth factor 2
3.71921977	XR_008554	LOC684037	similar to Deoxyuridine 5-triphosphate nucleotidohydrolase (dUTPase) (dUTP pyrophosphatase) (PPAR-interacting protein 4) (PIP4)
3.71921977	---	---	---
3.732131966	NM_001100474	Ccnf	cyclin F
3.74508899	NM_001008303	Snrpa	small nuclear ribonucleoprotein polypeptide A
3.74508899	NM_001025643	Fbl	fibrillarin
3.74508899	ENSRNOT00000008936	Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E
3.74508899	ENSRNOT00000038543	RGD1562174	similar to mKIAA1450 protein
3.74508899	ENSRNOT00000051254	Ard1	N-acetyltransferase ARD1 homolog (S. cerevisiae)
3.758090997	ENSRNOT00000032974	Ell2	elongation factor RNA polymerase II 2
3.758090997	NM_133393	Lfng	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
3.758090997	NM_133551	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)
3.758090997	NM_001013910	Gnb4	guanine nucleotide binding protein (G protein), beta 4
3.758090997	NM_017248	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1
3.758090997	NM_001002016	Lmna	lamin A
3.758090997	NM_001008773	Eif1a	eukaryotic translation initiation factor 1A
3.758090997	NM_021909	Fxyd5	FXYD domain-containing ion transport regulator 5
3.771138144	ENSRNOT00000022231	Mcm2	minichromosome maintenance deficient 2 mitotin (S. cerevisiae)
3.771138144	NM_175580	Gnl3	guanine nucleotide binding protein-like 3 (nucleolar)
3.771138144	---	---	---
3.771138144	ENSRNOT00000030754	LOC691418	hypothetical protein LOC691418
3.771138144	NM_012736	Gpd2	glycerol-3-phosphate dehydrogenase 2, mitochondrial
3.771138144	NM_001033903	Rpe	ribulose-5-phosphate-3-epimerase
3.771138144	NM_022616	7-Sep	septin 7
3.784230587	ENSRNOT00000031268	Cep152	centrosomal protein 152
3.797368484	NM_001025627	Leprel1	leprecan-like 1
3.810551992	NM_001108124	Cep57	centrosomal protein 57
3.810551992	XM_001066154	Tnfrsf22	tumor necrosis factor receptor superfamily, member 22
3.810551992	NM_053720	Aatf	apoptosis antagonizing transcription factor
3.810551992	ENSRNOT00000038162	RGD1565297	similar to hypothetical protein A
3.82378127	NM_001123469	Hist2h4_predicted	histone cluster 2, H4 (predicted)
3.82378127	XR_005902	LOC289614	similar to heat shock protein 1 (chaperonin)
3.82378127	NM_001012194	Vrk1	vaccinia related kinase 1
3.82378127	NM_001004255	Dek	DEK oncogene (DNA binding)
3.82378127	NM_001012463	Taf9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor
3.82378127	ENSRNOT00000034487	Esf1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)
3.837056477	ENSRNOT00000017575	Lrp8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
3.850377772	NM_001034000	Ncapd3	non-SMC condensin II complex, subunit D3
3.850377772	NM_207601	Plp2	proteolipid protein 2
3.850377772	ENSRNOT00000008846	Rad51c	Rad51 homolog c (S. cerevisiae)
3.863745316	NM_053592	Dut	deoxyuridine triphosphatase
3.863745316	NM_001009637	Lars	leucyl-tRNA synthetase
3.877159268	ENSRNOT00000008940	Rcc2	regulator of chromosome condensation 2
3.877159268	NM_001025279	Reep4	receptor accessory protein 4
3.877159268	NM_053439	Ran	RAN, member RAS oncogene family
3.877159268	NM_001106319	Cars	cysteinyl-tRNA synthetase
3.877159268	NM_001106400	Ankrd32	ankyrin repeat domain 32
3.89061979	ENSRNOT00000013817	Slc25a13	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13
3.89061979	NM_001127483	Dis3	DIS3 mitotic control homolog (S. cerevisiae)
3.89061979	NM_001106340	Mphosph10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)
3.89061979	XR_005779	LOC503452	similar to karyopherin (importin) alpha 2
3.89061979	NM_013022	Rock2	Rho-associated coiled-coil containing protein kinase 2
3.904127043	ENSRNOT00000033494	Uprt	uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae)
3.904127043	NM_001105766	Pkmyt1	protein kinase, membrane associated tyrosine/threonine 1
3.904127043	NM_001009679	Psph	phosphoserine phosphatase
3.904127043	NM_001009362	Pask	PAS domain containing serine/threonine kinase
3.904127043	NM_001029916	Depdc7	DEP domain containing 7
3.904127043	ENSRNOT00000059442	LOC686123	similar to leucine rich repeat and coiled-coil domain containing 1
3.91768119	NM_053502	Abcg1	ATP-binding cassette, sub-family G (WHITE), member 1
3.91768119	NM_053464	Srm	spermidine synthase
3.91768119	NM_199094	Tubb2c	tubulin, beta 2c
3.91768119	XM_001078213	LOC690930	similar to membrane-spanning 4-domains, subfamily A, member 6B
3.931282394	NM_212519	Tomm70a	translocase of outer mitochondrial membrane 70 homolog A (yeast)
3.931282394	NM_133618	Hadhb	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit
3.931282394	NM_001024306	Nola1	nucleolar protein family A, member 1 (H/ACA small nucleolar RNPs)
3.944930818	NM_203337	St3gal4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
3.944930818	ENSRNOT00000008286	RGD1560842	similar to Brix domain containing 1
3.944930818	ENSRNOT00000057756	LOC500700	similar to chromosome 14 open reading frame 145
3.944930818	NM_019306	Flt1	FMS-like tyrosine kinase 1
3.958626626	NM_031114	S100a10	S100 calcium binding protein A10 (calpactin)
3.958626626	NM_001024261	Trnt1	tRNA nucleotidyl transferase, CCA-adding, 1
3.972369982	NM_017305	Gclm	glutamate cysteine ligase, modifier subunit
3.972369982	---	---	---
3.972369982	XM_001060866	LOC684148	similar to snRNP core protein SMX5
3.986161051	NM_001013170	Wars	tryptophanyl-tRNA synthetase
3.986161051	NM_001106335	Incenp	inner centromere protein
4	NM_001012199	Rangap1	RAN GTPase activating protein 1
4	NM_001077673	Rad18	RAD18 homolog (S. cerevisiae)
4	NM_001025402	Umps	uridine monophosphate synthetase
4.013886994	ENSRNOT00000033122	RGD1563163	similar to hypothetical protein MGC24665
4.0278222	NM_022229	Hspd1	heat shock protein 1 (chaperonin)
4.0278222	NM_199410	Wdr12	WD repeat domain 12
4.041805786	NM_212519	Tomm70a	translocase of outer mitochondrial membrane 70 homolog A (yeast)
4.041805786	NM_001109018	Rab9b	RAB9B, member RAS oncogene family
4.041805786	NM_001108778	Rrp9	RRP9, small subunit (SSU) processome component, homolog (yeast)
4.041805786	NM_133404	Lonp1	lon peptidase 1, mitochondrial
4.041805786	NM_001012228	Xkr5	X Kell blood group precursor-related family, member 5
4.041805786	NM_001025770	Tsga14	testis specific gene A14
4.055837919	NM_017076	PVR	poliovirus receptor
4.055837919	NM_022224	Pter	phosphotriesterase related
4.055837919	BC166573	Ptpre	protein tyrosine phosphatase, receptor type, E
4.055837919	NM_001004208	Cacybp	calcyclin binding protein
4.055837919	NM_198775	P4ha3	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III
4.055837919	NM_001108014	Smc6l1	SMC6 structural maintenance of chromosomes 6-like 1 (yeast)
4.069918768	ENSRNOT00000057706	Lin9	lin-9 homolog (C. elegans)
4.069918768	NM_022585	Azin1	antizyme inhibitor 1
4.069918768	NM_022647	Hist1h2bl	histone cluster 1, H2bl
4.069918768	NM_019189	Hapln1	hyaluronan and proteoglycan link protein 1
4.084048503	---	---	---
4.084048503	ENSRNOT00000021546	Fer1l3	fer-1-like 3, myoferlin (C. elegans)
4.084048503	NM_019270	Kcna3	potassium voltage-gated channel, shaker-related subfamily, member 3
4.098227292	ENSRNOT00000032268	Tex9	testis expressed gene 9
4.098227292	NM_017312	Bok	Bcl-2-related ovarian killer protein
4.098227292	NM_001013085	Snx10	sorting nexin 10
4.098227292	NM_001011911	Lyar	Ly1 antibody reactive clone
4.112455307	ENSRNOT00000045415	LOC499235	LRRGT00141
4.112455307	ENSRNOT00000039221	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18
4.126732717	NM_001108092	E2f7	E2F transcription factor 7
4.126732717	ENSRNOT00000023963	Npm3	nucleoplasmin 3
4.126732717	NM_001105773	Chtf18	CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)
4.126732717	NM_001106639	Otud6b	OTU domain containing 6B
4.126732717	NM_001108128	Chordc1	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1
4.126732717	---	---	---
4.141059695	NM_001108299	Etv4	ets variant gene 4 (E1A enhancer binding protein, E1AF)
4.141059695	ENSRNOT00000037955	RGD1562997	similar to Transcription initiation factor TFIID 105 kDa subunit (TAFII-105)
4.141059695	NM_031011	Amd1	S-adenosylmethionine decarboxylase 1
4.155436413	BC158733	RGD1304825	similar to RIKEN cDNA 2010309E21
4.155436413	---	---	---
4.155436413	NM_001014101	Als2cr12	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12 (human)
4.155436413	NM_080399	Ddit4l	DNA-damage-inducible transcript 4-like
4.169863043	ENSRNOT00000029823	RGD1565590	similar to Wolf-Hirschhorn syndrome candidate 1 protein isoform 3
4.184339759	BC168235	Seli	selenoprotein I
4.198866734	NM_012992	Npm1	nucleophosmin 1
4.213444144	NM_001106811	Adamts8	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8
4.213444144	ENSRNOT00000024938	Nol1	nucleolar protein 1
4.213444144	NM_001017459	Mdm1	transformed mouse 3T3 cell double minute 1
4.228072162	---	---	---
4.242750965	NM_001077429	Lnp	limb and neural patterns
4.25748073	NM_001106391	Bxdc1	brix domain containing 1
4.25748073	NM_001007752	Mns1	meiosis-specific nuclear structural protein 1
4.25748073	NM_175765	Psip1	PC4 and SFRS1 interacting protein 1
4.272261632	NM_053360	Sh3kbp1	SH3-domain kinase binding protein 1
4.28709385	NM_001014266	Ccdc41	coiled-coil domain containing 41
4.28709385	---	---	---
4.28709385	NM_001025732	Nol5a	nucleolar protein 5A
4.301977562	BC086337	MGC105649	hypothetical LOC302884
4.316912946	---	---	---
4.331900182	NM_001024261	Trnt1	tRNA nucleotidyl transferase, CCA-adding, 1
4.331900182	NM_001106697	Mrto4	MRT4, mRNA turnover 4, homolog (S. cerevisiae)
4.331900182	ENSRNOT00000061693	RGD1562291	similar to Human T-cell leukemia virus enhancer factor (Forkhead box protein N2)
4.34693945	NM_001106909	RGD1309095	similar to hypothetical protein BC015148
4.34693945	NM_001006980	Bcap29	B-cell receptor-associated protein 29
4.362030931	NM_001107744	Nup160	nucleoporin 160
4.377174805	---	---	---
4.392371255	---	---	---
4.392371255	NM_001012091	Foxs1	forkhead box S1
4.392371255	NM_022618	Akap6	A kinase (PRKA) anchor protein 6
4.392371255	NM_001024268	Lig1	ligase I, DNA, ATP-dependent
4.407620464	NM_001109004	Traip	TRAF-interacting protein
4.407620464	NM_001004206	Pa2g4	proliferation-associated 2G4
4.407620464	NM_001017988	LOC303566	E2F1-inducible gene
4.422922613	NM_001108580	Ptrh1	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)
4.422922613	ENSRNOT00000026554	Pmf1	polyamine-modulated factor 1
4.422922613	NM_001039344	Tes	testis derived transcript
4.422922613	NM_183052	Ube2v2	ubiquitin-conjugating enzyme E2 variant 2
4.453686473	NM_080785	Manea	mannosidase, endo-alpha
4.453686473	NM_001079706	RGD1305412	similar to exonuclease NEF-sp
4.453686473	XM_001060243	LOC681082	similar to eukaryotic translation initiation factor 3, subunit 1 alpha
4.469148552	NM_001107545	Ipo7	importin 7
4.469148552	NM_001013050	Pold2	polymerase (DNA directed), delta 2, regulatory subunit
4.469148552	NM_053370	Timm8a1	translocase of inner mitochondrial membrane 8 homolog a1 (yeast)
4.484664312	NM_175597	Ssx2ip	synovial sarcoma, X breakpoint 2 interacting protein
4.484664312	NM_053483	Kpna2	karyopherin (importin) alpha 2
4.484664312	---	---	---
4.500233939	ENSRNOT00000029431	Cep76	centrosomal protein 76
4.515857619	NM_031622	Mapk6	mitogen-activated protein kinase 6
4.515857619	ENSRNOT00000011084	Shc4	SHC (Src homology 2 domain containing) family, member 4
4.515857619	ENSRNOT00000030511	Gpr126	G protein-coupled receptor 126
4.531535541	---	---	---
4.547267893	NM_001108843	Lmln	leishmanolysin-like (metallopeptidase M8 family)
4.563054863	---	---	---
4.563054863	NM_024158	Dck	deoxycytidine kinase
4.563054863	NM_053483	Kpna2	karyopherin (importin) alpha 2
4.563054863	NM_001014216	Obfc2a	oligonucleotide/oligosaccharide-binding fold containing 2A
4.578896642	ENSRNOT00000049991	LOC502894	hypothetical protein LOC502894
4.59479342	NM_001107082	Etv5	ets variant gene 5
4.59479342	NM_001025708	Ogfrl1	opioid growth factor receptor-like 1
4.59479342	NM_001106790	Kif21a	kinesin family member 21A
4.610745387	NM_022678	Zfp238	zinc finger protein 238
4.610745387	ENSRNOT00000005187	RGD1564387	similar to RIKEN cDNA C030014K22 gene
4.610745387	NM_001106432	Exosc8	exosome component 8
4.610745387	BC167067	LOC687730	similar to polycomb group ring finger 5
4.626752736	NM_001127524	Aadacl1	arylacetamide deacetylase-like 1
4.626752736	ENSRNOT00000034265	Lin9	lin-9 homolog (C. elegans)
4.626752736	BC088204	RGD1309522	similar to hypothetical protein FLJ22624
4.642815658	ENSRNOT00000029868	Ccdc111	coiled-coil domain containing 111
4.642815658	NM_053354	Dnmt1	DNA methyltransferase (cytosine-5) 1
4.658934346	NM_001013124	Ung	uracil-DNA glycosylase
4.658934346	---	---	---
4.675108994	NM_012634	Prps2	phosphoribosyl pyrophosphate synthetase 2
4.691339797	ENSRNOT00000038665	Sacs	sacsin
4.707626949	NM_001025023	Tmem48	transmembrane protein 48
4.723970646	ENSRNOT00000003511	Sox9	SRY-box containing gene 9
4.723970646	NM_001100821	Ccne1	cyclin E1
4.723970646	NM_001034935	Ppef1	protein phosphatase with EF hand calcium-binding domain 1
4.723970646	NM_030847	Emp3	epithelial membrane protein 3
4.740371084	NM_001025635	Nars	asparaginyl-tRNA synthetase
4.740371084	NM_031542	Brca2	breast cancer 2
4.740371084	NM_001034138	Ccdc99	coiled-coil domain containing 99
4.773342972	NM_001047085	Ivns1abp	influenza virus NS1A binding protein
4.789914818	NM_134352	Plaur	plasminogen activator, urokinase receptor
