Acc	Symbol	name	Unigene	LLID	Function	Chromosome	Cytoband	0438gpr ST vs LT	4578LTSTgpr LT vs ST	4579LTSTgpr ST vs LT	5343gpr LT vs ST	5357gpr ST vs LT	5358gpr LT vs ST	Pass	Fold change	1/fold change	Score(d)	Numerator(r)	Denominator(s+s0)	q-value (%)
AV035433	Tbc1d5	TBC1 domain family, member 5	Mm.182469	72238		17	17 C	1.0525	0.2165	0.4826	0.8354	0.5816	0.1716	6	1.506743065	0.663683161	1.275085204	0.5567	0.436598275	8.780002478
AA763715	Mme	membrane metallo endopeptidase	Mm.296022	17380		3		-0.6119	0.4373	1.7129	1.189	1.2247		5	1.81726807	0.550276548	1.274532072	0.799375	0.627190965	8.780002478
AA015546	Gabpb1	GA repeat binding protein, beta 1	Mm.293266	NA		NA		0.4231	0.4335	0.4185	0.4524	0.6455	0.2666	6	1.360569015	0.734986604	1.273917936	0.439933333	0.345338833	8.780002478
BG075492	D15Ertd785e	DNA segment, Chr 15, ERATO Doi 785, expressed	Mm.143167	52683		15		0.4195	0.1581	0.2889	0.8845	0.8851	0.5698	6	1.475387356	0.677788105	1.272152068	0.534316667	0.42001006	8.780002478
AW546550				NA		NA		1.562	-0.2816	-0.1869	1.5489	3.5436	0.5361	6	3.448437796	0.289986382	1.27179085	1.12035	0.880923149	8.780002478
BG063502	Il17r	interleukin 17 receptor	Mm.4481	16172		6		0.8816	0.4264	0.2821	0.5684	0.1329	1.2619	6	1.563290715	0.639676287	1.270932793	0.592216667	0.465970089	8.780002478
BG070449	Nudt4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	Mm.24397	71207		10	10 C2	0.274	0.8575	0.4923		0.3174	0.652	5	1.374194176	0.727699198	1.269527104	0.492528333	0.387962047	8.780002478
NA	NA	NA	NA		NA			0.1749	1.1284	0.8701	0.6503	-0.093	1.0521	6	1.620574803	0.617065006	1.268210222	0.630466667	0.49713104	8.780002478
BG074901	Timeless	timeless homolog (Drosophila)	Mm.6458	21853		10		0.4162	0.2581	0.7425	0.5092	1.0194	0.2383	6	1.472220289	0.679246175	1.265298122	0.530616667	0.419360985	8.780002478
BG070671		Transcribed sequences	Mm.173291					0.3884	0.4366	0.4195	0.2897	3.0772	0.9775	6	2.605166788	0.383852583	1.264939399	0.931483333	0.736385738	8.780002478
AV220930				NA		NA		0.4144	0.4203	0.7985	1.0879	0.0775	0.5291	6	1.50568376	0.664150087	1.26478279	0.554616667	0.438507442	8.780002478
AA536926	2610205H19Rik	RIKEN cDNA 2610205H19 gene	Mm.195625	70456		1	1 H2.3	0.7181	0.2855	0.293	0.3434	0.6672	0.5335	6	1.398866608	0.714864444	1.263793868	0.47345	0.374625967	8.780002478
BG074838	Zfp503	zinc finger protein 503	Mm.292401	218820		14		1.4691	1.0058	0.9028	-0.172		1.2835	5	1.828023128	0.547039031	1.263487057	0.733991667	0.580925355	8.780002478
AV034307	Anxa2	annexin A2	Mm.238343	12306		9		0.3881	0.4603	0.6788		0.1156	0.6396	5	1.321104507	0.756942388	1.262343765	0.482793333	0.382457891	8.780002478
NA	NA	NA	NA		NA			0.8828	0.5303	0.9245	0.1253	1.5934	0	6	1.715756269	0.582833365	1.261518502	0.67605	0.535901772	8.780002478
BG063917	Smc4l1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	Mm.206841	70099		3	3 E1	0.8695	0.7265	0.9084	0.6636	3.3752	-0.4273	6	3.010408297	0.332180854	1.2603439	1.019316667	0.808760741	8.780002478
AV162446	St13	suppression of tumorigenicity 13	Mm.180337	70356		15	15 E1	-0.0664	0.5909	0.7433	0.5757	0.6014	0.715	6	1.464046086	0.683038608	1.260258229	0.52665	0.417890547	8.780002478
