DAVIDID	EG	logFC_EG	P.Value_EG	adj.P.Val_EG	ENSID	logFC_ENS	P.Value_ENS	adj.P.Val_ENS	RSID	logFC_RS	P.Value_RS	adj.P.Val_RS	GeneName
161731	266777	-0.969282738	6.26E-06	0.000115004	ENSRNOG00000003741	-0.956902499	8.84E-06	0.000154778	NM_153735	-0.951965677	2.51E-06	6.10E-05	NEURONAL PENTRAXIN 1
151327	360918	-0.983275542	1.49E-08	1.70E-06	ENSRNOG00000028015	-0.96305107	1.29E-08	1.45E-06	NM_001007729	-1.213591515	3.25E-07	1.46E-05	PLATELET FACTOR 4
165851	29465	-1.004801587	1.05E-08	1.44E-06	ENSRNOG00000003104	-1.048938702	8.00E-09	1.15E-06	NM_017207	-1.099280065	2.10E-08	2.40E-06	TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL, SUBFAMILY V, MEMBER 2
202983	361537	-1.007182489	4.04E-05	0.000440142	ENSRNOG00000020845	-0.980401515	4.70E-05	0.000509111	NM_212525	-0.756713568	2.58E-06	6.24E-05	TYRO PROTEIN TYROSINE KINASE BINDING PROTEIN
166240	85327	-1.012021106	4.19E-09	7.46E-07	ENSRNOG00000004527	-1.040862149	4.70E-09	7.77E-07	NM_053514	-1.011963338	3.38E-09	7.33E-07	LIN-7 HOMOLOG A (C. ELEGANS)
201680	58844	-1.01437647	1.07E-07	6.57E-06	ENSRNOG00000031396	-1.010478017	2.02E-07	1.00E-05	NM_031623	-0.984355228	7.16E-08	5.09E-06	GROWTH FACTOR RECEPTOR BOUND PROTEIN 14
201588	58966	-1.015625077	7.90E-07	2.76E-05	ENSRNOG00000020415	-1.010451649	5.89E-07	2.17E-05	NM_031646	-1.040358129	7.04E-07	2.49E-05	RECEPTOR (CALCITONIN) ACTIVITY MODIFYING PROTEIN 2
151530	59316	-1.020642434	4.13E-06	8.47E-05	ENSRNOG00000025059	-1.208278815	1.38E-06	3.96E-05	NM_021680	-1.391243747	7.46E-08	5.25E-06	NEUREXOPHILIN 4
199437	116506	-1.030302841	1.50E-06	4.18E-05	ENSRNOG00000010053	-1.010481158	1.77E-06	4.79E-05	NM_001034015	-0.969033869	7.67E-07	2.63E-05	CALCITONIN RECEPTOR
150974	29317	-1.034807838	1.39E-06	3.97E-05	ENSRNOG00000003772	-1.047453845	1.21E-06	3.62E-05	NM_177425	-1.051231846	9.57E-08	6.42E-06	CYSTEINE AND GLYCINE-RICH PROTEIN 2
163634	29700	-1.03865153	4.27E-08	3.28E-06	ENSRNOG00000000566	-0.988363458	1.13E-07	6.87E-06	NM_001007601	-1.046035764	2.36E-08	2.51E-06	PTERIN 4 ALPHA CARBINOLAMINE DEHYDRATASE/DIMERIZATION COFACTOR OF HEPATOCYTE NUCLEAR FACTOR 1 ALPHA (TCF1) 1
164379	306071	-1.051756176	5.99E-09	9.80E-07	ENSRNOG00000010319	-1.015909038	9.38E-09	1.20E-06	NM_001012044	-1.098705362	3.80E-09	7.97E-07	LYMPHOCYTE CYTOSOLIC PROTEIN 1
165136	313211	-1.080938845	2.12E-05	0.000278876	ENSRNOG00000010332	-1.083782937	2.36E-05	0.000302957	NM_001009422	-1.089050457	2.19E-05	0.000287889	NIPSNAP-RELATED PROTEIN
151224	65192	-1.086232132	7.19E-06	0.000125752	ENSRNOG00000010128	-1.263469629	3.12E-05	0.000379214	NM_031736	-1.095275244	5.45E-06	0.000102204	SOLUTE CARRIER FAMILY 27 (FATTY ACID TRANSPORTER), MEMBER 2
161353	171128	-1.09090729	2.41E-06	5.69E-05	ENSRNOG00000012290	-1.087776525	2.76E-06	6.73E-05	NM_133595	-1.224222043	4.39E-06	8.91E-05	GTP CYCLOHYDROLASE I FEEDBACK REGULATOR
163986	54294	-1.182908842	2.08E-05	0.000274194	ENSRNOG00000002730	-1.147126807	3.19E-05	0.000384906	NM_019341	-1.183731166	8.39E-06	0.000137197	REGULATOR OF G-PROTEIN SIGNALING 5
206765	89833	-1.195957119	1.79E-08	1.86E-06	ENSRNOG00000001261	-1.224176504	1.51E-08	1.64E-06	NM_053567	-1.252299224	1.91E-08	2.34E-06	FORMIMINOTRANSFERASE CYCLODEAMINASE
163876	64124	-1.198947007	1.87E-09	4.27E-07	ENSRNOG00000033940	-1.232098144	1.74E-09	4.00E-07	NM_022294	-1.197979851	1.79E-09	4.60E-07	EGF, LATROPHILIN AND SEVEN TRANSMEMBRANE DOMAIN CONTAINING 1
163534	25550	-1.210560276	6.90E-05	0.000679003	ENSRNOG00000014816	-0.981635391	9.86E-05	0.00090497	NM_013032	-1.020874606	6.61E-07	2.39E-05	SOLUTE CARRIER FAMILY 1 (NEURONAL/EPITHELIAL HIGH AFFINITY GLUTAMATE TRANSPORTER, SYSTEM XAG), MEMBER 1
164518	140724	-1.21065141	5.50E-05	0.000562402	ENSRNOG00000012362	-1.195372794	7.06E-05	0.000700776	NM_080691	-1.131883466	9.97E-05	0.000880752	CALCIUM CHANNEL, VOLTAGE-DEPENDENT, GAMMA SUBUNIT 3
167001	24397	-1.228083048	9.91E-05	0.000883588	ENSRNOG00000003313	-1.241933426	8.01E-05	0.000770604	NM_012568	-1.223099007	2.40E-05	0.000310589	GLYCINE RECEPTOR, ALPHA 2 SUBUNIT
203958	117232	-1.234751955	5.29E-07	2.03E-05	ENSRNOG00000013209	-1.212556234	6.85E-07	2.39E-05	NM_057109	-1.274459049	3.04E-07	1.38E-05	BARH-LIKE 1 (DROSOPHILA)
206855	171048	-1.238835234	9.90E-08	6.18E-06	ENSRNOG00000004411	-1.271890382	6.96E-08	4.86E-06	NM_133526	-1.195253996	1.60E-07	9.28E-06	TETRASPANIN 8
201540	63885	-1.245526638	4.21E-05	0.000455812	ENSRNOG00000011310	-1.241631522	5.09E-05	0.000542994	NM_022236	-1.242368567	3.32E-05	0.000390337	PHOSPHODIESTERASE 10A
160830	290651	-1.257045577	1.05E-06	3.23E-05	ENSRNOG00000019741	-1.238827588	1.19E-06	3.60E-05	NM_001013880	-1.423817028	9.05E-07	2.92E-05	SIMILAR TO MYO-INOSITOL 1-PHOSPHATE SYNTHASE A1
203824	171581	-1.299090023	9.70E-06	0.000153219	ENSRNOG00000013380	-1.266161132	1.13E-05	0.000183086	NM_138542	-1.336627857	6.51E-06	0.000116096	RAS HOMOLOG GENE FAMILY, MEMBER V
166968	25549	-1.305463416	1.34E-07	7.73E-06	ENSRNOG00000008890	-1.267485448	2.66E-07	1.21E-05	NM_013031	-1.291855096	5.84E-08	4.62E-06	SOLUTE CARRIER FAMILY 18 (VESICULAR MONOAMINE), MEMBER 2
202551	79225	-1.306479989	4.63E-06	9.18E-05	ENSRNOG00000013850	-1.276266888	4.43E-06	9.37E-05	NM_024383	-1.36516566	2.17E-06	5.48E-05	HAIRY AND ENHANCER OF SPLIT 5 (DROSOPHILA)
164848	25361	-1.319671186	6.14E-08	4.30E-06	ENSRNOG00000014333	-1.313015237	5.95E-08	4.48E-06	NM_012889	-1.343656709	5.00E-08	4.21E-06	VASCULAR CELL ADHESION MOLECULE 1
199750	298199	-1.377891167	4.70E-10	1.94E-07	ENSRNOG00000007060	-1.381342405	2.62E-10	1.35E-07	NM_001007144	-1.37996066	5.54E-10	2.29E-07	ADIPOSE DIFFERENTIATION-RELATED PROTEIN
160655	79131	-1.38059194	5.76E-06	0.000108205	ENSRNOG00000012879	-1.353941265	6.83E-06	0.000128656	NM_024162	-1.267661119	1.62E-06	4.45E-05	FATTY ACID BINDING PROTEIN 3
176895	54278	-1.38330687	3.00E-05	0.000356309	ENSRNOG00000005600	-1.38833781	3.67E-05	0.000423542	NM_019328	-1.362884017	2.18E-05	0.000287889	NUCLEAR RECEPTOR SUBFAMILY 4, GROUP A, MEMBER 2
165722	25231	-1.403014656	2.12E-10	1.11E-07	ENSRNOG00000008095	-1.401257061	6.40E-10	2.32E-07	NM_022671	-1.414064446	1.18E-10	6.82E-08	ONE CUT DOMAIN, FAMILY MEMBER 1
163617	24688	-1.459321338	4.03E-07	1.64E-05	ENSRNOG00000015643	-1.478721576	6.03E-07	2.20E-05	NM_012633	-1.589790953	3.67E-09	7.82E-07	PERIPHERIN 1
161289	171358	-1.521454285	1.21E-06	3.57E-05	ENSRNOG00000006470	-1.521837165	1.71E-06	4.66E-05	NM_182842	-1.217282865	6.73E-06	0.000117994	CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE I GAMMA
151025	25061	-1.566344118	2.03E-07	1.02E-05	ENSRNOG00000023633	-1.556125728	1.86E-07	9.43E-06	XM_236253	-1.584911336	2.08E-07	1.07E-05	CELLULAR RETINOIC ACID BINDING PROTEIN 1 (MAPPED)
200959	312495	-1.572228338	3.82E-05	0.000421547	ENSRNOG00000015076	-1.572212582	2.97E-05	0.000363649	NM_181087	-1.554183224	4.13E-05	0.000452293	CYTOCHROME P450, FAMILY 26, SUBFAMILY B, POLYPEPTIDE 1
160614	29437	-1.622659773	2.06E-06	5.20E-05	ENSRNOG00000017786	-1.635750763	1.79E-06	4.81E-05	NM_019212	-1.572527409	4.77E-06	9.35E-05	ACTIN, ALPHA 1, SKELETAL MUSCLE
163871	94202	-1.691532291	1.52E-06	4.21E-05	ENSRNOG00000004483	-1.655568781	2.04E-06	5.36E-05	NM_053594	-1.706591756	1.03E-06	3.23E-05	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE, R
153683	291388	-1.917048842	9.15E-07	2.99E-05	ENSRNOG00000013654	-1.906986194	1.28E-06	3.77E-05	NM_001012740	-1.942931431	6.63E-07	2.39E-05	CEREBELLIN 2 PRECURSOR PROTEIN
181784	315748	-1.948645416	3.70E-06	7.83E-05	ENSRNOG00000013959	-1.968515266	2.15E-06	5.56E-05	XM_236329	-1.963295592	4.82E-06	9.39E-05	SIMILAR TO RIKEN CDNA C230094B15 (PREDICTED)
164565	24806	-1.991304737	8.27E-09	1.22E-06	ENSRNOG00000007374	-1.959002976	1.27E-08	1.45E-06	NM_012666	-2.107831738	9.92E-09	1.49E-06	TACHYKININ 1
164532	171096	-2.054530042	2.75E-06	6.27E-05	ENSRNOG00000020455	-2.025068527	3.03E-06	7.19E-05	NM_133566	-2.248005638	2.10E-06	5.37E-05	CYSTATIN E/M
161445	84511	-2.104890218	1.58E-09	3.70E-07	ENSRNOG00000009740	-2.076743004	1.30E-09	3.39E-07	NM_053441	-2.172456165	1.30E-09	3.92E-07	SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY, MEMBER 1C1
169280	24588	-2.109619345	1.36E-05	0.000198183	ENSRNOG00000013916	-2.108931845	1.45E-05	0.000220898	NM_017029	-2.122475232	1.30E-05	0.000188432	NEUROFILAMENT 3, MEDIUM
152640	84487	-2.111783713	2.58E-05	0.000319735	ENSRNOG00000016147	-2.129468922	2.47E-05	0.000314381	NM_053427	-2.10600906	2.60E-05	0.000329577	SOLUTE CARRIER FAMILY 17 (SODIUM-DEPENDENT INORGANIC PHOSPHATE COTRANSPORTER), MEMBER 6
161678	287167	-2.247613644	9.14E-10	2.91E-07	ENSRNOG00000031154	-2.282921846	1.79E-09	4.00E-07	NM_001013853	-2.294425854	8.99E-10	2.83E-07	GLOBIN, ALPHA
165342	25412	-2.413191058	6.40E-07	2.36E-05	ENSRNOG00000022282	-2.393554955	4.43E-07	1.79E-05	NM_012929	-2.446335308	6.29E-07	2.31E-05	PROCOLLAGEN, TYPE II, ALPHA 1
204449	25085	-2.921527224	8.72E-10	2.91E-07	ENSRNOG00000020410	-2.91204587	9.66E-10	2.82E-07	NM_012740	-3.196629711	8.83E-10	2.83E-07	TYROSINE HYDROXYLASE
161581	94164	-2.962173638	3.12E-09	5.77E-07	ENSRNOG00000030879	-2.937338562	2.72E-09	5.17E-07	NM_172093	-3.403437391	3.09E-10	1.46E-07	HEMOGLOBIN, GAMMA A
166908	24797	-3.144822777	2.24E-09	4.52E-07	ENSRNOG00000001837	-3.146728853	2.71E-09	5.17E-07	NM_012659	-3.05361935	1.72E-10	8.77E-08	SOMATOSTATIN
159627	64347	-3.167282882	5.76E-10	2.17E-07	ENSRNOG00000010437	-3.123599806	4.97E-10	2.22E-07	NM_031688	-3.212165389	6.77E-10	2.49E-07	SYNUCLEIN, GAMMA
163908	29563	-4.029049479	4.04E-13	8.76E-10	ENSRNOG00000022101	-4.059701049	3.15E-13	1.20E-09	NM_017244	-4.234427797	2.73E-13	6.26E-10	CELLULAR RETINOIC ACID BINDING PROTEIN 2
200602	293267	-5.966763659	2.72E-10	1.24E-07	ENSRNOG00000029286	-5.946217191	2.97E-10	1.41E-07	NM_001008890	-6.069495185	4.65E-10	1.98E-07	HEMOGLOBIN, EPSILON 1 (PREDICTED)
163566	24440	-6.667674407	1.07E-13	4.64E-10	ENSRNOG00000033465	-6.661546287	1.38E-13	1.05E-09	NM_033234	-5.910586607	2.84E-13	6.26E-10	HEMOGLOBIN BETA CHAIN COMPLEX
