Unigene	Gene name	Description	Map	Avg tumor/avg mucosa
Hs.522394	HSPA5	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	9q33-q34.1	2.094043887
Hs.180414	HSPA8	heat shock 70kDa protein 8 (HSPA8), transcript variant 1, mRNA.	11q24.1	2.972222222
Hs.184233	HSPA9B	heat shock 70kDa protein 9B (mortalin-2) (HSPA9B), nuclear gene encoding mitochondrial protein, mRNA.	5q31.1	2.18875502
Hs.520973	HSPB1	heat shock 27kDa protein 1 (HSPB1), mRNA.	7q11.23	1.662531017
Hs.534538	HSPB6	heat shock protein, alpha-crystallin-related, B6 (HSPB6), mRNA.	19q13.12	1.959396752
Hs.53066	HSPBP1	hsp70-interacting protein (HSPBP1), mRNA.	19q13.42	2.968421053
Hs.231616	HSPC023	HSPC023 protein (HSPC023), mRNA.	19p13.13	2.249042146
Hs.529475	HSPC111	hypothetical protein HSPC111 (HSPC111), mRNA.	5q35.2	2.157303371
Hs.497967	HSPC129	hypothetical protein HSPC129 (HSPC129), mRNA.	15q15.3-q21.1	2.264781491
Hs.333579	HSPC152	hypothetical protein HSPC152 (HSPC152), mRNA.	11q13.1	2.196850394
Hs.406530	HSPC196	hypothetical protein HSPC196 (HSPC196), mRNA.	11q12.2	1.82
Hs.1197	HSPE1	heat shock 10kDa protein 1 (chaperonin 10) (HSPE1), mRNA.	2q33.1	3.171597633
Hs.437179	HTPAP	HTPAP protein (HTPAP), mRNA.	8p12	1.648
Hs.247940	HTR1A	5-hydroxytryptamine (serotonin) receptor 1A (HTR1A), mRNA.	5q11.2-q13	0.511538462
Hs.277704	HYOU1	hypoxia up-regulated 1 (HYOU1), mRNA.	11q23.1-q23.3	1.882608696
Hs.353214	ICAM3	intercellular adhesion molecule 3 (ICAM3), mRNA.	19p13.3-p13.2	1.670658683
Hs.250616	IDH3A	isocitrate dehydrogenase 3 (NAD+) alpha (IDH3A), nuclear gene encoding mitochondrial protein, mRNA.	15q25.1-q25.2	0.626534191
Hs.436405	IDH3B	isocitrate dehydrogenase 3 (NAD+) beta (IDH3B), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	20p13	1.59569378
Hs.410197	IDH3G	isocitrate dehydrogenase 3 (NAD+) gamma (IDH3G), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	Xq28	2.238197425
Hs.76095	IER3	immediate early response 3 (IER3), transcript variant short, mRNA.	6p21.3	3.191836735
Hs.458414	IFITM1	interferon induced transmembrane protein 1 (9-27) (IFITM1), mRNA.	11p15.5	5.786821705
Hs.513128	IFP38	IFP38 (IFP38), mRNA.	13p13	2.287037037
Hs.438102	IGFBP2	insulin-like growth factor binding protein 2, 36kDa (IGFBP2), mRNA.	2q33-q34	1.952542373
Hs.510635	IGHG2	Immunoglobulin heavy constant gamma 2 (G2m marker)	14q32.33	0.602959309
Hs.525648	IGHG1	Immunoglobulin heavy constant gamma 1 (G1m marker)	14q32.33	5.049469965
Hs.74115	IGSF2	immunoglobulin superfamily, member 2 (IGSF2), mRNA.	1p13	1.479905437
Hs.413513	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta (IKBKB), mRNA.	8p11.2	1.813186813
Hs.193717	IL10	interleukin 10 (IL10), mRNA.	1q31-q32	0.477466863
Hs.409558	IL17B	interleukin 17B (IL17B), mRNA.	5q32-34	0.454318522
Hs.1722	IL1A	interleukin 1, alpha (IL1A), mRNA.	2q14	0.555908513
Hs.495893	IL1RAPL1	interleukin 1 receptor accessory protein-like 1 (IL1RAPL1), mRNA.	Xp22.1-p21.3	0.637318659
Hs.132781	IL27RA	interleukin 27 receptor, alpha (IL27RA), mRNA.	19p13.11	1.852071006
Hs.532082	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor) (IL6ST), transcript variant 2, mRNA.	5q11	1.697959184
Hs.75117	ILF2	interleukin enhancer binding factor 2, 45kDa (ILF2), mRNA.	1q21.3	2.152727273
Hs.465885	ILF3	interleukin enhancer binding factor 3, 90kDa, transcript variant 1	19p13.2	1.983606557
Hs.148559	IMMT	inner membrane protein, mitochondrial (mitofilin) (IMMT), mRNA.	2p11.2	1.618336887
Hs.91579	IMP4	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)	2q21.1	1.864864865
Hs.534808	IMPDH1	IMP (inosine monophosphate) dehydrogenase 1, transcript variant 2	7q31.3-q32	1.594262295
Hs.476231	IMPDH2	IMP (inosine monophosphate) dehydrogenase 2 (IMPDH2), mRNA.	3p21.2	1.918767507
Hs.471876	ING5	inhibitor of growth family, member 5 (ING5), mRNA.	2q37.3	1.676245211
Hs.262886	INPP5D	Inositol polyphosphate-5-phosphatase, 145kDa	2q36-q37	2
Hs.262886	INPP5D	Inositol polyphosphate-5-phosphatase, 145kDa	2q36-q37	1.886516854
Hs.7089	INSIG2	insulin induced gene 2 (INSIG2), mRNA.	2q14.1	0.57253886
Hs.411865	IPO4	Importin 4	14q11.2	1.888235294
Hs.518197	IQCB1	IQ motif containing B1 (IQCB1), mRNA.	3q13.33	1.909090909
Hs.7483	IQSEC2	IQ motif and Sec7 domain 2	Xp11.22	1.710186514
Hs.522819	IRAK1	interleukin-1 receptor-associated kinase 1 (IRAK1), mRNA.	Xq28	2.978991597
Hs.133397	ITGA6	integrin, alpha 6 (ITGA6), mRNA.	2q31.1	4.062868369
Hs.534326	ITGB4BP	integrin beta 4 binding protein (ITGB4BP), transcript variant 5, mRNA.	20q12	2.383900929
Hs.13155	ITGB5	integrin, beta 5 (ITGB5), mRNA.	3q21.2	2.018867925
Hs.65758	ITPR3	inositol 1,4,5-triphosphate receptor, type 3 (ITPR3), mRNA.	6p21	1.955140187
Hs.432562	ITSN2	Intersectin 2	2pter-p25.1	1.521292217
Hs.516439	IVL	involucrin (IVL), mRNA.	1q21	2.046979866
Hs.551505	JAK1	Janus kinase 1 (a protein tyrosine kinase) (JAK1), mRNA.	1p32.3-p31.3	1.78320802
Hs.549119	JMJD3	PREDICTED: jumonji domain containing 3 (JMJD3), mRNA.	17	1.565533981
Hs.6396	JTB	jumping translocation breakpoint (JTB), mRNA.	1q21	1.701195219
Hs.301613	JTV1	JTV1 gene (JTV1), mRNA.	7p22	1.729032258
Hs.2780	JUND	jun D proto-oncogene (JUND), mRNA.	19p13.2	0.347955707
Hs.521869	KAL1	Kallmann syndrome 1 sequence	Xp22.32	2.397333333
Hs.524390	K-ALPHA-1	tubulin, alpha, ubiquitous (K-ALPHA-1), mRNA.	12q13.12	2.545454545
Hs.524390	K-ALPHA-1	tubulin, alpha, ubiquitous (K-ALPHA-1), mRNA.	12q13.12	2.078947368
Hs.372541	KBTBD2	kelch repeat and BTB (POZ) domain containing 2 (KBTBD2), mRNA.	7p14.3	1.702495202
Hs.345694	KCMF1	potassium channel modulatory factor 1 (KCMF1), mRNA.	2p11.2	1.611702128
Hs.458267	KCNA4	potassium voltage-gated channel, shaker-related subfamily, member 4 (KCNA4), mRNA.	11p14	0.631578947
Hs.436680	KCNH6	potassium voltage-gated channel, subfamily H (eag-related), member 6 (KCNH6), transcript variant 1, mRNA.	17q23.3	1.710648148
Hs.546445	KCNIP4	Kv channel interacting protein 4 (KCNIP4), transcript variant 4, mRNA.	4p15.31	0.601105481
Hs.10082	KCNN4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4 (KCNN4), mRNA.	19q13.2	3.008789063
Hs.534590	KCTD13	Potassium channel tetramerisation domain containing 13	16p11.2	1.95256917
Hs.520210	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 (KDELR2), mRNA.	7p22.1	2.593406593
Hs.91142	KHSRP	KH-type splicing regulatory protein (FUSE binding protein 2) (KHSRP), mRNA.	19p13.3	1.849420849
Hs.151761	KIAA0100	KIAA0100 gene product	17q11.2	2.126984127
Hs.535224	KIAA0117	KIAA0117 protein (KIAA0117), mRNA.	1q42.3	2.099447514
Hs.381058	KIAA0146	PREDICTED: KIAA0146 protein (KIAA0146), mRNA.	8	1.694063927
Hs.507074	KIAA0152	KIAA0152 (KIAA0152), mRNA.	12q24.31	2.555749129
	KIAA0184	KIAA0184 protein		2.036117381
Hs.498455	KIAA0217	KIAA0217	10p15.3	1.613220816
Hs.550497	KIAA0415	PREDICTED: KIAA0415 gene product (KIAA0415), mRNA.	7	1.951351351
Hs.495349	KIAA0515	KIAA0515	9q34.13	1.788557214
Hs.437043	KIAA0540	PREDICTED: KIAA0540 protein (KIAA0540), mRNA.	3	2.058423913
Hs.460459	KIAA0556	KIAA0556 protein	16p12.1-p11.2	1.703403566
Hs.6168	KIAA0703	KIAA0703 gene product	16q24.1	0.589464124
Hs.195058	KIAA0828	KIAA0828 protein (KIAA0828), mRNA.	7q32.3	0.463294423
Hs.414809	KIAA0831	KIAA0831 (KIAA0831), mRNA.	14q22.2	1.780346821
Hs.432397	KIAA0934	KIAA0934 (KIAA0934), mRNA.	10p15.3	1.849372385
Hs.84429	KIAA0971	KIAA0971	2q33.3	0.510743802
Hs.546346	KIAA1018	KIAA1018 protein	15q13.2-q13.3	0.669404517
Hs.488171	KIAA1068	NudC domain containing 3	7p13-p12	1.565217391
Hs.507122	KIAA1076	KIAA1076 protein	12q24.31	0.584446565
Hs.520246	KIAA1117	KIAA1117	6q15	0.654269972
Hs.512661	KIAA1160	KIAA1160 protein	3q21.3	1.525
Hs.101891	KIAA1193	KIAA1193	19p13.3	1.872146119
Hs.144725	KIAA1201	PREDICTED: KIAA1201 protein (KIAA1201), mRNA.	11	1.733333333
Hs.528657	KIAA1271	KIAA1271 protein (KIAA1271), mRNA.	20p13	0.460514641
Hs.505104	KIAA1340	Kelch domain containing 5	12p11.22	1.652949246
Hs.477159	KIAA1407	KIAA1407 (KIAA1407), mRNA.	3q13.31	1.571925754
Hs.186756	KIAA1441	KIAA1441 protein (KIAA1441), mRNA.	1q21.2	0.613622664
Hs.528659	KIAA1522	PREDICTED: KIAA1522 protein (KIAA1522), mRNA.	1	1.807920792
Hs.110489	KIAA1571	PREDICTED: KIAA1571 protein (KIAA1571), mRNA.	2	0.587657784
Hs.461405	KIAA1576	KIAA1576 protein (KIAA1576), mRNA.	16q23.1	0.560801144
Hs.514554	KIAA1618	KIAA1618	17q25.3	2.963087248
Hs.514554	KIAA1618	KIAA1618 (KIAA1618), mRNA.	17q25.3	0.333624454
Hs.326757	KIAA1660	KIAA1660 protein	22	1.82
Hs.112696	KIAA1661	KIAA1661 protein	22	1.548204159
Hs.148988	KIAA1688	KIAA1688 protein	8q24.3	1.875
Hs.546560	KIAA1833	PREDICTED: hypothetical protein KIAA1833 (KIAA1833), mRNA.	8	2.059748428
Hs.318773	KIAA1836	KIAA1836 protein	1p32.3	1.989495798
Hs.520638	KIAA1856	PREDICTED: KIAA1856 protein (KIAA1856), mRNA.	7	1.687908497
Hs.436721	KIAA1937	PREDICTED: KIAA1937 protein (KIAA1937), mRNA.	1	1.533081285
Hs.9587	KIAA2002	PREDICTED: KIAA2002 protein (KIAA2002), mRNA.	15	1.573033708
Hs.21611	KIF3C	kinesin family member 3C (KIF3C), mRNA.	2p23	0.356756757
Hs.509264	KLHDC2	kelch domain containing 2 (KLHDC2), mRNA.	14q21.3	2.124463519
Hs.461688	KLHDC4	Kelch domain containing 4	16q24.3	1.671201814
Hs.1901	KLKB1	kallikrein B, plasma (Fletcher factor) 1 (KLKB1), mRNA.	4q34-q35	0.4375
Hs.387787	KLRK1	killer cell lectin-like receptor subfamily K, member 1 (KLRK1), mRNA.	12p13.2-p12.3	1.731457801
Hs.300559	KNTC1	kinetochore associated 1 (KNTC1), mRNA.	12q24.31	1.890868597
Hs.527919	KPNA3	karyopherin alpha 3 (importin alpha 4) (KPNA3), mRNA.	13q14.3	1.757679181
Hs.532793	KPNB1	karyopherin (importin) beta 1 (KPNB1), mRNA.	17q21.32	1.6996997
Hs.66739	KRT12	keratin 12 (Meesmann corneal dystrophy) (KRT12), mRNA.	17q12	1.795402299
Hs.406013	KRT18	keratin 18 (KRT18), transcript variant 2, mRNA.	12q13	4.126760563
Hs.272336	KRTHB4	keratin, hair, basic, 4 (KRTHB4), mRNA.	12q13	0.562572422
Hs.517641	L3MBTL2	l(3)mbt-like 2 (Drosophila) (L3MBTL2), transcript variant 1, mRNA.	22q13.31-q13.33	1.786542923
Hs.444414	LAF4	Lymphoid nuclear protein related to AF4	2q11.2-q12	1.558359621
Hs.489646	LAMB1	laminin, beta 1 (LAMB1), mRNA.	7q22	1.863760218
Hs.494419	LAMP1	lysosomal-associated membrane protein 1 (LAMP1), mRNA.	13q34	1.86083499
Hs.492314	LAPTM4B	lysosomal associated protein transmembrane 4 beta (LAPTM4B), mRNA.	8q22.1	2.103825137
Hs.474667	LARGE	Like-glycosyltransferase	22q12.3	1.839034205
Hs.474667	LARGE	Like-glycosyltransferase	22q12.3	1.845213849
Hs.292078	LARP	likely ortholog of mouse la related protein (LARP), mRNA.	5q33.2	2.970760234
Hs.292078	LARP	Likely ortholog of mouse la related protein	5q33.2	2.60371517
Hs.522675	LAS1L	LAS1-like (S. cerevisiae) (LAS1L), mRNA.	Xq12-q13	1.980237154
Hs.444600	LAT1-3TM	LAT1-3TM protein	16p12	2.692477876
Hs.49998	LDB3	LIM domain binding 3	10q22.3-q23.2	0.67340591
Hs.2795	LDHA	lactate dehydrogenase A (LDHA), mRNA.	11p15.4	2.221238938
Hs.332795	LDOC1L	leucine zipper, down-regulated in cancer 1-like (LDOC1L), mRNA.	22q13.31	1.602288984
Hs.99923	LGALS7	lectin, galactoside-binding, soluble, 7 (galectin 7) (LGALS7), mRNA.	19q13.2	1.898850575
Hs.18069	LGMN	legumain (LGMN), transcript variant 1, mRNA.	14q32.1	1.645308924
Hs.550502	LIAS	lipoic acid synthetase (LIAS), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	4p14	1.658385093
Hs.534393	LILRA1	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1 (LILRA1), mRNA.	19q13.4	1.968819599
Hs.466507	LISCH7	liver-specific bHLH-Zip transcription factor (LISCH7), transcript variant 3, mRNA.	19q13.12	1.84389348
Hs.89497	LMNB1	lamin B1 (LMNB1), mRNA.	5q23.3-q31.1	1.715053763
	LMNB2	Lamin B2		2.763636364
Hs.436792	LMO4	LIM domain only 4 (LMO4), mRNA.	1p22.3	1.711538462
Hs.144980	LOC113179	hypothetical protein BC011824 (LOC113179), mRNA.	19p13.3	1.468858131
Hs.129416	LOC116437	PREDICTED: hypothetical protein LOC116437 (LOC116437), mRNA.	12	3.394557823
Hs.310164	LOC123872	similar to RIKEN cDNA 4930457P18 (LOC123872), mRNA.	16q24.1	2.221674877
Hs.397153	LOC126208	Hypothetical protein LOC126208	19q13.43	0.626400996
Hs.16936	LOC128439	hypothetical gene LOC128439 (LOC128439), mRNA.	20q11.23	1.66892546
Hs.447132	LOC132556	PREDICTED: similar to Transcription factor BTF3 homolog 3	4	1.875
Hs.131887	LOC134218	DnaJ homology subfamily A member 5	5p13.2	1.949820789
Hs.111496	LOC139886	Hypothetical protein LOC139886	Xq11.2	0.513104839
Hs.466291	LOC148206	Hypothetical protein LOC148206	19p12	1.453703704
Hs.356377	LOC149603	PREDICTED: hypothetical protein LOC149603 (LOC149603), mRNA.	1	1.655328798
Hs.516245	LOC151438	Hypothetical protein LOC151438	2q12.1	1.926605505
Hs.175681	LOC158014	Hypothetical protein LOC158014	9p21.3	1.829181495
Hs.434132	LOC197350	PREDICTED: hypothetical protein LOC197350 (LOC197350), mRNA.	16	1.650205761
Hs.311193	LOC199800	PREDICTED: hypothetical protein LOC199800 (LOC199800), mRNA.	19	0.478977741
Hs.317243	LOC220074	Hypothetical 55.1 kDa protein F09G8.5 in chromosome III	11q13.4	0.557620818
Hs.531664	LOC23117	KIAA0220-like protein	16p12.2	2.510688836
Hs.512015	LOC283687	Hypothetical protein LOC283687	15q25.1	1.534736842
Hs.406976	LOC283874	Hypothetical protein LOC283874	16p13.3	1.841880342
Hs.165328	LOC283970	Hypothetical protein LOC283970	16q22.1	2.080691643
Hs.285363	LOC284352	PREDICTED: hypothetical protein LOC284352 (LOC284352), mRNA.	19	1.597353497
Hs.515550	LOC284361	hypothetical protein LOC284361 (LOC284361), transcript variant 2, mRNA.	19q13.33	1.705069124
Hs.178471	LOC284371	Hypothetical protein LOC284371	19q13.41	1.647482014
Hs.116113	LOC284723	hypothetical protein LOC284723 (LOC284723), mRNA.	1p36.13	1.678111588
Hs.134882	LOC285205	Hypothetical protein LOC285205	3q13.12	1.721716515
Hs.102495	LOC286170	Hypothetical protein LOC286170	8p11.21	0.491361993
Hs.156326	LOC346171	PREDICTED: similar to bA145L22.2 (novel KRAB box containing C2H2 type zinc finger protein) (LOC346171), mRNA.	6	2.544827586
Hs.513807	LOC348180	Family with sequence similarity 38, member A	16q24.3	0.529567054
Hs.519046	LOC376693	Hypothetical LOC376693	1q32.1	3.08411215
Hs.351414	LOC387745	PREDICTED: similar to hypothetical protein SB153 isoform 1 (LOC387745), mRNA.	11	1.85267035
	LOC391137	PREDICTED: similar to dJ612B18.1 (similar to 40S ribosomal protein)	1	3.378571429
Hs.447665	LOC401037	PREDICTED: hypothetical LOC401037 (LOC401037), mRNA.	2	3.586080586
Hs.194755	LOC401202	PREDICTED: similar to KIAA0825 protein (LOC401202), mRNA.	5	0.39072143
Hs.446271	LOC401504	PREDICTED: similar to 60S ribosomal protein L32 (LOC401504), mRNA.	9	1.579330422
Hs.113019	LOC51066	fls485 (LOC51066), mRNA.	3p25.3	2.147982063
	LOC51198	Susceptibility protein NSG-x		0.609577465
Hs.250905	LOC51234	Hypothetical protein LOC51234	15q14	0.698816568
Hs.368402	LOC51337	mesenchymal stem cell protein DSCD75 (LOC51337), mRNA.	8q24.3	1.93485342
	LOC51685	Prothymosin a14		2.620155039
Hs.10095	LOC56930	Hypothetical protein from EUROIMAGE 1669387	19p13.3	1.603133159
Hs.480454	LOC57117	hypothetical nuclear factor SBBI22 (LOC57117), mRNA.	4q24	2.169736842
Hs.2149	LOC81569	actin like protein (LOC81569), mRNA.	1p36.2-p35	0.550039093
Hs.436178	LOC89944	hypothetical protein BC008326 (LOC89944), mRNA.	11q25	2.423076923
Hs.287582	LOC90246	Hypothetical protein LOC90246	3q21.3	1.790823212
Hs.336958	LOC92659	Hypothetical protein BC009233	17q25.3	1.754411765
Hs.546468	LOC94431	similar to RNA polymerase I transcription factor RRN3	16p12.1	1.549215407
Hs.116479	LOXL2	lysyl oxidase-like 2 (LOXL2), mRNA.	8p21.3-p21.2	2.75625
Hs.94229	LPHN1	latrophilin 1 (LPHN1), transcript variant 2, mRNA.	19p13.2	1.644578313
	LQFBS-1	Hypothetical protein		0.440465793
Hs.97860	LRFN1	PREDICTED: leucine rich repeat and fibronectin type III domain containing 1 (LRFN1), mRNA.	19	0.544026654
Hs.209979	LRFN4	leucine rich repeat and fibronectin type III domain containing 4	11q13.2	1.466666667
Hs.502814	LRP16	LRP16 protein	11q11	2.579654511
Hs.502814	LRP16	LRP16 protein (LRP16), mRNA.	11q11	1.686403509
Hs.210343	LRP6	low density lipoprotein receptor-related protein 6 (LRP6), mRNA.	12p11-p13	1.724590164
Hs.533136	LRPAP1	low density lipoprotein receptor-related protein associated protein 1	4p16.3	1.674074074
Hs.119897	LRRC27	Leucine rich repeat containing 27	10q26.3	1.556603774
Hs.444135	LRRIQ2	leucine-rich repeats and IQ motif containing 2 (LRRIQ2), mRNA.	3q12.3	2.36
Hs.103106	LSM2	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)	6p21.3	2.126865672
Hs.16803	LUC7L	LUC7-like (S. cerevisiae) (LUC7L), transcript variant 1, mRNA.	16p13.3	1.526411658
Hs.521903	LY6E	lymphocyte antigen 6 complex, locus E (LY6E), mRNA.	8q24.3	2.157635468
Hs.425427	LYAR	hypothetical protein FLJ20425 (LYAR), mRNA.	4p16.3	1.748511905
Hs.46446	LYL1	lymphoblastic leukemia derived sequence 1 (LYL1), mRNA.	19p13.2	1.671171171
Hs.533479	LYPLA2	lysophospholipase II (LYPLA2), mRNA.	1p36.12-p35.1	1.747524752
Hs.513685	LYPLA3	lysophospholipase 3 (lysosomal phospholipase A2) (LYPLA3), mRNA.	16q22.1	1.907111756
Hs.125291	LYPLAL1	lysophospholipase-like 1 (LYPLAL1), mRNA.	1q41	2.457627119
Hs.134084	M6PR	Mannose-6-phosphate receptor (cation dependent)	12p13	1.724137931
Hs.140452	M6PRBP1	mannose-6-phosphate receptor binding protein 1 (M6PRBP1), mRNA.	19p13.3	1.601542416
Hs.19673	MAF1	homolog of yeast MAF1 (MAF1), mRNA.	8q24.3	1.95
Hs.252229	MAFG	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian) (MAFG), transcript variant 2, mRNA.	17q25.3	2.010416667
Hs.549078	MAFK	V-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	7p22.3	1.670616114
Hs.546265	MAGEA5	melanoma antigen family A, 5 (MAGEA5), mRNA.	Xq28	2.228417266
Hs.306123	MAGEF1	melanoma antigen family F, 1 (MAGEF1), mRNA.	3q13	2.444444444
Hs.437957	Magmas	Mitochondria-associated protein involved in granulocyte-macrophage colony-stimulating factor signal transduction	16p13.3	1.700934579
Hs.437957	Magmas	mitochondria-associated protein involved in granulocyte-macrophage colony-stimulating factor signal transduction (Magmas), nuclear gene encoding mitochondrial protein, mRNA.	16p13.3	1.639880952
Hs.421576	MAGOH	mago-nashi homolog, proliferation-associated (Drosophila)	1p34-p33	2.06122449
Hs.269528	MAK3	Mak3 homolog (S. cerevisiae) (MAK3), mRNA.	3q13.2	1.648590022
Hs.428214	MAML2	mastermind-like 2 (Drosophila) (MAML2), mRNA.	11q21	0.517084282
Hs.25209	MAPK10	mitogen-activated protein kinase 10 (MAPK10), transcript variant 4, mRNA.	4q22.1-q23	1.741496599
Hs.178695	MAPK13	mitogen-activated protein kinase 13 (MAPK13), mRNA.	6p21.31	2.266179541
Hs.411847	MAPK6	mitogen-activated protein kinase 6 (MAPK6), mRNA.	15q21	0.409332546
Hs.207763	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3 (MAPK8IP3), transcript variant 2, mRNA.	16p13.3	1.90647482
Hs.355867	MARS	methionine-tRNA synthetase (MARS), mRNA.	12q13.2	2.183856502
Hs.278489	MATN4	matrilin 4 (MATN4), transcript variant 3, mRNA.	20q13.1-q13.2	0.594855305
Hs.178728	MBD3	methyl-CpG binding domain protein 3 (MBD3), mRNA.	19p13.3	1.658730159
Hs.178728	MBD3	Methyl-CpG binding domain protein 3	19p13.3	0.402761341
Hs.167531	MCCC2	methylcrotonoyl-Coenzyme A carboxylase 2 (beta) (MCCC2), mRNA.	5q12-q13	2.708860759
Hs.170422	MCF2L	MCF.2 cell line derived transforming sequence-like	13q34	2.188995215
Hs.293689	MCFD2	multiple coagulation factor deficiency 2 (MCFD2), mRNA.	2p21	1.823717949
Hs.179565	MCM3	MCM3 minichromosome maintenance deficient 3 (S. cerevisiae)	6p12	2.875
Hs.460184	MCM4	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae) (MCM4), transcript variant 2, mRNA.	8q11.2	2.178082192
Hs.517582	MCM5	MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	22q13.1	1.868778281
Hs.438720	MCM7	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae), transcript variant 1	7q21.3-q22.1	2.675555556
Hs.510402	MCP	membrane cofactor protein (CD46, trophoblast-lymphocyte cross-reactive antigen) (MCP), transcript variant n, mRNA.	1q32	2.430051813
Hs.102696	MCTS1	malignant T cell amplified sequence 1 (MCTS1), mRNA.	Xq22-q24	2.340740741
Hs.520967	MDH2	malate dehydrogenase 2, NAD (mitochondrial) (MDH2), mRNA.	7p12.3-q11.2	3.314814815
Hs.171265	MDM1	Mdm4, transformed 3T3 cell double minute 1, p53 binding protein (mouse)	12q15	1.734094617
Hs.497492	MDM4	Mdm4, transformed 3T3 cell double minute 4, p53 binding protein (mouse)	1q32	1.720090293
	MDS026	Uncharacterized hematopoietic stem/progenitor cells protein MDS026		1.643243243
Hs.409226	MED12	mediator of RNA polymerase II transcription, subunit 12 homolog (yeast)	Xq13	1.683523654
Hs.153629	MEF2B	MADS box transcription enhancer factor 2, polypeptide B (myocyte enhancer factor 2B)	19p12	2.800373134
Hs.314327	MEF2D	MADS box transcription enhancer factor 2, polypeptide D (myocyte enhancer factor 2D) (MEF2D), mRNA.	1q12-q23	0.656839053
Hs.525589	MEG3	Maternally expressed 3	14q32	1.886363636
Hs.184339	MELK	maternal embryonic leucine zipper kinase (MELK), mRNA.	9p13.2	2.209486166
Hs.168799	METTL3	methyltransferase like 3 (METTL3), mRNA.	14q11.1	1.865116279
Hs.389137	MFAP2	microfibrillar-associated protein 2 (MFAP2), transcript variant 2, mRNA.	1p36.1-p35	2.2375
Hs.3745	MFGE8	milk fat globule-EGF factor 8 protein (MFGE8), mRNA.	15q25	1.757668712
Hs.184727	MFI2	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5 (MFI2), transcript variant 1, mRNA.	3q28-q29	2.520249221
Hs.115903	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase (MGAT5), mRNA.	2q21	2.339222615
	MGC10334	Hypothetical protein MGC10334		1.464814815
Hs.334684	MGC10485	hypothetical protein MGC10485 (MGC10485), mRNA.	11q25	1.924
	MGC10526	Hypothetical protein MGC10526		1.93989071
	MGC10671	Hypothetical protein MGC10671		2.322580645
	MGC10724	Hypothetical protein MGC10724		1.954248366
	MGC11082	Hypothetical protein MGC11082		2.212053571
Hs.551566	MGC11257	hypothetical protein MGC11257 (MGC11257), mRNA.	7p22.3	2.075313808
Hs.98328	MGC13040	hypothetical protein MGC13040 (MGC13040), mRNA.	11q22.2	0.523145212
Hs.389311	MGC13057	hypothetical protein MGC13057 (MGC13057), mRNA.	2q32.2	0.359398496
Hs.515344	MGC13096	hypothetical protein MGC13096 (MGC13096), mRNA.	19q13.11	2.056756757
Hs.535030	MGC13098	Hypothetical protein MGC13098	7p13	2.055928412
Hs.347408	MGC13102	hypothetical protein MGC13102 (MGC13102), mRNA.	1q22	1.513238289
Hs.239500	MGC13114	hypothetical protein MGC13114 (MGC13114), mRNA.	16p13.3	2.578703704
Hs.256301	MGC13170	multidrug resistance-related protein (MGC13170), mRNA.	19q13.33	2.064
Hs.512833	MGC14289	similar to RIKEN cDNA 1200014N16 gene (MGC14289), mRNA.	7q34	2.119700748
Hs.463426	MGC15396	hypothetical protein MGC15396 (MGC15396), mRNA.	17q21.33	1.782816229
Hs.515114	MGC15716	hypothetical protein MGC15716 (MGC15716), mRNA.	19p13.2	1.739690722
Hs.137007	MGC16635	hypothetical protein BC009980 (MGC16635), mRNA.	22q13.33	2.906367041
Hs.368420	MGC20460	hypothetical protein MGC20460 (MGC20460), mRNA.	7q36.3	1.617437722
Hs.521075	MGC2463	hypothetical protein MGC2463 (MGC2463), mRNA.	7q22.1	2.603686636
Hs.347524	MGC24665	hypothetical protein MGC24665 (MGC24665), mRNA.	16p13.13	2.277777778
Hs.4253	MGC2574	hypothetical protein MGC2574 (MGC2574), mRNA.	11q12.2	1.594488189
Hs.339646	MGC26744	hypothetical protein MGC26744 (MGC26744), mRNA.	4q21.3	0.559744409
Hs.234786	MGC27169	hyporthetical protein MGC27169 (MGC27169), mRNA.	1	1.682134571
Hs.515155	MGC2803	hypothetical protein MGC2803 (MGC2803), mRNA.	19p13.13	2.190871369
Hs.483537	MGC29463	hypothetical protein MGC29463 (MGC29463), mRNA.	5q31.2	0.690386428
