Pathway name	Pathway Code	Genbank ID	Gene Title	Gene Symbol	5 h CS vs Air                         FC + SEM	8 d CS vs Air            FC + SEM	8 d Air vs 5 h Air            FC + SEM	1.5 mo CS vs Air                         FC + SEM	1.5 mos Air vs 5 h Air            FC + SEM	6 mos CS vs Air                                  FC + SEM	6 mos Air vs 5 h Air  FC + SEM
Others	21	BI555209	dysferlin /// fer-1-like 3, myoferlin (C. elegans)	Dysf /// Fer1l3	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI557237	RIKEN cDNA E030003N15 gene	E030003N15Rik	2.4 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB531414	hypothetical protein E030010A14	E030010A14	2.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW060797	RIKEN cDNA E030025D05 gene	E030025D05Rik	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BF453911	RIKEN cDNA E030031F02 gene	E030031F02Rik	1.6 ± 0.4	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	BC006054	RIKEN cDNA E130012A19 gene	E130012A19Rik	1.8 ± 0.4	1.9 ± 0.5	-2.3	N.C.	N.C.	N.C.	N.C.
Others	21	BB304844	RIKEN cDNA E130203B14 gene	E130203B14Rik	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW537770	RIKEN cDNA E230025E14 gene	E230025E14Rik	N.C.	N.C.	N.C.	1.5 ± 0.3	N.C.	N.C.	N.C.
Others	21	AU067747	RIKEN cDNA E430002G05 gene	E430002G05Rik	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW494978	RIKEN cDNA E430027O22 gene	E430027O22Rik	2.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BQ127172	RIKEN cDNA E430028B21 gene	E430028B21Rik	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_011816	RIKEN cDNA E430034L04 gene	E430034L04Rik	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AI551117	endothelin converting enzyme 1	Ece1	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_010119	EH-domain containing 1	Ehd1	1.6 ± 0.4	N.C.	-1.3	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	BC027084	EH-domain containing 2 /// similar to EH-domain containing 2	Ehd2 /// LOC673251	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM200591	eukaryotic translation initiation factor 1A	Eif1a	2.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB471576	eukaryotic translation initiation factor 1A, Y-linked	Eif1ay	2.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AA985754	eukaryotic translation initiation factor 2, subunit 2 (beta)	Eif2s2	2.2 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_012010	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked /// similar to eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	Eif2s3x /// LOC673373	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB379268	eukaryotic translation initiation factor 3, subunit 1 alpha	Eif3s1	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB858329	eukaryotic translation initiation factor 3, subunit 8	Eif3s8	N.C.	2.3 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI656407	eukaryotic translation initiation factor 4A1	Eif4a1	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI453292	eukaryotic translation initiation factor 4E binding protein 2	Eif4ebp2	1.6 ± 0.4	N.C.	-1.2	N.C.	N.C.	N.C.	N.C.
Others	21	BB471557	Eukaryotic translation initiation factor 4E nuclear import factor 1	Eif4enif1	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BQ176989	eukaryotic translation initiation factor 5	Eif5	2.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB003384	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	Elavl1	2.5 ± 0.5	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC024894	elongation factor RNA polymerase II	Ell	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_138953	elongation factor RNA polymerase II 2	Ell2	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_023876	elongation protein 4 homolog (S. cerevisiae)	Elp4	2.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AF083876	epithelial membrane protein 2	Emp2	N.C.	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BF168366	endonuclease domain containing 1	Endod1	N.C.	2.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV117919	ectonucleoside triphosphate diphosphohydrolase 1	Entpd1	2.6 ± 0.5	1.6 ± 0.5	N.C.	1.8 ± 0.4	N.C.	1.9 ± 0.4	N.C.
Others	21	BB547934	ectonucleoside triphosphate diphosphohydrolase 3	Entpd3	3.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_007647	ectonucleoside triphosphate diphosphohydrolase 5	Entpd5	2.8 ± 0.4	1.6 ± 0.4	3.1 + 0.4	1.9 ± 0.4	N.C.	2.0 ± 0.4	N.C.
Others	21	AI844868	E1A binding protein p300	Ep300	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AF057286	epsin 2	Epn2	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM238943	glutamyl-prolyl-tRNA synthetase	Eprs	1.6 ± 0.4	N.C.	-1.5	N.C.	N.C.	N.C.	N.C.
Others	21	BM198879	excision repair cross-complementing rodent repair deficiency,complementation group 5	Ercc5	1.7 ± 0.4	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	AV329219	avian erythroblastosis virus E-26 (v-ets) oncogene related	Erg	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_133753	ERBB receptor feedback inhibitor 1	Errfi1	N.C.	1.8 ± 0.4	-1.3	1.9 ± 0.4	-1.5	N.C.	N.C.
Others	21	BC013717	eukaryotic translation termination factor 1	Etf1	2.7 ± 0.4	N.C.	3.7 + 0.4	N.C.	N.C.	N.C.	N.C.
Others	21	BC010592	ethylmalonic encephalopathy 1	Ethe1	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	BG966751	ets variant gene 5	Etv5	N.C.	2.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_010163	exostoses (multiple) 2	Ext2	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BQ173958	coagulation factor II (thrombin) receptor	F2r	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC024886	coagulation factor III	F3	3.3 ± 0.4	N.C.	-1.4	N.C.	N.C.	N.C.	N.C.
Others	21	NM_007999	flap structure specific endonuclease 1	Fen1	1.9 ± 0.4	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BF466856	four and a half LIM domains 1	Fhl1	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	BM204835	FIP1 like 1 (S. cerevisiae)	Fip1l1	1.6 ± 0.4	N.C.	-1.2	N.C.	N.C.	N.C.	N.C.
Others	21	AV230815	four jointed box 1 (Drosophila)	Fjx1	N.C.	2.2 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_022009	flightless I homolog (Drosophila)	Fliih	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC023373	FK506 binding protein 12-rapamycin associated protein 1	Frap1	N.C.	N.C.	N.C.	3.0 ± 0.5	N.C.	N.C.	N.C.
Others	21	BB444134	Follistatin	Fst	N.C.	N.C.	N.C.	2.3 ± 0.4	N.C.	1.5 ± 0.4	N.C.
Others	21	BB399719	far upstream element (FUSE) binding protein 3	Fubp3	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB225704	fucosidase, alpha-L- 1, tissue	Fuca1	N.C.	1.6 + 0.3	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV309809	fucosyltransferase 4	Fut4	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC010204	forty-two-three domain containing 1	Fyttd1	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM234433	RIKEN cDNA G431001E03 gene	G431001E03Rik	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_008064	glucosidase, alpha, acid	Gaa	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV290688	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2	Galntl2	N.C.	N.C.	N.C.	2.3 ± 0.4	N.C.	1.8 ± 0.4	N.C.
Others	21	NM_008060	alpha glucosidase 2 alpha neutral subunit	Ganab	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_008094	glucosidase, beta, acid	Gba	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_028803	glucan (1,4-alpha-), branching enzyme 1	Gbe1	N.C.	1.7 ± 0.4	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
Others	21	AK019924	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	Gcnt2	1.8 ± 0.4	1.6 ± 0.4	-1.1	N.C.	1.6 + 0.4	N.C.	1.5 + 0.4
Others	21	AW911807	guanine deaminase	Gda	N.C.	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	NM_010268	Ganglioside-induced differentiation-associated-protein 10	Gdap10	1.7 ± 0.4	N.C.	-2.4	N.C.	N.C.	N.C.	N.C.
Others	21	AV311526	gamma-glutamyl carboxylase	Ggcx	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AB064543	gametogenetin binding protein 2	Ggnbp2	1.5 ± 0.4	N.C.	-1.9	N.C.	-1.5	N.C.	N.C.
Others	21	NM_009752	galactosidase, beta 1	Glb1	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV251087	GLE1 RNA export mediator-like (yeast	Gle1l	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG074127	golgi apparatus protein 1	Glg1	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB355415	Glutaminase	Gls	2.3 ± 0.5	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB164509	gene model 368, (NCBI)	Gm368	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	BG066456	gene model 542, (NCBI)	Gm542	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW457804	gene model 967, (NCBI)	Gm967	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV260651	gene model 994, (NCBI)	Gm994	1.5 ± 0.4	N.C.	N.C.	1.7 ± 0.4	N.C.	N.C.	N.C.
Others	21	AW553616	guanine monphosphate synthetase	Gmps	1.6 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BF302166	guanine nucleotide binding protein, alpha 12	Gna12	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BF021177	guanine nucleotide binding protein-like 3 (nucleolar)	Gnl3	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK008566	glucosamine-phosphate N-acetyltransferase 1	Gnpnat1	1.8 ± 0.4	N.C.	2.2 + 0.4	N.C.	N.C.	N.C.	N.C.
Others	21	AV174110	golgi phosphoprotein 3	Golph3	1.6 ± 0.4	N.C.	N.C.	N.C.	1.7 + 0.4	N.C.	N.C.
Others	21	AK010664	golgi reassembly stacking protein 2	Gorasp2	1.8 ± 0.4	1.5 ± 0.4	N.C.	N.C.	1.6 + 0.4	N.C.	N.C.
Others	21	NM_016810	golgi SNAP receptor complex member 1	Gosr1	5.4 ± 0.4	N.C.	N.C.	N.C.	7.2 + 0.5	N.C.	N.C.
Others	21	NM_019650	golgi SNAP receptor complex member 2	Gosr2	1.7 ± 0.4	N.C.	N.C.	N.C.	2.0 + 0.4	N.C.	1.5 + 0.4
Others	21	NM_025989	glycoprotein 2 (zymogen granule membrane)	Gp2	N.C.	N.C.	N.C.	N.C.	N.C.	2.5 ± 0.4	N.C.
Others	21	NM_008155	glucose phosphate isomerase 1	Gpi1	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_008155	glucose phosphate isomerase 1 /// similar to Glucose-6-phosphate isomerase (GPI) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Neuroleukin) (NLK)	Gpi1 /// LOC676596	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_053110	glycoprotein (transmembrane) nmb	Gpnmb	N.C.	N.C.	N.C.	1.9 ± 0.4	N.C.	2.2 ± 0.4	N.C.
Others	21	AK020708	glycoprotein, synaptic 2	Gpsn2	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI648645	glutamic pyruvate transaminase (alanine aminotransferase) 2	Gpt2	N.C.	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	BQ175316	glutamate receptor, ionotropic, AMPA1 (alpha 1)	Gria1	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	BB000455	granulin	Grn	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC024515	gastrin releasing peptide	Grp	N.C.	2.9 + 0.6	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB428484	GrpE-like 1, mitochondrial	Grpel1	1.6 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW120535	gene trap locus 7	Gtl7	1.6 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AI987834	GTP binding protein 4	Gtpbp4	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK002832	glucuronidase, beta	Gusb	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_008197	H1 histone family, member 0	H1f0	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI903743	H3 histone, family 3B	H3f3b	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC027358	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	H6pd	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI790001	hydroxyacylglutathione hydrolase-like	Haghl	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC010205	HECT domain containing 1	Hectd1	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB053466	RIKEN cDNA D230019N24 gene	Herc4	2.0 ± 0.4	N.C.	N.C.	N.C.	1.6 + 0.4	N.C.	N.C.
Others	21	NM_015786	histone 1, H1c	Hist1h1c	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.7 ± 0.4	-1.2
Others	21	BB360457	histone 2, H2aa2	Hist2h2aa2	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE691662	histone 2, H3c1	Hist2h3c1	N.C.	N.C.	N.C.	1.9 ± 0.4	N.C.	N.C.	N.C.
Others	21	NM_019469	histone 2, H3c1 /// histone 2, H3c2 /// histone 1, H3g /// histone 1, H3f /// histone1, H3c /// histone1, H3d /// histone 1, H3b /// histone 1, H3e /// histone 1, H3h /// histone 1, H3i /// histone 2, H3b /// histone 1, H3a	Hist2h3c1 /// Hist2h3c2 /// Hist1h3g /// Hist1h3f /// Hist1h3c /// Hist1h3d /// Hist1h3b /// Hist1h3e /// Hist1h3h /// Hist1h3i /// Hist2h3b /// Hist1h3a	N.C.	N.C.	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
Others	21	BC015270	histone 2, H3c2	Hist2h3c2	N.C.	N.C.	N.C.	1.7 ± 0.4	-1.1	N.C.	N.C.
Others	21	AV297651	histone 3, H2a	Hist3h2a	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	NM_010438	hexokinase 1	Hk1	N.C.	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_016660	high mobility group AT-hook 1	Hmga1	1.5 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	X67668	high mobility group box 2	Hmgb2	1.9 ± 0.4	N.C.	-1.1	N.C.	N.C.	N.C.	N.C.
Others	21	X67668	high mobility group box 2 /// similar to High mobility group protein 2 (HMG-2) /// high mobility group box 2 /// high mobility group box 2	Hmgb2 /// LOC433785 /// LOC678110 /// LOC678341	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE685966	Heterogeneous nuclear ribonucleoprotein A1	Hnrpa1	1.7 ± 0.4	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK007802	heterogeneous nuclear ribonucleoprotein A1 /// heterogeneous nuclear ribonucleoprotein A1 pseudogene /// heterogeneous nuclear ribonucleoprotein A1 pseudogene /// pseudo /// similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand binding protein) (hnRNP core protein A1) (HDP-1) (Topoisomerase-inhibitor suppressed)	Hnrpa1 /// LOC225307 /// LOC434858 /// LOC654467 /// LOC665646	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK013709	heterogeneous nuclear ribonucleoprotein A/B	Hnrpab	1.5 ± 0.4	N.C.	2.8 + 0.4	N.C.	1.5 + 0.4	N.C.	N.C.
Others	21	NM_016690	heterogeneous nuclear ribonucleoprotein D-like	Hnrpdl	2.7 ± 0.4	N.C.	-1.2	N.C.	N.C.	N.C.	-1.2
Others	21	BF228203	heterogeneous nuclear ribonucleoprotein U	Hnrpu	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_016677	hippocalcin-like 1	Hpcal1	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG067097	Hermansky-Pudlak syndrome 5 homolog (human)	Hps5	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG065273	heterogeneous nuclear ribonucleoprotein methyltransferase-like 4 (S. cerevisiae)	Hrmt1l4	3.3 ± 0.4	N.C.	N.C.	N.C.	N.C.	2.2 ± 0.4	N.C.
Others	21	BM935271	hyperparathyroidism 2 homolog (human)	Hrpt2	2.4 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	AW553435	isoleucine-tRNA synthetase 2, mitochondrial	Iars2	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_010496	inhibitor of DNA binding 2	Id2	1.5 ± 0.4	N.C.	N.C.	N.C.	1.6 + 0.4	N.C.	N.C.
Others	21	NM_010496	inhibitor of DNA binding 2	Idb2	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_008322	isocitrate dehydrogenase 2 (NADP+), mitochondrial	Idh2	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB493523	iduronate 2-sulfatase	Ids	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB524087	imprinted and ancient	Impact	2.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB253137	inhibin beta-B	Inhbb	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI966443	integral membrane protein 2A	Itm2a	N.C.	N.C.	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.
Others	21	AV221988	isovaleryl coenzyme A dehydrogenase	Ivd	N.C.	1.5 ± 0.4	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
Others	21	AJ278133	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	Kdelr2	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC021407	kelch-like 24 (Drosophila)	Klhl24	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW544889	karyopherin (importin) beta 1	Kpnb1	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_008471	keratin complex 1, acidic, gene 19	Krt1-19	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB022070	l(3)mbt-like 3 (Drosophila)	L3mbtl3	N.C.	N.C.	N.C.	1.9 ± 0.4	1.5 + 0.4	1.6 ± 0.4	N.C.
Others	21	BM230280	lymphoid nuclear protein related to AF4-like	Laf4l	1.5 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	X84014	laminin, alpha 3 /// similar to Laminin alpha-3 chain precursor (Nicein alpha subunit)	Lama3 /// LOC669814	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB053010	laminin, alpha 4	Lama4	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC026051	laminin, beta 2	Lamb2	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_008484	laminin, beta 3	Lamb3	N.C.	2.4 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_133737	LanC (bacterial lantibiotic synthetase component C)-like 2	Lancl2	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB218107	lysosomal-associated protein transmembrane 5	Laptm5	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB006809	longevity assurance homolog 4 (S. cerevisiae)	Lass4	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AI426376	Lectin, galactose binding, soluble 3	Lgals3	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.6 ± 0.4	N.C.
Others	21	NM_011150	lectin, galactoside-binding, soluble, 3 binding protein	Lgals3bp	N.C.	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB187947	leucine-rich repeat LGI family, member 3	Lgi3	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_011175	legumain	Lgmn	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB704337	lin 7 homolog c (C. elegans)	Lin7c	1.5 ± 0.4	N.C.	N.C.	N.C.	1.7 + 0.4	N.C.	N.C.
Others	21	BC019124	LIM and cysteine-rich domains 1	Lmcd1	3.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_019390	lamin A	Lmna	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AA270173	lamin B1	Lmnb1	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW553387	LIM domain only 7	Lmo7	N.C.	N.C.	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
Others	21	NM_080795	ligand of numb-protein X 2	Lnx2	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE956516	additional sex combs like 1	LOC228790	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE951394	similar to hypothetical protein MGC26996; chromosome 6 open reading frame 172	LOC268291	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE199054	similar to Insulin receptor substrate-2 (IRS-2) (4PS)	LOC384783	3.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK010400	RIKEN cDNA 2410004M13 gene	LOC406217	N.C.	N.C.	N.C.	N.C.	N.C.	1.7 ± 0.4	N.C.
Others	21	AW490711	LOC432690	LOC432690	N.C.	N.C.	N.C.	N.C.	N.C.	2.0 ± 0.4	N.C.
Others	21	BE859789	hypothetical LOC640370 /// hypothetical protein LOC667653 /// hypothetical protein LOC672953	LOC640370 /// LOC667653 /// LOC672953	N.C.	2.2 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB705689	LON peptidase N-terminal domain and ring finger 1 /// similar to CG32369-PB, isoform B	Lonrf1 /// LOC631639	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE956940	LON peptidase N-terminal domain and ring finger 3	Lonrf3	N.C.	N.C.	N.C.	2.3 ± 0.4	N.C.	N.C.	N.C.
Others	21	AV254798	low density lipoprotein-related protein 12	Lrp12	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	BC012229	leucine rich repeat containing 16	Lrrc16	1.5 ± 0.4	1.6 ± 0.4	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
Others	21	BB540721	leucine rich repeat containing 35	Lrrc35	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB315861	leucine rich repeat containing 5	Lrrc5	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB315861	leucine rich repeat containing 8D	Lrrc8d	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE456782	leucine rich repeat (in FLII) interacting protein 2	Lrrfip2	1.5 ± 0.4	N.C.	-1.2	N.C.	N.C.	N.C.	N.C.
Others	21	AK017655	Luc7 homolog (S. cerevisiae)-like	Luc7l	1.7 ± 0.4	N.C.	3.8 + 0.5	N.C.	N.C.	N.C.	N.C.
Others	21	AK013287	Mak3 homolog (S. cerevisiae)	Mak3	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK004794	MAM domain containing 2	Mamdc2	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB444511	matrin 3	Matr3	1.9 ± 0.4	N.C.	N.C.	N.C.	-1.3	N.C.	N.C.
Others	21	BC025172	myoglobin	Mb	N.C.	N.C.	N.C.	N.C.	N.C.	1.7 ± 0.4	N.C.
