Affymetrix ID	Fold Induction	Common name	Description
1388023_a_at	1.475	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit
1378074_at	1.475		Transcribed sequences
1389672_at	1.475		Transcribed sequences
1373025_at	1.475		Similar to C1q C chain (LOC362634), mRNA
1393722_at	1.475		Transcribed sequences
1370335_at	1.475	Dab2ip	disabled homolog 2 (Drosophila) interacting protein
1372088_at	1.475		Similar to protein tyrosine phosphatase, receptor-type, F interacting protein, binding protein 2; liprin beta 2 (LOC312855), mRNA
1376788_at	1.475		Transcribed sequences
1374588_at	1.474		Similar to Sulfatase modifying factor 1 precursor (C-alpha-formyglycine-generating enzyme 1) (LOC362409), mRNA
1370052_at	1.474	Pdpk1	3-phosphoinositide dependent protein kinase-1
1374104_at	1.474	Cldn5	UI-R-CT0s-cav-c-02-0-UI.s1 UI-R-CT0s Rattus norvegicus cDNA clone UI-R-CT0s-cav-c-02-0-UI 3, mRNA sequence.
1368055_a_at	1.473	Lmna	lamin A
1374123_at	1.473		Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1370204_at	1.473	Frag1	FGF receptor activating protein 1
1398853_at	1.473	Psmb3	proteasome (prosome, macropain) subunit, beta type 3
1389986_at	1.472		Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1372742_at	1.472		Similar to Expressed sequence AI035571 (LOC314046), mRNA
1378246_at	1.471		Similar to T-cell activation protein phosphatase 2C (LOC304488), mRNA
1397334_at	1.471		Similar to SEC14-like 1 (LOC303694), mRNA
1383996_at	1.471		Similar to Transcriptional co-activator CRSP7 homolog (LOC306328), mRNA
1395173_at	1.471		Similar to membrane component, chromosome 11, surface marker 1; likely ortholog of mouse GPI-anchored membrane protein 1 (LOC362173), mRNA
1386823_at	1.471		UI-R-C1-jw-c-08-0-UI.r1 UI-R-C1 Rattus norvegicus cDNA clone UI-R-C1-jw-c-08-0-UI 5, mRNA sequence.
1391500_at	1.471		Transcribed sequences
1394435_at	1.47		UI-R-AB1-yy-e-08-0-UI.s1 UI-R-AB1 Rattus norvegicus cDNA clone UI-R-AB1-yy-e-08-0-UI 3, mRNA sequence.
1387769_a_at	1.47	Id3	Inhibitor of DNA binding 3, dominant negative helix-loop-helix protein
1372182_at	1.47	Pfkp	Transcribed sequence with moderate similarity to protein ref:NP_002618.1 (H.sapiens)  phosphofructokinase, platelet; Phosphofructokinase, platelet type [Homo sapiens]
1378216_at	1.47		Transcribed sequence with moderate similarity to protein sp:P28799 (H.sapiens) GRN_HUMAN Granulins precursor
1378539_at	1.469		Transcribed sequences
1382956_at	1.469		EST199249 Normalized rat brain, Bento Soares Rattus sp. cDNA clone RBRAP21 3 end, mRNA sequence.
1395426_at	1.469		Transcribed sequences
1373384_at	1.469		Similar to Ppp2r5c protein (LOC362786), mRNA
1383368_at	1.469	MGC72610	Unknown (protein for MGC:72610)
1398779_at	1.468	Arpc1a	suppressor of profilin/p41 of actin-related complex 2/3
1397206_at	1.468		Transcribed sequences
1384867_at	1.468		Similar to YIP1B (LOC364147), mRNA
1386946_at	1.468	Cpt1a	carnitine palmitoyltransferase 1, liver
1395343_at	1.467		Similar to transmembrane protein TM9SF3 (LOC309475), mRNA
1373625_at	1.467		Similar to serine hydroxymethyl transferase 1 (soluble) (LOC287379), mRNA
1390767_at	1.466		Ac2-238 mRNA, complete cds
1370267_at	1.466	Gsk3b	glycogen synthase kinase 3 beta
1377669_at	1.465	ram	low Mr GTP-binding protein
1391901_at	1.465		Transcribed sequences
1376093_at	1.465		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1378740_at	1.465		Similar to Ras GTPase-activating protein nGAP (RAS protein activator like 1) (LOC304893), mRNA
1378140_at	1.465		Similar to RIKEN cDNA C730007L20 gene (LOC364396), mRNA
1386888_at	1.464	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1
1397907_at	1.464		Transcribed sequences
1385513_at	1.464		Transcribed sequences
1371566_at	1.463		Similar to F-box protein FBL2 (LOC363083), mRNA
1384504_at	1.463		Similar to BAI1-associated protein 1; WW domain-containing protein 3; atrophin-1 interacting protein 3 (LOC297463), mRNA
1369919_at	1.462	Tef	thyrotroph embryonic factor
1388338_at	1.462		Similar to protein phosphatase 2A, regulatory subunit B (PR 53) (LOC362102), mRNA
1389487_at	1.462		Similar to DnaJ (Hsp40) homolog, subfamily B, member 12 (LOC294513), mRNA
1372125_at	1.462		Similar to RIKEN cDNA 3110050F08 (LOC298376), mRNA
1383744_at	1.462		Transcribed sequence with weak  similarity to protein pir:RGECDW (E. coli) RGECDW transcription activator of D-serine dehydratase - Escherichia coli
1374148_at	1.461		Transcribed sequences
1371441_at	1.461		Similar to phosphoprotein enriched in astrocytes 15 (LOC364052), mRNA
1377620_at	1.461		Similar to RIKEN cDNA 2700038I16 (LOC360764), mRNA
1385823_s_at	1.461	Podxl	Similar to death receptor 6 (LOC316256), mRNA
1393409_at	1.461		Transcribed sequences
1375423_at	1.461		Similar to RIKEN cDNA 2310030G06 (LOC300700), mRNA
1367790_at	1.461	U83883	p105 coactivator
1371854_at	1.46		Transcribed sequences
1371814_at	1.46		Similar to ubiquitin-conjugating enzyme E2G 2; ubiquitin-conjugating enzyme 7 homolog (LOC294331), mRNA
1376116_at	1.46	Ddx24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24
1393098_at	1.46		Transcribed sequence with moderate similarity to protein pir:S55474 (H.sapiens) S55474 Human giant larvae homolog - human
1382023_at	1.459		Transcribed sequences
1389035_at	1.459		Similar to DNA segment, Chr 17, Wayne State University 94, expressed (LOC301245), mRNA
1391419_at	1.459		Similar to RIKEN cDNA 1110054A24 (LOC366480), mRNA
1373582_at	1.459		Transcribed sequences
1390364_at	1.459		Transcribed sequences
1389387_at	1.459		Transcribed sequence with moderate similarity to protein sp:Q92530 (H.sapiens) PSF1_HUMAN Proteasome inhibitor PI31 subunit
1383743_at	1.458		UI-R-CX0-bww-g-07-0-UI.s1 UI-R-CX0 Rattus norvegicus cDNA clone UI-R-CX0-bww-g-07-0-UI 3, mRNA sequence.
1372578_at	1.458	Vars2	valyl-tRNA synthetase 2
AFFX_Rat_beta-actin_5_at	1.458	Actb
1378203_at	1.458		Similar to RIKEN cDNA 6330509G02 (LOC303518), mRNA
1383412_at	1.458		Transcribed sequences
1389078_at	1.457		Similar to leucine-rich repeat-containing F-box protein FBL6 (LOC362941), mRNA
1394817_at	1.457		UI-R-C3-tr-e-03-0-UI.s1 UI-R-C3 Rattus norvegicus cDNA clone UI-R-C3-tr-e-03-0-UI 3, mRNA sequence.
1369698_at	1.457	Abcc3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3
1383401_at	1.456		UI-R-DK0-cde-g-01-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cde-g-01-0-UI 3, mRNA sequence.
1379298_at	1.456		Similar to interferon alpha/beta receptor (LOC288264), mRNA
1368816_at	1.456	Mpz	myelin protein zero
1386895_at	1.456	Maged1	melanoma antigen, family D, 1
1378754_at	1.455		UI-R-CW0-bwh-f-03-0-UI.s1 UI-R-CW0 Rattus norvegicus cDNA clone UI-R-CW0-bwh-f-03-0-UI 3, mRNA sequence.
1368560_at	1.455	Kcnj5	potassium inwardly-rectifying channel, subfamily J, member 5
1382927_at	1.455		Similar to hypothetical protein FLJ35681 (LOC308990), mRNA
1394709_at	1.455		Transcribed sequences
1367914_at	1.455	Emp3	epithelial membrane protein 3
1389321_at	1.455		Transcribed sequences
1375151_at	1.455		Similar to RAP2A, member of RAS oncogene family; K-REV; RAP2, member of RAS oncogene family (K-rev) (LOC366733), mRNA
1389089_at	1.455	RT1-Ke4	Similar to KE4 (LOC294281), mRNA
1389499_at	1.454		Transcribed sequence with weak  similarity to protein pir:A48133 (H.sapiens) A48133 pre-mRNA splicing SRp75 - human
1382434_at	1.454	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5
1391953_at	1.454	Msx2	msh homeo box homolog 2 (Drosophila)
1368673_at	1.454	Ddr2
1388730_at	1.454		Transcribed sequence with weak  similarity to protein pir:RGECDW (E. coli) RGECDW transcription activator of D-serine dehydratase - Escherichia coli
1367801_at	1.453	Ece1	endothelin converting enzyme 1
1397508_at	1.453		Similar to RIKEN cDNA 2310005B10 (LOC308490), mRNA
1383535_at	1.453		Similar to ankyrin repeat and SOCS box-containing protein 8 (LOC315287), mRNA
1392619_at	1.453		UI-R-BS1-azn-g-03-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-azn-g-03-0-UI 3, mRNA sequence.
1372566_at	1.452		Similar to mitochondrial carrier homolog 2 (LOC295922), mRNA
1388849_at	1.452		Similar to ancient ubiquitous 46 kDa protein AUP46 precursor (LOC297377), mRNA
1375170_at	1.452		Similar to endothelial monocyte-activating polypeptide (LOC295195), mRNA
1399102_at	1.452		Similar to hypothetical protein MGC15523 (LOC303740), mRNA
1388763_at	1.452		Similar to h2-calponin (LOC366831), mRNA
1385268_at	1.451		Similar to 4633402D15Rik protein (LOC304743), mRNA
1387441_at	1.451	Kcnk3	potassium channel, subfamily K, member 3
1372619_at	1.451		Similar to Aa2-277 (LOC309176), mRNA
1367741_at	1.451	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
1389980_at	1.451		Similar to Protein HSPC163 (LOC289324), mRNA
1380867_a_at	1.45		Similar to CG6613-PA (LOC303584), mRNA
1367737_at	1.45	Fuca	fucosidase, alpha-L- 1, tissue
1374222_at	1.45		Similar to ITM (LOC309131), mRNA
1391602_at	1.45		Similar to GTP-binding protein (LOC305470), mRNA
1398930_at	1.45		Similar to ATPase, H+ transporting, V0 subunit B; ATPase, H+ transporting, lysosomal (vacuolar proton pump); ATPase, H+ transporting, lysosomal 21kDa, V0 subunit B; lysosomal 21kDa (LOC298451), mRNA
1382499_at	1.45		UI-R-A0-ap-b-07-0-UI.s1 UI-R-A0 Rattus norvegicus cDNA clone UI-R-A0-ap-b-07-0-UI 3, mRNA sequence.
1372505_at	1.45	Ykt6	prenylated SNARE protein
1389152_at	1.45	MGC72597	Unknown (protein for MGC:72597)
1398679_at	1.449		rx01204s Rat mixed-tissue library Rattus norvegicus cDNA clone rx01204 3, mRNA sequence.
1381118_at	1.449		Similar to RIKEN cDNA 2700007P21 (LOC311279), mRNA
1369758_at	1.449	Gpam	glycerol-3-phosphate acyltransferase, mitochondrial
1371481_at	1.449		Similar to POLYPOSIS LOCUS PROTEIN 1 HOMOLOG (TB2 PROTEIN HOMOLOG) (GP106) (LOC364838), mRNA
1386925_at	1.449	Arpc1b	actin related protein 2/3 complex, subunit 1B
1370007_at	1.449	Erp70	protein disulfide isomerase related protein (calcium-binding protein, intestinal-related)
1367454_at	1.448	Copb2	beta prime COP
1389269_at	1.448		Similar to RIKEN cDNA 4933433P14 gene (LOC362778), mRNA
1369806_at	1.448	Adrb1	adrenergic receptor, beta 1
1370141_at	1.448	Mcl1	myeloid cell leukemia sequence 1
1398640_at	1.447		Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1379655_at	1.447		LOC361480 (LOC361480), mRNA
1379825_at	1.447		Similar to TUWD12 (LOC366876), mRNA
1367560_at	1.447	Arbp	acidic ribosomal protein P0
1398771_at	1.447	Slc3a2	solute carrier family 3, member 2
1374369_at	1.447		UI-R-CA1-bkd-e-09-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-bkd-e-09-0-UI 3, mRNA sequence.
1389084_at	1.446		Transcribed sequences
1381992_at	1.446		Similar to RIKEN cDNA 2310042D10 (LOC308107), mRNA
1385466_at	1.446		Similar to Phgdhl1 protein (LOC361094), mRNA
1371499_at	1.446	Cd9	CD9 antigen
1388450_at	1.446		Ac1576 mRNA, complete cds
1374817_at	1.446		Transcribed sequences
1370048_at	1.446	Edg2	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2
1389903_at	1.445		Similar to pituitary tumor-transforming gene 1 protein-interacting protein (LOC365548), mRNA
1387077_at	1.445	Arpp19	cyclic AMP phosphoprotein, 19 kDa
1398939_at	1.445		Similar to ORM1-like 3 (LOC360618), mRNA
1390723_at	1.445		Transcribed sequence with weak  similarity to protein pir:T12486 (H.sapiens) T12486 hypothetical protein DKFZp566H033.1 - human
1393238_at	1.445		UI-R-E0-di-e-10-0-UI.s1 UI-R-E0 Rattus norvegicus cDNA clone UI-R-E0-di-e-10-0-UI 3 similar to gi|1725461|gb|AA154540|AA154540 mq68g02.r1 Soares 2NbMT Mus musculus cDNA clone 583922 5, mRNA sequence.
1375633_at	1.444		LOC361792 (LOC361792), mRNA
1382166_at	1.444		Similar to Ab2-417 (LOC300965), mRNA
1370030_at	1.444	Gclm	glutamate cysteine ligase, modifier subunit
1386987_at	1.444	Il6r	interleukin 6 receptor
1391808_at	1.444		Transcribed sequences
1370527_a_at	1.444	Csnk1d	casein kinase 1, delta
1375634_at	1.444		Similar to RIKEN cDNA 2900091E11 (LOC299707), mRNA
1384383_at	1.444		Similar to Putative lysophosphatidic acid acyltransferase (LOC290843), mRNA
1369937_at	1.443	Calm1	calmodulin 1
1371575_at	1.443	Msn	moesin
1383158_at	1.443		Similar to HIV-1 Rev binding protein (LOC311525), mRNA
1395036_at	1.443		Similar to Ac2-190 (LOC312952), mRNA
1372856_at	1.442	Hdgfrp2	hepatoma-derived growth factor, related protein 2
1398372_at	1.442		Similar to RIKEN cDNA 0610039K22 (LOC303110), mRNA
1373804_at	1.442		Similar to forkhead-related transcription factor 1A (LOC297480), mRNA
1374457_at	1.442	Slipr	scaffolding protein SLIPR
1388966_at	1.441		Transcribed sequences
1384983_at	1.441		Similar to RIKEN cDNA 1110032A17 (LOC362156), mRNA
1376496_at	1.441		Transcribed sequence with weak  similarity to protein ref:NP_112092.1 (H.sapiens)  apolipoprotein L, 2 [Homo sapiens]
1383155_at	1.441		Transcribed sequence with strong similarity to protein pdb:1BGM (E. coli) O Chain O, Beta-Galactosidase
1368194_at	1.441	Agpat4	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, delta)
1372797_at	1.441		Similar to Polyglutamine binding protein 1 (LOC302557), mRNA
1380533_at	1.441	App	amyloid beta (A4) precursor protein
1377252_at	1.44		Similar to RIKEN cDNA 1200011M11 (LOC287596), mRNA
1387869_s_at	1.44	Rabggta	Rab geranylgeranyl transferase, a subunit
AFFX-r2-Bs-lys-3_at	1.44
1368054_at	1.44	Lmna	lamin A
1371420_at	1.439		Transcribed sequences
1388805_at	1.439	Ppp2ca	protein phosphatase 2a, catalytic subunit, alpha isoform
1379733_at	1.439		Transcribed sequence with strong similarity to protein sp:P50876 (H.sapiens) Y161_HUMAN Hypothetical protein KIAA0161
1388647_at	1.439		Transcribed sequence with moderate similarity to protein ref:NP_077276.1 (H.sapiens)  hypothetical protein MGC2217 [Homo sapiens]
1368897_at	1.439	Madh7	MAD homolog 7 (Drosophila)
1387905_at	1.439	Jdp1	Jun dimerization protein 1 gene
1373304_at	1.438		Similar to CoA synthase (LOC287711), mRNA
1369946_at	1.438	Pdrp	PDRP protein
1385165_at	1.438		UI-R-BS1-axx-f-12-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-axx-f-12-0-UI 3, mRNA sequence.
1376522_at	1.438	Fabp3	fatty acid binding protein 3
1377300_at	1.438	Mpp3	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)
1368280_at	1.437	Ctsc	cathepsin C
1369051_at	1.437	Insr	insulin receptor
1388519_at	1.437		Similar to protein translocation complex beta; protein transport protein SEC61 beta subunit (LOC298068), mRNA
1368612_at	1.436	Itgb4	integrin beta 4
1375005_at	1.436		Transcribed sequences
1378374_at	1.436		Hypothetical LOC290372 (LOC290372), mRNA
1385881_at	1.436		Transcribed sequences
1380547_at	1.436	Clcn3	chloride channel 3
1374368_at	1.435		Transcribed sequences
1387322_at	1.435	Sema6b	semaphorin 6B
1390631_at	1.435		Transcribed sequences
1372035_at	1.435		Similar to NGD5 protein homolog (CGI-53) (LOC362265), mRNA
1377069_at	1.435		UI-R-BT1-bnh-c-01-0-UI.s1 UI-R-BT1 Rattus norvegicus cDNA clone UI-R-BT1-bnh-c-01-0-UI 3, mRNA sequence.
1368370_at	1.435	Adcy4	adenylyl cyclase 4
1385007_at	1.435		Similar to hypothetical protein DKFZp761J139 (LOC309986), mRNA
1383426_at	1.435		Similar to PEST phosphatase interacting protein (LOC300732), mRNA
1372219_at	1.435		Transcribed sequence with strong similarity to protein sp:P06468 (H.sapiens) TPM2_HUMAN Tropomyosin beta chain, fibroblast and epithelial muscle-type
1378503_at	1.435		Transcribed sequence with moderate similarity to protein ref:NP_060373.1 (H.sapiens)  hypothetical protein FLJ20618 [Homo sapiens]
1393015_at	1.435		Similar to hypothetical protein FLJ14146 (LOC360894), mRNA
1371445_at	1.434		Similar to ribosome-binding protein p34 - rat (LOC287633), mRNA
1383961_a_at	1.434		Similar to hypothetical protein FLJ10737 (LOC362666), mRNA
1371198_at	1.434		FSH-regulated protein mRNA
1372468_at	1.434		Similar to CD97 protein (LOC361383), mRNA
1382196_at	1.434		Similar to hypothetical protein ET (LOC360667), mRNA
1371764_at	1.433		Similar to Ubc6p homolog (LOC298689), mRNA
1371108_a_at	1.433	Atp1a1	ATPase, Na+K+ transporting, alpha 1
1388686_at	1.433	Dscr1	Down syndrome critical region homolog 1 (human)
1393361_at	1.433		Similar to chromosome 16 open reading frame 33; minus -99 protein (LOC287170), mRNA
1372594_at	1.432		Transcribed sequences
1397346_at	1.432		Transcribed sequences
1372724_at	1.432	Grina	NMDA receptor glutamate-binding chain
1370485_a_at	1.432	Bcl2l1	Bcl2-like 1
1376882_at	1.431		Transcribed sequences
1398879_at	1.431	LOC246218	arrestin-E
1373539_at	1.431		Transcribed sequence with strong similarity to protein pir:S47481 (M.musculus) S47481 tex261 protein - mouse
1370228_at	1.431	Tf	Transferrin
1389310_at	1.43		Transcribed sequences
1384263_at	1.43		Similar to hypothetical protein MGC33214 (LOC309953), mRNA
1393120_at	1.43		Transcribed sequences
1374502_at	1.43		Similar to rab3 GTPase-activating protein, non-catalytic subunit (LOC289350), mRNA
1390128_at	1.43		Similar to CHMP1.5 protein (LOC364890), mRNA
1370192_at	1.43	Stx12	syntaxin 12
1381250_at	1.429		Transcribed sequences
1393673_at	1.429		Similar to HCDI protein (LOC361044), mRNA
1372803_at	1.429		Similar to DNA segment, Chr 14, ERATO Doi 449, expressed (LOC290529), mRNA
1370353_at	1.429	Timm22	translocase of inner mitochondrial membrane 22 homolog (yeast)
1386263_at	1.429	Nedd4a	neural precursor cell expressed, developmentally down-regulated gene 4A
1383610_at	1.429	Eya2	eyes absent 2 homolog (Drosophila)
1372535_at	1.428		Similar to RIKEN cDNA 2210012G02 (LOC366431), mRNA
1380696_at	1.427		Similar to RIKEN cDNA C230093N12 (LOC365903), mRNA
1370599_a_at	1.427	Ptprd	protein tyrosine phosphatase, receptor type, D
1386982_at	1.427	Mgat2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
1395985_at	1.427	Spg7	spastic paraplegia 7 homolog (human)
1392724_at	1.427		Transcribed sequence with weak  similarity to protein ref:NP_005479.1 (H.sapiens)  target of myb1
1372513_at	1.427	Rac1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
1376715_at	1.427	LOC365567	Transcribed sequence with strong similarity to protein ref:NP_006068.1 (H.sapiens)  calcium binding atopy-related autoantigen 1; atopy related autoantigen [Homo sapiens]
1371781_at	1.427		Transcribed sequences
1394957_at	1.427		Similar to KIAA0975 protein (LOC306255), mRNA
1372752_at	1.426		Similar to transmembrane 4 superfamily member 7; tetraspanin 4; novel antigen 2; tetraspan TM4SF (LOC293627), mRNA
1372459_at	1.426		Similar to vasodilator-stimulated phosphoprotein (LOC361517), mRNA
1388511_at	1.426		Similar to KIAA0782 protein (LOC361617), mRNA
1371648_at	1.426	Ddb1	damage-specific DNA binding protein 1
1368409_at	1.426	Gstt2	glutathione S-transferase, theta 2
1373088_at	1.426		Hypothetical LOC291665 (LOC291665), mRNA
1375525_at	1.426	Mapre1	microtubule-associated protein, RP/EB family, member 1
1396204_at	1.425		UI-R-AA1-zx-f-04-0-UI.s1 UI-R-AA1 Rattus norvegicus cDNA clone UI-R-AA1-zx-f-04-0-UI 3, mRNA sequence.
1367529_at	1.425		Similar to RIKEN cDNA 1110021N07 (LOC362912), mRNA
1391595_at	1.425		Similar to acheron; death-associated LA motif protein (LOC315731), mRNA
1393517_at	1.425		UI-R-C4-amc-b-01-0-UI.s1 UI-R-C4 Rattus norvegicus cDNA clone UI-R-C4-amc-b-01-0-UI 3, mRNA sequence.
1378214_at	1.425		Transcribed sequences
1369621_s_at	1.424	Fkbp1a	FK506-binding protein 1a
1369970_at	1.424	Vamp8	vesicle-associated membrane protein 8 (endobrevin)
1372020_at	1.424		Transcribed sequence with weak  similarity to protein ref:NP_005479.1 (H.sapiens)  target of myb1
1396024_at	1.424		Similar to Serine palmitoyltransferase 1 (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1) (LOC361213), mRNA
1373516_at	1.423		Similar to RIKEN cDNA 2600005C20 (LOC309673), mRNA
1384392_at	1.423	Cyp26b1	UI-R-BS2-bei-b-04-0-UI.s1 UI-R-BS2 Rattus norvegicus cDNA clone UI-R-BS2-bei-b-04-0-UI 3, mRNA sequence.
1376803_at	1.423	Rgs3	regulator of G-protein signaling 3
1369039_at	1.423	Pik4cb	phosphatidylinositol 4-kinase
1383641_at	1.423	Ednra	endothelin receptor type A
1395629_at	1.422		UI-R-BX0-asd-d-11-0-UI.s1 UI-R-BX0 Rattus norvegicus cDNA clone UI-R-BX0-asd-d-11-0-UI 3, mRNA sequence.
1379725_at	1.422		Transcribed sequences
1394361_a_at	1.422		Transcribed sequences
1399143_at	1.421	Ube2n	ubiquitin-conjugating enzyme E2N (homologous to yeast UBC13)
1386505_at	1.421		rx01240s Rat mixed-tissue library Rattus norvegicus cDNA clone rx01240 3, mRNA sequence.
1377029_at	1.421		Transcribed sequences
1370677_at	1.421	Rin1	ras inhibitor
1374217_at	1.421		Similar to chromosome 16 open reading frame 5 (LOC360480), mRNA
1399151_at	1.421		Similar to hypothetical protein FLJ11526 (LOC360531), mRNA
1389123_at	1.421		Similar to Small inducible cytokine A6 precursor (CCL6) (C10 protein) (LOC287910), mRNA
1395840_at	1.42		Similar to eIF-1A (LOC317163), mRNA
1373872_at	1.42		Transcribed sequences
1376605_at	1.42		Transcribed sequences
1380474_at	1.42		Similar to Lysyl oxidase homolog 2 precursor (Lysyl oxidase-like protein 2) (Lysyl oxidase related protein 2) (Lysyl oxidase-related protein WS9-14) (LOC290350), mRNA
1373460_at	1.42		Similar to heat shock protein 84 - mouse (LOC301252), mRNA
AFFX-DapX-3_at	1.42
1394842_at	1.42	MGC72591	Unknown (protein for MGC:72591)
1371758_at	1.42		Similar to RIKEN cDNA 1110021H02; EST AA062310 (LOC289220), mRNA
1382897_at	1.42		Transcribed sequences
1391694_at	1.42		Transcribed sequences
1367874_at	1.419	Tc10	ras-like protein
1398843_at	1.419	Vapa	vesicle-associated membrane protein, associated protein a
1384708_at	1.419		Transcribed sequences
1373760_at	1.419		Similar to RIKEN cDNA 2610024N01 (LOC310672), mRNA
1385323_at	1.419		Transcribed sequences
1387529_a_at	1.419	Tagln3	transgelin 3
1370247_a_at	1.419	Pmp22	peripheral myelin protein 22
1389470_at	1.419	Bf	B-factor, properdin
1386989_at	1.419	Edg5	endothelial differentiation, sphingolipid G-protein-coupled receptor, 5
1372629_at	1.418		Transcribed sequence with weak  similarity to protein ref:NP_060531.1 (H.sapiens)  hypothetical protein FLJ10330 [Homo sapiens]
1370208_at	1.418	Nr1h2	nuclear receptor subfamily 1, group H, member 2
1379699_at	1.418		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1386041_a_at	1.418		Similar to Kruppel-like factor 2 (Lung kruppel-like factor) (LOC306330), mRNA
1369736_at	1.418	Emp1	epithelial membrane protein 1
1390702_at	1.417		Transcribed sequences
1387925_at	1.417	Asns	asparagine synthetase
1387036_at	1.417	Hes1	hairy and enhancer of split 1 (Drosophila)
1384186_at	1.417		Transcribed sequences
1389791_at	1.417		Similar to neuronal ceroid lipofuscinosis type 8 (LOC306619), mRNA
1371444_at	1.416		Similar to TRH3 (LOC310667), mRNA
1392538_at	1.416		Similar to Presenilin-like protein 4 (SPPL3 protein) (LOC360822), mRNA
1385877_at	1.416		Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1371702_at	1.416		MRNA for tetraspanin protein (Tm4sf2 gene), 3 UTR
1390649_at	1.416	znT3	Transcribed sequences
1394470_at	1.415		UI-R-C1-kg-a-09-0-UI.s1 UI-R-C1 Rattus norvegicus cDNA clone UI-R-C1-kg-a-09-0-UI 3, mRNA sequence.
1368204_at	1.415	Lig1	DNA ligase I
1395615_at	1.415		Transcribed sequences
1374876_at	1.415		CDNA clone MGC:72989 IMAGE:6887991, complete cds
1380057_at	1.415		Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1392330_at	1.415		Similar to N6-DNA-methyltransferase isoform 1 (LOC288309), mRNA
1369177_at	1.415	Pi4KII	phosphatidylinositol 4-kinase type II
1391172_at	1.415		Transcribed sequences
1385158_at	1.414		Similar to CHMP1.5 protein (LOC364890), mRNA
1389445_at	1.414		Similar to 2810407K09Rik protein (LOC293511), mRNA
1382384_at	1.414		Similar to Rassf6 protein (LOC305251), mRNA
1371950_at	1.414		Similar to RIKEN cDNA 2700099C19 (LOC302422), mRNA
1370246_at	1.413	Calm2	calmodulin 2
1376700_at	1.413		Transcribed sequence with weak  similarity to protein prf:2018199A (E. coli) 2018199A beta lactamase IRT-4 [Escherichia coli]
1368489_at	1.413	Fosl1	fos-like antigen 1
1388057_a_at	1.413	Dlgap1	guanylate kinase associated protein
1377769_at	1.413		Similar to clathrin-associated protein 19 - mouse (LOC360785), mRNA
1369629_at	1.412	Adk	adenosine kinase
1393260_at	1.412		Transcribed sequence with strong similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1369150_at	1.412	Pdk4	pyruvate dehydrogenate kinase 4
1367856_at	1.412	G6pdx	glucose-6-phosphate dehydrogenase
1375821_at	1.412		UI-R-CA1-bcp-b-07-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-bcp-b-07-0-UI 3, mRNA sequence.
1386900_at	1.412	RAMP4	ribosome associated membrane protein 4
1371462_at	1.412		Similar to Insulin-like growth factor binding protein 4 precursor (IGFBP-4) (IBP-4) (IGF-binding protein 4) (LOC360622), mRNA
1388602_at	1.412	Adn	adipsin
1392033_a_at	1.412		Similar to pantothenate kinase 2; PANK2 (LOC296167), mRNA
1371539_at	1.412		Similar to nucleolar protein family A, member 2 (LOC287273), mRNA
1390480_at	1.412		UI-R-AA1-aaa-f-01-0-UI.s1 UI-R-AA1 Rattus norvegicus cDNA clone UI-R-AA1-aaa-f-01-0-UI 3, mRNA sequence.
1393610_at	1.412		Similar to hypothetical protein BC008163 (LOC362618), mRNA
