Acc	Symbol	name	Unigene	LLID	Function	Chromosome	Cytoband	0439gpr MPP vs LT	0461gpr LT vs MPP	5351gpr MPP vs LT	5352gpr LT vs MPP	5359gpr LT vs MPP	5360gpr MPP vs LT	Pass	Fold change	1/fold change	Score(d)	Numerator(r)	Denominator(s+s0)	q-value (%)
AV087478	Evc2	Ellis van Creveld syndrome 2 homolog (human)	Mm.25506	68525		5	5 B3	-1.6687	-1.4962	-1.4081	-1.3877	0.4261	-0.4574	6	0.58331631	1.714335743	-1.28046819	-0.998666667	0.779923058	3.513891436
NA	NA	NA	NA		NA			-0.9083	-0.898	-0.9953	-0.883	-0.4667	-0.2337	6	0.614563641	1.62717078	-1.278956877	-0.730833333	0.571429222	3.513891436
AV154122	Serpina3n	serine (or cysteine) proteinase inhibitor, clade A, member 3N	Mm.22650	20716		12	12 E	-1.1003	-0.807	-0.5043	-0.8167	-2.0123	-0.1623	6	0.575367847	1.738018565	-1.278862353	-0.900483333	0.704128424	3.513891436
AV085136	Nphp1	nephronophthisis 1 (juvenile) homolog (human)	Mm.210766	53885		2	2 F1	-0.853	-0.8029	-0.468	-0.5256	-0.8624	-0.5031	6	0.633348367	1.57890989	-1.278756913	-0.669166667	0.523294662	3.513891436
AW701844	Mmp16	matrix metalloproteinase 16	Mm.204820	17389		4		-0.8964	-1.4983	-0.4867	-0.4547	-0.9482	-0.4401	6	0.5983126	1.671367109	-1.277987174	-0.7874	0.616125119	3.513891436
NA	NA	NA	NA		NA			-0.3334	-1.0081	-0.9582	-0.4887	-0.8996	-0.6056	6	0.618577246	1.616612973	-1.277741112	-0.7156	0.560050853	3.513891436
BG068279	AF424697	DNA sequence AF424697	Mm.281732	216565		11		-1.4267	-1.4812	-0.8762	-0.8569	-2.4997	0.5669	6	0.580876722	1.721535676	-1.276069565	-1.095633333	0.858600004	3.513891436
AV008515				NA	1110012F06		NA	-0.4844	-1.379	-1.5323	-1.1707	-0.8237	0.0825	6	0.585508898	1.707915973	-1.274042547	-0.8846	0.694325321	3.513891436
AV085741		RIKEN cDNA 2310075E07 gene, mRNA (cDNA clone IMAGE:820875), partial cds	Mm.21864						-1.6794	-0.708	-1.372	0.0822	-0.8029	5	0.657093815	1.521852705	-1.27335883	-0.884163333	0.694355207	3.513891436
AV017623	Zfp467	zinc finger protein 467	Mm.306985	68910		6	6 B2.3	-0.6884	-0.7387	-0.7549	-0.5827	-1.0349	-0.3293	6	0.627348919	1.594009283	-1.272699402	-0.68815	0.540701126	3.513891436
M64291	Ptgs2	prostaglandin-endoperoxide synthase 2	Mm.292547	19225		1		-1.0866		0.3198	-1.6049	-2.2812	-1.5428	5	0.599455166	1.668181469	-1.272643973	-1.068483333	0.839577569	3.513891436
AV085130				NA	M29392 phosphoribosylpyrophosphate synthetase (PRPS1)::Rattu		NA	-1.1499	-0.3785	-0.5857	-0.7194	-0.8233	-0.5754	6	0.621636213	1.608657891	-1.272505477	-0.705366667	0.554313266	3.513891436
BG074131	Crk	v-crk sarcoma virus CT10 oncogene homolog (avian)	Mm.280125	12928		11		-1.6016	-1.3159	-0.0119	-0.5034	-2.4083	-0.372	6	0.564917032	1.770171448	-1.272168701	-1.035516667	0.813977475	3.513891436
BG064235	1300002F13Rik	RIKEN cDNA 1300002F13 gene	Mm.249333	74155		4	4 E2	-1.4938		-0.734	-1.5246	-0.5	-0.2028	5	0.646642667	1.546449145	-1.271641555	-0.848978333	0.667623931	3.513891436
AV140417	Hbb-y	hemoglobin Y, beta-like embryonic chain	Mm.288567	15135; 15129; 15130		7		-0.1187	-0.6708	-1.3239	-1.2403	-0.3566	-1.3573	6	0.590538136	1.693370741	-1.268617863	-0.8446	0.665763919	3.513891436
AV025203	Timp3	tissue inhibitor of metalloproteinase 3	Mm.4871	21859	tissue inhibitor of metalloproteinase 3	10		-0.6282	-1.906	-2.8136	-2.2328	0.3075		5	0.584393547	1.711175636	-1.264299826	-1.220683333	0.965501464	3.513891436
BG072607	1110014L17Rik	RIKEN cDNA 1110014L17 gene	Mm.254495	103694		11	11 A1	-0.4705	-0.8715	-0.8435	-1.0234	-0.68	-0.319	6	0.623888137	1.602851441	-1.264129746	-0.701316667	0.554782188	3.513891436
AV085140	Vamp5	vesicle-associated membrane protein 5	Mm.247555	53620		5	5	-2.2229	0.7151	-0.943	-0.9821	-1.8365	-1.2498	6	0.597117754	1.67471155	-1.261975542	-1.086533333	0.860978123	3.513891436
AV083233	2310039E09Rik	RIKEN cDNA 2310039E09 gene	Mm.133444	68016		4	4 B1	-1.128		-0.2267	-2.7089	-0.2502	-0.8603	5	0.642783579	1.555733583	-1.261515617	-1.030051667	0.816519156	3.513891436
W33468	Dsip1	delta sleep inducing peptide, immunoreactor	Mm.22216	14605			X F1	-1.1567	-0.3931	-1.1357	-0.6134	-0.5171		5	0.669595406	1.49343916	-1.261319831	-0.73249	0.580732961	3.513891436
AV133733	Trp53	transformation related protein 53	Mm.222	22059		11		-0.7752	-0.4772	-0.6787	-0.6016	-1.2142	-0.4774	6	0.622618612	1.606119671	-1.259983762	-0.70405	0.558777042	3.513891436
AV086879				NA	AI322339 EST:Soares mouse p3NMF19.5:Mus musculus		NA	-0.5736		-2.1857	-1.5829	-0.2326	-0.3249	5	0.645834531	1.548384225	-1.259472816	-0.959293333	0.761662595	3.513891436
AI414544	Vkorc1	vitamin K epoxide reductase complex, subunit 1	Mm.29703	27973		7		-0.8733	-1.1735	-0.8271	-0.6384	-0.1719	-0.7037	6	0.616165958	1.622939383	-1.257870644	-0.731316667	0.581392586	3.513891436
AV059112	Tle6	transducin-like enhancer of split 6, homolog of Drosophila E(spl)	Mm.206764	114606		10	10 C1	-0.1126	-2.4249	-1.1675	-1.2484	-0.1834	-0.8303	6	0.570047771	1.754238945	-1.254289217	-0.994516667	0.792892622	3.513891436
AV149918	Car2	carbonic anhydrase 2	Mm.1186	12349		3		-1.0258	-0.1754	-0.8293	-0.6654	-0.6615	-0.9204	6	0.621759848	1.608338015	-1.25393863	-0.712966667	0.568581787	3.513891436
AV032980				NA	lactate dehydrogenase 2, B chain		NA	-1.0079	-0.8651	-0.4791	-0.5712	-0.4942	-0.6007	6	0.634358139	1.576396579	-1.252517828	-0.6697	0.534683008	3.513891436
BG074428	Acvr1b	activin A receptor, type 1B	Mm.308467	11479		15		-0.3116	-0.3042	-0.9896	-1.1603	-0.9814	-0.729	6	0.612747615	1.631993296	-1.252032368	-0.746016667	0.595844553	3.513891436
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-1.1945	-1.6812	-1.0543	-0.5676	-0.498	-0.0999	6	0.591035921	1.691944542	-1.251576209	-0.84925	0.678544378	3.513891436
NA	NA	NA	NA		NA			-1.9454	-0.3036	-0.9264	-0.6504	-0.3588	-1.0081	6	0.58502629	1.709324891	-1.250839436	-0.86545	0.691895358	3.513891436
BG066797	Tacstd2	tumor-associated calcium signal transducer 2	Mm.154045	56753		6		-0.2113	-1.2064	-1.3501	-1.2177	-0.703	-0.2301	6	0.597701493	1.673075962	-1.24935657	-0.819766667	0.656151083	3.513891436
AV114220				NA	neuroblastoma myc-related oncogene 1		NA	-0.3279	-0.9373	-1.0973	-0.5623	-0.8869	-0.4609	6	0.621804065	1.608223645	-1.248113992	-0.7121	0.570540836	3.513891436
AV095067	Aldh7a1	aldehyde dehydrogenase family 7, member A1	Mm.30250	110695		18		-0.7822	-0.4437	-0.836	-0.375	-0.6363	-1.4937	6	0.607747911	1.645419065	-1.246835242	-0.76115	0.610465581	3.513891436
AV055748	1600023A02Rik	RIKEN cDNA 1600023A02 gene	Mm.27289	67701		2	2 H3	0.5213	-1.6631	-1.3232	-1.2314	-0.8766	-1.0847	6	0.598783189	1.670053566	-1.243917332	-0.94295	0.758048767	3.513891436
AV032572				NA	AA409904 EST:ectoplacental cone:Mus musculus		NA	-1.5044	-1.0631	-1.3136	-1.0401	-0.1056	-0.1277	6	0.594066098	1.68331437	-1.242724521	-0.859083333	0.691290241	3.513891436
AV026027		10 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:B930008I20 product:unclassifiable, full insert sequence	Mm.259555	223364; 68070				-0.9588	-0.5853	-1.2659	-1.5205	-0.4641		5	0.611720588	1.634733274	-1.242606722	-0.820251667	0.660105609	3.513891436
BG063019	Phemx	pan hematopoietic expression	Mm.28172	27027		7		-1.2815	-0.5899	-0.1715	-0.529	-2.0323	-0.748	6	0.582767324	1.715950704	-1.242295503	-0.892033333	0.718052453	3.513891436
AV030400				NA	myosin light chain, alkali, nonmuscle		NA	-1.3238	-1.9816	-0.3981	-0.0979	-0.7602	-0.8158	6	0.584074537	1.712110246	-1.242197762	-0.896233333	0.721490057	3.513891436
AV042683				NA	Mus musculus RNAse L inhibitor (Mu-RLI) mRNA, complete cds		NA	0.0458	-1.6734	-0.4178	-0.8364	-0.8612	-1.6307	6	0.587966595	1.700776896	-1.242044498	-0.895616667	0.721082593	3.513891436
AV071963	Myl6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	Mm.337074	17904	myosin light chain, alkali, nonmuscle	10		-1.8138	-2.1233	-0.3772	0.0618	-0.9671	-0.6687	6	0.578044376	1.729970987	-1.241876294	-0.981383333	0.790242425	3.513891436
AV170782	Cish	cytokine inducible SH2-containing protein	Mm.4592	12700		9		-0.5037	-1.4868	-1.185	-0.9545	-0.1984	-0.4715	6	0.601779094	1.661739348	-1.237493065	-0.799983333	0.646454801	3.513891436
BG064110	Rnf128	ring finger protein 128	Mm.27764	66889			X F1	-0.3094	-0.3408	-2.6398	-2.5227	-0.5462	-0.3721	6	0.56475444	1.770681076	-1.233727355	-1.121833333	0.909304093	5.129154005
BG073040	9330177P20Rik	RIKEN cDNA 9330177P20 gene	Mm.294021	100177		4	4 D2.2	-0.9333	-0.9586	-0.0361	-0.2941	-2.4803	-1.1848	6	0.574696105	1.740050075	-1.233480394	-0.9812	0.795472717	5.129154005
AA990403				NA			NA	-1.5731		-1.0157	-0.5381	-0.4589	-0.3945	5	0.667940798	1.497138672	-1.230699459	-0.774793333	0.629555273	5.129154005
AV000230	Vamp8	vesicle-associated membrane protein 8	Mm.1838	22320		6		-1.7194	-1.4301	-0.0579	-0.2374	-0.5925	-1.3392	6	0.590357789	1.693888043	-1.230091751	-0.896083333	0.728468696	5.129154005
BG076383	3110038L01Rik	RIKEN cDNA 3110038L01 gene	Mm.29429	NA			NA	-0.551	-0.8786	-0.106	-0.3612	-2.1735	-1.6237	6	0.580048944	1.723992449	-1.229891344	-0.949	0.771612878	5.129154005
BG074420	Sfrs14	splicing factor, arginine/serine-rich 14	Mm.347611	234373		8	8 B3.3	-0.4451	0.1802	-1.532	-1.6536	-1.2966	-0.6939	6	0.592747161	1.687059958	-1.229861454	-0.906833333	0.737345927	5.129154005
BG075021	Bpgm	2,3-bisphosphoglycerate mutase	Mm.282863	12183		6	6 A3.3	-1.2737	-1.2318	-0.6884	-0.7577	-0.1195	-0.5312	6	0.61064154	1.637621966	-1.227960872	-0.76705	0.624653454	5.129154005
AV087499				NA	secretory component P85		NA	-0.2755	-2.0728	-1.0671	-1.1574	-0.0149	-0.8857	6	0.586734827	1.704347438	-1.227578023	-0.912233333	0.743116378	5.129154005
BG073548	2900046G09Rik	RIKEN cDNA 2900046G09 gene	Mm.196512	12724		16		0.0824	-1.0539	-1.0959	-1.0783	-1.6175	-0.3542	6	0.598346001	1.67127381	-1.226797779	-0.8529	0.695224604	5.129154005
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.6254	-1.4751	-0.6306	-0.2656	-0.7426	-0.7387	6	0.613774887	1.629261837	-1.226225874	-0.746333333	0.608642624	5.129154005
BG064103	Traf1	Tnf receptor-associated factor 1	Mm.239514	22029		2	2 B	-0.3677	-1.2205	-0.8968	-1.8138		-0.7303	5	0.60474117	1.653600003	-1.225967322	-0.854306667	0.696842935	5.129154005
BG074361	D930036F22Rik	RIKEN cDNA D930036F22 gene	Mm.131941	320487		12	12 B3	-0.1016	-0.6645	-1.3331	-1.4155	-0.9075	-0.4083	6	0.603553204	1.656854763	-1.225007256	-0.805083333	0.657206992	5.129154005
AV036000				NA	1600016N05		NA	-0.2477	-1.0067	-1.6281	-1.4193	-0.5401	-0.2336	6	0.595927044	1.67805776	-1.224560968	-0.845916667	0.690791793	5.129154005
AW323058	Cd63	Cd63 antigen	Mm.277857					-2.1691	-0.5067	-1.0842	-0.4249	-0.1367	-1.1449	6	0.584090396	1.712063762	-1.223772717	-0.911083333	0.744487371	5.129154005
BG065220	Ctsl	cathepsin L	Mm.930	13039		13		-0.8375	-1.5512	-0.558	-0.615	-1.5017	0	6	0.597691441	1.673104098	-1.223266445	-0.8439	0.689874232	5.129154005
BG075912	Timp2	tissue inhibitor of metalloproteinase 2	Mm.206505	21858; 58251		11		-0.9327	-0.278	-0.7959	-1.12	-2.8603	-0.1866	6	0.566845277	1.764149831	-1.221825995	-1.028916667	0.84211391	5.129154005
BG069374		Transcribed sequences	Mm.135235					-0.5608	-1.0695	-0.7231	-0.7007	-2.9271	-0.1952	6	0.563401432	1.774933364	-1.221117599	-1.0294	0.842998251	5.129154005
NA	NA	NA	NA		NA			-0.9738	-1.6104	-0.387	-0.2602	-0.9456	-0.5605	6	0.605606951	1.651236	-1.217442552	-0.789583333	0.648559008	5.129154005
NA	NA	NA	NA		NA			-0.3558	-0.9224	-0.4909	-0.59	-1.095	-0.6307	6	0.633164966	1.579367231	-1.217379599	-0.6808	0.559233948	5.129154005
NA	NA	NA	NA		NA				-1.2677	-1.1336	-1.0122	-0.252	-0.3926	5	0.661395837	1.511953876	-1.217314006	-0.757495	0.622267547	5.129154005
NA	NA	NA	NA		NA			-0.0204	-0.8822	-1.2295	-0.6726	-0.6832	-1.005	6	0.617231919	1.620136564	-1.217243385	-0.748816667	0.615174151	5.129154005
BG071350	Rbbp9	retinoblastoma binding protein 9	Mm.24216	NA			NA	-0.0607	-0.976	-0.9249	-1.0739	-1.3614	-0.3255	6	0.60936041	1.641064933	-1.21656364	-0.787066667	0.646958894	5.129154005
AV083114	Rab11a	RAB11a, member RAS oncogene family	Mm.1387	53869		9	9 C	-1.4457	-0.0856	-0.8447	-0.9357	-0.3173	-1.1492	6	0.607094585	1.647189786	-1.216367622	-0.796366667	0.654708866	5.129154005
BG068741	Mospd1	motile sperm domain containing 1	Mm.28236	70380			X A4	-0.9226	-1.0768	-0.2085	-0.5671	-1.9858		5	0.632419702	1.581228411	-1.214766579	-0.859328333	0.707402021	5.129154005
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.5483	-0.3824	-0.8669	-0.7757	-0.4412	-0.9122	6	0.6418851	1.55791122	-1.214423487	-0.65445	0.53889768	5.129154005
AI415655	Pbx3	pre B-cell leukemia transcription factor 3	Mm.7331	18516		2		-0.5368	-2.7284	-1.3292	-0.9295	-1.2044	0.4149	6	0.588396092	1.699535422	-1.211775128	-1.052233333	0.868340428	5.129154005
BG064920	Rex3	reduced expression 3	Mm.14768	19716				0	-2.1954	-0.9401	-0.9629	-1.3776	-0.162	6	0.588532954	1.699140198	-1.211179537	-0.939666667	0.775827726	5.129154005
BG074268	Gstm1	glutathione S-transferase, mu 1	Mm.37199	14862		3	3 F2.3	-1.4189	-0.7958	-0.3485	-0.2641	-0.6277	-1.1077	6	0.613229995	1.630709535	-1.211079248	-0.76045	0.627911015	5.129154005
BG064360		RIKEN cDNA 6430411K14 gene, mRNA (cDNA clone IMAGE:5361628), containing frame-shift errors	Mm.23594					-0.7412	-0.6108	-0.269	-0.564	-1.7338	-0.8012	6	0.60565406	1.651107563	-1.209728932	-0.786666667	0.65028342	5.129154005
AV061081				NA	X67209 npdcf-1:lambda gt10:Mus musculus		NA	-0.3396	-1.636	-1.4863	-1.2946	0.0937	-0.6315	6	0.598198663	1.671685447	-1.208848962	-0.882383333	0.729936792	5.129154005
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-1.0392	-0.8182	-1.1838	-0.7303	-0.0287	-0.6295	6	0.620569844	1.611422162	-1.208839103	-0.738283333	0.610737468	5.129154005
BG074299	Dnaja3	DnaJ (Hsp40) homolog, subfamily A, member 3	Mm.248337	83945; 246154		16		-0.6216	-1.8241	-0.2299	-0.7165	-2.6468	-0.1402	6	0.576783366	1.733753187	-1.208468462	-1.02985	0.852194354	5.129154005
AV083285	Diap1	diaphanous homolog 1 (Drosophila)	Mm.195916	13367		18		-2.0937	-0.695	-0.9074	-0.5333	-0.4883	-0.3958	6	0.591506374	1.690598858	-1.208390499	-0.85225	0.705276979	5.129154005
BG072288	Adcy9	adenylate cyclase 9	Mm.4294	11515		16		-1.1502	-0.4178	-0.8019	-0.8545	-0.5893	-0.3269	6	0.631281887	1.584078396	-1.208238673	-0.6901	0.571161986	5.129154005
AV084443	Pls3	plastin 3 (T-isoform)	Mm.28777	102866			X A7.2-12	-1.1741		-0.2998	-0.3882	-0.7288	-2.0954	5	0.642836041	1.55560662	-1.205353807	-0.870468333	0.722168319	5.129154005
BG071740	Unc84a	unc-84 homolog A (C. elegans)	Mm.210845	77053		5	5 G2	0.1932	-0.9744	-0.973	-1.0823	-1.7095	-0.5436	6	0.604298674	1.654810846	-1.20340924	-0.848266667	0.704886284	5.129154005
BG075712	Itm2a	integral membrane protein 2A	Mm.193	16431				-0.4091	-1.337	-1.229	-1.1668	0.1463	-0.9244	6	0.609097379	1.641773604	-1.20207215	-0.82	0.682155393	5.129154005
AV104316	Ica1	islet cell autoantigen 1	Mm.275683	15893		6		-1.122	-1.4427	-0.9516	-1.1767	-0.2185	0	6	0.607702348	1.645542432	-1.201318216	-0.818583333	0.681404246	5.129154005
BG072799	Gucy1a3	guanylate cyclase 1, soluble, alpha 3	Mm.143831	60596		3	3 E3	-0.4119	-0.7226	-1.9948	-1.9923	-0.5761	0	6	0.588442062	1.699402651	-1.200690126	-0.949616667	0.790892376	5.129154005
AI838713	2310016C16Rik	RIKEN cDNA 2310016C16 gene	Mm.12715	69590		13	13 D2.2	-2.4502		-0.3409	-0.7034	-0.6122	-1.1122	5	0.617240595	1.62011379	-1.199344903	-0.926496667	0.772502276	5.129154005
AV108627				NA			NA	-0.1888	-0.6972	-1.6384	-1.4753	-0.6625	-0.3101	6	0.602223792	1.660512276	-1.199154681	-0.828716667	0.691084044	5.129154005
NA	NA	NA	NA		NA			-0.6905	-0.4358	-0.899	-0.7776	-0.4033	-0.5768	6	0.650848908	1.53645491	-1.198977103	-0.6305	0.525864921	5.129154005
AA833182	Efna1	ephrin A1	Mm.15675	13636		3		-1.1469	-1.8716	-1.6975	-1.0959	0.4641	-0.4061	6	0.605857675	1.650552665	-1.197964152	-0.958983333	0.800510877	5.129154005
AV005819	Cldn22	claudin 22	Mm.276295	75677		8	8 B1.1	-0.4266	-0.8606	-0.59	-0.299	-0.8099	-1.8605	6	0.602949556	1.658513536	-1.19746926	-0.807766667	0.674561505	5.129154005
NA	NA	NA	NA		NA				-0.575	-0.8887	-0.3966	-0.3958	-1.3046	5	0.689322398	1.450699995	-1.196380509	-0.70358	0.58809049	5.129154005
AV021056				NA	AF051850 supervillin:cervical carcinoma:Homo sapiens		NA	-0.3301	-0.6069	-0.8758	-0.7617	-0.3904	-1.7661	6	0.607293404	1.64665052	-1.195252049	-0.7885	0.659693494	5.129154005
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-1.2087	-0.9834	-0.0501	-0.2872	-1.0284	-1.0281	6	0.617402349	1.619689336	-1.194666424	-0.764316667	0.639774125	5.129154005
AI647549	Abcg2	ATP-binding cassette, sub-family G (WHITE), member 2	Mm.333096	26357		6		-0.7511	-0.9585	-0.8063	-0.4048	-0.2727	-0.7717	6	0.6415709	1.558674186	-1.193315863	-0.66085	0.553793024	5.129154005
AV053708				NA	AI463673 EST:mammary gland:Mus musculus		NA	-1.0348		-2.7535	-2.4753	-0.1068	-0.2568	5	0.596965229	1.67513944	-1.192928044	-1.121663333	0.940260679	5.129154005
AV031743	Ndn	necdin	Mm.250919	17984		7			-2.3475	-2.1387	-1.9199	0.5364	-0.9485	5	0.609393866	1.640974837	-1.192823935	-1.124101667	0.942386914	5.129154005
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.9611	-0.4578	-0.6667	-0.7299	-0.523	-0.4377	6	0.651481067	1.534964024	-1.192459607	-0.629366667	0.527788667	5.129154005
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.1916	-0.7815	-1.0083	-0.8002	-0.8091	-0.4618	6	0.63760242	1.568375477	-1.191667646	-0.675416667	0.566782751	5.129154005
BG072990	Hbb-y	hemoglobin Y, beta-like embryonic chain	Mm.288567	15135; 15129; 15130		7		-0.3712		-1.3324	-1.4616	-2.4162	-0.08	5	0.611123847	1.636329534	-1.191501638	-0.977665	0.820531814	5.129154005
AA198841	Tbx5	T-box 5	Mm.103636	21388		5			-0.6683	-0.6274	-0.6656	-0.588	-0.4393	5	0.718295509	1.392184674	-1.189899511	-0.578225	0.485944397	5.129154005
AA032658	Pfn2	profilin 2	Mm.271744	18645		3		-1.2054	-0.8646	-0.8841	-1.0335	-2.4933	0.5076	6	0.602079912	1.660909092	-1.189473445	-0.99555	0.836966982	5.129154005
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-1.2174	-0.3881	-0.9399	-0.9188	-0.3469	-0.4352	6	0.628378863	1.591396622	-1.189030601	-0.707716667	0.595204754	5.129154005
AV016164		18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110055O21 product:weakly similar to ANGIOPOIETIN Y1 (DJ595C2.2) (ANGIOPOIETIN-RELATED PROTEIN 1 PRECURSOR) [Homo sapiens], ful	Mm.329541					-0.447		-1.2963	-1.7386	0.0916	-0.8233	5	0.678515853	1.473804917	-1.18852309	-0.840291667	0.707004915	5.129154005
BG074904	Hba-a1	hemoglobin alpha, adult chain 1	Mm.196110	15122		11		-0.2698	-1.2117	-0.9288	-0.7011		-1.0679	5	0.646434173	1.546947922	-1.187902682	-0.732013333	0.616223319	5.129154005
AV031647				NA	pyruvate decarboxylase		NA	0.0842	-0.5742	-1.1155	-0.9949	-0.8766	-0.9967	6	0.623475775	1.603911554	-1.186061765	-0.745616667	0.628649105	5.129154005
BG076503	0610009D07Rik	RIKEN cDNA 0610009D07 gene	Mm.146087	66055; 238037		12	12 A1.1	-1.2883	-0.8208	-0.2229	-0.2669	-0.9478	-0.8258	6	0.624349605	1.601666746	-1.185963018	-0.72875	0.614479532	5.129154005
BG075558	Pdk3	pyruvate dehydrogenase kinase, isoenzyme 3	Mm.12775	236900			X C1	-0.8758	-0.9609	-0.314	-0.2537	-1.6635	-0.6116	6	0.611996956	1.633995056	-1.185150402	-0.779916667	0.658074001	7.135058957
AV111419				NA	U83880 mtGPDH::Rattus norvegicus		NA	-0.5919	-0.5497	-0.5912	-0.4532	-0.6385	-0.5311	6	0.679208266	1.47230246	-1.183693797	-0.559266667	0.472475794	7.135058957
AV053218				NA	AA112856 EST:Stratagene fibroblast (#937212):Homo sapiens		NA	-0.615	-1.877	-1.1406	-0.9689	-0.4298	-0.0107	6	0.604103493	1.655345503	-1.183207859	-0.840333333	0.710216153	7.135058957
AV011357	D19Wsu162e	DNA segment, Chr 19, Wayne State University 162, expressed	Mm.297791	226178		19		-0.8926	-0.188	-1.0124	-0.755	-0.2403	-1.6296	6	0.612413109	1.632884708	-1.182943277	-0.786316667	0.664712064	7.135058957
AV081086				NA	2210417F10		NA	-1.9098	-1.8611	-0.3701	0.0414	-0.7664	-0.6212	6	0.597041527	1.674925368	-1.182824519	-0.914533333	0.773177525	7.135058957
AV008001				NA	1110007I07		NA	0.0719	-1.2279	-0.7836	-0.8203	-0.4344	-2.3249	6	0.594144659	1.683091795	-1.181071915	-0.919866667	0.778840522	7.135058957
BG076169		Adult male corpus striatum cDNA, RIKEN full-length enriched library, clone:C030011D20 product:unknown EST, full insert sequence	Mm.202697	381596; 269587		4	4 D2.3	-0.5342	-0.2116	-1.1569	-1.0883	-1.0081	-0.346	6	0.626145654	1.597072493	-1.179650071	-0.724183333	0.61389674	7.135058957
BG072260	Psmd10	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10	Mm.17640	53380			X F1	-0.5611	-1.9427	-0.0492	-0.0912	-1.6478	-1.1683	6	0.601199967	1.663340077	-1.176565996	-0.91005	0.773479774	7.135058957
AV048842		0 day neonate lung cDNA, RIKEN full-length enriched library, clone:E030020H11 product:unknown EST, full insert sequence	Mm.355161					-0.1761	-0.9975	-1.1762	-0.9012	-1.3664	-0.0728	6	0.617094181	1.620498186	-1.176401934	-0.7817	0.664483777	7.135058957
AV105976	Hbb-y	hemoglobin Y, beta-like embryonic chain	Mm.288567	15135; 15129; 15130		7		-0.306	-0.8271	-1.3889	-1.3851	-0.2949	-0.4289	6	0.615869677	1.623720142	-1.176089795	-0.771816667	0.65625658	7.135058957
AV111320	Ski	Sloan-Kettering viral oncogene homolog	Mm.28520	20481		4		-0.3485	-0.8466	-0.9274	-0.7682	-0.6603	-0.3293	6	0.647186327	1.545150073	-1.175510911	-0.646716667	0.550157945	7.135058957
BG073102	Ptpn13	protein tyrosine phosphatase, non-receptor type 13	Mm.347483	19249		5		-0.7399	-0.4417	-1.6983	-1.7672	-1.5549	0.4915	6	0.613872118	1.629003779	-1.174564421	-0.95175	0.810300383	7.135058957
BG074487	Serpinb6a	serine (or cysteine) proteinase inhibitor, clade B, member 6a	Mm.252210	20719		13		-0.9527	-0.6043	-0.6715	-0.5734	-3.1931	-0.2471	6	0.571044787	1.751176128	-1.173388295	-1.04035	0.8866204	7.135058957
AV003497	Sult1a1	sulfotransferase family 1A, phenol-preferring, member 1	Mm.17339	20887	sulfotransferase, phenol preferring 1	7		-1.5121	-1.1189	-2.7252	-2.9956	1.1815	-0.4088	6	0.684838299	1.46019871	-1.172990256	-1.263183333	1.076891583	7.135058957
AV135012				NA	U79284 SEC14L:Soares library 1NIB from IMAGE consortium:Homo		NA	-0.1672	-1.455	-0.7475	-0.5761	-1.3855	-0.3456	6	0.615245232	1.625368143	-1.172868162	-0.779483333	0.664595867	7.135058957
AV103243	Hbld2	HESB like domain containing 2	Mm.7884	69046		13	13 B2	-0.9911	-0.7713	-0.6415	-0.2922	-0.2947	-1.2123	6	0.632251177	1.581649882	-1.172249947	-0.700516667	0.597583022	7.135058957
BG071009	G630055P03Rik	RIKEN cDNA G630055P03 gene	Mm.334775	320394		8	8 D3	-0.6076	-1.0752	-0.7825	-0.849	-2.6404	0.1641	6	0.591378564	1.690964233	-1.171891924	-0.9651	0.823540106	7.135058957
AV000369				NA	M83678 RAB13:LAMBDA ZAPII:Rattus norvegicus		NA	-0.1266	-1.9753	-1.2217	-0.8521	-0.177	-0.7685	6	0.604104589	1.6553425	-1.171746657	-0.853533333	0.728428222	7.135058957
AV028756	Dnajb4	DnaJ (Hsp40) homolog, subfamily B, member 4	Mm.46746	67035; 109020		3	3 H3	-0.1883	-1.2266	-0.6933	-0.5071	-1.1418	-0.5241	6	0.629270371	1.589142039	-1.170145424	-0.713533333	0.609781758	7.135058957
AI841009	Eya2	eyes absent 2 homolog (Drosophila)	Mm.282719	NA			NA	-1.031	-0.3344	-0.74	-0.7688	-0.2469	-0.9115	6	0.640411139	1.561496888	-1.169319983	-0.6721	0.574778512	7.135058957
