Accession	GENE	TITLE	Median_Cy5	Median_Cy3	case%	Adj_Cy3/Cy5ratio	Log 2 Cy3/Cy5_ratio
BF589498	NA	Homo sapiens mRNA; cDNA DKFZp686D0521 (from clone DKFZp686D0521)	268454	116235.5	85	0.408161303	-1.292788684
AA432215	NA	ESTs	303012	129350	95	0.408193453	-1.292675051
AA130220	CTNNBL1	catenin, beta like 1	136109	69326	95	0.408340499	-1.292155436
D86550	DYRK1A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	87117	25685	75	0.40843972	-1.291804921
M86546	PBX1	pre-B-cell leukemia transcription factor 1	94261.5	32330.5	65	0.408468732	-1.291702451
M94151	CTNNA2	catenin (cadherin-associated protein), alpha 2	328942	136525	100	0.408580249	-1.291308631
AK024626	KIAA1649	KIAA1649 protein	71011	18391	60	0.408593326	-1.291262457
NM_002960	S100A3	S100 calcium binding protein A3	54960.5	15220.5	55	0.408653846	-1.291048782
NM_021122	FACL2	fatty-acid-Coenzyme A ligase, long-chain 2	40452	5291.5	50	0.408848022	-1.290363435
AA075597	RAP140	KIAA1105 protein	615336.5	237594.5	95	0.40902553	-1.289737201
AY008372	OSBPL3	oxysterol binding protein-like 3	123191.5	49426.5	85	0.409176592	-1.289204482
BE900752	RPL10	ribosomal protein L10	242227	103609	100	0.409376849	-1.288498579
NM_002858	ABCD3	ATP-binding cassette, sub-family D (ALD), member 3	157345.5	58830	90	0.409430831	-1.28830835
S80794	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	1197608.5	448299	100	0.409911906	-1.286614202
BF740209	NA	NA	199926.5	91083	90	0.409993703	-1.286326342
AL046017	FLJ20202	hypothetical protein FLJ20202	389270.5	138912.5	95	0.411120494	-1.282366804
AF116682	PRO2013	hypothetical protein PRO2013	113741.5	41820.5	85	0.411332765	-1.2816221
M61906	PIK3R1	phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	25785	9445.5	50	0.411476048	-1.281119642
AK001309	RAB35	RAB35, member RAS oncogene family	400575	165977	90	0.411702034	-1.280327519
AA985065	KIAA1796	KIAA1796 protein	109058	16339	60	0.411916267	-1.279576993
AA464596	NA	ESTs	154691.5	48242	75	0.411934169	-1.279514295
AU116819	NFX1	nuclear transcription factor, X-box binding 1	388737.5	154518.5	100	0.412077893	-1.279011027
C75518	CGI-79	CGI-79 protein	802	213.5	50	0.412476085	-1.277617619
U03100	CTNNA1	catenin (cadherin-associated protein), alpha 1, 102kDa	368751	192235	95	0.412822494	-1.27640651
AI199405	ZNF266	zinc finger protein 266	1418542.5	663840	100	0.412849163	-1.276313316
X79510	PTPN21	protein tyrosine phosphatase, non-receptor type 21	99603.5	23883	60	0.412968706	-1.275895633
H06970	STK24	serine/threonine kinase 24 (STE20 homolog, yeast)	396724.5	170435.5	95	0.413160314	-1.275226413
BE799435	MRPL27	mitochondrial ribosomal protein L27	46055.5	16604.5	75	0.413187476	-1.275131568
X98261	ZWINTAS	ZW10 interactor anti-sense	296553	124904.5	85	0.413376292	-1.274472444
N50940	NA	Homo sapiens cDNA FLJ25042 fis, clone CBL03351.	189653	133835	95	0.413548746	-1.273870702
AA156947	SIRT4	sirtuin (silent mating type information regulation 2 homolog) 4 (S. cerevisiae)	206746.5	72173.5	95	0.413634781	-1.273570593
AF007165	DEAF1	deformed epidermal autoregulatory factor 1 (Drosophila)	87484.5	44445	80	0.413662393	-1.273474291
AK026041	TK2	thymidine kinase 2, mitochondrial	40599.5	8846.5	65	0.413788771	-1.273033601
BF980166	ARHJ	ras homolog gene family, member J	108296.5	50956	75	0.414183327	-1.271658616
AA481186	NA	NA	20817.5	15292.5	55	0.414275717	-1.271336835
L36983	DNM2	dynamin 2	193615.5	58547.5	100	0.414294148	-1.271272654
NM_000448	RAG1	recombination activating gene 1	93221	32397	65	0.414341591	-1.271107453
NM_004481	GALNT2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)	162633	56954.5	80	0.4143854	-1.270954922
NM_001924	GADD45A	growth arrest and DNA-damage-inducible, alpha	97650.5	32167	70	0.414421148	-1.27083047
D86326	VDP	vesicle docking protein p115	178873.5	56818.5	85	0.414561548	-1.270341789
AA758302	NA	EST	674927	301755	95	0.414838013	-1.269379995
AA812748	HIF1AN	hypoxia-inducible factor 1, alpha subunit inhibitor	76119.5	20983	70	0.415003967	-1.268802969
R59071	NA	ESTs	5811.5	4922	50	0.415230245	-1.268016562
U25174	PPP5C	protein phosphatase 5, catalytic subunit	460633.5	193295	95	0.415503557	-1.267067266
W52353	NA	NA	107279.5	41646	70	0.4157284	-1.266286789
AA704858	NA	NA	799651.5	339779.5	100	0.415881763	-1.265754672
BF307454	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	185686.5	63915	80	0.416009157	-1.26531281
X97544	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)	182199	66605.5	90	0.416291651	-1.264333469
NM_000836	GRIN2D	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	126467	46644.5	75	0.416299385	-1.264306667
BF510929	BYSL	bystin-like	205415	107440.5	75	0.416368006	-1.264068881
AA489025	NA	ESTs	220054	114754.5	75	0.416564623	-1.263387771
AA034063	NA	ESTs	821288.5	356663.5	95	0.416843164	-1.262423419
AA699775	NA	NA	13178.5	5895.5	50	0.416859642	-1.262366391
X06374	PDGFA	platelet-derived growth factor alpha polypeptide	614681	260012.5	95	0.416982074	-1.261942732
AW269528	NA	ESTs	64887.5	30114	75	0.416987854	-1.261922732
AL133059	ENAH	enabled homolog (Drosophila)	241738	107967	95	0.417001755	-1.261874638
U05572	MAN2B1	mannosidase, alpha, class 2B, member 1	190706.5	64531	100	0.417073154	-1.261627641
AF011466	EDG4	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 4	1543097.5	592612	95	0.417118369	-1.261471248
NM_002910	RENBP	renin binding protein	86475.5	31093	70	0.417223354	-1.261108181
M85979	STYX	serine/threonine/tyrosine interacting protein	64609	21604	65	0.417249284	-1.261018522
AA855075	PH-4	putative proline 4-hydroxylase	53562	23713.5	55	0.41743809	-1.260365846
NA	NA	NA	121205.5	52584.5	75	0.417444987	-1.260342011
AA668156	BAZ2B	bromodomain adjacent to zinc finger domain, 2B	215659.5	81931	85	0.41752261	-1.260073768
AI276751	NA	ESTs, Weakly similar to hepatoma-derived growth factor, related protein 2 [Mus musculus] [M.musculus]	107767	51778	85	0.41780597	-1.259094988
AK027169	FLJ23516	hypothetical protein FLJ23516	38246	1241	60	0.418420474	-1.256974647
NM_002221	ITPKB	inositol 1,4,5-trisphosphate 3-kinase B	156170.5	62800	80	0.418800399	-1.255665279
AF004327	ANGPT2	angiopoietin 2	176378.5	81647.5	80	0.418869635	-1.255426791
BF939872	APELIN	apelin; peptide ligand for APJ receptor	37353.5	6090	60	0.41900709	-1.254953439
AI032301	FLJ37712	hypothetical protein FLJ37712	143396.5	67323	80	0.419044341	-1.254825183
AA523727	MBP	myelin basic protein	57716.5	15538.5	65	0.419106825	-1.254610081
AF005361	KPNA5	karyopherin alpha 5 (importin alpha 6)	318797.5	100671.5	100	0.419220666	-1.254218257
BE673529	NA	Homo sapiens cDNA: FLJ23190 fis, clone LNG12190.	149365.5	85092	65	0.4192796	-1.254015458
H70955	NA	ESTs	32304.5	3660.5	55	0.419351589	-1.253767773
NM_000833	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	69144	11220	60	0.419423897	-1.253519033
M57609	GLI3	GLI-Kruppel family member GLI3 (Greig cephalopolysyndactyly syndrome)	95811.5	32669	70	0.419695366	-1.252585562
AA521149	KIAA1554	KIAA1554 protein	54960.5	18396.5	70	0.419721424	-1.252495991
AK024875	SLU7	step II splicing factor SLU7	70904.5	37319.5	80	0.419767097	-1.252339006
T92718	TUBD1	likely ortholog of mouse tubulin, delta 1	167274.5	81491.5	100	0.419833459	-1.252110948
AA705840	NA	EST	516917.5	273966	100	0.419939409	-1.251746913
NM_001362	DIO3	deiodinase, iodothyronine, type III	269883.5	171800	75	0.419966895	-1.251652486
AF009039	SYNJ1	synaptojanin 1	394711	179432	100	0.420015392	-1.251485897
AF130048	NA	Homo sapiens cDNA FLJ40637 fis, clone THYMU2015984.	139792.5	58318.5	85	0.420023884	-1.251456729
W32660	RAP2A	RAP2A, member of RAS oncogene family	129361	35019.5	80	0.420046935	-1.251377554
AW955049	NA	Homo sapiens, clone IMAGE:4797596, mRNA	158626.5	85742	85	0.420277573	-1.250585624
AB000520	APS	adaptor protein with pleckstrin homology and src homology 2 domains	342960	160428	100	0.420436686	-1.250039535
AB007898	KIAA0438	KIAA0438 gene product	141556	97682	95	0.421000531	-1.248106041
AA702994	NA	ESTs	32345.5	2816.5	50	0.421025227	-1.248021416
L41668	GALE	galactose-4-epimerase, UDP-	1422816.5	471176.5	100	0.421100652	-1.247762984
U90273	CTLA4	cytotoxic T-lymphocyte-associated protein 4	177946	56652	65	0.42116721	-1.247534976
AW665458	NMES1	normal mucosa of esophagus specific 1	358016	106522	100	0.421387745	-1.246779738
R43203	TAL1	T-cell acute lymphocytic leukemia 1	54727.5	18875.5	60	0.421416682	-1.246680671
NM_003666	BLZF1	basic leucine zipper nuclear factor 1 (JEM-1)	133222	53018.5	90	0.421722035	-1.24563569
AA528056	C22orf4	chromosome 22 open reading frame 4	141252	74467.5	90	0.421812916	-1.245324824
BE674399	NA	Homo sapiens cDNA FLJ36574 fis, clone TRACH2012376.	57620.5	17334.5	60	0.421945747	-1.244870582
Z43215	TBCD	tubulin-specific chaperone d	177783.5	85784.5	80	0.42195481	-1.244839595
AA432278	NA	ESTs	52982	5983.5	60	0.422534067	-1.24286043
AA625096	MGC15763	hypothetical protein BC008322	35799.5	11193.5	60	0.422855476	-1.241763432
AA002191	NA	NA	31767	6003.5	55	0.423081325	-1.24099309
L31951	MAPK9	mitogen-activated protein kinase 9	73094.5	27703.5	70	0.423179123	-1.240659638
AA829640	NA	NA	1073551	454769	100	0.423188987	-1.24062601
AI300566	LOC56851	chromosome 11 hypothetical protein ORF3	17799.5	391	50	0.423468727	-1.239672665
N23720	NA	ESTs	494618.5	170802.5	100	0.423601374	-1.239220824
U79251	OPCML	opioid binding protein/cell adhesion molecule-like	541687.5	185333	95	0.424105908	-1.237503513
AI862694	BIVM	basic, immunoglobulin-like variable motif containing	279365	90644	90	0.424193201	-1.237206596
AF125101	BRP44L	brain protein 44-like	360957	135260	95	0.424332918	-1.236731494
M34671	CD59	CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)	489714	250272.5	95	0.42435658	-1.236651048
AK026262	FLJ22609	hypothetical protein FLJ22609	141648.5	50657.5	80	0.424473588	-1.236253306
BF063054	KIAA0350	KIAA0350 protein	39346	18814	60	0.424482441	-1.236223218
AI290636	FLJ22215	hypothetical protein FLJ22215	146648	63146.5	80	0.424504462	-1.236148378
AA035344	NA	NA	304386.5	113644.5	100	0.424620284	-1.235754804
AF005080	XP5	skin-specific protein	1495361	739509.5	100	0.424794765	-1.235162107
AA883488	KIAA0408	KIAA0408 gene product	28505.5	12407	50	0.425059868	-1.234262041
AL137761	NA	Homo sapiens mRNA; cDNA DKFZp586L2424 (from clone DKFZp586L2424)	493604.5	191312	95	0.425183628	-1.23384205
AA115575	NA	ESTs	211200.5	54676.5	70	0.425347254	-1.233286956
AV710292	CKAP4	cytoskeleton-associated protein 4	1185570.5	475088	95	0.425468191	-1.232876818
N50406	NA	Homo sapiens full length insert cDNA clone YY88A05	27251	5128	55	0.42584652	-1.231594535
AW953457	NA	Homo sapiens cDNA FLJ30740 fis, clone FEBRA2000319.	146178.5	114433.5	70	0.425941444	-1.231272984
U10886	PTPRJ	protein tyrosine phosphatase, receptor type, J	276196	82975.5	95	0.42596216	-1.231202819
NM_005789	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	162920.5	77330.5	80	0.425972034	-1.231169378
R88906	NA	NA	481038	177907	100	0.426015088	-1.231023569
BE677907	CENTG2	centaurin, gamma 2	904138	256454	95	0.426349793	-1.229890538
BF813144	NA	ESTs	2291459.5	1419992.5	100	0.426366571	-1.229833766
N93875	NA	ESTs	185282.5	78896.5	70	0.426369972	-1.229822257
AA533015	NCOR1	nuclear receptor co-repressor 1	276796	109167	95	0.426490489	-1.229414527
AA669139	NA	ESTs	196802.5	93386.5	70	0.42677653	-1.228447255
NM_002631	PGD	phosphogluconate dehydrogenase	92989.5	41339	75	0.427085531	-1.227403072
BF940758	PSMC2	proteasome (prosome, macropain) 26S subunit, ATPase, 2	51659.5	22386.5	60	0.42708737	-1.22739686
AL050071	PVRL3	poliovirus receptor-related 3	191212	85375.5	95	0.427198907	-1.227020138
NM_005215	DCC	deleted in colorectal carcinoma	195669	58512	95	0.427327391	-1.2265863
AL080136	SPAG6	sperm associated antigen 6	296029.5	103498	100	0.427484472	-1.226056077
NM_000349	STAR	steroidogenic acute regulatory protein	92773	44865.5	70	0.427546597	-1.225846433
U93867	RPC62	polymerase (RNA) III (DNA directed) (62kD)	256148	100116	95	0.42772313	-1.225250868
AA442345	LOC89894	hypothetical protein BC000282	417724.5	154400.5	100	0.427859248	-1.224791822
AA758209	NA	ESTs	756042	337844	95	0.427868908	-1.224759249
L40586	IDS	iduronate 2-sulfatase (Hunter syndrome)	83551.5	25751	65	0.427877173	-1.224731382
U35048	TSC22	transforming growth factor beta-stimulated protein TSC-22	125626.5	83344.5	75	0.428218948	-1.223579461
NM_004766	COPB2	coatomer protein complex, subunit beta 2 (beta prime)	50386.5	273	50	0.428307191	-1.223282197
U31501	FXR2	fragile X mental retardation, autosomal homolog 2	1607602.5	545729.5	100	0.428518023	-1.22257221
U03865	ADRA1B	adrenergic, alpha-1B-, receptor	78579.5	21387	55	0.429353556	-1.219761953
NM_002487	NDN	necdin homolog (mouse)	88922	42333	65	0.429530841	-1.219166373
W52081	NA	Homo sapiens cDNA FLJ13276 fis, clone OVARC1001040.	12812.5	0	55	0.429591196	-1.218963667
AK023074	OSBPL11	oxysterol binding protein-like 11	232745.5	87626.5	70	0.429686429	-1.218643884
AU155345	CYLN2	cytoplasmic linker 2	78279.5	27937	80	0.429703808	-1.218585532
AW131560	MVP	major vault protein	224021	77397.5	85	0.429706251	-1.21857733
BF689196	SH3GL1	SH3-domain GRB2-like 1	103231	36023	65	0.430083683	-1.217310698
AK001379	ASPM	asp (abnormal spindle)-like, microcephaly associated (Drosophila)	10072	0	50	0.430096824	-1.217266618
AF151850	COQ4	coenzyme Q4 homolog (yeast)	35860.5	7356	60	0.43011985	-1.217189382
AF043045	FLNB	filamin B, beta (actin binding protein 278)	242770	180615	80	0.430240459	-1.216784897
AI470327	PF4	platelet factor 4 (chemokine (C-X-C motif) ligand 4)	15610.5	21.5	50	0.430372328	-1.216342777
AL365454	NA	Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 926491.	86565	22448.5	60	0.430598857	-1.215583605
AA417348	NA	ESTs	164822	60164.5	85	0.430749161	-1.215080108
U13665	CTSK	cathepsin K (pycnodysostosis)	129416.5	61737.5	75	0.430977067	-1.21431699
H72347	NA	ESTs	20088	3343.5	50	0.431108266	-1.21387787
AI863425	LOC91526	hypothetical protein DKFZp434D2328	275587.5	69982	70	0.431120599	-1.213836598
AF144237	LMO7	LIM domain only 7	108957	32624.5	80	0.431516382	-1.212512763
AA609289	NA	ESTs	1161378.5	515160.5	100	0.431594391	-1.212251978
AL442092	LRRN3	leucine-rich repeat protein, neuronal 3	185734	98561.5	75	0.431795796	-1.211578898
AF012270	RRH	retinal pigment epithelium-derived rhodopsin homolog	137502	53193	85	0.431956156	-1.21104321
U09278	FAP	fibroblast activation protein, alpha	403636.5	153354.5	85	0.431988583	-1.210934911
R44292	FLJ37078	hypothetical protein FLJ37078	17513.5	13072	60	0.432003908	-1.210883731
D50371	ATP5I	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit e	5173.5	14532.5	50	0.432093487	-1.210584608
NM_012402	POR1	partner of RAC1 (arfaptin 2)	289134.5	125410	85	0.432180062	-1.210295577
D10704	CHK	choline kinase	208455.5	86823	90	0.432258856	-1.210032575
AW007739	NA	Homo sapiens, clone IMAGE:4669781, mRNA, partial cds	72724	25391	80	0.432411052	-1.209524697
BF340299	YKT6	SNARE protein Ykt6	228318	117734.5	100	0.43285188	-1.20805467
AA625947	NA	ESTs	10565.5	0	50	0.433109222	-1.207197203
M31210	EDG1	endothelial differentiation, sphingolipid G-protein-coupled receptor, 1	45242.5	20572	55	0.433445864	-1.206076277
R16729	NA	Homo sapiens, clone MGC:43690 IMAGE:5271254, mRNA, complete cds	121526.5	53902	65	0.433502636	-1.20588733
NM_005079	TPD52	tumor protein D52	322978	126428	100	0.433505064	-1.205879248
AF173081	LIN7A	lin-7 homolog A (C. elegans)	158106	87093.5	80	0.433614378	-1.205515501
X99209	HRMT1L1	HMT1 hnRNP methyltransferase-like 1 (S. cerevisiae)	51168.5	19393	60	0.433780172	-1.204963986
L05779	EPHX2	epoxide hydrolase 2, cytoplasmic	18615	3056	50	0.433788701	-1.204935619
BE735037	PSMB2	proteasome (prosome, macropain) subunit, beta type, 2	109729.5	57806.5	80	0.434049441	-1.204068711
AK023815	GALNT10	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)	507326.5	226293.5	100	0.434053959	-1.204053693
AK024646	MGC35395	hypothetical protein MGC35395	464396	205468.5	95	0.434221332	-1.203497493
U38320	MMP19	matrix metalloproteinase 19	331314.5	135531.5	100	0.434243934	-1.203422399
AB019987	SMC4L1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	92763	41051	75	0.434860119	-1.20137669
NM_000597	IGFBP2	insulin-like growth factor binding protein 2, 36kDa	184926.5	71683.5	95	0.434873133	-1.201333515
AK025020	AP1G1	adaptor-related protein complex 1, gamma 1 subunit	552561.5	340972.5	95	0.435063378	-1.200702513
NM_002762	PRM2	protamine 2	62630	22876	55	0.435173492	-1.200337416
R27734	NA	NA	261888.5	125168	85	0.435354184	-1.199738506
AI022420	NA	ESTs	155116	80762	80	0.435451625	-1.199415639
AA682566	NA	ESTs	1024761	408774	100	0.435479801	-1.199322292
AA418558	NA	ESTs, Weakly similar to ribosomal protein L10a; 60S ribosomal protein L10a [Homo sapiens] [H.sapiens]	123479	48507.5	75	0.435482046	-1.199314853
W46420	PCNX	pecanex homolog (Drosophila)	73837.5	17778.5	55	0.435807963	-1.198235538
U40671	LIG3	ligase III, DNA, ATP-dependent	235610	75579	90	0.436012484	-1.197558652
AA216703	TERA	TERA protein	57166.5	21681.5	65	0.436046079	-1.197447496
BF970427	UGCG	UDP-glucose ceramide glucosyltransferase	182498.5	110726	90	0.436140582	-1.197134858
NM_001698	AUH	AU RNA binding protein/enoyl-Coenzyme A hydratase	93608.5	31340	65	0.436193556	-1.196959639
AI701007	KIAA0620	KIAA0620 protein	4850.5	6466.5	50	0.436217399	-1.19688078
AA479385	FLJ33996	hypothetical protein FLJ33996	122409.5	34248.5	65	0.436239409	-1.19680799
S46622	PPP3CC	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform (calcineurin A gamma)	153983.5	61928	75	0.436318901	-1.196545124
X78549	PTK6	PTK6 protein tyrosine kinase 6	602882	231569.5	100	0.436447168	-1.19612107
AF031647	COPS3	COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis)	490817.5	216135	100	0.4366037	-1.195603739
AW969075	NA	Homo sapiens, Similar to RIKEN cDNA 5730537H01 gene, clone IMAGE:4617463, mRNA	48718.5	20770.5	55	0.436688505	-1.195323539
AW117457	NA	ESTs	32401.5	0	50	0.436688934	-1.195322121
NM_016733	LIMK2	LIM domain kinase 2	368451	170786.5	95	0.437348436	-1.193144959
AA640264	NA	ESTs	40824.5	24569	60	0.437356588	-1.19311807
AA857941	DKFZp434C1714	hypothetical protein DKFZp434C1714	89762	29368.5	55	0.437431824	-1.192869912
AW276348	MUC5B	mucin 5, subtype B, tracheobronchial	95243	29055	65	0.437537516	-1.192521372
AF069073	P8	p8 protein (candidate of metastasis 1)	650808.5	288893.5	90	0.437565063	-1.192430543
X56351	ALAS1	aminolevulinate, delta-, synthase 1	237076	91608	100	0.437619123	-1.192252313
M17712	MYH7	myosin, heavy polypeptide 7, cardiac muscle, beta	149497	57818.5	55	0.437801056	-1.191652659
AW449640	NA	ESTs	93482	37849.5	70	0.43800596	-1.190977593
AA253294	NA	ESTs	45516.5	19004.5	75	0.438433176	-1.189571123
AW118952	HEL308	similar to Unknown (protein for MGC:20604)	21888	4729.5	50	0.438448763	-1.189519836
R54081	NA	ESTs	1773125	748616.5	90	0.438460552	-1.189481046
AA457018	NA	NA	51015	27305	55	0.438471796	-1.18944405
AA131918	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	63540	14276.5	60	0.438656776	-1.188835541
AA814412	ARPC1A	actin related protein 2/3 complex, subunit 1A, 41kDa	425297	151828.5	90	0.438690731	-1.188723869
NA	NA	NA	43197.5	11735	50	0.43890404	-1.188022546
NM_000548	TSC2	tuberous sclerosis 2	48372	21401.5	60	0.438944786	-1.187888619
AK023161	FLJ10890	hypothetical protein FLJ10890	77099.5	28409.5	60	0.439006352	-1.187686281
NM_006139	CD28	CD28 antigen (Tp44)	210641	73163.5	80	0.439193949	-1.187069918
AK001812	NAGK	N-acetylglucosamine kinase	72905.5	15365	70	0.439462252	-1.186188847
M25809	ATP6V1B1	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B, isoform 1 (Renal tubular acidosis with deafness)	138300	71063	80	0.439886803	-1.184795774
L05515	NA	cAMP response element-binding protein CRE-BPa	78837	32668	60	0.439985989	-1.184470513
AA481410	NA	ESTs	48098.5	33217.5	60	0.440082217	-1.184155018
BE348588	MAP3K13	mitogen-activated protein kinase kinase kinase 13	87509	24663	55	0.440415199	-1.183063838
BF339564	NA	Homo sapiens hypothetical protein SB141 mRNA, complete cds.	50912	27073	70	0.440433653	-1.183003388
AF013591	SUDD	sudD suppressor of bimD6 homolog (A. nidulans)	340037.5	151330.5	95	0.440437278	-1.182991514
AA078295	NA	ESTs	141321.5	76577	80	0.440457925	-1.182923883
AB040968	HCN3	hyperpolarization activated cyclic nucleotide-gated potassium channel 3	84452	25844	90	0.440613691	-1.18241377
D17516	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	337041.5	138356	90	0.440651562	-1.182289777
AA524350	MO25	MO25 protein	81199	19889	55	0.440959126	-1.18128316
U84388	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	179963	58051	85	0.44098233	-1.181207248
H28794	NA	ESTs	179189.5	63469	70	0.441415068	-1.179792218
AA682747	NA	EST	203652.5	73788	90	0.441435948	-1.179723977
AL117455	HDAC7A	histone deacetylase 7A	51101.5	39557	65	0.441639394	-1.17905923
AA234688	MGC16121	hypothetical protein MGC16121	181244	78502	100	0.441643083	-1.179047179
AA779383	NA	ESTs	221882.5	79152.5	70	0.441775983	-1.178613106
N55429	CDC42BPB	CDC42 binding protein kinase beta (DMPK-like)	72747.5	21955	60	0.441951254	-1.178040841
AA625914	NA	ESTs	796509	279723.5	100	0.441988721	-1.177918541
R85772	NA	EST	221472.5	74816	65	0.442003442	-1.177870491
AK000427	FLJ20420	hypothetical protein FLJ20420	223202	79520.5	80	0.442218066	-1.17717013
AA989386	HDS	dehydrodolichyl diphosphate synthase	400044.5	178108	95	0.44223863	-1.177103043
AI670843	NA	ESTs	130317	42915	85	0.442253574	-1.177054292
U40343	CDKN2D	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)	106101.5	26814.5	70	0.44225434	-1.177051793
AL009266	RBM9	RNA binding motif protein 9	955576.5	376601	100	0.442338885	-1.176776022
J03161	SRF	serum response factor (c-fos serum response element-binding transcription factor)	33220	11441	55	0.442373291	-1.17666381
AA311912	WSB1	SOCS box-containing WD protein SWiP-1	418332	199084.5	100	0.442512249	-1.176210703
AF040704	101F6	putative tumor suppressor 101F6	599059	231425.5	100	0.442813037	-1.175230398
AK002025	NA	Homo sapiens, clone MGC:57376 IMAGE:5262015, mRNA, complete cds	524132.5	146105	95	0.442948432	-1.174789344
AI992257	p66alpha	p66 alpha	507524.5	140519.5	100	0.443046076	-1.17447135
AF029343	PCDH17	protocadherin 17	335284.5	193101.5	100	0.443209239	-1.173940139
S49592	E2F1	E2F transcription factor 1	27996	10707.5	55	0.443221093	-1.173901553
AL161993	LOC57168	similar to aspartate beta hydroxylase (ASPH)	414372	209343	100	0.443277454	-1.173718108
N40615	NA	ESTs	38591.5	399	50	0.443333057	-1.173537154
M83712	CHRNA5	cholinergic receptor, nicotinic, alpha polypeptide 5	112124	38757.5	75	0.443401931	-1.173313041
AI435586	NA	Homo sapiens, clone IMAGE:4769230, mRNA	301111.5	308496	95	0.443496031	-1.1730069
AA461515	NA	Homo sapiens, clone IMAGE:5297013, mRNA	33628.5	15127.5	55	0.443535628	-1.172878098
Y11094	WNT8B	wingless-type MMTV integration site family, member 8B	402390.5	145406.5	95	0.443756085	-1.172161191
T68887	FLJ20967	hypothetical protein FLJ20967	112009	49978	65	0.44391414	-1.171647432
L40401	ZAP128	peroxisomal long-chain acyl-coA thioesterase	706383.5	255893.5	95	0.443984191	-1.171419787
D21255	CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)	100667.5	42255.5	65	0.444257421	-1.170532219
AK000174	LOC153339	hypothetical protein LOC153339	583766	222876.5	90	0.44427172	-1.170485786
AW574891	KIAA1959	nm23-phosphorylated unknown substrate	169953	67809.5	90	0.444300502	-1.170392322
AI475033	NA	ESTs	77157	26293	75	0.444589929	-1.169452828
M21188	IDE	insulin-degrading enzyme	307687	153486.5	100	0.444633553	-1.169311273
L36531	ITGA8	integrin, alpha 8	4987148.5	2154408	100	0.444642051	-1.169283701
AI732524	ANKH	ankylosis, progressive homolog (mouse)	2731082	1051730	100	0.444649211	-1.169260471
AA666387	NA	NA	30969	9355	55	0.444785931	-1.168816941
W03377	NA	ESTs, Highly similar to gamma-aminobutyric acid (GABA) B receptor 1, isoform a precursor; dJ271M21.1.1; dJ271M21.1.2; GABAB, subunit 1c; GABAB(1e); GABA-B receptor; hGB1a [Homo sapiens]	422527.5	222030.5	80	0.444858962	-1.168580077
NM_001414	EIF2B1	eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa	94872	42845	70	0.44495363	-1.168273099
AF035811	PNUTL2	peanut-like 2 (Drosophila)	797737	404804	100	0.445033043	-1.168015636
AA747958	NA	EST	675421	483441.5	100	0.445053154	-1.167950442
AL096741	FLJ21588	ASC-1 complex subunit P100	739773.5	320350.5	100	0.445098244	-1.167804284
AF052205	PHF1	PHD finger protein 1	340485	141122	80	0.445192633	-1.167498374
BF103869	LIMS1	LIM and senescent cell antigen-like domains 1	118675	59245	80	0.445307605	-1.167125844
BE043033	NA	ESTs	158416.5	50411	75	0.445413215	-1.166783731
AL050367	LOC221061	hypothetical protein LOC221061	128022.5	38655	85	0.445688758	-1.165891524
D84294	TTC3	tetratricopeptide repeat domain 3	71032.5	34392.5	70	0.44571473	-1.165807455
BG036191	ITPA	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)	29430	8917	50	0.445729358	-1.165760106
AA936262	ERdj5	ER-resident protein ERdj5	104312	51412	85	0.445884388	-1.165258408
AF122819	RNF40	ring finger protein 40	141343	49410	70	0.44601713	-1.164828975
AI290677	NA	EST	43471.5	10012.5	60	0.446070867	-1.164655166
