IMAGE ID	Title	Gene symbol	Cluster	Chr	Cytoband	Entrez Gene
841044	Ribosomal protein L28	RPL28	Hs.652114	N/A	19q13.4	6158
841261	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa|Transcribed locus	TAF4|N/A	Hs.18857, Hs.603229	20|22	20q13.33|N/A	6874N/A
841691	Methionyl aminopeptidase 2	METAP2	Hs.591005	12	12q22	10988
842968	BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)	BUB1B	Hs.631699	15	15q15	701
843312	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	DDX17	Hs.528305	22	22q13.1	10521
844725	Transcribed locus	N/A	Hs.648373	21	N/A
844816	Zinc finger protein 43	ZNF43	Hs.534365	19	19p13.1-p12	7594
845477	Prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	PTGS2	Hs.196384	1	1q25.2-q25.3	5743
853687	Amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)	AGL	Hs.904	1	1p21	178
853906	Major histocompatibility complex, class I, A	HLA-A	Hs.181244	6	6p21.3	3105
854338	Chitinase 3-like 2	CHI3L2	Hs.514840	1	1p13.3	1117
855586	Transcribed locus	N/A	Hs.649814	N/A	N/A
856289	Cyclin B2	CCNB2	Hs.194698	15	15q22.2	9133
856961	Eukaryotic translation initiation factor 3, subunit 6 48kDa	EIF3S6	Hs.405590	8	8q22-q23	3646
857603	Ankyrin 2, neuronal	ANK2	Hs.620557	4	4q25-q27	287
858292	Septin 7	6-Sep	Hs.191346	7	7p14.3-p14.1	989
859025	Polyglutamine binding protein 1	PQBP1	Hs.534384	X	Xp11.23	10084
859858	Steroidogenic acute regulator	STAR	Hs.521535	8	8p11.2	6770
866702	Protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)	PTPN13	Hs.436142	4	4q21.3	5783
867606	Collagen, type VIII, alpha 2	COL8A2	Hs.353001	1	1p34.2	1296
868652	Cytochrome P450, family 21, subfamily A, polypeptide 2	CYP21A2	Hs.534847	6	6p21.3	1589
869466	Bactericidal/permeability-increasing protein	BPI	Hs.529019	20	20q11.23-q12	671
878280	Collapsin response mediator protein 1	CRMP1	Hs.135270	4	4p16.1-p15	1400
897164	Catenin (cadherin-associated protein), alpha 1, 102kDa	CTNNA1	Hs.534797	5	5q31	1495
897690	Heat shock protein 90kDa beta (Grp94), member 1	HSP90B1	Hs.192374	12	12q24.2-q24.3	7184
897751	Tousled-like kinase 2	TLK2	Hs.445078	17	17q23	11011
897906	Ribosomal protein L39-like	RPL39L	Hs.647900	N/A	3q27	116832
898062	Full-length cDNA clone CS0DD006YE20 of Neuroblastoma Cot 50-normalized of Homo sapiens (human)	N/A	Hs.494347	9	N/A
898148	IQ motif containing GTPase activating protein 1	IQGAP1	Hs.430551	15	15q26.1	8826
898286	Cell division cycle 2, G1 to S and G2 to M	CDC2	Hs.334562	10	10q21.1	983
950690	Cyclin A2	CCNA2	Hs.58974	4	4q25-q31	890
969748	Methylmalonyl Coenzyme A mutase	MUT	Hs.485527	6	6p21	4594
969914	Deoxynucleotidyltransferase, terminal, interacting protein 2	DNTTIP2	Hs.85769	1	1p22.1	30836
970484	Gamma-aminobutyric acid (GABA) A receptor, alpha 1	GABRA1	Hs.175934	5	5q34-q35	2554
970590	Mitogen-activated protein kinase 1	MAPK1	Hs.431850	22	22q11.2|22q11.21	5594
971199	Neurotrophic tyrosine kinase, receptor, type 3	NTRK3	Hs.410969	15	15q25	4916
971212	Human immunodeficiency virus type I enhancer binding protein 2	HIVEP2	Hs.510172	6	6q23-q24	3097
971276	RAP1 GTPase activating protein	RAP1GAP	Hs.148178	1	1p36.1-p35	5909
1020212	Small nuclear ribonucleoprotein polypeptide N	SNRPN	Hs.564847	15	15q11.2	6638
1031552	EPH receptor B6	EPHB6	Hs.380089	7	7q33-q35	2051
1032431	Bone morphogenetic protein 8a	BMP8A	Hs.472497	1	1p34.2	353500
1034625	Scavenger receptor class B, member 2	SCARB2	Hs.349656	4	4q21.1	950
1049030	N/A	N/A	N/A	N/A	N/A	N/A
1049033	Calmegin	CLGN	Hs.86368	4	4q28.3-q31.1	1047
1056214	Fizzy/cell division cycle 20 related 1 (Drosophila)	FZR1	Hs.413133	19	19p13.3	51343
1160723	LIM domain kinase 2	LIMK2	Hs.474596	22	22q12.2	3985
1160732	Nitric oxide synthase 2A (inducible, hepatocytes)	NOS2A	Hs.434386	17	17q11.2-q12	4843
1161797	Hemochromatosis	HFE	Hs.233325	6	6p21.3	3077
1240298	Low density lipoprotein receptor-related protein 5	LRP5	Hs.6347	11	11q13.4	4041
1256764	Transcribed locus, strongly similar to XP_001066744.1 similar to splicing factor 3b, subunit 1 isoform 1 [Rattus norvegicus]	N/A	Hs.634852	N/A	N/A
1276346	Neural precursor cell expressed, developmentally down-regulated 1	NEDD1	Hs.270084	12	12q23.1	121441
1323157	Zinc finger protein 345	ZNF345	Hs.362324	19	19q13.12	25850
1323328	Parathyroid hormone receptor 1	PTHR1	Hs.1019	3	3p22-p21.1	5745
1343980	Deleted in azoospermia-like	DAZL	Hs.131179	3	3p24.3	1618
1375309	Ryanodine receptor 1 (skeletal)	RYR1	Hs.466664	19	19q13.1	6261
1384851	Matrix metallopeptidase 10 (stromelysin 2)	MMP10	Hs.2258	11	11q22.3	4319
1390860	SKI-like oncogene	SKIL	Hs.581632	3	3q26	6498
1404841	Zinc finger protein 175	ZNF175	Hs.119014	19	19q13.4	7728
1404995	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	SLC7A2	Hs.448520	8	8p22-p21.3	6542
1412238	Amylase, alpha 1A; salivary	AMY1A	Hs.484588	1	1p21	276
1412300	Regenerating islet-derived 1 beta (pancreatic stone protein, pancreatic thread protein)	REG1B	Hs.4158	2	2p12	5968
1412344	Glycoprotein 2 (zymogen granule membrane)	GP2	Hs.53985	16	16p12	2813
1412412	Elastase 2A	ELA2A	Hs.631866	1	1p36.21	63036
1412481	Serine peptidase inhibitor, Kazal type 1	SPINK1	Hs.407856	5	5q32	6690
1412502	Elastase 3A, pancreatic	ELA3A	Hs.181289	1	1p36.12	10136
1416055	Sp1 transcription factor	SP1	Hs.153479	12	12q13.1	6667
1455566	N/A	N/A	N/A	N/A	N/A	N/A
1456160	Alpha-2-glycoprotein 1, zinc-binding	AZGP1	Hs.546239	7	7q22.1	563
1456419	Calcium-sensing receptor (hypocalciuric hypercalcemia 1, severe neonatal hyperparathyroidism)	CASR	Hs.435615	3	3q13	846
1461664	Butyrylcholinesterase	BCHE	Hs.420483	3	3q26.1-q26.2	590
1467195	Cytochrome P450, family 11, subfamily B, polypeptide 1	CYP11B1	Hs.184927	8	8q21	1584
1468220	Elongation factor, RNA polymerase II, 2	ELL2	Hs.592742	5	5q15	22936
1468263	ADP-ribosyltransferase 3	ART3	Hs.24976	4	4p15.1-p14|4p15.1-p14|4p15.1-p14	419
1468310	Tubby like protein 2	TULP2	Hs.104636	19	19q13.1	7288
1468820	Nitric oxide synthase 3 (endothelial cell)	NOS3	Hs.647092	N/A	7q36	4846
1469234	G protein-coupled receptor 143	GPR143	Hs.74124	X	Xp22.3	4935
1473792	Sideroflexin 4	SFXN4	Hs.523299	10	10q26.11	119559
1474951	High-mobility group protein 2-like 1	HMG2L1	Hs.588815	22	22q13.1	10042
1475659	Protease, serine, 8 (prostasin)	PRSS8	Hs.75799	16	16p11.2	5652
1475730	Chaperonin containing TCP1, subunit 6A (zeta 1)	CCT6A	Hs.82916	7	7p11.2	908
1475746	Zinc finger protein 124	ZNF124	Hs.421238	1	1q44	7678
1486082	Fibroblast growth factor binding protein 1	FGFBP1	Hs.1690	4	4p16-p15	9982
1486083	Interleukin 1, alpha	IL1A	Hs.1722	2	2q14	3552
1492411	Eukaryotic translation initiation factor 5A	EIF5A	Hs.534314	17	17p13-p12	1984
1493160	Chemokine (C-X-C motif) ligand 10	CXCL10	Hs.632586	4	4q21	3627
1505469	Procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	PLOD3	Hs.153357	7	7q22	8985
1505688	Transducer of ERBB2, 2	TOB2	Hs.474978	22	22q13.2-q13.31	10766
1519230	Serologically defined colon cancer antigen 10	SDCCAG10	Hs.371372	5	5q12.3	10283
1523225	Oncostatin M receptor	OSMR	Hs.120658	5	5p13.1	9180
1533767	Arginine-glutamic acid dipeptide (RE) repeats	RERE	Hs.463041	1	1p36.2-p36.1	473
1551724	N/A	N/A	N/A	N/A	N/A	N/A
1552481	Lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	LCP2	Hs.304475	5	5q33.1-qter	3937
1553998	Transforming growth factor, alpha	TGFA	Hs.170009	2	2p13	7039
1556433	Chemokine (C-X-C motif) ligand 3	CXCL3	Hs.89690	4	4q21	2921
1558164	Phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)	PDE4A	Hs.89901	19	19p13.2	5141
1562645	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	NFKB2	Hs.73090	10	10q24	4791
1562854	Tektin 2 (testicular)	TEKT2	Hs.127111	1	1p35.3-p34.1	27285
1564510	Protein geranylgeranyltransferase type I, beta subunit	PGGT1B	Hs.254006	5	5q22.3	5229
1570047	Ankyrin repeat and KH domain containing 1	ANKHD1	Hs.434219	5	5q31.3	54882
1570861	Transcribed locus, weakly similar to NP_001013658.1 protein LOC387873 [Homo sapiens]	N/A	Hs.597288	7	N/A
1571913	Family with sequence similarity 107, member A	FAM107A	Hs.506357	3	3p21.1	11170
1574649	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)	REV3L	Hs.232021	6	6q21	5980
1582627	A kinase (PRKA) anchor protein 13	AKAP13	Hs.459211	15	15q24-q25	11214
1583501	RUN and TBC1 domain containing 3	RUTBC3	Hs.474914	22	22q13.1-q13.2	27352
1585535	Chromogranin A (parathyroid secretory protein 1)	CHGA	Hs.150793	14	14q32	1113
1586016	Death-associated protein kinase 3	DAPK3	Hs.631844	19	19p13.3	1613
1586172	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	MRE11A	Hs.192649	11	11q21	4361
1588935	Pleckstrin homology-like domain, family A, member 3	PHLDA3	Hs.268557	1	1q31	23612
1591599	N/A	N/A	N/A	N/A	N/A	N/A
1592021	Complement factor H	CFH	Hs.363396	1	1q32	3075
1592048	Sjogrens syndrome nuclear autoantigen 1	SSNA1	Hs.530314	9	9q34.3	8636
1606345	Granzyme H (cathepsin G-like 2, protein h-CCPX)	GZMH	Hs.348264	14	14q11.2	2999
1609005	Secretoglobin, family 2A, member 2	SCGB2A2	Hs.46452	11	11q13	4250
1609836	Glutamate-ammonia ligase (glutamine synthetase)	GLUL	Hs.518525	1	1q31	2752
1632198	Fast skeletal myosin light chain 2	MYLPF	Hs.50889	16	16p11.2	29895
1634515	Heparan sulfate 2-O-sulfotransferase 1	HS2ST1	Hs.48823	1	1p31.1-p22.1	9653
1635022	Dimethylarginine dimethylaminohydrolase 2	DDAH2	Hs.247362	6	6p21.3	23564
1636288	Polymerase (DNA-directed), delta 3, accessory subunit	POLD3	Hs.82502	11	11q14	10714
1640586	Dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	DUSP3	Hs.651126	N/A	17q21	1845
1670077	Cullin-associated and neddylation-dissociated 2 (putative)	CAND2	Hs.343664	3	3p25.1	23066
1682573	Solute carrier family 15 (oligopeptide transporter), member 1	SLC15A1	Hs.436893	13	13q33-q34	6564
1711940	Interleukin 18 (interferon-gamma-inducing factor)	IL18	Hs.83077	11	11q22.2-q22.3	3606
1715300	Zinc finger and BTB domain containing 33	ZBTB33	Hs.143604	X	Xq23	10009
1761925	Cytochrome P450, family 27, subfamily B, polypeptide 1	CYP27B1	Hs.524528	12	12q13.1-q13.3	1594
1842170	Histone cluster 1, H4b	HIST1H4B	Hs.143080	6	6p21.3	8366
1867575	Tribbles homolog 1 (Drosophila)	TRIB1	Hs.444947	8	8q24.13	10221
1894979	Myogenin (myogenic factor 4)	MYOG	Hs.2830	1	1q31-q41	4656
1897302	Serine/threonine kinase 17b (apoptosis-inducing)	STK17B	Hs.88297	2	2q32.3	9262
1933979	Syntaxin 6	STX6	Hs.518417	1	1q25.3	10228
1942497	RAB7, member RAS oncogene family-like 1	RAB7L1	Hs.115325	1	1q32	8934
1956910	WNK lysine deficient protein kinase 2	WNK2	Hs.522291	9	9q22.3	65268
2006076	LIM homeobox 1	LHX1	Hs.443727	17	17q12	3975
2009477	CD6 molecule	CD6	Hs.643167	N/A	11q13	923
2010014	PTPRF interacting protein, binding protein 1 (liprin beta 1)	PPFIBP1	Hs.172445	12	12p11.23-p11.22	8496
2017403	Regulator of G-protein signalling 3	RGS3	Hs.494875	9	9q32	5998
2017415	Centromere protein A	CENPA	Hs.1594	2	2p24-p21	1058
2018581	Interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	Hs.532082	5	5q11	3572
2018941	DNA segment on chromosome 21 (unique) 2056 expressed sequence	D21S2056E	Hs.110757	21	21q22.3	8568
2018976	Pituitary tumor-transforming 1	PTTG1	Hs.350966	5	5q35.1	9232
2019015	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	SLC7A1	Hs.14846	13	13q12-q14	6541
2056133	Integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	ITGA2B	Hs.411312	17	17q21.32	3674
2056190	Prostaglandin I2 (prostacyclin) receptor (IP)	PTGIR	Hs.458324	19	19q13.3	5739
2062329	TTK protein kinase	TTK	Hs.169840	6	6q13-q21	7272
3871872	Tumor necrosis factor receptor superfamily, member 10b	TNFRSF10B	Hs.521456	8	8p22-p21	8795
2823668	Cyclin-dependent kinase inhibitor 1A (p21, Cip1)	CDKN1A	Hs.370771	6	6p21.2	1026
