Fold change	Acession number	gene symbol	gene
2.034959384	NM_057197	Decr1	2,4 dienoyl CoA reductase 1, mitochondrial
2.034959384	NM_053484	Gas7	growth arrest specific 7
2.034959384	NM_001044231	Sbsn	suprabasin
2.034959384	ENSRNOT00000015469	RGD1562590	similar to hypothetical protein
2.034959384	ENSRNOT00000034267	Zfp29	zinc finger protein 29
2.02791896
2.02791896	NM_153735	Nptx1	neuronal pentraxin 1
2.02791896	ENSRNOT00000016924	Mllt6	myeloid/lymphoid or mixed lineage leukemia (trithorax homolog, Drosophila); translocated to, 6
2.02791896
2.020902893	NM_001013105	Fkbp11	FK506 binding protein 11
2.020902893	ENSRNOT00000027092	Parp11	poly (ADP ribose) polymerase family, member 11
2.020902893	NM_001079936	Rab5b	RAB5B, member RAS oncogene family
2.020902893	BC166581	Fam134c	family with sequence similarity 134, member C
2.020902893	NM_022389	Dhcr7	7 dehydrocholesterol reductase
2.020902893	D13966	Insrr	insulin receptor related receptor
2.020902893	XM_001065442	LOC685834	similar to zinc finger protein 740
2.020902893
2.0139111	NM_001008827	RT1 A1	RT1 class Ia, locus A1
2.0139111	NM_012676	Tnnt2	troponin T2, cardiac
2.0139111	ENSRNOT00000035277	Tns1	tensin 1
2.0139111	NM_001106721	Lamb1	laminin, beta 1
2.0139111	NM_199399	Gpr108	G protein coupled receptor 108
2.0139111	NM_001108164	Cgnl1	cingulin like 1
2.0139111	ENSRNOT00000057975	RGD1565496	similar to Butyrate induced transcript 1
2.0139111	NM_013107	Bmp6	bone morphogenetic protein 6
2.0139111
2.0139111
2.006943497	NM_053893	Sdc3	syndecan 3
2.006943497	BC166763	Oxr1	oxidation resistance 1
2.006943497	ENSRNOT00000024193	Sema3f	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3 F
2.006943497	NM_001047893	Shroom2	shroom family member 2
2.006943497	NM_001024327	Zfp467	zinc finger protein 467
2.006943497	NM_001004213	Tmem66	transmembrane protein 66
2.006943497	NM_022677	Zic1	zinc finger protein of the cerebellum 1
2.006943497	NM_172038	Gstm5	glutathione S transferase, mu 5
2.006943497	NM_053727	Nfil3	nuclear factor, interleukin 3 regulated
2.006943497	ENSRNOT00000043203	RGD1563892	similar to MGC15476 protein
2.006943497	NM_001002279	Rnf166	ring finger protein 166
2.006943497	NM_001109134	RGD1559896	similar to RIKEN cDNA 2310022B05
2.006943497	NM_001079887	Ing4	inhibitor of growth family, member 4
2	NM_001106749	RGD1310769	similar to HSPC288
2	NM_001008835	RT1 CE12	RT1 class I, CE12
2	BC086339	Slc12a7	solute carrier family 12, member 7
2	NM_001106433	Spg20	spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)
2	ENSRNOT00000022945	Tbc1d22a	TBC1 domain family, member 22a
2	NM_001107601	Ldb1	LIM domain binding 1
2	NM_001034002	Yap1	yes associated protein 1
2	BC131850	RGD1309744	similar to hypothetical protein FLJ20507
2	BC097470	RGD1305939	hypothetical LOC300074
